ResourceID,brocade.id,card,order,source_field,Legacy Subject,Legacy Subject Type
e91e3912-0d81-517d-a8f7-fe8fb59276bc,tg:rubgr:1875,Subjects,a::rub.49,ow.link,a::rub.49,related artworks
24381c4e-b5da-54be-9682-3feb674233ab,tg:rubgr:905,Subjects,a::rub.24,ow.link,a::rub.24,related artworks
f2502373-1d2b-59a8-b7ba-cb832b6ddd94,tg:rubgr:1967,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
b0eb9d3f-7fd9-59d2-a258-45e2ae12157b,tg:rubgr:952,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
37dfb7e8-1907-56a3-8523-c1184e5e3a0a,tg:rubgr:378,Subjects,a::rub.11,ow.link,a::rub.11,related artworks
fc8641b6-cb75-59e4-a1b5-51bbbba7bbea,tg:rubgr:47,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
7d5f4a04-0c29-56ee-a264-a93db8a3f1ab,tg:rubgr:4328,Subjects,a::rub.32,ow.link,a::rub.32,related artworks
7d5f4a04-0c29-56ee-a264-a93db8a3f1ab,tg:rubgr:4328,Subjects,a::rub.57,ow.link,a::rub.57,related artworks
d05169d8-0e11-5a6c-8d7c-c204b4325fd2,tg:rubgr:959,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
d98658b8-6509-5381-a4fe-0e3fd4e18f82,tg:rubgr:1346,Subjects,a::rub.35,ow.link,a::rub.35,related artworks
0a04126c-969d-5f4e-8e3d-f208daa05584,tg:rubgr:236,Subjects,a::rub.24:1,ow.link,a::rub.24:1,related artworks
0a04126c-969d-5f4e-8e3d-f208daa05584,tg:rubgr:236,Subjects,a::rub.8:1,ow.link,a::rub.8:1,related artworks
d81c710e-19da-5985-b2f3-b5f6b4cd707b,tg:rubgr:148,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
eff228a7-ced6-56d7-bc04-f134b20a3648,tg:rubgr:1487,Subjects,a::rub.39,ow.link,a::rub.39,related artworks
49ed39af-90ed-5210-be41-fa2c298e088e,tg:rubgr:5094,Subjects,a::rub.9,ow.link,a::rub.9,related artworks
b66dee50-91d9-590f-904d-92c28c3d4dee,tg:rubgr:1311,Subjects,a::rub.35,ow.link,a::rub.35,related artworks
d6a29515-b36b-5fd2-a639-b134f95bd2b5,tg:rubgr:1254,Subjects,a::rub.33,ow.link,a::rub.33,related artworks
59b8098c-8fbd-5c5f-91e6-655d69d11919,tg:rubgr:5217,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
45af23b8-00d3-5176-8c5a-69e7c4406048,tg:rubgr:918,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
b309270e-da09-57d7-9b25-af5b36dcf278,tg:rubgr:1242,Subjects,a::rub.31,ow.link,a::rub.31,related artworks
d743b9c1-0df6-5f5a-aad7-32a1147f64b5,tg:rubgr:627,Subjects,a::rub.17,ow.link,a::rub.17,related artworks
a06520cf-3cb8-58c5-b005-2202d9da3a4c,tg:rubgr:109,Subjects,a::rub.44,ow.link,a::rub.44,related artworks
a06520cf-3cb8-58c5-b005-2202d9da3a4c,tg:rubgr:109,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
a06520cf-3cb8-58c5-b005-2202d9da3a4c,tg:rubgr:109,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
0fe63487-efb6-588f-a72f-fc610a373dee,tg:rubgr:559,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
a5ea9c62-bd37-5a18-8456-2860077725e8,tg:rubgr:2205,Subjects,a::rub.55,ow.link,a::rub.55,related artworks
9650d81c-e642-5e72-bd2e-8979321c0db1,tg:rubgr:220,Subjects,a::rub.8,ow.link,a::rub.8,related artworks
d159c47c-0a6a-531f-aef4-a32894274504,tg:rubgr:172,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
260b6abc-cac4-5aa8-af01-57187b3e669e,tg:rubgr:871,Subjects,a::rub.23,ow.link,a::rub.23,related artworks
22efbe49-48c9-590f-aa8c-9111434722e6,tg:rubgr:4579,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
f156d1f1-2fea-5b35-89fa-cc43bbd826d0,tg:rubgr:1281,Subjects,a::rub.34,ow.link,a::rub.34,related artworks
5e9dfc38-86b8-546d-a768-dd85ebd70649,tg:rubgr:963,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
9aa00732-09e5-5300-a793-0c04a35a943e,tg:rubgr:575,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
8c431a76-bdd9-5311-9bf9-eae43d7944e2,tg:rubgr:1686,Subjects,a::rub.45,ow.link,a::rub.45,related artworks
f1784a5f-2734-595d-9726-7c27916fe809,tg:rubgr:133,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
6ece1033-05d5-5768-93a4-041a5cfd3372,tg:rubgr:563,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
7bc83c20-9564-5272-b8db-5ad3a3a27cf7,tg:rubgr:1690,Subjects,a::rub.45,ow.link,a::rub.45,related artworks
2f4b7938-bc9b-546e-9b68-8c6a293b2ebc,tg:rubgr:4216,Subjects,a::rub.57,ow.link,a::rub.57,related artworks
fd638cfc-9f0c-5c93-ae94-82e618009039,tg:rubgr:1917,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
a2373bcf-4f9f-5730-9a85-223e173e22ed,tg:rubgr:534,Subjects,a::rub.14,ow.link,a::rub.14,related artworks
ad17fc6a-8731-5a77-928e-f024342c32ac,tg:rubgr:164,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
a81106b0-d69e-5ff7-9361-eb9947f91b04,tg:rubgr:955,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
0e7dedbf-6370-55b7-85c4-8b109472efd1,tg:rubgr:1960,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
f302ad41-5866-531d-8313-a87e51812e85,tg:rubgr:5132,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
33fe427f-a6d5-5361-b43f-2aaecce0359f,tg:rubgr:5098,Subjects,a::rub.9,ow.link,a::rub.9,related artworks
c5755dcf-7c16-5c52-99ae-b6b79d8d8612,tg:rubgr:144,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
ba95dbb3-1927-5be2-b1e6-12b06464a209,tg:rubgr:152,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
79b9b1a4-d096-5ecc-9407-a63a4f8cdfd8,tg:rubgr:5124,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
1df782e9-f279-5f05-9266-a6ee86069afd,tg:rubgr:1921,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
c2a07c6a-18d2-5478-9333-6df585ae9ef2,tg:rubgr:555,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
da19b422-528e-546f-9326-97013dad279b,tg:rubgr:410,Subjects,a::rub.12,ow.link,a::rub.12,related artworks
813c94b7-d987-5966-a040-110c7fb6115a,tg:rubgr:943,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
b68acaf3-f299-56a4-b125-ff21ef61e3dc,tg:rubgr:1262,Subjects,a::rub.33,ow.link,a::rub.33,related artworks
8e2ced68-4e02-512d-93dd-caee7f63978c,tg:rubgr:4575,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
14abb71e-ac5b-5073-bcaf-0834f1b9c94b,tg:rubgr:26,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
351c0d30-2246-5385-bd0d-0098c0d1ee75,tg:rubgr:484,Subjects,a::rub.13:1,ow.link,a::rub.13:1,related artworks
eff2d217-fae2-5924-9778-56d995b281de,tg:rubgr:129,Subjects,a::rub.12,ow.link,a::rub.12,related artworks
eff2d217-fae2-5924-9778-56d995b281de,tg:rubgr:129,Subjects,a::rub.34,ow.link,a::rub.34,related artworks
eff2d217-fae2-5924-9778-56d995b281de,tg:rubgr:129,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
9130b9e9-6fab-57ce-aefb-b949d7800642,tg:rubgr:703,Subjects,a::rub.20:1,ow.link,a::rub.20:1,related artworks
58d72c1f-b39e-5f9b-8d63-f946c560f415,tg:rubgr:1274,Subjects,a::rub.34:1,ow.link,a::rub.34:1,related artworks
477759e2-2e93-5eb3-9cbe-e1e32dd7cd12,tg:rubgr:2264,Subjects,a::rub.57,ow.link,a::rub.57,related artworks
ab0c4134-6b1a-5ade-88a6-9219215bbe33,tg:rubgr:884,Subjects,a::rub.23,ow.link,a::rub.23,related artworks
874e289a-76f5-5139-aa26-fc6a64f4a929,tg:rubgr:168,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
409c7ee5-84ff-5b88-9e95-d7a3752ee03c,tg:rubgr:30,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
dca2a9d0-78ed-5249-ae80-b298119b188f,tg:rubgr:885,Subjects,a::rub.23,ow.link,a::rub.23,related artworks
44db2899-8251-5f6b-9b34-728310f64bb3,tg:rubgr:2265,Subjects,a::rub.57,ow.link,a::rub.57,related artworks
be51e358-ce7f-5ba9-83da-6cc6c3bce41b,tg:rubgr:186,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
4a004345-b378-5945-beee-e4dbe3fd9a9b,tg:rubgr:169,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
7b9bb1a9-2b96-5fc8-8551-77f34c7b2474,tg:rubgr:31,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
499bdd63-aa16-5c1f-b045-ee9ba62ca1ea,tg:rubgr:1275,Subjects,a::rub.34,ow.link,a::rub.34,related artworks
4e6ac81d-ee37-5b2b-bed8-97eaab5d7aaf,tg:rubgr:217,Subjects,a::rub.8,ow.link,a::rub.8,related artworks
4a0d8182-d89d-571a-bfc5-e731ae14c82e,tg:rubgr:647,Subjects,a::rub.19,ow.link,a::rub.19,related artworks
f7ceb280-3f49-5771-8aa5-75108d699f8d,tg:rubgr:1388,Subjects,a::rub.37,ow.link,a::rub.37,related artworks
b3726645-3f40-5857-b0d0-900ed622919e,tg:rubgr:128,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
15a9a32a-7059-5fca-9ab4-660dc1c42c90,tg:rubgr:578,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
77046cc4-9eff-543f-8d3b-d854f4fe5e99,tg:rubgr:27,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
5696b8f6-1992-5d30-901f-f9d9346a1f16,tg:rubgr:554,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
d368f51d-a5e6-5264-afcb-d4303af77e0f,tg:rubgr:411,Subjects,a::rub.12,ow.link,a::rub.12,related artworks
f11885a6-24a1-5cb9-bfc7-fef230dbe1cb,tg:rubgr:942,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
e14c9f6f-cdd1-5d38-8620-061292869098,tg:rubgr:153,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
3b50952c-457d-5704-ae9e-0810fa0cc132,tg:rubgr:5125,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
e386d1c1-b355-5b69-adf5-f51ec22e2e5a,tg:rubgr:1920,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
41e91d05-6827-5894-96c1-59404c2930a1,tg:rubgr:5099,Subjects,a::rub.37,ow.link,a::rub.37,related artworks
7a5976a7-13bb-59cf-a24d-629569733795,tg:rubgr:145,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
2ea4cc69-2719-5c1f-ba79-8343fa67d6ce,tg:rubgr:903,Subjects,a::rub.24,ow.link,a::rub.24,related artworks
9307c1b5-0eab-5caf-bb65-a6d8ea272070,tg:rubgr:954,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
5455585c-72ca-55af-9e3f-df020efce28a,tg:rubgr:4217,Subjects,a::rub.57,ow.link,a::rub.57,related artworks
744b5c44-1a7e-5819-8a36-bcb0844c48c4,tg:rubgr:1916,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
1d8a6d2c-ef46-59a3-8c97-e9d27776fbd2,tg:rubgr:165,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
35c3256c-95ea-56e2-b765-8b4969d2c1ec,tg:rubgr:132,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
ad080c75-261f-5ca7-b98d-609fc18afee1,tg:rubgr:562,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
4edef5b2-c26d-5396-a8d2-6063f1f05ce3,tg:rubgr:1957,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
597bb85e-ef86-5e0b-8c47-6a40613382a4,tg:rubgr:962,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
bd99339a-982e-5c38-b808-2b364dfa4702,tg:rubgr:574,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
a94736ff-483a-5864-93b0-f837f81eb975,tg:rubgr:1146,Subjects,a::rub.26,ow.link,a::rub.26,related artworks
3bb42dab-50c4-5639-a848-84e3111ec4ff,tg:rubgr:173,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
197536f6-4cee-59a0-861d-743935d7c065,tg:rubgr:523,Subjects,a::rub.14,ow.link,a::rub.14,related artworks
a873a7b1-30c5-5d26-9185-f5b9499863ab,tg:rubgr:870,Subjects,a::rub.23,ow.link,a::rub.23,related artworks
4d2e46bf-511d-5d59-b3db-ac6d1523edd1,tg:rubgr:221,Subjects,a::rub.8:1,ow.link,a::rub.8:1,related artworks
a4857827-087e-5ccb-aa3d-6c3ec45f635f,tg:rubgr:558,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
adf5c5a6-6310-533a-a529-5fad91262bfc,tg:rubgr:2195,Subjects,a::rub.53,ow.link,a::rub.53,related artworks
5c8107ee-6fc1-55af-bd61-e122eb04fd54,tg:rubgr:1310,Subjects,a::rub.35,ow.link,a::rub.35,related artworks
d71da2b1-ab34-5620-b6f5-322cc72ab2ef,tg:rubgr:149,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
70f09f21-81e7-5510-abae-a874dc482f26,tg:rubgr:46,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
d9bf494c-3b35-54b1-8a26-be8e950df834,tg:rubgr:4582,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
751f5712-b898-5856-97c9-be8b53c3f9e4,tg:rubgr:166,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
1c929977-64d3-56a6-ae2f-ca65dd9f0234,tg:rubgr:1915,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
c0a25dec-5389-580a-b035-f3b7eb6b3476,tg:rubgr:218,Subjects,a::rub.8,ow.link,a::rub.8,related artworks
b96e5d67-34c8-5fd8-9a85-af76f48da7df,tg:rubgr:131,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
d1abd82b-cff8-5cfa-806e-db55d21ac48f,tg:rubgr:561,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
60d9d009-608b-595c-9271-1247057c233b,tg:rubgr:1942,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
0e321051-d3a9-5fb6-a02a-1311f60b919b,tg:rubgr:577,Subjects,a::rub.15:1,ow.link,a::rub.15:1,related artworks
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
040029f8-7a84-50b1-8f46-e542948b2f67,tg:rubgr:1954,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
404b7b03-5ba4-568a-bc4a-bc76cfa85e8a,tg:rubgr:961,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
4688bcf7-1afb-54f1-8d39-53315d7d1420,tg:rubgr:873,Subjects,a::rub.23,ow.link,a::rub.23,related artworks
ec339060-fc63-53b3-8297-41f940f940d2,tg:rubgr:28,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
865f9882-576a-54d2-b599-7741d8ef4e50,tg:rubgr:1145,Subjects,a::rub.26,ow.link,a::rub.26,related artworks
6699e8f3-8875-5553-95fc-a4cfb35f8d79,tg:rubgr:170,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
04e3a6fd-6279-567c-82b1-d3269e340065,tg:rubgr:4717,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
e2ee0601-5f93-5a07-9faf-4d4bcdb347c2,tg:rubgr:520,Subjects,a::rub.14,ow.link,a::rub.14,related artworks
