ResourceID,Textual Actor Note,Textual Actor Role,brocade.id,card,order
e2194f36-da74-5034-9cea-80f1e2c5248a,"Cleveland, S.D.",recipients (people),tg:rubgr:4174,Correspondence,1
202c96b1-0b32-5760-92ca-9725be3ae2ec,"Haverkamp-Begemann, E.",recipients (people),tg:rubgr:4877,Correspondence,1
969c225b-75a5-5e9e-84f8-67bc46338208,"Gerson, H.",writers (clerical workers),tg:rubgr:3824,Correspondence,1
51b66bb9-3e0d-5a13-807c-3edad416c7be,"Pölnitz, Gerhard von",writers (clerical workers),tg:rubgr:4748,Correspondence,1
536e9755-fd98-5f58-b08a-9400cbcf76f7,"Ionescu, Teodor",writers (clerical workers),tg:rubgr:1225,Correspondence,1
335e7316-acca-5221-b387-bcca53ee11c2,"Compton, Michael",recipients (people),tg:rubgr:4924,Correspondence,1
1dbf59fc-c77f-5274-adc1-85c27bf7c5ae,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:4861,Correspondence,1
fc30f79c-666a-56c1-883d-9a9a76219a04,"Winner, Matthias",writers (clerical workers),tg:rubgr:5289,Correspondence,1
daf22265-a605-50e2-ba77-6a99b9ca801e,"Carter, B.T.",recipients (people),tg:rubgr:705,Correspondence,1
f4aae6f1-772b-57c5-a63b-8f4606f530d2,"Ruiter, Henri de",writers (clerical workers),tg:rubgr:569,Correspondence,1
ed4f7f64-bf03-5f6e-b0cc-67c5282cf688,"Haverkamp-Begemann, Egbert",recipients (people),tg:rubgr:4420,Correspondence,1
bf9df334-9f8a-52b4-8780-ccb6fc4796bb,"Peissel, Jean-Claude",writers (clerical workers),tg:rubgr:1788,Correspondence,1
68d9f3f7-a0ae-5f3b-98ea-44a4066bf6ae,"Ranchicourt, J. de",recipients (people),tg:rubgr:1272,Correspondence,1
e2495b96-563f-5871-acb3-29984aa64cf3,"Hooykaas, J.C.",writers (clerical workers),tg:rubgr:4565,Correspondence,1
a796aacf-b876-5f89-90da-9df4dfd582cf,"Sthyr, Jorgen",recipients (people),tg:rubgr:2632,Correspondence,1
5ef2f296-cccc-5418-ad2c-c682b080bc55,"Pölnitz, Gerhard von",recipients (people),tg:rubgr:36,Correspondence,1
26e3db03-e450-58c1-b4cb-94452eab5c0b,"Kelly, Gerald",recipients (people),tg:rubgr:4709,Correspondence,1
f10fa204-30e7-5976-becc-b610ff298b05,"Novotny, Fritz",writers (clerical workers),tg:rubgr:1086,Correspondence,1
597b8047-6b8f-5fa7-b12b-7b2b2b160f45,"Pölnitz, Gerhard von",recipients (people),tg:rubgr:41,Correspondence,1
5806476e-ab09-57ce-ace2-590446899917,"Schwarz, Edith",writers (clerical workers),tg:rubgr:1340,Correspondence,1
5806476e-ab09-57ce-ace2-590446899917,"Schwarz, Alexander",writers (clerical workers),tg:rubgr:1340,Correspondence,2
5806476e-ab09-57ce-ace2-590446899917,"Stiglitz, Lily",writers (clerical workers),tg:rubgr:1340,Correspondence,3
db2d4123-2bef-57d3-8b83-593183d8b5c1,"Grafe, I.",writers (clerical workers),tg:rubgr:3392,Correspondence,1
90b280d9-6901-56a4-97ef-57fbb6bf155b,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:4904,Correspondence,1
dc193f81-c64f-511b-877c-a21439438d5d,"Benkö, Éva",writers (clerical workers),tg:rubgr:2079,Correspondence,1
98250cc5-30b9-5ad8-92ee-61163e55f876,"San, Edouard de",recipients (people),tg:rubgr:2583,Correspondence,1
899c6b7f-29e4-528f-be98-651fa68f4684,"Cormack, Malcolm",writers (clerical workers),tg:rubgr:3845,Correspondence,1
4196a43c-f98e-5c2a-984b-363d999c793f,"King, Laurence",writers (clerical workers),tg:rubgr:16,Correspondence,1
9c9c9903-dc26-54ef-837b-df93d4d5b42f,"Badt, Kurt",writers (clerical workers),tg:rubgr:4729,Correspondence,1
d0d3e059-208d-5213-abdd-2d43e22997c5,"Snoep, D.P.",recipients (people),tg:rubgr:4396,Correspondence,1
7a0c5987-c391-5347-bf30-6eccd7beeed9,"Haverkamp-Begemann, Egbert",recipients (people),tg:rubgr:2612,Correspondence,1
03178fa4-ee17-55f8-9437-449e9eac4a8a,"Destombes, Marcel",recipients (people),tg:rubgr:2242,Correspondence,1
5344c23b-609b-53de-a736-07bbfb37427d,"Sthyr, Jorgen",writers (clerical workers),tg:rubgr:1897,Correspondence,1
5f572008-1ec7-513f-ace7-3d5b739cbe51,"Bruyn, J.",writers (clerical workers),tg:rubgr:4400,Correspondence,1
c34845f8-bf9a-5a8e-bc2f-a27081328a0f,"Descamps, Hubert",writers (clerical workers),tg:rubgr:1252,Correspondence,1
25c6f2fd-e77e-5dbd-9800-aa801fb212b4,"Preece, Warren E.",writers (clerical workers),tg:rubgr:3500,Correspondence,1
03433aa7-7baa-5713-8b93-4ec0fcf2a076,"Künstler, Gustav",recipients (people),tg:rubgr:158,Correspondence,1
e29bbe75-99ad-5111-9bee-6d46cfea9d60,"Stridbeck, C.G.",writers (clerical workers),tg:rubgr:5084,Correspondence,1
7fe77e1b-dce3-5890-b069-1ce61f527b91,"Gilbert, Creighton",recipients (people),tg:rubgr:3853,Correspondence,1
f4203bff-59ed-5ac3-a85a-069871c418cf,"Feste, Joseph R.",writers (clerical workers),tg:rubgr:1881,Correspondence,1
4fc35cc0-b43f-5de2-a19b-0e46399ccc4f,"Seilern, Antoine",recipients (people),tg:rubgr:2254,Correspondence,1
23b6da8b-6a94-55aa-917d-9627984e8f39,"Zeitler, Rudolf",recipients (people),tg:rubgr:2604,Correspondence,1
56aa9b29-8636-5e4e-b9c8-f23cfa7ffe9e,"Magnaguagno, Luigi",writers (clerical workers),tg:rubgr:2038,Correspondence,1
c4e57b2c-8221-58f4-bd5d-935d2783ad56,"Mensel, Karen Dimartino",recipients (people),tg:rubgr:2716,Correspondence,1
3d48d2e3-5670-5ab1-bc19-43dd6fff2ac5,"Stampfle, Felice",writers (clerical workers),tg:rubgr:3804,Correspondence,1
38fdf772-5f5c-509f-a755-da9e82172c0d,"Wulc, Stanley S.",recipients (people),tg:rubgr:2346,Correspondence,1
36afea85-705b-5959-9e22-c7423ceaf12f,"Sironi, Franca",recipients (people),tg:rubgr:1706,Correspondence,1
b56df989-4db2-5d88-b521-2ef343406929,"Seilern, Antoine",recipients (people),tg:rubgr:3691,Correspondence,1
856fd2d7-e360-5659-8cbc-b19dcbc3a531,"Anzelewski, Fedja",writers (clerical workers),tg:rubgr:5315,Correspondence,1
80fe94b0-92f3-5f1a-8310-14fc8d5135f9,"Haverkamp-Begemann, E.",recipients (people),tg:rubgr:4857,Correspondence,1
dc32cde6-c199-5554-b8c7-b71d48519dc8,"Gerszi, Teréz",recipients (people),tg:rubgr:2080,Correspondence,1
159202ab-2c1d-5d07-8719-a14cc42c1111,"Grafe, I.",recipients (people),tg:rubgr:4441,Correspondence,1
c80f9b79-99b9-5c61-9d20-a71cf9864a1b,"Martin, W.A.",recipients (people),tg:rubgr:3384,Correspondence,1
6eb3bcdf-9516-5dd4-bcae-ed063b724290,"Shearman, John",recipients (people),tg:rubgr:3469,Correspondence,1
7593d1e4-469c-5347-9be9-bded5f8aea35,"Whittingham, J. Selby",writers (clerical workers),tg:rubgr:2297,Correspondence,1
9e502844-7467-5dc9-9e72-c8cb2ebe308e,"Karling, Sten",recipients (people),tg:rubgr:5102,Correspondence,1
9826d58e-9c29-5b56-9f29-d2bfd6524c24,"Leonard Woolley, Charles",writers (clerical workers),tg:rubgr:1141,Correspondence,1
dd40c403-0840-5a9f-b00a-05e170300684,"Francia, Peter de",recipients (people),tg:rubgr:524,Correspondence,1
dd649dd5-503b-55bc-acf1-362ca33e7f37,"Gerson, H.",recipients (people),tg:rubgr:4713,Correspondence,1
67478663-62dc-502d-800b-4fe9de2ed62d,"Haverkamp-Begemann, E.",recipients (people),tg:rubgr:4590,Correspondence,1
32e56245-9548-5b72-a642-e8adc950616b,"Scribani Rossi, Alfredo",recipients (people),tg:rubgr:965,Correspondence,1
c6395b4f-50b5-5178-974f-cf961382eef5,"Rees Jones, Stephen",writers (clerical workers),tg:rubgr:1950,Correspondence,1
aa2f07d1-cdc9-5ae6-8c23-e482630eda29,"Philip, Lotte Brand",writers (clerical workers),tg:rubgr:573,Correspondence,1
aeb5f3ba-98df-57c6-b4ea-14f54abd59b8,"Baur de Boer, P.",writers (clerical workers),tg:rubgr:4744,Correspondence,1
a3ae83ea-cf90-560b-9ba3-856cd4c7c5d6,"Slatkin, Regina Shoolman",recipients (people),tg:rubgr:2690,Correspondence,1
0ad8ea8b-4859-5cc8-8ceb-a17f04aa1f6e,"Demus, Klaus",recipients (people),tg:rubgr:2043,Correspondence,1
05e63170-fd6b-5e80-9086-0b72d29b5112,"Demus, Klaus",writers (clerical workers),tg:rubgr:5293,Correspondence,1
98450908-bcfb-5669-8726-c27cc9d2013c,"Jackson, Anne",recipients (people),tg:rubgr:2556,Correspondence,1
4f1803e0-2b12-5b93-babd-f8c27d0a6b2c,"Seilern, Antoine",writers (clerical workers),tg:rubgr:3582,Correspondence,1
6172b5fa-a429-5dea-844c-e4bb05219d64,"Destombes, Marcel",writers (clerical workers),tg:rubgr:2239,Correspondence,1
5afa981f-dbae-5f63-b453-cb2c244e9837,"Ruiter, Henri de",writers (clerical workers),tg:rubgr:565,Correspondence,1
601ff7aa-94ff-53e7-a73b-3a8d36733dc0,"Cousland, Margaret",writers (clerical workers),tg:rubgr:1229,Correspondence,1
198c9292-18ec-5f7c-a885-e16d6ec01c01,"Meij, A.W.F.M.",writers (clerical workers),tg:rubgr:3701,Correspondence,1
a809d763-8c1d-59c1-bf6e-4ce90f831072,"Winner, Matthias",writers (clerical workers),tg:rubgr:5285,Correspondence,1
341a891b-62b7-541d-9161-095ed23b4874,"Hallett, Archibald Cameron Hollis",writers (clerical workers),tg:rubgr:532,Correspondence,1
d14f1e47-e3f7-5dd5-89c9-26534ac5e30d,"Seilern, Antoine",recipients (people),tg:rubgr:3490,Correspondence,1
2398661b-93fc-5c0b-909c-fcbc0fca88f5,"Buuren, David van",recipients (people),tg:rubgr:162,Correspondence,1
08d8933b-cb05-5cc9-856b-66ecb30657d5,"Herzig, Robert",writers (clerical workers),tg:rubgr:861,Correspondence,1
f6e24a38-1f3c-51b1-a831-0fe1f13594e5,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:4586,Correspondence,1
838790e0-1ee5-5a4a-b380-1725dd4c7f4f,"Finck, Robert",writers (clerical workers),tg:rubgr:2452,Correspondence,1
065e95d4-f35e-57e0-a9bc-eb6ab85b9e8b,"Hasselt, Carlos van",writers (clerical workers),tg:rubgr:2147,Correspondence,1
f283fea5-946a-5e93-92c3-7561978fb284,"Grafe, I.",writers (clerical workers),tg:rubgr:3306,Correspondence,1
d12a8336-c35c-5216-a41f-994f257d1e1e,"Hooykaas, J.C.",writers (clerical workers),tg:rubgr:4569,Correspondence,1
12d5c535-1f0d-5318-acee-3530dc971e4f,"Haverkamp-Begemann, E.",recipients (people),tg:rubgr:4587,Correspondence,1
9432d9e1-4256-5e2c-85e4-31a026d93dae,"Finck, Robert",recipients (people),tg:rubgr:2453,Correspondence,1
2d57d831-b683-5824-99a9-95b7a3a2eff7,"Hooykaas, J.C.",writers (clerical workers),tg:rubgr:4568,Correspondence,1
32ff07df-de31-5b0f-ac82-701a9bb36255,"Beales,  Harold W.",writers (clerical workers),tg:rubgr:3887,Correspondence,1
66008fb5-1bd2-5b8d-87b2-147d52b986f8,"Hallett, Archibald Cameron Hollis",recipients (people),tg:rubgr:533,Correspondence,1
056deaa9-e195-5024-81c6-06e11079a763,"Horovitz, Bela",recipients (people),tg:rubgr:4704,Correspondence,1
3e303450-18db-52db-a598-617c80932863,"Vandenven, Marc",writers (clerical workers),tg:rubgr:1156,Correspondence,1
973bb26c-7fa3-5c06-8d44-a6c1ad3eb691,"Buuren, David van",writers (clerical workers),tg:rubgr:163,Correspondence,1
89f41fb9-cc5b-558e-ac1e-077a76fd4b53,"Demus, Klaus",writers (clerical workers),tg:rubgr:2054,Correspondence,1
25ed9fc9-fb8e-534b-9136-7ae1188d77f1,"Eisler, Colin",recipients (people),tg:rubgr:2404,Correspondence,1
ae146c74-392e-5d2f-8b31-04e7cd37f348,White Christopher,writers (clerical workers),tg:rubgr:4180,Correspondence,1
6dc02adb-d658-54f0-bc13-7a91a9e34909,"Winner, Matthias",recipients (people),tg:rubgr:5284,Correspondence,1
c13cef2a-b55a-58d1-8750-a0f7f41c2cae,"Kordovsky, Josef",writers (clerical workers),tg:rubgr:2392,Correspondence,1
8097cb4b-d0e1-53c6-b0f3-5cc5fcbb9f35,"Destombes, Marcel",recipients (people),tg:rubgr:2238,Correspondence,1
5da49cc2-ca43-5bc0-98cf-749d65593c1e,"Battisti, Mariella de",writers (clerical workers),tg:rubgr:4303,Correspondence,1
211942b0-7599-5e92-862a-f9e1f11f6d6d,"Ruiter, Henri de",recipients (people),tg:rubgr:564,Correspondence,1
9b672228-c4b1-5cb5-a112-2a25d721bbca,"Schmidt, Gerhard",writers (clerical workers),tg:rubgr:4196,Correspondence,1
9facf125-106b-5c6e-ac23-1f055b0a32fe,"Koetser, Leonard F.",recipients (people),tg:rubgr:2412,Correspondence,1
7e21995c-bcee-5853-91f2-d1cc150b1b97,"Boer, P. De",recipients (people),tg:rubgr:4895,Correspondence,1
903df527-a905-5d60-bbbf-1a7736dabd94,"Demus, Klaus",writers (clerical workers),tg:rubgr:2042,Correspondence,1
105b7341-78b8-5732-a1a4-e76d53eabed5,"Foxwell, Penny",writers (clerical workers),tg:rubgr:2557,Correspondence,1
45cdceda-9860-5ef4-9fdd-de3a458c2f38,"Mielke, Hans",recipients (people),tg:rubgr:5292,Correspondence,1
44da81d7-4553-58ec-a97c-c74492508f52,"Philip, Lotte Brand",recipients (people),tg:rubgr:572,Correspondence,1
7022ba79-10ae-52f1-b077-50b2cf1c7f58,"Slatkin, Regina Shoolman",writers (clerical workers),tg:rubgr:2691,Correspondence,1
b4be448c-7d96-542b-b8b3-b6965f47853a,"Schelfhout - van der Meulen, A.",writers (clerical workers),tg:rubgr:2445,Correspondence,1
ef04815a-8a7a-58dc-91cb-3ae265a5c2ce,"Spicer, Joaneath",recipients (people),tg:rubgr:3604,Correspondence,1
74970415-6e3d-59df-bad3-880e96816732,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:4591,Correspondence,1
b014b1f5-693d-5e78-a632-f784c21b8de6,"Grafe, I.",writers (clerical workers),tg:rubgr:1286,Correspondence,1
a8ed8dbf-6daf-54fe-8713-6e75f2253f3c,"Morse, Virginia",writers (clerical workers),tg:rubgr:2500,Correspondence,1
d55dd207-7a78-56c9-b75e-aa756b8588b3,"Koetser, Leonard F.",writers (clerical workers),tg:rubgr:1906,Correspondence,1
26fbcb38-fdb4-55cf-b46d-cfdfbc95aba8,"Whittingham, J. Selby",writers (clerical workers),tg:rubgr:2296,Correspondence,1
5e4f8615-f29e-5012-bb9b-e28dfe78b357,"Stridbeck, C.G.",writers (clerical workers),tg:rubgr:5103,Correspondence,1
c8d620a4-3b84-5a58-bba1-8943db2468dc,"Parshall, Peter",recipients (people),tg:rubgr:175,Correspondence,1
a4e51b95-0eb8-5bb9-9d34-3144747349a7,"Leonard Woolley, Charles",recipients (people),tg:rubgr:1140,Correspondence,1
c8e50d08-b098-5e29-93ed-b99cadb015be,"Gerson, H.",writers (clerical workers),tg:rubgr:4712,Correspondence,1
5154bf5d-0639-55e1-ac82-a502d64ad2e9,"Spencer-Churchill, Edward George",writers (clerical workers),tg:rubgr:2982,Correspondence,1
65013038-5bca-5c33-a338-adc0affb8cc1,"Anzelewski, Fedja",recipients (people),tg:rubgr:5314,Correspondence,1
0bd82530-0042-5700-9253-9b7956237538,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:4856,Correspondence,1
01140274-3da1-53ab-8229-423c35353030,"Boer, P. De",recipients (people),tg:rubgr:4913,Correspondence,1
d9ac194d-15c1-5f99-886c-ea9b00354a50,"Martin, W.A.",writers (clerical workers),tg:rubgr:3385,Correspondence,1
716c1d46-f684-511b-9ff4-594039f9d3b8,"Grafe, I.",writers (clerical workers),tg:rubgr:4440,Correspondence,1
370be4f0-8a4a-5053-8d74-1e88be9a9c99,"Stampfle, Felice",writers (clerical workers),tg:rubgr:3805,Correspondence,1
4b30ba12-3718-5f16-85cc-a148c3099306,"Harris, Tomas",recipients (people),tg:rubgr:3106,Correspondence,1
d33a3bdc-26ed-5f6f-b21e-1b5e2f63814e,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:2202,Correspondence,1
fcabad0c-75be-52af-9eb8-f257ef9d5824,"Odenius, Oloph",writers (clerical workers),tg:rubgr:335,Correspondence,1
b61b1395-dfa0-50c8-b745-f9a5b6160f03,"Jacobsohn, Peter",recipients (people),tg:rubgr:3501,Correspondence,1
cb9a9b76-4a78-5b45-9b18-f09441a504cf,"Buuren, David van",writers (clerical workers),tg:rubgr:159,Correspondence,1
6ae1cd54-c49a-5044-a92f-ac1c2aea5d1a,"Stridbeck, C.G.",writers (clerical workers),tg:rubgr:5085,Correspondence,1
71de9e88-9e94-5f1a-b475-a091947d8a75,"Gilbert, Creighton",writers (clerical workers),tg:rubgr:3852,Correspondence,1
21e1c85a-a31d-52da-bb38-9c02c9c2e309,"Feste, Joseph R.",recipients (people),tg:rubgr:1880,Correspondence,1
4bf6ea5a-6a32-5680-9420-75da41b7be2c,"Bruyn, J.",recipients (people),tg:rubgr:4401,Correspondence,1
2496749e-e397-508d-9d31-af4792cd1a02,"Descamps, Hubert",recipients (people),tg:rubgr:1253,Correspondence,1
4ec1935b-b00a-5130-909c-18ba79d416fc,"Feste, Joseph R.",writers (clerical workers),tg:rubgr:1879,Correspondence,1
0ee51675-b81c-5835-b13f-c15b722c9db5,"Cormack, Malcolm",recipients (people),tg:rubgr:3844,Correspondence,1
fe9dcf70-3bf4-578b-9a7d-2973cba71b3b,"Stridbeck, C.G.",writers (clerical workers),tg:rubgr:5093,Correspondence,1
1b05d074-b1be-5a1f-8b43-d553a88b1769,"King, Laurence",recipients (people),tg:rubgr:17,Correspondence,1
d0f6eebb-4597-58ee-a548-d2f9abe50c18,"Grafe, I.",recipients (people),tg:rubgr:4728,Correspondence,1
b840ac08-cebe-5b43-9d4b-d23eb0824fd6,"Bruyn, J.",writers (clerical workers),tg:rubgr:4397,Correspondence,1
5f509661-a9ca-5428-9cea-3150684758e9,"Chaikin, Nathan",writers (clerical workers),tg:rubgr:2613,Correspondence,1
57cc4063-7502-5da8-80b9-da9450e6c6fd,"Destombes, Marcel",writers (clerical workers),tg:rubgr:2243,Correspondence,1
39a30026-c5b6-5d06-b3d8-447ee35a1125,"Rubow, Jorn",recipients (people),tg:rubgr:1896,Correspondence,1
7b1bd15d-d0e8-5f0e-856e-8b2ace0d88e1,"Green, Richard",writers (clerical workers),tg:rubgr:2428,Correspondence,1
fabccf21-9995-5ccd-9e75-8e7997354b98,"Pölnitz, Gerhard von",writers (clerical workers),tg:rubgr:4905,Correspondence,1
f4ec75da-33fb-5cf0-96ed-3553e0d4fb63,"Gerszi, Teréz",writers (clerical workers),tg:rubgr:2078,Correspondence,1
b886df7e-ccc2-5d00-b7cd-d8a9a8609982,"Novotny, Fritz",recipients (people),tg:rubgr:1087,Correspondence,1
f90763f1-f0c5-56b3-ae58-d367b5e90140,"Pölnitz, Gerhard von",writers (clerical workers),tg:rubgr:40,Correspondence,1
90b0a06e-5069-56ca-b4be-08993d1fcac4,"Mensel, Karen Dimartino",writers (clerical workers),tg:rubgr:2701,Correspondence,1
41639bd3-42ab-5ffa-ba4b-f75e8ee35b46,"Kälin, Franz",recipients (people),tg:rubgr:3956,Correspondence,1
20de6331-c490-5ac8-9e8a-42003b696b62,"Seilern, Antoine",writers (clerical workers),tg:rubgr:4790,Correspondence,1
10f14f75-c9c2-5784-85ff-57b7ddfb3732,"Pölnitz, Gerhard von",writers (clerical workers),tg:rubgr:37,Correspondence,1
32b89e46-9e49-5b49-bfaf-f5e8e9218766,"Gerson, H.",writers (clerical workers),tg:rubgr:4708,Correspondence,1
2c40b8c5-4830-5e4e-bae4-86df71f65c87,"Grange, T.P.",writers (clerical workers),tg:rubgr:3537,Correspondence,1
306f0d14-8de1-5cdb-bfd3-489b9cd4ff02,"Ranchicourt, J. de",writers (clerical workers),tg:rubgr:1273,Correspondence,1
a90d15c1-9b0e-580a-be2b-2ea449a0e66a,"Grafe, I.",recipients (people),tg:rubgr:1418,Correspondence,1
76ef35a2-f9b3-5b95-a9fc-931a1f2c8b84,"Ruiter, Henri de",writers (clerical workers),tg:rubgr:568,Correspondence,1
7fc97921-b74d-5676-8388-23bccb847ebf,"Ionescu, Teodor",writers (clerical workers),tg:rubgr:1224,Correspondence,1
32efb9ce-379d-5ce7-a553-841837326b8d,"Haverkamp-Begemann, E.",recipients (people),tg:rubgr:4860,Correspondence,1
56fabfcf-9ce4-55c7-bed6-24e3e2452371,"Winner, Matthias",writers (clerical workers),tg:rubgr:5288,Correspondence,1
e103b0cf-c2ae-5949-af1d-9f92026c6d32,"Carter, B.T.",writers (clerical workers),tg:rubgr:704,Correspondence,1
a2e59cf9-9a0b-5ccf-a096-958afb5be59e,"Katz, H.",writers (clerical workers),tg:rubgr:4749,Correspondence,1
4229e117-98f4-536e-a828-cb3050a60dda,"Winner, Matthias",recipients (people),tg:rubgr:5271,Correspondence,1
61c35d51-f3c1-5e2a-8320-5f256f7b117f,"Stridbeck, C.G.",writers (clerical workers),tg:rubgr:4899,Correspondence,1
59543e29-d5ae-5c71-9f1a-aa337d87649a,"Stridbeck, Carl Gustaf",writers (clerical workers),tg:rubgr:712,Correspondence,1
7c95e83d-c636-5a3e-b5c3-2d50791da5d5,"Ludwig, Mario",recipients (people),tg:rubgr:4175,Correspondence,1
6dc8b25b-90f2-5ab8-bf02-4073a7dcb099,"Goldscheider, Ludwig",writers (clerical workers),tg:rubgr:4876,Correspondence,1
d192eb58-3eb5-5562-a14d-e049cfbca03f,"Pächt, Otto",writers (clerical workers),tg:rubgr:1009,Correspondence,1
0364ee62-46d6-5fe7-9623-5380e1407909,"Coo, Jozef De",writers (clerical workers),tg:rubgr:529,Correspondence,1
3b48c57a-a39b-5f73-aab5-4eb6fa8008b7,"Nicolson, Benedict",writers (clerical workers),tg:rubgr:21,Correspondence,1
e50cca26-1028-5c2d-ae2b-f63252ba79aa,"Grafe, I.",writers (clerical workers),tg:rubgr:4437,Correspondence,1
248d5f2d-8536-5454-89b3-c599363e62ab,"Hahn, Emeric",writers (clerical workers),tg:rubgr:2449,Correspondence,1
8e88a66a-9daa-5091-97a2-31104badd019,"Badt, Kurt",writers (clerical workers),tg:rubgr:5226,Correspondence,1
bd9e128c-3d59-5507-b3d6-52d2a9293bc4,"Hooykaas, J.C.",recipients (people),tg:rubgr:4572,Correspondence,1
8591edd5-0238-5b2a-a198-a253619170d8,"Goppelsroeder-Sarasin, B.J.",writers (clerical workers),tg:rubgr:552,Correspondence,1
503add66-2ac0-5885-b3ef-fbc7523052f5,"Leonard Woolley, Charles",recipients (people),tg:rubgr:1137,Correspondence,1
9c87a5ee-cc0c-5a34-9056-991329e2526a,"Grafe, I.",recipients (people),tg:rubgr:4335,Correspondence,1
c0334dc1-e0c8-5773-afe5-db1169ae0bc2,"Anzelewski, Fedja",writers (clerical workers),tg:rubgr:5318,Correspondence,1
cc9b562b-6c2c-5e5d-86e5-9939a4680fed,"Stridbeck, C.G.",writers (clerical workers),tg:rubgr:5089,Correspondence,1
ca0ad15b-61a0-52ce-abc7-77a238497947,Onleesbaar,writers (clerical workers),tg:rubgr:155,Correspondence,1
692ab5c8-34cb-5da7-8d5e-8c5a6d953594,"Dynes, Wayne",writers (clerical workers),tg:rubgr:4698,Correspondence,1
e4b00dc0-fc68-59f7-a523-8343d20673d9,"Pölnitz, Gerhard von",writers (clerical workers),tg:rubgr:4732,Correspondence,1
113dff26-397c-5cbb-b134-8c88127047a0,"Gronau, Carmen",writers (clerical workers),tg:rubgr:1475,Correspondence,1
9efc6ff0-dfa5-543b-b8aa-1440446c47e8,"Haverkamp-Begemann, Egbert",writers (clerical workers),tg:rubgr:2609,Correspondence,1
5e2dc3b5-e2c6-5420-b76e-7a127c575956,"Pulitzer, Henry F.",writers (clerical workers),tg:rubgr:2170,Correspondence,1
072ecafe-493b-50cb-ad07-769bca78b03a,"Auer, Erwin M.",writers (clerical workers),tg:rubgr:4724,Correspondence,1
