ResourceID,brocade.id,card,order,Material
77b0399b-e866-5c0f-97b5-3aa876feeb5a,tg:lhaq:9414,Materials,1,pencils (drawing and writing equipment)
77b0399b-e866-5c0f-97b5-3aa876feeb5a,tg:lhaq:9414,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,Materials,1,pencils (drawing and writing equipment)
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,Materials,1,ago NOT FOUND IN: materiaal_types.csv
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,Materials,1,pencils (drawing and writing equipment)
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,Materials,1,ago NOT FOUND IN: materiaal_types.csv
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,Materials,1,pencils (drawing and writing equipment)
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
2889da1d-de01-506d-a2b8-86ab9eaf34d7,tg:lhaq:7261,Materials,1,pencils (drawing and writing equipment)
2889da1d-de01-506d-a2b8-86ab9eaf34d7,tg:lhaq:7261,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,Materials,2,ball-point pens
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,Materials,1,ago NOT FOUND IN: materiaal_types.csv
473c6aab-df61-5f40-bbb3-628e05adfba3,tg:lhaq:8317,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
473c6aab-df61-5f40-bbb3-628e05adfba3,tg:lhaq:8317,Materials,1,aoi NOT FOUND IN: materiaal_types.csv
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,Materials,1,pencils (drawing and writing equipment)
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,Materials,1,ago NOT FOUND IN: materiaal_types.csv
3427e823-4487-5f09-a8b8-0a62308a7afa,tg:lhaq:4066,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
7c078dc8-7219-5041-974a-d43d540d22fb,tg:lhaq:8550,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
7c078dc8-7219-5041-974a-d43d540d22fb,tg:lhaq:8550,Materials,2,ink
7c078dc8-7219-5041-974a-d43d540d22fb,tg:lhaq:8550,Materials,1,ago NOT FOUND IN: materiaal_types.csv
262ab269-588a-565f-9fff-7b4d784fe26a,tg:lhaq:4123,Materials,1,Conté crayon (TM)
262ab269-588a-565f-9fff-7b4d784fe26a,tg:lhaq:4123,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
397cdc4d-1877-5ff1-aea4-d5699678eec6,tg:lhaq:8383,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
397cdc4d-1877-5ff1-aea4-d5699678eec6,tg:lhaq:8383,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,Materials,1,pencils (drawing and writing equipment)
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,Materials,1,ago NOT FOUND IN: materiaal_types.csv
da23c11e-76c1-5d41-bc0d-4654a90f4146,tg:lhaq:9068,Materials,1,ago NOT FOUND IN: materiaal_types.csv
977c1be7-d310-596c-adf3-46f76e4317a7,tg:lhaq:20,Materials,1,pencils (drawing and writing equipment)
977c1be7-d310-596c-adf3-46f76e4317a7,tg:lhaq:20,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,Materials,1,pencils (drawing and writing equipment)
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,Materials,1,ago NOT FOUND IN: materiaal_types.csv
4bddeb9c-33d5-5850-a47c-c9d9b051c50f,tg:lhaq:1399,Materials,1,pencils (drawing and writing equipment)
4bddeb9c-33d5-5850-a47c-c9d9b051c50f,tg:lhaq:1399,Materials,1,ago NOT FOUND IN: materiaal_types.csv
9b000f80-5b64-5386-992c-edf855837ac7,tg:lhaq:8911,Materials,1,pencils (drawing and writing equipment)
9b000f80-5b64-5386-992c-edf855837ac7,tg:lhaq:8911,Materials,1,ago NOT FOUND IN: materiaal_types.csv
9abd95fd-1030-5479-8146-b6d6efc1c2ad,tg:lhaq:8854,Materials,1,pencils (drawing and writing equipment)
9abd95fd-1030-5479-8146-b6d6efc1c2ad,tg:lhaq:8854,Materials,2,ball-point pens
9abd95fd-1030-5479-8146-b6d6efc1c2ad,tg:lhaq:8854,Materials,1,ago NOT FOUND IN: materiaal_types.csv
5c3c5c94-0899-5cf3-9203-2f45ab429ca0,tg:lhaq:8784,Materials,1,pencils (drawing and writing equipment)
5c3c5c94-0899-5cf3-9203-2f45ab429ca0,tg:lhaq:8784,Materials,1,ago NOT FOUND IN: materiaal_types.csv
8b0c07b1-b052-570b-bca7-98f8d7fba377,tg:lhaq:5509,Materials,1,ink
8b0c07b1-b052-570b-bca7-98f8d7fba377,tg:lhaq:5509,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
d26759cd-338b-529c-b7b2-93481776dced,tg:lhaq:8907,Materials,1,pencils (drawing and writing equipment)
d26759cd-338b-529c-b7b2-93481776dced,tg:lhaq:8907,Materials,1,ago NOT FOUND IN: materiaal_types.csv
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,tg:lhaq:8842,Materials,1,pencils (drawing and writing equipment)
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,tg:lhaq:8842,Materials,1,ago NOT FOUND IN: materiaal_types.csv
5c1e09e9-31d5-570e-9050-94a70b3f39d9,tg:lhaq:8792,Materials,1,pencils (drawing and writing equipment)
5c1e09e9-31d5-570e-9050-94a70b3f39d9,tg:lhaq:8792,Materials,1,ago NOT FOUND IN: materiaal_types.csv
1beea900-3308-5a4d-9492-8a60f728f42d,tg:lhaq:6626,Materials,1,pencils (drawing and writing equipment)
1beea900-3308-5a4d-9492-8a60f728f42d,tg:lhaq:6626,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
3e4916c8-11e1-57a6-b7f5-adcd826f7bae,tg:lhaq:2370,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
dcc55afd-62ec-50f4-8a26-7f808b7735ba,tg:lhaq:8403,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
dcc55afd-62ec-50f4-8a26-7f808b7735ba,tg:lhaq:8403,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
5e937a35-f83b-5d43-9f13-29afb0ff6951,tg:lhaq:4565,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
7c729a34-ba1a-58f8-a6ce-69f7c86f50d7,tg:lhaq:8546,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
7c729a34-ba1a-58f8-a6ce-69f7c86f50d7,tg:lhaq:8546,Materials,2,ink
7c729a34-ba1a-58f8-a6ce-69f7c86f50d7,tg:lhaq:8546,Materials,1,ago NOT FOUND IN: materiaal_types.csv
52738c98-5867-5d59-906c-9ba1046e26c3,tg:lhaq:2632,Materials,1,ago NOT FOUND IN: materiaal_types.csv
54b8899f-fe69-58b3-bf28-58ce7abca638,tg:lhaq:8395,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
54b8899f-fe69-58b3-bf28-58ce7abca638,tg:lhaq:8395,Materials,2,zwv NOT FOUND IN: materiaal_types.csv
54b8899f-fe69-58b3-bf28-58ce7abca638,tg:lhaq:8395,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
06c48f40-7010-5f14-bbd5-02802f6b0a5a,tg:lhaq:8680,Materials,1,pencils (drawing and writing equipment)
06c48f40-7010-5f14-bbd5-02802f6b0a5a,tg:lhaq:8680,Materials,1,ago NOT FOUND IN: materiaal_types.csv
0cccfe13-5966-514f-988a-6d35cc081d04,tg:lhaq:5548,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
e833935d-27a6-5ffc-a736-109781e1f502,tg:lhaq:9009,Materials,1,pencils (drawing and writing equipment)
e833935d-27a6-5ffc-a736-109781e1f502,tg:lhaq:9009,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
7441af4b-7744-54fb-a0f6-4036bed9cba9,tg:lhaq:8531,Materials,1,India ink (ink)
7441af4b-7744-54fb-a0f6-4036bed9cba9,tg:lhaq:8531,Materials,2,pencils (drawing and writing equipment)
7441af4b-7744-54fb-a0f6-4036bed9cba9,tg:lhaq:8531,Materials,1,ago NOT FOUND IN: materiaal_types.csv
b1ce90f6-e392-5335-b3bd-669a5c58aee7,tg:lhaq:8862,Materials,1,pencils (drawing and writing equipment)
b1ce90f6-e392-5335-b3bd-669a5c58aee7,tg:lhaq:8862,Materials,1,ago NOT FOUND IN: materiaal_types.csv
bf88cfb6-f431-5418-a71f-a37074a5f5f7,tg:lhaq:8927,Materials,1,pencils (drawing and writing equipment)
bf88cfb6-f431-5418-a71f-a37074a5f5f7,tg:lhaq:8927,Materials,1,ago NOT FOUND IN: materiaal_types.csv
207edb6b-a0ee-5b45-83b8-6ad1b6ebd2ea,tg:lhaq:6893,Materials,1,pencils (drawing and writing equipment)
207edb6b-a0ee-5b45-83b8-6ad1b6ebd2ea,tg:lhaq:6893,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
01582bee-3c39-5ada-b2be-121bcba0b779,tg:lhaq:2583,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
407075f2-7ac8-5743-bab0-7bab26c3df34,tg:lhaq:9377,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
8a64f85a-b500-58e5-a6dc-81d241f27c55,tg:lhaq:8835,Materials,1,pencils (drawing and writing equipment)
8a64f85a-b500-58e5-a6dc-81d241f27c55,tg:lhaq:8835,Materials,1,ago NOT FOUND IN: materiaal_types.csv
031ba763-243a-5ac6-bba2-8faeaee6f14c,tg:lhaq:8566,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
031ba763-243a-5ac6-bba2-8faeaee6f14c,tg:lhaq:8566,Materials,2,ink
031ba763-243a-5ac6-bba2-8faeaee6f14c,tg:lhaq:8566,Materials,1,ago NOT FOUND IN: materiaal_types.csv
45bc62d6-8ccc-59a4-815b-f85cab9157de,tg:lhaq:8970,Materials,1,pencils (drawing and writing equipment)
45bc62d6-8ccc-59a4-815b-f85cab9157de,tg:lhaq:8970,Materials,1,ago NOT FOUND IN: materiaal_types.csv
4f45914f-0cd5-5f4a-82f7-c9acab67429c,tg:lhaq:7543,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
2ad859d6-bab7-5567-b91f-09421db89323,tg:lhaq:9418,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
a862b183-d8e5-5889-a8b6-545a5951bf1d,tg:lhaq:8570,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
a862b183-d8e5-5889-a8b6-545a5951bf1d,tg:lhaq:8570,Materials,2,ink
a862b183-d8e5-5889-a8b6-545a5951bf1d,tg:lhaq:8570,Materials,1,ago NOT FOUND IN: materiaal_types.csv
a2a341c3-e2ce-5391-90b5-c592faf6680e,tg:lhaq:8989,Materials,1,pencils (drawing and writing equipment)
a2a341c3-e2ce-5391-90b5-c592faf6680e,tg:lhaq:8989,Materials,1,ago NOT FOUND IN: materiaal_types.csv
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,tg:lhaq:8966,Materials,1,pencils (drawing and writing equipment)
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,tg:lhaq:8966,Materials,1,ago NOT FOUND IN: materiaal_types.csv
00e0fbdd-4572-51d8-b853-f22d4051ec6e,tg:lhaq:6539,Materials,1,felt-tip pens
00e0fbdd-4572-51d8-b853-f22d4051ec6e,tg:lhaq:6539,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
4402b862-8185-50ce-a227-ce7e540c8105,tg:lhaq:8874,Materials,1,pencils (drawing and writing equipment)
4402b862-8185-50ce-a227-ce7e540c8105,tg:lhaq:8874,Materials,1,ago NOT FOUND IN: materiaal_types.csv
47bf8d11-d5db-5792-acd2-fa9915b9b2ef,tg:lhaq:9273,Materials,1,pencils (drawing and writing equipment)
47bf8d11-d5db-5792-acd2-fa9915b9b2ef,tg:lhaq:9273,Materials,1,ago NOT FOUND IN: materiaal_types.csv
0582cb82-8673-5f25-bd9f-584a0c57386f,tg:lhaq:8931,Materials,1,pencils (drawing and writing equipment)
0582cb82-8673-5f25-bd9f-584a0c57386f,tg:lhaq:8931,Materials,1,ago NOT FOUND IN: materiaal_types.csv
d9193347-1e9b-5a41-90fb-c85a862668a8,tg:lhaq:8675,Materials,1,pencils (drawing and writing equipment)
d9193347-1e9b-5a41-90fb-c85a862668a8,tg:lhaq:8675,Materials,1,ago NOT FOUND IN: materiaal_types.csv
522c53e9-263a-5c6b-8b47-5128f198b1de,tg:lhaq:8360,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
522c53e9-263a-5c6b-8b47-5128f198b1de,tg:lhaq:8360,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
38a00c02-f0d7-5265-8a98-002a2d3fc11d,tg:lhaq:9121,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
38a00c02-f0d7-5265-8a98-002a2d3fc11d,tg:lhaq:9121,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
6fb15b7a-fef7-59f5-ba3e-a3923cf9d717,tg:lhaq:8788,Materials,1,pencils (drawing and writing equipment)
6fb15b7a-fef7-59f5-ba3e-a3923cf9d717,tg:lhaq:8788,Materials,1,ago NOT FOUND IN: materiaal_types.csv
b71db4b7-0e93-5438-8cee-966fd1130158,tg:lhaq:2385,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
67cc776d-eded-52ef-9013-f8d16406c585,tg:lhaq:9033,Materials,1,pencils (drawing and writing equipment)
67cc776d-eded-52ef-9013-f8d16406c585,tg:lhaq:9033,Materials,2,Conté crayon (TM)
67cc776d-eded-52ef-9013-f8d16406c585,tg:lhaq:9033,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
10089a08-cd5d-53fc-ae98-dad45dba721f,tg:lhaq:8767,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
10089a08-cd5d-53fc-ae98-dad45dba721f,tg:lhaq:8767,Materials,2,ball-point pens
10089a08-cd5d-53fc-ae98-dad45dba721f,tg:lhaq:8767,Materials,1,ago NOT FOUND IN: materiaal_types.csv
735a394a-dd03-5cd0-b1e8-50b90936b68c,tg:lhaq:6846,Materials,1,pencils (drawing and writing equipment)
735a394a-dd03-5cd0-b1e8-50b90936b68c,tg:lhaq:6846,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
0f633b29-fd17-5e80-9cf5-a0d271042edf,tg:lhaq:7304,Materials,1,pencils (drawing and writing equipment)
0f633b29-fd17-5e80-9cf5-a0d271042edf,tg:lhaq:7304,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
4b5f5db5-2980-5218-bad4-6157a2478f9b,tg:lhaq:8858,Materials,1,pencils (drawing and writing equipment)
4b5f5db5-2980-5218-bad4-6157a2478f9b,tg:lhaq:8858,Materials,2,ball-point pens
4b5f5db5-2980-5218-bad4-6157a2478f9b,tg:lhaq:8858,Materials,1,ago NOT FOUND IN: materiaal_types.csv
f52547bc-ebcc-5b6a-983a-5182fc56891c,tg:lhaq:9025,Materials,1,pencils (drawing and writing equipment)
f52547bc-ebcc-5b6a-983a-5182fc56891c,tg:lhaq:9025,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
e8715f8e-49b4-5b10-b814-f99d31b7b461,tg:lhaq:8634,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
fcfa0ff9-6c11-5143-954c-8aaa3ec15a61,tg:lhaq:8771,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
fcfa0ff9-6c11-5143-954c-8aaa3ec15a61,tg:lhaq:8771,Materials,2,ball-point pens
fcfa0ff9-6c11-5143-954c-8aaa3ec15a61,tg:lhaq:8771,Materials,1,ago NOT FOUND IN: materiaal_types.csv
cc0bf213-92e5-52af-a983-50c2cccd5464,tg:lhaq:6850,Materials,1,pencils (drawing and writing equipment)
cc0bf213-92e5-52af-a983-50c2cccd5464,tg:lhaq:6850,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
b8ea5fbc-ef22-518d-b0f1-49279177881f,tg:lhaq:8399,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
b8ea5fbc-ef22-518d-b0f1-49279177881f,tg:lhaq:8399,Materials,2,zwv NOT FOUND IN: materiaal_types.csv
b8ea5fbc-ef22-518d-b0f1-49279177881f,tg:lhaq:8399,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
2f569b35-9fbc-528d-922e-135ba9b7ba8d,tg:lhaq:9422,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
25edab14-c8f7-5c2c-95df-f46300929ace,tg:lhaq:9137,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
a9823bd0-44f5-52b0-ab1d-9472b05fa644,tg:lhaq:8376,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
a9823bd0-44f5-52b0-ab1d-9472b05fa644,tg:lhaq:8376,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
546b9481-aa6b-59c7-bc5b-a340bb13d42d,tg:lhaq:7579,Materials,1,ink
546b9481-aa6b-59c7-bc5b-a340bb13d42d,tg:lhaq:7579,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
7a65585b-4499-59a9-8d3d-b33a0a3e3048,tg:lhaq:4569,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
b4aef652-88e9-5147-9e48-dc9af836824f,tg:lhaq:6943,Materials,1,pencils (drawing and writing equipment)
b4aef652-88e9-5147-9e48-dc9af836824f,tg:lhaq:6943,Materials,2,zwv NOT FOUND IN: materiaal_types.csv
b4aef652-88e9-5147-9e48-dc9af836824f,tg:lhaq:6943,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
712aa656-f276-5bdd-8681-9d2edab83871,tg:lhaq:8818,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
712aa656-f276-5bdd-8681-9d2edab83871,tg:lhaq:8818,Materials,2,pencils (drawing and writing equipment)
712aa656-f276-5bdd-8681-9d2edab83871,tg:lhaq:8818,Materials,1,ago NOT FOUND IN: materiaal_types.csv
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,tg:lhaq:8398,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,tg:lhaq:8398,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
a36e92c5-0f8a-5561-ba97-6654acbb820f,tg:lhaq:8662,Materials,1,pencils (drawing and writing equipment)
a36e92c5-0f8a-5561-ba97-6654acbb820f,tg:lhaq:8662,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
69ea3836-b1a2-53be-9eb0-d11034ec422f,tg:lhaq:9136,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
41b98cdd-3991-5d41-b1b6-0d8e86ec28b1,tg:lhaq:5115,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
41b98cdd-3991-5d41-b1b6-0d8e86ec28b1,tg:lhaq:5115,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
6054f13c-ad14-5163-8f30-a0e324ae892b,tg:lhaq:8377,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
6054f13c-ad14-5163-8f30-a0e324ae892b,tg:lhaq:8377,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
0214fbdf-6684-5a9f-9305-d3d03e7ed43f,tg:lhaq:7578,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
0214fbdf-6684-5a9f-9305-d3d03e7ed43f,tg:lhaq:7578,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
d353168e-e8e7-5cda-945e-b06c7b2b4a26,tg:lhaq:6851,Materials,1,pencils (drawing and writing equipment)
d353168e-e8e7-5cda-945e-b06c7b2b4a26,tg:lhaq:6851,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
40d447db-e4f1-519f-8f54-81cffc776631,tg:lhaq:9024,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
40d447db-e4f1-519f-8f54-81cffc776631,tg:lhaq:9024,Materials,2,pencils (drawing and writing equipment)
40d447db-e4f1-519f-8f54-81cffc776631,tg:lhaq:9024,Materials,1,ago NOT FOUND IN: materiaal_types.csv
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,tg:lhaq:8320,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,tg:lhaq:8320,Materials,1,ago NOT FOUND IN: materiaal_types.csv
df3cf8c4-8782-5dae-96a1-8ba31d234e91,tg:lhaq:8770,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
df3cf8c4-8782-5dae-96a1-8ba31d234e91,tg:lhaq:8770,Materials,2,ball-point pens
df3cf8c4-8782-5dae-96a1-8ba31d234e91,tg:lhaq:8770,Materials,1,ago NOT FOUND IN: materiaal_types.csv
8977eddf-762b-5d0b-91dc-10b43a4ff8ea,tg:lhaq:6847,Materials,1,pencils (drawing and writing equipment)
8977eddf-762b-5d0b-91dc-10b43a4ff8ea,tg:lhaq:6847,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
368a9b70-d698-5a26-b004-aa52a7f4f787,tg:lhaq:5338,Materials,1,ago NOT FOUND IN: materiaal_types.csv
051851a8-de19-5fae-8d1e-fded9d099cda,tg:lhaq:8859,Materials,1,pencils (drawing and writing equipment)
051851a8-de19-5fae-8d1e-fded9d099cda,tg:lhaq:8859,Materials,1,ago NOT FOUND IN: materiaal_types.csv
16a9eb62-6a5c-534c-bd97-c9856db68280,tg:lhaq:2384,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
79592f66-3e85-59b6-86ea-d1a7d0ff4338,tg:lhaq:8789,Materials,1,pencils (drawing and writing equipment)
79592f66-3e85-59b6-86ea-d1a7d0ff4338,tg:lhaq:8789,Materials,1,ago NOT FOUND IN: materiaal_types.csv
441fd62b-f45d-589b-b967-e6058f13c382,tg:lhaq:9032,Materials,1,pencils (drawing and writing equipment)
441fd62b-f45d-589b-b967-e6058f13c382,tg:lhaq:9032,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
007c9074-f043-5cce-bfed-bb701cfd548c,tg:lhaq:8766,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
007c9074-f043-5cce-bfed-bb701cfd548c,tg:lhaq:8766,Materials,2,ball-point pens
007c9074-f043-5cce-bfed-bb701cfd548c,tg:lhaq:8766,Materials,1,ago NOT FOUND IN: materiaal_types.csv
bdabe72c-eb4d-5c91-afa6-73cf63a7d13f,tg:lhaq:2691,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
6ca9d290-2da1-5252-8516-d622dfc72cc1,tg:lhaq:3311,Materials,1,pens (drawing and writing implements)
6ca9d290-2da1-5252-8516-d622dfc72cc1,tg:lhaq:3311,Materials,2,ink
6ca9d290-2da1-5252-8516-d622dfc72cc1,tg:lhaq:3311,Materials,1,ago NOT FOUND IN: materiaal_types.csv
0fdc281e-9752-5f57-9f62-56bfdcfe24a9,tg:lhaq:2629,Materials,1,ago NOT FOUND IN: materiaal_types.csv
05c52c61-a548-5f23-8a06-316fd4a837b1,tg:lhaq:8674,Materials,1,pencils (drawing and writing equipment)
05c52c61-a548-5f23-8a06-316fd4a837b1,tg:lhaq:8674,Materials,1,ago NOT FOUND IN: materiaal_types.csv
2aeb4991-67f4-53e0-bfd4-d8a70de34f53,tg:lhaq:8361,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
2aeb4991-67f4-53e0-bfd4-d8a70de34f53,tg:lhaq:8361,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
e815e902-eae4-56f8-96c8-75581a34e074,tg:lhaq:8875,Materials,1,pencils (drawing and writing equipment)
e815e902-eae4-56f8-96c8-75581a34e074,tg:lhaq:8875,Materials,1,ago NOT FOUND IN: materiaal_types.csv
501b238f-d4fd-540b-871e-58aa7f3ab6d9,tg:lhaq:6884,Materials,1,pencils (drawing and writing equipment)
501b238f-d4fd-540b-871e-58aa7f3ab6d9,tg:lhaq:6884,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
b1a5249e-303f-5e48-89be-9f24a47f7e50,tg:lhaq:9272,Materials,1,pencils (drawing and writing equipment)
b1a5249e-303f-5e48-89be-9f24a47f7e50,tg:lhaq:9272,Materials,1,ago NOT FOUND IN: materiaal_types.csv
