ResourceID,brocade.id,card,order,Colour
45bc62d6-8ccc-59a4-815b-f85cab9157de,tg:lhaq:8970,Colours,1,black (color)
a2a341c3-e2ce-5391-90b5-c592faf6680e,tg:lhaq:8989,Colours,1,beige (color)
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,tg:lhaq:8966,Colours,1,black (color)
4402b862-8185-50ce-a227-ce7e540c8105,tg:lhaq:8874,Colours,1,kjg NOT FOUND IN: kleur_types.csv
522c53e9-263a-5c6b-8b47-5128f198b1de,tg:lhaq:8360,Colours,1,beige (color)
6fb15b7a-fef7-59f5-ba3e-a3923cf9d717,tg:lhaq:8788,Colours,1,beige (color)
67cc776d-eded-52ef-9013-f8d16406c585,tg:lhaq:9033,Colours,2,red (color)
4b5f5db5-2980-5218-bad4-6157a2478f9b,tg:lhaq:8858,Colours,1,kjg NOT FOUND IN: kleur_types.csv
b8ea5fbc-ef22-518d-b0f1-49279177881f,tg:lhaq:8399,Colours,1,ocher (color)
2f569b35-9fbc-528d-922e-135ba9b7ba8d,tg:lhaq:9422,Colours,1,green (color)
25edab14-c8f7-5c2c-95df-f46300929ace,tg:lhaq:9137,Colours,1,white (color)
a9823bd0-44f5-52b0-ab1d-9472b05fa644,tg:lhaq:8376,Colours,1,beige (color)
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,tg:lhaq:8398,Colours,1,ocher (color)
69ea3836-b1a2-53be-9eb0-d11034ec422f,tg:lhaq:9136,Colours,1,white (color)
6054f13c-ad14-5163-8f30-a0e324ae892b,tg:lhaq:8377,Colours,1,beige (color)
0214fbdf-6684-5a9f-9305-d3d03e7ed43f,tg:lhaq:7578,Colours,1,gray (color)
051851a8-de19-5fae-8d1e-fded9d099cda,tg:lhaq:8859,Colours,1,beige (color)
79592f66-3e85-59b6-86ea-d1a7d0ff4338,tg:lhaq:8789,Colours,1,beige (color)
6ca9d290-2da1-5252-8516-d622dfc72cc1,tg:lhaq:3311,Colours,2,blue (color)
2aeb4991-67f4-53e0-bfd4-d8a70de34f53,tg:lhaq:8361,Colours,1,beige (color)
e815e902-eae4-56f8-96c8-75581a34e074,tg:lhaq:8875,Colours,1,kjg NOT FOUND IN: kleur_types.csv
30a08090-6407-528c-b5df-d5a0adc4f5d5,tg:lhaq:9376,Colours,1,black (color)
fe5263f1-2f5e-5ae8-896d-96c85039aabf,tg:lhaq:8834,Colours,1,kjg NOT FOUND IN: kleur_types.csv
fa9d99c3-8302-50b6-bb41-7ca29a79623f,tg:lhaq:8971,Colours,1,black (color)
e625361a-de20-56b3-9a45-64c2abe4079d,tg:lhaq:9008,Colours,1,beige (color)
2408849f-099c-5a51-9183-59018e2c6b51,tg:lhaq:8394,Colours,1,ocher (color)
505e0b5c-1f77-5f57-9bed-daf42810853c,tg:lhaq:8793,Colours,1,beige (color)
d9302f84-2e8d-5168-bffd-88ca481c673d,tg:lhaq:8906,Colours,1,kjg NOT FOUND IN: kleur_types.csv
d1ac254b-fed4-5c93-ae87-6e24876d4ec9,tg:lhaq:8785,Colours,1,beige (color)
d5a72e80-e210-5238-8fff-06fbd9869fee,tg:lhaq:5508,Colours,1,brown (color)
d2ec5af7-2128-5a68-935f-16cbbdc30394,tg:lhaq:1398,Colours,1,black (color)
1c4318d7-6f9d-5ba2-ba12-1ed4163a336c,tg:lhaq:8910,Colours,1,kjg NOT FOUND IN: kleur_types.csv
8b9934e0-ddf2-50f4-abb0-dac0c392145e,tg:lhaq:8506,Colours,1,beige (color)
85d2ef05-d7a3-5c84-b5f6-20c23550f64f,tg:lhaq:8382,Colours,1,beige (color)
a5d548b4-5f62-5a54-8e2c-59b61c0e3eb6,tg:lhaq:8697,Colours,1,kjg NOT FOUND IN: kleur_types.csv
12544a7b-8ed8-5654-b554-a83bf02a2ad7,tg:lhaq:4122,Colours,1,black (color)
0d41293c-3c7c-55b7-8f15-3e6d214752d4,tg:lhaq:9012,Colours,1,brown (color)
77628abe-48bc-56c8-90b0-f74a14b189bd,tg:lhaq:8879,Colours,1,kjg NOT FOUND IN: kleur_types.csv
0071d2ab-eb7b-548d-9a5e-48517726ac59,tg:lhaq:8896,Colours,1,kjg NOT FOUND IN: kleur_types.csv
d89d67d2-f4db-5308-8ffa-035bebf5a6f6,tg:lhaq:9415,Colours,1,beige (color)
d89d67d2-f4db-5308-8ffa-035bebf5a6f6,tg:lhaq:9415,Colours,1,gray (color)
8ce79109-c769-52ef-9df5-6507ef1fc890,tg:lhaq:9383,Colours,1,cream (color)
8ce79109-c769-52ef-9df5-6507ef1fc890,tg:lhaq:9383,Colours,1,black (color)
6c736123-b977-518a-9f93-44d41cc057ea,tg:lhaq:8707,Colours,1,blue (color)
59006f57-3c03-5002-834f-a865ed954ef3,tg:lhaq:4661,Colours,1,white (color)
5eadd07a-2fa9-52be-9956-47f6291c04b2,tg:lhaq:8992,Colours,1,beige (color)
5eadd07a-2fa9-52be-9956-47f6291c04b2,tg:lhaq:8992,Colours,2,brown (color)
633a878b-464e-57a1-9b0f-082ff061fca5,tg:lhaq:8750,Colours,1,beige (color)
1fdacdff-a137-58e2-93e8-ac46fb13810f,tg:lhaq:9141,Colours,1,white (color)
f4eea4ae-898a-5191-be69-eecc8ba22700,tg:lhaq:9004,Colours,1,beige (color)
f4eea4ae-898a-5191-be69-eecc8ba22700,tg:lhaq:9004,Colours,2,brown (color)
bd8c137f-d376-50ea-8a95-93a0f45fef96,tg:lhaq:8864,Colours,1,beige (color)
433edcea-9b46-511e-bc92-62d4e2a72e24,tg:lhaq:6529,Colours,1,white (color)
a3684c74-59f7-5b2c-8da1-d4c86da64e78,tg:lhaq:9058,Colours,1,black (color)
33d137bb-5a4f-5f40-ac99-7ba431c83917,tg:lhaq:8999,Colours,1,beige (color)
55d6a748-f23c-5f70-ad45-e5db67129e83,tg:lhaq:8833,Colours,1,kjg NOT FOUND IN: kleur_types.csv
293c9e23-50df-5b9c-9eba-465d5d7b460f,tg:lhaq:8976,Colours,1,black (color)
0cf82502-8335-5729-a8db-112480b358bb,tg:lhaq:9367,Colours,1,white (color)
38777dca-3c70-576f-acff-8f0e50548d88,tg:lhaq:8960,Colours,1,black (color)
5f3c8a6a-b866-5804-b9fe-58c3811455b4,tg:lhaq:9019,Colours,1,kjg NOT FOUND IN: kleur_types.csv
8234b17f-57b3-51ca-b655-b7d68286dea3,tg:lhaq:8872,Colours,1,kjg NOT FOUND IN: kleur_types.csv
16fc8ef7-35f1-5903-89bc-a09b5c692c40,tg:lhaq:8389,Colours,1,beige (color)
73e3ecce-404e-5836-a7f4-7e3cf48c67e5,tg:lhaq:9035,Colours,1,beige (color)
1fcfd70c-8718-5388-9f3a-8e46d646f9eb,tg:lhaq:8848,Colours,1,kjg NOT FOUND IN: kleur_types.csv
83e8adfb-e911-528a-b3c5-3b36644baad5,tg:lhaq:8868,Colours,1,kjg NOT FOUND IN: kleur_types.csv
d08e5c41-029e-560f-8788-2568c7e27b90,tg:lhaq:8887,Colours,1,kjg NOT FOUND IN: kleur_types.csv
7c709fc6-dd92-5822-b7d3-3e74e25b116e,tg:lhaq:9003,Colours,1,beige (color)
7c709fc6-dd92-5822-b7d3-3e74e25b116e,tg:lhaq:9003,Colours,2,brown (color)
1afd7d47-76ab-555d-8607-6e63a2518b4c,tg:lhaq:8995,Colours,1,beige (color)
a0f47c4f-c2fd-5cce-b326-bef6526b4600,tg:lhaq:8700,Colours,1,beige (color)
7c3ef653-3e2d-56d1-9291-af47968b2403,tg:lhaq:8983,Colours,1,beige (color)
82000680-4c09-5caa-ac75-78478aaddbe9,tg:lhaq:9384,Colours,1,cream (color)
82000680-4c09-5caa-ac75-78478aaddbe9,tg:lhaq:9384,Colours,1,black (color)
22372207-8540-54c5-963b-f075be47071c,tg:lhaq:5124,Colours,1,black (color)
fa23d7ea-6f8b-576e-a0fd-0630229aa7f1,tg:lhaq:8891,Colours,1,kjg NOT FOUND IN: kleur_types.csv
c1eff2ce-f8c0-5545-aa94-d41ac188d6a0,tg:lhaq:9015,Colours,1,brown (color)
02f3b035-a49d-5f26-b640-00e8ba92066c,tg:lhaq:8385,Colours,1,beige (color)
c0221804-b5bb-5abe-8db4-89cc8bacaac6,tg:lhaq:8690,Colours,1,brown (color)
398fb7d4-48db-5089-b931-d1f1a0dc503c,tg:lhaq:8901,Colours,1,kjg NOT FOUND IN: kleur_types.csv
32cadf23-0863-5971-a890-88b6a4074791,tg:lhaq:8956,Colours,1,black (color)
5a1fba10-4196-5df4-8109-3bfd8225c50e,tg:lhaq:8813,Colours,1,black (color)
e8b37ab5-1e11-54ab-b2bd-9b4aebd452e0,tg:lhaq:8393,Colours,1,ocher (color)
f2d051e7-dd14-5915-a480-d52352387a2c,tg:lhaq:8392,Colours,1,beige (color)
8237e7df-470e-5abc-b15a-94e76f42fcbe,tg:lhaq:8957,Colours,1,black (color)
60650c0f-fd63-5f29-a375-543a353d2b86,tg:lhaq:2398,Colours,1,red (color)
5d6c36cf-855a-5e8a-ae71-1359bc202c06,tg:lhaq:8900,Colours,1,kjg NOT FOUND IN: kleur_types.csv
97500ab4-b380-59a1-9b4e-4d5e6a4168fc,tg:lhaq:8845,Colours,1,kjg NOT FOUND IN: kleur_types.csv
a7049b18-f383-5fca-b41e-6858cd81990c,tg:lhaq:8783,Colours,1,beige (color)
64a986ec-f00b-507a-9e55-ad13aa0b0f95,tg:lhaq:8384,Colours,1,beige (color)
59024579-dcb9-524b-8478-d7b671283db7,tg:lhaq:8691,Colours,1,brown (color)
62203452-aa3c-5aee-a59e-48f7a28a56a0,tg:lhaq:9014,Colours,1,brown (color)
e818fd99-d2e1-5d23-ab8f-f5ae64424df3,tg:lhaq:8890,Colours,1,kjg NOT FOUND IN: kleur_types.csv
53feff83-9ce8-5d25-bbad-6f1d07ce8043,tg:lhaq:9278,Colours,1,black (color)
f536b25c-ba0e-515c-aaf1-df85d4d23721,tg:lhaq:9106,Colours,1,white (color)
4fcafa1b-9cb6-5d03-97b3-ddc9f05c40ce,tg:lhaq:8982,Colours,1,beige (color)
e3ab25d1-6684-506d-b1d8-deb12c169c26,tg:lhaq:9385,Colours,1,white (color)
ad5c1b15-cbb0-5f7d-9c70-a39fac1fd4a3,tg:lhaq:8701,Colours,1,beige (color)
55c0f938-00df-54f4-9a84-83a495a612f2,tg:lhaq:9405,Colours,1,white (color)
000ebfdd-2e2e-5c58-ad98-2bc1393aefac,tg:lhaq:8994,Colours,1,beige (color)
d284bdde-a55a-53bc-ae66-02498fef386e,tg:lhaq:9002,Colours,1,beige (color)
d284bdde-a55a-53bc-ae66-02498fef386e,tg:lhaq:9002,Colours,2,red (color)
e492cbb6-dbd1-54e4-867e-ff74f417a784,tg:lhaq:8869,Colours,1,kjg NOT FOUND IN: kleur_types.csv
d562fdf8-3b32-560e-a12a-59491ed27de2,tg:lhaq:8886,Colours,1,kjg NOT FOUND IN: kleur_types.csv
1c8565d8-1eab-59af-91c5-b819dbc81022,tg:lhaq:9425,Colours,1,sepia (color)
f93dc25d-5b6b-5864-9e4a-fadbd5894675,tg:lhaq:8371,Colours,1,beige (color)
765b0bda-fec2-5026-a694-26f72d9b3501,tg:lhaq:8776,Colours,1,beige (color)
0ac59377-cd3c-5667-ad20-429ba5db979f,tg:lhaq:8388,Colours,1,beige (color)
236ef6a3-53da-5f70-a3ba-867961ce2d54,tg:lhaq:8873,Colours,1,kjg NOT FOUND IN: kleur_types.csv
f61b2acc-303d-5428-a19e-8cfcdbf0eba2,tg:lhaq:9018,Colours,1,brown (color)
6259ad36-58e2-5713-8afc-5f753f2ff441,tg:lhaq:8998,Colours,1,beige (color)
b4566d61-7a8f-5049-bf27-9bed8df37bf7,tg:lhaq:8832,Colours,1,kjg NOT FOUND IN: kleur_types.csv
618a1490-449b-5a54-8269-9b12e163fbed,tg:lhaq:9409,Colours,2,black (color)
552fce96-e84e-5342-9f69-fb83b06fbbeb,tg:lhaq:8865,Colours,1,kjg NOT FOUND IN: kleur_types.csv
4e56acbc-734d-521e-96a9-8661f48cfe90,tg:lhaq:6528,Colours,1,white (color)
10db77c9-1279-5239-a35c-aeb2946ad690,tg:lhaq:8958,Colours,1,black (color)
55001240-e96d-58b0-96c1-1a50f083512c,tg:lhaq:8372,Colours,1,beige (color)
4f18596e-2178-5428-8675-359a1a58ed81,tg:lhaq:8364,Colours,1,beige (color)
a0ca3a1c-c1cd-5e83-865f-b8b34da9ddf2,tg:lhaq:8870,Colours,1,kjg NOT FOUND IN: kleur_types.csv
745ca2d0-d8c1-5d1f-aa05-be7edd12f106,tg:lhaq:8962,Colours,1,black (color)
ab777730-2811-54ab-92e6-bdf8a56d3bdb,tg:lhaq:8889,Colours,1,kjg NOT FOUND IN: kleur_types.csv
f548246d-c15b-59db-b8cd-b3ceaf6d17c5,tg:lhaq:8866,Colours,1,kjg NOT FOUND IN: kleur_types.csv
abe3df38-6a08-51c3-8286-3e76e16930e5,tg:lhaq:8391,Colours,1,beige (color)
ea4289cb-1ae1-5421-bdd5-a6af2badcf0a,tg:lhaq:8954,Colours,1,black (color)
9aea6504-f7c6-5da6-acb9-fbe78a4ee4fe,tg:lhaq:8779,Colours,1,beige (color)
9aea6504-f7c6-5da6-acb9-fbe78a4ee4fe,tg:lhaq:8779,Colours,1,red (color)
3e857183-f4e5-53f8-9d86-f29ba3a7cc29,tg:lhaq:8846,Colours,1,kjg NOT FOUND IN: kleur_types.csv
e48ae270-9688-5cbd-8f08-7fe6e416ff5d,tg:lhaq:8903,Colours,1,kjg NOT FOUND IN: kleur_types.csv
e4a409ab-ada6-5a7e-b2de-f6ad3e0fb2e3,tg:lhaq:8692,Colours,1,brown (color)
41bb6224-236b-51d7-9de0-7804a665a7d9,tg:lhaq:8387,Colours,1,beige (color)
776d7c44-4b55-5085-ab66-2eb9ca07d14e,tg:lhaq:9200,Colours,1,white (color)
d03c5d9d-1ee7-5004-8ec5-25857f91b0ba,tg:lhaq:8606,Colours,1,kjg NOT FOUND IN: kleur_types.csv
24755bf4-3b7a-5da5-9824-b4de7ffa5264,tg:lhaq:9017,Colours,1,brown (color)
36f3dcad-6f02-5d12-8170-5e0300fa6812,tg:lhaq:9105,Colours,1,gray (color)
36f3dcad-6f02-5d12-8170-5e0300fa6812,tg:lhaq:9105,Colours,1,gray (color)
e7858449-4aee-5a7d-a8e5-c74ce6be6213,tg:lhaq:8981,Colours,1,beige (color)
f2fb1039-ca12-5090-a905-57367b5eb444,tg:lhaq:8997,Colours,1,beige (color)
51827a5f-fa12-5f05-b709-5ad480ca03d3,tg:lhaq:9001,Colours,1,beige (color)
51827a5f-fa12-5f05-b709-5ad480ca03d3,tg:lhaq:9001,Colours,2,red (color)
5e644e9b-8c42-5a09-a11c-7398fcab3cf6,tg:lhaq:8885,Colours,1,kjg NOT FOUND IN: kleur_types.csv
568f3d0b-4704-536e-b444-6859685cef68,tg:lhaq:8884,Colours,1,kjg NOT FOUND IN: kleur_types.csv
c40e1612-6ab9-555a-9a9e-4e36572dfc08,tg:lhaq:9000,Colours,1,beige (color)
007b7cdc-c690-5140-b589-d4ff9e354805,tg:lhaq:8996,Colours,1,beige (color)
75a1abdb-1639-53d5-bb6a-c5c74a9e24b5,tg:lhaq:9057,Colours,1,black (color)
56df89b0-725e-5494-93c3-058f8bec99e2,tg:lhaq:8703,Colours,1,gold (color)
9afff349-6522-5a2c-82aa-1226e52fbf68,tg:lhaq:8980,Colours,1,beige (color)
60475ccc-04ee-5b3a-b323-7f314400376e,tg:lhaq:4018,Colours,1,gray (color)
627b6916-d114-5336-9386-194ba10730b9,tg:lhaq:9016,Colours,1,brown (color)
ed4c24d3-a6be-553e-93de-c7759e2f7822,tg:lhaq:8386,Colours,1,beige (color)
e13bb90a-b811-590b-84f8-0e4b43e9cf0e,tg:lhaq:9313,Colours,1,gray (color)
64bbc520-c97a-50bf-853b-393b9931e47c,tg:lhaq:8847,Colours,1,kjg NOT FOUND IN: kleur_types.csv
8c4b88a2-ca96-52f8-bd39-fafcc69bbb5e,tg:lhaq:8902,Colours,1,kjg NOT FOUND IN: kleur_types.csv
2b353e9d-043a-5c67-828b-4299b782a48e,tg:lhaq:8778,Colours,1,beige (color)
47801a30-494f-5b97-b02d-697d1bb0bf8c,tg:lhaq:8955,Colours,1,black (color)
c7a7e20b-320c-533e-bce5-356f51720cb0,tg:lhaq:8390,Colours,1,beige (color)
283028be-5ff9-51a8-9511-211f0eadf24b,tg:lhaq:9149,Colours,1,white (color)
ff5b8a2b-0541-5c68-98e4-7232143f53fa,tg:lhaq:6316,Colours,1,black (color)
ff5b8a2b-0541-5c68-98e4-7232143f53fa,tg:lhaq:6316,Colours,2,gray (color)
c543149c-c60d-5b26-82ea-bbb50f923bfc,tg:lhaq:8888,Colours,1,kjg NOT FOUND IN: kleur_types.csv
3be74b7c-e734-5f65-a72b-d869eaca8dfb,tg:lhaq:8867,Colours,1,kjg NOT FOUND IN: kleur_types.csv
d6852c9e-2fcf-5c73-8359-c36a856124aa,tg:lhaq:8963,Colours,1,black (color)
22d78fa8-d8e3-5e35-9250-20da3441201b,tg:lhaq:8871,Colours,1,kjg NOT FOUND IN: kleur_types.csv
66744cba-505a-5f64-b80f-e24e13b342c7,tg:lhaq:9173,Colours,1,white (color)
66744cba-505a-5f64-b80f-e24e13b342c7,tg:lhaq:9173,Colours,1,gray (color)
d283d99b-17cf-5062-aa2e-547b4ec18ad9,tg:lhaq:8689,Colours,1,brown (color)
00ad60a4-418f-5f32-9116-9a1f07eabde7,tg:lhaq:8373,Colours,1,beige (color)
675d0d61-7545-54d2-bb7f-b368d2208be9,tg:lhaq:3929,Colours,1,kjg NOT FOUND IN: kleur_types.csv
c4e0f8cb-5530-59b7-9d96-c189b5844ba2,tg:lhaq:8959,Colours,1,black (color)
de8f3d53-d375-51ff-890b-bea852a2fd86,tg:lhaq:9139,Colours,1,white (color)
d575b447-9dae-57b6-b57d-98d179aac622,tg:lhaq:8378,Colours,1,beige (color)
7860a8d8-c205-5aad-b9f6-d7cee92db317,tg:lhaq:2630,Colours,1,black (color)
0950db02-78bd-5253-af04-86380c8b0a53,tg:lhaq:8397,Colours,1,ocher (color)
920005f9-77a4-5727-9179-89c6861194e6,tg:lhaq:8790,Colours,1,beige (color)
573aad13-28d3-5ae7-b56f-e5fc3694f72e,tg:lhaq:8905,Colours,1,kjg NOT FOUND IN: kleur_types.csv
d373c917-2c88-5f49-a28c-d10c258a3be9,tg:lhaq:8913,Colours,1,kjg NOT FOUND IN: kleur_types.csv
9100b2e5-1f9b-5979-b0d3-f6509385a69a,tg:lhaq:8381,Colours,1,beige (color)
7afd1851-c078-502a-866c-7e0efce23d2c,tg:lhaq:9011,Colours,1,brown (color)
705c2f61-4e81-571e-9cdd-5f3fe57b94ea,tg:lhaq:8895,Colours,1,kjg NOT FOUND IN: kleur_types.csv
6783521e-5bc3-5a9f-b8e1-3cc1fe1bb927,tg:lhaq:8968,Colours,1,black (color)
908cd1ff-68d3-55f4-8534-d438f62dcc5c,tg:lhaq:9400,Colours,1,white (color)
c3640162-bd88-5c50-90ec-49feccfd4870,tg:lhaq:8704,Colours,1,black (color)
59522048-6630-5b56-bfd9-e61bf746411a,tg:lhaq:5566,Colours,2,black (color)
64fb5afa-b17a-514b-a7a8-3f8843eef6c7,tg:lhaq:8991,Colours,1,beige (color)
ea5f6b36-2c8f-5df9-8f4e-b6c6e9b090c7,tg:lhaq:9379,Colours,1,beige (color)
429ca9fd-987d-5bb5-ba34-32f7a70dcf15,tg:lhaq:9007,Colours,1,beige (color)
785b8974-b683-59e6-a151-be31f7c475c8,tg:lhaq:8883,Colours,1,kjg NOT FOUND IN: kleur_types.csv
36648aba-a910-5383-9e45-3e8dfa4e80cc,tg:lhaq:8374,Colours,1,beige (color)
8a1adb80-fb4f-521e-adf6-4b3182d01e44,tg:lhaq:9135,Colours,1,white (color)
ce841cc0-60da-5de8-8990-ba0870aa11e1,tg:lhaq:9070,Colours,1,white (color)
ce841cc0-60da-5de8-8990-ba0870aa11e1,tg:lhaq:9070,Colours,1,gray (color)
d8eea1b4-bd65-5d52-9d88-e0cdf4c128b3,tg:lhaq:8909,Colours,1,kjg NOT FOUND IN: kleur_types.csv
31a25906-8381-5da0-93b8-1d3ae9066c4b,tg:lhaq:5511,Colours,2,brown (color)
2eefaeb1-884f-521b-9cb1-68d398dfc233,tg:lhaq:8620,Colours,1,beige (color)
157d4c7f-ec23-56fd-b09d-85ce72434e7e,tg:lhaq:8698,Colours,1,kjg NOT FOUND IN: kleur_types.csv
478f0aec-c306-5947-a35b-6540b48d136d,tg:lhaq:8362,Colours,1,beige (color)
aa3be9ff-6d80-522a-8484-36ad5283d917,tg:lhaq:8899,Colours,1,kjg NOT FOUND IN: kleur_types.csv
e6d33ccb-e03e-593c-b9aa-65ce73fb9b7a,tg:lhaq:8876,Colours,1,kjg NOT FOUND IN: kleur_types.csv
d47103e8-e595-536e-9adf-20e993dcc9bf,tg:lhaq:8067,Colours,1,white (color)
d47103e8-e595-536e-9adf-20e993dcc9bf,tg:lhaq:8067,Colours,2,black (color)
4c79870d-3162-5db0-8ae9-3ace54a8554d,tg:lhaq:8964,Colours,1,black (color)
ff6409c2-f4a8-5870-9d24-a4df39a5aed1,tg:lhaq:9363,Colours,1,white (color)
51532399-b17e-5939-bba1-110993f357a4,tg:lhaq:1753,Colours,1,black (color)
51532399-b17e-5939-bba1-110993f357a4,tg:lhaq:1753,Colours,1,gray (color)
072ab442-1283-5a15-be6c-551daab57526,tg:lhaq:8972,Colours,1,black (color)
983c56db-45da-57a4-abbf-4459bb7d5804,tg:lhaq:8071,Colours,2,white (color)
92bc5f32-8cc3-5cae-af4e-89a863dc734d,tg:lhaq:9375,Colours,1,black (color)
18b725d6-d09e-5e10-b626-63bcf0110102,tg:lhaq:8837,Colours,1,kjg NOT FOUND IN: kleur_types.csv
8d814cfe-11f4-533e-b432-398ed79a9524,tg:lhaq:8860,Colours,1,beige (color)
1f778223-61d2-5325-9998-35169837004e,tg:lhaq:8861,Colours,1,beige (color)
ec029d5b-ba14-53fb-b026-def7a86b39b9,tg:lhaq:8359,Colours,1,beige (color)
976f8177-daf0-5700-86dd-bd5fd04fe743,tg:lhaq:8973,Colours,1,black (color)
1162347d-940f-5294-99a6-9aae1eb51d87,tg:lhaq:8836,Colours,1,kjg NOT FOUND IN: kleur_types.csv
568c50e7-a8c5-585c-9c0d-4af430d53eca,tg:lhaq:8965,Colours,1,black (color)
04918ad4-fca5-50cf-aa44-74afefd4508c,tg:lhaq:8877,Colours,1,kjg NOT FOUND IN: kleur_types.csv
68b202e5-0dde-582e-bc33-c8a7b70cb52a,tg:lhaq:8699,Colours,1,kjg NOT FOUND IN: kleur_types.csv
80844a2e-61ae-5ef6-ae22-c68180241ff2,tg:lhaq:8363,Colours,1,beige (color)
67b64ade-8b8b-5977-995f-7617e61bd899,tg:lhaq:8621,Colours,1,kjg NOT FOUND IN: kleur_types.csv
67b64ade-8b8b-5977-995f-7617e61bd899,tg:lhaq:8621,Colours,1,blue (color)
94297c32-5a83-5bdc-ac4b-52ef329797fb,tg:lhaq:5510,Colours,2,brown (color)
b871627f-383d-53d3-a786-a9897e812826,tg:lhaq:8908,Colours,1,kjg NOT FOUND IN: kleur_types.csv
00c83b2d-af37-5829-b5bd-00c81e69deec,tg:lhaq:8375,Colours,1,beige (color)
0212184d-4bee-583b-9c00-d727a0268f45,tg:lhaq:9134,Colours,1,white (color)
f593baba-0cad-5e73-a565-f0a9ceff64e1,tg:lhaq:8882,Colours,1,kjg NOT FOUND IN: kleur_types.csv
1043788a-9bd4-5a6a-bce4-6708703af724,tg:lhaq:9006,Colours,1,beige (color)
941ec20f-8349-5538-b187-1e366f4542fa,tg:lhaq:8990,Colours,1,beige (color)
941ec20f-8349-5538-b187-1e366f4542fa,tg:lhaq:8990,Colours,2,brown (color)
e7fd1303-e59c-5f46-802b-11340ed982e0,tg:lhaq:9378,Colours,1,beige (color)
dd278f86-a71a-56e1-916d-4fa73cedce7f,tg:lhaq:8705,Colours,1,blue (color)
10419960-ffdd-57b5-a00f-93868c9ae28d,tg:lhaq:8969,Colours,1,black (color)
175d3195-129d-547b-9569-5c4fc621c768,tg:lhaq:9010,Colours,1,beige (color)
2ecdfa6f-00a0-5da0-ae27-146936fbb422,tg:lhaq:8380,Colours,1,beige (color)
8296064e-09eb-5f78-a242-308ab7b1b2ad,tg:lhaq:8857,Colours,1,kjg NOT FOUND IN: kleur_types.csv
f3232377-68d6-5683-9cf5-6396a20fb088,tg:lhaq:8912,Colours,1,kjg NOT FOUND IN: kleur_types.csv
da23c7f0-8dc6-594b-a25e-0cd2428c7830,tg:lhaq:8787,Colours,1,beige (color)
