ResourceID,brocade.id,card,order,source_field,Dimension Source Note
ec2ca4fc-6551-5ef0-9716-5fed7b4258b5,tg:lhaq:8681,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"40 x 30,5"
c52f258b-05e0-5fe2-892a-d0eaa8d7b3e5,tg:lhaq:8402,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"21,5 x 16"
c52f258b-05e0-5fe2-892a-d0eaa8d7b3e5,tg:lhaq:8402,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatrandic,"25,5 x 18"
d1010bec-1453-5404-b4d7-e1182d02c1d6,tg:lhaq:8547,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"28 x 19,5"
d1010bec-1453-5404-b4d7-e1182d02c1d6,tg:lhaq:8547,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatrandic,"29,2 x 21,4"
826d744f-1e33-5169-874b-f6f0cde769b1,tg:lhaq:7348,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"33,2 x 25,2"
505e0b5c-1f77-5f57-9bed-daf42810853c,tg:lhaq:8793,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"22,5 x 16,5"
269cee99-d826-53fd-9b86-2161b159e369,tg:lhaq:2371,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"34 x 43,8"
269cee99-d826-53fd-9b86-2161b159e369,tg:lhaq:2371,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatkaderic,"44,3 x 53,5"
d9302f84-2e8d-5168-bffd-88ca481c673d,tg:lhaq:8906,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,35 x 25
d1ac254b-fed4-5c93-ae87-6e24876d4ec9,tg:lhaq:8785,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"50 x 30,2"
d5a72e80-e210-5238-8fff-06fbd9869fee,tg:lhaq:5508,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"26,8 x 35,8"
d2ec5af7-2128-5a68-935f-16cbbdc30394,tg:lhaq:1398,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"14,1 x 9,1"
1c4318d7-6f9d-5ba2-ba12-1ed4163a336c,tg:lhaq:8910,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,35 x 25
b39099c6-a388-5af8-8626-0f145d08bd43,tg:lhaq:9317,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"37,7 x 33,7"
