ResourceID,card,order,source_field,Description,Description Type,Description Language
815db3e8-919e-5bd2-a0b0-cb8cf85391b7,Descriptions,1,id.desc,"Tekst voor een akoestische kreatie door Ingeborg Drewitz. Vertaling:  
Marc Colpaert",descriptive note,Nederlands
26d15d9f-8e01-5ff2-a090-290a3e04e7ee,Descriptions,1,id.desc,Financiële stukken,descriptive note,Nederlands
2ae68211-f898-5a98-a0c7-4596b2e5e799,Descriptions,1,id.desc,"Een luisterspel van Hubert Van Herreweghen, naar een verhaal van Tsjekhov",descriptive note,Nederlands
c97309fe-5445-5e17-8c69-b7c249d559c0,Descriptions,1,id.desc,"door Brian Morris  
In het Nederlands vertaald door René Verbeeck",descriptive note,Nederlands
3a9901ea-3fe6-507c-8c41-35a0c4ee2671,Descriptions,1,id.desc,Radioschets door Tristan Bernard,descriptive note,Nederlands
fe418a0e-9ad0-53f0-8b2e-c87f1b876ce3,Descriptions,1,id.desc,Een grillige fantasie door Herman B. Eiberts( Bunte),descriptive note,Nederlands
fae3c9b9-42f4-56f5-bc67-8c47087e7dfb,Descriptions,1,id.desc,"Door F. Demiel  
Regie: Karel De Brabander",descriptive note,Nederlands
ad8d7135-07c0-5a74-ac17-24ccbfc18dfa,Descriptions,1,id.desc,"Luisterspel door Germaine Dijckhoff-Ceunen.   
Bewerkt naar fragmenten uit """"Het Lied der Korenvelden"""" van F. Mora",descriptive note,Nederlands
2324bbd5-3433-55df-9713-5931879675f6,Descriptions,1,id.desc,"Luisterspel door Friedrich Dürrenmaat. Uit het Duits vertaald door Carlos  
Tindemans",descriptive note,Nederlands
6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,Descriptions,1,id.desc,"Luisterspel door Hans-Joachim Haecker
Uit het Duits vertaald door Jan van den Weghe",descriptive note,Nederlands
0c7e4f85-7dd2-5b82-aa7b-929e9d43ba1f,Descriptions,1,id.desc,"Een luisterspel van Henry Cecil uit het Engels vertaald door  
Lowie Weynants",descriptive note,Nederlands
d9a3fbc3-524c-51d2-a037-db5ce99c299c,Descriptions,1,id.desc,TV-spel van James Saunders,descriptive note,Nederlands
76f339aa-e986-5227-95ea-6a1b1b9afa6f,Descriptions,1,id.desc,"Een luisterspel door Hugh Stewart, naar het gelijknamige toneelstuk  
van Sir James Barrie, en uit het Engels   vertaald door Georgete De Rijcke",descriptive note,Nederlands
a275029b-8133-537e-8cf4-eec2b9bff617,Descriptions,1,id.desc,"Tweede deel door Klaus Reuter. Uit het Duits vertaald door Karel 
Ruyssinck",descriptive note,Nederlands
404b06af-229e-5de9-a919-a2753e282f80,Descriptions,1,id.desc,"Tweede deel   
J.B. Priestley",descriptive note,Nederlands
2c6e4fe2-1a4b-5e64-905b-ca654edb08fa,Descriptions,1,id.desc,Door Coos Bos,descriptive note,Nederlands
2656059e-44b1-53d9-a3ab-d6c3b84fe9a3,Descriptions,1,id.desc,"Luisterspel van Wolfgang Kirchner. Uit het Duits vertaald door Karel  
Ruyssinck",descriptive note,Nederlands
ca9b5c93-8ce4-550f-8c09-22d56abc223e,Descriptions,1,id.desc,"Een radiodocumentaire van Helmut Kopetzky. Nederlandse vertaling en  
regie: Flor Stein",descriptive note,Nederlands
e7d5d05e-c2e7-5788-8d5f-8074496c459f,Descriptions,1,id.desc,Luisterspel van Barry Bermange. Nederlandse vertaling: Nina Bergsma,descriptive note,Nederlands
62879df3-5777-52c4-b56a-eefef50480f9,Descriptions,1,id.desc,Luisterspel van Filippone Colonna,descriptive note,Nederlands
dff5c934-9eca-572d-b5d7-b46e29aacc17,Descriptions,1,id.desc,"herinneringen aan den wapenstilstand 1918. Radio-fantaisie door  
Edy Pevernagie",descriptive note,Nederlands
f0846677-a167-58bd-b536-a82c9375007c,Descriptions,1,id.desc,"Luisterspel door Jon Manchip   
uit het Engels vertaald door G. De Rycke   
Deel I",descriptive note,Nederlands
f85047cf-84c8-58df-9167-0cdac55121f7,Descriptions,1,id.desc,Door Edmond Rostand,descriptive note,Nederlands
b997435e-62cc-5f78-baaf-1526e68c9478,Descriptions,1,id.desc,Radiospel door Willem Putman,descriptive note,Nederlands
9fbff7be-a461-57b3-a0f5-beacf26b76b4,Descriptions,1,id.desc,Dor G.L. Weisz,descriptive note,Nederlands
179d85af-50ce-5d48-b676-999ca023f8e9,Descriptions,1,id.desc,Luisterspel door Julia Tulkens,descriptive note,Nederlands
989d3a93-f2be-5fc4-a531-f4428fd6cc07,Descriptions,1,id.desc,"Luisterspel van Giles Cooper  
Uit het Engels vertaald door Jan Christiaens",descriptive note,Nederlands
6049397f-d8a8-5c79-a640-e4590b398017,Descriptions,1,id.desc,Een luisterspel van Gerard Walschap naar een verhaal van Tsjekhov,descriptive note,Nederlands
037ffa4d-fe02-5ba0-8aeb-f190b2c31535,Descriptions,1,id.desc,Van Harold Pinter. nederlandse vertaling: Coos Mulder,descriptive note,Nederlands
bfec356d-6f37-5aa6-8c4f-ea5da8386797,Descriptions,1,id.desc,Door Avertchenko,descriptive note,Nederlands
a9f4e66d-d990-565f-b604-560131830efb,Descriptions,1,id.desc,Auteur: John Patrick,descriptive note,Nederlands
f8105ba0-088b-5472-8b11-635e501e74c3,Descriptions,1,id.desc,Luisterspel van Frans Hiesel. Vertaling: Maria-Sophie Nathusius,descriptive note,Nederlands
a02b6943-8df7-5e97-90c1-7afeac5de211,Descriptions,1,id.desc,Hoorspel door Paula Van Loock,descriptive note,Nederlands
b40f15c0-17fb-557f-98ea-dfbe92b7bacb,Descriptions,1,id.desc,Mini-luisterspel van Rainer Puchert,descriptive note,Nederlands
07d9e5eb-6851-525f-8fa4-9a8254a2fd25,Descriptions,1,id.desc,Hoorspel van Henk Fedder,descriptive note,Nederlands
56e12851-ea38-531f-ae17-08e5758cbddb,Descriptions,1,id.desc,Radioschets door Jac. Ballings,descriptive note,Nederlands
de34f87d-daf6-53a7-bb22-5fc26fa2a81e,Descriptions,1,id.desc,Luisterspel van Peter Van Gestel,descriptive note,Nederlands
aba12009-3a87-5a74-b101-2717a200eadc,Descriptions,1,id.desc,Komedie van Aldo de Benedetti,descriptive note,Nederlands
a19a07eb-f891-57f4-b998-3850049f02d2,Descriptions,1,id.desc,Door R. Minne,descriptive note,Nederlands
68b1d12e-fad3-5f84-9681-c66421388d30,Descriptions,1,id.desc,6de aflevering,descriptive note,Nederlands
02172a71-7cdd-5b69-a592-b83854ede9c0,Descriptions,1,id.desc,Door Guut Betlem jr,descriptive note,Nederlands
ecaba128-89bc-5a93-b254-ce1e93ab90d5,Descriptions,1,id.desc,Luisterspel voor de jeugd door Alice Toen,descriptive note,Nederlands
747aede5-a641-5025-afcc-e2cc4a57ee2d,Descriptions,1,id.desc,Door Plien Pycke,descriptive note,Nederlands
8e6b849e-3f30-5a18-8740-8de7506364ba,Descriptions,1,id.desc,Door Louise Vervloet,descriptive note,Nederlands
e56a3e7b-1ebe-55f6-b47d-abef133b36ab,Descriptions,1,id.desc,"Dedective-luisterspel door Wolfgang Ecke. Nederlandse bewerking:  
Tony van Looy",descriptive note,Nederlands
32aa85ce-41de-5bb9-9c62-c63266ebe747,Descriptions,1,id.desc,Luisterspel van Robin Smyth. Nederlandse vertaling: René Verbeeck,descriptive note,Nederlands
99e60c17-fc74-5ecc-8403-3926d7ced5e9,Descriptions,1,id.desc,"Luisterspel door Will Barnard(3rd prijs wedstrjd NRU-BRT 1963). Uitgesteld  
relais van NRU-AVRO",descriptive note,Nederlands
b288a146-7114-5039-9349-05b10c59c9fd,Descriptions,1,id.desc,"Door Antonio Santoni-Rugiu en Guiseppe Di Martino, vertaald door  
Hubert Van Herreweghen",descriptive note,Nederlands
40f68fd4-940e-5614-91b9-30ab53ca8c50,Descriptions,1,id.desc,"Luisterspel door Hermann Moers  
Uit het Duits vertaald door Bernard Kemp",descriptive note,Nederlands
ea881643-b417-5baf-96a9-b1e0ee45c9fa,Descriptions,1,id.desc,Tekst liedjes,descriptive note,Nederlands
5a229a07-ae44-5ec2-ab1e-fdce1185c35f,Descriptions,1,id.desc,"Beloningen voor Judocus"""" Luisterspel door Louis Dusee",descriptive note,Nederlands
e19eafae-a7db-5efd-9216-4cb0afe64347,Descriptions,1,id.desc,"Een luiseterspel van Peter Hirche in het Nederlandse vertaald door  
Dries Janssen",descriptive note,Nederlands
1acf3579-1d42-5dc9-88d0-479de70d640a,Descriptions,1,id.desc,"Een vreemde geschiedenis  
Luisterspel door Val Gielgud en Stephen King-Hall   
Uit het Engelsch vertaald door Gust de Muyck
",descriptive note,Nederlands
2101fd6f-7dc2-5609-a592-e221449f3216,Descriptions,1,id.desc,"door Rafaël Verhulst.  
Radiobewerking: Eva Vermeer
",descriptive note,Nederlands
0090a3c0-a2ae-5ce4-a6d8-c37d8544f94a,Descriptions,1,id.desc,"Een interludium voor radio door Dan Treston.  
Nederlandse vertaling: Germaine Blondeau",descriptive note,Nederlands
0287ca4c-165d-513b-93dd-e8e94f0d9bfb,Descriptions,1,id.desc,"Luisterspel door Yvonne Waegemans. In verband met de Wereldspaardag op  
14 maart.",descriptive note,Nederlands
4e1f0d18-9b7c-58d4-9e71-4cd3707d6666,Descriptions,1,id.desc,Luistespel van Peter Fieldson. nederlandse vertaling: Clem Schouwenaars,descriptive note,Nederlands
f7f34ab2-41ef-5edb-9498-e70a37731b6f,Descriptions,1,id.desc,Door Frans Cools,descriptive note,Nederlands
60094b58-4635-5e9c-8211-502c4ea05999,Descriptions,1,id.desc,Naar Bert Brecht door Victor Varangot,descriptive note,Nederlands
2335df0b-18a8-5231-8800-02139f23b44a,Descriptions,1,id.desc,Radioschets door Anton Van Casteren,descriptive note,Nederlands
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,Descriptions,1,id.desc,Document is tweetalig (Nederlands - Frans),descriptive note,Nederlands
892c731a-8d9e-5b29-9155-e1684d6be074,Descriptions,1,id.desc,Een tragedie in vier bedrijven van Sean O'Casey,descriptive note,Nederlands
ad61f12f-d78a-52b1-bb01-eb74c6a76a00,Descriptions,1,id.desc,Door Leo Matthias,descriptive note,Nederlands
acef27ed-0448-52e4-9296-7c23f3401b98,Descriptions,1,id.desc,"Een jeugdtoneel door Willy Pittoors. Radiobewerking: Tom Mans, Tony  
van Looy",descriptive note,Nederlands
a996d9d8-ef1c-51d3-9f46-af933ca8bee2,Descriptions,1,id.desc,Een luisterspel van Lode Weyk,descriptive note,Nederlands
3b54169d-f91e-5063-901d-a70f648d0ff0,Descriptions,1,id.desc,Luisterspel van Dick Walda,descriptive note,Nederlands
75a7e3dd-587b-5700-8403-48df2d99f861,Descriptions,1,id.desc,Luisterspel van Thomas Kilroy. Uit het Engels vertaald door Piet Van Aken,descriptive note,Nederlands
ae6b9af9-5165-53b8-9e2b-918d42c00eaf,Descriptions,1,id.desc,Televisie-spel van Anton P. Tsjechof,descriptive note,Nederlands
83a8b11c-59c0-5560-a3f8-261ad2e553dd,Descriptions,1,id.desc,Luisterspel van Hans Braun,descriptive note,Nederlands
5bc0dea0-c648-5d1b-8eb7-6339a4303baf,Descriptions,1,id.desc,Door Rik De Bruyn,descriptive note,Nederlands
61b8809a-0ef7-5d9e-a9f3-33eede722df3,Descriptions,1,id.desc,"Luisterspel door Eduard König, uit het Duits vertaald door Bernard Kemp",descriptive note,Nederlands
c97c2850-9b2f-5ebf-9113-9639ebdea1d3,Descriptions,1,id.desc,TV-spel door H.N. Claus,descriptive note,Nederlands
4957c00c-e9bc-50a2-aa53-6ac5abca8340,Descriptions,1,id.desc,"Een onromantisch hoorspel   
door J/Thormen Bjaeren",descriptive note,Nederlands
4e10bde1-d777-547f-b37d-6129fb6045ae,Descriptions,1,id.desc,Auteur: David Marshall; vertaling: Ludo Schats,descriptive note,Nederlands
3889f78c-ab95-5ba5-bda0-64f314728273,Descriptions,1,id.desc,Naar een sprookje van H.O. Andersen. Hoorspel door Leo Roelants,descriptive note,Nederlands
10d2fc52-bf5b-5440-8d78-4cacb7c9d9cb,Descriptions,1,id.desc,Gevariëerd luisterspel,descriptive note,Nederlands
cc9d0118-20f5-5b08-bf7b-83cd61577f50,Descriptions,1,id.desc,De zaak plank. Hoorspel door Piet Bergers,descriptive note,Nederlands
5a0b3d3d-3938-5a31-a38a-8716131c05ac,Descriptions,1,id.desc,Een jeugdhoorspel- 2de deel,descriptive note,Nederlands
a6d3c410-19c3-5418-a237-fb4ceae0256a,Descriptions,1,id.desc,"Chileens luisterspel van Jorge Diaz  
Nederlandse vertaling: Paul Hardy
",descriptive note,Nederlands
c1f8d8cd-5adb-5662-8829-ce4be54ec27c,Descriptions,1,id.desc,"Luisterspel door David Compton  
Uit het Engels vertaald door René Verbeeck",descriptive note,Nederlands
7e53e246-046c-5022-bbc7-6336397e2d46,Descriptions,1,id.desc,Recensie verschenen in 'De Morgen',descriptive note,Nederlands
5e18b11d-9552-5be5-bdd5-f066bb83ac2a,Descriptions,1,id.desc,"The Empire / Theatre of Varieties / Programme, Monday, May 31st, 1897",descriptive note,Nederlands
3ab9c3ed-1f58-5f30-be97-d98020619611,Descriptions,1,id.desc,Mini-luisterspel van N.F. Simpson,descriptive note,Nederlands
b4cf1021-28b2-58f0-91d3-af2c705fe44e,Descriptions,1,id.desc,Door R. Metzemaeker,descriptive note,Nederlands
eb46f73e-a692-5ad7-bc1b-9c6b4a90a7cb,Descriptions,1,id.desc,Luisterspel voorde jeugd door J.D. Mertens-Beirinckx,descriptive note,Nederlands
53cb6922-b862-5e6f-9b35-62b70d0c3272,Descriptions,1,id.desc,"door L. Garde Peach  
Uit het Engels vertaald door Gust de Muynck",descriptive note,Nederlands
5b2f1151-0c33-5c4f-b3ca-fc7d25497961,Descriptions,1,id.desc,"Een luisterspel door Richard Hughes, uit het Engels vertaald door  
Hans Berghuis",descriptive note,Nederlands
6148e74d-c939-53cb-b0d0-e2e65bfc4586,Descriptions,1,id.desc,"Luisterspel door Erwin Wickert, vertaald door Tone Brulin",descriptive note,Nederlands
dbe1e872-7990-53ee-a5fd-18fd6debbcf7,Descriptions,1,id.desc,Televisiespel door A. Tsjechow,descriptive note,Nederlands
e0e79946-59b4-510b-87a6-a3f445bd8d61,Descriptions,1,id.desc,Radio-sketch door Richard Turf,descriptive note,Nederlands
fd257085-3bb7-5d46-ba55-4f31c70d27ff,Descriptions,1,id.desc,"Hoorspel door René Metzemaekers
Derde prijs hoorspelwedstrijd 1950",descriptive note,Nederlands
0d0490a2-c1af-5fb6-8422-d6347cf39b4c,Descriptions,1,id.desc,Auteur: Marc De Bie,descriptive note,Nederlands
f96a115c-0241-53a5-8fe0-f81dd26e6113,Descriptions,1,id.desc,Door J.H. Speenhoff,descriptive note,Nederlands
819f708a-ee10-53ef-896c-f8ee91c3ddb8,Descriptions,1,id.desc,TV.-spel door Mzria Rosseels,descriptive note,Nederlands
9373ed4b-9d1a-5f48-922b-09922f2429fc,Descriptions,1,id.desc,"Een humoreske voor radio door Alan Sharp  
Uit het Engels vertaald door Germaine Blondeau",descriptive note,Nederlands
19c26f0f-9cb0-574d-a2ad-cdf91218cc73,Descriptions,1,id.desc,Door Friedrich Feld. Nederlandse bewerking: Tony Van Looy,descriptive note,Nederlands
ed797857-9910-58b4-9bd4-784631cf9268,Descriptions,1,id.desc,Een hoorpelletje op tekst van Leo Roelants,descriptive note,Nederlands
6d9fb1de-66ff-567e-a06b-0d0118317ba2,Descriptions,1,id.desc,Auteur: W.D. Home,descriptive note,Nederlands
4cfd97da-f44e-5c14-a55b-039bbe180687,Descriptions,1,id.desc,Luisterspel van Jelena Kohout. Nederlandse vertaling: Tineke Maenen,descriptive note,Nederlands
7bf65c96-9712-55b3-9c9a-e632076c0353,Descriptions,1,id.desc,Radiofonisch essay voor stemmen en geluidspatronen van Gerrit Pleiter,descriptive note,Nederlands
13def0dc-afd6-5dd6-8d5b-6fb84d2c50dc,Descriptions,1,id.desc,Blijspel met zang & dans door Moliere,descriptive note,Nederlands
fb671c44-4a86-578a-b696-7f7f32f7db62,Descriptions,1,id.desc,"Programma van de Folies-Bergère, Parijs",descriptive note,Nederlands
53a1cc59-5a1e-5c9f-bc52-37bfa357b307,Descriptions,1,id.desc,Mini-luisterspel van Herman Van Winsen,descriptive note,Nederlands
3a1c357c-14dd-5218-bc78-341e62e5b02b,Descriptions,1,id.desc,Door Rik De Bruyn,descriptive note,Nederlands
344344d4-5c91-5861-91ac-82184128240b,Descriptions,1,id.desc,Door Ria Reul,descriptive note,Nederlands
d99a6a0c-c49a-5ccc-9f18-d39a1bc4d544,Descriptions,1,id.desc,Een radiospel van Marc Decorte.,descriptive note,Nederlands
4ba4fb37-a226-58b8-a28b-9d51e72f5779,Descriptions,1,id.desc,Luisterspel door Ad. van Seijen,descriptive note,Nederlands
eb967905-8ac1-5126-9042-5e6e5fff29ee,Descriptions,1,id.desc,Door Theo Luysterburg,descriptive note,Nederlands
52e14cfa-95dd-5093-b821-67f510613aa5,Descriptions,1,id.desc,TV-spel door Ken Hughes,descriptive note,Nederlands
2e6bf019-f717-5e47-959b-e94cd8c778e9,Descriptions,1,id.desc,Vijfde deel,descriptive note,Nederlands
8d462def-02cf-5636-b191-acffddcccb57,Descriptions,1,id.desc,Aflevering 24,descriptive note,Nederlands
0a733b70-da43-571a-ba1c-0e6d4b662060,Descriptions,1,id.desc,Radio-spel door Emiel Buskens,descriptive note,Nederlands
695c47ab-9f4a-55fc-b14a-7d69134036ef,Descriptions,1,id.desc,Door Jean Marsus. Uit het Frans vertaald door Marc Van Brabant,descriptive note,Nederlands
0c579867-ec4b-54ed-baac-0f5531513462,Descriptions,1,id.desc,Van Von Edward Bond,descriptive note,Nederlands
1e5593a2-2461-5bfa-91bf-16e4a58f3536,Descriptions,1,id.desc,Sketch door Piet Rits,descriptive note,Nederlands
15e022f0-1c2a-57e6-a0f1-36d0a5ba137f,Descriptions,1,id.desc,Aflevering 11,descriptive note,Nederlands
cf691e1e-fdda-5b34-8968-b98e6e045cb1,Descriptions,1,id.desc,Auteur: Marc De Bie,descriptive note,Nederlands
41f4b922-7c9f-59c3-be03-9e770766688c,Descriptions,1,id.desc,"van William Shakespeare
voor de radio bewerkt door Frans Roggen",descriptive note,Nederlands
e28030d3-3a73-57d4-b276-fba501aa1da5,Descriptions,1,id.desc,Hoorspel door Eve Warans. Eerste prijs hoorspelwerstrijd 1950,descriptive note,Nederlands
d329e12d-429c-5804-ba3b-14baafceb6b4,Descriptions,1,id.desc,Een mini-luisterspel van Toon Reyniers,descriptive note,Nederlands
63e9e230-6e25-5e88-829f-5ad7d220ebc1,Descriptions,1,id.desc,Televisiespel/ Komedie,descriptive note,Nederlands
fdf4801e-d05e-57a6-b527-cada237c0f66,Descriptions,1,id.desc,"Luisterspel voor de jeugd naar het gelijkenamige tooneelspel voor de   
jeugd door Maurits Goossens",descriptive note,Nederlands
3bf97998-ed58-5e49-8518-73a68241cfaf,Descriptions,1,id.desc,"Luisterspel van Lester Powell uit het Engels vertaald door  
René Verbeeck",descriptive note,Nederlands
25909a97-43e9-51bd-90c9-db9c2fd76542,Descriptions,1,id.desc,Door Alice Toen,descriptive note,Nederlands
916d6e19-fa43-59b2-bad5-886a8d60b694,Descriptions,1,id.desc,Tot hoorspel verwerkt door: Jan Boon,descriptive note,Nederlands
61be53e5-f7cb-5c3a-9501-55b8f361171a,Descriptions,1,id.desc,"Een ijslands luisterspel van Jokull Jacobsson  
Nederlanse vertaling Nora Snijers",descriptive note,Nederlands
65d826d4-8ded-590a-9a47-58b87953ab65,Descriptions,1,id.desc,Door Guido Van Zeir,descriptive note,Nederlands
b8b5409c-91ae-59d4-8b50-db012a9ff53a,Descriptions,1,id.desc,Programma van het Nouveau Théâtre in Parijs,descriptive note,Nederlands
7fd80fdc-50d5-5231-a07e-de8064fdf0fe,Descriptions,1,id.desc,Hoorspel door Dirk Van Kampen,descriptive note,Nederlands
0826314a-849d-5602-b60e-60b58948c98f,Descriptions,1,id.desc,Dorothy L. Sayers,descriptive note,Nederlands
76406dc6-7580-5de0-b5c0-814152cdb277,Descriptions,1,id.desc,"Luisterspel door Friedrich Feld. Nederlandse bewerking;  
Karel Ruyssinck",descriptive note,Nederlands
9bfe6693-2041-559a-9a8e-d6b600339ac6,Descriptions,1,id.desc,Door Frans Hanssens,descriptive note,Nederlands
84261505-fb98-52d4-bb05-50a9372df381,Descriptions,1,id.desc,Luisterspel van Carlo Fruttero en Franco Lucentini,descriptive note,Nederlands
d135666a-bdb2-521e-b1a7-93ae1953da4b,Descriptions,1,id.desc,"Luisterspel van Mevr. C. MostkovLamblot, naar het tooneelstuk van A.  
Tsjekhov, vertaald door A. Corbet",descriptive note,Nederlands
66e4ca80-b521-5e90-8662-831d28729694,Descriptions,1,id.desc,(Inspektor Sommers letzter fall) Televisiespel van Wolfgang Altendorf,descriptive note,Nederlands
0c5ed36c-a28f-5801-887b-36fabad1a6e8,Descriptions,1,id.desc,"Een spel van toverij door William Shakespeare. vertaald door  
Martinus Nijhoff",descriptive note,Nederlands
7c777b56-e115-5645-8df4-7d3a0a10c2cc,Descriptions,1,id.desc,Blijspel door Thomas Asselijn (XVIIe eeuw),descriptive note,Nederlands
b97a36e2-cb4d-5d7e-ade8-cd3cddf02362,Descriptions,1,id.desc,Door Willem Tollenaar,descriptive note,Nederlands
c78827f5-1ce3-52e5-a8b0-48215662f1e1,Descriptions,1,id.desc,Door Friedrich Feld,descriptive note,Nederlands
05e6451a-7fec-536d-95f0-53908402b809,Descriptions,1,id.desc,I called you to live door Gerd Feuerhake,descriptive note,Nederlands
83acefd8-40ab-5976-9620-48452c74db0f,Descriptions,1,id.desc,Door Antonia Ridge,descriptive note,Nederlands
df719c49-8f4b-5957-9fff-e6fb3ffeda37,Descriptions,1,id.desc,Interview met Jef Geeraerts verschenen in 'De Nieuwe Kwik',descriptive note,Nederlands
1d701e34-e5d2-5cbc-9b9d-015d0381cbad,Descriptions,1,id.desc,Door Guus Betlem,descriptive note,Nederlands
804a9264-69ab-5cfb-8e17-dfe34ced3e9b,Descriptions,1,id.desc,Door J. Fabre,descriptive note,Nederlands
8d55f709-62e5-5542-a207-f29a41379308,Descriptions,1,id.desc,"Tweede deel
Episodespel door R. Van Eijck  
Naar de gelijknamige Em. Van Hemeldonck
",descriptive note,Nederlands
38b9768c-0642-5614-87e6-c7fe7d4c9ddf,Descriptions,1,id.desc,Luisterspel van John O'Hare. Vertaling Ludo Schats,descriptive note,Nederlands
8688a39b-5763-5a6c-8985-51c80f2e3bbd,Descriptions,1,id.desc,"Abel spel uit de veertiende eeuw   
Door G. G. Kaakebeen Dr. R. Verdeyen  
Bewerkt door Frans Roggen",descriptive note,Nederlands
9ccadf99-1c93-5698-abc1-699b1e450313,Descriptions,1,id.desc,"Spel van de zee door Herman Heijermans. Mikrofoonbewerking: Willem  
Van Cappellen",descriptive note,Nederlands
