ResourceID,brocade.id,card,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language
9fbff7be-a461-57b3-a0f5-beacf26b76b4,tg:lhdc:1161,ProductionTimeSpans,1935,nan,nan,nan,nan,nan,nan,nan,nan,nan
179d85af-50ce-5d48-b676-999ca023f8e9,tg:lhdc:4699,ProductionTimeSpans,1958-03-25,nan,nan,nan,nan,nan,nan,nan,nan,nan
989d3a93-f2be-5fc4-a531-f4428fd6cc07,tg:lhdc:504,ProductionTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
6049397f-d8a8-5c79-a640-e4590b398017,tg:lhdc:4733,ProductionTimeSpans,1956-01-10,nan,nan,nan,nan,nan,nan,nan,nan,nan
037ffa4d-fe02-5ba0-8aeb-f190b2c31535,tg:lhdc:1531,ProductionTimeSpans,1976,nan,nan,nan,nan,nan,nan,nan,nan,nan
d2684231-76e1-5886-8660-463325a8c653,tg:lhdc:3019,ProductionTimeSpans,1953-05-14,nan,nan,nan,nan,nan,nan,nan,nan,nan
bfec356d-6f37-5aa6-8c4f-ea5da8386797,tg:lhdc:1024,ProductionTimeSpans,1938,nan,nan,nan,nan,nan,nan,nan,nan,nan
a9f4e66d-d990-565f-b604-560131830efb,tg:lhdc:4226,ProductionTimeSpans,1976,nan,nan,nan,nan,nan,nan,nan,nan,nan
1ef01ce3-7ae8-5606-889a-e1dc70d66f34,tg:lhdc:3449,ProductionTimeSpans,1963-05-07,nan,nan,nan,nan,nan,nan,nan,nan,nan
f8105ba0-088b-5472-8b11-635e501e74c3,tg:lhdc:1474,ProductionTimeSpans,1973,nan,nan,nan,nan,nan,nan,nan,nan,nan
18b00813-7261-5cd6-8d04-d9cb327411af,tg:lhdc:441,ProductionTimeSpans,1942,nan,nan,nan,nan,nan,nan,nan,nan,nan
a02b6943-8df7-5e97-90c1-7afeac5de211,tg:lhdc:4676,ProductionTimeSpans,1949-09-26,nan,nan,nan,nan,nan,nan,nan,nan,nan
b40f15c0-17fb-557f-98ea-dfbe92b7bacb,tg:lhdc:2608,ProductionTimeSpans,1980,nan,nan,nan,nan,nan,nan,nan,nan,nan
75f98b46-4522-59ae-9e2a-be215e5bde01,tg:lhdc:1927,ProductionTimeSpans,1961,nan,nan,nan,nan,nan,nan,nan,nan,nan
07d9e5eb-6851-525f-8fa4-9a8254a2fd25,tg:lhdc:912,ProductionTimeSpans,1950,nan,nan,nan,nan,nan,nan,nan,nan,nan
56e12851-ea38-531f-ae17-08e5758cbddb,tg:lhdc:2576,ProductionTimeSpans,1940,nan,nan,nan,nan,nan,nan,nan,nan,nan
de34f87d-daf6-53a7-bb22-5fc26fa2a81e,tg:lhdc:2126,ProductionTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
aba12009-3a87-5a74-b101-2717a200eadc,tg:lhdc:4158,ProductionTimeSpans,1978,nan,nan,nan,nan,nan,nan,nan,nan,nan
83054fbe-0321-53f7-b649-35a2e300c796,tg:lhdc:3367,ProductionTimeSpans,1960-10-13,nan,nan,nan,nan,nan,nan,nan,nan,nan
68b1d12e-fad3-5f84-9681-c66421388d30,tg:lhdc:4508,ProductionTimeSpans,1979,nan,nan,nan,nan,nan,nan,nan,nan,nan
02172a71-7cdd-5b69-a592-b83854ede9c0,tg:lhdc:2825,ProductionTimeSpans,1949-06-23,nan,nan,nan,nan,nan,nan,nan,nan,nan
ecaba128-89bc-5a93-b254-ce1e93ab90d5,tg:lhdc:3737,ProductionTimeSpans,1970-11-18,nan,nan,nan,nan,nan,nan,nan,nan,nan
747aede5-a641-5025-afcc-e2cc4a57ee2d,tg:lhdc:3222,ProductionTimeSpans,1957-07-11,nan,nan,nan,nan,nan,nan,nan,nan,nan
40cadf49-e4e7-5318-844b-e0bb6dabf084,tg:lhdc:380,ProductionTimeSpans,1908,nan,nan,nan,nan,nan,nan,nan,nan,nan
8e6b849e-3f30-5a18-8740-8de7506364ba,tg:lhdc:2960,ProductionTimeSpans,1952-04-10,nan,nan,nan,nan,nan,nan,nan,nan,nan
e56a3e7b-1ebe-55f6-b47d-abef133b36ab,tg:lhdc:3672,ProductionTimeSpans,1969-04-09,nan,nan,nan,nan,nan,nan,nan,nan,nan
9fa4c633-9f5d-5103-8d90-72fb3e15b92d,tg:lhdc:3388,ProductionTimeSpans,1961-03-16,nan,nan,nan,nan,nan,nan,nan,nan,nan
32aa85ce-41de-5bb9-9c62-c63266ebe747,tg:lhdc:2433,ProductionTimeSpans,1976,nan,nan,nan,nan,nan,nan,nan,nan,nan
99e60c17-fc74-5ecc-8403-3926d7ced5e9,tg:lhdc:2063,ProductionTimeSpans,1963,nan,nan,nan,nan,nan,nan,nan,nan,nan
a4ecfac4-ebaf-55c0-8ba6-301a80232283,tg:lhdc:2599,ProductionTimeSpans,1985,nan,nan,nan,nan,nan,nan,nan,nan,nan
b288a146-7114-5039-9349-05b10c59c9fd,tg:lhdc:1566,ProductionTimeSpans,1959,nan,nan,nan,nan,nan,nan,nan,nan,nan
40f68fd4-940e-5614-91b9-30ab53ca8c50,tg:lhdc:553,ProductionTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
c26dbc00-83e5-537f-be4b-d847d92805a3,tg:lhdc:1136,ProductionTimeSpans,1933,nan,nan,nan,nan,nan,nan,nan,nan,nan
0a89a144-65f4-5f84-939b-d848fe8b5779,tg:lhdc:103,ProductionTimeSpans,1911-11-11,nan,nan,nan,nan,nan,nan,nan,nan,nan
ea881643-b417-5baf-96a9-b1e0ee45c9fa,tg:lhdc:4334,ProductionTimeSpans,1965,nan,nan,nan,nan,nan,nan,nan,nan,nan
5a229a07-ae44-5ec2-ab1e-fdce1185c35f,tg:lhdc:3808,ProductionTimeSpans,1973-01-24,nan,nan,nan,nan,nan,nan,nan,nan,nan
e19eafae-a7db-5efd-9216-4cb0afe64347,tg:lhdc:1835,ProductionTimeSpans,1971,nan,nan,nan,nan,nan,nan,nan,nan,nan
1acf3579-1d42-5dc9-88d0-479de70d640a,tg:lhdc:800,ProductionTimeSpans,1937,nan,nan,nan,nan,nan,nan,nan,nan,nan
2101fd6f-7dc2-5609-a592-e221449f3216,tg:lhdc:945,ProductionTimeSpans,1956,nan,nan,nan,nan,nan,nan,nan,nan,nan
0090a3c0-a2ae-5ce4-a6d8-c37d8544f94a,tg:lhdc:1970,ProductionTimeSpans,1977,nan,nan,nan,nan,nan,nan,nan,nan,nan
81d84b57-a4fc-5c60-b2c3-47de56f39ae2,tg:lhdc:416,ProductionTimeSpans,1855-03-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
0287ca4c-165d-513b-93dd-e8e94f0d9bfb,tg:lhdc:4621,ProductionTimeSpans,1972-03-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
4e1f0d18-9b7c-58d4-9e71-4cd3707d6666,tg:lhdc:1423,ProductionTimeSpans,1973,nan,nan,nan,nan,nan,nan,nan,nan,nan
f7f34ab2-41ef-5edb-9498-e70a37731b6f,tg:lhdc:4271,ProductionTimeSpans,1966,nan,nan,nan,nan,nan,nan,nan,nan,nan
60094b58-4635-5e9c-8211-502c4ea05999,tg:lhdc:1589,ProductionTimeSpans,1938,nan,nan,nan,nan,nan,nan,nan,nan,nan
2335df0b-18a8-5231-8800-02139f23b44a,tg:lhdc:1264,ProductionTimeSpans,1937,nan,nan,nan,nan,nan,nan,nan,nan,nan
4052a49e-23b3-57b8-a80c-be404bcabb3e,tg:lhdc:3259,ProductionTimeSpans,1958-05-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,tg:lhdc:251,ProductionTimeSpans,1844-05-24,nan,nan,nan,nan,nan,nan,nan,nan,nan
892c731a-8d9e-5b29-9155-e1684d6be074,tg:lhdc:4066,ProductionTimeSpans,1975,nan,nan,nan,nan,nan,nan,nan,nan,nan
ad61f12f-d78a-52b1-bb01-eb74c6a76a00,tg:lhdc:1634,ProductionTimeSpans,1935,nan,nan,nan,nan,nan,nan,nan,nan,nan
acef27ed-0448-52e4-9296-7c23f3401b98,tg:lhdc:3609,ProductionTimeSpans,1967-12-27,nan,nan,nan,nan,nan,nan,nan,nan,nan
a996d9d8-ef1c-51d3-9f46-af933ca8bee2,tg:lhdc:601,ProductionTimeSpans,1965,nan,nan,nan,nan,nan,nan,nan,nan,nan
4ac52b9b-3502-5c16-bb90-2a77c3e1e63a,tg:lhdc:4436,ProductionTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
3b54169d-f91e-5063-901d-a70f648d0ff0,tg:lhdc:2448,ProductionTimeSpans,1983,nan,nan,nan,nan,nan,nan,nan,nan,nan
75a7e3dd-587b-5700-8403-48df2d99f861,tg:lhdc:2018,ProductionTimeSpans,1972,nan,nan,nan,nan,nan,nan,nan,nan,nan
23f8431b-f020-57bb-91ea-ed09ad6889b0,tg:lhdc:314,ProductionTimeSpans,1854-03-10,nan,nan,nan,nan,nan,nan,nan,nan,nan
ae6b9af9-5165-53b8-9e2b-918d42c00eaf,tg:lhdc:4123,ProductionTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
61b8809a-0ef7-5d9e-a9f3-33eede722df3,tg:lhdc:1771,ProductionTimeSpans,1964,nan,nan,nan,nan,nan,nan,nan,nan,nan
c97c2850-9b2f-5ebf-9113-9639ebdea1d3,tg:lhdc:4089,ProductionTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
4957c00c-e9bc-50a2-aa53-6ac5abca8340,tg:lhdc:894,ProductionTimeSpans,1950,nan,nan,nan,nan,nan,nan,nan,nan,nan
4e10bde1-d777-547f-b37d-6129fb6045ae,tg:lhdc:2274,ProductionTimeSpans,1985,nan,nan,nan,nan,nan,nan,nan,nan,nan
3889f78c-ab95-5ba5-bda0-64f314728273,tg:lhdc:2624,ProductionTimeSpans,1945-02-26,nan,nan,nan,nan,nan,nan,nan,nan,nan
10d2fc52-bf5b-5440-8d78-4cacb7c9d9cb,tg:lhdc:3936,ProductionTimeSpans,1976-01-03,nan,nan,nan,nan,nan,nan,nan,nan,nan
9fde91a0-bd97-5136-b144-95d4db1efbda,tg:lhdc:197,ProductionTimeSpans,1947-02-19,nan,nan,nan,nan,nan,nan,nan,nan,nan
0f76570f-1574-5ae3-b246-e754fc5cf2e1,tg:lhdc:3465,ProductionTimeSpans,1964-01-02,nan,nan,nan,nan,nan,nan,nan,nan,nan
cc9d0118-20f5-5b08-bf7b-83cd61577f50,tg:lhdc:1458,ProductionTimeSpans,1961,nan,nan,nan,nan,nan,nan,nan,nan,nan
d4aa43e9-f737-574c-aa6d-008233664b8a,tg:lhdc:3035,ProductionTimeSpans,1953-09-10,nan,nan,nan,nan,nan,nan,nan,nan,nan
a4685117-5769-5f37-b26e-d31a2edbb296,tg:lhdc:1008,ProductionTimeSpans,1935,nan,nan,nan,nan,nan,nan,nan,nan,nan
5a0b3d3d-3938-5a31-a38a-8716131c05ac,tg:lhdc:3520,ProductionTimeSpans,1965-09-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
a6d3c410-19c3-5418-a237-fb4ceae0256a,tg:lhdc:528,ProductionTimeSpans,1968,nan,1969,nan,nan,nan,nan,nan,nan,nan
c1f8d8cd-5adb-5662-8829-ce4be54ec27c,tg:lhdc:482,ProductionTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
4f4731d4-6a82-5911-ac27-0b415475d38b,tg:lhdc:3170,ProductionTimeSpans,1956-05-17,nan,nan,nan,nan,nan,nan,nan,nan,nan
7e53e246-046c-5022-bbc7-6336397e2d46,tg:lhdc:178,ProductionTimeSpans,1999-11-25,nan,nan,nan,nan,nan,nan,nan,nan,nan
5e18b11d-9552-5be5-bdd5-f066bb83ac2a,tg:lhdc:20,ProductionTimeSpans,1897-05-31,nan,nan,nan,nan,nan,nan,nan,nan,nan
3ab9c3ed-1f58-5f30-be97-d98020619611,tg:lhdc:2331,ProductionTimeSpans,1976,nan,nan,nan,nan,nan,nan,nan,nan,nan
b4cf1021-28b2-58f0-91d3-af2c705fe44e,tg:lhdc:2761,ProductionTimeSpans,1947-12-25,nan,nan,nan,nan,nan,nan,nan,nan,nan
eb46f73e-a692-5ad7-bc1b-9c6b4a90a7cb,tg:lhdc:3873,ProductionTimeSpans,1974-08-21,nan,nan,nan,nan,nan,nan,nan,nan,nan
53cb6922-b862-5e6f-9b35-62b70d0c3272,tg:lhdc:656,ProductionTimeSpans,1933,nan,nan,nan,nan,nan,nan,nan,nan,nan
74d63a69-bf27-527c-b7a8-c6f820b54101,tg:lhdc:4461,ProductionTimeSpans,1973,nan,nan,nan,nan,nan,nan,nan,nan,nan
5b2f1151-0c33-5c4f-b3ca-fc7d25497961,tg:lhdc:1399,ProductionTimeSpans,1964,nan,nan,nan,nan,nan,nan,nan,nan,nan
6148e74d-c939-53cb-b0d0-e2e65bfc4586,tg:lhdc:1663,ProductionTimeSpans,1957,nan,nan,nan,nan,nan,nan,nan,nan,nan
7a147273-2429-5e4e-a392-51a4e47e288c,tg:lhdc:206,ProductionTimeSpans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
dbe1e872-7990-53ee-a5fd-18fd6debbcf7,tg:lhdc:4031,ProductionTimeSpans,1975,nan,nan,nan,nan,nan,nan,nan,nan,nan
e0e79946-59b4-510b-87a6-a3f445bd8d61,tg:lhdc:1233,ProductionTimeSpans,1945,nan,nan,nan,nan,nan,nan,nan,nan,nan
cbfad750-acff-5333-ac0f-ad6970c366d3,tg:lhdc:2809,ProductionTimeSpans,1949-02-10,nan,nan,nan,nan,nan,nan,nan,nan,nan
fd257085-3bb7-5d46-ba55-4f31c70d27ff,tg:lhdc:713,ProductionTimeSpans,1951,nan,nan,nan,nan,nan,nan,nan,nan,nan
593fc908-609c-520b-b9d3-4e87b294522e,tg:lhdc:343,ProductionTimeSpans,1849-09-26,nan,nan,nan,nan,nan,nan,nan,nan,nan
