Object Number,Record Type,URL,ResourceID,Reference Number,Temporary Location Note,Production Technique Keywords,Carrier Colour,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card,brocade.id,Acquisition Brocade ID,Acquisition Name,Acquisition Identifier,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Condition State Note,Condition State Notes Type,Condition State Notes Language,Description,Description Type,Description Language,Genre Type,Illustration Type,Illustration URL,Signature Note,Signature Note Type,Signature Note  Language,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Acquisition Note,Registration Number value,Location Number,Archive Note,Warehouse Location (begin),Source Note,Serial Number,Warehouse Location (ende),Source Note Language,Source Note Type,Object Type,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Production Actor Capacity,Title,Title Type,Title Language,Comment,UserID,Legacy Comment Type
,,,0132a4ce-d78f-5f35-b607-75a7bd6d5179,,,,,,,,,,,,,,1,Items,tg:lhsc:945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24202,K2 B 44 C,,,,,,Nederlands,Noot,,,,,,,,,,,,
,,,0132a4ce-d78f-5f35-b607-75a7bd6d5179,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afdruk rechterhand (bij leven) van Stijn Streuvels,Titel,Nederlands,,,
tg:lhsc:913,Schilderij,https://anet.be/record/opaclhobj/tg:lhsc:913/N,015d1f00-d835-52fb-9d6f-ff0fee809287,BE-ANN07/sc/000000300,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/015d1f00-d835-52fb-9d6f-ff0fee809287'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,015d1f00-d835-52fb-9d6f-ff0fee809287,,,,,,,,,,,,,,1,Acquisitions,tg:lhsc:913,tr:lh:947,Schenking van Frits de Mont,{'url':'https://id.letterenhuis.be/ark:/24970/015d1f00-d835-52fb-9d6f-ff0fee809287'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,015d1f00-d835-52fb-9d6f-ff0fee809287,,,,,,,,,,,,,,3,Annotations,tg:lhsc:913,,,,note.lhherkomst,Geschonken door Frits de Mont op 2 juli 1940.,Herkomst,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,015d1f00-d835-52fb-9d6f-ff0fee809287,,,,,,,,,,,,,,2,Conditions,tg:lhsc:913,,,,note.lhconditie,,,,,,,"* opp.vuil

* barsten: fijne barst van achter het oor tot beneden (loopt niet door de
achterzijde), kleine barst tussen baard en snor, beide barsten waarschijnlijk
ontstaan bij het maken van afgietsel.

* schimmelvorming op de achterzijde

* lacunes in de afwerkingslaag: op de zijkant

(21/08/2001)",Materiële toestand,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,015d1f00-d835-52fb-9d6f-ff0fee809287,,,,,,,,,,,,,,1,GenreTypes,tg:lhsc:913,,,,,,,,,,,,,,,,,Plaquette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,015d1f00-d835-52fb-9d6f-ff0fee809287,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:913,au::9508,{'url': 'https://anet.be/record/isaarlh/au::9508'},ar,Persoon,Jef Jacobs,Kunstenaar,,,,,,,,,,,,,,,,,,,,,,
,,,015d1f00-d835-52fb-9d6f-ff0fee809287,,,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:913,au::13075,{'url': 'https://anet.be/record/isaarlh/au::13075'},kw,Persoon,Pol de Mont,Trefwoord,,,,,,,,,,,,,,,,,,,,,,
,,,015d1f00-d835-52fb-9d6f-ff0fee809287,,,,,,,,,,,,,,1,Images,tg:lhsc:913,,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:83518'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,015d1f00-d835-52fb-9d6f-ff0fee809287,,,,,,,,,,,,,,2,Images,tg:lhsc:913,,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:89209'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,015d1f00-d835-52fb-9d6f-ff0fee809287,,,,,,,,,,,,,,1,Inscriptions,,,,,,,,,,,,,,,,,,,,,Rechts onder: _Jef Jacobs_,Signatuur,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,015d1f00-d835-52fb-9d6f-ff0fee809287,,,,,,,,,,,,,,1,Items,tg:lhsc:913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:947,17634,K2 B 42 B,,,,,,Nederlands,Noot,,,,,,,,,,,,
,,,015d1f00-d835-52fb-9d6f-ff0fee809287,,,,,,,,,,,,,,1,ProductionActors,tg:lhsc:913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/c4ba3cb0-605d-583a-84da-0479ac98670f'},au::9508,Jef Jacobs,Kunstenaar,,,,,,,
,,,015d1f00-d835-52fb-9d6f-ff0fee809287,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pol de Mont,Titel,Nederlands,,,
tg:lhob:40,Object,https://anet.be/record/opaclhobj/tg:lhob:40/N,0198ad6d-839b-5d92-b4d0-0297d2c31de4,BE-ANN07/ob/000000019,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0198ad6d-839b-5d92-b4d0-0297d2c31de4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0198ad6d-839b-5d92-b4d0-0297d2c31de4,,,,,,,,,,,,,,1,Archives,tg:lhob:40,,,,,,,,isad:lh:108893,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/0198ad6d-839b-5d92-b4d0-0297d2c31de4'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0198ad6d-839b-5d92-b4d0-0297d2c31de4,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:40,au::14638,{'url': 'https://anet.be/record/isaarlh/au::14638'},kw,Persoon,Hugues C. Pernath,Trefwoord,,,,,,,,,,,,,,,,,,,,,,
,,,0198ad6d-839b-5d92-b4d0-0297d2c31de4,,,,,,,,,,,,,,1,Items,tg:lhob:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isad:lh:108893,,,P 3445 / 104,,Nederlands,Noot,,,,,,,,,,,,
,,,0198ad6d-839b-5d92-b4d0-0297d2c31de4,,,,,,,,,,,,,,1,ObjectTypes,tg:lhob:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huisraad en Rariteiten,,,,,,,,,,,
,,,0198ad6d-839b-5d92-b4d0-0297d2c31de4,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zonnebril,Titel,Nederlands,,,
tg:lhsc:804,Schilderij,https://anet.be/record/opaclhobj/tg:lhsc:804/N,01adf1b1-0645-5f49-b26f-e3ecc7f88346,BE-ANN07/sc/000000196,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/01adf1b1-0645-5f49-b26f-e3ecc7f88346'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01adf1b1-0645-5f49-b26f-e3ecc7f88346,,,,,,,,,,,,,,1,Acquisitions,tg:lhsc:804,tr:lh:9804,Schenking Marcel de Hertogh,{'url':'https://id.letterenhuis.be/ark:/24970/01adf1b1-0645-5f49-b26f-e3ecc7f88346'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01adf1b1-0645-5f49-b26f-e3ecc7f88346,,,,,,,,,,,,,,1,Conditions,tg:lhsc:804,,,,note.lhconditie,,,,,,,"* opp.vuil

* lacunes: kleine op de basis

* krassen: een op het hoofd bovenaan

(13/09/2001)",Materiële toestand,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01adf1b1-0645-5f49-b26f-e3ecc7f88346,,,,,,,,,,,,,,1,GenreTypes,tg:lhsc:804,,,,,,,,,,,,,,,,,Buste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01adf1b1-0645-5f49-b26f-e3ecc7f88346,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:804,au::4378,{'url': 'https://anet.be/record/isaarlh/au::4378'},ar,Persoon,Joan Baptist Coomans,Kunstenaar,,,,,,,,,,,,,,,,,,,,,,
,,,01adf1b1-0645-5f49-b26f-e3ecc7f88346,,,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:804,au::4333,{'url': 'https://anet.be/record/isaarlh/au::4333'},kw,Persoon,Hendrik Conscience,Trefwoord,,,,,,,,,,,,,,,,,,,,,,
,,,01adf1b1-0645-5f49-b26f-e3ecc7f88346,,,,,,,,,,,,,,1,Images,tg:lhsc:804,,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:83415'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01adf1b1-0645-5f49-b26f-e3ecc7f88346,,,,,,,,,,,,,,2,Images,tg:lhsc:804,,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:89106'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01adf1b1-0645-5f49-b26f-e3ecc7f88346,,,,,,,,,,,,,,1,Items,tg:lhsc:804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:9804,59817,K2 B 28 A,,,,,,Nederlands,Noot,,,,,,,,,,,,
,,,01adf1b1-0645-5f49-b26f-e3ecc7f88346,,,,,,,,,,,,,,1,ProductionActors,tg:lhsc:804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/a1e4fc05-d7fd-53af-9c76-c118efb1637d'},au::4378,Joan Baptist Coomans,Kunstenaar,,,,,,,
,,,01adf1b1-0645-5f49-b26f-e3ecc7f88346,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hendrik Conscience,Titel,Nederlands,,,
tg:lhob:493,Object,https://anet.be/record/opaclhobj/tg:lhob:493/N,01c0fb70-49f9-5292-93b2-3410f9adac3b,BE-ANN07/ob/000000399,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/01c0fb70-49f9-5292-93b2-3410f9adac3b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01c0fb70-49f9-5292-93b2-3410f9adac3b,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:493,au::4459,{'url': 'https://anet.be/record/isaarlh/au::4459'},vb,Persoon,August Cornelis,In Verband Met,,,,,,,,,,,,,,,,,,,,,,
,,,01c0fb70-49f9-5292-93b2-3410f9adac3b,,,,,,,,,,,,,,1,Items,tg:lhob:493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48514,C 3596 / V,,V3 D,,,,Nederlands,Noot,,,,,,,,,,,,
,,,01c0fb70-49f9-5292-93b2-3410f9adac3b,,,,,,,,,,,,,,1,ObjectTypes,tg:lhob:493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muziekinstrumenten,,,,,,,,,,,
,,,01c0fb70-49f9-5292-93b2-3410f9adac3b,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamboerijn van August Cornelis,Titel,Nederlands,,,
