ResourceID,brocade.id,card,source_date,Copyright Revision Date,Copyright Type,0,source_field
794754da-f682-5c8d-8e54-9406ff9f4960,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2517,default_restriction
c4e4d9cb-f698-5d91-a7d9-3ac9b9c863b8,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2378,default_restriction
75cb7d52-2f7e-54d0-bfb9-bdab1bd82664,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3848,default_restriction
d1b48de5-0615-5521-9be7-8af73acf331f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:4804,default_restriction
3ec16a80-779f-55b1-ab75-b67ae04188f7,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1859,default_restriction
d0d97662-579f-5d74-ba59-6d37984ae4ad,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2614,default_restriction
dcbad928-101a-59f3-9f8a-fdf938ec956e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3434,default_restriction
ea58ae57-3beb-5687-a3c3-7dde4b31653c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2275,default_restriction
d53effcf-3a9e-5484-88f4-b10fd749efa2,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2278,default_restriction
245a391c-8e42-5d2a-a333-6f48ee5cd7b1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2448,default_restriction
18a729da-e127-5283-8e39-9dc52038d8b3,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:185,default_restriction
3ee7ddc9-3651-574c-b5fc-0e83bd3d3e0c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2638,default_restriction
e47c3249-7620-578a-a233-18d69d472267,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2472,default_restriction
1501a300-821b-57ba-ba5d-ee388f1ad578,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2685,default_restriction
8f9d4bdc-49dc-5899-a716-7a55e9a231b1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3334,default_restriction
18b22811-c899-53cf-84a8-682e187de832,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3430,default_restriction
9fc1d188-72df-5958-b80e-55017f50575c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3386,default_restriction
2e0aba10-626a-5412-972d-93ca453f818f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3298,default_restriction
0dd33f22-6022-54eb-b09e-eaa4186c4846,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1321,default_restriction
c2e95891-d5fe-5e42-9bd9-2ab2f9d9c2b8,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2626,default_restriction
95497ada-2a0e-51c4-a1e3-6bb082105e2b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2333,default_restriction
85357ec8-ad78-52db-8cb5-a71febd4d4ee,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1147,default_restriction
8be6eeaf-3303-52a4-8d36-e8da68b0f3fc,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2261,default_restriction
a272b967-497b-5153-a79c-805956095ef4,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2642,default_restriction
5de2b479-2291-57ec-b131-20cc80c593ac,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3557,default_restriction
ed50cbf0-3cd7-5b70-b567-3981214cf5a4,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1052,default_restriction
d6e771e8-1e58-5e6d-9000-d239ea086b59,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:875,default_restriction
9b74ed7c-f590-58fb-b5df-1583dd0b6621,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3330,default_restriction
379c31fe-8604-5592-b341-57c7d71fc6f1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:754,default_restriction
eea910ee-ccf3-5b6f-8214-504278058042,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:283,default_restriction
64801985-58bf-5aee-a28b-cf1cc6b0015b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2467,default_restriction
863aabd4-f8c6-567d-a5d9-83cbec975446,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2602,default_restriction
4659792a-d6dc-5139-9966-52dd544c13a3,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2620,default_restriction
ae4978cc-71c3-5ffc-a4ec-e1cf00a7f403,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3523,default_restriction
2febb1fc-d862-5bb0-a421-5e76a03529e0,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1315,default_restriction
b7769732-1102-575a-97b1-9f9e27c2732d,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2171,default_restriction
df189aed-1b3e-5489-af24-97b5737459de,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:348,default_restriction
5a3db888-9512-5944-bcc7-2a03a5f972bb,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:187,default_restriction
905c63ba-1ee9-5e0e-b16e-a9c7aa325663,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2651,default_restriction
4385a282-15f2-5400-88c0-ca2fa0d76a88,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:4965,default_restriction
ee1c0d14-5963-56a2-aa18-5febed47009d,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2255,default_restriction
57a1a325-4bb7-58fe-9aee-d918ae2cb244,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1754,default_restriction
282c2ac7-eb0a-5378-9852-b706fa79a949,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:862,default_restriction
5001e9ad-b31c-51a2-9dbd-7750882316e5,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2058,default_restriction
21307d07-41c5-58e9-8c44-e6521dacf068,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:229,default_restriction
1025d649-2e10-5fdd-9ec1-416c23957123,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:49,default_restriction
86b4f6ad-edc7-5c7e-84c7-49e0f6b6d8fd,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2484,default_restriction
9e4d6ca9-2fd3-5a18-9b86-619ef451100c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2303,default_restriction
c1fab97a-12c9-5836-9e2b-810db3ae52e3,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2734,default_restriction
1eea2524-cf00-59c9-82c1-b5da8b9d6cbb,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3328,default_restriction
11e77783-028f-5c86-8f00-ce05e3d90c16,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3357,default_restriction
9f27c1ad-1ab1-54f9-8d28-1801a3ed6afe,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1320,default_restriction
feda592c-e655-520c-89f0-32eb1140bd1e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2669,default_restriction
7a5f8eb1-e26d-5c42-97d4-096386b4f9e1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2647,default_restriction
4da34ead-8a54-5672-8028-83078c9f8563,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:4314,default_restriction
86962bd8-0a87-5cec-91fc-9da48b075bdd,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2309,default_restriction
d6bde60c-42af-5f47-ae24-a279b2d9bd9e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1260,default_restriction
762d5ed7-9411-53ca-b6cc-4494f89af8c9,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3274,default_restriction
1b56e8c9-f703-5ea8-89a7-522b24958aa5,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2515,default_restriction
62a18e27-4942-5e62-8349-628c609a730e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3301,default_restriction
094b1e6a-fb10-5f5b-9cfc-f1a1a512634b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:232,default_restriction
1fe0af91-d0d6-5d5c-a2eb-ad5ec544a1c9,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2188,default_restriction
a4ddacc9-3fa0-50c8-84c8-9ad12f5a01d2,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2436,default_restriction
4fa9643d-e296-549e-9932-84a73acd50de,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1644,default_restriction
68671868-8c15-5c97-a88d-451a6bd1a5a1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1397,default_restriction
5ff16fdf-ffce-5892-949d-a8d8431ec4bf,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2646,default_restriction
13ed4e87-4215-5c52-a594-fd7ede674dbd,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:964,default_restriction
f00d235c-0265-5059-9073-9090437b14e0,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3585,default_restriction
c2e997a1-7449-5a06-b469-dc1892089fbd,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2374,default_restriction
6300799f-4fe7-56c4-b237-7dba90752b38,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2385,default_restriction
fcb9061a-6de6-5007-9932-c937b7042d63,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:231,default_restriction
62306a51-dc2b-5969-965d-ab46c042aa02,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3319,default_restriction
ce9fd1d4-2d26-57ba-938a-87849f12372f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:4692,default_restriction
769d3016-0e59-5908-b305-fcdf90883f8e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2538,default_restriction
41d4d044-8bd2-5b13-9e1c-68858e7f8a99,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1048,default_restriction
469600e1-ea20-5d29-add9-986955571c9c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3286,default_restriction
93a31e52-9be3-5922-a9df-1454201792af,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2508,default_restriction
30acfdb2-4804-56d9-809f-a459dda17c88,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3358,default_restriction
54c000a1-9d22-51a2-ab8f-af348b5dacb6,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1756,default_restriction
c190da6f-c557-5b54-a9af-690240693b2c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:667,default_restriction
664bf011-d18f-5436-a928-be74b5427ede,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2360,default_restriction
7ff44e61-e01f-5e16-ba7f-dffec65b46ff,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3400,default_restriction
5afc837f-a5c1-5b17-ac31-23f7889419f5,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2201,default_restriction
35d9d58f-2f6d-5f20-b613-c3b51cc62175,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2045,default_restriction
85442c1e-b453-5a1d-a2f2-0706d61b5df0,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:752,default_restriction
9816adf3-e28f-5e46-abc5-8b289a27d0f8,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2680,default_restriction
dc763e5a-6bcf-593f-aa9a-48b1fa36f32e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1524,default_restriction
672a26ad-e222-5aeb-9387-8e08a3c4f87e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3087,default_restriction
374bb3ec-6a61-5553-8270-7226c00d8809,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3314,default_restriction
e7e2ea61-d663-57e0-8c6a-c292d8678095,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:748,default_restriction
043475a8-e637-52ef-904f-63521481bc6f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2262,default_restriction
fdb624e3-d90e-5e11-8e35-f25d866e1532,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3317,default_restriction
ada0f3ea-52a4-5de6-bde5-910d69adf19e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2377,default_restriction
382a285e-1a70-5167-8617-fec96bc2c2ac,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3390,default_restriction
f5d7706d-1885-5f3d-b018-62d6e4a1bbff,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2160,default_restriction
493dcdaa-3c8c-5f54-9b9c-1668f0e0fb0a,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2179,default_restriction
cdb0317d-4784-5bf7-87b7-bd542e50c9a6,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2684,default_restriction
9a58cc1f-600e-52f0-befa-3fa3a600d2b1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2367,default_restriction
8ba2f899-d4d7-51d4-882e-f3ff033c3cc6,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3282,default_restriction
ec6a0911-dbe6-5be9-ad2a-68531ffbf2d0,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2396,default_restriction
031756e2-6d4a-5915-b5db-a9235abdbddc,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3388,default_restriction
e1cd69d2-8276-5776-98ce-5fdeb3d84629,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2251,default_restriction
d5915b48-c8ee-5597-95c8-1f5d00d2d371,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1852,default_restriction
8fc313da-4e7e-54de-b46f-de4ee7a9fd1e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1261,default_restriction
890cc5a1-f622-5a31-a1ce-66dcb4c58276,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:4574,default_restriction
be85159d-96f7-5363-bfeb-ca4c7384cab4,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2621,default_restriction
9e45e323-ac08-5613-a52b-d4923ec9a28f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1130,default_restriction
37f80899-baf5-5b1e-80d3-2f2bf8342061,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3344,default_restriction
5e3da9a4-b604-5bf1-ad1f-26c25b6fb953,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2411,default_restriction
810e529c-4cfb-5f36-9b0e-339276216d32,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1316,default_restriction
c651bea7-e6c7-5a5f-b2f3-c4df55e6f3cc,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1398,default_restriction
aba8fbac-dc66-5e48-a988-656474379eb1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3342,default_restriction
69f08c39-b838-57b1-98b6-0d04ac59ebf9,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2429,default_restriction
1662eee3-6a37-51f7-9d1c-3c626d046a41,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1250,default_restriction
d30c358a-9aab-5403-a810-1c7ec274a009,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2650,default_restriction
1e3adc53-2c23-5f44-95a8-798d3e0f40c3,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3313,default_restriction
ec285ce3-28af-52dd-b8ed-2288c8889793,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:811,default_restriction
0fc429d5-3926-59eb-b6fe-5aebd50a05be,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2383,default_restriction
758bee65-bbe9-5132-ac20-5aafae63f09a,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2514,default_restriction
cf765b28-434f-5d98-a5ca-77e79da1f3ab,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3323,default_restriction
cca55489-660a-57fa-ab79-fd9c70fb15c3,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:5301,default_restriction
97db6a02-e601-56dc-bfe5-33ba27f7dc6b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2343,default_restriction
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:753,default_restriction
d75d3fb8-3784-5dc5-8bba-b6e162f1ec5e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2076,default_restriction
d4663e4d-39e5-56a2-8e09-5a62000a7877,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2695,default_restriction
07f81063-b1b9-591c-ad48-a00b75eff13d,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1222,default_restriction
741a0ead-6c6a-5bc8-ad4f-a0eddbf5e38d,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2548,default_restriction
4a0da24b-0d38-583d-934a-c055c1f6a81a,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2507,default_restriction
6d447429-85a8-567e-8387-142cb0625760,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:926,default_restriction
98da2d0d-af1a-50e0-986a-541e1fece9ea,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2627,default_restriction
aeafb595-d273-5e7c-9a22-2acc1f5841ef,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3322,default_restriction
c07a1761-9c77-55e4-b3f9-2546f4dba166,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2418,default_restriction
e30b0447-8732-5fb7-99a0-2bebdc885e5b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2212,default_restriction
112fada8-207e-5e19-a6be-77374be5bd86,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2545,default_restriction
76acee32-1491-55d8-82a1-d30dc27f2f80,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2310,default_restriction
01c8e252-0dd6-595d-bf6d-27747e0a3e2f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2356,default_restriction
756e189b-27cc-5c87-828a-e063fae5c035,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2527,default_restriction
23b4c1d3-4e3e-5a71-b189-6b026e45c57b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2166,default_restriction
d1747915-90a9-50d5-80a9-b2ffd1e7f4c8,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1645,default_restriction
1c673a0f-cf90-534d-9a0f-9ce0acc1098e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2222,default_restriction
e337cb00-4f66-5db2-95ea-05f0be605760,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3318,default_restriction
2f093b34-3b2b-5cdc-a3c0-c35661f98bd2,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3360,default_restriction
70b41165-9e3b-5ff3-8df6-783b5b71d41a,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2288,default_restriction
0e271133-2775-51bb-b8c8-bf39ae7a85f1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1601,default_restriction
72e1f7c5-e5ed-5f07-8319-f05a652dd555,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2382,default_restriction
