Record ID,Record Type,Keeper Name,URL,ResourceID,Object Number value,Stage Type,Format Dimension,Format Type,Sheet Numbers,Sheeet Type,Page Numbers,Page Type,Object Identifier,Record Identifier Type,URL Type,Object Identifier Type,Object Number Type,order,card,brocade.id,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Description,Description Type,Description Language,External Relation Type,External Relation URL,External Relation URL Type,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Archive Note,Warehouse Location (begin),Warehouse Location (ende),Source Note,Serial Number,Source Note Language,Source Note Type,id/place.place,Production Place ID,Production Place Identifier,Production Place Name,Title,Title Type,Title Language
,,,,14d1116b-2ddd-539c-b4d5-26e75caa949a,,,,,,,,,,,,,,1,Items,tg:rubhs:66,,,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,16,Nederlands,Noot,,,,,,,
,,,,14d1116b-2ddd-539c-b4d5-26e75caa949a,,,,,,,,,,,,,,1,Places,tg:rubhs:66,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::105472', 'uuid': 'a0ec5676-e78f-5336-b2f7-ef49694e2dbb'}]",au::105472,id.rubenianum.be//ark:/86530/a0ec5676-e78f-5336-b2f7-ef49694e2dbb,Warschau,,,
,,,,14d1116b-2ddd-539c-b4d5-26e75caa949a,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Augustus 1927""""",Titel,Nederlands
tg:rubhs:174,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:174/N,1575e60d-ff57-5aa7-8698-f8ab175402dd,BE-ANN14/hs/RA001/122/111,Handgeschreven,"16,5 x 10,5 x 1",Maximum,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/1575e60d-ff57-5aa7-8698-f8ab175402dd'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1575e60d-ff57-5aa7-8698-f8ab175402dd,,,,,,,,,,,,,,1,Archives,tg:rubhs:174,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.museumplantinmoretus.be/ark:/11975/1575e60d-ff57-5aa7-8698-f8ab175402dd'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1575e60d-ff57-5aa7-8698-f8ab175402dd,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende bezoeken aan collecties in Italië.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1575e60d-ff57-5aa7-8698-f8ab175402dd,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:174,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,
,,,,1575e60d-ff57-5aa7-8698-f8ab175402dd,,,,,,,,,,,,,,1,Items,tg:rubhs:174,,,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,111,Nederlands,Noot,,,,,,,
,,,,1575e60d-ff57-5aa7-8698-f8ab175402dd,,,,,,,,,,,,,,1,Places,tg:rubhs:174,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::103705', 'uuid': '78836aec-e526-545c-8be5-01ac208cb7be'}]",au::103705,id.rubenianum.be//ark:/86530/78836aec-e526-545c-8be5-01ac208cb7be,Genua,,,
,,,,1575e60d-ff57-5aa7-8698-f8ab175402dd,,,,,,,,,,,,,,2,Places,tg:rubhs:174,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::103766', 'uuid': '412d3540-6931-5611-820f-ae3b8368c830'}]",au::103766,id.rubenianum.be//ark:/86530/412d3540-6931-5611-820f-ae3b8368c830,Turijn,,,
,,,,1575e60d-ff57-5aa7-8698-f8ab175402dd,,,,,,,,,,,,,,3,Places,tg:rubhs:174,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::103715', 'uuid': 'f3bb4abe-72bd-5d69-8645-7984252297eb'}]",au::103715,id.rubenianum.be//ark:/86530/f3bb4abe-72bd-5d69-8645-7984252297eb,Bergamo,,,
,,,,1575e60d-ff57-5aa7-8698-f8ab175402dd,,,,,,,,,,,,,,4,Places,tg:rubhs:174,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::103726', 'uuid': 'a2c4f6ba-4a68-580c-a5b2-546e0a3c51d5'}]",au::103726,id.rubenianum.be//ark:/86530/a2c4f6ba-4a68-580c-a5b2-546e0a3c51d5,Mantua,,,
