ResourceID,Record ID,id,Production Place Identifier,Production Place Widget
ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,tg:rubhs:16,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
bb580b69-be01-550d-9ef8-8ecd9a1e9dc4,tg:rubhs:17,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
87474395-b13a-597b-821b-be7ae3d6d461,tg:rubhs:18,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
cecae92a-7ba7-5736-aedd-5bb257ebc095,tg:rubhs:19,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
e63337da-bf45-5777-bb14-d3ef95982778,tg:rubhs:20,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9393531a-c279-5330-a028-1eaad6505039,tg:rubhs:21,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
da5d40cc-feda-5437-be6f-2898179f56c8,tg:rubhs:22,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
18455cb0-af81-5990-8c2f-9be2d557f2df,tg:rubhs:23,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5faa1eb2-5d3a-59c5-94c7-41873d211d30,tg:rubhs:24,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b60f8b49-fe75-52a5-9c7d-6b7ebc8bb095,tg:rubhs:5,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
3f377f02-e7c5-5b6e-992c-aef5050aa0d4,tg:rubhs:59,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b412a4ae-4325-5a90-83f0-e809116a7f9e,tg:rubhs:6,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
a6f753c8-f1e2-57f2-bcd7-0745988c4e23,tg:rubhs:9,au::102047,ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3,"dlod={""suggest"":[""Berlijn (DUBBEL)""],""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
269cd29b-9b7e-5d01-bac2-e53aa005792a,tg:rubhs:111,au::106801,ark:/83110/x0/3afeac86-6b75-54bf-a765-f5e44ad9a04f,"dlod={""suggest"":[""Braunschweig (Nedersaksen)""],""name"":""Braunschweig (Nedersaksen)"",""ark"":""ark:/83110/x0/3afeac86-6b75-54bf-a765-f5e44ad9a04f"",""uri"":""/subjects/14383"",""id"":""au::106801"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
162d1564-e5ba-56ec-b3b4-ef157376760e,tg:rubhs:55,au::100105,ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71,"dlod={""suggest"":[""Brussel (Brussel-Hoofdstad)""],""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5154fddb-09a7-5763-a247-6619b67a6a9d,tg:rubhs:76,au::100105,ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71,"dlod={""suggest"":[""Brussel (Brussel-Hoofdstad)""],""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
da18148f-d2af-5bae-8550-df807cde96ef,tg:rubhs:132,au::102357,ark:/83110/x0/5a437276-7536-5644-85a5-2c982638778e,"dlod={""suggest"":[""Dresden (Kreisfreie Stadt Dresden)""],""name"":""Dresden (Kreisfreie Stadt Dresden)"",""ark"":""ark:/83110/x0/5a437276-7536-5644-85a5-2c982638778e"",""uri"":""/subjects/12877"",""id"":""au::102357"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
c841b542-4e43-53f0-8620-d3dfc17dfd6f,tg:rubhs:146,au::102357,ark:/83110/x0/5a437276-7536-5644-85a5-2c982638778e,"dlod={""suggest"":[""Dresden (Kreisfreie Stadt Dresden)""],""name"":""Dresden (Kreisfreie Stadt Dresden)"",""ark"":""ark:/83110/x0/5a437276-7536-5644-85a5-2c982638778e"",""uri"":""/subjects/12877"",""id"":""au::102357"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
c8de16ec-31f2-5b12-9718-450e360a0516,tg:rubhs:87,au::106230,ark:/83110/x0/26f5ba68-72c7-5c3e-892c-519390a80475,"dlod={""suggest"":[""Edinburg (City of Edinburgh)""],""name"":""Edinburg (City of Edinburgh)"",""ark"":""ark:/83110/x0/26f5ba68-72c7-5c3e-892c-519390a80475"",""uri"":""/subjects/8338"",""id"":""au::106230"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
1b921760-1f17-5fe5-be95-642c417b73b3,tg:rubhs:105,au::103801,ark:/83110/x0/22f72d9a-52d6-5f81-9df8-1d3d5da92731,"dlod={""suggest"":[""Florence (Toscane)""],""name"":""Florence (Toscane)"",""ark"":""ark:/83110/x0/22f72d9a-52d6-5f81-9df8-1d3d5da92731"",""uri"":""/subjects/12528"",""id"":""au::103801"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6ba58e6a-c5aa-528d-8223-0cdeecb3d481,tg:rubhs:83,au::103801,ark:/83110/x0/22f72d9a-52d6-5f81-9df8-1d3d5da92731,"dlod={""suggest"":[""Florence (Toscane)""],""name"":""Florence (Toscane)"",""ark"":""ark:/83110/x0/22f72d9a-52d6-5f81-9df8-1d3d5da92731"",""uri"":""/subjects/12528"",""id"":""au::103801"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
568eb2b2-e872-5bd4-b883-d45041fbf573,tg:rubhs:138,au::102087,ark:/83110/x0/f1cd9779-a9f2-53ed-81a7-dd990009167e,"dlod={""suggest"":[""Frankfurt am Main (Regierungsbezirk Darmstadt)""],""name"":""Frankfurt am Main (Regierungsbezirk Darmstadt)"",""ark"":""ark:/83110/x0/f1cd9779-a9f2-53ed-81a7-dd990009167e"",""uri"":""/subjects/14972"",""id"":""au::102087"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
76405c8e-f119-5338-99fc-65a0be468e3b,tg:rubhs:158,au::102087,ark:/83110/x0/f1cd9779-a9f2-53ed-81a7-dd990009167e,"dlod={""suggest"":[""Frankfurt am Main (Regierungsbezirk Darmstadt)""],""name"":""Frankfurt am Main (Regierungsbezirk Darmstadt)"",""ark"":""ark:/83110/x0/f1cd9779-a9f2-53ed-81a7-dd990009167e"",""uri"":""/subjects/14972"",""id"":""au::102087"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
06091ed7-7f00-5c87-b75d-bc3c42d422c1,tg:rubhs:64,au::102087,ark:/83110/x0/f1cd9779-a9f2-53ed-81a7-dd990009167e,"dlod={""suggest"":[""Frankfurt am Main (Regierungsbezirk Darmstadt)""],""name"":""Frankfurt am Main (Regierungsbezirk Darmstadt)"",""ark"":""ark:/83110/x0/f1cd9779-a9f2-53ed-81a7-dd990009167e"",""uri"":""/subjects/14972"",""id"":""au::102087"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5a984b56-7518-5567-bd45-9da5759b06b6,tg:rubhs:113,au::106233,ark:/83110/x0/f6716ea4-5070-5414-8643-09c8e4efcf22,"dlod={""suggest"":[""Glasgow (Glasgow City)""],""name"":""Glasgow (Glasgow City)"",""ark"":""ark:/83110/x0/f6716ea4-5070-5414-8643-09c8e4efcf22"",""uri"":""/subjects/13722"",""id"":""au::106233"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,tg:rubhs:68,au::104840,ark:/83110/x0/07da369f-17bd-5896-af3a-b8514f58dee8,"dlod={""suggest"":[""Haarlem (Noord-Holland)""],""name"":""Haarlem (Noord-Holland)"",""ark"":""ark:/83110/x0/07da369f-17bd-5896-af3a-b8514f58dee8"",""uri"":""/subjects/8191"",""id"":""au::104840"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5c8aa656-79a3-5339-a7bd-e3b4e3e25278,tg:rubhs:144,au::102097,ark:/83110/x0/f08815cf-8f4c-514d-88a7-eeae2348f974,"dlod={""suggest"":[""Kassel (Hessen)""],""name"":""Kassel (Hessen)"",""ark"":""ark:/83110/x0/f08815cf-8f4c-514d-88a7-eeae2348f974"",""uri"":""/subjects/8202"",""id"":""au::102097"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
d1e5fdae-1c99-5051-bcd6-eeb10544c27b,tg:rubhs:107,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
1c10d76a-7a30-5a5b-8337-268acd0ae9f1,tg:rubhs:108,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
e84d86a6-03a8-526f-b4ed-5f2ab3a1956d,tg:rubhs:109,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9ac28c25-1d8b-5ba0-b870-ef99f4b9c766,tg:rubhs:112,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
afcbab71-31c7-506c-b51b-433c89feac93,tg:rubhs:136,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,tg:rubhs:143,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b94c9251-d3a4-532f-ba4e-470c528dc483,tg:rubhs:25,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5e546408-f4a9-5c7c-b046-f311a42a1621,tg:rubhs:26,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f021c1e0-9333-510e-9096-13d86932f25e,tg:rubhs:27,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b8dc72da-ef79-56ae-83a1-392fe8d16013,tg:rubhs:28,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
ea4966cf-ff6f-59e2-b617-9ef3a577e04f,tg:rubhs:29,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
d60d1eb6-875d-5f23-bdec-058b08a2a51f,tg:rubhs:30,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
454d6ddc-3764-5a34-a2cf-b5bb4a97f9bb,tg:rubhs:31,au::106118,ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b,"dlod={""suggest"":[""Londen (Greater London)""],""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
