ResourceID,brocade.id,card,order,kenmerken.rubobjnrgr,isaad,Associated Archive Relation
0f0b5273-9567-534f-85aa-7c2c3e664bfe,tg:rubgr:4528,AssociatedArchives,2,AFG_008,isad:rub:2938,https://data.rubenianum.be/ead/ark:/86530/f5b1b234-f3f2-5f04-a01e-eb7571b77ffa
9b6f25d1-697b-5963-ba42-37f7da63a753,tg:rubgr:836,AssociatedArchives,2,AFG_014,isad:rub:2944,https://data.rubenianum.be/ead/ark:/86530/ebd0b9f2-4ffe-5716-a026-a4089452127e
73e48b64-84bd-594f-9052-5d40cf7594dc,tg:rubgr:4302,AssociatedArchives,2,AFG_009,isad:rub:2939,https://data.rubenianum.be/ead/ark:/86530/27a57e60-280a-5f8f-9a79-de721fa9a643
c9d69253-d9f4-5653-9a02-4ecc16bae90a,tg:rubgr:4928,AssociatedArchives,2,AFG_017,isad:rub:2947,https://data.rubenianum.be/ead/ark:/86530/5f34d27e-7bd6-5644-a631-8da8388d2142
5f2ea5d5-7f75-52a1-b379-ac5ffc06129d,tg:rubgr:4494,AssociatedArchives,2,AFG_041,isad:rub:2971,https://data.rubenianum.be/ead/ark:/86530/82a5d593-b715-5f6c-bc85-7abbdc74cabd
56460c33-ef61-5704-a6a5-95aea4df9817,tg:rubgr:1696,AssociatedArchives,2,AFG_047,isad:rub:2977,https://data.rubenianum.be/ead/ark:/86530/c8507344-f127-51a3-821f-bf327e3103ea
2c0df62c-af69-5f2e-8f05-a588516431a2,tg:rubgr:2110,AssociatedArchives,2,AFG_010,isad:rub:2940,https://data.rubenianum.be/ead/ark:/86530/0b0926d5-bcda-5383-be61-b96eb86fe671
0b9d96ea-fbb5-59ef-8a42-410073526e52,tg:rubgr:3886,AssociatedArchives,2,AFG_011,isad:rub:2941,https://data.rubenianum.be/ead/ark:/86530/b397447c-8770-536c-aeec-58bab2d5c771
b48e2316-e3f3-560e-92c3-b382c2f5a858,tg:rubgr:5051,AssociatedArchives,2,AFG_007,isad:rub:2937,https://data.rubenianum.be/ead/ark:/86530/b0de98c3-2012-5532-a25f-5638b142d769
3a648575-f0f0-54e4-ae47-ad3f236fe5f1,tg:rubgr:4210,AssociatedArchives,2,AFG_036,isad:rub:2966,https://data.rubenianum.be/ead/ark:/86530/0d737893-927c-5c01-9199-52ef14ed26b4
e75dc1f0-693f-5352-bc04-33d05fafc976,tg:rubgr:4355,AssociatedArchives,2,AFG_004,isad:rub:2934,https://data.rubenianum.be/ead/ark:/86530/16df42a9-12b0-5440-8a47-5ecf1a6559d9
4bee6b5b-ae83-5cda-99b9-26a088c2ea41,tg:rubgr:5114,AssociatedArchives,2,AFG_019,isad:rub:2949,https://data.rubenianum.be/ead/ark:/86530/a2831777-5bc3-554f-9665-14ef4be7053d
6c930e39-f549-58aa-b13d-17b7d82b2314,tg:rubgr:4139,AssociatedArchives,2,AFG_044,isad:rub:2974,https://data.rubenianum.be/ead/ark:/86530/b9be9768-7480-5e92-a83e-1208dfd73c6c
c3e708b4-16e9-56a8-90e4-280d639caeab,tg:rubgr:4138,AssociatedArchives,2,AFG_037,isad:rub:2967,https://data.rubenianum.be/ead/ark:/86530/00d4c7a9-3933-5940-b6c2-a10f2558e0c9
349aa1da-59d3-57f4-8f9c-d8f0f1675195,tg:rubgr:4211,AssociatedArchives,2,AFG_006,isad:rub:2936,https://data.rubenianum.be/ead/ark:/86530/60e66e6f-9215-5084-a0bb-5c64fd44667a
a4b91cda-3133-5585-ab33-1ded97c8c575,tg:rubgr:5115,AssociatedArchives,2,AFG_005,isad:rub:2935,https://data.rubenianum.be/ead/ark:/86530/d2d2d9a8-fa87-5149-ab64-a4631a2680a3
1765578d-6ddf-56e3-880a-e1b6c8d6287d,tg:rubgr:1855,AssociatedArchives,2,AFG_001,isad:rub:2930,https://data.rubenianum.be/ead/ark:/86530/232883ae-1d65-5082-8020-8f39afe8e5a5
7930aaa7-8025-5c20-901b-b0d757c56096,tg:rubgr:4929,AssociatedArchives,2,AFG_022,isad:rub:2952,https://data.rubenianum.be/ead/ark:/86530/5af1b7bf-aa40-5aa6-84e9-00c0efbacdb0
b6a91651-6531-5c53-a207-d7c3ea44d202,tg:rubgr:1697,AssociatedArchives,2,AFG_018,isad:rub:2948,https://data.rubenianum.be/ead/ark:/86530/7f3ae116-5b5c-550e-9a80-eee29eb7679d
a7e90956-6ebb-516b-9d95-4743dbae036f,tg:rubgr:4246,AssociatedArchives,2,AFG_054,isad:rub:2984,https://data.rubenianum.be/ead/ark:/86530/1dc2f02a-fdcf-550e-8b0e-6d567fcb3ddf
65d9ec45-1ce4-5c73-979b-605437062ac9,tg:rubgr:7,AssociatedArchives,2,AFG_007,isad:rub:2937,https://data.rubenianum.be/ead/ark:/86530/b0de98c3-2012-5532-a25f-5638b142d769
23b7289e-1dd2-578f-8204-feae4ba20a07,tg:rubgr:5142,AssociatedArchives,2,AFG_021,isad:rub:2951,https://data.rubenianum.be/ead/ark:/86530/c35447a0-a6ac-5ce4-aa37-3d560680432e
de441251-0e68-5da6-9fdb-2b54d1d416a9,tg:rubgr:4753,AssociatedArchives,2,AFG_005,isad:rub:2935,https://data.rubenianum.be/ead/ark:/86530/d2d2d9a8-fa87-5149-ab64-a4631a2680a3
b844db5d-1390-5511-9faf-84b7ae45abbd,tg:rubgr:5338,AssociatedArchives,2,AFG_038,isad:rub:2968,https://data.rubenianum.be/ead/ark:/86530/9c66368b-a660-5150-9048-5921fe7fd360
704716f9-1691-5f7c-a747-6a159a4c57a7,tg:rubgr:4529,AssociatedArchives,2,AFG_015,isad:rub:2945,https://data.rubenianum.be/ead/ark:/86530/914d1358-bfcf-568d-9cb0-0958a0a8bf0d
7148c8fd-6c76-5382-b621-15be48de3d33,tg:rubgr:1547,AssociatedArchives,2,AFG_014,isad:rub:2944,https://data.rubenianum.be/ead/ark:/86530/ebd0b9f2-4ffe-5716-a026-a4089452127e
a111438e-1b99-5a79-9d2b-183c787efe7c,tg:rubgr:4315,AssociatedArchives,2,AFG_009,isad:rub:2939,https://data.rubenianum.be/ead/ark:/86530/27a57e60-280a-5f8f-9a79-de721fa9a643
ff3c1745-79c5-577f-88b5-6c084e6193ea,tg:rubgr:5154,AssociatedArchives,2,AFG_021,isad:rub:2951,https://data.rubenianum.be/ead/ark:/86530/c35447a0-a6ac-5ce4-aa37-3d560680432e
faf0e9f9-8e75-5c1f-8921-611b132c66e7,tg:rubgr:3468,AssociatedArchives,2,AFG_020,isad:rub:2950,https://data.rubenianum.be/ead/ark:/86530/d6f8d586-3f97-55ce-b837-83138c7a61e3
c042ed00-3900-5399-b9d8-716fda90e949,tg:rubgr:4505,AssociatedArchives,2,AFG_025,isad:rub:2955,https://data.rubenianum.be/ead/ark:/86530/5bd294a0-d455-5ba5-8330-3124764d777e
4dce0a70-2ed9-59d0-9c81-4d5440b8f2f7,tg:rubgr:4769,AssociatedArchives,2,AFG_125,isad:rub:3047,https://data.rubenianum.be/ead/ark:/86530/6835f5d5-a1be-5bc9-ab80-0bb8f1c33086
f43bf94b-2fc4-553a-b521-ad9595c4f434,tg:rubgr:4786,AssociatedArchives,2,AFG_125,isad:rub:3047,https://data.rubenianum.be/ead/ark:/86530/6835f5d5-a1be-5bc9-ab80-0bb8f1c33086
d27d39bb-c4f3-5f7d-b229-38429fa663dc,tg:rubgr:5343,AssociatedArchives,2,AFG_041,isad:rub:2971,https://data.rubenianum.be/ead/ark:/86530/82a5d593-b715-5f6c-bc85-7abbdc74cabd
2f66c8d2-0650-5c9e-92f6-23c4b2b8c371,tg:rubgr:4102,AssociatedArchives,2,AFG_021,isad:rub:2951,https://data.rubenianum.be/ead/ark:/86530/c35447a0-a6ac-5ce4-aa37-3d560680432e
75811ea5-486c-5d0e-9789-2027555b4b24,tg:rubgr:4381,AssociatedArchives,2,AFG_038,isad:rub:2968,https://data.rubenianum.be/ead/ark:/86530/9c66368b-a660-5150-9048-5921fe7fd360
92f04253-64f5-5d00-9c9e-a827d31750a9,tg:rubgr:4817,AssociatedArchives,2,AFG_003,isad:rub:2933,https://data.rubenianum.be/ead/ark:/86530/198948e1-0623-5404-9a6f-d2e0aeec0bbe
7a741b98-bab5-57cc-b0ae-61f991e4383f,tg:rubgr:5210,AssociatedArchives,2,AFG_021,isad:rub:2951,https://data.rubenianum.be/ead/ark:/86530/c35447a0-a6ac-5ce4-aa37-3d560680432e
d898da00-4fe1-51ac-b1fb-7eba5f1f38bb,tg:rubgr:5139,AssociatedArchives,2,AFG_021,isad:rub:2951,https://data.rubenianum.be/ead/ark:/86530/c35447a0-a6ac-5ce4-aa37-3d560680432e
e104c4c3-fe40-532d-9da9-d237162a0bc2,tg:rubgr:2097,AssociatedArchives,2,AFG_041,isad:rub:2971,https://data.rubenianum.be/ead/ark:/86530/82a5d593-b715-5f6c-bc85-7abbdc74cabd
f9f80cdc-0a47-5a8e-9669-c764a530bb62,tg:rubgr:4840,AssociatedArchives,2,AFG_033,isad:rub:2963,https://data.rubenianum.be/ead/ark:/86530/0cae47e6-0c2a-512b-99c4-6749e74c14af
5aab0c53-660f-57e2-b49c-91f337918879,tg:rubgr:1341,AssociatedArchives,2,AFG_035,isad:rub:2965,https://data.rubenianum.be/ead/ark:/86530/a0063b68-54b3-579c-9976-64e47aa4b08f
b6b453a5-ab21-53cb-b91f-d115ef354dae,tg:rubgr:4006,AssociatedArchives,2,AFG_022,isad:rub:2952,https://data.rubenianum.be/ead/ark:/86530/5af1b7bf-aa40-5aa6-84e9-00c0efbacdb0
2adc565c-6170-5992-a802-273c15dcda24,tg:rubgr:1654,AssociatedArchives,2,AFG_050,isad:rub:2980,https://data.rubenianum.be/ead/ark:/86530/ad45d758-1188-59d2-96d1-05c4bf9790c9
5f7a7299-f025-5d53-8289-38dcfa56b837,tg:rubgr:3472,AssociatedArchives,2,AFG_038,isad:rub:2968,https://data.rubenianum.be/ead/ark:/86530/9c66368b-a660-5150-9048-5921fe7fd360
9a6a4dda-8df1-5fc7-af25-2201d8d06ee6,tg:rubgr:1336,AssociatedArchives,2,AFG_035,isad:rub:2965,https://data.rubenianum.be/ead/ark:/86530/a0063b68-54b3-579c-9976-64e47aa4b08f
0ed89c53-9b06-5ce8-88fe-b7777bd7a329,tg:rubgr:4134,AssociatedArchives,2,AFG_016,isad:rub:2946,https://data.rubenianum.be/ead/ark:/86530/e550af5b-b030-58f1-baa1-3850ebb9b55d
4fee4bed-32ee-5cf0-abe7-2946250ae951,tg:rubgr:4499,AssociatedArchives,2,AFG_002,isad:rub:2932,https://data.rubenianum.be/ead/ark:/86530/b37f3b0e-489f-5c47-a81d-7d3ba87005b0
de40bc1e-8c76-5077-98b2-45d0d0d23a5e,tg:rubgr:4533,AssociatedArchives,2,AFG_024,isad:rub:2954,https://data.rubenianum.be/ead/ark:/86530/1f85698f-fffc-5dd3-8512-f96ac74b47d3
555a22d1-a664-53cd-804a-85515732cee7,tg:rubgr:5158,AssociatedArchives,2,AFG_021,isad:rub:2951,https://data.rubenianum.be/ead/ark:/86530/c35447a0-a6ac-5ce4-aa37-3d560680432e
57cd7876-8884-5909-9bd0-cbafcf8601cf,tg:rubgr:4460,AssociatedArchives,2,AFG_022,isad:rub:2952,https://data.rubenianum.be/ead/ark:/86530/5af1b7bf-aa40-5aa6-84e9-00c0efbacdb0
6086165b-db69-5e56-abd1-b416f45dc660,tg:rubgr:5334,AssociatedArchives,2,AFG_044,isad:rub:2974,https://data.rubenianum.be/ead/ark:/86530/b9be9768-7480-5e92-a83e-1208dfd73c6c
2a4c0c0f-8f81-53c1-98e5-d24e76d01841,tg:rubgr:3464,AssociatedArchives,2,AFG_039,isad:rub:2969,https://data.rubenianum.be/ead/ark:/86530/1a0741cb-5346-52b8-bb5e-5f8dc9f5e753
c544ebd0-11fe-58cf-ae00-c4ccbbcb3d96,tg:rubgr:4821,AssociatedArchives,2,AFG_008,isad:rub:2938,https://data.rubenianum.be/ead/ark:/86530/f5b1b234-f3f2-5f04-a01e-eb7571b77ffa
09dc1e3c-8d94-544c-af52-4c3b4a2ab9a8,tg:rubgr:1567,AssociatedArchives,2,AFG_005,isad:rub:2935,https://data.rubenianum.be/ead/ark:/86530/d2d2d9a8-fa87-5149-ab64-a4631a2680a3
6491de82-e2aa-5555-b559-9846f19dec57,tg:rubgr:4765,AssociatedArchives,2,AFG_125,isad:rub:3047,https://data.rubenianum.be/ead/ark:/86530/6835f5d5-a1be-5bc9-ab80-0bb8f1c33086
88f9befb-e400-5209-a4ac-31e5912345da,tg:rubgr:4362,AssociatedArchives,2,AFG_008,isad:rub:2938,https://data.rubenianum.be/ead/ark:/86530/f5b1b234-f3f2-5f04-a01e-eb7571b77ffa
a36a7166-eb5b-5662-ac83-802a712ec1ec,tg:rubgr:4677,AssociatedArchives,2,AFG_038,isad:rub:2968,https://data.rubenianum.be/ead/ark:/86530/9c66368b-a660-5150-9048-5921fe7fd360
12bbc5fc-ecc8-55b7-b4fe-62f1fb059253,tg:rubgr:4374,AssociatedArchives,2,AFG_007,isad:rub:2937,https://data.rubenianum.be/ead/ark:/86530/b0de98c3-2012-5532-a25f-5638b142d769
3e0da625-02d8-56df-8589-fdeb49a339d6,tg:rubgr:790,AssociatedArchives,2,AFG_016,isad:rub:2946,https://data.rubenianum.be/ead/ark:/86530/e550af5b-b030-58f1-baa1-3850ebb9b55d
4be9794c-7606-5427-92b3-6e6d080d739a,tg:rubgr:4773,AssociatedArchives,2,AFG_125,isad:rub:3047,https://data.rubenianum.be/ead/ark:/86530/6835f5d5-a1be-5bc9-ab80-0bb8f1c33086
96bb315c-0e42-59ad-97bc-bc7a996d51b9,tg:rubgr:4778,AssociatedArchives,2,AFG_125,isad:rub:3047,https://data.rubenianum.be/ead/ark:/86530/6835f5d5-a1be-5bc9-ab80-0bb8f1c33086
96e2526f-723b-5922-9cf1-ff6383ee189b,tg:rubgr:3951,AssociatedArchives,2,AFG_019,isad:rub:2949,https://data.rubenianum.be/ead/ark:/86530/a2831777-5bc3-554f-9665-14ef4be7053d
e9d27897-13f4-5b89-bd72-8737b988ba99,tg:rubgr:1891,AssociatedArchives,2,AFG_005,isad:rub:2935,https://data.rubenianum.be/ead/ark:/86530/d2d2d9a8-fa87-5149-ab64-a4631a2680a3
d75df19d-f939-59bb-9aae-8d0e25f1b92c,tg:rubgr:4390,AssociatedArchives,2,AFG_039,isad:rub:2969,https://data.rubenianum.be/ead/ark:/86530/1a0741cb-5346-52b8-bb5e-5f8dc9f5e753
e0700bc7-189a-5154-9f47-fd6083ca3700,tg:rubgr:4056,AssociatedArchives,2,AFG_128,isad:rub:3050,https://data.rubenianum.be/ead/ark:/86530/cdeede11-a050-56c9-b292-e75e0ea3594a
94a74f00-fc0e-5eab-a297-107e559de209,tg:rubgr:1868,AssociatedArchives,2,AFG_017,isad:rub:2947,https://data.rubenianum.be/ead/ark:/86530/5f34d27e-7bd6-5644-a631-8da8388d2142
eeb32f4b-b9b0-5cb6-9223-8ca26311cea7,tg:rubgr:4369,AssociatedArchives,2,AFG_045,isad:rub:2975,https://data.rubenianum.be/ead/ark:/86530/2cbf22a3-dfb8-56f8-926b-ff0158efbc3f
16bd8dfd-5d4f-5908-bec9-9e66e757137d,tg:rubgr:3910,AssociatedArchives,2,AFG_042,isad:rub:2972,https://data.rubenianum.be/ead/ark:/86530/a6399082-cb2f-5773-b94e-8bba88ba3987
62080d6c-3d4b-506f-95c2-b3bda1263238,tg:rubgr:4781,AssociatedArchives,2,AFG_125,isad:rub:3047,https://data.rubenianum.be/ead/ark:/86530/6835f5d5-a1be-5bc9-ab80-0bb8f1c33086
8477563b-f77d-5ddf-9589-7c8ce5373a0a,tg:rubgr:3480,AssociatedArchives,2,AFG_054,isad:rub:2984,https://data.rubenianum.be/ead/ark:/86530/1dc2f02a-fdcf-550e-8b0e-6d567fcb3ddf
4ebdb960-917e-5368-956f-cfd95f7fba31,tg:rubgr:4129,AssociatedArchives,2,AFG_005,isad:rub:2935,https://data.rubenianum.be/ead/ark:/86530/d2d2d9a8-fa87-5149-ab64-a4631a2680a3
d0912f2c-e2d3-5fa1-ab45-7c6fe40b0e16,tg:rubgr:4257,AssociatedArchives,2,AFG_024,isad:rub:2954,https://data.rubenianum.be/ead/ark:/86530/1f85698f-fffc-5dd3-8512-f96ac74b47d3
1f3c67b8-970b-54cb-a488-be7ab7d71503,tg:rubgr:719,AssociatedArchives,2,AFG_003,isad:rub:2933,https://data.rubenianum.be/ead/ark:/86530/198948e1-0623-5404-9a6f-d2e0aeec0bbe
2cb82c77-7312-5ad8-ac3b-7bd12882aa63,tg:rubgr:4241,AssociatedArchives,2,AFG_017,isad:rub:2947,https://data.rubenianum.be/ead/ark:/86530/5f34d27e-7bd6-5644-a631-8da8388d2142
d2dfadf0-7223-528f-a8d9-4ea77b3acba9,tg:rubgr:426,AssociatedArchives,2,AFG_008,isad:rub:2938,https://data.rubenianum.be/ead/ark:/86530/f5b1b234-f3f2-5f04-a01e-eb7571b77ffa
0c6753b2-7185-5042-b021-9dc36a024e40,tg:rubgr:1106,AssociatedArchives,2,AFG_017,isad:rub:2947,https://data.rubenianum.be/ead/ark:/86530/5f34d27e-7bd6-5644-a631-8da8388d2142
c4b1e47e-6f1a-52d6-9998-567f6a07daf4,tg:rubgr:4538,AssociatedArchives,2,AFG_037,isad:rub:2967,https://data.rubenianum.be/ead/ark:/86530/00d4c7a9-3933-5940-b6c2-a10f2558e0c9
86a2c86e-ad14-5634-b96c-4be05a037692,tg:rubgr:3479,AssociatedArchives,2,AFG_004,isad:rub:2934,https://data.rubenianum.be/ead/ark:/86530/16df42a9-12b0-5440-8a47-5ecf1a6559d9
a0452cf3-80ae-58b3-95d0-3b080ce93cc7,tg:rubgr:4996,AssociatedArchives,2,AFG_002,isad:rub:2932,https://data.rubenianum.be/ead/ark:/86530/b37f3b0e-489f-5c47-a81d-7d3ba87005b0
25debf56-730e-5022-bca8-2c600bca75a3,tg:rubgr:4148,AssociatedArchives,2,AFG_017,isad:rub:2947,https://data.rubenianum.be/ead/ark:/86530/5f34d27e-7bd6-5644-a631-8da8388d2142
5b083efa-61c4-551b-8830-ebcd702fff8a,tg:rubgr:2073,AssociatedArchives,2,AFG_019,isad:rub:2949,https://data.rubenianum.be/ead/ark:/86530/a2831777-5bc3-554f-9665-14ef4be7053d
