ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type
22d797ec-960a-599f-97f1-3681de8dab28,tg:lhhs:13711_#1,e22_AcquisitionNumbers,1,217815/1-31,aanwinst nummer
7e11ff13-4289-5212-8e25-ad3fe32614d9,tg:lhhs:6176_#1,e22_AcquisitionNumbers,1,46726,aanwinst nummer
25b4613a-2f1c-535d-8c73-be558821b1bd,tg:lhhs:10503_#1,e22_AcquisitionNumbers,1,200251/7a-b,aanwinst nummer
f298e0cd-186a-5f2d-af00-7f0a9a6ba53f,tg:lhhs:20278_#1,e22_AcquisitionNumbers,1,69827,aanwinst nummer
66628717-8641-584f-9407-ddf4377752e8,tg:lhhs:15325_#1,e22_AcquisitionNumbers,1,26861/3,aanwinst nummer
da78ae33-abaf-5bfe-bf60-1fd8fcf6ff39,tg:lhhs:598_#1,e22_AcquisitionNumbers,1,129024/1,aanwinst nummer
dea86b06-4f7f-5f98-81d6-e176f2e031c2,tg:lhhs:1048_#1,e22_AcquisitionNumbers,1,47944/3,aanwinst nummer
096356f6-3487-5ccc-bf6e-86d92f389295,tg:lhhs:5364_#1,e22_AcquisitionNumbers,1,52703/a - b,aanwinst nummer
fdf990ea-c9a4-516a-a3fe-c2904e073ae8,tg:lhhs:6997_#1,e22_AcquisitionNumbers,1,113172,aanwinst nummer
6a507a23-c85d-50ed-9619-d0daeb86bf23,tg:lhhs:13669_#1,e22_AcquisitionNumbers,1,178932/a-c,aanwinst nummer
e598a07a-def3-50ca-803e-d68797daa57d,tg:lhhs:7504_#1,e22_AcquisitionNumbers,1,111364/1a-g,aanwinst nummer
776ef412-031b-5595-8eac-d42f40a5956f,tg:lhhs:3628_#1,e22_AcquisitionNumbers,1,129916/a-c,aanwinst nummer
9674fb50-804b-5736-b935-405417970521,tg:lhhs:2322_#1,e22_AcquisitionNumbers,1,40378/1-6,aanwinst nummer
6615317a-0ccc-5827-aa8c-f161517a336b,tg:lhhs:12363_#1,e22_AcquisitionNumbers,1,88368,aanwinst nummer
026a5354-b62d-5615-b0a0-81a874eba782,tg:lhhs:31_#1,e22_AcquisitionNumbers,1,123438,aanwinst nummer
45d0d692-f7c6-5c32-be7c-b95c9634e7b5,tg:lhhs:11990_#1,e22_AcquisitionNumbers,1,201644/1-6,aanwinst nummer
3afc6bce-dbef-5f35-9119-526f100ec0cc,tg:lhhs:13701_#1,e22_AcquisitionNumbers,1,217507,aanwinst nummer
47a30352-d672-55c5-a11e-ebfd6eab829f,tg:lhhs:3740_#1,e22_AcquisitionNumbers,1,36563/23,aanwinst nummer
fe377178-32c9-5822-ba94-c80def60f97e,tg:lhhs:16127_#1,e22_AcquisitionNumbers,1,7009,aanwinst nummer
5d33ff0e-a133-590e-abfc-c2a80fe46d45,tg:lhhs:6166_#1,e22_AcquisitionNumbers,1,92438/104,aanwinst nummer
542b10e4-d8b0-5adb-800e-6939f6207040,tg:lhhs:20310_#1,e22_AcquisitionNumbers,1,103485/1,aanwinst nummer
7512194d-0438-5808-b93a-5df0af6d3d9c,tg:lhhs:4706_#1,e22_AcquisitionNumbers,1,161541/5,aanwinst nummer
685871e6-e259-5256-a82a-527baf74e5b1,tg:lhhs:14747_#1,e22_AcquisitionNumbers,1,220918/1-7,aanwinst nummer
c7a99026-5af2-50fb-a61f-1eae62bc569a,tg:lhhs:1120_#1,e22_AcquisitionNumbers,1,178665,aanwinst nummer
609e610e-e738-5c3d-a966-0f12c2f4b30d,tg:lhhs:17555_#1,e22_AcquisitionNumbers,1,134.751 en 92.089,aanwinst nummer
bdf3bf3a-5984-5db4-84f0-fbf660574df9,tg:lhhs:3638_#1,e22_AcquisitionNumbers,1,118886/1A-E,aanwinst nummer
2ea73e06-9624-5f7f-9cbc-6a284e028f6a,tg:lhhs:13679_#1,e22_AcquisitionNumbers,1,203698/1 tot 9,aanwinst nummer
93be8329-2cbf-5c92-a55d-81f0cc50648f,tg:lhhs:7514_#1,e22_AcquisitionNumbers,1,153677/1-13,aanwinst nummer
f80220c2-d793-5eb9-80cc-ba2770833d42,tg:lhhs:12373_#1,e22_AcquisitionNumbers,1,76808,aanwinst nummer
799eadec-782f-5389-85e3-56a5045d14e6,tg:lhhs:11980_#1,e22_AcquisitionNumbers,1,201696/3a-c,aanwinst nummer
b4e404cb-f3bd-54fb-915a-d9dc9a9ae9b2,tg:lhhs:21_#1,e22_AcquisitionNumbers,1,45117,aanwinst nummer
e02c190e-7924-5dd0-8f3f-75c651278ccb,tg:lhhs:2332_#1,e22_AcquisitionNumbers,1,40364/1-3,aanwinst nummer
9ba794f4-cf36-5e33-9e0b-9eda75a05df9,tg:lhhs:10513_#1,e22_AcquisitionNumbers,1,203444,aanwinst nummer
2281d89a-7d81-5240-a0dc-80501a4fe91e,tg:lhhs:20268_#1,e22_AcquisitionNumbers,1,103446,aanwinst nummer
2634c91f-9be2-5d18-be11-6241a3aff0ac,tg:lhhs:11019_#1,e22_AcquisitionNumbers,1,56546,aanwinst nummer
fba7c251-2e57-5287-bb5b-d9f355eacda9,tg:lhhs:5374_#1,e22_AcquisitionNumbers,1,52703/a - b,aanwinst nummer
132d6f56-b131-5a14-9a55-1f1adcc90c5f,tg:lhhs:6987_#1,e22_AcquisitionNumbers,1,149681/41,aanwinst nummer
c7033fb6-effb-51ef-a755-63a78d3aa14e,tg:lhhs:15335_#1,e22_AcquisitionNumbers,1,130705/4,aanwinst nummer
0801cbb8-dda8-5a61-81a0-6efd1fb318cc,tg:lhhs:588_#1,e22_AcquisitionNumbers,1,63189/1a - g,aanwinst nummer
69a5e935-a943-57ae-97f1-ba9277fb6095,tg:lhhs:1058_#1,e22_AcquisitionNumbers,1,47944/1,aanwinst nummer
7c593202-18d3-58bf-be28-fa6601aa3221,tg:lhhs:4143_#1,e22_AcquisitionNumbers,1,92193/aa,aanwinst nummer
22ad31aa-2642-56b1-b72e-29d297e1a482,tg:lhhs:14102_#1,e22_AcquisitionNumbers,1,177088,aanwinst nummer
2427c47f-db39-5ecb-817d-68883b3ae415,tg:lhhs:1765_#1,e22_AcquisitionNumbers,1,139337/37,aanwinst nummer
2f8a0e5a-ac9e-5dae-b0ee-76294867c0b0,tg:lhhs:18802_#1,e22_AcquisitionNumbers,1,159569/5,aanwinst nummer
5557548a-9b88-52b0-87c7-ec2e5f06eb41,tg:lhhs:5449_#1,e22_AcquisitionNumbers,1,186195,aanwinst nummer
7531f33e-0149-5f2a-8d36-7d155e2b1110,tg:lhhs:11724_#1,e22_AcquisitionNumbers,1,201403/1a-c,aanwinst nummer
1e52a85c-5c7c-5602-a55e-99353e646f5b,tg:lhhs:7229_#1,e22_AcquisitionNumbers,1,140664/2,aanwinst nummer
36073daa-bd6f-5de2-b271-eb915c64c88d,tg:lhhs:13144_#1,e22_AcquisitionNumbers,1,12611/36 a tot g,aanwinst nummer
cbb8dd00-9b81-59dc-a276-05cde80d4814,tg:lhhs:3105_#1,e22_AcquisitionNumbers,1,119515/1-52,aanwinst nummer
88e39839-76ef-576e-812c-69f77a7f6236,tg:lhhs:17268_#1,e22_AcquisitionNumbers,1,135144/1,aanwinst nummer
e6b61081-f905-53e2-a4fb-e02106d3c2f4,tg:lhhs:16762_#1,e22_AcquisitionNumbers,1,53212,aanwinst nummer
5c1830c1-3871-5c5f-9b15-35b95999b631,tg:lhhs:6723_#1,e22_AcquisitionNumbers,1,157505/1-2,aanwinst nummer
135efba1-be9b-50d2-8511-f8e37d25ca6e,tg:lhhs:10356_#1,e22_AcquisitionNumbers,1,203374,aanwinst nummer
ab848058-8b78-5593-8327-b9cc323bdc04,tg:lhhs:5531_#1,e22_AcquisitionNumbers,1,130702/183,aanwinst nummer
4f7784dd-4676-5b4e-aeb5-ae03884f17d8,tg:lhhs:15570_#1,e22_AcquisitionNumbers,1,127440,aanwinst nummer
5310df74-2f0a-55d1-b5c5-8bf5d31c0b13,tg:lhhs:17310_#1,e22_AcquisitionNumbers,1,99139/34,aanwinst nummer
d981b7f6-d3a5-5489-bdcd-3fb27e526d70,tg:lhhs:7351_#1,e22_AcquisitionNumbers,1,35607/123,aanwinst nummer
f3599ee0-863a-54dc-bd5b-44b218d9a7f4,tg:lhhs:12536_#1,e22_AcquisitionNumbers,1,29719,aanwinst nummer
f0dbfdb2-f489-5d2d-be3c-668734d5029d,tg:lhhs:2577_#1,e22_AcquisitionNumbers,1,138146,aanwinst nummer
3114dc8f-6955-576b-add1-353d98ed1b3a,tg:lhhs:3115_#1,e22_AcquisitionNumbers,1,38478/3,aanwinst nummer
a0704d9d-cc6d-5a3c-a7ab-8af4d24b206a,tg:lhhs:7239_#1,e22_AcquisitionNumbers,1,8803,aanwinst nummer
544a97fa-a67e-57b5-90b8-eb6532daca6c,tg:lhhs:13154_#1,e22_AcquisitionNumbers,1,210579,aanwinst nummer
3dd5ab18-dfb7-538c-b64d-c0933b42a944,tg:lhhs:6733_#1,e22_AcquisitionNumbers,1,136418/1-7,aanwinst nummer
7f320430-b6cd-5595-b560-0c2e74b2ad5e,tg:lhhs:16772_#1,e22_AcquisitionNumbers,1,53212,aanwinst nummer
66f2aaa0-b088-5a26-8e1b-0c8e217a9f6c,tg:lhhs:14112_#1,e22_AcquisitionNumbers,1,201804/1-482,aanwinst nummer
d4e7a871-b5b5-5749-996b-9acd4a356bf4,tg:lhhs:4153_#1,e22_AcquisitionNumbers,1,36741/1,aanwinst nummer
5932d83e-e8ce-5f07-865f-f001b16c4317,tg:lhhs:20545_#1,e22_AcquisitionNumbers,1,138148/a-d,aanwinst nummer
c3f18fe5-8b41-5270-816e-0612a220002e,tg:lhhs:5459_#1,e22_AcquisitionNumbers,1,79840,aanwinst nummer
93316fd2-eb49-586c-8bca-508c2136a5b6,tg:lhhs:11734_#1,e22_AcquisitionNumbers,1,201403/1a-i,aanwinst nummer
eac6ec5a-73f1-52ee-8d16-b0d2f2075043,tg:lhhs:1775_#1,e22_AcquisitionNumbers,1,150935/2,aanwinst nummer
4d32ea22-5b57-5ee5-a6d2-cba377e95db7,tg:lhhs:7341_#1,e22_AcquisitionNumbers,1,71024,aanwinst nummer
633b2f25-f5b7-5670-b8b6-c56b0fea0b8b,tg:lhhs:17300_#1,e22_AcquisitionNumbers,1,135930/a-m,aanwinst nummer
9b888e35-faa6-53ee-b12c-3c2d69b7f2d4,tg:lhhs:2567_#1,e22_AcquisitionNumbers,1,89853,aanwinst nummer
58d7dc5a-3e32-5bdd-8468-f2918571d654,tg:lhhs:12526_#1,e22_AcquisitionNumbers,1,87194/61,aanwinst nummer
5a451ad3-a5ea-52dc-a862-fc9a98422fc2,tg:lhhs:10346_#1,e22_AcquisitionNumbers,1,203385,aanwinst nummer
fe846635-3a8a-5505-91db-afea4dc3f466,tg:lhhs:5521_#1,e22_AcquisitionNumbers,1,130702/385,aanwinst nummer
69e5f5cb-74b2-5a61-9910-fb01d463553b,tg:lhhs:2769_#1,e22_AcquisitionNumbers,1,95626,aanwinst nummer
9f2543b5-ca22-5ac6-a506-f8d8c48c6cd1,tg:lhhs:12728_#1,e22_AcquisitionNumbers,1,162942,aanwinst nummer
3f76a426-04f8-506d-8553-136104a41da3,tg:lhhs:6445_#1,e22_AcquisitionNumbers,1,202756/60,aanwinst nummer
4dfe4ae9-f513-5cdf-8dd7-55276e6d2508,tg:lhhs:13222_#1,e22_AcquisitionNumbers,1,210566/1-2,aanwinst nummer
250bff6d-db58-5579-980b-b39a1efdeeca,tg:lhhs:3263_#1,e22_AcquisitionNumbers,1,152346/1b-c,aanwinst nummer
e6cdcfe9-908f-5189-9d36-de36429d1351,tg:lhhs:1403_#1,e22_AcquisitionNumbers,1,202519/6,aanwinst nummer
80b35e4a-c5dc-5db0-bfb8-f0bd6d3ee15c,tg:lhhs:11442_#1,e22_AcquisitionNumbers,1,200909/1-14,aanwinst nummer
5553c25d-b258-57bb-a576-6a0e80bc5437,tg:lhhs:10148_#1,e22_AcquisitionNumbers,1,56546,aanwinst nummer
426fd970-f322-59ea-a0aa-4dfce41d9d6e,tg:lhhs:4225_#1,e22_AcquisitionNumbers,1,71071/28,aanwinst nummer
123c3457-56d1-550a-9556-8d216e39ee3d,tg:lhhs:17897_#1,e22_AcquisitionNumbers,1,23054,aanwinst nummer
835ee78d-ed4b-545c-a1b6-73dc75fd3501,tg:lhhs:14264_#1,e22_AcquisitionNumbers,1,218033/1-6,aanwinst nummer
665d5eca-2343-5931-ad67-a6e6fecc2e63,tg:lhhs:12650_#1,e22_AcquisitionNumbers,1,98171,aanwinst nummer
750d54c8-5a75-575e-94a5-288940e3bf46,tg:lhhs:2611_#1,e22_AcquisitionNumbers,1,195714/22a-f,aanwinst nummer
70cfb3f1-2778-5985-995d-c0c22b9503e1,tg:lhhs:932_#1,e22_AcquisitionNumbers,1,198053/2,aanwinst nummer
ee9b7811-08c6-5518-ab30-b8608d37d20c,tg:lhhs:17076_#1,e22_AcquisitionNumbers,1,149588,aanwinst nummer
89e7316b-a002-5987-9c29-922563f14945,tg:lhhs:7037_#1,e22_AcquisitionNumbers,1,82784/6,aanwinst nummer
24c71e8d-8fe2-561e-bdb1-81a4b08d2ce0,tg:lhhs:5657_#1,e22_AcquisitionNumbers,1,57642,aanwinst nummer
41da016e-a870-5e3a-82fa-5bf3abe1add2,tg:lhhs:10030_#1,e22_AcquisitionNumbers,1,164721,aanwinst nummer
06b3e865-94e0-5c66-9547-dad12dc2d8e8,tg:lhhs:11452_#1,e22_AcquisitionNumbers,1,200900/1-3,aanwinst nummer
54141ca2-198d-58fd-9308-2ca2ba1b6a82,tg:lhhs:1413_#1,e22_AcquisitionNumbers,1,38707/12,aanwinst nummer
9f8cc854-9de6-58bf-8da6-67f6dfefa627,tg:lhhs:17887_#1,e22_AcquisitionNumbers,1,132680/19,aanwinst nummer
1794db96-9916-5bdf-bc6e-2e01124c2f0e,tg:lhhs:14274_#1,e22_AcquisitionNumbers,1,85945/2a-h,aanwinst nummer
137be845-de92-5ada-9920-39d1e4ea7628,tg:lhhs:10158_#1,e22_AcquisitionNumbers,1,56546,aanwinst nummer
cddc3316-1d12-5fef-8e8a-b90d4b8ff402,tg:lhhs:4235_#1,e22_AcquisitionNumbers,1,71071/44-48,aanwinst nummer
00c4c181-7081-5d43-97cd-1d4ff8907703,tg:lhhs:12738_#1,e22_AcquisitionNumbers,1,24184,aanwinst nummer
63b1649d-20ed-5f08-865c-8ee9b74b1feb,tg:lhhs:6455_#1,e22_AcquisitionNumbers,1,202756/83,aanwinst nummer
bcb2f649-9181-5767-9319-37eeb5ebc663,tg:lhhs:2779_#1,e22_AcquisitionNumbers,1,10095/5-9,aanwinst nummer
aaf88b2b-20df-5d14-bafe-8240d7f31bd1,tg:lhhs:3273_#1,e22_AcquisitionNumbers,1,152346/5c-k,aanwinst nummer
018e1045-6898-5a5b-a081-7913a3ec14aa,tg:lhhs:13232_#1,e22_AcquisitionNumbers,1,210940/3a-c,aanwinst nummer
3da489d0-f420-5696-88a6-66376e33aa6f,tg:lhhs:5647_#1,e22_AcquisitionNumbers,1,86074/10,aanwinst nummer
cbd732a7-6c23-5b78-bccf-4079eb2ed002,tg:lhhs:10020_#1,e22_AcquisitionNumbers,1,200269,aanwinst nummer
38da52fd-cd08-5b62-8a98-c10501ee88fc,tg:lhhs:922_#1,e22_AcquisitionNumbers,1,169120/9 - 12,aanwinst nummer
73ebf5e1-00f6-5b22-9834-74b153d02454,tg:lhhs:12640_#1,e22_AcquisitionNumbers,1,38451,aanwinst nummer
ed981005-9599-5fed-a2d5-8ce1560aa038,tg:lhhs:18395_#1,e22_AcquisitionNumbers,1,202511/1 - 202511/15,aanwinst nummer
d76ff2e8-032a-55a3-8125-5b12f1831e0e,tg:lhhs:7027_#1,e22_AcquisitionNumbers,1,82784/1,aanwinst nummer
9f063281-c5d8-5c9c-b8a5-f01d8ec1b007,tg:lhhs:17066_#1,e22_AcquisitionNumbers,1,149448,aanwinst nummer
346eba99-837a-5cec-a0d9-8957fe799d8c,tg:lhhs:6210_#1,e22_AcquisitionNumbers,1,92438/140,aanwinst nummer
9437c4f2-47e0-5d0b-a15e-2e3bac4e99dd,tg:lhhs:11217_#1,e22_AcquisitionNumbers,1,203479,aanwinst nummer
ff338b86-de01-555d-ba5b-8f9eeda138e8,tg:lhhs:786_#1,e22_AcquisitionNumbers,1,141465,aanwinst nummer
a16c0618-24a0-5810-b06c-d5c15874d09b,tg:lhhs:1256_#1,e22_AcquisitionNumbers,1,118832/1A-G,aanwinst nummer
3dee3773-1b7a-56b0-8138-140aacee380c,tg:lhhs:14431_#1,e22_AcquisitionNumbers,1,218544/1b,aanwinst nummer
37d09dc7-b7d9-5a87-a1ee-7b37cae7eafe,tg:lhhs:4470_#1,e22_AcquisitionNumbers,1,38/b,aanwinst nummer
70a6c964-1314-55fb-99f5-95d3e724c56b,tg:lhhs:20066_#1,e22_AcquisitionNumbers,1,161067,aanwinst nummer
a4efbb93-f755-5876-8f93-bba9cf67757d,tg:lhhs:2044_#1,e22_AcquisitionNumbers,1,35327/e-h,aanwinst nummer
43c3fb5c-ac46-5b0d-b59b-f376371b8742,tg:lhhs:8591_#1,e22_AcquisitionNumbers,1,202974/a-j,aanwinst nummer
b6c2faef-11d6-59e6-978a-c3ffa3b22811,tg:lhhs:6368_#1,e22_AcquisitionNumbers,1,202755/3,aanwinst nummer
2ea3b36b-88a4-5abe-9207-6ddc2c4afab7,tg:lhhs:12005_#1,e22_AcquisitionNumbers,1,200835,aanwinst nummer
f8959910-c5d2-5772-8a3a-acf656821eef,tg:lhhs:7662_#1,e22_AcquisitionNumbers,1,118968/1a-i,aanwinst nummer
17ba9574-2ad8-56d7-a101-5cd02ffab45b,tg:lhhs:5002_#1,e22_AcquisitionNumbers,1,196509/14,aanwinst nummer
c82690a9-1729-5d3f-9727-02028f220070,tg:lhhs:4508_#1,e22_AcquisitionNumbers,1,25768,aanwinst nummer
8b4ac801-589a-5424-9058-59a754701c9c,tg:lhhs:19943_#1,e22_AcquisitionNumbers,1,86489/13,aanwinst nummer
7884f7af-10a1-54eb-ad64-451b152b731c,tg:lhhs:10665_#1,e22_AcquisitionNumbers,1,47064,aanwinst nummer
4d4e679d-d9f3-5c91-ac01-bee186fcd462,tg:lhhs:14549_#1,e22_AcquisitionNumbers,1,219375/a-c,aanwinst nummer
9c83f3b2-c64d-5486-9e47-3ddceb473c4f,tg:lhhs:9902_#1,e22_AcquisitionNumbers,1,142572/1,aanwinst nummer
69ee3cb1-1ab1-5268-a04b-2f6bbd33172a,tg:lhhs:796_#1,e22_AcquisitionNumbers,1,35623/1-6,aanwinst nummer
92ae3510-fd9e-52be-8912-dfaf49c49fcb,tg:lhhs:1246_#1,e22_AcquisitionNumbers,1,J264/26/26,aanwinst nummer
e8429df8-12da-50db-9e07-4cd3c2d5be5c,tg:lhhs:11207_#1,e22_AcquisitionNumbers,1,56546,aanwinst nummer
27f131bb-430a-5458-8dab-a95bc3327067,tg:lhhs:4460_#1,e22_AcquisitionNumbers,1,38,aanwinst nummer
411ecba3-7728-56c1-a229-26fe91777597,tg:lhhs:14421_#1,e22_AcquisitionNumbers,1,219279/1-77,aanwinst nummer
206bbc50-b826-59c3-a5c7-763ccc4888c2,tg:lhhs:16241_#1,e22_AcquisitionNumbers,1,118510/1,aanwinst nummer
e7e54afe-aac5-5fc9-9c2a-9920f11e0752,tg:lhhs:6200_#1,e22_AcquisitionNumbers,1,92438/130,aanwinst nummer
251bd86f-1445-5e3b-b741-e98759b758be,tg:lhhs:5012_#1,e22_AcquisitionNumbers,1,43735/2,aanwinst nummer
cdd3dca9-d512-52ea-9779-70c96ccc6d34,tg:lhhs:9912_#1,e22_AcquisitionNumbers,1,199377,aanwinst nummer
a0302390-60a6-5c4d-8be6-6ac5e84475e6,tg:lhhs:14559_#1,e22_AcquisitionNumbers,1,219446,aanwinst nummer
8573f0e7-477c-5432-87ff-89f6eb390e9d,tg:lhhs:19953_#1,e22_AcquisitionNumbers,1,15467/1,aanwinst nummer
2722d07b-f940-5044-bb97-6aedc91a874d,tg:lhhs:4518_#1,e22_AcquisitionNumbers,1,135765/10,aanwinst nummer
5c4eb8b2-ca6d-57ba-b45c-d7bdcdfb0f78,tg:lhhs:10675_#1,e22_AcquisitionNumbers,1,42582,aanwinst nummer
0953f7f7-d702-51cb-b2db-6b0890bfe828,tg:lhhs:6378_#1,e22_AcquisitionNumbers,1,202756/7,aanwinst nummer
22c7f49d-6a12-5047-9d96-6c4005ae3821,tg:lhhs:12015_#1,e22_AcquisitionNumbers,1,87037,aanwinst nummer
9cc9bd5c-62fb-5acd-8a3d-205610851add,tg:lhhs:2054_#1,e22_AcquisitionNumbers,1,202629,aanwinst nummer
5cc6f28a-8fb4-55f1-8512-15dba10c5342,tg:lhhs:8581_#1,e22_AcquisitionNumbers,1,123566/aa-ab,aanwinst nummer
59199ea7-2f4c-55ec-b2e0-7757f6bfcdb6,tg:lhhs:17633_#1,e22_AcquisitionNumbers,1,134.819/1-17,aanwinst nummer
d837fb17-4dc1-5413-aa44-ec6654839287,tg:lhhs:7672_#1,e22_AcquisitionNumbers,1,117999/1-192,aanwinst nummer
95e8062e-a7d6-5dd2-8ac1-777f6124ab13,tg:lhhs:5796_#1,e22_AcquisitionNumbers,1,202740/1,aanwinst nummer
555b1016-4bbc-5a77-8f0b-319b6c2c826b,tg:lhhs:10868_#1,e22_AcquisitionNumbers,1,56546,aanwinst nummer
71da26ff-c41f-5dba-92ea-d64ae808cf70,tg:lhhs:8205_#1,e22_AcquisitionNumbers,1,32258/5,aanwinst nummer
efd9e8ee-6919-5dc8-9985-661e69621929,tg:lhhs:12791_#1,e22_AcquisitionNumbers,1,186836/1-174,aanwinst nummer
1b766b48-852e-5143-b854-4ffbe3b25493,tg:lhhs:18244_#1,e22_AcquisitionNumbers,1,85843,aanwinst nummer
