ResourceID,brocade.id,card,order,source_code,ire.isaar.uuid,ISAAR Brocade ID,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,10,kw,f90469b5-514f-5fd6-9c49-e337158d0dc6,au::1850,keywords,,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,11,kw,c987d600-4bab-5bec-b1cd-e1bd6a2b39d5,au::21016,keywords,Fragment uit *Volk*,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,12,kw,dd96c9d7-1bea-52cf-9eb4-f2fafb0cd708,au::18122,keywords,Tekstfragment,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,13,kw,6326b41f-fe7f-58a7-a4e7-da7b542045ed,au::3880,keywords,,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,14,kw,ce3678e2-7363-5a72-b6b1-5cb1ecf4a9e7,au::18437,keywords,Tekening,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,15,kw,194e700f-690d-58d8-93ad-482462939da5,au::18583,keywords,,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,16,kw,9db23628-b2ea-5982-aebe-0b7e1f9b2541,au::9752,keywords,fragment uit *Conchita*,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,17,kw,e3d294b3-325f-53b2-b96c-69090b2eb57a,au::20513,keywords,Muziekfragment,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,18,kw,278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b,au::930,keywords,,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,19,kw,0df1bf6e-7dd1-52ba-ac74-b0dffa6d2349,au::6995,keywords,,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,2,kw,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,keywords,,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,20,kw,49d9100b-49da-56e8-b2ed-fb883e5d9058,au::20627,keywords,fragment van een gedicht,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,21,kw,060aae26-2307-563b-8e03-f669281bea24,au::5281,keywords,,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,22,kw,aea29e7e-af15-5736-aeac-10a08d50d53f,au::3176,keywords,Gedicht,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,3,kw,e5afb97a-3d9e-563a-af49-c3fb5a94bca9,au::6008,keywords,,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,4,kw,81ea40ed-f230-5fff-9118-ee83efac8ad7,au::3661,keywords,Fragment uit *Liederen van Maria*,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,5,kw,75ec04b0-f341-59bf-9952-55d76d195b63,au::1514,keywords,,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,6,kw,1f232bce-d3cc-5405-87a5-c979723ba6dc,au::6100,keywords,,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,7,kw,0f19da22-4409-5325-ae57-3683c218f038,au::15912,keywords,,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,8,kw,4e0615a4-dd19-5beb-8dab-6b1416c208fd,au::12728,keywords,fragment uit *Poco adagio*,,
65f59bdd-4a1e-5abb-a4a6-2ed33fefc836,tg:lhdc:390,e73_OriginalBrocade,9,kw,fc34760d-56ba-5667-92f8-8cf03605d4d7,au::2623,keywords,,,
277a6ae4-e290-5684-b48d-8180b1b6155b,tg:lhdc:1640,e73_OriginalBrocade,1,kw,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,,,
40cadf49-e4e7-5318-844b-e0bb6dabf084,tg:lhdc:380,e73_OriginalBrocade,1,kw,9e56b3e3-e7ea-5056-b25c-7b9b6197f9ec,au::733,keywords,,,
40cadf49-e4e7-5318-844b-e0bb6dabf084,tg:lhdc:380,e73_OriginalBrocade,2,kw,46eeb2a4-5622-5323-b344-5b92ea815ce2,au::28153,keywords,,,
1a32bf23-9ef2-54a6-9462-1e836da24b3a,tg:lhdc:1650,e73_OriginalBrocade,1,kw,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,,,
805df24e-f8be-532d-975e-01a1b137b487,tg:lhdc:127,e73_OriginalBrocade,1,vb,0d723b97-1bfb-5bc9-91b3-df574b51124e,au::4408,keywords,,,
805df24e-f8be-532d-975e-01a1b137b487,tg:lhdc:127,e73_OriginalBrocade,2,vb,70bcd659-eb6a-5a22-b988-c5085601dda6,au::20353,keywords,,,
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,tg:lhdc:251,e73_OriginalBrocade,1,kw,297536a4-a9d6-590d-b481-7ac90571bc39,au::10510:1:N:SE.8,keywords,,,
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,tg:lhdc:251,e73_OriginalBrocade,2,kw,4be4f934-b715-5b3c-9ffc-d22a76aa1ec6,au::10510:1:N:VZ.4,keywords,,,
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,tg:lhdc:251,e73_OriginalBrocade,3,kw,b52704dc-8931-50f7-ba2c-2e5db8acdcc5,au::3040,keywords,,,
83d03512-641b-56a2-93dd-11adcaf3dcdf,tg:lhdc:329,e73_OriginalBrocade,1,kw,dc79d34b-e1b9-50cd-879a-a5a3bc90e0c8,au::112247,keywords,,,
54c46360-8659-537f-ac59-ad0008407d62,tg:lhdc:339,e73_OriginalBrocade,1,kw,8beb69c8-b5e8-5a7c-bdc5-3a0b8b181c35,au::112237,keywords,,,
54c46360-8659-537f-ac59-ad0008407d62,tg:lhdc:339,e73_OriginalBrocade,2,kw,b71a9889-8f4d-5c63-bfa1-3363988857b8,au::110504,keywords,,,
27f572a2-9e16-5602-afd1-900fb34a99b5,tg:lhdc:277,e73_OriginalBrocade,1,kw,cef57e0f-cc78-5f26-b2d7-4bfcb458c339,au::112222,keywords,,,
8d2e29b6-9996-533f-9d05-7917c8ddf43f,tg:lhdc:267,e73_OriginalBrocade,1,kw,b0608aa8-bde5-5ee3-b56d-38b03c340d5f,au::6212,keywords,,,
c224f5ab-3d05-594d-802b-ff5eab866559,tg:lhdc:4808,e73_OriginalBrocade,1,kw,ebd00cc4-2119-5474-b6ef-42b56014bfd9,au::4333,keywords,,,
c224f5ab-3d05-594d-802b-ff5eab866559,tg:lhdc:4808,e73_OriginalBrocade,2,kw,7252aa28-079c-5c78-9afe-467081422bd2,au::10546,keywords,,,
c224f5ab-3d05-594d-802b-ff5eab866559,tg:lhdc:4808,e73_OriginalBrocade,3,kw,072c491e-cbc0-57b0-976f-2db9f7432a44,au::15904,keywords,,,
0fc6d009-d0e2-508b-8680-dfa82f2261c1,tg:lhdc:111,e73_OriginalBrocade,1,vb,243732b0-545e-5de4-8cb1-2d9adb33c7e0,au::8756,keywords,,,
0fc6d009-d0e2-508b-8680-dfa82f2261c1,tg:lhdc:111,e73_OriginalBrocade,2,vb,ba271c90-c6e3-5d40-9c21-357eb6d10af5,au::44418,keywords,,,
db74dc3c-08e1-583d-bd7c-9e1cb69b0deb,tg:lhdc:101,e73_OriginalBrocade,1,vb,73366ade-f961-5826-9442-7a30956b7926,au::18547,keywords,,,
db74dc3c-08e1-583d-bd7c-9e1cb69b0deb,tg:lhdc:101,e73_OriginalBrocade,2,vb,9f8bdb37-c65f-5055-8609-e4acecf4e82b,au::14786,keywords,,,
f903a952-12fc-5b16-941a-8a3a729acab6,tg:lhdc:4563,e73_OriginalBrocade,2,kw,ebd00cc4-2119-5474-b6ef-42b56014bfd9,au::4333,keywords,,,
e3d627a2-1377-5fbe-ba74-ffb0f312d3db,tg:lhdc:1510,e73_OriginalBrocade,1,kw,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,,,
b557556c-4262-55d2-9104-6b758213f5bc,tg:lhdc:4336,e73_OriginalBrocade,2,kw,8c48f5de-508b-5b31-98b5-726cacf6c11f,au::14130,keywords,,,
229a69c5-bc2e-58f5-853c-93e9f25abc20,tg:lhdc:28,e73_OriginalBrocade,1,vb,fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,au::978,keywords,,,
229a69c5-bc2e-58f5-853c-93e9f25abc20,tg:lhdc:28,e73_OriginalBrocade,2,vb,525a7206-1b62-5ae6-946d-621b75a0943f,au::3861,keywords,,,
229a69c5-bc2e-58f5-853c-93e9f25abc20,tg:lhdc:28,e73_OriginalBrocade,3,vb,c6d25fe8-d083-5a7b-bf90-d3522cfb4f47,au::44329,keywords,,,
a381552f-aedd-5183-8a21-f15e4d9fce05,tg:lhdc:38,e73_OriginalBrocade,1,vb,fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,au::978,keywords,,,
a381552f-aedd-5183-8a21-f15e4d9fce05,tg:lhdc:38,e73_OriginalBrocade,2,vb,525a7206-1b62-5ae6-946d-621b75a0943f,au::3861,keywords,,,
eaa40067-db2e-5d07-91a0-4ec9b3a1277a,tg:lhdc:4344,e73_OriginalBrocade,2,kw,39d8be0b-8b34-5e4f-b15e-a462478e09ae,au::21419,keywords,,,
ad5f4185-713b-5a49-9106-d30284acc2b5,tg:lhdc:4354,e73_OriginalBrocade,2,kw,39d8be0b-8b34-5e4f-b15e-a462478e09ae,au::21419,keywords,,,
0cd9f799-3811-5ba8-aef1-c7b1cb69bbf2,tg:lhdc:4469,e73_OriginalBrocade,2,kw,e52820eb-17a5-512a-a612-5819ff1c4262,au::11202,keywords,,,
66cb88cd-f663-5b18-95a8-5304124eae87,tg:lhdc:440,e73_OriginalBrocade,1,kw,49bbc872-a5c1-51b0-a505-857a0e06ce00,au::783,keywords,,,
66cb88cd-f663-5b18-95a8-5304124eae87,tg:lhdc:440,e73_OriginalBrocade,2,kw,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,keywords,,,
1b960688-14db-5aa9-b46e-f7f3bfb1ca1b,tg:lhdc:450,e73_OriginalBrocade,1,kw,210a632a-94eb-5af9-8af9-121eb7fffbfd,au::54965,keywords,,,
2b246c86-13fd-53c6-89c1-4f80dc43382e,tg:lhdc:1649,e73_OriginalBrocade,1,kw,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,,,
f45e47a9-57e3-50d5-b2e3-35113985b2c4,tg:lhdc:75,e73_OriginalBrocade,1,vb,fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,au::978,keywords,,,
2a59560d-5d5f-5fd6-811a-05e73789667d,tg:lhdc:65,e73_OriginalBrocade,1,vb,0e56c276-720d-5195-a92b-b094d7c8f6e8,au::59598,keywords,,,
2a59560d-5d5f-5fd6-811a-05e73789667d,tg:lhdc:65,e73_OriginalBrocade,2,vb,6068bf13-6c4d-5da5-94f0-ab4953e3b54a,au::59015,keywords,,,
2a59560d-5d5f-5fd6-811a-05e73789667d,tg:lhdc:65,e73_OriginalBrocade,3,vb,57b28c40-2a65-5012-a3c3-f2eb3ace46dc,au::61053,keywords,,,
2a59560d-5d5f-5fd6-811a-05e73789667d,tg:lhdc:65,e73_OriginalBrocade,4,vb,fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,au::978,keywords,,,
3e698f81-57f4-5932-aee8-a8884cb6f7bf,tg:lhdc:4434,e73_OriginalBrocade,2,kw,7682857e-71d3-5afc-9cb8-a70f3b5ce270,au::18866,keywords,,,
ce64d65f-4286-52d2-9b7c-642ba0b361f5,tg:lhdc:4424,e73_OriginalBrocade,2,kw,84063915-3920-5dea-bc82-e5791a55b4f5,au::15599,keywords,,,
9a43ecc4-d536-5b73-b946-afd0c0e36280,tg:lhdc:248,e73_OriginalBrocade,1,kw,297536a4-a9d6-590d-b481-7ac90571bc39,au::10510:1:N:SE.8,keywords,,,
9a43ecc4-d536-5b73-b946-afd0c0e36280,tg:lhdc:248,e73_OriginalBrocade,2,kw,4be4f934-b715-5b3c-9ffc-d22a76aa1ec6,au::10510:1:N:VZ.4,keywords,,,
9a43ecc4-d536-5b73-b946-afd0c0e36280,tg:lhdc:248,e73_OriginalBrocade,3,kw,b52704dc-8931-50f7-ba2c-2e5db8acdcc5,au::3040,keywords,,,
dcba43d6-d92e-584a-82b7-36a5e110733e,tg:lhdc:330,e73_OriginalBrocade,1,kw,dc79d34b-e1b9-50cd-879a-a5a3bc90e0c8,au::112247,keywords,,,
35de00f6-5e3e-56c8-890a-af8cfd3b0404,tg:lhdc:258,e73_OriginalBrocade,1,kw,a2a26aec-e917-5b31-a42d-e158042bdd32,au::12056,keywords,,,
ef8a1eec-b892-552d-a52a-5c249724372b,tg:lhdc:320,e73_OriginalBrocade,1,kw,0ebcd881-2841-5d48-bfee-746821d1b488,au::112246,keywords,,,
a6d00df6-178d-570d-83be-b26f1db36d46,tg:lhdc:4789,e73_OriginalBrocade,1,kw,ebd00cc4-2119-5474-b6ef-42b56014bfd9,au::4333,keywords,,,
a6d00df6-178d-570d-83be-b26f1db36d46,tg:lhdc:4789,e73_OriginalBrocade,2,kw,d2aa13ae-af6e-55fe-9cdd-673df7384e3f,au::4242,keywords,,,
a6d00df6-178d-570d-83be-b26f1db36d46,tg:lhdc:4789,e73_OriginalBrocade,3,kw,791ff46a-6726-5544-b3df-cac28305b99d,au::4564,keywords,,,
5638751b-0455-5424-a639-41eda9365667,tg:lhdc:4799,e73_OriginalBrocade,1,kw,ebd00cc4-2119-5474-b6ef-42b56014bfd9,au::4333,keywords,,,
5638751b-0455-5424-a639-41eda9365667,tg:lhdc:4799,e73_OriginalBrocade,2,kw,2ac274da-362b-50c5-8018-c80555b31c58,au::13534,keywords,,,
5638751b-0455-5424-a639-41eda9365667,tg:lhdc:4799,e73_OriginalBrocade,3,kw,f08a4395-0d8b-5c86-930b-87cf90d7d81c,au::20643,keywords,,,
5638751b-0455-5424-a639-41eda9365667,tg:lhdc:4799,e73_OriginalBrocade,4,kw,feb4411f-ee47-577b-99e5-04b8943b24ef,au::13808,keywords,,,
5638751b-0455-5424-a639-41eda9365667,tg:lhdc:4799,e73_OriginalBrocade,5,kw,b9a0ddfb-07ba-513a-84d3-a588f1c9bc9c,au::9810,keywords,,,
8baba9b3-c75e-5a56-aed4-8cbd1354b064,tg:lhdc:352,e73_OriginalBrocade,1,kw,a195f62f-8396-5c0f-8fe6-84fc1dc67f29,au::20788,keywords,,,
86af526e-aa73-5c08-9600-ca3ef25cb929,tg:lhdc:342,e73_OriginalBrocade,1,kw,9b1e3592-81b9-5fe7-8d0d-6e0ddcbd85f9,au::112243,keywords,,,
4c62e748-b749-5e3c-a38a-c9d55dc5df0c,tg:lhdc:4446,e73_OriginalBrocade,2,kw,7eb119d2-78b2-5a78-83cd-7020d1db1fbd,au::2366,keywords,,,
4c6e5626-33fd-5f07-a2a3-1bb3faaf9045,tg:lhdc:17,e73_OriginalBrocade,1,vb,fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,au::978,keywords,,,
6ea7ae03-1487-5595-b301-83e6d7a2bc75,tg:lhdc:293,e73_OriginalBrocade,1,kw,59fb2c83-6145-5453-9dab-dd54a04e12fa,au::2944,keywords,,,
6ea7ae03-1487-5595-b301-83e6d7a2bc75,tg:lhdc:293,e73_OriginalBrocade,2,kw,8afa8dd9-0094-5cdc-a2b8-a507e60d1009,au::14495,keywords,,,
3b0e0eab-ba4e-59e1-bd98-0603776ffbbd,tg:lhdc:1753,e73_OriginalBrocade,1,kw,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,,,
a423755d-871c-5444-a66a-046102c06ee9,tg:lhdc:283,e73_OriginalBrocade,1,kw,c9344b7a-af60-5204-8829-9258d362d4e0,au::21743,keywords,,,
a423755d-871c-5444-a66a-046102c06ee9,tg:lhdc:283,e73_OriginalBrocade,2,kw,3b24d2f1-32e5-5a80-bddf-5d122d9b232a,au::33665,keywords,,,
1c4aa322-4a19-515c-b544-65ffb8069874,tg:lhdc:4337,e73_OriginalBrocade,2,kw,49d9100b-49da-56e8-b2ed-fb883e5d9058,au::20627,keywords,,,
e7725751-e33b-5fb8-b742-d2b1d82fc048,tg:lhdc:4562,e73_OriginalBrocade,1,kw,ebd00cc4-2119-5474-b6ef-42b56014bfd9,au::4333,keywords,,,
03121ee9-cc5a-5ae2-a79f-d11a9547c51a,tg:lhdc:266,e73_OriginalBrocade,1,kw,b0608aa8-bde5-5ee3-b56d-38b03c340d5f,au::6212,keywords,,,
e058c33c-42c7-556a-b67b-1b64bf7a80fe,tg:lhdc:4809,e73_OriginalBrocade,2,kw,ebd00cc4-2119-5474-b6ef-42b56014bfd9,au::4333,keywords,,,
e058c33c-42c7-556a-b67b-1b64bf7a80fe,tg:lhdc:4809,e73_OriginalBrocade,3,kw,7f42d721-3a1f-5aee-a785-757eed5210d7,au::12055,keywords,,,
7db6f0db-3390-5bf0-a99b-5cdea1193019,tg:lhdc:276,e73_OriginalBrocade,1,kw,cef57e0f-cc78-5f26-b2d7-4bfcb458c339,au::112222,keywords,,,
5554b98a-95db-5de8-ac85-3e96c43392e3,tg:lhdc:110,e73_OriginalBrocade,1,kw,81ea40ed-f230-5fff-9118-ee83efac8ad7,au::3661,keywords,,,
6ec30392-6a66-5d31-a6f6-673e0dfb8b65,tg:lhdc:162,e73_OriginalBrocade,1,kw,3d3e77f0-db59-5f07-b341-307cc1e3a875,au::15680,keywords,,,
5414d5ce-b3a5-5c81-b48d-fdde9af23498,tg:lhdc:80,e73_OriginalBrocade,1,vb,fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,au::978,keywords,,,
f70b16a2-7e69-506b-9fa7-de5dd829bb8d,tg:lhdc:90,e73_OriginalBrocade,1,vb,0cd612b3-ddd5-5f71-a816-caee60f40204,au::320,keywords,,,
1046ad95-9224-5d5a-92a9-5e0764d3f19b,tg:lhdc:39,e73_OriginalBrocade,1,vb,fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,au::978,keywords,,,
1046ad95-9224-5d5a-92a9-5e0764d3f19b,tg:lhdc:39,e73_OriginalBrocade,2,vb,8ca482ac-4c66-5c68-bfd1-e1b2dc4648b5,au::59129,keywords,,,
1046ad95-9224-5d5a-92a9-5e0764d3f19b,tg:lhdc:39,e73_OriginalBrocade,3,vb,3af7eea0-e85a-5e07-a271-c514a973c5f4,au::58740,keywords,,,
810b0ac6-1c37-5662-a850-d49dfd463962,tg:lhdc:29,e73_OriginalBrocade,1,vb,fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,au::978,keywords,,,
cb2e8c02-5d49-5139-88e6-783855a16324,tg:lhdc:4355,e73_OriginalBrocade,2,kw,4992d074-3cec-50d8-aeb2-efface37d1c8,au::16252,keywords,,,
2e1eb112-0b56-577e-b9ab-597978e59ac6,tg:lhdc:4345,e73_OriginalBrocade,2,kw,631077ff-8783-5f60-8ec6-5f5bcafe8f5f,au::15317,keywords,,,
2a506e68-0955-5947-b180-c2e5e59cf197,tg:lhdc:321,e73_OriginalBrocade,1,kw,0ebcd881-2841-5d48-bfee-746821d1b488,au::112246,keywords,,,
6f33364c-c605-513c-90ff-d0ca5d70741d,tg:lhdc:331,e73_OriginalBrocade,1,kw,82e80d93-3c1a-5497-b1f6-ff8010311415,au::112213,keywords,,,
e96abf76-35af-51a6-8077-0e08fa968870,tg:lhdc:1799,e73_OriginalBrocade,1,kw,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,,,
8b678f9b-18c6-56bb-8f45-43976ce77dc8,tg:lhdc:249,e73_OriginalBrocade,1,kw,297536a4-a9d6-590d-b481-7ac90571bc39,au::10510:1:N:SE.8,keywords,,,
8b678f9b-18c6-56bb-8f45-43976ce77dc8,tg:lhdc:249,e73_OriginalBrocade,2,kw,b52704dc-8931-50f7-ba2c-2e5db8acdcc5,au::3040,keywords,,,
edf3d13b-67a4-5aad-b83d-eb028f71abc9,tg:lhdc:1648,e73_OriginalBrocade,1,kw,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,,,
cd6cde2c-b248-5c57-bd16-8f4511d333e8,tg:lhdc:4425,e73_OriginalBrocade,2,kw,72f07baf-7ff5-516e-b9f9-a29838374413,au::3,keywords,,,
c8ca3f5b-975b-588f-b2e8-45795aa6ab7c,tg:lhdc:2169,e73_OriginalBrocade,1,kw,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,,,
9ca75e33-34c7-5fb4-b266-b3fcd886dc37,tg:lhdc:4435,e73_OriginalBrocade,2,kw,55c6cbc5-033a-5432-9f9c-211e6632bcc7,au::16281,keywords,,,
