ResourceID,brocade.id,card,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language
b8067fd6-0786-57b9-9ff4-f5a24613e51d,tg:lhdc:588,e73_CreationTimeSpans,1964,nan,nan,nan,nan,nan,nan,nan,nan,nan
bd6a1b55-7100-57e5-a6dc-c6739ccb17d7,tg:lhdc:1058,e73_CreationTimeSpans,1946,nan,nan,nan,nan,nan,nan,nan,nan,nan
0dd9d55a-58d9-5284-9589-181275a47bfb,tg:lhdc:4143,e73_CreationTimeSpans,1970,nan,nan,nan,nan,nan,nan,nan,nan,nan
b3f1aa51-bfb8-5b29-b12d-e36f53caac70,tg:lhdc:1765,e73_CreationTimeSpans,1957,nan,nan,nan,nan,nan,nan,nan,nan,nan
a6903790-90b0-57b5-9614-cc6a70cb1e8d,tg:lhdc:3105,e73_CreationTimeSpans,1955-02-17,nan,nan,nan,nan,nan,nan,nan,nan,nan
ff260faa-2f22-5236-ae90-0bcb79f0f734,tg:lhdc:2577,e73_CreationTimeSpans,1990,nan,nan,nan,nan,nan,nan,nan,nan,nan
1a37b0c2-62af-5780-b8fa-03cf6757280a,tg:lhdc:3115,e73_CreationTimeSpans,1955-04-21,nan,nan,nan,nan,nan,nan,nan,nan,nan
116a9323-4b2e-5f82-890a-e19a706e2873,tg:lhdc:4153,e73_CreationTimeSpans,1987,nan,nan,nan,nan,nan,nan,nan,nan,nan
61cdb180-a043-540c-bc2f-15b0fbab971c,tg:lhdc:1775,e73_CreationTimeSpans,1965,nan,nan,nan,nan,nan,nan,nan,nan,nan
6b8da027-6039-5b33-b16d-8f1ec48a91e1,tg:lhdc:2769,e73_CreationTimeSpans,1948-02-26,nan,nan,nan,nan,nan,nan,nan,nan,nan
308a4123-ad05-5ab6-93fe-1353f2e949eb,tg:lhdc:3263,e73_CreationTimeSpans,1958-05-29,nan,nan,nan,nan,nan,nan,nan,nan,nan
6fc00da6-ff0b-5de0-b8e5-f0e55f3952a0,tg:lhdc:1403,e73_CreationTimeSpans,1946,nan,nan,nan,nan,nan,nan,nan,nan,nan
8ffa37a1-b07a-5b70-9c86-5a62b4314ad8,tg:lhdc:4225,e73_CreationTimeSpans,1976,nan,nan,nan,nan,nan,nan,nan,nan,nan
8fbf4477-6e10-50eb-a878-d2b953db5be8,tg:lhdc:2611,e73_CreationTimeSpans,1980,nan,nan,nan,nan,nan,nan,nan,nan,nan
e6dd5cb5-60f7-5d2b-82e3-5792a3979a55,tg:lhdc:932,e73_CreationTimeSpans,1952,nan,nan,nan,nan,nan,nan,nan,nan,nan
3862e44f-0468-5b54-a827-984799bf8307,tg:lhdc:1413,e73_CreationTimeSpans,1946,nan,nan,nan,nan,nan,nan,nan,nan,nan
db1f3eb1-5c7a-5d76-bdc6-8e2a6c53b57e,tg:lhdc:4235,e73_CreationTimeSpans,1967,nan,nan,nan,nan,nan,nan,nan,nan,nan
55f5c7b4-5903-5a77-af1e-752be7de08bc,tg:lhdc:2779,e73_CreationTimeSpans,1948-06-10,nan,nan,nan,nan,nan,nan,nan,nan,nan
a327a7d8-e81c-5f3f-b07e-8d6afc6571ee,tg:lhdc:3273,e73_CreationTimeSpans,1958-09-18,nan,nan,nan,nan,nan,nan,nan,nan,nan
06d591df-9b15-5419-8fb7-95a7e1b9c239,tg:lhdc:922,e73_CreationTimeSpans,1953,nan,nan,nan,nan,nan,nan,nan,nan,nan
96fd0ece-7cf3-512d-8be0-e7e4a3488877,tg:lhdc:2601,e73_CreationTimeSpans,1955,nan,nan,nan,nan,nan,nan,nan,nan,nan
33469e41-4c59-507a-a5b9-b08bbb316f38,tg:lhdc:3436,e73_CreationTimeSpans,1962-05-17,nan,nan,nan,nan,nan,nan,nan,nan,nan
850b37f3-6f1a-566c-8bd0-c3ae3a537995,tg:lhdc:786,e73_CreationTimeSpans,1952,nan,nan,nan,nan,nan,nan,nan,nan,nan
00337578-2ec9-53e5-a3d0-8e761937c14a,tg:lhdc:1256,e73_CreationTimeSpans,1953,nan,nan,nan,nan,nan,nan,nan,nan,nan
81ac5005-d028-589d-95b8-60c5b66b463c,tg:lhdc:2044,e73_CreationTimeSpans,1966,nan,nan,nan,nan,nan,nan,nan,nan,nan
68b1d12e-fad3-5f84-9681-c66421388d30,tg:lhdc:4508,e73_CreationTimeSpans,1979,nan,nan,nan,nan,nan,nan,nan,nan,nan
ba661ee2-688c-5281-af10-c6fa4669b0a4,tg:lhdc:796,e73_CreationTimeSpans,1937,nan,nan,nan,nan,nan,nan,nan,nan,nan
6edeb6ac-e2f6-5a8b-9274-aa2a08780bf4,tg:lhdc:1246,e73_CreationTimeSpans,1946,nan,nan,nan,nan,nan,nan,nan,nan,nan
1113b72a-64c9-5afa-b425-e88af29d3c48,tg:lhdc:4460,e73_CreationTimeSpans,1973,nan,nan,nan,nan,nan,nan,nan,nan,nan
732bb41d-2842-5f69-b5c8-a0b29057159b,tg:lhdc:3426,e73_CreationTimeSpans,1962-03-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3a5e99f5-6d4a-5515-80b9-390c9b0121fb,tg:lhdc:4518,e73_CreationTimeSpans,1979,nan,nan,nan,nan,nan,nan,nan,nan,nan
daf77a13-c5ee-58f1-bd08-f6ecd9d752b2,tg:lhdc:2054,e73_CreationTimeSpans,1966,nan,nan,nan,nan,nan,nan,nan,nan,nan
009280a6-60eb-5510-9ccc-8311dd050679,tg:lhdc:2185,e73_CreationTimeSpans,1962,nan,nan,nan,nan,nan,nan,nan,nan,nan
f322e60c-9d30-5d98-9f5a-30e505829c5d,tg:lhdc:647,e73_CreationTimeSpans,1970,nan,nan,nan,nan,nan,nan,nan,nan,nan
9ae981ab-a264-5851-86ea-b4b9ab42caed,tg:lhdc:2964,e73_CreationTimeSpans,1952-05-03,nan,nan,nan,nan,nan,nan,nan,nan,nan
c3046ec5-33ec-57fb-b87f-5ac4e4d9e1ca,tg:lhdc:1397,e73_CreationTimeSpans,1964,nan,nan,nan,nan,nan,nan,nan,nan,nan
cd5e727d-79ac-51ef-829c-aa63a6f812fb,tg:lhdc:2195,e73_CreationTimeSpans,1962,nan,nan,nan,nan,nan,nan,nan,nan,nan
074ee17c-f4ce-5cec-9227-f035215bbb7d,tg:lhdc:2974,e73_CreationTimeSpans,1952-06-12,nan,nan,nan,nan,nan,nan,nan,nan,nan
b17c9313-6811-5d86-a189-fc00e1289841,tg:lhdc:657,e73_CreationTimeSpans,1950,nan,nan,nan,nan,nan,nan,nan,nan,nan
c1f96640-c843-544f-a270-f6f1d888b02d,tg:lhdc:1387,e73_CreationTimeSpans,1947,nan,nan,nan,nan,nan,nan,nan,nan,nan
23856ac8-2058-5d9c-ad4f-ab142f4d1dc0,tg:lhdc:1810,e73_CreationTimeSpans,1957,nan,nan,nan,nan,nan,nan,nan,nan,nan
01ae782e-a06f-51ab-81d4-a97fcc857fcf,tg:lhdc:459,e73_CreationTimeSpans,1966,nan,nan,nan,nan,nan,nan,nan,nan,nan
d13f37b3-f145-5731-9eec-3ba7ca55a1b1,tg:lhdc:1189,e73_CreationTimeSpans,1951,nan,nan,nan,nan,nan,nan,nan,nan,nan
3b8b3bb6-5868-5d93-b6f5-a5b26a56e61c,tg:lhdc:1968,e73_CreationTimeSpans,1977,nan,nan,nan,nan,nan,nan,nan,nan,nan
4e4543b4-4c8f-5bf5-8a5c-6e7219b25488,tg:lhdc:3691,e73_CreationTimeSpans,1969-08-27,nan,nan,nan,nan,nan,nan,nan,nan,nan
ad520e3c-7e1e-5350-8c8e-d273113013d9,tg:lhdc:521,e73_CreationTimeSpans,1970,nan,nan,nan,nan,nan,nan,nan,nan,nan
79c11f91-a6c1-5532-93ef-2c527ca232cf,tg:lhdc:449,e73_CreationTimeSpans,1940,nan,nan,nan,nan,nan,nan,nan,nan,nan
3839c8dd-950f-5868-8bb8-c8809c8483f8,tg:lhdc:1199,e73_CreationTimeSpans,1954,nan,nan,nan,nan,nan,nan,nan,nan,nan
a4b7410d-98da-5032-b6d7-4e5aac238869,tg:lhdc:1800,e73_CreationTimeSpans,1962,nan,nan,nan,nan,nan,nan,nan,nan,nan
b1ff362b-98bb-5555-9f6c-690ee50f9f1f,tg:lhdc:531,e73_CreationTimeSpans,1956,nan,nan,nan,nan,nan,nan,nan,nan,nan
80fef443-8627-5369-b2c6-510b6960de82,tg:lhdc:1978,e73_CreationTimeSpans,1963,nan,nan,nan,nan,nan,nan,nan,nan,nan
092bad31-552b-557b-8778-d2c7cd8d6c8d,tg:lhdc:3681,e73_CreationTimeSpans,1969-06-04,nan,nan,nan,nan,nan,nan,nan,nan,nan
2efb9490-03c7-5989-9725-0af3ebb06130,tg:lhdc:3825,e73_CreationTimeSpans,1973-05-30,nan,nan,nan,nan,nan,nan,nan,nan,nan
a35d91dd-4bbe-5044-9e52-7adec2e13a90,tg:lhdc:4082,e73_CreationTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
c6900420-adea-5a02-abb2-84e2287a96e9,tg:lhdc:3835,e73_CreationTimeSpans,1973-09-05,nan,nan,nan,nan,nan,nan,nan,nan,nan
5865afa1-c82b-5bb6-9e12-1c1bce037c1b,tg:lhdc:364,e73_CreationTimeSpans,1851-01-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
c54de0b2-0ab7-54fb-96dd-52d2d6e962e6,tg:lhdc:4092,e73_CreationTimeSpans,1971,nan,nan,nan,nan,nan,nan,nan,nan,nan
32dc1296-d181-5fae-a1bf-5be94a5cb55c,tg:lhdc:3847,e73_CreationTimeSpans,1973-11-28,nan,nan,nan,nan,nan,nan,nan,nan,nan
39093863-e094-580c-8c97-d19aa446f909,tg:lhdc:316,e73_CreationTimeSpans,1839-07-10,nan,nan,nan,nan,nan,nan,nan,nan,nan
47515aaa-5ae6-5418-86a7-1bcb50269606,tg:lhdc:4811,e73_CreationTimeSpans,1873-09-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
49cefb00-327c-581c-bee4-350d99ed9b4f,tg:lhdc:3857,e73_CreationTimeSpans,1974-04-03,nan,nan,nan,nan,nan,nan,nan,nan,nan
c45e0da9-2147-5126-b522-734be9be9f49,tg:lhdc:4188,e73_CreationTimeSpans,1969,nan,nan,nan,nan,nan,nan,nan,nan,nan
067d731e-8a25-5400-952e-f0741aec587c,tg:lhdc:306,e73_CreationTimeSpans,1821,nan,nan,nan,nan,nan,nan,nan,nan,nan
f949d60e-9868-55e2-88e0-87053d2b28c9,tg:lhdc:2281,e73_CreationTimeSpans,1985,nan,nan,nan,nan,nan,nan,nan,nan,nan
3064a16d-ae1a-5af5-bd2b-14c2c7c38661,tg:lhdc:1872,e73_CreationTimeSpans,1966,nan,nan,nan,nan,nan,nan,nan,nan,nan
d0f78a4d-28f1-52b0-b890-3557db9976fe,tg:lhdc:1093,e73_CreationTimeSpans,1939,nan,nan,nan,nan,nan,nan,nan,nan,nan
402f4dcc-d974-50d1-95e4-1e6da740a2ee,tg:lhdc:543,e73_CreationTimeSpans,1985,nan,nan,nan,nan,nan,nan,nan,nan,nan
a5e170aa-614c-5720-8a83-d339508e3f5c,tg:lhdc:2291,e73_CreationTimeSpans,1970,nan,nan,nan,nan,nan,nan,nan,nan,nan
ba5b3e21-a818-5464-815b-f1874a29b8f0,tg:lhdc:1862,e73_CreationTimeSpans,1966,nan,nan,nan,nan,nan,nan,nan,nan,nan
40f68fd4-940e-5614-91b9-30ab53ca8c50,tg:lhdc:553,e73_CreationTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
b1e4ced1-ae0e-5b37-90ac-f5b3d7b8ba2f,tg:lhdc:3595,e73_CreationTimeSpans,1967-08-23,nan,nan,nan,nan,nan,nan,nan,nan,nan
14f8d159-9f3a-53d7-956a-f6d5a565dc20,tg:lhdc:2906,e73_CreationTimeSpans,1951-02-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
b6ea0571-0c52-5d9e-884a-5a585d5f3d50,tg:lhdc:2916,e73_CreationTimeSpans,1951-06-07,nan,nan,nan,nan,nan,nan,nan,nan,nan
6949b6ab-10bf-537f-a7dc-46407b79a4d9,tg:lhdc:635,e73_CreationTimeSpans,1937,nan,nan,nan,nan,nan,nan,nan,nan,nan
478faf1c-d590-503e-951e-1e8001481870,tg:lhdc:3585,e73_CreationTimeSpans,1967-05-03,nan,nan,nan,nan,nan,nan,nan,nan,nan
4b2c64e3-1192-5c70-b3d5-635962e1ae18,tg:lhdc:891,e73_CreationTimeSpans,1945,nan,nan,nan,nan,nan,nan,nan,nan,nan
6084d459-1a22-53c4-8f70-5c95ee5f5642,tg:lhdc:4386,e73_CreationTimeSpans,1964,nan,nan,nan,nan,nan,nan,nan,nan,nan
6a9c4677-dffe-5a98-8af7-ad23ada879ac,tg:lhdc:881,e73_CreationTimeSpans,1938,nan,nan,nan,nan,nan,nan,nan,nan,nan
3fdd3fdd-1139-5122-9a3a-749efde482be,tg:lhdc:4396,e73_CreationTimeSpans,1965,nan,nan,nan,nan,nan,nan,nan,nan,nan
f81053ad-5221-50f2-8aeb-2cabf693ea95,tg:lhdc:1234,e73_CreationTimeSpans,1946,nan,nan,nan,nan,nan,nan,nan,nan,nan
55b95545-a95e-5051-97b3-cb1805218512,tg:lhdc:4412,e73_CreationTimeSpans,1967,nan,nan,nan,nan,nan,nan,nan,nan,nan
c2f4b080-2a43-5f14-8e32-aefe915fa1c6,tg:lhdc:3454,e73_CreationTimeSpans,1963-05-30,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac546b00-1a43-5e7e-814f-1f3234067fcd,tg:lhdc:2026,e73_CreationTimeSpans,1972,nan,nan,nan,nan,nan,nan,nan,nan,nan
d4bce977-80d7-57c2-b3f0-b812d82e109a,tg:lhdc:3444,e73_CreationTimeSpans,1963-04-18,nan,nan,nan,nan,nan,nan,nan,nan,nan
b13bb8c3-3e02-5a5d-b89e-b83ac3b8e9da,tg:lhdc:1224,e73_CreationTimeSpans,1947,nan,nan,nan,nan,nan,nan,nan,nan,nan
828a0558-ea2a-56de-a9f1-2e1d6e8171b5,tg:lhdc:4402,e73_CreationTimeSpans,1966,nan,nan,nan,nan,nan,nan,nan,nan,nan
07e0439a-29e1-5819-bed7-261f77b20aa2,tg:lhdc:2036,e73_CreationTimeSpans,1972,nan,nan,nan,nan,nan,nan,nan,nan,nan
6283f9e9-3e93-5cdd-9b76-645cbfce7960,tg:lhdc:1461,e73_CreationTimeSpans,1961,nan,nan,nan,nan,nan,nan,nan,nan,nan
7cf009d8-5eb9-5023-9860-96f936d01e76,tg:lhdc:4247,e73_CreationTimeSpans,1970,nan,nan,nan,nan,nan,nan,nan,nan,nan
0c33bc15-59fd-5867-8303-7a26fc42d36d,tg:lhdc:828,e73_CreationTimeSpans,1938,nan,nan,nan,nan,nan,nan,nan,nan,nan
9bc6bdbb-9a12-5446-92fb-0f4d23385475,tg:lhdc:3201,e73_CreationTimeSpans,1957-01-17,nan,nan,nan,nan,nan,nan,nan,nan,nan
03617ee8-4fac-5a34-857e-381002a8d968,tg:lhdc:1519,e73_CreationTimeSpans,1970,nan,nan,nan,nan,nan,nan,nan,nan,nan
ed797857-9910-58b4-9bd4-784631cf9268,tg:lhdc:2673,e73_CreationTimeSpans,1946-02-25,nan,nan,nan,nan,nan,nan,nan,nan,nan
c0fa218f-2d2f-51e5-8098-9202f71a2bb2,tg:lhdc:950,e73_CreationTimeSpans,1948,nan,nan,nan,nan,nan,nan,nan,nan,nan
d7faaf4d-9a68-5264-ab6f-feb3ba250ea6,tg:lhdc:3379,e73_CreationTimeSpans,1961-01-05,nan,nan,nan,nan,nan,nan,nan,nan,nan
4994984a-43e6-57b0-98e5-f55bb9ef4f18,tg:lhdc:838,e73_CreationTimeSpans,1955,nan,nan,nan,nan,nan,nan,nan,nan,nan
075820c1-056a-50a1-bf5a-98bf3982b96f,tg:lhdc:3211,e73_CreationTimeSpans,1957-04-18,nan,nan,nan,nan,nan,nan,nan,nan,nan
b951d96b-3530-5ca1-a85d-be1fd554c1c9,tg:lhdc:1471,e73_CreationTimeSpans,1973,nan,nan,nan,nan,nan,nan,nan,nan,nan
f068d231-c106-5555-832d-70418b5abdb5,tg:lhdc:4257,e73_CreationTimeSpans,1965,nan,nan,nan,nan,nan,nan,nan,nan,nan
b996f7bd-884b-5e6c-958e-873d08e9cd87,tg:lhdc:940,e73_CreationTimeSpans,1952,nan,nan,nan,nan,nan,nan,nan,nan,nan
5814f941-408c-5fae-a741-40b83aa83ba6,tg:lhdc:2663,e73_CreationTimeSpans,1945-12-17,nan,nan,nan,nan,nan,nan,nan,nan,nan
e03ef3ce-1be8-5f82-8623-477e4812bff7,tg:lhdc:3369,e73_CreationTimeSpans,1960-10-27,nan,nan,nan,nan,nan,nan,nan,nan,nan
6492972c-b832-576c-9109-46fd3c9cd705,tg:lhdc:1509,e73_CreationTimeSpans,1880,1886,nan,nan,nan,nan,nan,nan,nan,nan
333f1730-444c-56ab-b7e7-d3d681bb103e,tg:lhdc:3167,e73_CreationTimeSpans,1956-04-12,nan,nan,nan,nan,nan,nan,nan,nan,nan
3ca38c58-0882-5fcd-8bdc-68984db082f0,tg:lhdc:4121,e73_CreationTimeSpans,1974,nan,nan,nan,nan,nan,nan,nan,nan,nan
a5ae263c-48cc-5814-bfad-f2123beafec3,tg:lhdc:1707,e73_CreationTimeSpans,1979,nan,nan,nan,nan,nan,nan,nan,nan,nan
a17bc71d-1f27-5833-aa88-6f6780b67232,tg:lhdc:2515,e73_CreationTimeSpans,1983,nan,nan,nan,nan,nan,nan,nan,nan,nan
5fd5ad43-b08a-52d7-a902-ce66ed2cf8d7,tg:lhdc:3986,e73_CreationTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
16fb7f33-e8ed-52f5-a38e-bdf9d67d32be,tg:lhdc:4059,e73_CreationTimeSpans,1978,nan,nan,nan,nan,nan,nan,nan,nan,nan
ae5a959e-b1d0-5eaf-b95b-7398f178eb81,tg:lhdc:4131,e73_CreationTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
72654755-1a9c-5aed-b04f-e76400bbabb7,tg:lhdc:1717,e73_CreationTimeSpans,1976,nan,nan,nan,nan,nan,nan,nan,nan,nan
c5db0870-1fe3-5cf0-b621-677282cde7be,tg:lhdc:3177,e73_CreationTimeSpans,1956-07-05,nan,nan,nan,nan,nan,nan,nan,nan,nan
31c0d2be-d682-5e67-bc73-91d279c9b6d6,tg:lhdc:4049,e73_CreationTimeSpans,1973,nan,nan,nan,nan,nan,nan,nan,nan,nan
6d61d4be-0ff7-5fb2-b30e-82b56fafec19,tg:lhdc:3996,e73_CreationTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
bea3bea1-bfee-5420-9cca-27ef8ec81f33,tg:lhdc:2505,e73_CreationTimeSpans,1980,nan,nan,nan,nan,nan,nan,nan,nan,nan
ca1b857f-2c53-5c46-a206-af9063c2e787,tg:lhdc:3732,e73_CreationTimeSpans,1970-09-30,nan,nan,nan,nan,nan,nan,nan,nan,nan
d32e8812-2eab-5eb0-a9f4-18997f99ec40,tg:lhdc:2238,e73_CreationTimeSpans,1986,nan,nan,nan,nan,nan,nan,nan,nan,nan
573086ad-bc57-5fed-b150-33d5fc1b9df7,tg:lhdc:1152,e73_CreationTimeSpans,1935,nan,nan,nan,nan,nan,nan,nan,nan,nan
c1f8d8cd-5adb-5662-8829-ce4be54ec27c,tg:lhdc:482,e73_CreationTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
f8d4601a-4d29-581a-a2e2-187769505276,tg:lhdc:2340,e73_CreationTimeSpans,1978,nan,nan,nan,nan,nan,nan,nan,nan,nan
f66aba15-19f5-5909-854e-fafd608dc6c7,tg:lhdc:53,e73_CreationTimeSpans,1900,nan,circa,nan,nan,nan,nan,nan,nan,nan
e1660ce6-8fa7-50df-a4a7-ecd7db74ed3d,tg:lhdc:1142,e73_CreationTimeSpans,1932,nan,nan,nan,nan,nan,nan,nan,nan,nan
482eff88-8e75-55c1-b9e7-737af52ad3a1,tg:lhdc:492,e73_CreationTimeSpans,1969,nan,nan,nan,nan,nan,nan,nan,nan,nan
6393e88f-58f5-5d05-b015-4d930f23a44a,tg:lhdc:3722,e73_CreationTimeSpans,1970-07-22,nan,nan,nan,nan,nan,nan,nan,nan,nan
f74582e7-65ce-55be-880e-38cba9de75c5,tg:lhdc:2228,e73_CreationTimeSpans,1986,nan,nan,nan,nan,nan,nan,nan,nan,nan
13f20457-b15c-568a-b0ce-2b01be178b99,tg:lhdc:43,e73_CreationTimeSpans,1897-12-22,nan,nan,nan,nan,nan,nan,nan,nan,nan
92b1b8d9-a474-50e3-afec-b766a8b529b2,tg:lhdc:2350,e73_CreationTimeSpans,1983,nan,nan,nan,nan,nan,nan,nan,nan,nan
955b4708-b4ce-5245-8bba-58034b40d9f4,tg:lhdc:466,e73_CreationTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
37105b8a-3158-5e9d-9fcb-9c050e3852c7,tg:lhdc:4790,e73_CreationTimeSpans,1850-02-02,nan,nan,nan,nan,nan,nan,nan,nan,nan
cb28f441-6253-507b-a6b5-d730f129c30a,tg:lhdc:1957,e73_CreationTimeSpans,1977,nan,nan,nan,nan,nan,nan,nan,nan,nan
49399a3a-715f-5b8f-9d46-09bdbe8ff544,tg:lhdc:476,e73_CreationTimeSpans,1968,nan,nan,nan,nan,nan,nan,nan,nan,nan
e691549d-6fc5-537b-affc-38f072fb7018,tg:lhdc:4780,e73_CreationTimeSpans,1867-05-08,nan,nan,nan,nan,nan,nan,nan,nan,nan
9e733dc4-14e5-5bcb-a661-a2df3f27d948,tg:lhdc:1947,e73_CreationTimeSpans,1961,nan,nan,nan,nan,nan,nan,nan,nan,nan
0862b151-edef-56c3-9646-77485329a20a,tg:lhdc:2489,e73_CreationTimeSpans,1981,nan,nan,nan,nan,nan,nan,nan,nan,nan
4198bda8-6e7c-5d51-b5b4-89f62a01f749,tg:lhdc:3183,e73_CreationTimeSpans,1956-09-06,nan,nan,nan,nan,nan,nan,nan,nan,nan
f082f992-2ef7-5d05-bb41-b259700343f3,tg:lhdc:3962,e73_CreationTimeSpans,1975-06-13,nan,nan,nan,nan,nan,nan,nan,nan,nan
44f7aa1a-3713-5d69-a978-4eb0c7786dba,tg:lhdc:2499,e73_CreationTimeSpans,1981,nan,nan,nan,nan,nan,nan,nan,nan,nan
2888cc2a-c819-542f-9b13-01a5afbc0275,tg:lhdc:3193,e73_CreationTimeSpans,1956-11-16,nan,nan,nan,nan,nan,nan,nan,nan,nan
b30fab72-b382-5869-bd09-cf7a6acb41ac,tg:lhdc:3972,e73_CreationTimeSpans,1967,nan,nan,nan,nan,nan,nan,nan,nan,nan
13e3dcff-5512-5122-88b9-d6899a8e98e8,tg:lhdc:1485,e73_CreationTimeSpans,1973,nan,nan,nan,nan,nan,nan,nan,nan,nan
0c31a395-378c-539e-a236-faffeee58805,tg:lhdc:2697,e73_CreationTimeSpans,1946-09-02,nan,nan,nan,nan,nan,nan,nan,nan,nan
7b4912ef-92f6-55ae-80a2-f11ea2ea1785,tg:lhdc:1495,e73_CreationTimeSpans,1965,nan,nan,nan,nan,nan,nan,nan,nan,nan
fa3ed59c-a30a-5e0d-82a4-38ece2e2cc8b,tg:lhdc:145,e73_CreationTimeSpans,1927-04-16,1927-04-25,nan,nan,nan,nan,nan,nan,nan,nan
815db7d3-7483-5bf2-b786-e0a3a223a71c,tg:lhdc:700,e73_CreationTimeSpans,1932,nan,nan,nan,nan,nan,nan,nan,nan,nan
9b0f7e63-fedd-50c0-b151-4d8cae244610,tg:lhdc:2823,e73_CreationTimeSpans,1949-06-09,nan,nan,nan,nan,nan,nan,nan,nan,nan
eb950c24-0694-590e-af79-935bacca533d,tg:lhdc:678,e73_CreationTimeSpans,1954,nan,nan,nan,nan,nan,nan,nan,nan,nan
294454d0-be4b-54ae-92e9-6da58a5fdd5f,tg:lhdc:2833,e73_CreationTimeSpans,1949-08-18,nan,nan,nan,nan,nan,nan,nan,nan,nan
dc170343-7665-51b5-90dd-a24227b7f373,tg:lhdc:668,e73_CreationTimeSpans,1955,nan,nan,nan,nan,nan,nan,nan,nan,nan
bb760630-2f2a-51b8-bb2d-9137aababf5d,tg:lhdc:2756,e73_CreationTimeSpans,1947-11-20,nan,nan,nan,nan,nan,nan,nan,nan,nan
b856120d-7047-54a6-8ef5-3c8b7efe66f9,tg:lhdc:3324,e73_CreationTimeSpans,1959-10-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
88066f7c-9237-5cc8-b3f3-5cfabde7143a,tg:lhdc:1544,e73_CreationTimeSpans,1976,nan,nan,nan,nan,nan,nan,nan,nan,nan
a4d214b7-89eb-587a-b25b-6fa67068468e,tg:lhdc:4362,e73_CreationTimeSpans,1974,nan,nan,nan,nan,nan,nan,nan,nan,nan
095d1cb3-eeda-58a6-8746-d8734a700ffb,tg:lhdc:865,e73_CreationTimeSpans,1942,nan,nan,nan,nan,nan,nan,nan,nan,nan
cb4050ab-5050-5530-8e39-3e82de69895e,tg:lhdc:1554,e73_CreationTimeSpans,1965,nan,nan,nan,nan,nan,nan,nan,nan,nan
bd042d1e-106c-5fd3-8599-fbc846a25dae,tg:lhdc:4372,e73_CreationTimeSpans,1960,nan,nan,nan,nan,nan,nan,nan,nan,nan
