ResourceID,order,db,record.id,brocade_place_name,Creation Place Note,au_id,au_uuid,au_place_name,Creation Place Note Type,Creation Place Note Language,Creation Place Widget
1826248f-a05c-5a30-b309-764087de7c5f,1,lhhs,tg:lhhs:20484,,,au::100267,cfc8c28c-eccf-5d7a-a2ed-75864b2457fe,Grobbendonk (Turnhout),,,"dlod={""name"":""Grobbendonk (Turnhout)"",""ark"":""ark:/83110/x0/cfc8c28c-eccf-5d7a-a2ed-75864b2457fe"",""uri"":""/subjects/8969"",""id"":""au::100267"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
1d630b85-2b8b-5628-be58-5200265802d0,1,lhhs,tg:lhhs:11489,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
1e63a3f6-8201-5ef5-9182-247811cd5b93,1,lhhs,tg:lhhs:12717,Alveringem,,au::101237,dfde67db-fc14-5e2d-a093-983b1d501f13,Alveringem (Arrondissement Veurne),,,"dlod={""name"":""Alveringem (Arrondissement Veurne)"",""ark"":""ark:/83110/x0/dfde67db-fc14-5e2d-a093-983b1d501f13"",""uri"":""/subjects/15350"",""id"":""au::101237"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
1f691f5e-1cb9-5b76-9aaf-95b42d16d7b0,1,lhhs,tg:lhhs:12896,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
20081a60-a08b-5665-9c6b-db3395658fa7,1,lhhs,tg:lhhs:9344,Parijs,,au::102849,826b2ba0-7ecc-592c-877e-efeef61aeecb,Parijs (Paris),,,"dlod={""name"":""Parijs (Paris)"",""ark"":""ark:/83110/x0/826b2ba0-7ecc-592c-877e-efeef61aeecb"",""uri"":""/subjects/14911"",""id"":""au::102849"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
21bb6be7-8fb0-54bd-a404-3c934d5f01ed,1,lhhs,tg:lhhs:13003,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
232798f0-3327-5078-8db2-181ee1993197,1,lhhs,tg:lhhs:14045,Amsterdam,,au::104810,636962b7-6ad0-5b44-83b4-9eb0958ecb76,Amsterdam (Noord-Holland),,,"dlod={""name"":""Amsterdam (Noord-Holland)"",""ark"":""ark:/83110/x0/636962b7-6ad0-5b44-83b4-9eb0958ecb76"",""uri"":""/subjects/13849"",""id"":""au::104810"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
2497637e-48c7-57f5-b229-66e356a02b57,1,lhhs,tg:lhhs:13763,Kortrijk,,au::101140,fab9cfc9-8dcc-5c3b-aec2-1e033d4d2bfd,Kortrijk (Kortrijk),,,"dlod={""name"":""Kortrijk (Kortrijk)"",""ark"":""ark:/83110/x0/939c6b0a-0ca6-5d2a-b0d5-74502883d5da"",""uri"":""/subjects/14496"",""id"":""au::101140"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
29ee8be2-a818-5a60-ba29-cb38f0677e31,1,lhhs,tg:lhhs:11442,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
2deed50d-a00f-529e-a309-7656910618a2,1,lhhs,tg:lhhs:20979,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
2fbbdd43-7f01-54f5-930a-78f0d9d7cc03,1,lhhs,tg:lhhs:10986,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
2fcdc5c7-c634-5a08-b98a-f270ad922f33,1,lhhs,tg:lhhs:10585,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
30baba7c-e4d5-5fda-b83f-52bc9f2f8ae9,1,lhhs,tg:lhhs:7928,Parijs,,au::102849,826b2ba0-7ecc-592c-877e-efeef61aeecb,Parijs (Paris),,,"dlod={""name"":""Parijs (Paris)"",""ark"":""ark:/83110/x0/826b2ba0-7ecc-592c-877e-efeef61aeecb"",""uri"":""/subjects/14911"",""id"":""au::102849"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
34dd7878-895c-53e8-a538-283cd7015d59,1,lhhs,tg:lhhs:19626,,,au::100123,5906338c-2fde-5593-bdba-fe5e5e3b06ca,Ukkel (Brussel-Hoofdstad),,,"dlod={""name"":""Ukkel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/5906338c-2fde-5593-bdba-fe5e5e3b06ca"",""uri"":""/subjects/14830"",""id"":""au::100123"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
3505f1b2-72bf-56d4-9d1f-378c3a208209,1,lhhs,tg:lhhs:20257,,,au::100231,8edb9f04-ad85-5c4a-aa2c-b4e509be84f2,Mechelen (Mechelen),,,"dlod={""name"":""Mechelen (Mechelen)"",""ark"":""ark:/83110/x0/8edb9f04-ad85-5c4a-aa2c-b4e509be84f2"",""uri"":""/subjects/15408"",""id"":""au::100231"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
3540045f-7057-5fe3-a083-0861fdc945af,1,lhhs,tg:lhhs:10263,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
35f51b7b-4e11-5fbc-8df1-2692e34d43c3,1,lhhs,tg:lhhs:18226,,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
3699c0f6-df46-51ef-ad64-475982a4d2a4,1,lhhs,tg:lhhs:18075,,,au::100105,99596b2b-2b42-50f2-8ec3-d578638b6d71,Brussel (Brussel-Hoofdstad),,,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
39a2270a-9574-539f-adc2-05faeebe61e7,1,lhhs,tg:lhhs:13773,Kortrijk,,au::101140,fab9cfc9-8dcc-5c3b-aec2-1e033d4d2bfd,Kortrijk (Kortrijk),,,"dlod={""name"":""Kortrijk (Kortrijk)"",""ark"":""ark:/83110/x0/939c6b0a-0ca6-5d2a-b0d5-74502883d5da"",""uri"":""/subjects/14496"",""id"":""au::101140"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
3bc1d0be-59fa-51e1-acd7-58ac27bdd9e2,1,lhhs,tg:lhhs:11611,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
3e92e063-0ac9-54b0-b40f-a3cab738253e,1,lhhs,tg:lhhs:3167,Oostende,,au::101189,85eef20d-fd03-5f99-8acd-368b74b9456f,Oostende (Oostende),,,"dlod={""name"":""Oostende (Oostende)"",""ark"":""ark:/83110/x0/06947c9d-bb2e-5b3e-9368-6e60f61738da"",""uri"":""/subjects/14080"",""id"":""au::101189"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
42a8a8bb-2b78-5697-8251-132f38c12035,1,lhhs,tg:lhhs:11663,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
43f277dd-3ed3-57d1-8a20-b16eb3e60bc7,1,lhhs,tg:lhhs:11275,Leuven,,au::100963,aa4c5bc2-daba-5649-a7eb-9f44fc6106f3,Leuven (Leuven),,,"dlod={""name"":""Leuven (Leuven)"",""ark"":""ark:/83110/x0/a0ba2368-b2db-57ce-a269-7ed06a8423fe"",""uri"":""/subjects/11733"",""id"":""au::100963"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
449642d0-a275-5901-9fb3-cafa77c5756d,1,lhhs,tg:lhhs:11420,Gevangenis van Turnhout,,au::100307,3eecfeb9-c9bf-54a0-a02b-986026e248fe,Turnhout (Turnhout),,,"dlod={""name"":""Turnhout (Turnhout)"",""ark"":""ark:/83110/x0/3eecfeb9-c9bf-54a0-a02b-986026e248fe"",""uri"":""/subjects/13713"",""id"":""au::100307"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
47628e28-a9fe-5583-be66-1ef29cd65c2f,1,lhhs,tg:lhhs:2054,Amsterdam,,au::104810,636962b7-6ad0-5b44-83b4-9eb0958ecb76,Amsterdam (Noord-Holland),,,"dlod={""name"":""Amsterdam (Noord-Holland)"",""ark"":""ark:/83110/x0/636962b7-6ad0-5b44-83b4-9eb0958ecb76"",""uri"":""/subjects/13849"",""id"":""au::104810"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4a50a837-8ab3-5c9c-a984-54f27ba75a43,1,lhhs,tg:lhhs:11687,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b2f82f3-98bc-5d2f-85c9-1d94f51721b0,1,lhhs,tg:lhhs:10020,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b579226-5c93-5b38-b102-f839a8356a7a,1,lhhs,tg:lhhs:14582,Kortijk,,au::101140,939c6b0a-0ca6-5d2a-b0d5-74502883d5da,Kortrijk (Kortrijk),,,"dlod={""name"":""Kortrijk (Kortrijk)"",""ark"":""ark:/83110/x0/939c6b0a-0ca6-5d2a-b0d5-74502883d5da"",""uri"":""/subjects/14496"",""id"":""au::101140"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b6e482b-ed5f-5e14-b43f-40438cc27d11,1,lhhs,tg:lhhs:19953,,,au::102807,2df6a2e3-2ed4-5949-820e-9c0877e06876,FÈcamp (Arrondissement du Havre),,,"dlod={""name"":""Fécamp (Arrondissement du Havre)"",""ark"":""ark:/83110/x0/2df6a2e3-2ed4-5949-820e-9c0877e06876"",""uri"":""/subjects/15430"",""id"":""au::102807"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b6e482b-ed5f-5e14-b43f-40438cc27d11,2,lhhs,tg:lhhs:19953,,,au::102615,b5de20da-e997-5f97-b262-5aa46d1f9547,Bretagne (Frankrijk),,,"dlod={""name"":""Bretagne (Frankrijk)"",""ark"":""ark:/83110/x0/b5de20da-e997-5f97-b262-5aa46d1f9547"",""uri"":""/subjects/15441"",""id"":""au::102615"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b6e482b-ed5f-5e14-b43f-40438cc27d11,3,lhhs,tg:lhhs:19953,,,au::101249,9179f45d-7a8f-5642-a6f4-1d52cd57d53e,Nieuwpoort (Arrondissement Veurne),,,"dlod={""name"":""Nieuwpoort (Arrondissement Veurne)"",""ark"":""ark:/83110/x0/9179f45d-7a8f-5642-a6f4-1d52cd57d53e"",""uri"":""/subjects/12700"",""id"":""au::101249"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4bd2c16d-654e-5074-ac9b-9111ebcd254e,1,lhhs,tg:lhhs:10042,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4c6929b8-d0f2-5ea6-915c-9ca31f017480,1,lhhs,tg:lhhs:11990,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4dca6e20-b4ac-50aa-95a3-73c833077dfe,1,lhhs,tg:lhhs:7280,Leuven,,au::100963,aa4c5bc2-daba-5649-a7eb-9f44fc6106f3,Leuven (Leuven),,,"dlod={""name"":""Leuven (Leuven)"",""ark"":""ark:/83110/x0/a0ba2368-b2db-57ce-a269-7ed06a8423fe"",""uri"":""/subjects/11733"",""id"":""au::100963"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4e9fc114-6c7e-5554-b73f-889baa3fdc2c,1,lhhs,tg:lhhs:11916,Wilrijk,,au::100154,12489270-c318-50ad-b7ba-f8c63fe48a74,Wilrijk (Antwerpen),,,"dlod={""name"":""Wilrijk (Antwerpen)"",""ark"":""ark:/83110/x0/12489270-c318-50ad-b7ba-f8c63fe48a74"",""uri"":""/subjects/8631"",""id"":""au::100154"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4ebed90f-94e8-5973-bba8-53b3fa73786a,1,lhhs,tg:lhhs:8079,Linz,,au::105349,767f8ec8-766e-5883-a075-ec7de6953663,Linz (Linz Stadt),,,"dlod={""name"":""Linz (Linz Stadt)"",""ark"":""ark:/83110/x0/767f8ec8-766e-5883-a075-ec7de6953663"",""uri"":""/subjects/13558"",""id"":""au::105349"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
51e32dcc-f192-592f-93b3-cadb80198e07,1,lhhs,tg:lhhs:10962,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5365498a-ff0b-5900-96aa-3b01750bd778,1,lhhs,tg:lhhs:21108,,,au::101457,fbcec500-4123-5ef7-9a1e-92d4faf39acf,Luik (Luik),,,"dlod={""name"":""Luik (Luik)"",""ark"":""ark:/83110/x0/fbcec500-4123-5ef7-9a1e-92d4faf39acf"",""uri"":""/subjects/12940"",""id"":""au::101457"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
53de2c42-5cff-5b5b-a530-a5f8a007b4b2,1,lhhs,tg:lhhs:20739,Olen,,au::100300,64bb047b-0b3b-5df0-9e02-447c37e8b3b6,Olen (Turnhout),,,"dlod={""name"":""Olen (Turnhout)"",""ark"":""ark:/83110/x0/64bb047b-0b3b-5df0-9e02-447c37e8b3b6"",""uri"":""/subjects/12044"",""id"":""au::100300"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
55f408c6-6e80-5aa1-9f15-8f4676e28d3e,1,lhhs,tg:lhhs:10878,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
56958e45-6d1c-5cec-aa7b-071d76e078bd,1,lhhs,tg:lhhs:14037,Amsterdam,,au::104810,636962b7-6ad0-5b44-83b4-9eb0958ecb76,Amsterdam (Noord-Holland),,,"dlod={""name"":""Amsterdam (Noord-Holland)"",""ark"":""ark:/83110/x0/636962b7-6ad0-5b44-83b4-9eb0958ecb76"",""uri"":""/subjects/13849"",""id"":""au::104810"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
575df118-9572-52aa-a176-0d2ba018c9d5,1,lhhs,tg:lhhs:4790,Ertvelde,,au::100646,3fec9223-a4ac-5e92-b028-de9aecb0298a,Ertvelde (Evergem),,,"dlod={""name"":""Ertvelde (Evergem)"",""ark"":""ark:/83110/x0/3fec9223-a4ac-5e92-b028-de9aecb0298a"",""uri"":""/subjects/8603"",""id"":""au::100646"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5823f74b-17e4-56a0-914e-8ac43abd5d6c,1,lhhs,tg:lhhs:5060,Kortrijk,,au::101140,fab9cfc9-8dcc-5c3b-aec2-1e033d4d2bfd,Kortrijk (Kortrijk),,,"dlod={""name"":""Kortrijk (Kortrijk)"",""ark"":""ark:/83110/x0/939c6b0a-0ca6-5d2a-b0d5-74502883d5da"",""uri"":""/subjects/14496"",""id"":""au::101140"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
588cbcd3-a049-515b-984f-20c44b457953,1,lhhs,tg:lhhs:14112,Grobbendonk,,au::100267,cfc8c28c-eccf-5d7a-a2ed-75864b2457fe,Grobbendonk (Turnhout),,,"dlod={""name"":""Grobbendonk (Turnhout)"",""ark"":""ark:/83110/x0/cfc8c28c-eccf-5d7a-a2ed-75864b2457fe"",""uri"":""/subjects/8969"",""id"":""au::100267"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5bb65df5-3cde-562e-9a0d-df3e06c9f70b,1,lhhs,tg:lhhs:19491,,,au::100105,99596b2b-2b42-50f2-8ec3-d578638b6d71,Brussel (Brussel-Hoofdstad),,,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5c485977-a10f-544d-96bb-e4526e61bc53,1,lhhs,tg:lhhs:7965,Blankenberge,,au::101021,3f071780-2abd-5bb8-94dd-bda2226215db,Blankenberge (Brugge),,,"dlod={""name"":""Blankenberge (Brugge)"",""ark"":""ark:/83110/x0/3f071780-2abd-5bb8-94dd-bda2226215db"",""uri"":""/subjects/10876"",""id"":""au::101021"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5ce237c4-b180-5b6e-8598-8e41ef2b0224,1,lhhs,tg:lhhs:10158,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5d7322cd-9f18-5406-8b29-52bb6031105f,1,lhhs,tg:lhhs:1947,"Leopoldstad, Congo",,au::103947,85f30b14-7811-53df-b416-8a693d053d36,Kinshasa (Kinshasa City),,,"dlod={""name"":""Kinshasa (Kinshasa City)"",""ark"":""ark:/83110/x0/85f30b14-7811-53df-b416-8a693d053d36"",""uri"":""/subjects/15159"",""id"":""au::103947"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
