brocade.id,Legacy Information Code,Legacy Information Value,dataset,card,Legacy Information Type,ResourceID
tg:lhdc:12,d:lh:198351,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/V_/V8572_Vos_Van_Kleef_D_de/tg_lhdc_12.tif,lhdc,e73_LegacyImages,image high resolution,a7421d49-c56c-51ac-b785-d73c18f2b8ad
tg:lhdc:123,d:lh:258898,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/CC174_Coppenolle_Martha_van/tg_lhdc_123.tif,lhdc,e73_LegacyImages,image high resolution,3f3c561f-e510-5dcc-a034-e6442f972515
tg:lhdc:126,d:lh:258874,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/CC174_Coppenolle_Martha_van/tg_lhdc_126.tif,lhdc,e73_LegacyImages,image high resolution,5a0b15ab-0181-54d1-ad1c-c52d3f2808b0
tg:lhdc:127,d:lh:258590,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/CC174_Coppenolle_Martha_van/tg_lhdc_127.tif,lhdc,e73_LegacyImages,image high resolution,805df24e-f8be-532d-975e-01a1b137b487
tg:lhdc:128,d:lh:258929,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/CC174_Coppenolle_Martha_van/tg_lhdc_128.tif,lhdc,e73_LegacyImages,image high resolution,66cacc71-49d8-5edb-b39e-6c4904f210bf
tg:lhdc:129,d:lh:258930,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/CC174_Coppenolle_Martha_van/tg_lhdc_129.tif,lhdc,e73_LegacyImages,image high resolution,3a51644b-e13e-5658-a228-16c327521049
tg:lhdc:13,d:lh:198350,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/V_/V8572_Vos_Van_Kleef_D_de/tg_lhdc_13.tif,lhdc,e73_LegacyImages,image high resolution,c89e2dc4-6cf4-5c67-b793-ced0dfb74896
tg:lhdc:130,d:lh:258982,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/CC174_Coppenolle_Martha_van/tg_lhdc_130.tif,lhdc,e73_LegacyImages,image high resolution,b43d8f9e-07fc-5262-927a-6426ae51679c
tg:lhdc:131,d:lh:258981,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/CC174_Coppenolle_Martha_van/tg_lhdc_131.tif,lhdc,e73_LegacyImages,image high resolution,71cbb5e7-812b-54fa-9c0a-f3cc678d1d01
tg:lhdc:132,d:lh:258983,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/CC174_Coppenolle_Martha_van/tg_lhdc_132.tif,lhdc,e73_LegacyImages,image high resolution,22c426ad-3455-5d77-8875-00b65011647b
tg:lhdc:133,d:lh:258596,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/CC174_Coppenolle_Martha_van/tg_lhdc_133.tif,lhdc,e73_LegacyImages,image high resolution,d0f3d6bf-c86c-567f-bb9e-af102abb8c52
tg:lhdc:134,d:lh:258598,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/CC174_Coppenolle_Martha_van/tg_lhdc_134.tif,lhdc,e73_LegacyImages,image high resolution,8fd44b6b-b0a8-59ef-9b8a-85a76b207449
tg:lhdc:135,d:lh:258597,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/CC174_Coppenolle_Martha_van/tg_lhdc_135.tif,lhdc,e73_LegacyImages,image high resolution,e57cda54-8043-5258-846a-9b46c550cd89
tg:lhdc:138,d:lh:261138,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/CC174_Coppenolle_Martha_van/tg_lhdc_138.tif,lhdc,e73_LegacyImages,image high resolution,5a341ffb-7a1c-5343-b8a3-1a950fdbfb7c
tg:lhdc:139,d:lh:261073,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M6147_Michiels_Ivo/tg_lhdc_139.tif,lhdc,e73_LegacyImages,image high resolution,52d34adf-3a0c-5b54-8a39-7cd399a028d2
tg:lhdc:14,d:lh:198349,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/V_/V8572_Vos_Van_Kleef_D_de/tg_lhdc_14.tif,lhdc,e73_LegacyImages,image high resolution,ce37f81d-b38f-5574-b6b7-adf32512cc09
tg:lhdc:140,d:lh:261069,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M6147_Michiels_Ivo/tg_lhdc_140.tif,lhdc,e73_LegacyImages,image high resolution,b090bbea-8af0-5b8b-8005-55f498b41e1f
tg:lhdc:144,d:lh:268316,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/B_/B585_Bilcke_Maurits/tg_lhdc_144,lhdc,e73_LegacyImages,image high resolution,b1700869-79cf-5b86-8a73-384bb96cb965
tg:lhdc:149,d:lh:269462,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M13381_Maetschappij_Voor_Tael_en_Kunst/tg_lhdc_149.tif,lhdc,e73_LegacyImages,image high resolution,c5cdcddf-82e6-53fb-b9aa-d7e3e2321882
tg:lhdc:152,d:lh:269699,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/B_/B585_Bilcke_Maurits/tg_lhdc_152,lhdc,e73_LegacyImages,image high resolution,11f3cc12-cebe-51ea-b4bc-7842aa29f2e0
tg:lhdc:153,d:lh:271278,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/J_/J416_Jonckheere_Karel/tg_lhdc_153.tif,lhdc,e73_LegacyImages,image high resolution,81b41f3f-0668-5bba-aba7-16fdf2abcba8
tg:lhdc:156,d:lh:283267,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/O_/O33745_Opera_Koninklijke_Vlaamse/tg_lhdc_156,lhdc,e73_LegacyImages,image high resolution,07eedd18-4ddf-54e0-9e8c-cb826dbd271c
tg:lhdc:157,d:lh:283266,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/H_/H905_Hullebroeck_Emiel/tg_lhdc_157,lhdc,e73_LegacyImages,image high resolution,913174ad-a29a-5df7-a3fd-4fdae513398c
tg:lhdc:160,d:lh:288851,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/V_/V575_Victor_Rene/tg_lhdc_160.tif,lhdc,e73_LegacyImages,image high resolution,463f8a98-20b1-5157-b70f-c6e9becbab6d
tg:lhdc:17,d:lh:226678,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_17,lhdc,e73_LegacyImages,image high resolution,4c6e5626-33fd-5f07-a2a3-1bb3faaf9045
tg:lhdc:18,d:lh:226698,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_18,lhdc,e73_LegacyImages,image high resolution,bcd7c4b4-f0ee-51bd-be8f-aa40338da7f1
tg:lhdc:19,d:lh:226693,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_19,lhdc,e73_LegacyImages,image high resolution,64c199ed-293e-5e6c-95b4-e7d6ada75bd0
tg:lhdc:20,d:lh:226695,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_20,lhdc,e73_LegacyImages,image high resolution,5e18b11d-9552-5be5-bdd5-f066bb83ac2a
tg:lhdc:21,d:lh:226696,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_21,lhdc,e73_LegacyImages,image high resolution,66eb60de-24a9-5936-ac97-848778181837
tg:lhdc:22,d:lh:226720,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_22,lhdc,e73_LegacyImages,image high resolution,1d2aaaad-196a-5404-9d89-515963c57317
tg:lhdc:23,d:lh:226721,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_23,lhdc,e73_LegacyImages,image high resolution,4f45fc99-7cc7-58b4-9e5c-f578d4c458e3
tg:lhdc:24,d:lh:226718,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_24,lhdc,e73_LegacyImages,image high resolution,87f0263e-f9b5-5bab-b62f-5aeb79fd9e6a
tg:lhdc:25,d:lh:226719,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_25,lhdc,e73_LegacyImages,image high resolution,4cd1aa37-3736-5876-955d-03185996df10
tg:lhdc:26,d:lh:226716,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_26.tif,lhdc,e73_LegacyImages,image high resolution,29f8e1ce-a563-522b-980b-a5085f9d434a
tg:lhdc:27,d:lh:226717,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_27,lhdc,e73_LegacyImages,image high resolution,15bfe707-b14f-5fb4-9fb0-efba99d66cae
tg:lhdc:28,d:lh:226730,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_28.tif,lhdc,e73_LegacyImages,image high resolution,229a69c5-bc2e-58f5-853c-93e9f25abc20
tg:lhdc:29,d:lh:226731,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_29,lhdc,e73_LegacyImages,image high resolution,810b0ac6-1c37-5662-a850-d49dfd463962
tg:lhdc:3,d:lh:195205,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/V_/V8572_Vos_Van_Kleef_D_de/tg_lhdc_3.tif,lhdc,e73_LegacyImages,image high resolution,044e00ec-25a5-5d4a-a53e-d745f6da3ef6
tg:lhdc:33,d:lh:226729,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_33,lhdc,e73_LegacyImages,image high resolution,68e0610c-fb91-5150-9d21-a2ed786bcd51
tg:lhdc:35,d:lh:226728,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_35,lhdc,e73_LegacyImages,image high resolution,3166e02b-f27c-54ea-8a31-d39158d19871
tg:lhdc:36,d:lh:226748,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_36,lhdc,e73_LegacyImages,image high resolution,8cee5a1e-60a2-50ee-9350-6c52ceb23530
tg:lhdc:37,d:lh:226747,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_37.tif,lhdc,e73_LegacyImages,image high resolution,03fc60eb-4479-57ad-b611-7b9acaa3e50e
tg:lhdc:38,d:lh:226750,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_38,lhdc,e73_LegacyImages,image high resolution,a381552f-aedd-5183-8a21-f15e4d9fce05
tg:lhdc:39,d:lh:226749,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_39,lhdc,e73_LegacyImages,image high resolution,1046ad95-9224-5d5a-92a9-5e0764d3f19b
tg:lhdc:40,d:lh:226751,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_40,lhdc,e73_LegacyImages,image high resolution,21f2c964-cca0-5333-9105-e2bef4bddb66
tg:lhdc:41,d:lh:226761,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_41,lhdc,e73_LegacyImages,image high resolution,2d3e31a2-3fec-5ace-96f0-0be1f186afb7
tg:lhdc:42,d:lh:226762,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_42,lhdc,e73_LegacyImages,image high resolution,85e724f1-be10-5945-bd24-a366e0caa9dd
tg:lhdc:43,d:lh:227383,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_43,lhdc,e73_LegacyImages,image high resolution,13f20457-b15c-568a-b0ce-2b01be178b99
tg:lhdc:44,d:lh:227378,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_44,lhdc,e73_LegacyImages,image high resolution,a77b768d-b229-5d8a-875c-4b6147cbb193
tg:lhdc:45,d:lh:227379,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_45.tif,lhdc,e73_LegacyImages,image high resolution,99ec77e8-8771-50d7-b08e-851241c11561
tg:lhdc:46,d:lh:227380,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_46,lhdc,e73_LegacyImages,image high resolution,5aaf12f6-632d-5f9d-80dd-b4ed08cb5c15
tg:lhdc:47,d:lh:227381,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_47.tif,lhdc,e73_LegacyImages,image high resolution,cb768a66-8583-559a-b2cc-fa0cfca996fd
tg:lhdc:4763,d:lh:222613,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/C_/C34_Conscience_Hendrik/tg_lhdc_87,lhdc,e73_LegacyImages,image high resolution,9412c64d-a99d-58a4-9c83-416c101c33da
tg:lhdc:48,d:lh:227382,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_48.tif,lhdc,e73_LegacyImages,image high resolution,86dddb9d-ae48-5ffd-9d5c-ee66a83e7112
tg:lhdc:49,d:lh:227377,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_49,lhdc,e73_LegacyImages,image high resolution,d4d648a9-5ae0-52fa-b313-e88b13464755
tg:lhdc:50,d:lh:226752,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_50.tif,lhdc,e73_LegacyImages,image high resolution,17e6d696-9fa3-53b1-b559-a510d3a5d54e
tg:lhdc:51,d:lh:227414,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_51,lhdc,e73_LegacyImages,image high resolution,9bf215d1-c975-5b62-863f-b0af38de30fc
tg:lhdc:52,d:lh:227413,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_52,lhdc,e73_LegacyImages,image high resolution,b7ebb56f-fca8-5c15-a3da-8c7d31d8f4df
tg:lhdc:53,d:lh:227412,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_53,lhdc,e73_LegacyImages,image high resolution,f66aba15-19f5-5909-854e-fafd608dc6c7
tg:lhdc:54,d:lh:227416,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_54.tif,lhdc,e73_LegacyImages,image high resolution,35640af7-8473-5905-80d2-32aec22ba2e9
tg:lhdc:55,d:lh:227415,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_55.tif,lhdc,e73_LegacyImages,image high resolution,6faea7ea-235b-5a4a-bf06-617cddffd87c
tg:lhdc:56,d:lh:226298,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_56.tif,lhdc,e73_LegacyImages,image high resolution,014e162a-422b-53a5-a7cc-b31145381672
tg:lhdc:57,d:lh:226297,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_57,lhdc,e73_LegacyImages,image high resolution,b209b6e7-9bda-5e68-ade2-e5e7bb1d2397
tg:lhdc:58,d:lh:226303,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_58,lhdc,e73_LegacyImages,image high resolution,25929049-86de-5309-b6d9-581cd38a08f7
tg:lhdc:59,d:lh:226330,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_59,lhdc,e73_LegacyImages,image high resolution,bcf4546c-4310-5d8b-b2f3-87e9ecfe4bed
tg:lhdc:60,d:lh:226328,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_60,lhdc,e73_LegacyImages,image high resolution,57f19257-318a-5179-ae44-02084db219e6
tg:lhdc:61,d:lh:226324,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_61,lhdc,e73_LegacyImages,image high resolution,b8b5409c-91ae-59d4-8b50-db012a9ff53a
tg:lhdc:62,d:lh:226327,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_62,lhdc,e73_LegacyImages,image high resolution,dace3d9a-fcc8-5934-9bc6-2039cb1ea2f8
tg:lhdc:63,d:lh:226323,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_63,lhdc,e73_LegacyImages,image high resolution,e8d8446e-9b97-50a7-96f9-b1f69a8d506d
tg:lhdc:65,d:lh:226326,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_65,lhdc,e73_LegacyImages,image high resolution,2a59560d-5d5f-5fd6-811a-05e73789667d
tg:lhdc:66,d:lh:226325,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_66,lhdc,e73_LegacyImages,image high resolution,5c053782-05ce-53e4-8dc7-f5acee0fe382
tg:lhdc:67,d:lh:226329,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_67,lhdc,e73_LegacyImages,image high resolution,f430e033-b6ad-5c3b-a64f-08c03a87a7c2
tg:lhdc:68,d:lh:226512,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_68,lhdc,e73_LegacyImages,image high resolution,c7ff4c35-d740-5be1-b356-ddab90242cae
tg:lhdc:69,d:lh:226513,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_69,lhdc,e73_LegacyImages,image high resolution,6b31b160-3b13-56d0-b6e0-935f0be29571
tg:lhdc:7,d:lh:195203,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/R_/R305_Reiffenberg_f/tg_lhdc_7.tif,lhdc,e73_LegacyImages,image high resolution,bc6204d9-e13d-57e7-8123-1e5d93e95f8c
tg:lhdc:70,d:lh:226515,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_70,lhdc,e73_LegacyImages,image high resolution,fce5f804-850e-5053-b4a5-f086babfbb5e
tg:lhdc:71,d:lh:226514,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_71.tif,lhdc,e73_LegacyImages,image high resolution,f783ec5c-be98-5514-a7c5-ffdee0597936
tg:lhdc:72,d:lh:226517,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_72,lhdc,e73_LegacyImages,image high resolution,0cfc59db-34fd-5edc-9707-e3197ddcc917
