ResourceID,brocade.id,card,order,volgnummer,title,note
37a88861-af9b-5498-a092-862afb43030a,tg:lhdc:3436_#1,e22_OtherIdentifiers,1,,"ventje glas, ventje hout en ventje ijzer",
52e28c4b-21c1-5391-8a42-6ef6630f3541,tg:lhdc:786_#1,e22_OtherIdentifiers,1,R 134 / 310,,
52e28c4b-21c1-5391-8a42-6ef6630f3541,tg:lhdc:786_#1,e22_OtherIdentifiers,1,,Het mirakel van sint antonius,
67765a2c-ebcd-50aa-b883-c13de4602958,tg:lhdc:1256_#1,e22_OtherIdentifiers,1,R 134 / 710,,
67765a2c-ebcd-50aa-b883-c13de4602958,tg:lhdc:1256_#1,e22_OtherIdentifiers,1,,Talleyrand,
e472b7cc-f0be-53e9-a212-68a05aaf1b90,tg:lhdc:4470_#1,e22_OtherIdentifiers,1,R 134 / 3847,,
e472b7cc-f0be-53e9-a212-68a05aaf1b90,tg:lhdc:4470_#1,e22_OtherIdentifiers,1,,De caravans (Deel een),
dda58c27-85b0-5b60-8ae6-42a117e5ba7d,tg:lhdc:2044_#1,e22_OtherIdentifiers,1,R 134 / 1461,,
dda58c27-85b0-5b60-8ae6-42a117e5ba7d,tg:lhdc:2044_#1,e22_OtherIdentifiers,1,,De partij (La Partida),
997a41a6-8799-5db3-8475-d14a17b30812,tg:lhdc:4508_#1,e22_OtherIdentifiers,1,R 134 / 3886,,
997a41a6-8799-5db3-8475-d14a17b30812,tg:lhdc:4508_#1,e22_OtherIdentifiers,1,,De collega's II ( 6de aflevering),
c7acda2c-c8cd-5728-ad4e-bf9d30ae3e28,tg:lhdc:796_#1,e22_OtherIdentifiers,1,R 134 / 319,,
c7acda2c-c8cd-5728-ad4e-bf9d30ae3e28,tg:lhdc:796_#1,e22_OtherIdentifiers,1,,Kleine zwerftocht in het verleden van de zangfilm,
867840af-8241-5f81-bb79-21dc869a2f8c,tg:lhdc:1246_#1,e22_OtherIdentifiers,1,R 134 / 700,,
867840af-8241-5f81-bb79-21dc869a2f8c,tg:lhdc:1246_#1,e22_OtherIdentifiers,1,,Odusseus en de sirenen,
48d1ef43-315c-5f5d-a7e8-f5ad28d6c2b0,tg:lhdc:4460_#1,e22_OtherIdentifiers,1,R 134 / 3837,,
48d1ef43-315c-5f5d-a7e8-f5ad28d6c2b0,tg:lhdc:4460_#1,e22_OtherIdentifiers,1,,Ten huize van Hendrik Caspeele,
b3d96587-eee0-5361-abdc-8de2c55e9506,tg:lhdc:3426_#1,e22_OtherIdentifiers,1,R 134 / 2811,,
b3d96587-eee0-5361-abdc-8de2c55e9506,tg:lhdc:3426_#1,e22_OtherIdentifiers,1,,Hoe de Lente geboren werd,
b33f15d0-e6f3-5c24-afc3-73673b6c9da3,tg:lhdc:4518_#1,e22_OtherIdentifiers,1,R 134 / 3896,,
b33f15d0-e6f3-5c24-afc3-73673b6c9da3,tg:lhdc:4518_#1,e22_OtherIdentifiers,1,,De collega's (Deel 12; Reeks II),
c4250f99-b603-5908-8636-82f0f12ff43c,tg:lhdc:2054_#1,e22_OtherIdentifiers,1,R 134 / 1471,,
c4250f99-b603-5908-8636-82f0f12ff43c,tg:lhdc:2054_#1,e22_OtherIdentifiers,1,,Dialoog in een Trein,
6957fdc9-11f3-5c2e-a422-6c8650f43abe,tg:lhdc:2185_#1,e22_OtherIdentifiers,1,R 134 / 1596,,
6957fdc9-11f3-5c2e-a422-6c8650f43abe,tg:lhdc:2185_#1,e22_OtherIdentifiers,1,,Voorlopig vonnis,
462d972d-b8a8-5cb3-bbee-8c1b768760e6,tg:lhdc:647_#1,e22_OtherIdentifiers,1,R 134 / 182,,
462d972d-b8a8-5cb3-bbee-8c1b768760e6,tg:lhdc:647_#1,e22_OtherIdentifiers,1,,Een dode met lef,
64495c55-885b-5d80-9239-2f01cc823819,tg:lhdc:2964_#1,e22_OtherIdentifiers,1,R 134 / 2353,,
64495c55-885b-5d80-9239-2f01cc823819,tg:lhdc:2964_#1,e22_OtherIdentifiers,1,,"Babbeltje voor flinke jongens en meisjes (zachte radiomusiek, gelach, af en toe)",
b509df4f-7162-5c60-923e-29560ca97b8d,tg:lhdc:1397_#1,e22_OtherIdentifiers,1,R 134 / 845,,
b509df4f-7162-5c60-923e-29560ca97b8d,tg:lhdc:1397_#1,e22_OtherIdentifiers,1,,De brug,
2cef5fc2-cfe8-53a4-b4c4-1de98c56501d,tg:lhdc:2195_#1,e22_OtherIdentifiers,1,R 134 / 1606,,
2cef5fc2-cfe8-53a4-b4c4-1de98c56501d,tg:lhdc:2195_#1,e22_OtherIdentifiers,1,,Intermezzo,
6455f235-0009-564d-ab38-2e0547ece1c5,tg:lhdc:2974_#1,e22_OtherIdentifiers,1,R 134 / 2363,,
6455f235-0009-564d-ab38-2e0547ece1c5,tg:lhdc:2974_#1,e22_OtherIdentifiers,1,,De wondergrot,
a22a6633-29d6-5814-a19d-215b655de8db,tg:lhdc:657_#1,e22_OtherIdentifiers,1,R 134 / 189,,
a22a6633-29d6-5814-a19d-215b655de8db,tg:lhdc:657_#1,e22_OtherIdentifiers,1,,Fiat Justitia,
22b9ef73-41f1-5801-8e42-1d4b700973f3,tg:lhdc:1387_#1,e22_OtherIdentifiers,1,R 134 / 837,,
22b9ef73-41f1-5801-8e42-1d4b700973f3,tg:lhdc:1387_#1,e22_OtherIdentifiers,1,,Geruchten,
4bd77582-80c2-57a8-996e-37973bea63ac,tg:lhdc:1810_#1,e22_OtherIdentifiers,1,R 134 / 1229,,
4bd77582-80c2-57a8-996e-37973bea63ac,tg:lhdc:1810_#1,e22_OtherIdentifiers,1,,Ik ben barabbas,
f02a7018-0e8b-5b9b-9af6-8fba693e4116,tg:lhdc:459_#1,e22_OtherIdentifiers,1,R 134 / 7,,
f02a7018-0e8b-5b9b-9af6-8fba693e4116,tg:lhdc:459_#1,e22_OtherIdentifiers,1,,Het geluk,
ee2bf1e4-0978-51d9-844a-09d24eabe8fa,tg:lhdc:1189_#1,e22_OtherIdentifiers,1,R 134 / 656,,
ee2bf1e4-0978-51d9-844a-09d24eabe8fa,tg:lhdc:1189_#1,e22_OtherIdentifiers,1,,kolen in de kempen,
aa272efd-be39-59f2-a013-3b794dc66ff4,tg:lhdc:1968_#1,e22_OtherIdentifiers,1,R 134 / 1386,,
aa272efd-be39-59f2-a013-3b794dc66ff4,tg:lhdc:1968_#1,e22_OtherIdentifiers,1,,Dovemansgesprek,
5f9ab0ac-64e6-52c7-a497-c9d260bd3b21,tg:lhdc:3691_#1,e22_OtherIdentifiers,1,R 134 / 3073,,
5f9ab0ac-64e6-52c7-a497-c9d260bd3b21,tg:lhdc:3691_#1,e22_OtherIdentifiers,1,,Jef en Jan als Zeeman,
c5356a21-4c36-5bb3-8a4c-e46d566110ed,tg:lhdc:521_#1,e22_OtherIdentifiers,1,R 134 / 69,,
c5356a21-4c36-5bb3-8a4c-e46d566110ed,tg:lhdc:521_#1,e22_OtherIdentifiers,1,,"Ja moeder, nee moeder",
cf5b8d74-3704-5654-bfe1-59ffcfc8417d,tg:lhdc:449_#1,e22_OtherIdentifiers,1,W 213 / 374,,
cf5b8d74-3704-5654-bfe1-59ffcfc8417d,tg:lhdc:449_#1,e22_OtherIdentifiers,1,,De apostasie van Walschap,
ba234d57-0a20-59b2-8634-65233eb84c24,tg:lhdc:1199_#1,e22_OtherIdentifiers,1,R 134 / 665,,
ba234d57-0a20-59b2-8634-65233eb84c24,tg:lhdc:1199_#1,e22_OtherIdentifiers,1,,Esopus of de gebochelde wijsheid,
5ddaecac-061e-5a6b-98bf-a77f90f5e0a4,tg:lhdc:1800_#1,e22_OtherIdentifiers,1,R 134 / 1219,,
5ddaecac-061e-5a6b-98bf-a77f90f5e0a4,tg:lhdc:1800_#1,e22_OtherIdentifiers,1,,Alma en haar ezeltje,
ac2692c1-bcb9-555c-a833-b6a88a58d287,tg:lhdc:531_#1,e22_OtherIdentifiers,1,,De veertig minuten van Henriette Dupont,
e49eda5c-ef44-570c-8409-1e3c1e5b574d,tg:lhdc:1978_#1,e22_OtherIdentifiers,1,R 134 / 1396,,
e49eda5c-ef44-570c-8409-1e3c1e5b574d,tg:lhdc:1978_#1,e22_OtherIdentifiers,1,,De mooie juffrouw Aiko,
a84c499f-5b91-5284-8c0a-33ec6c909050,tg:lhdc:3681_#1,e22_OtherIdentifiers,1,R 134 / 3063,,
a84c499f-5b91-5284-8c0a-33ec6c909050,tg:lhdc:3681_#1,e22_OtherIdentifiers,1,,Paultje pratertje,
278bedbc-2a49-5195-8ea8-ac38a642a29f,tg:lhdc:3825_#1,e22_OtherIdentifiers,1,R 134 / 3206,,
278bedbc-2a49-5195-8ea8-ac38a642a29f,tg:lhdc:3825_#1,e22_OtherIdentifiers,1,,De wonderkers,
46e86fa6-eb27-5f97-81aa-1b81d2df0882,tg:lhdc:4082_#1,e22_OtherIdentifiers,1,R 134 / 3460,,
46e86fa6-eb27-5f97-81aa-1b81d2df0882,tg:lhdc:4082_#1,e22_OtherIdentifiers,1,,Het geitenland,
fd209aa4-d912-5a23-8331-24eddceec892,tg:lhdc:3835_#1,e22_OtherIdentifiers,1,R 134 / 3216,,
fd209aa4-d912-5a23-8331-24eddceec892,tg:lhdc:3835_#1,e22_OtherIdentifiers,1,,De familie zeven,
d337e789-0977-5a04-855e-90a0ae2c6eba,tg:lhdc:364_#1,e22_OtherIdentifiers,1,D 9653 / 39,,
d337e789-0977-5a04-855e-90a0ae2c6eba,tg:lhdc:364_#1,e22_OtherIdentifiers,1,,"Maetschappy van Rhetorika te Waereghem, onder kenzin 'Kunst en Eendragt' - Pryskamp van Nederduitsche Tael-, Letter-, en tooneelkunde te Waeregehm, op zondag 31 AUGST 1851 - Programma",
938f63a1-d8b4-5410-8e61-2e91f6648d6a,tg:lhdc:4092_#1,e22_OtherIdentifiers,1,R 134 / 3470,,
938f63a1-d8b4-5410-8e61-2e91f6648d6a,tg:lhdc:4092_#1,e22_OtherIdentifiers,1,,Een lange herfstdag,
95439c89-c92c-59ae-8a89-70e0c664e506,tg:lhdc:4198_#1,e22_OtherIdentifiers,1,R 134 / 3576,,
95439c89-c92c-59ae-8a89-70e0c664e506,tg:lhdc:4198_#1,e22_OtherIdentifiers,1,,De zoete smaak van goudlikeur,
4693a807-6f91-52e1-8333-5c4e13b7799c,tg:lhdc:3847_#1,e22_OtherIdentifiers,1,R 134 / 3228,,
4693a807-6f91-52e1-8333-5c4e13b7799c,tg:lhdc:3847_#1,e22_OtherIdentifiers,1,,Gevecht bij het drijfzand,
066cdd8b-f7c0-5549-b464-b44660f59ed2,tg:lhdc:316_#1,e22_OtherIdentifiers,1,D 9653 / 39,,
066cdd8b-f7c0-5549-b464-b44660f59ed2,tg:lhdc:316_#1,e22_OtherIdentifiers,1,,"De Maetschappy van Vlaemsche Letteroefening, onder de Kenspreuk: De Tael is Gansch het volk, te Gent - Prysvragen - Programma",
330266dd-62a7-5d90-80bf-13c72a862ef2,tg:lhdc:4811_#1,e22_OtherIdentifiers,1,C 34/41,,
330266dd-62a7-5d90-80bf-13c72a862ef2,tg:lhdc:4811_#1,e22_OtherIdentifiers,1,,Getuigschrift van benoeming tot Ridder in de orde van de Braziliaanse Roos,
5ca33c22-5126-5c02-b287-c875ca8f5f44,tg:lhdc:3857_#1,e22_OtherIdentifiers,1,R 134 / 3238,,
5ca33c22-5126-5c02-b287-c875ca8f5f44,tg:lhdc:3857_#1,e22_OtherIdentifiers,1,,De familie zeven (6),
3260788d-36a3-5910-bd5e-16d9f01f0a4f,tg:lhdc:4188_#1,e22_OtherIdentifiers,1,R 134 / 3566,,
3260788d-36a3-5910-bd5e-16d9f01f0a4f,tg:lhdc:4188_#1,e22_OtherIdentifiers,1,,Toontje heeft een Paard getekend,
d41aab7f-6a00-5b7e-a076-5452cc467b26,tg:lhdc:306_#1,e22_OtherIdentifiers,1,D 9653 / 39,,
d41aab7f-6a00-5b7e-a076-5452cc467b26,tg:lhdc:306_#1,e22_OtherIdentifiers,1,,"Koninglijke Maatschappij van Rhetorica te Gent - Berigt van prijs-uitloving door de koninklijke maatschappij van Rhetorica te Gend, voor het jaar 1821 - Programma",
b200b423-85e9-5f6f-bfd6-7aa5939d49e7,tg:lhdc:2281_#1,e22_OtherIdentifiers,1,R 134 / 1678,,
b200b423-85e9-5f6f-bfd6-7aa5939d49e7,tg:lhdc:2281_#1,e22_OtherIdentifiers,1,,De bedelvirtuoos,
bb4de1ad-9644-5ded-8d99-2d20c51a322b,tg:lhdc:1872_#1,e22_OtherIdentifiers,1,R 134 / 1291,,
bb4de1ad-9644-5ded-8d99-2d20c51a322b,tg:lhdc:1872_#1,e22_OtherIdentifiers,1,,Winter in een wolkenkrabber,
da125fb2-3a39-57da-8097-1a80a9f39bac,tg:lhdc:1093_#1,e22_OtherIdentifiers,1,R 134 / 567,,
da125fb2-3a39-57da-8097-1a80a9f39bac,tg:lhdc:1093_#1,e22_OtherIdentifiers,1,,De leeuw van Vlaanderen,
0db905f0-68a0-5c38-a9fd-f3f9871161e4,tg:lhdc:543_#1,e22_OtherIdentifiers,1,R 134 / 88,,
0db905f0-68a0-5c38-a9fd-f3f9871161e4,tg:lhdc:543_#1,e22_OtherIdentifiers,1,,hoorspel,
865aabba-3edb-5464-af42-170f758327a7,tg:lhdc:2291_#1,e22_OtherIdentifiers,1,R 134 / 1688,,
865aabba-3edb-5464-af42-170f758327a7,tg:lhdc:2291_#1,e22_OtherIdentifiers,1,,Cyriel,
12b5a030-b726-50f2-9013-c8a9ba72a72a,tg:lhdc:1862_#1,e22_OtherIdentifiers,1,R 134 / 1281,,
12b5a030-b726-50f2-9013-c8a9ba72a72a,tg:lhdc:1862_#1,e22_OtherIdentifiers,1,,Het veer te corvey,
5ec3c054-3e1e-512f-b164-f8672749bb6e,tg:lhdc:1083_#1,e22_OtherIdentifiers,1,R 134 / 557,,
5ec3c054-3e1e-512f-b164-f8672749bb6e,tg:lhdc:1083_#1,e22_OtherIdentifiers,1,,Radio-sketch,
e8b23fed-152b-5fa7-8caf-37a64de9c79f,tg:lhdc:553_#1,e22_OtherIdentifiers,1,R 134 / 97,,
e8b23fed-152b-5fa7-8caf-37a64de9c79f,tg:lhdc:553_#1,e22_OtherIdentifiers,1,,Een taalcursus,
834dcdff-3177-5b32-99ee-27028c083359,tg:lhdc:3595_#1,e22_OtherIdentifiers,1,R 134 / 2977,,
834dcdff-3177-5b32-99ee-27028c083359,tg:lhdc:3595_#1,e22_OtherIdentifiers,1,,Hippel-Trippel bouwt een nest,
3db6cd0a-4cde-5a28-b4e4-d80c30237ae7,tg:lhdc:625_#1,e22_OtherIdentifiers,1,R 134 / 167,,
3926fc37-c096-50a9-90a6-b4be8de73bc9,tg:lhdc:2906_#1,e22_OtherIdentifiers,1,R 134 / 2295,,
3926fc37-c096-50a9-90a6-b4be8de73bc9,tg:lhdc:2906_#1,e22_OtherIdentifiers,1,,Kobus kwint,
fe3dba1e-9144-54ff-b3b2-c1b2f432aa52,tg:lhdc:2916_#1,e22_OtherIdentifiers,1,R 134 / 2305,,
fe3dba1e-9144-54ff-b3b2-c1b2f432aa52,tg:lhdc:2916_#1,e22_OtherIdentifiers,1,,"Ken je dit spreekwoord? ""Wie niet sterk is, moet slim sijn""",
e48d4cf1-375f-508e-baa7-3410859d9790,tg:lhdc:635_#1,e22_OtherIdentifiers,1,R 134 / 177,,
e48d4cf1-375f-508e-baa7-3410859d9790,tg:lhdc:635_#1,e22_OtherIdentifiers,1,,Samoen,
79c9da6b-2c5e-5ff0-9a42-383a87d2105b,tg:lhdc:3585_#1,e22_OtherIdentifiers,1,R 134 / 2967,,
79c9da6b-2c5e-5ff0-9a42-383a87d2105b,tg:lhdc:3585_#1,e22_OtherIdentifiers,1,,Het geheimzinnige reisbureau,
f398d19e-6764-5d08-ac56-b6fa653968f5,tg:lhdc:891_#1,e22_OtherIdentifiers,1,R 134 / 405,,
f398d19e-6764-5d08-ac56-b6fa653968f5,tg:lhdc:891_#1,e22_OtherIdentifiers,1,,De stuwdam aan den Dnjeper,
70192ab4-2fb3-5305-8f0a-9c1f4fd557e4,tg:lhdc:4386_#1,e22_OtherIdentifiers,1,R 134 / 3763,,
70192ab4-2fb3-5305-8f0a-9c1f4fd557e4,tg:lhdc:4386_#1,e22_OtherIdentifiers,1,,Ten huize van Anton Van De Velde,
82ab55c3-db2a-5b65-97d1-7ce55cd243ce,tg:lhdc:881_#1,e22_OtherIdentifiers,1,R 134 / 395,,
82ab55c3-db2a-5b65-97d1-7ce55cd243ce,tg:lhdc:881_#1,e22_OtherIdentifiers,1,,De vlieger en het goud,
d0ce1088-c016-5005-b00d-1e0f1748f16a,tg:lhdc:4396_#1,e22_OtherIdentifiers,1,R 134 / 3773,,
d0ce1088-c016-5005-b00d-1e0f1748f16a,tg:lhdc:4396_#1,e22_OtherIdentifiers,1,,Ten huize van Dirk Vansina,
77f1b037-9b62-5d38-8527-ffaaa6a68469,tg:lhdc:1234_#1,e22_OtherIdentifiers,1,R 134 / 689,,
77f1b037-9b62-5d38-8527-ffaaa6a68469,tg:lhdc:1234_#1,e22_OtherIdentifiers,1,,Henderson's privaat secretaresse,
d6c4f7c1-b6cf-5ab8-8fb1-98ee1c5e6b8b,tg:lhdc:4412_#1,e22_OtherIdentifiers,1,R 134 / 3789,,
d6c4f7c1-b6cf-5ab8-8fb1-98ee1c5e6b8b,tg:lhdc:4412_#1,e22_OtherIdentifiers,1,,Ten huize van Hugo van den Abeele,
e11334bf-b085-5476-b382-b7d844ecb6c8,tg:lhdc:3454_#1,e22_OtherIdentifiers,1,R 134 / 2837,,
e11334bf-b085-5476-b382-b7d844ecb6c8,tg:lhdc:3454_#1,e22_OtherIdentifiers,1,,De tweede kamer,
fab64ae3-e832-5ba8-88fc-bb8c8ee354cc,tg:lhdc:2026_#1,e22_OtherIdentifiers,1,R 134 / 1443,,
fab64ae3-e832-5ba8-88fc-bb8c8ee354cc,tg:lhdc:2026_#1,e22_OtherIdentifiers,1,,Explosie,
cfc917a5-56e6-5461-a854-e767e9dab634,tg:lhdc:3444_#1,e22_OtherIdentifiers,1,R 134 / 2827,,
cfc917a5-56e6-5461-a854-e767e9dab634,tg:lhdc:3444_#1,e22_OtherIdentifiers,1,,Ribje het vrolijke spookje,
