card,order,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,ResourceID,brocade.id,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language
e22_Items,1,lhdc,tg:lhdc:1978_#1,isad:lh:174017,e49eda5c-ef44-570c-8409-1e3c1e5b574d,R 134 / 1396,e49eda5c-ef44-570c-8409-1e3c1e5b574d,tg:lhdc:1978_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:3681_#1,isad:lh:179320,a84c499f-5b91-5284-8c0a-33ec6c909050,R 134 / 3063,a84c499f-5b91-5284-8c0a-33ec6c909050,tg:lhdc:3681_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:3825_#1,isad:lh:179324,278bedbc-2a49-5195-8ea8-ac38a642a29f,R 134 / 3206,278bedbc-2a49-5195-8ea8-ac38a642a29f,tg:lhdc:3825_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:4082_#1,isad:lh:179646,46e86fa6-eb27-5f97-81aa-1b81d2df0882,R 134 / 3460,46e86fa6-eb27-5f97-81aa-1b81d2df0882,tg:lhdc:4082_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:3835_#1,isad:lh:179324,fd209aa4-d912-5a23-8331-24eddceec892,R 134 / 3216,fd209aa4-d912-5a23-8331-24eddceec892,tg:lhdc:3835_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:364_#1,isad:lh:130207,d337e789-0977-5a04-855e-90a0ae2c6eba,D 9653 / 39,d337e789-0977-5a04-855e-90a0ae2c6eba,tg:lhdc:364_#1,,,tr:lh:126473,,,,
e22_Items,1,lhdc,tg:lhdc:4092_#1,isad:lh:179650,938f63a1-d8b4-5410-8e61-2e91f6648d6a,R 134 / 3470,938f63a1-d8b4-5410-8e61-2e91f6648d6a,tg:lhdc:4092_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:4198_#1,isad:lh:175046,95439c89-c92c-59ae-8a89-70e0c664e506,R 134 / 3576,95439c89-c92c-59ae-8a89-70e0c664e506,tg:lhdc:4198_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:3847_#1,isad:lh:179324,4693a807-6f91-52e1-8333-5c4e13b7799c,R 134 / 3228,4693a807-6f91-52e1-8333-5c4e13b7799c,tg:lhdc:3847_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:316_#1,isad:lh:130207,066cdd8b-f7c0-5549-b464-b44660f59ed2,D 9653 / 39,066cdd8b-f7c0-5549-b464-b44660f59ed2,tg:lhdc:316_#1,,,tr:lh:126473,,,,
e22_Items,1,lhdc,tg:lhdc:4811_#1,isad:lh:183621,330266dd-62a7-5d90-80bf-13c72a862ef2,C 34/41,330266dd-62a7-5d90-80bf-13c72a862ef2,tg:lhdc:4811_#1,236786,,,,,,
e22_Items,1,lhdc,tg:lhdc:3857_#1,isad:lh:179325,5ca33c22-5126-5c02-b287-c875ca8f5f44,R 134 / 3238,5ca33c22-5126-5c02-b287-c875ca8f5f44,tg:lhdc:3857_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:4188_#1,isad:lh:179647,3260788d-36a3-5910-bd5e-16d9f01f0a4f,R 134 / 3566,3260788d-36a3-5910-bd5e-16d9f01f0a4f,tg:lhdc:4188_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:306_#1,isad:lh:130207,d41aab7f-6a00-5b7e-a076-5452cc467b26,D 9653 / 39,d41aab7f-6a00-5b7e-a076-5452cc467b26,tg:lhdc:306_#1,,,tr:lh:126473,,,,
e22_Items,1,lhdc,tg:lhdc:2281_#1,isad:lh:174497,b200b423-85e9-5f6f-bfd6-7aa5939d49e7,R 134 / 1678,b200b423-85e9-5f6f-bfd6-7aa5939d49e7,tg:lhdc:2281_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:1872_#1,isad:lh:174020,bb4de1ad-9644-5ded-8d99-2d20c51a322b,R 134 / 1291,bb4de1ad-9644-5ded-8d99-2d20c51a322b,tg:lhdc:1872_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:1093_#1,isad:lh:174273,da125fb2-3a39-57da-8097-1a80a9f39bac,R 134 / 567,da125fb2-3a39-57da-8097-1a80a9f39bac,tg:lhdc:1093_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:543_#1,isad:lh:174497,0db905f0-68a0-5c38-a9fd-f3f9871161e4,R 134 / 88,0db905f0-68a0-5c38-a9fd-f3f9871161e4,tg:lhdc:543_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:2291_#1,isad:lh:174047,865aabba-3edb-5464-af42-170f758327a7,R 134 / 1688,865aabba-3edb-5464-af42-170f758327a7,tg:lhdc:2291_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:1862_#1,isad:lh:174020,12b5a030-b726-50f2-9013-c8a9ba72a72a,R 134 / 1281,12b5a030-b726-50f2-9013-c8a9ba72a72a,tg:lhdc:1862_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:1083_#1,isad:lh:175046,5ec3c054-3e1e-512f-b164-f8672749bb6e,R 134 / 557,5ec3c054-3e1e-512f-b164-f8672749bb6e,tg:lhdc:1083_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:553_#1,isad:lh:174021,e8b23fed-152b-5fa7-8caf-37a64de9c79f,R 134 / 97,e8b23fed-152b-5fa7-8caf-37a64de9c79f,tg:lhdc:553_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:3595_#1,isad:lh:179318,834dcdff-3177-5b32-99ee-27028c083359,R 134 / 2977,834dcdff-3177-5b32-99ee-27028c083359,tg:lhdc:3595_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:625_#1,,3db6cd0a-4cde-5a28-b4e4-d80c30237ae7,R 134 / 167,3db6cd0a-4cde-5a28-b4e4-d80c30237ae7,tg:lhdc:625_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:2906_#1,isad:lh:179105,3926fc37-c096-50a9-90a6-b4be8de73bc9,R 134 / 2295,3926fc37-c096-50a9-90a6-b4be8de73bc9,tg:lhdc:2906_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:2916_#1,isad:lh:179105,fe3dba1e-9144-54ff-b3b2-c1b2f432aa52,R 134 / 2305,fe3dba1e-9144-54ff-b3b2-c1b2f432aa52,tg:lhdc:2916_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:635_#1,,e48d4cf1-375f-508e-baa7-3410859d9790,R 134 / 177,e48d4cf1-375f-508e-baa7-3410859d9790,tg:lhdc:635_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:3585_#1,isad:lh:179318,79c9da6b-2c5e-5ff0-9a42-383a87d2105b,R 134 / 2967,79c9da6b-2c5e-5ff0-9a42-383a87d2105b,tg:lhdc:3585_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:891_#1,isad:lh:174436,f398d19e-6764-5d08-ac56-b6fa653968f5,R 134 / 405,f398d19e-6764-5d08-ac56-b6fa653968f5,tg:lhdc:891_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:4386_#1,isad:lh:181055,70192ab4-2fb3-5305-8f0a-9c1f4fd557e4,R 134 / 3763,70192ab4-2fb3-5305-8f0a-9c1f4fd557e4,tg:lhdc:4386_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:881_#1,isad:lh:174430,82ab55c3-db2a-5b65-97d1-7ce55cd243ce,R 134 / 395,82ab55c3-db2a-5b65-97d1-7ce55cd243ce,tg:lhdc:881_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:4396_#1,isad:lh:181055,d0ce1088-c016-5005-b00d-1e0f1748f16a,R 134 / 3773,d0ce1088-c016-5005-b00d-1e0f1748f16a,tg:lhdc:4396_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:1234_#1,isad:lh:174437,77f1b037-9b62-5d38-8527-ffaaa6a68469,R 134 / 689,77f1b037-9b62-5d38-8527-ffaaa6a68469,tg:lhdc:1234_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:4412_#1,isad:lh:181055,d6c4f7c1-b6cf-5ab8-8fb1-98ee1c5e6b8b,R 134 / 3789,d6c4f7c1-b6cf-5ab8-8fb1-98ee1c5e6b8b,tg:lhdc:4412_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:3454_#1,isad:lh:179117,e11334bf-b085-5476-b382-b7d844ecb6c8,R 134 / 2837,e11334bf-b085-5476-b382-b7d844ecb6c8,tg:lhdc:3454_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:2026_#1,isad:lh:174449,fab64ae3-e832-5ba8-88fc-bb8c8ee354cc,R 134 / 1443,fab64ae3-e832-5ba8-88fc-bb8c8ee354cc,tg:lhdc:2026_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:3444_#1,isad:lh:179117,cfc917a5-56e6-5461-a854-e767e9dab634,R 134 / 2827,cfc917a5-56e6-5461-a854-e767e9dab634,tg:lhdc:3444_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:1224_#1,isad:lh:174438,2c943598-3a35-51c8-a9fc-b640c62441da,R 134 / 680,2c943598-3a35-51c8-a9fc-b640c62441da,tg:lhdc:1224_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:4402_#1,isad:lh:181055,b4a20f6a-d7ec-577a-90bb-a4c45c013292,R 134 / 3779,b4a20f6a-d7ec-577a-90bb-a4c45c013292,tg:lhdc:4402_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:2036_#1,isad:lh:174449,fb35df70-7c78-5e59-8e90-554888097721,R 134 / 1453,fb35df70-7c78-5e59-8e90-554888097721,tg:lhdc:2036_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:1461_#1,isad:lh:174015,91e89cc2-8c9e-5ee9-af64-507c5456f411,R 134 / 905,91e89cc2-8c9e-5ee9-af64-507c5456f411,tg:lhdc:1461_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:4247_#1,isad:lh:179649,c4956081-7eb0-56ed-9c39-6edc359aba4a,R 134 / 3625,c4956081-7eb0-56ed-9c39-6edc359aba4a,tg:lhdc:4247_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:828_#1,isad:lh:174430,23c98c1b-2776-5220-b62e-c2893f401209,R 134 / 347,23c98c1b-2776-5220-b62e-c2893f401209,tg:lhdc:828_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:3201_#1,isad:lh:179111,8b0a1237-ee26-5808-8e1f-550655a001b5,R 134 / 2588,8b0a1237-ee26-5808-8e1f-550655a001b5,tg:lhdc:3201_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:1519_#1,isad:lh:174047,97e64bee-5fa7-5271-9970-42b992ac04a2,R 134 / 958,97e64bee-5fa7-5271-9970-42b992ac04a2,tg:lhdc:1519_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:2673_#1,isad:lh:179100,9e6a3a06-b7c4-5e25-9327-2c27a2e8597e,R 134 / 2066,9e6a3a06-b7c4-5e25-9327-2c27a2e8597e,tg:lhdc:2673_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:950_#1,isad:lh:174439,19c16956-3fdb-58fb-9e00-49c17077fc86,R 134 / 457,19c16956-3fdb-58fb-9e00-49c17077fc86,tg:lhdc:950_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:3379_#1,isad:lh:179115,559c4f13-884a-585f-8a89-100f07fd3dad,R 134 / 2765,559c4f13-884a-585f-8a89-100f07fd3dad,tg:lhdc:3379_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:838_#1,isad:lh:174445,e4b312ac-4399-5d72-907e-83ab8a0a2c68,R 134 / 356,e4b312ac-4399-5d72-907e-83ab8a0a2c68,tg:lhdc:838_#1,,,,,,,
e22_Items,1,lhdc,tg:lhdc:3211_#1,isad:lh:179111,6720e30e-602a-577c-9284-af1e992bddb2,R 134 / 2598,6720e30e-602a-577c-9284-af1e992bddb2,tg:lhdc:3211_#1,,,,,,,
