ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Connected Subject Role,Connected Subject Widget,Connected Subject Identifier
9a537865-dd1c-533a-8635-3fe055c5762a,tg:lhbr:181911,e73_ConnectedSubjects,3,e61ca404-75cd-5a72-8fba-f0196619183c,au::21615,subjects (content of works),"dlod={""name"":""Walter Keersmans"",""ark"":""ark:/83110/x0/e61ca404-75cd-5a72-8fba-f0196619183c"",""uri"":""/agents/people/75754"",""id"":""au::21615"",""nameWithContext"":[""Karel van de Woestijne"",""Peter van Becelaere"",""Erik Monck"",""Beaat Utenhove""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e61ca404-75cd-5a72-8fba-f0196619183c
c2dbb428-1788-5e0e-8570-5c461764b05e,tg:lhbr:190783,e73_ConnectedSubjects,3,08517669-e207-5084-b04e-794637fa2739,au::695,subjects (content of works),"dlod={""name"":""Arkprijs van het Vrije Woord"",""ark"":""ark:/83110/x0/08517669-e207-5084-b04e-794637fa2739"",""uri"":""/agents/corporate_entities/15627"",""id"":""au::695"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/08517669-e207-5084-b04e-794637fa2739
cfa5a3a9-be45-52e5-a371-4c4c8cc6441d,tg:lhbr:188637,e73_ConnectedSubjects,3,f7ee814b-8068-5510-972c-6f14746c52ae,au::5965,subjects (content of works),"dlod={""name"":""Pierre H. Dubois"",""ark"":""ark:/83110/x0/f7ee814b-8068-5510-972c-6f14746c52ae"",""uri"":""/agents/people/54974"",""id"":""au::5965"",""nameWithContext"":[""H. van der Steen""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f7ee814b-8068-5510-972c-6f14746c52ae
f49a0699-516f-5035-bf4a-a8315b302c52,tg:lhbr:45089,e73_ConnectedSubjects,4,f0377278-e6af-59b2-99ae-27847a010cd6,au::15809,subjects (content of works),"dlod={""name"":""Rodenbachsfeesten"",""ark"":""ark:/83110/x0/f0377278-e6af-59b2-99ae-27847a010cd6"",""uri"":""/agents/corporate_entities/23780"",""id"":""au::15809"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f0377278-e6af-59b2-99ae-27847a010cd6
505f8690-4d16-5688-bc0b-2a9cd40b86ad,tg:lhbr:86709,e73_ConnectedSubjects,3,194e700f-690d-58d8-93ad-482462939da5,au::18583,subjects (content of works),"dlod={""name"":""Fernand V. Toussaint van Boelaere"",""ark"":""ark:/83110/x0/194e700f-690d-58d8-93ad-482462939da5"",""uri"":""/agents/people/74597"",""id"":""au::18583"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/194e700f-690d-58d8-93ad-482462939da5
481b5fe8-161a-5952-84a1-45d938b85374,tg:lhbr:185489,e73_ConnectedSubjects,3,d7409866-533b-5374-8f93-e6f55a746578,au::10248,subjects (content of works),"dlod={""name"":""Paul van Keymeulen"",""ark"":""ark:/83110/x0/d7409866-533b-5374-8f93-e6f55a746578"",""uri"":""/agents/people/70955"",""id"":""au::10248"",""nameWithContext"":[""Paul Vanke""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d7409866-533b-5374-8f93-e6f55a746578
481b5fe8-161a-5952-84a1-45d938b85374,tg:lhbr:185489,e73_ConnectedSubjects,4,be9f1d0b-853d-54b5-86de-9a5d1ca17970,au::1248,subjects (content of works),"dlod={""name"":""Nic van Beeck"",""ark"":""ark:/83110/x0/be9f1d0b-853d-54b5-86de-9a5d1ca17970"",""uri"":""/agents/people/82359"",""id"":""au::1248"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/be9f1d0b-853d-54b5-86de-9a5d1ca17970
481b5fe8-161a-5952-84a1-45d938b85374,tg:lhbr:185489,e73_ConnectedSubjects,5,2471c8d4-7469-594d-b7e6-bb1ebfd0419c,au::18808,subjects (content of works),"dlod={""name"":""Jan Vaerten"",""ark"":""ark:/83110/x0/2471c8d4-7469-594d-b7e6-bb1ebfd0419c"",""uri"":""/agents/people/52203"",""id"":""au::18808"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2471c8d4-7469-594d-b7e6-bb1ebfd0419c
481b5fe8-161a-5952-84a1-45d938b85374,tg:lhbr:185489,e73_ConnectedSubjects,6,da00885f-dddd-542c-9767-38420a17149f,au::7526,subjects (content of works),"dlod={""name"":""Marnix Gijsen"",""ark"":""ark:/83110/x0/da00885f-dddd-542c-9767-38420a17149f"",""uri"":""/agents/people/88124"",""id"":""au::7526"",""nameWithContext"":[""Jan-Albert Goris"",""Goy"",""Zeno(n)"",""Doxa""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/da00885f-dddd-542c-9767-38420a17149f
2fa9ed76-0573-5172-a9de-fa8ee4140333,tg:lhbr:188883,e73_ConnectedSubjects,3,c7033089-0404-5e2d-b31b-12a20d0f4813,au::52213,subjects (content of works),"dlod={""name"":""Johan Christiaan van Schagen"",""ark"":""ark:/83110/x0/c7033089-0404-5e2d-b31b-12a20d0f4813"",""uri"":""/agents/people/60429"",""id"":""au::52213"",""nameWithContext"":[""Chris van Schagen""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c7033089-0404-5e2d-b31b-12a20d0f4813
390b1866-238c-580a-a619-51104e9f11ee,tg:lhbr:179781,e73_ConnectedSubjects,3,cb6cfd95-1872-53b6-838a-763dfe6cff1a,au::28366,subjects (content of works),"dlod={""name"":""Nel Wouters"",""ark"":""ark:/83110/x0/cb6cfd95-1872-53b6-838a-763dfe6cff1a"",""uri"":""/agents/people/90793"",""id"":""au::28366"",""nameWithContext"":[""Nel de Carnière""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cb6cfd95-1872-53b6-838a-763dfe6cff1a
9a01535c-0080-54c5-af21-b495c338330b,tg:lhbr:26990,e73_ConnectedSubjects,3,f5a1202c-f4c0-5bfd-a6a6-8746e6e72fef,au::19402,subjects (content of works),"dlod={""name"":""Vereenigde Katholieken"",""ark"":""ark:/83110/x0/f5a1202c-f4c0-5bfd-a6a6-8746e6e72fef"",""uri"":""/agents/corporate_entities/25072"",""id"":""au::19402"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f5a1202c-f4c0-5bfd-a6a6-8746e6e72fef
f40700d1-4f81-50bc-87da-095065c46594,tg:lhbr:216686,e73_ConnectedSubjects,3,dd2bfdcc-b5f9-5f29-a69a-5f305b74545c,au::21614,subjects (content of works),"dlod={""name"":""Gustave van de Woestijne"",""ark"":""ark:/83110/x0/dd2bfdcc-b5f9-5f29-a69a-5f305b74545c"",""uri"":""/agents/people/81504"",""id"":""au::21614"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dd2bfdcc-b5f9-5f29-a69a-5f305b74545c
