ResourceID,brocade.id,card,order,number,type,Legacy Information Value,Legacy Information Type,Legacy Information Published
2ac4277e-e1b7-5180-abed-d469fae8ecc1,tg:lhbr:28844,e73_LegacyInformationMerged,1,11,brgr,11 brgr,groepsbeschrijving,False
d77a1f41-acde-57fd-b5cd-59057cd1ead8,tg:lhbr:11019,e73_LegacyInformationMerged,1,109,brgr,109 brgr,groepsbeschrijving,False
966f7497-0aec-5d4e-8b8f-9665fce4406c,tg:lhbr:241251,e73_LegacyInformationMerged,1,10,brgr,10 brgr,groepsbeschrijving,False
081a8013-ee94-542a-80b3-fbe3fe17a524,tg:lhbr:262441,e73_LegacyInformationMerged,1,10,brgr,10 brgr,groepsbeschrijving,False
6cc74ddc-9fd6-586c-acb8-1c97641aa786,tg:lhbr:88911,e73_LegacyInformationMerged,1,6,brgr,6 brgr,groepsbeschrijving,False
fef09628-2db8-5570-b5d6-76cd217a0467,tg:lhbr:93256,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
5b60b953-08f9-5f9a-9655-c8027cc9c256,tg:lhbr:251050,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
36bb0c6e-f0dc-5499-8d27-3c514db2b2e9,tg:lhbr:10356,e73_LegacyInformationMerged,1,29,brgr,29 brgr,groepsbeschrijving,False
6cb4be56-1276-5a3e-9bc8-7adf1e05789e,tg:lhbr:33546,e73_LegacyInformationMerged,1,16,brgr,16 brgr,groepsbeschrijving,False
d12338dc-d90d-5520-8975-7d52c6a25f88,tg:lhbr:252242,e73_LegacyInformationMerged,1,6,brgr,6 brgr,groepsbeschrijving,False
9773d2b1-bf8e-5916-a700-65808f3f5630,tg:lhbr:124683,e73_LegacyInformationMerged,1,11,brgr,11 brgr,groepsbeschrijving,False
34528249-9de4-5bfa-acab-698a1a435e8a,tg:lhbr:289476,e73_LegacyInformationMerged,1,2,brin,2 brin,groepsbeschrijving,False
89f042b2-dce1-5c44-af1a-200a2afc2bfa,tg:lhbr:63926,e73_LegacyInformationMerged,1,3,brgr,3 brgr,groepsbeschrijving,False
65038f4a-fec4-5c72-946b-341b266fc37d,tg:lhbr:22325,e73_LegacyInformationMerged,1,7,brgr,7 brgr,groepsbeschrijving,False
2c92591d-77e7-587b-8e74-e7589d579760,tg:lhbr:6733,e73_LegacyInformationMerged,1,12,brgr,12 brgr,groepsbeschrijving,False
762bd63f-04b6-56dc-988f-df219501a08e,tg:lhbr:251040,e73_LegacyInformationMerged,1,8,brgr,8 brgr,groepsbeschrijving,False
39a72642-89fd-531a-8a0f-93bd611e245f,tg:lhbr:215494,e73_LegacyInformationMerged,1,7,brgr,7 brgr,groepsbeschrijving,False
c8dfb52d-723c-5ede-bcb1-2eae3e6cf9d3,tg:lhbr:283952,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
fafae3cc-a8e8-53c4-9f97-9d6e56f22ceb,tg:lhbr:268184,e73_LegacyInformationMerged,1,9,brgr,9 brgr,groepsbeschrijving,False
