ResourceID,brocade.id,card,source_date,Copyright Revision Date,Copyright Type,source_field
a0f06a28-cb41-5a91-8f44-fd3ebcfbe7fa,tg:lhbr:257349,e73_Copyrights,0.0,,Copyright Undetermined,nan
2837991c-3021-53b6-b5b5-6096f8e60c35,tg:lhbr:245728,e73_Copyrights,1948.0,2063,In Copyright,nan
ac41b8f5-a3c9-5ab2-b132-885c3bff0ee0,tg:lhbr:102801,e73_Copyrights,1938.0,2053,In Copyright,nan
3a56d59b-4831-5a13-867e-2d687839a790,tg:lhbr:140999,e73_Copyrights,1952.0,2067,In Copyright,nan
ec266b35-d9d2-5a96-ae0a-6e051bfedb38,tg:lhbr:216822,e73_Copyrights,1980.0,2095,In Copyright,nan
e739daa3-8242-5c69-8e0b-5fdc89119eea,tg:lhbr:4716,e73_Copyrights,1942.0,2057,In Copyright,nan
ed96c3e1-9f49-586c-b572-bdfbb028c668,tg:lhbr:62298,e73_Copyrights,1940.0,2055,In Copyright,nan
ceb87ee9-dc4d-5cb1-9bcf-7c31835a5e61,tg:lhbr:58036,e73_Copyrights,1943.0,2058,In Copyright,nan
85f8978e-cc67-5786-9ba8-244e267ea662,tg:lhbr:20300,e73_Copyrights,1966.0,2081,In Copyright,nan
73a1c92e-d368-5e85-b1a4-382b4992dcb0,tg:lhbr:32761,e73_Copyrights,1882.0,1997,No Copyright - Public Domain Mark 1.0,nan
363b1931-3a4f-5ad7-9669-fa83bbe630ce,tg:lhbr:173411,e73_Copyrights,1972.0,2087,In Copyright,nan
b373ad32-414a-571a-8a38-141a982a2a5e,tg:lhbr:161070,e73_Copyrights,1955.0,2070,In Copyright,nan
efd91407-2faf-52f6-883e-1ba482acd547,tg:lhbr:131589,e73_Copyrights,1977.0,2092,In Copyright,nan
353ebed6-fcca-5341-a89d-cc29465893a1,tg:lhbr:267432,e73_Copyrights,1937.0,2052,In Copyright,nan
259de09f-290e-566e-ad92-4817f0900d0d,tg:lhbr:119346,e73_Copyrights,1948.0,2063,In Copyright,nan
c9d88cde-bc74-517b-aef2-2fe649b92be8,tg:lhbr:275053,e73_Copyrights,1967.0,2082,In Copyright,nan
6d829940-b5c5-574a-a747-41b359f30e69,tg:lhbr:244222,e73_Copyrights,1841.0,1956,No Copyright - Public Domain Mark 1.0,nan
916a8a47-abd8-5102-9c3f-c5b60e299feb,tg:lhbr:256643,e73_Copyrights,1971.0,2086,In Copyright,nan
ec82df54-7860-5b5a-b978-f2f28d7bad5c,tg:lhbr:112399,e73_Copyrights,1970.0,2085,In Copyright,nan
7eb6f2f0-0a24-5cf7-86f6-a5286c910f9f,tg:lhbr:150201,e73_Copyrights,1979.0,2094,In Copyright,nan
829de711-f55a-58e6-992c-4d0e1b1e023c,tg:lhbr:142660,e73_Copyrights,1910.0,2025,In Copyright,nan
2005e839-4626-5bd1-9bd3-3e4d7b7516f6,tg:lhbr:205949,e73_Copyrights,1954.0,2069,In Copyright,nan
e08c67e6-4f2d-584a-939c-342b5259585b,tg:lhbr:292185,e73_Copyrights,1960.0,2075,In Copyright,nan
1109590f-2476-5846-b9bd-c7e80d978f36,tg:lhbr:11171,e73_Copyrights,1938.0,2053,In Copyright,nan
ebcb8293-68dc-51b2-ac27-742bde08e55a,tg:lhbr:69247,e73_Copyrights,1941.0,2056,In Copyright,nan
4d1bec15-d553-5400-8ad2-7d001c238916,tg:lhbr:41488,e73_Copyrights,1954.0,2069,In Copyright,nan
b0660b3a-6eac-5736-b67e-3227dd01f76e,tg:lhbr:298450,e73_Copyrights,1987.0,2102,In Copyright,nan
84bfb01e-7e18-5b28-92bb-d523a96c232e,tg:lhbr:274559,e73_Copyrights,1929.0,2044,In Copyright,nan
6a42b438-907c-571c-9bc3-990ebbd33f20,tg:lhbr:266138,e73_Copyrights,1949.0,2064,In Copyright,nan
0c4acc49-bc9f-564c-a85a-f0ec48225721,tg:lhbr:130083,e73_Copyrights,1959.0,2074,In Copyright,nan
080e83c2-ad6b-5ff1-bfbe-8199017ff385,tg:lhbr:72900,e73_Copyrights,1940.0,2055,In Copyright,nan
31e53ced-9277-5470-9a14-091ea09ccd44,tg:lhbr:63792,e73_Copyrights,1921.0,2036,In Copyright,nan
0de52536-8318-557e-9fbf-912b5558a4d8,tg:lhbr:30898,e73_Copyrights,1951.0,2066,In Copyright,nan
99861e8e-5114-507d-8e6a-7ee1edaa1d5e,tg:lhbr:181879,e73_Copyrights,1944.0,2059,In Copyright,nan
b4cdbf9b-06f2-525c-9af3-194b54af6bf8,tg:lhbr:279953,e73_Copyrights,1972.0,2087,In Copyright,nan
cd0c0fda-caca-50a4-9e22-365da0f4ca52,tg:lhbr:202096,e73_Copyrights,1972.0,2087,In Copyright,nan
afe2c2c7-56ab-59e3-a6ee-4b6634ba557f,tg:lhbr:238238,e73_Copyrights,1963.0,2078,In Copyright,nan
18b75a26-a5fe-5446-8a36-88690c827473,tg:lhbr:81062,e73_Copyrights,1900.0,2015,No Known Copyright,nan
348ea267-2a4e-5e07-a632-2d3af6ebf69d,tg:lhbr:93403,e73_Copyrights,1969.0,2084,In Copyright,nan
a098c027-dc29-51f9-9b3c-f029f9aa3f09,tg:lhbr:54936,e73_Copyrights,1959.0,2074,In Copyright,nan
04f6118c-8ec3-591c-b731-a33e2b472927,tg:lhbr:208543,e73_Copyrights,1983.0,2098,In Copyright,nan
7e17ab6b-56b7-508b-8d91-df5f6e03bcfb,tg:lhbr:176237,e73_Copyrights,1939.0,2054,In Copyright,nan
723817f7-156e-52c9-8b17-0010cd70b2a3,tg:lhbr:270675,e73_Copyrights,1988.0,2103,In Copyright,nan
ef27f8b2-777a-5779-9663-4e15075016b0,tg:lhbr:262214,e73_Copyrights,1836.0,1951,No Copyright - Public Domain Mark 1.0,nan
a94f92c7-e6ad-54b4-a9ae-37ee1fbd1860,tg:lhbr:1130,e73_Copyrights,1886.0,2001,No Copyright - Public Domain Mark 1.0,nan
41ec26a9-f889-5004-af41-03e91e6d3bd1,tg:lhbr:37147,e73_Copyrights,1914.0,2029,In Copyright,nan
fed8c0b6-8340-5236-bf51-86e60137b6e7,tg:lhbr:25526,e73_Copyrights,1968.0,2083,In Copyright,nan
4ca86f15-2ed8-523e-a9ef-b5098a1061cf,tg:lhbr:92890,e73_Copyrights,1941.0,2056,In Copyright,nan
0a3318e8-0a47-5ecc-a23b-4dc417d2040d,tg:lhbr:83602,e73_Copyrights,1949.0,2064,In Copyright,nan
aa654951-1e8e-5836-bfb5-93c833401cf0,tg:lhbr:91263,e73_Copyrights,1920.0,2035,In Copyright,nan
2abb3b13-b6be-5392-aab6-14770bbc3297,tg:lhbr:212297,e73_Copyrights,1976.0,2091,In Copyright,nan
3861d5b7-5093-52d4-8e14-08c52830b8b5,tg:lhbr:211864,e73_Copyrights,1973.0,2088,In Copyright,nan
f7dffba0-502a-53b5-bf06-816c452b157e,tg:lhbr:228039,e73_Copyrights,1929.0,2044,In Copyright,nan
65d022f0-0657-5ce0-9e3e-42dba8b29836,tg:lhbr:105847,e73_Copyrights,1933.0,2048,In Copyright,nan
097242fa-c511-5d48-ac9c-42d7f3ebfbeb,tg:lhbr:35727,e73_Copyrights,1958.0,2073,In Copyright,nan
127fa627-9aeb-5fdd-961a-71384d82407c,tg:lhbr:27346,e73_Copyrights,1917.0,2032,In Copyright,nan
f589b4c2-41e4-5289-9385-913b6e285975,tg:lhbr:3750,e73_Copyrights,1963.0,2078,In Copyright,nan
b663282f-d012-517c-be3e-931ff0b3e282,tg:lhbr:272015,e73_Copyrights,1958.0,2073,In Copyright,nan
28fcd615-0e40-5668-8a4f-bed42eb71121,tg:lhbr:260474,e73_Copyrights,1965.0,2080,In Copyright,nan
811fa501-3bc2-5f2a-b305-95234c3b9096,tg:lhbr:166036,e73_Copyrights,1966.0,2081,In Copyright,nan
1b5fc883-0480-555c-8434-21faa08b375e,tg:lhbr:174457,e73_Copyrights,1952.0,2067,In Copyright,nan
0c143f04-7438-579a-ac88-1d5b550d18f9,tg:lhbr:218742,e73_Copyrights,1969.0,2084,In Copyright,nan
9935f746-1434-530b-a840-39242a55b64c,tg:lhbr:79046,e73_Copyrights,1946.0,2061,In Copyright,nan
58b98d8d-f9cf-5f7a-9d86-718ad47209fd,tg:lhbr:51689,e73_Copyrights,1965.0,2080,In Copyright,nan
38a2cc51-1f47-5b44-b71e-b924c3799811,tg:lhbr:13711,e73_Copyrights,1942.0,2057,In Copyright,nan
e1ae1576-efaa-5263-9a1b-d25408aa9148,tg:lhbr:152461,e73_Copyrights,1900.0,2015,No Known Copyright,nan
6b880327-30d8-5ee2-bcb6-0147e1e48069,tg:lhbr:140000,e73_Copyrights,1942.0,2057,In Copyright,nan
40f2c29c-f32b-52aa-9e6e-26ee45db0556,tg:lhbr:282384,e73_Copyrights,1980.0,2095,In Copyright,nan
c71b17b1-9eb0-56b5-823c-31f5121ad481,tg:lhbr:246442,e73_Copyrights,1959.0,2074,In Copyright,nan
612ae464-12bc-5b5e-b78f-3fa4d5ac1a9a,tg:lhbr:138336,e73_Copyrights,1920.0,2035,In Copyright,nan
b9b66fda-aa27-5553-be7b-87b1b44bf2af,tg:lhbr:254023,e73_Copyrights,1936.0,2051,In Copyright,nan
8b685926-6c81-5f74-a585-3262df829bfa,tg:lhbr:195954,e73_Copyrights,1939.0,2054,In Copyright,nan
12c5bc3e-9bf6-56bc-90c9-6200775da82a,tg:lhbr:102198,e73_Copyrights,1902.0,2017,No Known Copyright,nan
91f0c377-c554-57ef-a0f9-4f935807c782,tg:lhbr:73593,e73_Copyrights,1927.0,2042,In Copyright,nan
13e4d504-83cc-5bc9-bc4c-150a238ec183,tg:lhbr:276339,e73_Copyrights,1929.0,2044,In Copyright,nan
38db7653-5720-5041-8a6e-f42a624511bc,tg:lhbr:123871,e73_Copyrights,0.0,,Copyright Undetermined,nan
b373f317-0d6c-530e-98a9-dc0ef754c40e,tg:lhbr:264758,e73_Copyrights,1914.0,2029,In Copyright,nan
f93ec67f-2bf7-5921-b42a-bd08e1577511,tg:lhbr:288651,e73_Copyrights,1957.0,2072,In Copyright,nan
02a72122-7611-5d82-9ca5-9b756afd5835,tg:lhbr:237852,e73_Copyrights,1943.0,2058,In Copyright,nan
057ba508-0cfc-545f-b38d-7ad8b83789b1,tg:lhbr:103492,e73_Copyrights,1906.0,2021,No Known Copyright,nan
0bce7c07-02cd-5ece-9eeb-7ce59d60298b,tg:lhbr:255529,e73_Copyrights,1980.0,2095,In Copyright,nan
70fa919c-9142-59f4-bf1e-7156b2794f77,tg:lhbr:247148,e73_Copyrights,1941.0,2056,In Copyright,nan
cd827f34-5509-5753-a469-24a20e50106a,tg:lhbr:50383,e73_Copyrights,1940.0,2055,In Copyright,nan
33c66ccb-9e3c-53d3-bb2d-35ee335ef194,tg:lhbr:53970,e73_Copyrights,1964.0,2079,In Copyright,nan
d879e92a-dc0a-5995-a671-546d10973fe7,tg:lhbr:94445,e73_Copyrights,1966.0,2081,In Copyright,nan
0b70a314-a53f-5664-8296-004033d2287a,tg:lhbr:121788,e73_Copyrights,1946.0,2061,In Copyright,nan
768ab31c-899b-592f-aa8a-1c587857a8b1,tg:lhbr:109147,e73_Copyrights,1941.0,2056,In Copyright,nan
b9cdcb3b-c5f2-585c-8f8e-7770984dd6a6,tg:lhbr:265252,e73_Copyrights,1935.0,2050,In Copyright,nan
3f5581aa-c1c4-57ff-b8ae-63362f8e7c6d,tg:lhbr:277633,e73_Copyrights,1963.0,2078,In Copyright,nan
b7f1d0fb-b43c-5dbe-9e33-b6a1aafc520b,tg:lhbr:172882,e73_Copyrights,1965.0,2080,In Copyright,nan
cfe4335e-6939-566c-abc6-f05525ce9f32,tg:lhbr:171271,e73_Copyrights,1958.0,2073,In Copyright,nan
fb7dae75-1d76-5de1-a840-9a2b29fb6064,tg:lhbr:224939,e73_Copyrights,1956.0,2071,In Copyright,nan
5ebf957a-f1ab-53c3-a0f4-89462eb0d5dc,tg:lhbr:163610,e73_Copyrights,1910.0,2025,In Copyright,nan
030930a4-e6f4-5c2a-b3fd-8872735461c4,tg:lhbr:22560,e73_Copyrights,1898.0,2013,No Known Copyright,nan
2ab50877-59eb-5f26-b158-5a4426229d99,tg:lhbr:30101,e73_Copyrights,1939.0,2054,In Copyright,nan
09a59853-c8f7-54d9-87ba-0647f3bc7d54,tg:lhbr:6176,e73_Copyrights,1934.0,2049,In Copyright,nan
28e736c3-f46f-5454-bab3-b1b593276b8c,tg:lhbr:72099,e73_Copyrights,1931.0,2046,In Copyright,nan
ef7cec2c-994c-5e84-b78c-a2cd22671f25,tg:lhbr:48237,e73_Copyrights,1956.0,2071,In Copyright,nan
877f93dc-44e6-516a-8b7f-9806a4f8670f,tg:lhbr:145626,e73_Copyrights,1945.0,2060,In Copyright,nan
2ed08151-6346-54a9-a8ca-94c67af74514,tg:lhbr:229533,e73_Copyrights,1996.0,2111,In Copyright,nan
d525e288-219c-5dcb-8f1e-3a069849c80b,tg:lhbr:157247,e73_Copyrights,1945.0,2060,In Copyright,nan
a1bff580-3db9-5175-963d-bc68517725eb,tg:lhbr:251605,e73_Copyrights,1904.0,2019,No Known Copyright,nan
7a03ff53-0930-5563-9f3d-5bbbaeaa292b,tg:lhbr:243264,e73_Copyrights,1859.0,1974,No Copyright - Public Domain Mark 1.0,nan
d56c325c-3861-5776-a876-a7b83a59f256,tg:lhbr:193581,e73_Copyrights,1967.0,2082,In Copyright,nan
8ae66482-0f9b-5760-880a-3344e95cdb15,tg:lhbr:240897,e73_Copyrights,1923.0,2038,In Copyright,nan
d3963491-3470-5aea-be47-1c304da8f288,tg:lhbr:90769,e73_Copyrights,1941.0,2056,In Copyright,nan
9e103b69-e76b-5b92-9570-c1dcd460566d,tg:lhbr:16137,e73_Copyrights,1951.0,2066,In Copyright,nan
2901abfe-2c46-5930-bfad-5d79b80d81a0,tg:lhbr:82308,e73_Copyrights,1910.0,2025,In Copyright,nan
51a44502-69e0-5a06-a094-f4e2889f917b,tg:lhbr:258923,e73_Copyrights,1981.0,2096,In Copyright,nan
f0838240-ad21-5d4e-a4ee-440d334d2df1,tg:lhbr:199054,e73_Copyrights,1936.0,2051,In Copyright,nan
36d02e5f-0251-5c7b-bf27-35e0d2ec9388,tg:lhbr:219248,e73_Copyrights,1989.0,2104,In Copyright,nan
929707be-7df3-5f9f-9043-cb5ee439a969,tg:lhbr:231487,e73_Copyrights,1961.0,2076,In Copyright,nan
b23232ab-bc87-5795-888c-980eea2c98a4,tg:lhbr:75946,e73_Copyrights,1932.0,2047,In Copyright,nan
75e6a0da-6558-5612-b9a1-99d5f3bbc2c1,tg:lhbr:10503,e73_Copyrights,1930.0,2045,In Copyright,nan
390061c5-a488-5b98-8916-341331c125bc,tg:lhbr:68635,e73_Copyrights,1975.0,2090,In Copyright,nan
4dfed605-5b0f-5fc5-8c78-0efcb194a7c3,tg:lhbr:129545,e73_Copyrights,1947.0,2062,In Copyright,nan
e5afff1b-f7d0-5ca8-8e72-245c46f68de0,tg:lhbr:245650,e73_Copyrights,0.0,,Copyright Undetermined,nan
d5a9a96a-e5e5-50e9-bc8b-e1644f43ca15,tg:lhbr:257231,e73_Copyrights,1965.0,2080,In Copyright,nan
fdccd147-e682-5d70-98d4-e79180e8db9f,tg:lhbr:151673,e73_Copyrights,1899.0,2014,No Known Copyright,nan
4db47ff2-a6e4-5691-80d3-60e7d65ea86c,tg:lhbr:143212,e73_Copyrights,1964.0,2079,In Copyright,nan
762327eb-ae69-5779-ab73-a235bc537cce,tg:lhbr:61913,e73_Copyrights,1923.0,2038,In Copyright,nan
a5695bc5-a3bf-5961-b0fa-18d02ebaa1b6,tg:lhbr:70781,e73_Copyrights,1965.0,2080,In Copyright,nan
f28e523f-2f63-5109-bd74-2bcb44623848,tg:lhbr:32619,e73_Copyrights,1965.0,2080,In Copyright,nan
f596cbae-3331-5369-bc5d-4f9c20a179ea,tg:lhbr:20278,e73_Copyrights,1919.0,2034,In Copyright,nan
c5bb3e46-f95f-5d27-ac4d-ab531495a189,tg:lhbr:161108,e73_Copyrights,1953.0,2068,In Copyright,nan
03bd6bd3-66cc-5611-b37a-89e8df23e8f8,tg:lhbr:299022,e73_Copyrights,1954.0,2069,In Copyright,nan
99ca9f2c-c810-559e-ad2a-4435acf37445,tg:lhbr:173569,e73_Copyrights,1984.0,2099,In Copyright,nan
73960861-a1a8-5ba3-9ada-ffbad31f2487,tg:lhbr:123090,e73_Copyrights,1965.0,2080,In Copyright,nan
f15610a2-316e-5896-9a1a-38839008ef01,tg:lhbr:92071,e73_Copyrights,1900.0,2015,No Known Copyright,nan
777b8eb2-8bf5-55bb-9444-975625b192d4,tg:lhbr:47925,e73_Copyrights,1924.0,2039,In Copyright,nan
910175f7-9bdb-535d-8cae-4fd6ccbbda82,tg:lhbr:211085,e73_Copyrights,1968.0,2083,In Copyright,nan
bbe90e62-79e3-503e-9454-fb64a8298565,tg:lhbr:286849,e73_Copyrights,1992.0,2107,In Copyright,nan
6fb0da28-86e3-5746-9823-779c2692f0ee,tg:lhbr:36535,e73_Copyrights,1940.0,2055,In Copyright,nan
0400ddd4-6d33-5021-a843-1cbceadef1c8,tg:lhbr:24154,e73_Copyrights,1895.0,2010,No Known Copyright,nan
765f0459-2ba1-547c-9f70-8ecd25fa5269,tg:lhbr:165224,e73_Copyrights,1953.0,2068,In Copyright,nan
a1314830-6f9e-5b29-b704-c22c2d1878a8,tg:lhbr:209131,e73_Copyrights,1972.0,2087,In Copyright,nan
03d6b2d8-2d86-5748-abb8-637a95e1669e,tg:lhbr:271207,e73_Copyrights,1996.0,2111,In Copyright,nan
f95d56ce-f465-59a1-ae7a-ea40423b2790,tg:lhbr:263666,e73_Copyrights,1968.0,2083,In Copyright,nan
a620dbae-0f41-52e4-bb15-975b604cfec3,tg:lhbr:252417,e73_Copyrights,1925.0,2040,In Copyright,nan
7c8c31ca-f6da-5827-b517-abb6ed9fc3ff,tg:lhbr:240076,e73_Copyrights,1871.0,1986,No Copyright - Public Domain Mark 1.0,nan
69c30715-4443-5af1-971d-328dc8f68363,tg:lhbr:181901,e73_Copyrights,1943.0,2058,In Copyright,nan
82e0c5a5-07c8-5073-840e-d765aa3bcfee,tg:lhbr:190793,e73_Copyrights,1970.0,2085,In Copyright,nan
1e341c86-3ad3-5516-ad18-bfad2a1fcd4c,tg:lhbr:146434,e73_Copyrights,1836.0,1951,No Copyright - Public Domain Mark 1.0,nan
ae4ffdda-d20d-54fd-a981-e48e23a3cb63,tg:lhbr:154055,e73_Copyrights,1955.0,2070,In Copyright,nan
b09a33e8-bf12-59d2-bcd3-d8c8e536982d,tg:lhbr:238340,e73_Copyrights,1938.0,2053,In Copyright,nan
94d1637f-9476-5346-a687-f3f6fed6ba66,tg:lhbr:295922,e73_Copyrights,1981.0,2096,In Copyright,nan
a5afa9ae-c2f3-5e4b-baf0-8bb7fc218a65,tg:lhbr:15325,e73_Copyrights,1891.0,2006,No Copyright - Public Domain Mark 1.0,nan
bf80db90-4bc7-5cd8-b048-6bc7a66e33e6,tg:lhbr:232695,e73_Copyrights,1963.0,2078,In Copyright,nan
2f5b847c-9cee-557a-bd4c-5a02080bd847,tg:lhbr:188627,e73_Copyrights,1954.0,2069,In Copyright,nan
dd2ffc61-2bdb-5f81-a9f7-a54372b37cdf,tg:lhbr:598,e73_Copyrights,1967.0,2082,In Copyright,nan
21d8604c-6546-50e2-b418-eb5d0d244adf,tg:lhbr:1048,e73_Copyrights,1969.0,2084,In Copyright,nan
b9a66af7-f313-5527-80f8-4eb69862e62a,tg:lhbr:111812,e73_Copyrights,1951.0,2066,In Copyright,nan
05dc7e09-2832-5497-88bb-c17c561cfd4b,tg:lhbr:142718,e73_Copyrights,1928.0,2043,In Copyright,nan
07298195-01bb-556e-af42-33f8911e9fb7,tg:lhbr:205831,e73_Copyrights,1968.0,2083,In Copyright,nan
fab2c272-8b8b-5544-a44e-82be0e3ac7ea,tg:lhbr:150379,e73_Copyrights,1936.0,2051,In Copyright,nan
ad0bbd6f-e9eb-5c7f-b173-7bd355932902,tg:lhbr:11009,e73_Copyrights,1937.0,2052,In Copyright,nan
af672fa0-e215-5da0-8da7-f9ce2936b246,tg:lhbr:97657,e73_Copyrights,1905.0,2020,No Known Copyright,nan
6d4cf368-814a-5ff5-9d79-481f800bcdba,tg:lhbr:28854,e73_Copyrights,1933.0,2048,In Copyright,nan
d4b92d97-8dce-53a6-a449-568f295b7dfb,tg:lhbr:85236,e73_Copyrights,1979.0,2094,In Copyright,nan
6ec09205-8525-5cd3-824b-2d855be8f9e3,tg:lhbr:53191,e73_Copyrights,1924.0,2039,In Copyright,nan
e32cb6ff-a778-5108-91b1-bfbec84bc346,tg:lhbr:172063,e73_Copyrights,1969.0,2084,In Copyright,nan
374ac2a5-3209-598b-a2bc-beaaefedc245,tg:lhbr:298528,e73_Copyrights,2005.0,2120,In Copyright,nan
6043fe0c-0346-55d3-a80a-fc11cb42dfa1,tg:lhbr:160402,e73_Copyrights,1943.0,2058,In Copyright,nan
02be378d-f28a-5768-b917-d5d85c416839,tg:lhbr:266040,e73_Copyrights,1953.0,2068,In Copyright,nan
6a4e0829-f070-53bb-a75f-c10ea50d4043,tg:lhbr:118734,e73_Copyrights,1907.0,2022,No Known Copyright,nan
89a1f86a-9301-5b34-8111-e86fbb93e457,tg:lhbr:274421,e73_Copyrights,1977.0,2092,In Copyright,nan
160c5cb7-a1b3-5c5c-9f56-d1aef76745a7,tg:lhbr:5364,e73_Copyrights,1959.0,2074,In Copyright,nan
b2c1eb6d-61a0-52c4-a35e-1f79ea4e9e04,tg:lhbr:6997,e73_Copyrights,1954.0,2069,In Copyright,nan
2dc5fb76-6601-5713-ab5f-aabc3fc17291,tg:lhbr:59444,e73_Copyrights,1902.0,2017,No Known Copyright,nan
abb9d120-01bd-5815-a03d-85edea1cd8b1,tg:lhbr:72878,e73_Copyrights,1931.0,2046,In Copyright,nan
4b71bcd1-f115-550f-88de-0f6694df96da,tg:lhbr:33313,e73_Copyrights,1902.0,2017,No Known Copyright,nan
7b4762eb-9824-5bd2-9fc8-48c0d1b0d073,tg:lhbr:43390,e73_Copyrights,1964.0,2079,In Copyright,nan
ae17c961-a662-5fb5-ac2c-fdbd5afbc934,tg:lhbr:40963,e73_Copyrights,1896.0,2011,No Known Copyright,nan
3794f7cc-5988-5fc3-b07b-aef463985acd,tg:lhbr:95037,e73_Copyrights,1938.0,2053,In Copyright,nan
f688f13b-9b59-5a81-982f-bbbbe9adc02a,tg:lhbr:13669,e73_Copyrights,1936.0,2051,In Copyright,nan
0d3ab266-6ea9-5666-9aed-80f77578e355,tg:lhbr:87456,e73_Copyrights,1970.0,2085,In Copyright,nan
d0514c93-d10a-5e40-aa51-19de403a7fd1,tg:lhbr:140178,e73_Copyrights,1969.0,2084,In Copyright,nan
db25c97a-e3af-5ed6-9d91-251cf1a16e70,tg:lhbr:152519,e73_Copyrights,1899.0,2014,No Known Copyright,nan
b44113dd-4e79-5ade-9361-d42e5ff7a5c7,tg:lhbr:179925,e73_Copyrights,1944.0,2059,In Copyright,nan
1980c410-1818-5975-b986-99ff7eb52db9,tg:lhbr:110481,e73_Copyrights,1953.0,2068,In Copyright,nan
7851a81a-eda2-5a2f-88c2-8a11de4b1379,tg:lhbr:23112,e73_Copyrights,1895.0,2010,No Known Copyright,nan
2babd66b-eb35-546d-b22a-af87fef49420,tg:lhbr:31573,e73_Copyrights,1948.0,2063,In Copyright,nan
3370dfb6-f38d-57d9-ab61-16692b2e0f85,tg:lhbr:7504,e73_Copyrights,1902.0,2017,No Known Copyright,nan
97acd343-42a9-59c4-a387-12d88727e5e0,tg:lhbr:49645,e73_Copyrights,1940.0,2055,In Copyright,nan
4a1e66f4-ff53-5a89-a820-2d27149846b0,tg:lhbr:123909,e73_Copyrights,1948.0,2063,In Copyright,nan
0881ad3e-a2e4-5d87-ab49-46575ffa6732,tg:lhbr:264620,e73_Copyrights,0.0,,Copyright Undetermined,nan
2ce98267-ab8c-5aec-aea6-0b408cce4ac4,tg:lhbr:276241,e73_Copyrights,1944.0,2059,In Copyright,nan
5a3764dc-da8b-5956-8af2-19cae703d53f,tg:lhbr:161891,e73_Copyrights,1958.0,2073,In Copyright,nan
aedbe60c-bc3b-5b7a-b3da-0031991ff822,tg:lhbr:170603,e73_Copyrights,1945.0,2060,In Copyright,nan
df4e6884-1456-56ce-8456-b3b7ee225173,tg:lhbr:288729,e73_Copyrights,1986.0,2101,In Copyright,nan
555a3c9c-627a-54b3-b052-75e9be7c3a61,tg:lhbr:144254,e73_Copyrights,1972.0,2087,In Copyright,nan
9d948fad-1fa2-5a96-9558-737a25615c7d,tg:lhbr:228141,e73_Copyrights,1952.0,2067,In Copyright,nan
997efade-da17-53ad-a96e-8ac4e298111c,tg:lhbr:156635,e73_Copyrights,1970.0,2085,In Copyright,nan
96ce8510-4111-51f1-90b8-55fabac632b8,tg:lhbr:250277,e73_Copyrights,1926.0,2041,In Copyright,nan
