card,order,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,ResourceID,brocade.id,Volgnummer,Source Note Type,Source Note Language
e22_Items,1,lhbr,tr:lh:2413,tg:lhbr:128137_#1,46827/6,isad:lh:53751,R 9858 / B,6ee4c61d-12eb-5ad4-a9a7-bcd237473b68,6ee4c61d-12eb-5ad4-a9a7-bcd237473b68,tg:lhbr:128137_#1,,,
e22_Items,1,lhbr,tr:lh:126473,tg:lhbr:244222_#1,,isad:lh:130169,,55363626-dc72-5eaa-bdda-cc0a960ca5b6,55363626-dc72-5eaa-bdda-cc0a960ca5b6,tg:lhbr:244222_#1,D 9653 / 15 (136),,
e22_Items,1,lhbr,tr:lh:139785,tg:lhbr:256643_#1,,isad:lh:72062,D 125 / B2,31ad0815-4f29-5703-994d-7f05e2b8de1f,31ad0815-4f29-5703-994d-7f05e2b8de1f,tg:lhbr:256643_#1,,,
e22_Items,1,lhbr,tr:lh:4309,tg:lhbr:112399_#1,83659/1,isad:lh:47712,P 17 / B,89c0e333-c67f-5fef-8a29-3a178f0a216d,89c0e333-c67f-5fef-8a29-3a178f0a216d,tg:lhbr:112399_#1,,,
e22_Items,1,lhbr,,tg:lhbr:150201_#1,130654/82,,H 1717 / B,a1fc191b-1a92-5cde-8e62-c11b05fa9504,a1fc191b-1a92-5cde-8e62-c11b05fa9504,tg:lhbr:150201_#1,,,
e22_Items,1,lhbr,,tg:lhbr:142660_#1,,isad:lh:59293,T 3465 / B,ba8ca8c2-26d9-57c0-ab47-a9d9646833e2,ba8ca8c2-26d9-57c0-ab47-a9d9646833e2,tg:lhbr:142660_#1,,,
e22_Items,1,lhbr,tr:lh:6409,tg:lhbr:205949_#1,150693/47,isad:lh:75895,W 256 / B2 ((periode A. Westerlinck 1945-1968) 7),c5ab3d8a-5c8a-5b1a-bab6-a891e537530d,c5ab3d8a-5c8a-5b1a-bab6-a891e537530d,tg:lhbr:205949_#1,,,
e22_Items,1,lhbr,tr:lh:2601,tg:lhbr:11171_#1,52531/255,isad:lh:6543,B 585 / B,392dcb78-2482-56f1-8e8a-f000c6725f2b,392dcb78-2482-56f1-8e8a-f000c6725f2b,tg:lhbr:11171_#1,,,
e22_Items,1,lhbr,tr:lh:5778,tg:lhbr:69247_#1,119712/343,isad:lh:1111,V 37336 / B2 (Oorlogsdossier),c284618b-16cb-5f03-a599-23e36666b337,c284618b-16cb-5f03-a599-23e36666b337,tg:lhbr:69247_#1,,,
e22_Items,1,lhbr,tr:lh:6036,tg:lhbr:41488_#1,133567,isad:lh:19440,D 2195 / B,03538048-7a0a-5865-b66a-d990321515ee,03538048-7a0a-5865-b66a-d990321515ee,tg:lhbr:41488_#1,,,
e22_Items,1,lhbr,,tg:lhbr:298450_#1,,isad:lh:182273,,d80e435a-cb2b-5c60-b257-317675b84cb7,d80e435a-cb2b-5c60-b257-317675b84cb7,tg:lhbr:298450_#1,C 33941 / 180,,
e22_Items,1,lhbr,,tg:lhbr:274559_#1,,isad:lh:148093,,562b4259-cb45-5abf-8fa6-eabe167369e5,562b4259-cb45-5abf-8fa6-eabe167369e5,tg:lhbr:274559_#1,W 213 / 302,,
e22_Items,1,lhbr,tr:lh:128783,tg:lhbr:266138_#1,,isad:lh:132786,,fea064d8-75fc-5133-94fd-242ce19b3677,fea064d8-75fc-5133-94fd-242ce19b3677,tg:lhbr:266138_#1,R 462 / 848,,
e22_Items,1,lhbr,tr:lh:6443,tg:lhbr:130083_#1,157807/73,isad:lh:54557,N 261 / B,f8711931-bf18-5b17-8a93-c7648366be34,f8711931-bf18-5b17-8a93-c7648366be34,tg:lhbr:130083_#1,,,
e22_Items,1,lhbr,tr:lh:5863,tg:lhbr:72900_#1,125020/10,isad:lh:32890,H 617 / B,89ce8d2d-b2cf-51ea-9d7f-9134307f1ecd,89ce8d2d-b2cf-51ea-9d7f-9134307f1ecd,tg:lhbr:72900_#1,,,
e22_Items,1,lhbr,tr:lh:5863,tg:lhbr:63792_#1,126105/2,isad:lh:29218,V 75795 / B,8f8967a2-a0a1-5bc6-8fda-a9fdc7ba2504,8f8967a2-a0a1-5bc6-8fda-a9fdc7ba2504,tg:lhbr:63792_#1,,,
e22_Items,1,lhbr,tr:lh:5424,tg:lhbr:30898_#1,106207/1,isad:lh:15044,V 7491 / B,c766f89e-0c69-564f-b15b-dfe7eb5b5c3b,c766f89e-0c69-564f-b15b-dfe7eb5b5c3b,tg:lhbr:30898_#1,,,
e22_Items,1,lhbr,tr:lh:7478,tg:lhbr:181879_#1,197243/32,isad:lh:72264,M 224 / B,116f2582-0122-5e52-94b8-6b6b8db377c3,116f2582-0122-5e52-94b8-6b6b8db377c3,tg:lhbr:181879_#1,,,
e22_Items,1,lhbr,,tg:lhbr:279953_#1,,isad:lh:160299,B 413 / B2,dff89bd4-3bf5-58db-b41c-945c83d52252,dff89bd4-3bf5-58db-b41c-945c83d52252,tg:lhbr:279953_#1,,,
e22_Items,1,lhbr,,tg:lhbr:202096_#1,,isad:lh:75275,T 48399 / B (1972),f0967e40-10cd-5e49-a6da-882cb30dd13b,f0967e40-10cd-5e49-a6da-882cb30dd13b,tg:lhbr:202096_#1,,,
e22_Items,1,lhbr,tr:lh:9051,tg:lhbr:238238_#1,219450/46,isad:lh:85459,KK 125 / B2,349e1034-5f14-5377-8b37-86a9048cc1ba,349e1034-5f14-5377-8b37-86a9048cc1ba,tg:lhbr:238238_#1,,,
e22_Items,1,lhbr,tr:lh:651,tg:lhbr:81062_#1,12668/625a-c,isad:lh:1317,"H 90783 / B (Boek III, 1)",0800fa4e-d6b9-5e06-96f6-236b815d2f8e,0800fa4e-d6b9-5e06-96f6-236b815d2f8e,tg:lhbr:81062_#1,,,
e22_Items,1,lhbr,tr:lh:6510,tg:lhbr:93403_#1,159927/79,isad:lh:1635,B 601 / B2 (Ontstaan),ef12655a-96c7-58ec-beb4-31644b81a538,ef12655a-96c7-58ec-beb4-31644b81a538,tg:lhbr:93403_#1,,,
e22_Items,1,lhbr,tr:lh:5863,tg:lhbr:54936_#1,124388/19a-b,isad:lh:24722,G 145 / B,fb2a9df9-a0d9-5439-9e66-80c8f19f60f3,fb2a9df9-a0d9-5439-9e66-80c8f19f60f3,tg:lhbr:54936_#1,,,
e22_Items,1,lhbr,tr:lh:6413,tg:lhbr:208543_#1,151655/2a-d,isad:lh:76708,W 256 / B2 ((periode L. Simons 1969-1984) 16),3548ee08-244b-511b-9ed8-e2184a544b1a,3548ee08-244b-511b-9ed8-e2184a544b1a,tg:lhbr:208543_#1,,,
e22_Items,1,lhbr,tr:lh:6415,tg:lhbr:176237_#1,152914/35,isad:lh:70773,D 125 / B2,340ea3c4-f514-5326-9f21-139ebfd8c4e4,340ea3c4-f514-5326-9f21-139ebfd8c4e4,tg:lhbr:176237_#1,,,
e22_Items,1,lhbr,tr:lh:110330,tg:lhbr:270675_#1,,isad:lh:113745,,fa8c2e4b-c8f0-593e-ac23-e85445acd0a2,fa8c2e4b-c8f0-593e-ac23-e85445acd0a2,tg:lhbr:270675_#1,R 8963 / 405,,
e22_Items,1,lhbr,tr:lh:126473,tg:lhbr:262214_#1,,isad:lh:130238,,6667bd28-378f-594f-94a5-b5ab05427ce3,6667bd28-378f-594f-94a5-b5ab05427ce3,tg:lhbr:262214_#1,D 9653 / 56 (81),,
e22_Items,1,lhbr,tr:lh:2413,tg:lhbr:1130_#1,47200/141,isad:lh:1112,A 243 / B,8b034c5a-3f46-53ad-81d1-1f9f16da75b7,8b034c5a-3f46-53ad-81d1-1f9f16da75b7,tg:lhbr:1130_#1,,,
e22_Items,1,lhbr,tr:lh:1102,tg:lhbr:37147_#1,19986/9,isad:lh:17562,C 3622 / B,6ce62cfe-d895-5632-9d0f-1d87322d4ceb,6ce62cfe-d895-5632-9d0f-1d87322d4ceb,tg:lhbr:37147_#1,,,
e22_Items,1,lhbr,tr:lh:4368,tg:lhbr:25526_#1,84413/39,isad:lh:12379,C 1039 / B,19643a1c-b58b-5d59-8c65-6adda3c7c88d,19643a1c-b58b-5d59-8c65-6adda3c7c88d,tg:lhbr:25526_#1,,,
e22_Items,1,lhbr,,tg:lhbr:9285_#1,141398/7a-b,,B 435 / B,d7a55a27-5aa3-5803-a94f-4f6280a1c5d0,d7a55a27-5aa3-5803-a94f-4f6280a1c5d0,tg:lhbr:9285_#1,,,
e22_Items,1,lhbr,tr:lh:5800,tg:lhbr:92890_#1,120898/3,isad:lh:39641,L 745 / B,465f20fb-e502-5c23-bde1-3e5327d291d3,465f20fb-e502-5c23-bde1-3e5327d291d3,tg:lhbr:92890_#1,,,
e22_Items,1,lhbr,tr:lh:6415,tg:lhbr:83602_#1,153238/1,isad:lh:36307,D 125 / B2,917e6efa-44f1-5d90-8042-cce9134cdc62,917e6efa-44f1-5d90-8042-cce9134cdc62,tg:lhbr:83602_#1,,,
e22_Items,1,lhbr,tr:lh:5115,tg:lhbr:91263_#1,101150/1a-c,isad:lh:39037,D 217 / B,464faa27-96bc-5479-9aa4-28ed9d8c57bb,464faa27-96bc-5479-9aa4-28ed9d8c57bb,tg:lhbr:91263_#1,,,
e22_Items,1,lhbr,tr:lh:6465,tg:lhbr:212297_#1,158602/108,isad:lh:77756,S 7904 / B2 (1976),a17ace21-c8e9-52e5-9ade-611d42692ca4,a17ace21-c8e9-52e5-9ade-611d42692ca4,tg:lhbr:212297_#1,,,
e22_Items,1,lhbr,tr:lh:6465,tg:lhbr:211864_#1,158599/41,isad:lh:77751,S 7904 / B2 (1973-1974-1975),4f12ee54-fd11-5461-828b-1358a6a4d31c,4f12ee54-fd11-5461-828b-1358a6a4d31c,tg:lhbr:211864_#1,,,
e22_Items,1,lhbr,tr:lh:7336,tg:lhbr:228039_#1,187373/1,isad:lh:82156,S 59 / Archief S,e27a7c49-defb-50d2-8a9e-d08309b9417d,e27a7c49-defb-50d2-8a9e-d08309b9417d,tg:lhbr:228039_#1,,,
e22_Items,1,lhbr,tr:lh:4758,tg:lhbr:105847_#1,94305/301,isad:lh:45000,M 896 / B,c361d9b4-8151-5e20-a295-4bb4fb1e48ad,c361d9b4-8151-5e20-a295-4bb4fb1e48ad,tg:lhbr:105847_#1,,,
e22_Items,1,lhbr,tr:lh:6356,tg:lhbr:35727_#1,148494/1a-b,isad:lh:16942,S 9657 / B2,38c93d0a-e887-583c-8db6-bfc7511728df,38c93d0a-e887-583c-8db6-bfc7511728df,tg:lhbr:35727_#1,,,
e22_Items,1,lhbr,tr:lh:7314,tg:lhbr:27346_#1,,isad:lh:13281,FVCA / B (1880-1918),b7fe64a8-0cd5-5d6f-8449-fb5ca6ca7993,b7fe64a8-0cd5-5d6f-8449-fb5ca6ca7993,tg:lhbr:27346_#1,,,
e22_Items,1,lhbr,tr:lh:4326,tg:lhbr:3750_#1,83588/170,isad:lh:2677,A 493 / B,06bbd34d-863a-54b7-a86d-84f7dc16e198,06bbd34d-863a-54b7-a86d-84f7dc16e198,tg:lhbr:3750_#1,,,
e22_Items,1,lhbr,,tg:lhbr:272015_#1,,isad:lh:85776,,84715190-f057-56eb-bfcc-ee4d651a4b7b,84715190-f057-56eb-bfcc-ee4d651a4b7b,tg:lhbr:272015_#1,W 213 / 159,,
e22_Items,1,lhbr,tr:lh:9770,tg:lhbr:260474_#1,,isad:lh:149023,,a230908a-7b98-53bd-bb80-54c46c1a9b9e,a230908a-7b98-53bd-bb80-54c46c1a9b9e,tg:lhbr:260474_#1,J 416 / 76,,
e22_Items,1,lhbr,tr:lh:6510,tg:lhbr:166036_#1,159926/106,isad:lh:6993,B 601 / B2 (Zuid-Afrikaanse poëzie),747e6dd0-9aac-5017-83db-f81a7f28360b,747e6dd0-9aac-5017-83db-f81a7f28360b,tg:lhbr:166036_#1,,,
e22_Items,1,lhbr,tr:lh:7165,tg:lhbr:174457_#1,178890/61,isad:lh:70429,R 286 / B2,cea565af-91bd-5655-b986-af87ea62ac51,cea565af-91bd-5655-b986-af87ea62ac51,tg:lhbr:174457_#1,,,
e22_Items,1,lhbr,tr:lh:7336,tg:lhbr:218742_#1,186434/22,isad:lh:79377,S 59 / Archief A,8e7d0335-b216-58b5-be8f-4ebe4a126126,8e7d0335-b216-58b5-be8f-4ebe4a126126,tg:lhbr:218742_#1,,,
e22_Items,1,lhbr,tr:lh:4529,tg:lhbr:79046_#1,87557/94,isad:lh:34725,P 132 / B,85b3ca99-7b55-51a5-a611-afca6ae83ad6,85b3ca99-7b55-51a5-a611-afca6ae83ad6,tg:lhbr:79046_#1,,,
e22_Items,1,lhbr,tr:lh:3714,tg:lhbr:51689_#1,73494,isad:lh:23497,E 395 / B,60837ead-eac0-5c11-a94d-13dd0580d491,60837ead-eac0-5c11-a94d-13dd0580d491,tg:lhbr:51689_#1,,,
e22_Items,1,lhbr,tr:lh:5604,tg:lhbr:13711_#1,127850/1,isad:lh:7714,B 68641 / B,7b642543-c48e-503f-9cdb-ec67aa4e50f6,7b642543-c48e-503f-9cdb-ec67aa4e50f6,tg:lhbr:13711_#1,,,
e22_Items,1,lhbr,tr:lh:3903,tg:lhbr:152461_#1,74506/1,isad:lh:62775,V 4835 / B,6ef9ed77-6ed8-55b8-9f15-b76c0fbfd07c,6ef9ed77-6ed8-55b8-9f15-b76c0fbfd07c,tg:lhbr:152461_#1,,,
e22_Items,1,lhbr,tr:lh:5863,tg:lhbr:140000_#1,124400/1021,isad:lh:58219,S 9975 / B,249053d4-492c-58e3-8466-767efdb6a191,249053d4-492c-58e3-8466-767efdb6a191,tg:lhbr:140000_#1,,,
e22_Items,1,lhbr,,tg:lhbr:281977_#1,,isad:lh:161999,,84a8ee8a-2e39-553c-b103-d839a34f9e65,84a8ee8a-2e39-553c-b103-d839a34f9e65,tg:lhbr:281977_#1,L 1833 / 133,,
e22_Items,1,lhbr,tr:lh:7843,tg:lhbr:282384_#1,202504/60a-b,isad:lh:162266,,7c7c1399-f3c2-5f02-beb3-ac52c4e9b5f3,7c7c1399-f3c2-5f02-beb3-ac52c4e9b5f3,tg:lhbr:282384_#1,D 325 / 939,,
e22_Items,1,lhbr,tr:lh:4057,tg:lhbr:138336_#1,77827/216,isad:lh:57660,C 1 / B,5b2ead8d-ea6d-5802-a367-e6b4c2ddadfd,5b2ead8d-ea6d-5802-a367-e6b4c2ddadfd,tg:lhbr:138336_#1,,,
e22_Items,1,lhbr,,tg:lhbr:254023_#1,,isad:lh:145080,M 58 / 3,5ef355c0-a3b9-5ae9-87f9-6051a79c05b8,5ef355c0-a3b9-5ae9-87f9-6051a79c05b8,tg:lhbr:254023_#1,,,
e22_Items,1,lhbr,tr:lh:6598,tg:lhbr:195954_#1,166196/1797,isad:lh:74689,B 417 / B2,4566be6b-1b85-5b6a-92d1-01de1e3fbe3d,4566be6b-1b85-5b6a-92d1-01de1e3fbe3d,tg:lhbr:195954_#1,,,
e22_Items,1,lhbr,tr:lh:5630,tg:lhbr:102198_#1,113046,isad:lh:43298,M 763 / B,43433531-797d-549b-a54e-c9102dabd151,43433531-797d-549b-a54e-c9102dabd151,tg:lhbr:102198_#1,,,
e22_Items,1,lhbr,tr:lh:2349,tg:lhbr:73593_#1,44909/93,isad:lh:33148,H 679 / B,2179459a-8063-5ffd-8ff2-41804fb6b838,2179459a-8063-5ffd-8ff2-41804fb6b838,tg:lhbr:73593_#1,,,
e22_Items,1,lhbr,tr:lh:7843,tg:lhbr:276339_#1,202504/60a-b,isad:lh:157683,,c8bb20e1-69c1-5d99-b0cd-5c343adddef0,c8bb20e1-69c1-5d99-b0cd-5c343adddef0,tg:lhbr:276339_#1,D 325 / 420,,
e22_Items,1,lhbr,tr:lh:952,tg:lhbr:123871_#1,18301/6,isad:lh:52488,R 644 / B,d545ed68-70e4-595f-8b1d-b0f468fbbe46,d545ed68-70e4-595f-8b1d-b0f468fbbe46,tg:lhbr:123871_#1,,,
e22_Items,1,lhbr,tr:lh:3402,tg:lhbr:264758_#1,,isad:lh:151182,,68c287d7-f294-56ff-9725-bbbba9c195f6,68c287d7-f294-56ff-9725-bbbba9c195f6,tg:lhbr:264758_#1,B 708 / 1378,,
e22_Items,1,lhbr,tr:lh:5479,tg:lhbr:288651_#1,,isad:lh:164822,,98bd5e28-f12c-57a5-8438-c5445ac3f428,98bd5e28-f12c-57a5-8438-c5445ac3f428,tg:lhbr:288651_#1,R 1476 / 173,,
e22_Items,1,lhbr,,tg:lhbr:237852_#1,219372/17,isad:lh:85318,T 3128 / B2,eecc1687-579a-5c9b-8528-a0978eea2c36,eecc1687-579a-5c9b-8528-a0978eea2c36,tg:lhbr:237852_#1,,,
e22_Items,1,lhbr,tr:lh:1102,tg:lhbr:103492_#1,19962/39,isad:lh:43857,M 882 / B,bac53b74-2ace-50dd-898c-7a7325fd6f4f,bac53b74-2ace-50dd-898c-7a7325fd6f4f,tg:lhbr:103492_#1,,,
e22_Items,1,lhbr,tr:lh:9770,tg:lhbr:255529_#1,,isad:lh:145924,,30f772c9-77ab-5e11-bec1-2736f1dccbb2,30f772c9-77ab-5e11-bec1-2736f1dccbb2,tg:lhbr:255529_#1,J 416 / 55,,
e22_Items,1,lhbr,tr:lh:2279,tg:lhbr:247148_#1,,isad:lh:33478,,1f0202e7-2295-554f-98d3-43ccd9282717,1f0202e7-2295-554f-98d3-43ccd9282717,tg:lhbr:247148_#1,C 3622 / 21,,
e22_Items,1,lhbr,tr:lh:6086,tg:lhbr:50383_#1,139024/27,isad:lh:5445,B 742 / B (21),ba6586ae-01c5-5592-b155-d5f7f765db12,ba6586ae-01c5-5592-b155-d5f7f765db12,tg:lhbr:50383_#1,,,
e22_Items,1,lhbr,tr:lh:5778,tg:lhbr:53970_#1,119120/4,isad:lh:24344,F 446 / B,1baf291e-eb0d-534c-a722-2829bef7ecbd,1baf291e-eb0d-534c-a722-2829bef7ecbd,tg:lhbr:53970_#1,,,
e22_Items,1,lhbr,tr:lh:5552,tg:lhbr:94445_#1,110092/197,isad:lh:40299,K 162 / B,0374397f-e969-5d6c-a11f-66fb402052f9,0374397f-e969-5d6c-a11f-66fb402052f9,tg:lhbr:94445_#1,,,
e22_Items,1,lhbr,tr:lh:5604,tg:lhbr:86024_#1,128164/1,isad:lh:37146,L 1613 / B,3c4e8195-e0af-5439-b37c-9e2306f71304,3c4e8195-e0af-5439-b37c-9e2306f71304,tg:lhbr:86024_#1,,,
e22_Items,1,lhbr,tr:lh:5712,tg:lhbr:121788_#1,115700/7,isad:lh:51668,R 134 / B,768e68b3-062f-5b20-968b-e7e7c95bdb07,768e68b3-062f-5b20-968b-e7e7c95bdb07,tg:lhbr:121788_#1,,,
