brocade.id,Change History Identifier,Change History Date,Change History User,Change History Description,Change History Activity,card,ResourceID
tg:mpmre:656,11934278,2018-10-26 16:48:33 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934279,2018-10-26 16:48:33 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934281,2018-10-26 16:48:33 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934305,2018-10-26 16:49:16 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934306,2018-10-26 16:49:16 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934308,2018-10-26 16:49:16 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934323,2018-10-26 16:49:23 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934324,2018-10-26 16:49:23 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934326,2018-10-26 16:49:23 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,15247887,2021-10-29 09:56:35 +0000 UTC,jvcelst,Markering als gecontroleerd,,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:130,,2014-04-17 11:43:21 +0000 UTC,kselle,,Creatie,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900606,2014-04-17 11:43:21 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900607,2014-04-17 11:43:21 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900608,2014-04-17 11:43:21 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900609,2014-04-17 11:43:21 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900612,2014-04-17 11:43:21 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900613,2014-04-17 11:43:21 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900615,2014-04-17 11:43:30 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900616,2014-04-17 11:43:30 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900618,2014-04-17 11:43:30 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900622,2014-04-17 11:43:30 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900642,2014-04-17 11:46:34 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900644,2014-04-17 11:46:34 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900645,2014-04-17 11:46:34 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900649,2014-04-17 11:46:34 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900660,2014-04-17 11:48:31 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900663,2014-04-17 11:48:31 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900667,2014-04-17 11:48:31 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900669,2014-04-17 11:48:39 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900671,2014-04-17 11:48:39 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900672,2014-04-17 11:48:39 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900676,2014-04-17 11:48:39 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900840,2014-04-17 12:30:41 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900843,2014-04-17 12:30:41 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900847,2014-04-17 12:30:41 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900858,2014-04-17 12:32:33 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900861,2014-04-17 12:32:33 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900865,2014-04-17 12:32:33 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900876,2014-04-17 12:32:56 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900879,2014-04-17 12:32:56 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900883,2014-04-17 12:32:56 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900885,2014-04-17 12:41:22 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900888,2014-04-17 12:41:22 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7900892,2014-04-17 12:41:22 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7901251,2014-04-17 14:13:34 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
tg:mpmre:130,7901254,2014-04-17 14:13:34 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,5ce4ac66-4c37-5678-8c75-753e55cbe92a
