ResourceID,brocade.id,card,Start Date,End Date,Start Date Type,End Date Type
4b5f5db5-2980-5218-bad4-6157a2478f9b,tg:lhaq:8858,ProductionTimeSpans,1974,1975,nan,nan
f52547bc-ebcc-5b6a-983a-5182fc56891c,tg:lhaq:9025,ProductionTimeSpans,1949,nan,nan,nan
e8715f8e-49b4-5b10-b814-f99d31b7b461,tg:lhaq:8634,ProductionTimeSpans,1973,nan,nan,nan
cc0bf213-92e5-52af-a983-50c2cccd5464,tg:lhaq:6850,ProductionTimeSpans,1953,nan,circa,nan
b8ea5fbc-ef22-518d-b0f1-49279177881f,tg:lhaq:8399,ProductionTimeSpans,1951,nan,reconstructie,nan
2f569b35-9fbc-528d-922e-135ba9b7ba8d,tg:lhaq:9422,ProductionTimeSpans,nan,nan,zonder datum,nan
25edab14-c8f7-5c2c-95df-f46300929ace,tg:lhaq:9137,ProductionTimeSpans,1942,nan,nan,nan
a9823bd0-44f5-52b0-ab1d-9472b05fa644,tg:lhaq:8376,ProductionTimeSpans,1951-12-04,nan,nan,nan
7a65585b-4499-59a9-8d3d-b33a0a3e3048,tg:lhaq:4569,ProductionTimeSpans,1944,nan,nan,nan
b4aef652-88e9-5147-9e48-dc9af836824f,tg:lhaq:6943,ProductionTimeSpans,nan,nan,reconstructie,nan
712aa656-f276-5bdd-8681-9d2edab83871,tg:lhaq:8818,ProductionTimeSpans,1974,1975,nan,nan
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,tg:lhaq:8398,ProductionTimeSpans,1951,nan,reconstructie,nan
69ea3836-b1a2-53be-9eb0-d11034ec422f,tg:lhaq:9136,ProductionTimeSpans,1942,nan,nan,nan
41b98cdd-3991-5d41-b1b6-0d8e86ec28b1,tg:lhaq:5115,ProductionTimeSpans,1917,nan,nan,nan
6054f13c-ad14-5163-8f30-a0e324ae892b,tg:lhaq:8377,ProductionTimeSpans,1951-12-04,nan,nan,nan
d353168e-e8e7-5cda-945e-b06c7b2b4a26,tg:lhaq:6851,ProductionTimeSpans,1953,nan,circa,nan
40d447db-e4f1-519f-8f54-81cffc776631,tg:lhaq:9024,ProductionTimeSpans,1949,nan,circa,nan
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,tg:lhaq:8320,ProductionTimeSpans,1924,nan,reconstructie,nan
8977eddf-762b-5d0b-91dc-10b43a4ff8ea,tg:lhaq:6847,ProductionTimeSpans,nan,nan,reconstructie,nan
051851a8-de19-5fae-8d1e-fded9d099cda,tg:lhaq:8859,ProductionTimeSpans,1974,1975,nan,nan
16a9eb62-6a5c-534c-bd97-c9856db68280,tg:lhaq:2384,ProductionTimeSpans,1890,nan,nan,nan
441fd62b-f45d-589b-b967-e6058f13c382,tg:lhaq:9032,ProductionTimeSpans,1949,nan,circa,nan
6ca9d290-2da1-5252-8516-d622dfc72cc1,tg:lhaq:3311,ProductionTimeSpans,1948,nan,nan,nan
0fdc281e-9752-5f57-9f62-56bfdcfe24a9,tg:lhaq:2629,ProductionTimeSpans,1957,nan,nan,nan
05c52c61-a548-5f23-8a06-316fd4a837b1,tg:lhaq:8674,ProductionTimeSpans,1952,nan,nan,nan
2aeb4991-67f4-53e0-bfd4-d8a70de34f53,tg:lhaq:8361,ProductionTimeSpans,1950,nan,nan,nan
e815e902-eae4-56f8-96c8-75581a34e074,tg:lhaq:8875,ProductionTimeSpans,1974,1975,nan,nan
501b238f-d4fd-540b-871e-58aa7f3ab6d9,tg:lhaq:6884,ProductionTimeSpans,1942,nan,reconstructie,nan
b1a5249e-303f-5e48-89be-9f24a47f7e50,tg:lhaq:9272,ProductionTimeSpans,1955,nan,nan,nan
28c6beb6-5d39-5eb6-ba48-355cd032c85c,tg:lhaq:8930,ProductionTimeSpans,1951,nan,nan,nan
d47b5803-6d6a-5213-8130-d1b2685fa9d3,tg:lhaq:6646,ProductionTimeSpans,1973-05-09,nan,nan,nan
30a08090-6407-528c-b5df-d5a0adc4f5d5,tg:lhaq:9376,ProductionTimeSpans,1851,nan,nan,nan
fe5263f1-2f5e-5ae8-896d-96c85039aabf,tg:lhaq:8834,ProductionTimeSpans,1974,1975,nan,nan
38d27616-e096-5ec3-a76a-6655e34689b5,tg:lhaq:8072,ProductionTimeSpans,1942,nan,nan,nan
fa9d99c3-8302-50b6-bb41-7ca29a79623f,tg:lhaq:8971,ProductionTimeSpans,1959-10-23,nan,datum vóór,nan
4d062601-3044-5a15-8e74-1f5f932db9b3,tg:lhaq:8926,ProductionTimeSpans,1951,nan,nan,nan
2df7e58d-1308-5562-a1ce-c307787b4b01,tg:lhaq:6892,ProductionTimeSpans,1943,nan,circa,nan
2408849f-099c-5a51-9183-59018e2c6b51,tg:lhaq:8394,ProductionTimeSpans,1951,nan,reconstructie,nan
ec2ca4fc-6551-5ef0-9716-5fed7b4258b5,tg:lhaq:8681,ProductionTimeSpans,1952,nan,nan,nan
269cee99-d826-53fd-9b86-2161b159e369,tg:lhaq:2371,ProductionTimeSpans,1906-07-01,nan,nan,nan
d9302f84-2e8d-5168-bffd-88ca481c673d,tg:lhaq:8906,ProductionTimeSpans,1964,nan,circa,nan
d1ac254b-fed4-5c93-ae87-6e24876d4ec9,tg:lhaq:8785,ProductionTimeSpans,1953,nan,nan,nan
1c4318d7-6f9d-5ba2-ba12-1ed4163a336c,tg:lhaq:8910,ProductionTimeSpans,1964,nan,circa,nan
b39099c6-a388-5af8-8626-0f145d08bd43,tg:lhaq:9317,ProductionTimeSpans,nan,nan,nan,nan
398b321c-d4df-5398-988d-07c22137a0ee,tg:lhaq:8855,ProductionTimeSpans,1974,1975,nan,nan
8b9934e0-ddf2-50f4-abb0-dac0c392145e,tg:lhaq:8506,ProductionTimeSpans,1920,nan,circa,nan
85d2ef05-d7a3-5c84-b5f6-20c23550f64f,tg:lhaq:8382,ProductionTimeSpans,1950,nan,nan,nan
501c7580-ebf8-5adf-b5cb-97b4e075e7e3,tg:lhaq:8678,ProductionTimeSpans,1952,nan,nan,nan
f6e86625-02ad-5e0f-88b6-aefef9df8239,tg:lhaq:9069,ProductionTimeSpans,1973,nan,nan,nan
b434fa09-0a28-5199-930a-905267fae26d,tg:lhaq:9439,ProductionTimeSpans,1973,nan,zonder datum,nan
31441cf2-3f1a-5983-a02a-06ea12c49ca7,tg:lhaq:21,ProductionTimeSpans,1972,nan,nan,nan
a5d548b4-5f62-5a54-8e2c-59b61c0e3eb6,tg:lhaq:8697,ProductionTimeSpans,1962,nan,nan,nan
04134b2c-3694-543d-b16e-d817dee45565,tg:lhaq:4572,ProductionTimeSpans,1945,nan,nan,nan
dbca1a4c-bf14-578b-a1b9-bf72bf8a0ff9,tg:lhaq:8316,ProductionTimeSpans,1924,nan,reconstructie,nan
0d41293c-3c7c-55b7-8f15-3e6d214752d4,tg:lhaq:9012,ProductionTimeSpans,1973-04-14,nan,datum vóór,nan
77628abe-48bc-56c8-90b0-f74a14b189bd,tg:lhaq:8879,ProductionTimeSpans,1974,1975,nan,nan
0071d2ab-eb7b-548d-9a5e-48517726ac59,tg:lhaq:8896,ProductionTimeSpans,1955,nan,circa,nan
638739d8-5291-57ed-b0bc-2b36ca02ff30,tg:lhaq:6888,ProductionTimeSpans,1942,nan,nan,nan
c11964de-aec9-543a-9f0d-ed7057f03dd8,tg:lhaq:5123,ProductionTimeSpans,nan,nan,nan,nan
d89d67d2-f4db-5308-8ffa-035bebf5a6f6,tg:lhaq:9415,ProductionTimeSpans,1913,nan,nan,nan
8ce79109-c769-52ef-9df5-6507ef1fc890,tg:lhaq:9383,ProductionTimeSpans,1963,nan,reconstructie,nan
d559c57b-662d-5363-a0fa-dc9b2f0d0619,tg:lhaq:9403,ProductionTimeSpans,1944,nan,nan,nan
1fdacdff-a137-58e2-93e8-ac46fb13810f,tg:lhaq:9141,ProductionTimeSpans,1942,nan,nan,nan
bd8c137f-d376-50ea-8a95-93a0f45fef96,tg:lhaq:8864,ProductionTimeSpans,1974,1975,nan,nan
db4270d3-e516-5797-a0bc-22f018caa61f,tg:lhaq:6895,ProductionTimeSpans,1943,nan,nan,nan
3a1ec42a-1b4e-551e-9aad-00af844f513d,tg:lhaq:9408,ProductionTimeSpans,1998,nan,nan,nan
a3684c74-59f7-5b2c-8da1-d4c86da64e78,tg:lhaq:9058,ProductionTimeSpans,1937-11-20,nan,datum vóór,nan
8fb4365b-00cc-5f43-88d4-a824568a188e,tg:lhaq:9371,ProductionTimeSpans,1912,nan,nan,nan
55d6a748-f23c-5f70-ad45-e5db67129e83,tg:lhaq:8833,ProductionTimeSpans,1974,1975,nan,nan
293c9e23-50df-5b9c-9eba-465d5d7b460f,tg:lhaq:8976,ProductionTimeSpans,1959-10-23,nan,datum vóór,nan
40653705-1c37-5635-aa7a-edca688682ee,tg:lhaq:7545,ProductionTimeSpans,1884,nan,nan,nan
0cf82502-8335-5729-a8db-112480b358bb,tg:lhaq:9367,ProductionTimeSpans,1933,nan,nan,nan
38777dca-3c70-576f-acff-8f0e50548d88,tg:lhaq:8960,ProductionTimeSpans,1959-10-23,nan,datum vóór,nan
beb33124-db74-5657-bb6c-74df92ea15df,tg:lhaq:6246,ProductionTimeSpans,1952,nan,reconstructie,nan
5f3c8a6a-b866-5804-b9fe-58c3811455b4,tg:lhaq:9019,ProductionTimeSpans,1973-04-14,nan,datum vóór,nan
8234b17f-57b3-51ca-b655-b7d68286dea3,tg:lhaq:8872,ProductionTimeSpans,1974,1975,nan,nan
6bc05a1d-3944-525a-beb5-09a3d9ab99db,tg:lhaq:8937,ProductionTimeSpans,1951,nan,nan,nan
869ca658-e5b3-5ca0-984d-5ff629abd114,tg:lhaq:4017,ProductionTimeSpans,1968-11-21,nan,nan,nan
16fc8ef7-35f1-5903-89bc-a09b5c692c40,tg:lhaq:8389,ProductionTimeSpans,1950,nan,nan,nan
8a41a2e2-0485-57a1-86da-7682f7d4ffb0,tg:lhaq:8673,ProductionTimeSpans,1952,nan,nan,nan
73e3ecce-404e-5836-a7f4-7e3cf48c67e5,tg:lhaq:9035,ProductionTimeSpans,1968,nan,nan,nan
c4e7fa23-9f5c-5d45-96bf-2321fb0abc2a,tg:lhaq:7617,ProductionTimeSpans,1890-09-09,nan,nan,nan
2b1ecfef-1918-5c42-9a5b-904952ea2907,tg:lhaq:8632,ProductionTimeSpans,1973,nan,nan,nan
61087a33-20be-5a97-b65d-82f418a0d555,tg:lhaq:9023,ProductionTimeSpans,1949,nan,circa,nan
b68983bc-6cc9-524b-8837-21b4ea23028f,tg:lhaq:8327,ProductionTimeSpans,1925,nan,circa,nan
1fcfd70c-8718-5388-9f3a-8e46d646f9eb,tg:lhaq:8848,ProductionTimeSpans,1974,1975,nan,nan
8310fe17-be24-57b9-9de8-247a2c5a2456,tg:lhaq:7969,ProductionTimeSpans,1960-05-06,nan,nan,nan
428c3cc4-7bf9-5135-ba24-0c06e59d90ed,tg:lhaq:9424,ProductionTimeSpans,1962,nan,nan,nan
2c59c28a-5f83-5d50-94da-0f83dcc37853,tg:lhaq:8665,ProductionTimeSpans,1952,nan,nan,nan
265c7583-0ab7-548f-b0f3-d8d6c2dcaa84,tg:lhaq:6944,ProductionTimeSpans,nan,nan,reconstructie,nan
2629a54c-27d4-506a-b56b-91ecc7f12117,tg:lhaq:6876,ProductionTimeSpans,1942,nan,reconstructie,nan
83e8adfb-e911-528a-b3c5-3b36644baad5,tg:lhaq:8868,ProductionTimeSpans,1974,1975,nan,nan
d08e5c41-029e-560f-8788-2568c7e27b90,tg:lhaq:8887,ProductionTimeSpans,1974,1975,nan,nan
4b49ce15-5599-5973-9328-50f67b40d6cb,tg:lhaq:6899,ProductionTimeSpans,1900,nan,nan,nan
3906e21c-cee0-56ec-b640-4e92ef4a6981,tg:lhaq:6821,ProductionTimeSpans,1976-10-01,nan,nan,nan
a0f47c4f-c2fd-5cce-b326-bef6526b4600,tg:lhaq:8700,ProductionTimeSpans,1962,nan,nan,nan
67de62eb-2466-564f-9c0d-242d91278d0a,tg:lhaq:9404,ProductionTimeSpans,1948,nan,nan,nan
54777255-a147-5ec3-89b4-afabe7be2ab4,tg:lhaq:3009,ProductionTimeSpans,1973,nan,nan,nan
5759c869-d524-511d-9c7f-3e88cc577018,tg:lhaq:6421,ProductionTimeSpans,1924,nan,reconstructie,nan
82000680-4c09-5caa-ac75-78478aaddbe9,tg:lhaq:9384,ProductionTimeSpans,nan,nan,zonder datum,nan
ba70d35e-b0fb-5efd-b67d-20486f4c27c0,tg:lhaq:9412,ProductionTimeSpans,2015,nan,nan,nan
73d2cae0-5edd-52d8-8b57-2ea236b69acd,tg:lhaq:7637,ProductionTimeSpans,1891,nan,circa,nan
e78d6ce2-6838-511f-b5fb-32433e9a0e9f,tg:lhaq:7267,ProductionTimeSpans,1881,nan,circa,nan
fa23d7ea-6f8b-576e-a0fd-0630229aa7f1,tg:lhaq:8891,ProductionTimeSpans,1974,1975,nan,nan
a4dfa483-609a-5d78-b506-19b9f51fadf4,tg:lhaq:9279,ProductionTimeSpans,1957,nan,nan,nan
c1eff2ce-f8c0-5545-aa94-d41ac188d6a0,tg:lhaq:9015,ProductionTimeSpans,1973-04-14,nan,datum vóór,nan
02f3b035-a49d-5f26-b640-00e8ba92066c,tg:lhaq:8385,ProductionTimeSpans,1950,nan,nan,nan
8940cb70-47c4-5d52-9a26-332c018e209e,tg:lhaq:5558,ProductionTimeSpans,1918,nan,nan,nan
c0221804-b5bb-5abe-8db4-89cc8bacaac6,tg:lhaq:8690,ProductionTimeSpans,1960,nan,nan,nan
bdd6d663-bf31-57ec-94b4-d8500ffe4a86,tg:lhaq:8917,ProductionTimeSpans,1951,nan,nan,nan
bff89cd7-3f52-50e1-9c7c-20b6b11a4852,tg:lhaq:8852,ProductionTimeSpans,1974,1975,nan,nan
398fb7d4-48db-5089-b931-d1f1a0dc503c,tg:lhaq:8901,ProductionTimeSpans,1955,nan,circa,nan
62bcf8d1-ee78-5062-9a53-a282211655d2,tg:lhaq:9306,ProductionTimeSpans,1898,nan,reconstructie,nan
e7948073-ce91-5b9b-a9ac-8ecf3448d4e2,tg:lhaq:2663,ProductionTimeSpans,1956,nan,nan,nan
20720dbd-77d6-50c7-9a7c-6151d62c4b58,tg:lhaq:2399,ProductionTimeSpans,1955,nan,nan,nan
b5138ec2-d8ff-5a2a-aa15-5cc98889f0f0,tg:lhaq:7174,ProductionTimeSpans,nan,nan,circa,nan
32cadf23-0863-5971-a890-88b6a4074791,tg:lhaq:8956,ProductionTimeSpans,1959-10-23,nan,datum vóór,nan
5a1fba10-4196-5df4-8109-3bfd8225c50e,tg:lhaq:8813,ProductionTimeSpans,1955,1956,nan,nan
e8b37ab5-1e11-54ab-b2bd-9b4aebd452e0,tg:lhaq:8393,ProductionTimeSpans,1951,nan,reconstructie,nan
fc5e6bc5-2950-5588-91ec-2b26f32a8cf1,tg:lhaq:8669,ProductionTimeSpans,1952,nan,nan,nan
f2d051e7-dd14-5915-a480-d52352387a2c,tg:lhaq:8392,ProductionTimeSpans,1950,nan,nan,nan
a01bb625-5d65-5d91-9a94-eaff6a415144,tg:lhaq:8668,ProductionTimeSpans,1952,nan,nan,nan
178ba51b-9601-5168-9925-f5ef21887e19,tg:lhaq:8687,ProductionTimeSpans,1960,nan,nan,nan
8237e7df-470e-5abc-b15a-94e76f42fcbe,tg:lhaq:8957,ProductionTimeSpans,1959-10-23,nan,datum vóór,nan
aecb7cf0-898b-5c05-aee7-225cee683a74,tg:lhaq:2662,ProductionTimeSpans,1958,nan,nan,nan
60650c0f-fd63-5f29-a375-543a353d2b86,tg:lhaq:2398,ProductionTimeSpans,1997,nan,nan,nan
5d6c36cf-855a-5e8a-ae71-1359bc202c06,tg:lhaq:8900,ProductionTimeSpans,1955,nan,circa,nan
97500ab4-b380-59a1-9b4e-4d5e6a4168fc,tg:lhaq:8845,ProductionTimeSpans,1974,1975,nan,nan
db0d2c87-ede5-539b-a4b8-41e318f197a5,tg:lhaq:8853,ProductionTimeSpans,1974,1975,nan,nan
64a986ec-f00b-507a-9e55-ad13aa0b0f95,tg:lhaq:8384,ProductionTimeSpans,1950,nan,nan,nan
59024579-dcb9-524b-8478-d7b671283db7,tg:lhaq:8691,ProductionTimeSpans,1960,nan,nan,nan
62203452-aa3c-5aee-a59e-48f7a28a56a0,tg:lhaq:9014,ProductionTimeSpans,1973-04-14,nan,datum vóór,nan
381632be-e233-5672-9b7a-f79b76b51758,tg:lhaq:2658,ProductionTimeSpans,1957,nan,nan,nan
bc3ac891-213b-5b59-b033-c43721e7753f,tg:lhaq:7636,ProductionTimeSpans,1891,nan,circa,nan
89e6b445-49c2-5e14-8a47-c7822bcb8f03,tg:lhaq:7266,ProductionTimeSpans,1881,nan,circa,nan
e818fd99-d2e1-5d23-ab8f-f5ae64424df3,tg:lhaq:8890,ProductionTimeSpans,1974,1975,nan,nan
53feff83-9ce8-5d25-bbad-6f1d07ce8043,tg:lhaq:9278,ProductionTimeSpans,1981,nan,nan,nan
f536b25c-ba0e-515c-aaf1-df85d4d23721,tg:lhaq:9106,ProductionTimeSpans,2003,2003-03-24,nan,nan
ba057550-a8b3-5e6d-a1fa-83c5fd5a1f52,tg:lhaq:7548,ProductionTimeSpans,1884,nan,nan,nan
8cda5a6e-4a76-5dbb-bd8d-8c43bc5406bb,tg:lhaq:8652,ProductionTimeSpans,1947-04-07,nan,nan,nan
1a9a6a2f-26f5-556f-9a1c-ff07dba2b0b9,tg:lhaq:6420,ProductionTimeSpans,1924,nan,nan,nan
e3ab25d1-6684-506d-b1d8-deb12c169c26,tg:lhaq:9385,ProductionTimeSpans,1995,nan,nan,nan
ad5c1b15-cbb0-5f7d-9c70-a39fac1fd4a3,tg:lhaq:8701,ProductionTimeSpans,1962,nan,nan,nan
ee6ac1c6-3dec-569c-8cad-c20ee9b4beef,tg:lhaq:4372,ProductionTimeSpans,nan,nan,nan,nan
55c0f938-00df-54f4-9a84-83a495a612f2,tg:lhaq:9405,ProductionTimeSpans,1974,nan,nan,nan
b3d0b0d0-6ab2-5bd1-82a6-94cb5e05f69e,tg:lhaq:9393,ProductionTimeSpans,1950,nan,nan,nan
4bb39f65-cdae-5a6f-89d0-c283bde67d1d,tg:lhaq:6877,ProductionTimeSpans,1942,nan,reconstructie,nan
18c4d20a-b5fe-54e3-af8e-75662cb13e32,tg:lhaq:2834,ProductionTimeSpans,1959,nan,nan,nan
e492cbb6-dbd1-54e4-867e-ff74f417a784,tg:lhaq:8869,ProductionTimeSpans,1974,1975,nan,nan
d562fdf8-3b32-560e-a12a-59491ed27de2,tg:lhaq:8886,ProductionTimeSpans,1974,1975,nan,nan
95d421dc-ce6e-59e8-b8c4-522e5dfaffd6,tg:lhaq:7620,ProductionTimeSpans,1891,nan,circa,nan
1c8565d8-1eab-59af-91c5-b819dbc81022,tg:lhaq:9425,ProductionTimeSpans,nan,nan,zonder datum,nan
86de7ea4-cd30-5d41-bc9c-7339706f542d,tg:lhaq:8664,ProductionTimeSpans,1952,nan,nan,nan
f93dc25d-5b6b-5864-9e4a-fadbd5894675,tg:lhaq:8371,ProductionTimeSpans,1951-12-04,nan,nan,nan
b701e701-c143-5d95-ae8e-e85dcf95a08f,tg:lhaq:8849,ProductionTimeSpans,1974,1975,nan,nan
efea5701-5ac0-521a-b8fd-590aef498e02,tg:lhaq:8633,ProductionTimeSpans,nan,nan,nan,nan
f1fa8331-c4aa-51eb-b63d-28fc05816a0c,tg:lhaq:9022,ProductionTimeSpans,1949,nan,circa,nan
f746c47e-93fa-5882-9d13-1be15296548a,tg:lhaq:8326,ProductionTimeSpans,1925,nan,circa,nan
ebeeeb0a-4d84-5b7b-a109-66cf7b29c5d8,tg:lhaq:9034,ProductionTimeSpans,1949,nan,circa,nan
b7127a58-7d25-5f70-95cc-8485e1215320,tg:lhaq:6816,ProductionTimeSpans,1976-10-09,nan,nan,nan
0ac59377-cd3c-5667-ad20-429ba5db979f,tg:lhaq:8388,ProductionTimeSpans,1950,nan,nan,nan
9dc82b69-23d0-55c9-bc20-15c5d41fbdd1,tg:lhaq:8672,ProductionTimeSpans,1952,nan,nan,nan
236ef6a3-53da-5f70-a3ba-867961ce2d54,tg:lhaq:8873,ProductionTimeSpans,1974,1975,nan,nan
a4e3a060-9e89-520e-a0b3-12f0bf5f1796,tg:lhaq:8936,ProductionTimeSpans,1951,nan,nan,nan
a0d9050c-8814-58db-9bfc-3fd091b2b9c5,tg:lhaq:4016,ProductionTimeSpans,1968-11-21,nan,nan,nan
eaa87944-d686-585b-afc7-10652507b8bd,tg:lhaq:3550,ProductionTimeSpans,1918,nan,nan,nan
9e80b3df-4abf-506c-bbb2-ef4b920e5ce1,tg:lhaq:6752,ProductionTimeSpans,1973,nan,nan,nan
f61b2acc-303d-5428-a19e-8cfcdbf0eba2,tg:lhaq:9018,ProductionTimeSpans,1973-04-14,nan,datum vóór,nan
6aa69b85-a0d2-509b-824f-03d357241aef,tg:lhaq:7544,ProductionTimeSpans,1884,nan,nan,nan
b4566d61-7a8f-5049-bf27-9bed8df37bf7,tg:lhaq:8832,ProductionTimeSpans,1974,1975,nan,nan
618a1490-449b-5a54-8269-9b12e163fbed,tg:lhaq:9409,ProductionTimeSpans,nan,nan,zonder datum,nan
552fce96-e84e-5342-9f69-fb83b06fbbeb,tg:lhaq:8865,ProductionTimeSpans,1974,1975,nan,nan
dfd56045-a266-54ba-b21e-a0aebb3d2756,tg:lhaq:6894,ProductionTimeSpans,1943,nan,nan,nan
89aacd51-8e12-5744-8110-22fea9e12c82,tg:lhaq:8920,ProductionTimeSpans,1951,nan,nan,nan
10db77c9-1279-5239-a35c-aeb2946ad690,tg:lhaq:8958,ProductionTimeSpans,1959-10-23,nan,datum vóór,nan
b96ede76-1907-558e-9729-1133fad6b051,tg:lhaq:8688,ProductionTimeSpans,1960,nan,nan,nan
55001240-e96d-58b0-96c1-1a50f083512c,tg:lhaq:8372,ProductionTimeSpans,1951-12-04,nan,nan,nan
