ResourceID,Record ID,id,Production Place Identifier,Production Place Widget
,tg:lhtk:9534,au::102159,ark:/83110/x0/2abe7c19-5a96-52ae-a037-1bc9e35f5d18,"dlod={""name"":""Göttingen (Landkreis Göttingen)"",""ark"":""ark:/83110/x0/2abe7c19-5a96-52ae-a037-1bc9e35f5d18"",""uri"":""/subjects/11457"",""id"":""au::102159"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhpr:10703,au::104541,ark:/83110/x0/54a61729-5fc7-520a-9134-3ace4b0ec0b9,"dlod={""name"":""Groningen (DUBBEL)"",""ark"":""ark:/83110/x0/54a61729-5fc7-520a-9134-3ace4b0ec0b9"",""uri"":""/subjects/10554"",""id"":""au::104541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhpr:10704,au::104541,ark:/83110/x0/54a61729-5fc7-520a-9134-3ace4b0ec0b9,"dlod={""name"":""Groningen (DUBBEL)"",""ark"":""ark:/83110/x0/54a61729-5fc7-520a-9134-3ace4b0ec0b9"",""uri"":""/subjects/10554"",""id"":""au::104541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhpr:10705,au::104541,ark:/83110/x0/54a61729-5fc7-520a-9134-3ace4b0ec0b9,"dlod={""name"":""Groningen (DUBBEL)"",""ark"":""ark:/83110/x0/54a61729-5fc7-520a-9134-3ace4b0ec0b9"",""uri"":""/subjects/10554"",""id"":""au::104541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhpr:10706,au::104541,ark:/83110/x0/54a61729-5fc7-520a-9134-3ace4b0ec0b9,"dlod={""name"":""Groningen (DUBBEL)"",""ark"":""ark:/83110/x0/54a61729-5fc7-520a-9134-3ace4b0ec0b9"",""uri"":""/subjects/10554"",""id"":""au::104541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhpr:9656,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhpr:9657,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
fc7910c8-7924-5207-b880-318e2992cd34,tg:lhpr:9658,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhtk:10135,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhtk:10139,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhtk:10151,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhtk:9550,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
787d7824-8e79-53d7-b32c-0532d433cede,tg:lhtk:9551,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhtk:9570,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhtk:9573,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhtk:10136,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhtk:10137,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhtk:10140,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhtk:10152,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhtk:10153,au::101004,ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
,tg:lhtk:9546,au::104764,ark:/83110/x0/5c4d465e-0609-5840-a9f1-e5a61529e664,"dlod={""name"":""Roosendaal (Noord-Brabant)"",""ark"":""ark:/83110/x0/5c4d465e-0609-5840-a9f1-e5a61529e664"",""uri"":""/subjects/11797"",""id"":""au::104764"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
