Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhbr:2833,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:2833/N,beff786e-a5e8-5c4c-933f-38ec2837d4ed,BE-ANN07/br/000002607,Letterenhuis,https://data.letterenhuis.be/ark:/24970/beff786e-a5e8-5c4c-933f-38ec2837d4ed,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:267089,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:267089/N,badcf258-2d1a-5627-83d6-a59543f01e3d,BE-ANN07/br/000255824,Letterenhuis,https://data.letterenhuis.be/ark:/24970/badcf258-2d1a-5627-83d6-a59543f01e3d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:143079,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:143079/N,e164bb24-2e64-55ab-bebc-6630e900b6bf,BE-ANN07/br/000134839,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e164bb24-2e64-55ab-bebc-6630e900b6bf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:115619,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:115619/N,2f10f2a8-0190-5141-b496-53068bdd29aa,BE-ANN07/br/000108827,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2f10f2a8-0190-5141-b496-53068bdd29aa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:192989,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:192989/N,0f24abab-a174-5cb1-bf46-2708a2fc4daf,BE-ANN07/br/000182626,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0f24abab-a174-5cb1-bf46-2708a2fc4daf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:168329,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:168329/N,f70d676e-3333-5f79-a9cb-9bde05865725,BE-ANN07/br/000158561,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f70d676e-3333-5f79-a9cb-9bde05865725,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:29289,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:29289/N,fc30fcc5-5d7e-5622-800d-d9f5fc138c2a,BE-ANN07/br/000028232,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fc30fcc5-5d7e-5622-800d-d9f5fc138c2a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:117624,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:117624/N,dc666472-e8e7-56f2-80f3-6ef28f30e1a4,BE-ANN07/br/000110728,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dc666472-e8e7-56f2-80f3-6ef28f30e1a4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:56784,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:56784/N,f3a373ae-df28-51ca-a570-a4df9d813a24,BE-ANN07/br/000054558,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f3a373ae-df28-51ca-a570-a4df9d813a24,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:218584,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:218584/N,b544c937-61e2-53e3-9b09-5e19f5a0e4f3,BE-ANN07/br/000207905,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b544c937-61e2-53e3-9b09-5e19f5a0e4f3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:108928,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:108928/N,67985bec-be40-51f3-9663-bd85fb9cdfd7,BE-ANN07/br/000102468,Letterenhuis,https://data.letterenhuis.be/ark:/24970/67985bec-be40-51f3-9663-bd85fb9cdfd7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:49888,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:49888/N,448b79f7-e401-5811-a669-7c2397a8ed2d,BE-ANN07/br/000048047,Letterenhuis,https://data.letterenhuis.be/ark:/24970/448b79f7-e401-5811-a669-7c2397a8ed2d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:280518,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:280518/N,533c7899-a944-5c32-a6b5-b42e0e17a023,BE-ANN07/br/000269106,Letterenhuis,https://data.letterenhuis.be/ark:/24970/533c7899-a944-5c32-a6b5-b42e0e17a023,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:98178,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:98178/N,83838fcd-38a9-5e42-ab23-a1697ce768d3,BE-ANN07/br/000092159,Letterenhuis,https://data.letterenhuis.be/ark:/24970/83838fcd-38a9-5e42-ab23-a1697ce768d3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:182570,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:182570/N,4dc44433-fdf8-5104-af44-dba143ac1158,BE-ANN07/br/000172359,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4dc44433-fdf8-5104-af44-dba143ac1158,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:149474,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:149474/N,f21bb853-258e-55cd-8258-0834998ee66a,BE-ANN07/br/000140890,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f21bb853-258e-55cd-8258-0834998ee66a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:134144,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:134144/N,da56febf-013a-59f6-acbf-54fe35757902,BE-ANN07/br/000126323,Letterenhuis,https://data.letterenhuis.be/ark:/24970/da56febf-013a-59f6-acbf-54fe35757902,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:162724,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:162724/N,22aac50c-d4f5-5b29-becf-da31c6320f25,BE-ANN07/br/000153529,Letterenhuis,https://data.letterenhuis.be/ark:/24970/22aac50c-d4f5-5b29-becf-da31c6320f25,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:23684,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:23684/N,fde80e26-1ff0-5a30-910d-c270f299a871,BE-ANN07/br/000022704,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fde80e26-1ff0-5a30-910d-c270f299a871,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:288128,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:288128/N,7766ac0c-ddc2-5166-b972-460edab48a2f,BE-ANN07/br/000276646,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7766ac0c-ddc2-5166-b972-460edab48a2f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:187288,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:187288/N,53893d99-ce58-5789-97ad-4d6f2826a89b,BE-ANN07/br/000176984,Letterenhuis,https://data.letterenhuis.be/ark:/24970/53893d99-ce58-5789-97ad-4d6f2826a89b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:90548,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:90548/N,119b4bc0-8b43-59f6-a8f1-136e7c01612e,BE-ANN07/br/000084931,Letterenhuis,https://data.letterenhuis.be/ark:/24970/119b4bc0-8b43-59f6-a8f1-136e7c01612e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:241011,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:241011/N,59de65e9-90fe-5ef7-8cc1-d4a04b414504,BE-ANN07/br/000230008,Letterenhuis,https://data.letterenhuis.be/ark:/24970/59de65e9-90fe-5ef7-8cc1-d4a04b414504,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:217671,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:217671/N,3e039b6a-20d7-535c-98aa-aa5272d027ff,BE-ANN07/br/000207012,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3e039b6a-20d7-535c-98aa-aa5272d027ff,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:133681,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:133681/N,da5df49e-91cf-53d2-9c0f-86d548b058ca,BE-ANN07/br/000125862,Letterenhuis,https://data.letterenhuis.be/ark:/24970/da5df49e-91cf-53d2-9c0f-86d548b058ca,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:72721,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:72721/N,9d3d06c1-3fac-597d-a625-ae1c72180847,BE-ANN07/br/000069668,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9d3d06c1-3fac-597d-a625-ae1c72180847,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:24141,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:24141/N,4c53de61-8577-5f01-81c6-29803f9ff456,BE-ANN07/br/000023135,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4c53de61-8577-5f01-81c6-29803f9ff456,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:92575,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:92575/N,c76b9b2c-c445-5f66-8883-24627586b712,BE-ANN07/br/000086896,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c76b9b2c-c445-5f66-8883-24627586b712,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:59471,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:59471/N,53dde39c-f13c-5955-aac7-5977f52be111,BE-ANN07/br/000056868,Letterenhuis,https://data.letterenhuis.be/ark:/24970/53dde39c-f13c-5955-aac7-5977f52be111,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:136179,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:136179/N,19e8e912-b5ab-5a74-b408-0e838b4b8bdb,BE-ANN07/br/000128224,Letterenhuis,https://data.letterenhuis.be/ark:/24970/19e8e912-b5ab-5a74-b408-0e838b4b8bdb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:160719,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:160719/N,1d803260-2c32-5584-bf1d-fd20f50179d5,BE-ANN07/br/000151720,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1d803260-2c32-5584-bf1d-fd20f50179d5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:212189,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:212189/N,a6f0cc7f-525c-54ca-8c19-cff781e70aaa,BE-ANN07/br/000201661,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a6f0cc7f-525c-54ca-8c19-cff781e70aaa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:128167,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:128167/N,1e410a17-dfd2-5c7d-baa6-309df6369a00,BE-ANN07/br/000120632,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1e410a17-dfd2-5c7d-baa6-309df6369a00,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:132993,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:132993/N,470014e1-3698-52f8-8131-3757ff5b3fe9,BE-ANN07/br/000125221,Letterenhuis,https://data.letterenhuis.be/ark:/24970/470014e1-3698-52f8-8131-3757ff5b3fe9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:73833,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:73833/N,341728a0-289c-552d-b677-e52137f7f37e,BE-ANN07/br/000070662,Letterenhuis,https://data.letterenhuis.be/ark:/24970/341728a0-289c-552d-b677-e52137f7f37e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:155457,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:155457/N,5e490563-2a9d-51fb-9f72-25c09b202bc5,BE-ANN07/br/000146724,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5e490563-2a9d-51fb-9f72-25c09b202bc5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:216963,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:216963/N,97e87256-ccfe-50c9-83a0-cea738c3202a,BE-ANN07/br/000206320,Letterenhuis,https://data.letterenhuis.be/ark:/24970/97e87256-ccfe-50c9-83a0-cea738c3202a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:103237,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:103237/N,4803495f-0682-5d3e-a7ff-fb1c2eb0206b,BE-ANN07/br/000097039,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4803495f-0682-5d3e-a7ff-fb1c2eb0206b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:42397,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:42397/N,a8deb197-1d76-55dc-947b-8620879f8aad,BE-ANN07/br/000040863,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a8deb197-1d76-55dc-947b-8620879f8aad,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:89293,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:89293/N,b5806c2c-3db4-5905-bdee-267020205dfb,BE-ANN07/br/000083725,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b5806c2c-3db4-5905-bdee-267020205dfb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:13232,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:13232/N,936e9644-3d3c-55ab-b7b5-57ea56d45db2,BE-ANN07/br/000012599,Letterenhuis,https://data.letterenhuis.be/ark:/24970/936e9644-3d3c-55ab-b7b5-57ea56d45db2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:152392,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:152392/N,b1ec9a3e-ea6e-57b4-aea1-08021f77b8d2,BE-ANN07/br/000143721,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b1ec9a3e-ea6e-57b4-aea1-08021f77b8d2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:199296,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:199296/N,44979b56-311b-5569-8f71-d9104804bcc2,BE-ANN07/br/000188872,Letterenhuis,https://data.letterenhuis.be/ark:/24970/44979b56-311b-5569-8f71-d9104804bcc2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:45452,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:45452/N,18450af6-20f6-5dbb-9960-cb907fa7dd94,BE-ANN07/br/000043789,Letterenhuis,https://data.letterenhuis.be/ark:/24970/18450af6-20f6-5dbb-9960-cb907fa7dd94,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:163836,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:163836/N,115ab245-ecc9-5020-bb56-57f689083d97,BE-ANN07/br/000154557,Letterenhuis,https://data.letterenhuis.be/ark:/24970/115ab245-ecc9-5020-bb56-57f689083d97,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:22996,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:22996/N,80aef83c-860c-5469-b702-e6f4007d5df4,BE-ANN07/br/000022035,Letterenhuis,https://data.letterenhuis.be/ark:/24970/80aef83c-860c-5469-b702-e6f4007d5df4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:220502,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:220502/N,c724a2d4-ef5b-5202-b55d-d212683e1c15,BE-ANN07/br/000209798,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c724a2d4-ef5b-5202-b55d-d212683e1c15,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:276362,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:276362/N,0468ece6-2199-5325-8741-779497675c16,BE-ANN07/br/000264977,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0468ece6-2199-5325-8741-779497675c16,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:38162,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:38162/N,c6dbe08c-1894-50da-a0d1-6abc73ed5e12,BE-ANN07/br/000036799,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c6dbe08c-1894-50da-a0d1-6abc73ed5e12,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:296136,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:296136/N,f096fb19-867e-5d46-b7aa-c7485789ffc5,BE-ANN07/br/000284545,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f096fb19-867e-5d46-b7aa-c7485789ffc5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:150655,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:150655/N,ad4547b6-916a-5a55-aed5-97beb4b96b1f,BE-ANN07/br/000142060,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ad4547b6-916a-5a55-aed5-97beb4b96b1f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:106035,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:106035/N,5840acb1-8a0b-5962-ae21-0a2f12ac130c,BE-ANN07/br/000099824,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5840acb1-8a0b-5962-ae21-0a2f12ac130c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:47195,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:47195/N,aeb1e0ae-32ea-507f-8a45-661f1ac1c1f9,BE-ANN07/br/000045470,Letterenhuis,https://data.letterenhuis.be/ark:/24970/aeb1e0ae-32ea-507f-8a45-661f1ac1c1f9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:238831,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:238831/N,d2362082-f4d5-503c-9c00-ee0dad0764b3,BE-ANN07/br/000227944,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d2362082-f4d5-503c-9c00-ee0dad0764b3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:96865,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:96865/N,b9919b14-ec0d-5c02-8369-2b2e9c51d9f2,BE-ANN07/br/000090884,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b9919b14-ec0d-5c02-8369-2b2e9c51d9f2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhbr:209395,Brieven,https://anet.be/record/opaclhobj/tg:lhbr:209395/N,64b9eab4-3a89-5201-89fb-08345c98df89,BE-ANN07/br/000198887,Letterenhuis,https://data.letterenhuis.be/ark:/24970/64b9eab4-3a89-5201-89fb-08345c98df89,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
