ResourceID,brocade.id,card,order,Production Technique Type
53893d99-ce58-5789-97ad-4d6f2826a89b,tg:lhbr:187288,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
53893d99-ce58-5789-97ad-4d6f2826a89b,tg:lhbr:187288,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
59de65e9-90fe-5ef7-8cc1-d4a04b414504,tg:lhbr:241011,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
3e039b6a-20d7-535c-98aa-aa5272d027ff,tg:lhbr:217671,ProductionTechniques,1,handschrift
c76b9b2c-c445-5f66-8883-24627586b712,tg:lhbr:92575,ProductionTechniques,1,fc NOT FOUND IN: technique_types.csv
a6f0cc7f-525c-54ca-8c19-cff781e70aaa,tg:lhbr:212189,ProductionTechniques,1,handschrift
1e410a17-dfd2-5c7d-baa6-309df6369a00,tg:lhbr:128167,ProductionTechniques,1,fc NOT FOUND IN: technique_types.csv
97e87256-ccfe-50c9-83a0-cea738c3202a,tg:lhbr:216963,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
97e87256-ccfe-50c9-83a0-cea738c3202a,tg:lhbr:216963,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
44979b56-311b-5569-8f71-d9104804bcc2,tg:lhbr:199296,ProductionTechniques,1,handschrift
c724a2d4-ef5b-5202-b55d-d212683e1c15,tg:lhbr:220502,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
0468ece6-2199-5325-8741-779497675c16,tg:lhbr:276362,ProductionTechniques,1,handschrift
f096fb19-867e-5d46-b7aa-c7485789ffc5,tg:lhbr:296136,ProductionTechniques,1,handschrift
d2362082-f4d5-503c-9c00-ee0dad0764b3,tg:lhbr:238831,ProductionTechniques,1,fc NOT FOUND IN: technique_types.csv
d2362082-f4d5-503c-9c00-ee0dad0764b3,tg:lhbr:238831,ProductionTechniques,1,handschrift
64b9eab4-3a89-5201-89fb-08345c98df89,tg:lhbr:209395,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
e2c34ed6-9c9e-5d27-a15c-7b7f0bed5293,tg:lhbr:291309,ProductionTechniques,1,handschrift
ef391897-cfd7-571f-a3a3-8a60d3be975b,tg:lhbr:258230,ProductionTechniques,1,handschrift
90751e79-fac7-5169-8bad-90fea2fb6fd7,tg:lhbr:293334,ProductionTechniques,1,handschrift
094e2a0c-caba-507f-b810-947b832bf43d,tg:lhbr:186860,ProductionTechniques,1,handschrift
42883c45-714a-5d2d-b202-7e387214a590,tg:lhbr:269994,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
63b36526-6bcb-500b-9a32-f36837625edf,tg:lhbr:225700,ProductionTechniques,1,handschrift
48143836-c05e-5382-87fa-da81c50257d6,tg:lhbr:273160,ProductionTechniques,1,handschrift
14cc8cf8-03f4-5900-9cc9-736172f55a21,tg:lhbr:276698,ProductionTechniques,1,handschrift
a3905df9-3731-5233-ac6e-e78d833989b9,tg:lhbr:179538,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
96fe6b40-985e-5c77-b3bf-980c937533e4,tg:lhbr:224812,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
f39bc77a-59f9-5373-9aa7-f4375d88873d,tg:lhbr:268686,ProductionTechniques,1,handschrift
6025ed6d-a163-599e-b34e-7e2dde15114d,tg:lhbr:187772,ProductionTechniques,1,handschrift
d45153e4-792f-5cbd-b33f-3870608d5733,tg:lhbr:239723,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
d14e8bae-1df1-592a-8dae-2eee51b19b87,tg:lhbr:244213,ProductionTechniques,1,handschrift
dec506a0-9ea7-5431-8007-1723e66f2044,tg:lhbr:212473,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
dec506a0-9ea7-5431-8007-1723e66f2044,tg:lhbr:212473,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
cce25685-7c8f-5b44-b84d-04dfe14fb36c,tg:lhbr:231313,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
672c8cdd-943b-5f6d-99a3-fb8dfc740397,tg:lhbr:267573,ProductionTechniques,1,handschrift
ff82ccc6-bdcc-5512-a0f1-7ae9c86c210c,tg:lhbr:188487,ProductionTechniques,1,handschrift
407e4b71-6f16-5cb7-976c-25eeba43ac76,tg:lhbr:54243,ProductionTechniques,1,fc NOT FOUND IN: technique_types.csv
aa6928df-4fcb-5710-9385-2b4f7b6477a0,tg:lhbr:287727,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
d70604c9-9b00-5bc7-8b5d-cfc5b206fbfa,tg:lhbr:251912,ProductionTechniques,1,handschrift
a049b20b-900c-55b9-bd54-ba3c11f5c03b,tg:lhbr:250600,ProductionTechniques,1,handschrift
f081ab05-8a4b-5bca-bfe1-9a47398d94b2,tg:lhbr:206060,ProductionTechniques,1,handschrift
f5d54170-553e-5b50-8a32-f19ae9cd7dc7,tg:lhbr:284808,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
52eded4b-f85d-5f86-9135-75ab2d5dc451,tg:lhbr:203798,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
c388072d-cd72-5885-9ac0-80c47a01c94b,tg:lhbr:193361,ProductionTechniques,1,handschrift
d4863bb7-5428-52db-8487-5a0ef383cd02,tg:lhbr:286835,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
eeb93bf8-dffa-5091-9e94-3a070775ee99,tg:lhbr:196499,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
eeb93bf8-dffa-5091-9e94-3a070775ee99,tg:lhbr:196499,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
dfee9ef8-345d-5142-8e4f-e156b197cb9c,tg:lhbr:253885,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
1d623fee-1bc7-534d-830f-3e073a2de673,tg:lhbr:262321,ProductionTechniques,1,pr NOT FOUND IN: technique_types.csv
c133c28e-fbca-5d1a-a0a1-ce7d6336f3b5,tg:lhbr:234541,ProductionTechniques,1,handschrift
eadfe584-a3a8-547b-a7ff-5bb39c17b7bc,tg:lhbr:177875,ProductionTechniques,1,handschrift
ad4bb3cb-5e14-5705-9ea5-2f43529eacea,tg:lhbr:282175,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
7d43f0bd-4956-560f-83dc-a4504b8efa68,tg:lhbr:249071,ProductionTechniques,1,handschrift
1e3f336f-bd25-55a0-92bb-793af6ab446f,tg:lhbr:143429,ProductionTechniques,1,fc NOT FOUND IN: technique_types.csv
d4ca9b6b-ae44-5f53-9c09-366225b9ac3c,tg:lhbr:233284,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
d4ca9b6b-ae44-5f53-9c09-366225b9ac3c,tg:lhbr:233284,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
a3bf21f2-b48c-5303-9d5e-dd96f349cdd3,tg:lhbr:202920,ProductionTechniques,1,handschrift
a5b9d2d9-f572-57d4-94d3-d4608f1f6920,tg:lhbr:175848,ProductionTechniques,1,handschrift
730d437c-a958-5c0f-a1f1-dfb7c0aaf7f2,tg:lhbr:280148,ProductionTechniques,1,handschrift
28abc09e-1c5f-500c-8320-756829b5502e,tg:lhbr:203632,ProductionTechniques,1,handschrift
d08b7320-c5f2-5436-8970-005ee33e874a,tg:lhbr:255052,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
5f68239b-328f-5dc2-8760-b56195897238,tg:lhbr:228562,ProductionTechniques,1,handschrift
0a3c0bed-e031-5b95-b5d3-8119e6e279a3,tg:lhbr:86536,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
edd9fdf2-9a2e-5140-9598-6843538c1875,tg:lhbr:196533,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
3e94edd3-e843-56c8-904e-8003cb696bc1,tg:lhbr:252797,ProductionTechniques,1,handschrift
b8d37f44-9bb2-5a51-83c9-087c70a713da,tg:lhbr:227697,ProductionTechniques,1,handschrift
f5e722db-93f3-5ef2-8567-1e1059ae8802,tg:lhbr:179492,ProductionTechniques,1,handschrift
7af2049c-5333-5d20-be18-c85fd22ec3de,tg:lhbr:276732,ProductionTechniques,1,handschrift
b82b0755-b25a-5ce4-8bd7-a778fa758720,tg:lhbr:220152,ProductionTechniques,1,handschrift
944a7325-54bc-5b91-9dc0-00b69e300a1e,tg:lhbr:277820,ProductionTechniques,1,handschrift
aea9ea5f-49f4-539d-90dc-d9efabcd1f0f,tg:lhbr:246384,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
5dd17a54-4352-50ad-a5af-5ca7fcd49d1c,tg:lhbr:182120,ProductionTechniques,1,handschrift
748a1692-abd4-57b4-a3f9-2c9b26090151,tg:lhbr:288578,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
b5670840-aa7f-5cda-abdb-b42ade91670e,tg:lhbr:118181,ProductionTechniques,1,fc NOT FOUND IN: technique_types.csv
532f97ff-d629-5315-893b-9e5a9088ad8b,tg:lhbr:241441,ProductionTechniques,1,handschrift
11ab3431-3402-5391-b21c-60a97f659498,tg:lhbr:226985,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
c46b1cc4-bf2e-5e35-8385-933871e04af3,tg:lhbr:239689,ProductionTechniques,1,handschrift
ad09b7ce-21ce-52dc-b9e7-ee97f9640e11,tg:lhbr:292876,ProductionTechniques,1,handschrift
314b9948-58bb-5492-992d-47e3bc33595d,tg:lhbr:259972,ProductionTechniques,1,handschrift
fca913ea-587c-584d-a683-3d787d0118f2,tg:lhbr:187322,ProductionTechniques,1,handschrift
c5e1a087-a996-5e99-982f-37ad447008cf,tg:lhbr:288082,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
58077cb2-a868-5e2f-986c-a024811fdf4f,tg:lhbr:243186,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
d09a4890-8884-5ac3-80f6-2875d5ce2929,tg:lhbr:212023,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
8f94caa4-5012-52df-bdfb-93dab13ba155,tg:lhbr:244643,ProductionTechniques,1,handschrift
c7ef309a-09c7-54f0-8bd8-5f3eb172b095,tg:lhbr:239373,ProductionTechniques,1,fc NOT FOUND IN: technique_types.csv
c7ef309a-09c7-54f0-8bd8-5f3eb172b095,tg:lhbr:239373,ProductionTechniques,1,handschrift
eb4cfa67-f38b-540f-b8ac-99051fe4c395,tg:lhbr:245951,ProductionTechniques,1,handschrift
3955f6f9-acb5-560d-a3c9-bce56aef71a4,tg:lhbr:150205,ProductionTechniques,1,fc NOT FOUND IN: technique_types.csv
d2577621-cd2e-533f-b330-5fb962af180b,tg:lhbr:222495,ProductionTechniques,1,hsts NOT FOUND IN: technique_types.csv
6e3f44f0-1171-5518-83d4-7c8434c6f2c3,tg:lhbr:291759,ProductionTechniques,1,handschrift
cfecff8f-7c14-5a67-ac73-ab2c55ac4e96,tg:lhbr:273530,ProductionTechniques,1,handschrift
c5c1d491-d2e6-5e05-ac85-0e7fbbd7b26d,tg:lhbr:225350,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
c5c1d491-d2e6-5e05-ac85-0e7fbbd7b26d,tg:lhbr:225350,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
38bf6c53-a860-5686-899d-477c3837953f,tg:lhbr:258660,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
feba788f-f0c1-5aa6-9724-6db8d1a684ae,tg:lhbr:293764,ProductionTechniques,1,handschrift
b8cff181-0f79-5be0-82d5-01eee9f9708f,tg:lhbr:179168,ProductionTechniques,1,handschrift
07fcc184-e1e0-5509-9c7c-eb34e0a76c37,tg:lhbr:9286,ProductionTechniques,1,fc NOT FOUND IN: technique_types.csv
9e5601da-5fd5-5da3-bde3-d4317265dbcc,tg:lhbr:206430,ProductionTechniques,1,handschrift
999c7476-bba0-5896-a502-97952be127d6,tg:lhbr:250250,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
f6780216-4524-5aee-a355-621f393f392a,tg:lhbr:228098,ProductionTechniques,1,handschrift
cf80faee-acd2-56c0-a69a-204206216e25,tg:lhbr:257595,ProductionTechniques,1,handschrift
90875f60-4ed0-5be5-9643-d80e3d44851c,tg:lhbr:230851,ProductionTechniques,1,ph NOT FOUND IN: technique_types.csv
90875f60-4ed0-5be5-9643-d80e3d44851c,tg:lhbr:230851,ProductionTechniques,1,handschrift
67f6aece-516b-56ca-a136-f441510daf71,tg:lhbr:193731,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
7f8b7e05-c97e-5a34-a106-094c9af97d23,tg:lhbr:192823,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
7f8b7e05-c97e-5a34-a106-094c9af97d23,tg:lhbr:192823,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
b3a8ed24-8140-56b3-a474-cea6a8e0ad87,tg:lhbr:287377,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
485a1fb5-9aef-529f-8fc9-cd7bca579f0a,tg:lhbr:267123,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
e6f180ba-1f64-5344-b2a4-436f3c60ec48,tg:lhbr:231743,ProductionTechniques,1,handschrift
6462e2e2-2e79-5d4a-8ad2-d2d499abead7,tg:lhbr:236086,ProductionTechniques,1,handschrift
e0a57947-73a4-5bfb-8491-0eca14fee7e3,tg:lhbr:278686,ProductionTechniques,1,handschrift
b2f53240-23be-55d9-bf26-eaadffa319bb,tg:lhbr:177526,ProductionTechniques,1,handschrift
016f671f-9952-59f2-b796-8ac25ff1b643,tg:lhbr:234812,ProductionTechniques,1,handschrift
b8bfb0ed-c694-541f-bd02-21cb60d98ef6,tg:lhbr:202473,ProductionTechniques,1,handschrift
a4347898-3cc5-5367-9315-ee60e522f9f0,tg:lhbr:254213,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
48a3a08e-3e45-5482-888e-9be39026a52d,tg:lhbr:229723,ProductionTechniques,1,handschrift
0b76056b-0de9-5a05-835c-0d92065b6a0f,tg:lhbr:228831,ProductionTechniques,1,handschrift
d859e296-f4cc-5b69-8ecb-285029731446,tg:lhbr:219395,ProductionTechniques,1,handschrift
9e87100a-88e1-566d-90f9-37e5b1537d8d,tg:lhbr:281309,ProductionTechniques,1,handschrift
0c504cd4-f61d-593c-bb62-97b0001ca7b6,tg:lhbr:263160,ProductionTechniques,1,handschrift
dc458502-c4d0-5f41-8966-aa2e1d5c297c,tg:lhbr:235700,ProductionTechniques,1,handschrift
24a1d4ff-b1ef-5b21-9391-4a8a108f5ae4,tg:lhbr:196860,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
58b2bf9a-b03a-5925-849f-1857a17cc7c5,tg:lhbr:248230,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
a9d989e3-6bb4-5fbe-94d9-75b8df121da7,tg:lhbr:283334,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
0ec5acac-e8c2-5b39-8259-25f1ca72a4de,tg:lhbr:279994,ProductionTechniques,1,handschrift
909a58d6-16e1-5e96-accd-b49f14005c77,tg:lhbr:266698,ProductionTechniques,1,handschrift
7acf4c6d-3150-57ac-992f-1fa0127851ab,tg:lhbr:216060,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
15f81591-770a-52ea-8f10-e51b4a91f725,tg:lhbr:240600,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
67ab3c76-c0c8-5483-900b-56092447c592,tg:lhbr:213798,ProductionTechniques,1,handschrift
51f5824c-d0a1-59dc-9519-a71467afece2,tg:lhbr:294808,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
be751659-fb37-5fab-8225-2256f75bc1eb,tg:lhbr:183361,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
b4a9eace-af41-56ac-8a47-4813db25c183,tg:lhbr:186499,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
0e07016a-4753-5670-9e9e-b91652e56f47,tg:lhbr:289739,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
c33ca150-e01b-5e38-afef-6311da5e1d53,tg:lhbr:221313,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
840d61e3-6e59-5033-baea-d828fd62a8f5,tg:lhbr:198487,ProductionTechniques,1,handschrift
50415028-2a07-5375-ba4e-89e070a3e62c,tg:lhbr:241912,ProductionTechniques,1,handschrift
9e2a1a07-a96d-50a4-8047-2f1aaa8c1d7f,tg:lhbr:272771,ProductionTechniques,1,handschrift
bdfb21d3-fefc-5cd0-b091-76f02fb22ef7,tg:lhbr:224111,ProductionTechniques,1,handschrift
0bc6fe97-bbd9-57f3-ab39-202676b7904d,tg:lhbr:292525,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
74fd8b13-ba90-5bd2-a915-4600d6933e5c,tg:lhbr:259421,ProductionTechniques,1,handschrift
bb1891d7-5a19-5ad0-83b3-9f4ef9c826ce,tg:lhbr:182989,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
e8acb809-67d8-511b-bfea-11e8ed04b071,tg:lhbr:178329,ProductionTechniques,1,handschrift
2e743d06-d13d-5695-86fb-1045a2d7136c,tg:lhbr:277089,ProductionTechniques,1,handschrift
cfcaff68-3ecc-52d5-a418-9bba225476e6,tg:lhbr:208584,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
8d8ab8be-d6d3-5f70-aeee-815f8696469b,tg:lhbr:290518,ProductionTechniques,1,handschrift
a14a8aa6-f216-55b0-9e3e-a696dd396b1e,tg:lhbr:213262,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
a14a8aa6-f216-55b0-9e3e-a696dd396b1e,tg:lhbr:213262,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
e8db8390-ad3c-576e-8bdd-2d4487651144,tg:lhbr:245402,ProductionTechniques,1,handschrift
c5d7e515-aaad-589d-b02a-a587fd60eab6,tg:lhbr:20552,ProductionTechniques,1,fc NOT FOUND IN: technique_types.csv
2b8d7a86-389f-5ba7-8a66-2ba9ce4e0677,tg:lhbr:238132,ProductionTechniques,1,handschrift
6c4711dd-082c-55e8-9bad-a5438a189953,tg:lhbr:186163,ProductionTechniques,1,handschrift
d0cdc2b8-0d59-5ede-babb-b03e1722452e,tg:lhbr:269097,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
fb58bb47-3e10-5f2e-9a93-5478dd9ed47c,tg:lhbr:273863,ProductionTechniques,1,handschrift
2dc57c4d-bd5d-58a3-8355-01d8708223f8,tg:lhbr:206963,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
353496e3-4fef-5fcb-be79-37be09d74cbb,tg:lhbr:286136,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
d2457869-f8cc-5188-9f78-46316ebad8c7,tg:lhbr:189296,ProductionTechniques,1,handschrift
c59db546-71a3-5460-a24a-b9cb01e97205,tg:lhbr:266362,ProductionTechniques,1,handschrift
8ccb9540-c4a9-58fd-bed3-5fbd3de9401e,tg:lhbr:230502,ProductionTechniques,1,handschrift
a17ae6a1-b282-5d84-b2a7-e132a0529fe7,tg:lhbr:192570,ProductionTechniques,1,handschrift
e06dd7fb-e77f-55d0-8a47-d1c504e7a42c,tg:lhbr:197288,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
96c833be-644f-5eec-85e5-2ce1f757356a,tg:lhbr:207671,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
f8f11d86-cf4c-5a5a-854e-ab4b71b190a7,tg:lhbr:251011,ProductionTechniques,1,handschrift
eeb3ea1f-fdd2-514f-9c27-c46f4e3ec94c,tg:lhbr:202189,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
eeb3ea1f-fdd2-514f-9c27-c46f4e3ec94c,tg:lhbr:202189,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
c2a96063-23d2-59a1-96d0-3b0303e5f4e3,tg:lhbr:255951,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
c2a96063-23d2-59a1-96d0-3b0303e5f4e3,tg:lhbr:255951,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
d518d35d-3184-50fa-98f3-5eaba3e3d20e,tg:lhbr:232495,ProductionTechniques,1,handschrift
2b3f801f-4911-5aa9-baee-6e71ce47aaf8,tg:lhbr:281759,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
8ffcbc69-384c-5da7-8eb0-08251a67598e,tg:lhbr:248660,ProductionTechniques,1,handschrift
0ceec1f6-b3bb-5b2b-837c-009b5d4153d1,tg:lhbr:283764,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
63dfc445-a82d-5096-a42a-2907e6038833,tg:lhbr:235350,ProductionTechniques,1,handschrift
529b6f09-9318-57dd-8ebb-470e6ca7cc7d,tg:lhbr:263530,ProductionTechniques,1,handschrift
c833cbd0-1341-5cca-9efe-2815a266a819,tg:lhbr:253186,ProductionTechniques,1,handschrift
011fad9c-e6bd-54ef-bc43-d29d95f9e614,tg:lhbr:177176,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
997a2e34-86a3-57d4-a997-e3377b18aa6f,tg:lhbr:197322,ProductionTechniques,1,handschrift
5afca339-d8d7-54a7-9f35-b5a7b6da6c92,tg:lhbr:282876,ProductionTechniques,1,handschrift
e6a31841-2e4e-5267-a0b5-660ae33eecaa,tg:lhbr:249972,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
c668f159-4d7d-5d90-9047-3d2cded6e3f3,tg:lhbr:229373,ProductionTechniques,1,handschrift
8c8a461f-0da5-5529-9d32-85c796e5eb29,tg:lhbr:254643,ProductionTechniques,1,pr NOT FOUND IN: technique_types.csv
bd08b379-5ecc-5c41-9494-4d8e27778785,tg:lhbr:202023,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
62bd37d1-b3d4-58a0-a632-87aee0e423f7,tg:lhbr:221743,ProductionTechniques,1,handschrift
e6a5dfc1-4f64-5eca-a6da-5a14a67de054,tg:lhbr:277123,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
5c8453ea-86fa-53e1-981d-426bc84a1008,tg:lhbr:182823,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
5c8453ea-86fa-53e1-981d-426bc84a1008,tg:lhbr:182823,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
2556d9c0-a503-5993-a4b1-5b6e22d26033,tg:lhbr:178283,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
fdf3f109-43a4-5d0f-9c02-98f4aeaa2234,tg:lhbr:226086,ProductionTechniques,1,hsts NOT FOUND IN: technique_types.csv
e38e75d6-f590-5cb9-b71a-f7e10bda4f1b,tg:lhbr:240250,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
a311c834-bc1b-5161-8182-647315e8f944,tg:lhbr:216430,ProductionTechniques,1,fc NOT FOUND IN: technique_types.csv
a311c834-bc1b-5161-8182-647315e8f944,tg:lhbr:216430,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
b14f0cff-58ab-52db-97ee-448d3435c4af,tg:lhbr:183731,ProductionTechniques,1,handschrift
af1d2c38-e69c-529c-8c6d-e073fcaaf769,tg:lhbr:247595,ProductionTechniques,1,handschrift
e0b47039-22d8-57ee-919c-124618efea3a,tg:lhbr:220851,ProductionTechniques,1,handschrift
cf4d2368-5151-5b34-9429-7e0008d5cc3e,tg:lhbr:289369,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
65f8e439-4ef8-53b5-956b-00c2406c0bff,tg:lhbr:238562,ProductionTechniques,1,handschrift
de248af2-2828-5ba8-a0c6-3d4068a19c19,tg:lhbr:245052,ProductionTechniques,1,handschrift
900a5b0a-bb8e-5688-859e-e571666610c7,tg:lhbr:213632,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
900a5b0a-bb8e-5688-859e-e571666610c7,tg:lhbr:213632,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
20b77041-78d3-5f1c-b607-eb7237864813,tg:lhbr:242797,ProductionTechniques,1,handschrift
1ff8170a-e597-5c10-bac3-bfce0c7c1e90,tg:lhbr:289693,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
97c335ad-2a16-596d-87f2-b4c3e32e5b5d,tg:lhbr:186533,ProductionTechniques,1,handschrift
f9523b8b-2cfd-5ad1-9915-7021bf62253f,tg:lhbr:292175,ProductionTechniques,1,handschrift
6b1c0e2a-562a-5e58-a3d1-248d7a24a1e2,tg:lhbr:259071,ProductionTechniques,1,handschrift
d6cbb115-ec18-5347-867d-5d5aa67c08a0,tg:lhbr:288981,ProductionTechniques,1,handschrift
0b8e9347-9f37-5977-a93e-e7bc1a3d0d9f,tg:lhbr:243885,ProductionTechniques,1,cc NOT FOUND IN: technique_types.csv
0b8e9347-9f37-5977-a93e-e7bc1a3d0d9f,tg:lhbr:243885,ProductionTechniques,1,ts NOT FOUND IN: technique_types.csv
f2540f21-f514-5b32-8ff1-62c26e48cd82,tg:lhbr:224541,ProductionTechniques,1,fc NOT FOUND IN: technique_types.csv
f2540f21-f514-5b32-8ff1-62c26e48cd82,tg:lhbr:224541,ProductionTechniques,1,handschrift
