ResourceID,brocade.id,card,order,ire.isaar.uuid,Artistic ISAAR Brocade ID,Artistic Actor Role,Artistic Actor Widget,Artistic Actor Identifier
4dede4f4-0c70-5908-afe4-37173f2a0679,tg:lhbr:127292,ArtisticContent,1,0af2b530-2f3c-5afc-ab0e-71169059c9b8,au::16189,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/0af2b530-2f3c-5afc-ab0e-71169059c9b8"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/0af2b530-2f3c-5afc-ab0e-71169059c9b8
4dede4f4-0c70-5908-afe4-37173f2a0679,tg:lhbr:127292,ArtisticContent,2,caff53e4-7fb9-5f2c-b1ce-9040c925d8c0,au::14793,recipients (people),"dlod={""id"":""ark:/83110/x0/caff53e4-7fb9-5f2c-b1ce-9040c925d8c0"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/caff53e4-7fb9-5f2c-b1ce-9040c925d8c0
f67aef61-8e85-5979-8729-916af0bb1010,tg:lhbr:66332,ArtisticContent,1,8cc9d144-ef6d-5024-a8cc-0d7ba722e4d1,au::8015,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/8cc9d144-ef6d-5024-a8cc-0d7ba722e4d1"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8cc9d144-ef6d-5024-a8cc-0d7ba722e4d1
f67aef61-8e85-5979-8729-916af0bb1010,tg:lhbr:66332,ArtisticContent,2,51a8bf26-41fd-55dd-8a4b-cef4186593b1,au::14658,recipients (people),"dlod={""id"":""ark:/83110/x0/51a8bf26-41fd-55dd-8a4b-cef4186593b1"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/51a8bf26-41fd-55dd-8a4b-cef4186593b1
281b06fd-715b-54f8-8cf7-6e5d2e8f3659,tg:lhbr:30552,ArtisticContent,1,ef3ac7b2-431f-5b6c-aa2b-9efb0f63552e,au::3677:::BBV.1,correspondents (correspondence writers),,
281b06fd-715b-54f8-8cf7-6e5d2e8f3659,tg:lhbr:30552,ArtisticContent,2,c675a24e-457d-5bc9-9c72-9640bb831c37,au::7733,recipients (people),"dlod={""id"":""ark:/83110/x0/c675a24e-457d-5bc9-9c72-9640bb831c37"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c675a24e-457d-5bc9-9c72-9640bb831c37
7f59ae88-e386-5321-86e5-0c2d943a9b2d,tg:lhbr:120557,ArtisticContent,1,a5769e92-a373-5300-8f9e-9a5d4ab4a9c7,au::15605,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/a5769e92-a373-5300-8f9e-9a5d4ab4a9c7"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a5769e92-a373-5300-8f9e-9a5d4ab4a9c7
7f59ae88-e386-5321-86e5-0c2d943a9b2d,tg:lhbr:120557,ArtisticContent,2,c675a24e-457d-5bc9-9c72-9640bb831c37,au::7733,recipients (people),"dlod={""id"":""ark:/83110/x0/c675a24e-457d-5bc9-9c72-9640bb831c37"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c675a24e-457d-5bc9-9c72-9640bb831c37
3be709c0-3f47-5ab1-8b4d-6ea7bfc6095a,tg:lhbr:263863,ArtisticContent,1,c224cb34-6fd2-5e4b-bfe8-78b70b6dcb9d,au::46820,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/c224cb34-6fd2-5e4b-bfe8-78b70b6dcb9d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c224cb34-6fd2-5e4b-bfe8-78b70b6dcb9d
3be709c0-3f47-5ab1-8b4d-6ea7bfc6095a,tg:lhbr:263863,ArtisticContent,2,40156d8b-30af-5e2e-a12c-64026fdc0d86,au::7183,recipients (people),"dlod={""id"":""ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86
db99c399-e816-5663-b323-d0f9cd4c11b1,tg:lhbr:176337,ArtisticContent,1,6a56cfab-7976-5d22-a695-e89093d360a8,au::49979,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/6a56cfab-7976-5d22-a695-e89093d360a8"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6a56cfab-7976-5d22-a695-e89093d360a8
db99c399-e816-5663-b323-d0f9cd4c11b1,tg:lhbr:176337,ArtisticContent,2,42cde316-7cb6-5aa4-93c0-6e5223f31b7e,au::4855,recipients (people),"dlod={""id"":""ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e
6deea745-e501-5ff0-b78a-b470b70969a4,tg:lhbr:37297,ArtisticContent,1,9f9ad815-9323-5752-9705-37c2d793dd73,au::4481,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/9f9ad815-9323-5752-9705-37c2d793dd73"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f9ad815-9323-5752-9705-37c2d793dd73
6deea745-e501-5ff0-b78a-b470b70969a4,tg:lhbr:37297,ArtisticContent,2,3df8b3b7-e35e-5d48-8084-c2f9e10b2e27,au::19302,recipients (people),"dlod={""id"":""ark:/83110/x0/3df8b3b7-e35e-5d48-8084-c2f9e10b2e27"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3df8b3b7-e35e-5d48-8084-c2f9e10b2e27
d2516495-5f52-5cca-9313-8e04a2e6d93e,tg:lhbr:147893,ArtisticContent,1,4e40901b-acbd-5693-8b2e-ae12e9028947,au::19207,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/4e40901b-acbd-5693-8b2e-ae12e9028947"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/4e40901b-acbd-5693-8b2e-ae12e9028947
d2516495-5f52-5cca-9313-8e04a2e6d93e,tg:lhbr:147893,ArtisticContent,2,431b6415-0c38-5db2-9ad3-9e6c4827c816,au::42256,recipients (people),"dlod={""id"":""ark:/83110/x0/431b6415-0c38-5db2-9ad3-9e6c4827c816"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/431b6415-0c38-5db2-9ad3-9e6c4827c816
3be89d69-c8a1-5540-875d-76e3321a8958,tg:lhbr:196163,ArtisticContent,1,2bccd131-945e-5700-befb-9987554b0b9a,au::12828:::RSV.1,correspondents (correspondence writers),,
3be89d69-c8a1-5540-875d-76e3321a8958,tg:lhbr:196163,ArtisticContent,2,9f8bdb37-c65f-5055-8609-e4acecf4e82b,au::14786,recipients (people),"dlod={""id"":""ark:/83110/x0/9f8bdb37-c65f-5055-8609-e4acecf4e82b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f8bdb37-c65f-5055-8609-e4acecf4e82b
7fe9f34b-931c-519f-a3ea-9002c5fffb78,tg:lhbr:279097,ArtisticContent,1,b4cb15ea-f1d5-5bc9-a39f-adcfd7928044,au::24388,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/b4cb15ea-f1d5-5bc9-a39f-adcfd7928044"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b4cb15ea-f1d5-5bc9-a39f-adcfd7928044
7fe9f34b-931c-519f-a3ea-9002c5fffb78,tg:lhbr:279097,ArtisticContent,2,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,recipients (people),"dlod={""id"":""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1
314b362f-52ed-5d04-8de3-1e656ad8eeee,tg:lhbr:3721,ArtisticContent,1,ac8e79a1-53c8-5949-b8d5-37225ccc6fb4,au::850,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4
314b362f-52ed-5d04-8de3-1e656ad8eeee,tg:lhbr:3721,ArtisticContent,2,12859a34-adbc-507c-858b-9e2bad15d93d,au::15092,recipients (people),"dlod={""id"":""ark:/83110/x0/12859a34-adbc-507c-858b-9e2bad15d93d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/12859a34-adbc-507c-858b-9e2bad15d93d
a910bf47-9338-565a-a0fa-739407be5464,tg:lhbr:282525,ArtisticContent,1,060aae26-2307-563b-8e03-f669281bea24,au::5281,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/060aae26-2307-563b-8e03-f669281bea24"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/060aae26-2307-563b-8e03-f669281bea24
a910bf47-9338-565a-a0fa-739407be5464,tg:lhbr:282525,ArtisticContent,2,a7d003f7-3975-5d48-8823-26ff60adf027,au::16104,recipients (people),"dlod={""id"":""ark:/83110/x0/a7d003f7-3975-5d48-8823-26ff60adf027"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a7d003f7-3975-5d48-8823-26ff60adf027
91b16930-de8e-55a0-bcfa-b1a417332eff,tg:lhbr:249421,ArtisticContent,1,ac8e79a1-53c8-5949-b8d5-37225ccc6fb4,au::850,recipients (people),"dlod={""id"":""ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4
a9876ef6-f99f-5757-a433-26ad93233fef,tg:lhbr:146781,ArtisticContent,1,82aeeea2-2298-565f-8f0c-56394b147661,au::19070:::SEV.1,correspondents (correspondence writers),,
a9876ef6-f99f-5757-a433-26ad93233fef,tg:lhbr:146781,ArtisticContent,2,6c6a3a6d-7849-57bf-b30e-3559e12f2cca,au::42121,recipients (people),"dlod={""id"":""ark:/83110/x0/6c6a3a6d-7849-57bf-b30e-3559e12f2cca"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6c6a3a6d-7849-57bf-b30e-3559e12f2cca
9f1cba13-d3ea-5624-ab90-cf03f43ec91d,tg:lhbr:51041,ArtisticContent,1,eab0ad7e-c8a7-5500-9f4f-4db256c36a92,au::6345,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/eab0ad7e-c8a7-5500-9f4f-4db256c36a92"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/eab0ad7e-c8a7-5500-9f4f-4db256c36a92
9f1cba13-d3ea-5624-ab90-cf03f43ec91d,tg:lhbr:51041,ArtisticContent,2,dcdff9e6-52ba-53b9-8e1e-f5cc763b34a7,au::13250:::SEV.1,recipients (people),,
6e488d18-5dca-5839-951a-8f7edb07961c,tg:lhbr:234111,ArtisticContent,1,2eef645b-e5e2-5a26-8530-3bd2ae2f7529,au::10048,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/2eef645b-e5e2-5a26-8530-3bd2ae2f7529"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2eef645b-e5e2-5a26-8530-3bd2ae2f7529
6e488d18-5dca-5839-951a-8f7edb07961c,tg:lhbr:234111,ArtisticContent,2,25cc8b1d-19c2-5d3c-9796-4fdce6caf728,au::19005:::RDV.1,recipients (people),,
08b5b18b-fa88-5b47-b703-dd3f90bbdbde,tg:lhbr:262771,ArtisticContent,1,e607b34e-1be2-5e1b-870d-cb3a599b6d2c,au::15771,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/e607b34e-1be2-5e1b-870d-cb3a599b6d2c"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e607b34e-1be2-5e1b-870d-cb3a599b6d2c
08b5b18b-fa88-5b47-b703-dd3f90bbdbde,tg:lhbr:262771,ArtisticContent,2,6379ddb1-735e-560f-82ee-2288ed3505db,au::2621,recipients (people),"dlod={""id"":""ark:/83110/x0/6379ddb1-735e-560f-82ee-2288ed3505db"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6379ddb1-735e-560f-82ee-2288ed3505db
beff786e-a5e8-5c4c-933f-38ec2837d4ed,tg:lhbr:2833,ArtisticContent,1,ac1c4698-bcab-5945-a30b-80ce390ae02f,au::22449,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/ac1c4698-bcab-5945-a30b-80ce390ae02f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ac1c4698-bcab-5945-a30b-80ce390ae02f
beff786e-a5e8-5c4c-933f-38ec2837d4ed,tg:lhbr:2833,ArtisticContent,2,7e6fa166-b60f-5312-adf1-ddc2416ec898,au::19338,recipients (people),"dlod={""id"":""ark:/83110/x0/7e6fa166-b60f-5312-adf1-ddc2416ec898"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e6fa166-b60f-5312-adf1-ddc2416ec898
badcf258-2d1a-5627-83d6-a59543f01e3d,tg:lhbr:267089,ArtisticContent,1,13a7e7be-90e0-5d02-a6f0-079ba8f64902,au::10993:1,correspondents (correspondence writers),,
badcf258-2d1a-5627-83d6-a59543f01e3d,tg:lhbr:267089,ArtisticContent,2,bacc8371-680f-5d73-bd08-e006968edf8e,au::16508,recipients (people),"dlod={""id"":""ark:/83110/x0/bacc8371-680f-5d73-bd08-e006968edf8e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/bacc8371-680f-5d73-bd08-e006968edf8e
e164bb24-2e64-55ab-bebc-6630e900b6bf,tg:lhbr:143079,ArtisticContent,1,3185c0db-4cf8-5396-b750-95bb422a7c9e,au::18388,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/3185c0db-4cf8-5396-b750-95bb422a7c9e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3185c0db-4cf8-5396-b750-95bb422a7c9e
e164bb24-2e64-55ab-bebc-6630e900b6bf,tg:lhbr:143079,ArtisticContent,2,94f2e033-8059-52ea-96ce-abf945c8ae34,au::7217,recipients (people),"dlod={""id"":""ark:/83110/x0/94f2e033-8059-52ea-96ce-abf945c8ae34"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/94f2e033-8059-52ea-96ce-abf945c8ae34
2f10f2a8-0190-5141-b496-53068bdd29aa,tg:lhbr:115619,ArtisticContent,1,d3633029-9ebd-5869-bf20-3362bfffd1ec,au::14751:::SEV.1,correspondents (correspondence writers),,
2f10f2a8-0190-5141-b496-53068bdd29aa,tg:lhbr:115619,ArtisticContent,2,8dda951e-03a6-53a0-b390-826bde390a85,au::4995,recipients (people),"dlod={""id"":""ark:/83110/x0/8dda951e-03a6-53a0-b390-826bde390a85"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8dda951e-03a6-53a0-b390-826bde390a85
0f24abab-a174-5cb1-bf46-2708a2fc4daf,tg:lhbr:192989,ArtisticContent,1,6cfaffa9-a3e9-5106-bac5-ebd67d3b4f9a,au::12828:::RDV.3,correspondents (correspondence writers),,
0f24abab-a174-5cb1-bf46-2708a2fc4daf,tg:lhbr:192989,ArtisticContent,2,2e692c4b-099f-5ff1-931f-c51de8d178c0,au::51425,recipients (people),"dlod={""id"":""ark:/83110/x0/2e692c4b-099f-5ff1-931f-c51de8d178c0"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2e692c4b-099f-5ff1-931f-c51de8d178c0
f70d676e-3333-5f79-a9cb-9bde05865725,tg:lhbr:168329,ArtisticContent,1,7b51f942-44a2-5a39-9b2d-b95acdd11a52,au::19446,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/7b51f942-44a2-5a39-9b2d-b95acdd11a52"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7b51f942-44a2-5a39-9b2d-b95acdd11a52
f70d676e-3333-5f79-a9cb-9bde05865725,tg:lhbr:168329,ArtisticContent,2,42cde316-7cb6-5aa4-93c0-6e5223f31b7e,au::4855,recipients (people),"dlod={""id"":""ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e
fc30fcc5-5d7e-5622-800d-d9f5fc138c2a,tg:lhbr:29289,ArtisticContent,1,cb527b63-a6a8-56a5-bce5-1864758afb64,au::3664,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/cb527b63-a6a8-56a5-bce5-1864758afb64"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/cb527b63-a6a8-56a5-bce5-1864758afb64
fc30fcc5-5d7e-5622-800d-d9f5fc138c2a,tg:lhbr:29289,ArtisticContent,2,03a1652f-67eb-513e-8b31-dabc710f06d9,au::16784,recipients (people),"dlod={""id"":""ark:/83110/x0/03a1652f-67eb-513e-8b31-dabc710f06d9"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/03a1652f-67eb-513e-8b31-dabc710f06d9
dc666472-e8e7-56f2-80f3-6ef28f30e1a4,tg:lhbr:117624,ArtisticContent,1,d19df983-7cfb-5567-ad51-2dae56563664,au::39410,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/d19df983-7cfb-5567-ad51-2dae56563664"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/d19df983-7cfb-5567-ad51-2dae56563664
dc666472-e8e7-56f2-80f3-6ef28f30e1a4,tg:lhbr:117624,ArtisticContent,2,7a1207ec-d1a7-52fd-8185-ccb175d0e8b0,au::2057:::HRV.1,recipients (people),,
f3a373ae-df28-51ca-a570-a4df9d813a24,tg:lhbr:56784,ArtisticContent,1,696e9730-02de-5c77-a346-6d0b146fa705,au::7443,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/696e9730-02de-5c77-a346-6d0b146fa705"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/696e9730-02de-5c77-a346-6d0b146fa705
f3a373ae-df28-51ca-a570-a4df9d813a24,tg:lhbr:56784,ArtisticContent,2,6ef2f611-9f31-517c-b96b-bf0bdf9c21e8,au::18557,recipients (people),"dlod={""id"":""ark:/83110/x0/6ef2f611-9f31-517c-b96b-bf0bdf9c21e8"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6ef2f611-9f31-517c-b96b-bf0bdf9c21e8
b544c937-61e2-53e3-9b09-5e19f5a0e4f3,tg:lhbr:218584,ArtisticContent,1,0800ea53-101f-50b2-8527-8803ad4589ca,au::54624,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/0800ea53-101f-50b2-8527-8803ad4589ca"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/0800ea53-101f-50b2-8527-8803ad4589ca
b544c937-61e2-53e3-9b09-5e19f5a0e4f3,tg:lhbr:218584,ArtisticContent,2,ec088980-6865-51bc-953c-71bb468e9977,au::16864,recipients (people),"dlod={""id"":""ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977
67985bec-be40-51f3-9663-bd85fb9cdfd7,tg:lhbr:108928,ArtisticContent,1,be41baf4-a1a6-5fc7-b746-61eb4969f6cf,au::13950,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/be41baf4-a1a6-5fc7-b746-61eb4969f6cf"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/be41baf4-a1a6-5fc7-b746-61eb4969f6cf
