ResourceID,brocade.id,card,order,Archive Note,Serial Number,Acquisition Note,adm.note,Registration Number value,Location Number,Warehouse Location (begin)
863f5eca-b4fe-5ff0-9545-a487d5b19de6,tg:lhdc:953,Items,1,isad:lh:174439,R 134 / 459,,,,,
2efcd247-0093-5f43-a4c1-a70f6ed1403e,tg:lhdc:2219,Items,1,isad:lh:178686,R 134 / 1630,,,,,
697fed17-e5ee-59ed-b9eb-5126ec80b459,tg:lhdc:2537,Items,1,isad:lh:178686,R 134 / 1934,,,,,
d1575020-0721-5685-a972-e30c2476f8a8,tg:lhdc:2167,Items,1,isad:lh:178530,R 134 / 1582,,,,,
41d14d41-dfc1-54f9-8a08-852c1805028e,tg:lhdc:4119,Items,1,isad:lh:179653,R 134 / 3497,,,,,
e9a999da-a1c8-5133-a100-77b0a816dae8,tg:lhdc:3326,Items,1,isad:lh:179113,R 134 / 2712,,,,,
c57e010f-886e-58a7-b3b0-b053513b9962,tg:lhdc:4549,Items,1,isad:lh:181360,R 134 / 3926,,,,,
62c249f2-b9a7-597a-ac55-22637354dd16,tg:lhdc:3776,Items,1,isad:lh:179322,R 134 / 3158,,,,,
f15274bf-0e02-5c8a-a85d-74b5b9e4e418,tg:lhdc:2864,Items,1,isad:lh:179104,R 134 / 2254,,,,,
427907aa-7f3e-50f7-9387-3e29bd48c71a,tg:lhdc:284,Items,1,isad:lh:130207,D 9653 / 39,tr:lh:126473,,,,
308a4123-ad05-5ab6-93fe-1353f2e949eb,tg:lhdc:3263,Items,1,isad:lh:179112,R 134 / 2649,,,,,
f5ee3ee2-4185-5e70-9efb-437c54abf769,tg:lhdc:791,Items,1,isad:lh:174443,R 134 / 314,,,,,
2a28e1e7-f916-57ad-835d-e2681ece6f46,tg:lhdc:3799,Items,1,isad:lh:179323,R 134 / 3180,,,,,
5af84b01-84cf-512e-8360-b9f5c161be29,tg:lhdc:3633,Items,1,isad:lh:179319,R 134 / 3015,,,,,
d3d42335-5419-56f6-82d0-fead9c7db9a2,tg:lhdc:2921,Items,1,isad:lh:179105,R 134 / 2310,,,,,
7e3aa133-adc9-5928-96d0-ef4322952dcd,tg:lhdc:2472,Items,1,isad:lh:174451,R 134 / 1869,,,,,
53608659-e49e-5b3e-8a69-c959b86de8bf,tg:lhdc:2188,Items,1,isad:lh:174449,R 134 / 1599,,,,,
815db3e8-919e-5bd2-a0b0-cb8cf85391b7,tg:lhdc:2022,Items,1,isad:lh:178527,R 134 / 1439,,,,,
26d15d9f-8e01-5ff2-a090-290a3e04e7ee,tg:lhdc:1527,Items,1,isad:lh:178500,R 704 / 36,tr:lh:4825,"R 704 / 36(13), 41 - 61",,,
2ae68211-f898-5a98-a0c7-4596b2e5e799,tg:lhdc:4725,Items,1,isad:lh:181957,R134 / 4085,,,,,
c97309fe-5445-5e17-8c69-b7c249d559c0,tg:lhdc:512,Items,1,isad:lh:174047,R 134 / 60,,,,,
3a9901ea-3fe6-507c-8c41-35a0c4ee2671,tg:lhdc:1177,Items,1,isad:lh:174424,R 134 / 646,,,,,
fd6a995a-8b02-5ecf-87f3-10974aba08a3,tg:lhdc:4375,Items,1,isad:lh:181055,R 134 / 3752,,,,,
15405e4c-0613-5379-af4d-8bcb245b1c8a,tg:lhdc:142,Items,1,isad:lh:162437,,tr:lh:7336,,212030,,
fe418a0e-9ad0-53f0-8b2e-c87f1b876ce3,tg:lhdc:1874,Items,1,isad:lh:174448,R 134 / 1293,,,,,
7244620e-2a55-5ce5-9ec0-a0b4064e60c1,tg:lhdc:3849,Items,1,isad:lh:179324,R 134 / 3230,,,,,
fae3c9b9-42f4-56f5-bc67-8c47087e7dfb,tg:lhdc:841,Items,1,isad:lh:174273,R 134 / 359,,,,,
ad8d7135-07c0-5a74-ac17-24ccbfc18dfa,tg:lhdc:904,Items,1,isad:lh:174438,R 134 / 418,,,,,
2324bbd5-3433-55df-9713-5931879675f6,tg:lhdc:1931,Items,1,isad:lh:174017,R 134 / 1349,,,,,
7a236080-d149-5045-bf11-24e87628ea34,tg:lhdc:1198,Items,1,isad:lh:175069,R 134 / 664,,,,,
6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,tg:lhdc:457,Items,1,isad:lh:173688,R 134 / 5,,,,,
0c7e4f85-7dd2-5b82-aa7b-929e9d43ba1f,tg:lhdc:1462,Items,1,isad:lh:174015,R 134 / 906,,,,,
d9a3fbc3-524c-51d2-a037-db5ce99c299c,tg:lhdc:4230,Items,1,isad:lh:179657,R 134 / 3608,,,,,
76f339aa-e986-5227-95ea-6a1b1b9afa6f,tg:lhdc:1032,Items,1,isad:lh:174441,R 134 / 510,,,,,
2a606f69-d1f0-50b8-8f44-7086fdfb5192,tg:lhdc:292,Items,1,isad:lh:130207,D 9653 / 39,tr:lh:126473,,,,
80d6f87d-e838-5448-b6f1-cc48d28d04f5,tg:lhdc:2872,Items,1,isad:lh:179104,R 134 / 2262,,,,,
a275029b-8133-537e-8cf4-eec2b9bff617,tg:lhdc:3760,Items,1,isad:lh:179322,R 134 / 3142,,,,,
404b06af-229e-5de9-a919-a2753e282f80,tg:lhdc:768,Items,1,isad:lh:175069,R 134 / 293,,,,,
2c6e4fe2-1a4b-5e64-905b-ca654edb08fa,tg:lhdc:3330,Items,1,isad:lh:179113,R 134 / 2716,,,,,
2f494987-7310-568e-b620-d6b4d2bfb7fa,tg:lhdc:338,Items,1,isad:lh:130207,D 9653 / 39,tr:lh:126473,,,,
2656059e-44b1-53d9-a3ab-d6c3b84fe9a3,tg:lhdc:2171,Items,1,isad:lh:173688,R 134 / 1585,,,,,
ca9b5c93-8ce4-550f-8c09-22d56abc223e,tg:lhdc:2521,Items,1,isad:lh:178533,R 134 / 1918,,,,,
e7d5d05e-c2e7-5788-8d5f-8074496c459f,tg:lhdc:2034,Items,1,isad:lh:174449,R 134 / 1451,,,,,
62879df3-5777-52c4-b56a-eefef50480f9,tg:lhdc:2464,Items,1,isad:lh:178532,R 134 / 1861,,,,,
2a8c976d-5439-598e-978b-f02bb2d11b54,tg:lhdc:2937,Items,1,isad:lh:179105,R 134 / 2326,,,,,
dff5c934-9eca-572d-b5d7-b46e29aacc17,tg:lhdc:1618,Items,1,isad:lh:174426,R 134 / 1051,,,,,
ca91bb30-6d4b-5ae8-982c-557acc359cfb,tg:lhdc:3625,Items,1,isad:lh:179319,R 134 / 3007,,,,,
f0846677-a167-58bd-b536-a82c9375007c,tg:lhdc:787,Items,1,isad:lh:174443,R 134 / 311,,,,,
f85047cf-84c8-58df-9167-0cdac55121f7,tg:lhdc:1248,Items,1,isad:lh:174273,R 134 / 702,,,,,
27b911d1-ab6c-5e49-a369-4bc4769d6727,tg:lhdc:3275,Items,1,isad:lh:179112,R 134 / 2661,,,,,
b997435e-62cc-5f78-baaf-1526e68c9478,tg:lhdc:857,Items,1,isad:lh:174431,R 134 / 371,,,,,
ba5b3e21-a818-5464-815b-f1874a29b8f0,tg:lhdc:1862,Items,1,isad:lh:174020,R 134 / 1281,,,,,
ed710aa8-196f-5215-a035-49468657b8cb,tg:lhdc:4363,Items,1,isad:lh:181055,R 134 / 3740,,,,,
9fbff7be-a461-57b3-a0f5-beacf26b76b4,tg:lhdc:1161,Items,1,isad:lh:174427,R 134 / 631,,,,,
179d85af-50ce-5d48-b676-999ca023f8e9,tg:lhdc:4699,Items,1,isad:lh:182249,R134 / 4061,,,,,
989d3a93-f2be-5fc4-a531-f4428fd6cc07,tg:lhdc:504,Items,1,isad:lh:174022,R 134 / 52,,,,,
6049397f-d8a8-5c79-a640-e4590b398017,tg:lhdc:4733,Items,1,isad:lh:182254,R134 / 4092,,,,,
037ffa4d-fe02-5ba0-8aeb-f190b2c31535,tg:lhdc:1531,Items,1,isad:lh:178527,R 134 / 969,,,,,
d2684231-76e1-5886-8660-463325a8c653,tg:lhdc:3019,Items,1,isad:lh:179107,R 134 / 2408,,,,,
bfec356d-6f37-5aa6-8c4f-ea5da8386797,tg:lhdc:1024,Items,1,isad:lh:174430,R 134 / 503,,,,,
a9f4e66d-d990-565f-b604-560131830efb,tg:lhdc:4226,Items,1,isad:lh:179655,R 134 / 3604,,,,,
1ef01ce3-7ae8-5606-889a-e1dc70d66f34,tg:lhdc:3449,Items,1,isad:lh:179117,R 134 / 2832,,,,,
f8105ba0-088b-5472-8b11-635e501e74c3,tg:lhdc:1474,Items,1,isad:lh:174450,R 134 / 916,,,,,
18b00813-7261-5cd6-8d04-d9cb327411af,tg:lhdc:441,Items,1,isad:lh:134881,B 708 / 12,tr:lh:3032,,,,
a02b6943-8df7-5e97-90c1-7afeac5de211,tg:lhdc:4676,Items,1,isad:lh:182248,R134 / 4038,,,,,
b40f15c0-17fb-557f-98ea-dfbe92b7bacb,tg:lhdc:2608,Items,1,isad:lh:178530,R 134 / 2005,,,,,
75f98b46-4522-59ae-9e2a-be215e5bde01,tg:lhdc:1927,Items,1,isad:lh:174015,R 134 / 1345,,,,,
07d9e5eb-6851-525f-8fa4-9a8254a2fd25,tg:lhdc:912,Items,1,isad:lh:174441,R 134 / 426,,,,,
56e12851-ea38-531f-ae17-08e5758cbddb,tg:lhdc:2576,Items,1,isad:lh:174431,R 134 / 1973,,,,,
de34f87d-daf6-53a7-bb22-5fc26fa2a81e,tg:lhdc:2126,Items,1,isad:lh:174021,R 134 / 1542,,,,,
aba12009-3a87-5a74-b101-2717a200eadc,tg:lhdc:4158,Items,1,isad:lh:179657,R 134 / 3536,,,,,
a19a07eb-f891-57f4-b998-3850049f02d2,tg:lhdc:695,Items,1,isad:lh:175046,R 134 / 226,,,,,
83054fbe-0321-53f7-b649-35a2e300c796,tg:lhdc:3367,Items,1,isad:lh:179114,R 134 / 2753,,,,,
68b1d12e-fad3-5f84-9681-c66421388d30,tg:lhdc:4508,Items,1,isad:lh:181359,R 134 / 3886,,,,,
02172a71-7cdd-5b69-a592-b83854ede9c0,tg:lhdc:2825,Items,1,isad:lh:179103,R 134 / 2215,,,,,
ecaba128-89bc-5a93-b254-ce1e93ab90d5,tg:lhdc:3737,Items,1,isad:lh:179321,R 134 / 3119,,,,,
747aede5-a641-5025-afcc-e2cc4a57ee2d,tg:lhdc:3222,Items,1,isad:lh:179111,R 134 / 2608,,,,,
40cadf49-e4e7-5318-844b-e0bb6dabf084,tg:lhdc:380,Items,1,,,tr:lh:3204,,63758,"Planex GT / VI,5",
8e6b849e-3f30-5a18-8740-8de7506364ba,tg:lhdc:2960,Items,1,isad:lh:179106,R 134 / 2349,,,,,
e56a3e7b-1ebe-55f6-b47d-abef133b36ab,tg:lhdc:3672,Items,1,isad:lh:179320,R 134 / 3054,,,,,
9fa4c633-9f5d-5103-8d90-72fb3e15b92d,tg:lhdc:3388,Items,1,isad:lh:179115,R 134 / 2774,,,,,
32aa85ce-41de-5bb9-9c62-c63266ebe747,tg:lhdc:2433,Items,1,isad:lh:178527,R 134 / 1830,,,,,
99e60c17-fc74-5ecc-8403-3926d7ced5e9,tg:lhdc:2063,Items,1,isad:lh:174017,R 134 / 1480,,,,,
a4ecfac4-ebaf-55c0-8ba6-301a80232283,tg:lhdc:2599,Items,1,isad:lh:174497,R 134 / 1996,,,,,
b288a146-7114-5039-9349-05b10c59c9fd,tg:lhdc:1566,Items,1,isad:lh:174448,R 134 / 1003,,,,,
40f68fd4-940e-5614-91b9-30ab53ca8c50,tg:lhdc:553,Items,1,isad:lh:174021,R 134 / 97,,,,,
c26dbc00-83e5-537f-be4b-d847d92805a3,tg:lhdc:1136,Items,1,isad:lh:174425,R 134 / 608,,,,,
0a89a144-65f4-5f84-939b-d848fe8b5779,tg:lhdc:103,Items,1,,,tr:lh:3097,,62190,,
ea881643-b417-5baf-96a9-b1e0ee45c9fa,tg:lhdc:4334,Items,1,isad:lh:179643,R 134 / 3711,,,,,
5a229a07-ae44-5ec2-ab1e-fdce1185c35f,tg:lhdc:3808,Items,1,isad:lh:179324,R 134 / 3189,,,,,
e19eafae-a7db-5efd-9216-4cb0afe64347,tg:lhdc:1835,Items,1,isad:lh:174048,R 134 / 1254,,,,,
1acf3579-1d42-5dc9-88d0-479de70d640a,tg:lhdc:800,Items,1,isad:lh:174429,R 134 / 323,,,,,
2101fd6f-7dc2-5609-a592-e221449f3216,tg:lhdc:945,Items,1,isad:lh:174324,R 134 / 451,,,,,
0090a3c0-a2ae-5ce4-a6d8-c37d8544f94a,tg:lhdc:1970,Items,1,isad:lh:178528,R 134 / 1388,,,,,
81d84b57-a4fc-5c60-b2c3-47de56f39ae2,tg:lhdc:416,Items,1,isad:lh:130224,D 9653 / 48,tr:lh:126473,,,,
0287ca4c-165d-513b-93dd-e8e94f0d9bfb,tg:lhdc:4621,Items,1,isad:lh:179323,R134 / 3990,,,,,
4e1f0d18-9b7c-58d4-9e71-4cd3707d6666,tg:lhdc:1423,Items,1,isad:lh:174450,R 134 / 871,,,,,
f7f34ab2-41ef-5edb-9498-e70a37731b6f,tg:lhdc:4271,Items,1,isad:lh:179644,R 134 / 3649,,,,,
60094b58-4635-5e9c-8211-502c4ea05999,tg:lhdc:1589,Items,1,isad:lh:174430,R 134 / 1026,,,,,
2335df0b-18a8-5231-8800-02139f23b44a,tg:lhdc:1264,Items,1,isad:lh:174429,R 134 / 717,,,,,
4052a49e-23b3-57b8-a80c-be404bcabb3e,tg:lhdc:3259,Items,1,isad:lh:179112,R 134 / 2645,,,,,
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,tg:lhdc:251,Items,1,isad:lh:130207,D 9653 / 39,tr:lh:126473,,,,
892c731a-8d9e-5b29-9155-e1684d6be074,tg:lhdc:4066,Items,1,isad:lh:179654,R 134 / 3444,,,,,
ad61f12f-d78a-52b1-bb01-eb74c6a76a00,tg:lhdc:1634,Items,1,isad:lh:174427,R 134 / 1067,,,,,
acef27ed-0448-52e4-9296-7c23f3401b98,tg:lhdc:3609,Items,1,isad:lh:179318,R 134 / 2991,,,,,
a996d9d8-ef1c-51d3-9f46-af933ca8bee2,tg:lhdc:601,Items,1,isad:lh:174019,R 134 / 144,,,,,
4ac52b9b-3502-5c16-bb90-2a77c3e1e63a,tg:lhdc:4436,Items,1,isad:lh:181055,R 134 / 3813,,,,,
3b54169d-f91e-5063-901d-a70f648d0ff0,tg:lhdc:2448,Items,1,isad:lh:178533,R 134 / 1845,,,,,
75a7e3dd-587b-5700-8403-48df2d99f861,tg:lhdc:2018,Items,1,isad:lh:174449,R 134 / 1435,,,,,
23f8431b-f020-57bb-91ea-ed09ad6889b0,tg:lhdc:314,Items,1,isad:lh:130207,D 9653 / 39,tr:lh:126473,,,,
ae6b9af9-5165-53b8-9e2b-918d42c00eaf,tg:lhdc:4123,Items,1,isad:lh:179646,R 134 / 3501,,,,,
292ad596-55ba-5ecb-a127-9eec5753bf3f,tg:lhdc:1321,Items,1,isad:lh:175046,R 134 / 774,,,,,
83a8b11c-59c0-5560-a3f8-261ad2e553dd,tg:lhdc:744,Items,1,isad:lh:175046,R 134 / 274,,,,,
5bc0dea0-c648-5d1b-8eb7-6339a4303baf,tg:lhdc:4573,Items,1,isad:lh:181527,R 134 / 3947,,,,,
61b8809a-0ef7-5d9e-a9f3-33eede722df3,tg:lhdc:1771,Items,1,isad:lh:174018,R 134 / 1192,,,,,
c97c2850-9b2f-5ebf-9113-9639ebdea1d3,tg:lhdc:4089,Items,1,isad:lh:179646,R 134 / 3467,,,,,
4957c00c-e9bc-50a2-aa53-6ac5abca8340,tg:lhdc:894,Items,1,isad:lh:174441,R 134 / 408,,,,,
4e10bde1-d777-547f-b37d-6129fb6045ae,tg:lhdc:2274,Items,1,isad:lh:174497,R 134 / 1671,,,,,
3889f78c-ab95-5ba5-bda0-64f314728273,tg:lhdc:2624,Items,1,isad:lh:179099,R 134 / 2020,,,,,
10d2fc52-bf5b-5440-8d78-4cacb7c9d9cb,tg:lhdc:3936,Items,1,isad:lh:179327,R 134 / 3317,,,,,
9fde91a0-bd97-5136-b144-95d4db1efbda,tg:lhdc:197,Items,1,,,,,,E 285 / D,
0f76570f-1574-5ae3-b246-e754fc5cf2e1,tg:lhdc:3465,Items,1,isad:lh:179118,R 134 / 2848,,,,,
cc9d0118-20f5-5b08-bf7b-83cd61577f50,tg:lhdc:1458,Items,1,isad:lh:174015,R 134 / 902,,,,,
d4aa43e9-f737-574c-aa6d-008233664b8a,tg:lhdc:3035,Items,1,isad:lh:179107,R 134 / 2424,,,,,
a4685117-5769-5f37-b26e-d31a2edbb296,tg:lhdc:1008,Items,1,isad:lh:174427,R 134 / 487,,,,,
5a0b3d3d-3938-5a31-a38a-8716131c05ac,tg:lhdc:3520,Items,1,isad:lh:179316,R 134 / 2902,,,,,
a6d3c410-19c3-5418-a237-fb4ceae0256a,tg:lhdc:528,Items,1,isad:lh:174018,R 134 / 76,,,,,
c1f8d8cd-5adb-5662-8829-ce4be54ec27c,tg:lhdc:482,Items,1,isad:lh:174021,R 134 / 30,,,,,
4f4731d4-6a82-5911-ac27-0b415475d38b,tg:lhdc:3170,Items,1,isad:lh:179110,R 134 / 2558,,,,,
7e53e246-046c-5022-bbc7-6336397e2d46,tg:lhdc:178,Items,1,,,,,,E 285 / K,
5e18b11d-9552-5be5-bdd5-f066bb83ac2a,tg:lhdc:20,Items,1,,,,,225272/2915,"AV.38.5.40bis.34 (LK VIII,10)",
3ab9c3ed-1f58-5f30-be97-d98020619611,tg:lhdc:2331,Items,1,isad:lh:178527,R 134 / 1728,,,,,
b4cf1021-28b2-58f0-91d3-af2c705fe44e,tg:lhdc:2761,Items,1,isad:lh:179101,R 134 / 2151,,,,,
eb46f73e-a692-5ad7-bc1b-9c6b4a90a7cb,tg:lhdc:3873,Items,1,isad:lh:179325,R 134 / 3254,,,,,
53cb6922-b862-5e6f-9b35-62b70d0c3272,tg:lhdc:656,Items,1,isad:lh:174425,R 134 / 188,,,,,
74d63a69-bf27-527c-b7a8-c6f820b54101,tg:lhdc:4461,Items,1,isad:lh:181055,R 134 / 3838,,,,,
5b2f1151-0c33-5c4f-b3ca-fc7d25497961,tg:lhdc:1399,Items,1,isad:lh:174018,R 134 / 847,,,,,
6148e74d-c939-53cb-b0d0-e2e65bfc4586,tg:lhdc:1663,Items,1,isad:lh:174446,R 134 / 1090,,,,,
7a147273-2429-5e4e-a392-51a4e47e288c,tg:lhdc:206,Items,1,isad:lh:143671,,tr:lh:139964,,,S 935 / 433,
dbe1e872-7990-53ee-a5fd-18fd6debbcf7,tg:lhdc:4031,Items,1,isad:lh:179654,R 134 / 3409,,,,,
e0e79946-59b4-510b-87a6-a3f445bd8d61,tg:lhdc:1233,Items,1,isad:lh:174436,R 134 / 688,,,,,
cbfad750-acff-5333-ac0f-ad6970c366d3,tg:lhdc:2809,Items,1,isad:lh:179103,R 134 / 2199,,,,,
fd257085-3bb7-5d46-ba55-4f31c70d27ff,tg:lhdc:713,Items,1,isad:lh:174442,R 134 / 244,,,,,
0d0490a2-c1af-5fb6-8422-d6347cf39b4c,tg:lhdc:4524,Items,1,isad:lh:181360,R 134 / 3902,,,,,
f96a115c-0241-53a5-8fe0-f81dd26e6113,tg:lhdc:1376,Items,1,isad:lh:175046,R 134 / 827,,,,,
593fc908-609c-520b-b9d3-4e87b294522e,tg:lhdc:343,Items,1,isad:lh:130207,D 9653 / 39,tr:lh:126473,,,,
819f708a-ee10-53ef-896c-f8ee91c3ddb8,tg:lhdc:4174,Items,1,isad:lh:180072,R 134 / 3552,,,,,
9373ed4b-9d1a-5f48-922b-09922f2429fc,tg:lhdc:590,Items,1,isad:lh:174047,R 134 / 132,,,,,
fc0762e1-0361-5414-b0c2-6acabfdf47a4,tg:lhdc:3062,Items,1,isad:lh:179108,R 134 / 2451,,,,,
19c26f0f-9cb0-574d-a2ad-cdf91218cc73,tg:lhdc:3598,Items,1,isad:lh:179318,R 134 / 2980,,,,,
bcdd22ac-14ce-594f-875c-3e0eb6a8759a,tg:lhdc:3432,Items,1,isad:lh:179116,R 134 / 2817,,,,,
ed797857-9910-58b4-9bd4-784631cf9268,tg:lhdc:2673,Items,1,isad:lh:179100,R 134 / 2066,,,,,
6d9fb1de-66ff-567e-a06b-0d0118317ba2,tg:lhdc:3961,Items,1,isad:lh:179655,R 134 / 3340,,,,,
1539e7d9-8562-5f21-98be-807833043791,tg:lhdc:2389,Items,1,isad:lh:178686,R 134 / 1786,,,,,
4cfd97da-f44e-5c14-a55b-039bbe180687,tg:lhdc:2223,Items,1,isad:lh:178686,R 134 / 1634,,,,,
37975be4-1b28-508c-994b-3aa1bb98609d,tg:lhdc:2736,Items,1,isad:lh:179101,R 134 / 2128,,,,,
6f6cbc13-8446-5099-b589-64fc42d0bc58,tg:lhdc:3824,Items,1,isad:lh:179324,R 134 / 3205,,,,,
7bf65c96-9712-55b3-9c9a-e632076c0353,tg:lhdc:1819,Items,1,isad:lh:174021,R 134 / 1238,,,,,
13def0dc-afd6-5dd6-8d5b-6fb84d2c50dc,tg:lhdc:986,Items,1,isad:lh:174439,R 134 / 465,,,,,
fb671c44-4a86-578a-b696-7f7f32f7db62,tg:lhdc:77,Items,1,,,,,225272/2907,"AV.38.5.40bis.25 (LK VIII,10)",
53a1cc59-5a1e-5c9f-bc52-37bfa357b307,tg:lhdc:2366,Items,1,isad:lh:178528,R 134 / 1763,,,,,
3a1c357c-14dd-5218-bc78-341e62e5b02b,tg:lhdc:4318,Items,1,isad:lh:179639,R 134 / 3695,,,,,
344344d4-5c91-5861-91ac-82184128240b,tg:lhdc:3127,Items,1,isad:lh:179109,R 134 / 2516,,,,,
d99a6a0c-c49a-5ccc-9f18-d39a1bc4d544,tg:lhdc:4748,Items,1,isad:lh:182255,R134 / 4107,,,,,
4ba4fb37-a226-58b8-a28b-9d51e72f5779,tg:lhdc:3577,Items,1,isad:lh:179318,R 134 / 2959,,,,,
eb967905-8ac1-5126-9042-5e6e5fff29ee,tg:lhdc:3218,Items,1,isad:lh:179111,R 134 / 2604,,,,,
52e14cfa-95dd-5093-b821-67f510613aa5,tg:lhdc:4027,Items,1,isad:lh:179650,R 134 / 3405,,,,,
2e6bf019-f717-5e47-959b-e94cd8c778e9,tg:lhdc:3648,Items,1,isad:lh:179319,R 134 / 3030,,,,,
0ec98c55-f294-5a4e-8ff6-59b394c38df9,tg:lhdc:1675,Items,1,isad:lh:174584,R 134 / 1102,,,,,
8d462def-02cf-5636-b191-acffddcccb57,tg:lhdc:4477,Items,1,isad:lh:179670,R 134 / 3855,,,,,
0a733b70-da43-571a-ba1c-0e6d4b662060,tg:lhdc:640,Items,1,isad:lh:174429,R 134 / 179,,,,,
39c914a3-48d2-5bd9-af43-a2b06e4ec139,tg:lhdc:2409,Items,1,isad:lh:178687,R 134 / 1806,,,,,
695c47ab-9f4a-55fc-b14a-7d69134036ef,tg:lhdc:2059,Items,1,isad:lh:174448,R 134 / 1476,,,,,
0c579867-ec4b-54ed-baac-0f5531513462,tg:lhdc:4162,Items,1,isad:lh:179652,R 134 / 3540,,,,,
6f99b456-af1c-54f2-a937-398e90af2c11,tg:lhdc:355,Items,1,isad:lh:130207,D 9653 / 39,tr:lh:126473,,,,
1e5593a2-2461-5bfa-91bf-16e4a58f3536,tg:lhdc:1360,Items,1,isad:lh:175046,R 134 / 813,,,,,
15e022f0-1c2a-57e6-a0f1-36d0a5ba137f,tg:lhdc:4498,Items,1,isad:lh:179670,R 134 / 3876,,,,,
cf691e1e-fdda-5b34-8968-b98e6e045cb1,tg:lhdc:4532,Items,1,isad:lh:181360,R 134 / 3909,,,,,
