ResourceID,brocade.id,card,order,source_field,source_code,Language
892c731a-8d9e-5b29-9155-e1684d6be074,tg:lhdc:4066,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
ad61f12f-d78a-52b1-bb01-eb74c6a76a00,tg:lhdc:1634,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
acef27ed-0448-52e4-9296-7c23f3401b98,tg:lhdc:3609,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
a996d9d8-ef1c-51d3-9f46-af933ca8bee2,tg:lhdc:601,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
4ac52b9b-3502-5c16-bb90-2a77c3e1e63a,tg:lhdc:4436,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
3b54169d-f91e-5063-901d-a70f648d0ff0,tg:lhdc:2448,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
75a7e3dd-587b-5700-8403-48df2d99f861,tg:lhdc:2018,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
23f8431b-f020-57bb-91ea-ed09ad6889b0,tg:lhdc:314,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
ae6b9af9-5165-53b8-9e2b-918d42c00eaf,tg:lhdc:4123,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
292ad596-55ba-5ecb-a127-9eec5753bf3f,tg:lhdc:1321,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
83a8b11c-59c0-5560-a3f8-261ad2e553dd,tg:lhdc:744,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
5bc0dea0-c648-5d1b-8eb7-6339a4303baf,tg:lhdc:4573,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
61b8809a-0ef7-5d9e-a9f3-33eede722df3,tg:lhdc:1771,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
c97c2850-9b2f-5ebf-9113-9639ebdea1d3,tg:lhdc:4089,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
4957c00c-e9bc-50a2-aa53-6ac5abca8340,tg:lhdc:894,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
4e10bde1-d777-547f-b37d-6129fb6045ae,tg:lhdc:2274,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
3889f78c-ab95-5ba5-bda0-64f314728273,tg:lhdc:2624,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
10d2fc52-bf5b-5440-8d78-4cacb7c9d9cb,tg:lhdc:3936,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
9fde91a0-bd97-5136-b144-95d4db1efbda,tg:lhdc:197,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
0f76570f-1574-5ae3-b246-e754fc5cf2e1,tg:lhdc:3465,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
cc9d0118-20f5-5b08-bf7b-83cd61577f50,tg:lhdc:1458,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
d4aa43e9-f737-574c-aa6d-008233664b8a,tg:lhdc:3035,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
a4685117-5769-5f37-b26e-d31a2edbb296,tg:lhdc:1008,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
5a0b3d3d-3938-5a31-a38a-8716131c05ac,tg:lhdc:3520,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
a6d3c410-19c3-5418-a237-fb4ceae0256a,tg:lhdc:528,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
c1f8d8cd-5adb-5662-8829-ce4be54ec27c,tg:lhdc:482,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
4f4731d4-6a82-5911-ac27-0b415475d38b,tg:lhdc:3170,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
7e53e246-046c-5022-bbc7-6336397e2d46,tg:lhdc:178,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
5e18b11d-9552-5be5-bdd5-f066bb83ac2a,tg:lhdc:20,Languages,1,kenmerken.lhlanguagehs,eng,English (language)
3ab9c3ed-1f58-5f30-be97-d98020619611,tg:lhdc:2331,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
b4cf1021-28b2-58f0-91d3-af2c705fe44e,tg:lhdc:2761,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
eb46f73e-a692-5ad7-bc1b-9c6b4a90a7cb,tg:lhdc:3873,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
53cb6922-b862-5e6f-9b35-62b70d0c3272,tg:lhdc:656,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
74d63a69-bf27-527c-b7a8-c6f820b54101,tg:lhdc:4461,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
5b2f1151-0c33-5c4f-b3ca-fc7d25497961,tg:lhdc:1399,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
6148e74d-c939-53cb-b0d0-e2e65bfc4586,tg:lhdc:1663,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
7a147273-2429-5e4e-a392-51a4e47e288c,tg:lhdc:206,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
dbe1e872-7990-53ee-a5fd-18fd6debbcf7,tg:lhdc:4031,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
e0e79946-59b4-510b-87a6-a3f445bd8d61,tg:lhdc:1233,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
cbfad750-acff-5333-ac0f-ad6970c366d3,tg:lhdc:2809,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
fd257085-3bb7-5d46-ba55-4f31c70d27ff,tg:lhdc:713,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
0d0490a2-c1af-5fb6-8422-d6347cf39b4c,tg:lhdc:4524,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
f96a115c-0241-53a5-8fe0-f81dd26e6113,tg:lhdc:1376,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
593fc908-609c-520b-b9d3-4e87b294522e,tg:lhdc:343,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
819f708a-ee10-53ef-896c-f8ee91c3ddb8,tg:lhdc:4174,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
9373ed4b-9d1a-5f48-922b-09922f2429fc,tg:lhdc:590,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
fc0762e1-0361-5414-b0c2-6acabfdf47a4,tg:lhdc:3062,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
19c26f0f-9cb0-574d-a2ad-cdf91218cc73,tg:lhdc:3598,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
bcdd22ac-14ce-594f-875c-3e0eb6a8759a,tg:lhdc:3432,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
ed797857-9910-58b4-9bd4-784631cf9268,tg:lhdc:2673,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
6d9fb1de-66ff-567e-a06b-0d0118317ba2,tg:lhdc:3961,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
1539e7d9-8562-5f21-98be-807833043791,tg:lhdc:2389,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
4cfd97da-f44e-5c14-a55b-039bbe180687,tg:lhdc:2223,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
37975be4-1b28-508c-994b-3aa1bb98609d,tg:lhdc:2736,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
6f6cbc13-8446-5099-b589-64fc42d0bc58,tg:lhdc:3824,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
7bf65c96-9712-55b3-9c9a-e632076c0353,tg:lhdc:1819,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
13def0dc-afd6-5dd6-8d5b-6fb84d2c50dc,tg:lhdc:986,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
fb671c44-4a86-578a-b696-7f7f32f7db62,tg:lhdc:77,Languages,1,kenmerken.lhlanguagehs,fre,French (language)
53a1cc59-5a1e-5c9f-bc52-37bfa357b307,tg:lhdc:2366,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
3a1c357c-14dd-5218-bc78-341e62e5b02b,tg:lhdc:4318,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
344344d4-5c91-5861-91ac-82184128240b,tg:lhdc:3127,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
d99a6a0c-c49a-5ccc-9f18-d39a1bc4d544,tg:lhdc:4748,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
4ba4fb37-a226-58b8-a28b-9d51e72f5779,tg:lhdc:3577,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
eb967905-8ac1-5126-9042-5e6e5fff29ee,tg:lhdc:3218,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
52e14cfa-95dd-5093-b821-67f510613aa5,tg:lhdc:4027,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
