Object Number,Record Type,ResourceID,Keeper,Object Identifier,Object Number Type,Object Identifier Type,order,card
tg:lhdc:2425,,181ceed4-eaff-5bd2-b8e4-36ec55a0c248,Letterenhuis,https://data.letterenhuis.be/ark:/24970/181ceed4-eaff-5bd2-b8e4-36ec55a0c248,repository numbers,object identifier,0,AA
tg:lhdc:3664,,1c32b364-f7f8-5d9c-924e-ed3e8a2ec4c9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1c32b364-f7f8-5d9c-924e-ed3e8a2ec4c9,repository numbers,object identifier,0,AA
tg:lhdc:1659,,b0927ea5-92c6-5720-af4d-1332e48ba275,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b0927ea5-92c6-5720-af4d-1332e48ba275,repository numbers,object identifier,0,AA
tg:lhdc:2976,,06bdc7b2-8cfb-5a0e-8e63-bc517d7574b9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/06bdc7b2-8cfb-5a0e-8e63-bc517d7574b9,repository numbers,object identifier,0,AA
tg:lhdc:396,,b7413771-a7fa-596e-a06c-03d3ae9a0146,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b7413771-a7fa-596e-a06c-03d3ae9a0146,repository numbers,object identifier,0,AA
tg:lhdc:3234,,93ffcee9-3198-5991-8a1f-f4bd6de1aca1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/93ffcee9-3198-5991-8a1f-f4bd6de1aca1,repository numbers,object identifier,0,AA
tg:lhdc:1209,,fe4bd5d8-bcac-5756-b7f4-5c0b5cc0308a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fe4bd5d8-bcac-5756-b7f4-5c0b5cc0308a,repository numbers,object identifier,0,AA
tg:lhdc:1823,,54b55676-f60f-5f9d-abfd-fc6ab28fa0dd,Letterenhuis,https://data.letterenhuis.be/ark:/24970/54b55676-f60f-5f9d-abfd-fc6ab28fa0dd,repository numbers,object identifier,0,AA
tg:lhdc:1989,,a0bfd496-bdb9-5974-ba6e-4efdac4a96c7,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a0bfd496-bdb9-5974-ba6e-4efdac4a96c7,repository numbers,object identifier,0,AA
tg:lhdc:4322,,1f6e8fbd-93f1-5fd9-9d8e-029293aa8c69,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1f6e8fbd-93f1-5fd9-9d8e-029293aa8c69,repository numbers,object identifier,0,AA
tg:lhdc:1120,,194273e5-dce2-55d6-9225-a1a39c7683c4,Letterenhuis,https://data.letterenhuis.be/ark:/24970/194273e5-dce2-55d6-9225-a1a39c7683c4,repository numbers,object identifier,0,AA
tg:lhdc:545,,4968b442-83f7-5ac9-8739-78a9594fbb21,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4968b442-83f7-5ac9-8739-78a9594fbb21,repository numbers,object identifier,0,AA
tg:lhdc:1570,,e82a4066-c13b-5c1e-a89a-f242d880158f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e82a4066-c13b-5c1e-a89a-f242d880158f,repository numbers,object identifier,0,AA
tg:lhdc:4288,,69b18b18-bbe4-5c3f-8fce-82f5a18111df,Letterenhuis,https://data.letterenhuis.be/ark:/24970/69b18b18-bbe4-5c3f-8fce-82f5a18111df,repository numbers,object identifier,0,AA
tg:lhdc:3058,,9260ac3a-493b-5c96-8e8b-2c088046afcd,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9260ac3a-493b-5c96-8e8b-2c088046afcd,repository numbers,object identifier,0,AA
tg:lhdc:4267,,918e407c-5088-545f-9600-7455a2ad5ade,Letterenhuis,https://data.letterenhuis.be/ark:/24970/918e407c-5088-545f-9600-7455a2ad5ade,repository numbers,object identifier,0,AA
tg:lhdc:1435,,a4f839b8-c912-557b-91e8-49e0629b7ca8,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a4f839b8-c912-557b-91e8-49e0629b7ca8,repository numbers,object identifier,0,AA
tg:lhdc:3408,,c73efc8c-499e-5620-9f16-d42150dabc4f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c73efc8c-499e-5620-9f16-d42150dabc4f,repository numbers,object identifier,0,AA
tg:lhdc:4637,,14f597ea-cc38-5294-ac90-c97e8f7570c6,Letterenhuis,https://data.letterenhuis.be/ark:/24970/14f597ea-cc38-5294-ac90-c97e8f7570c6,repository numbers,object identifier,0,AA
tg:lhdc:400,,059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,Letterenhuis,https://data.letterenhuis.be/ark:/24970/059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,repository numbers,object identifier,0,AA
tg:lhdc:1966,,1c069000-f37d-58f1-9832-62d2d4955dc6,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1c069000-f37d-58f1-9832-62d2d4955dc6,repository numbers,object identifier,0,AA
tg:lhdc:2649,,d9ef42d8-16a5-5f6b-aca1-2c16301c98bc,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d9ef42d8-16a5-5f6b-aca1-2c16301c98bc,repository numbers,object identifier,0,AA
tg:lhdc:953,,863f5eca-b4fe-5ff0-9545-a487d5b19de6,Letterenhuis,https://data.letterenhuis.be/ark:/24970/863f5eca-b4fe-5ff0-9545-a487d5b19de6,repository numbers,object identifier,0,AA
tg:lhdc:2219,,2efcd247-0093-5f43-a4c1-a70f6ed1403e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2efcd247-0093-5f43-a4c1-a70f6ed1403e,repository numbers,object identifier,0,AA
tg:lhdc:2537,,697fed17-e5ee-59ed-b9eb-5126ec80b459,Letterenhuis,https://data.letterenhuis.be/ark:/24970/697fed17-e5ee-59ed-b9eb-5126ec80b459,repository numbers,object identifier,0,AA
tg:lhdc:2167,,d1575020-0721-5685-a972-e30c2476f8a8,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d1575020-0721-5685-a972-e30c2476f8a8,repository numbers,object identifier,0,AA
tg:lhdc:4119,,41d14d41-dfc1-54f9-8a08-852c1805028e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/41d14d41-dfc1-54f9-8a08-852c1805028e,repository numbers,object identifier,0,AA
tg:lhdc:3326,,e9a999da-a1c8-5133-a100-77b0a816dae8,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e9a999da-a1c8-5133-a100-77b0a816dae8,repository numbers,object identifier,0,AA
tg:lhdc:4549,,c57e010f-886e-58a7-b3b0-b053513b9962,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c57e010f-886e-58a7-b3b0-b053513b9962,repository numbers,object identifier,0,AA
tg:lhdc:3776,,62c249f2-b9a7-597a-ac55-22637354dd16,Letterenhuis,https://data.letterenhuis.be/ark:/24970/62c249f2-b9a7-597a-ac55-22637354dd16,repository numbers,object identifier,0,AA
tg:lhdc:2864,,f15274bf-0e02-5c8a-a85d-74b5b9e4e418,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f15274bf-0e02-5c8a-a85d-74b5b9e4e418,repository numbers,object identifier,0,AA
tg:lhdc:284,,427907aa-7f3e-50f7-9387-3e29bd48c71a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/427907aa-7f3e-50f7-9387-3e29bd48c71a,repository numbers,object identifier,0,AA
tg:lhdc:3263,,308a4123-ad05-5ab6-93fe-1353f2e949eb,Letterenhuis,https://data.letterenhuis.be/ark:/24970/308a4123-ad05-5ab6-93fe-1353f2e949eb,repository numbers,object identifier,0,AA
tg:lhdc:791,,f5ee3ee2-4185-5e70-9efb-437c54abf769,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f5ee3ee2-4185-5e70-9efb-437c54abf769,repository numbers,object identifier,0,AA
tg:lhdc:3799,,2a28e1e7-f916-57ad-835d-e2681ece6f46,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2a28e1e7-f916-57ad-835d-e2681ece6f46,repository numbers,object identifier,0,AA
tg:lhdc:3633,,5af84b01-84cf-512e-8360-b9f5c161be29,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5af84b01-84cf-512e-8360-b9f5c161be29,repository numbers,object identifier,0,AA
tg:lhdc:2921,,d3d42335-5419-56f6-82d0-fead9c7db9a2,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d3d42335-5419-56f6-82d0-fead9c7db9a2,repository numbers,object identifier,0,AA
tg:lhdc:2472,,7e3aa133-adc9-5928-96d0-ef4322952dcd,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7e3aa133-adc9-5928-96d0-ef4322952dcd,repository numbers,object identifier,0,AA
tg:lhdc:2188,,53608659-e49e-5b3e-8a69-c959b86de8bf,Letterenhuis,https://data.letterenhuis.be/ark:/24970/53608659-e49e-5b3e-8a69-c959b86de8bf,repository numbers,object identifier,0,AA
tg:lhdc:2022,,815db3e8-919e-5bd2-a0b0-cb8cf85391b7,Letterenhuis,https://data.letterenhuis.be/ark:/24970/815db3e8-919e-5bd2-a0b0-cb8cf85391b7,repository numbers,object identifier,0,AA
tg:lhdc:1527,,26d15d9f-8e01-5ff2-a090-290a3e04e7ee,Letterenhuis,https://data.letterenhuis.be/ark:/24970/26d15d9f-8e01-5ff2-a090-290a3e04e7ee,repository numbers,object identifier,0,AA
tg:lhdc:4725,,2ae68211-f898-5a98-a0c7-4596b2e5e799,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2ae68211-f898-5a98-a0c7-4596b2e5e799,repository numbers,object identifier,0,AA
tg:lhdc:512,,c97309fe-5445-5e17-8c69-b7c249d559c0,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c97309fe-5445-5e17-8c69-b7c249d559c0,repository numbers,object identifier,0,AA
tg:lhdc:1177,,3a9901ea-3fe6-507c-8c41-35a0c4ee2671,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3a9901ea-3fe6-507c-8c41-35a0c4ee2671,repository numbers,object identifier,0,AA
tg:lhdc:4375,,fd6a995a-8b02-5ecf-87f3-10974aba08a3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fd6a995a-8b02-5ecf-87f3-10974aba08a3,repository numbers,object identifier,0,AA
tg:lhdc:142,,15405e4c-0613-5379-af4d-8bcb245b1c8a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/15405e4c-0613-5379-af4d-8bcb245b1c8a,repository numbers,object identifier,0,AA
tg:lhdc:1874,,fe418a0e-9ad0-53f0-8b2e-c87f1b876ce3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fe418a0e-9ad0-53f0-8b2e-c87f1b876ce3,repository numbers,object identifier,0,AA
tg:lhdc:3849,,7244620e-2a55-5ce5-9ec0-a0b4064e60c1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7244620e-2a55-5ce5-9ec0-a0b4064e60c1,repository numbers,object identifier,0,AA
tg:lhdc:841,,fae3c9b9-42f4-56f5-bc67-8c47087e7dfb,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fae3c9b9-42f4-56f5-bc67-8c47087e7dfb,repository numbers,object identifier,0,AA
tg:lhdc:904,,ad8d7135-07c0-5a74-ac17-24ccbfc18dfa,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ad8d7135-07c0-5a74-ac17-24ccbfc18dfa,repository numbers,object identifier,0,AA
tg:lhdc:1931,,2324bbd5-3433-55df-9713-5931879675f6,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2324bbd5-3433-55df-9713-5931879675f6,repository numbers,object identifier,0,AA
tg:lhdc:1198,,7a236080-d149-5045-bf11-24e87628ea34,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7a236080-d149-5045-bf11-24e87628ea34,repository numbers,object identifier,0,AA
tg:lhdc:457,,6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,repository numbers,object identifier,0,AA
tg:lhdc:1462,,0c7e4f85-7dd2-5b82-aa7b-929e9d43ba1f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0c7e4f85-7dd2-5b82-aa7b-929e9d43ba1f,repository numbers,object identifier,0,AA
tg:lhdc:4230,,d9a3fbc3-524c-51d2-a037-db5ce99c299c,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d9a3fbc3-524c-51d2-a037-db5ce99c299c,repository numbers,object identifier,0,AA
tg:lhdc:1032,,76f339aa-e986-5227-95ea-6a1b1b9afa6f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/76f339aa-e986-5227-95ea-6a1b1b9afa6f,repository numbers,object identifier,0,AA
tg:lhdc:292,,2a606f69-d1f0-50b8-8f44-7086fdfb5192,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2a606f69-d1f0-50b8-8f44-7086fdfb5192,repository numbers,object identifier,0,AA
tg:lhdc:2872,,80d6f87d-e838-5448-b6f1-cc48d28d04f5,Letterenhuis,https://data.letterenhuis.be/ark:/24970/80d6f87d-e838-5448-b6f1-cc48d28d04f5,repository numbers,object identifier,0,AA
tg:lhdc:3760,,a275029b-8133-537e-8cf4-eec2b9bff617,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a275029b-8133-537e-8cf4-eec2b9bff617,repository numbers,object identifier,0,AA
tg:lhdc:768,,404b06af-229e-5de9-a919-a2753e282f80,Letterenhuis,https://data.letterenhuis.be/ark:/24970/404b06af-229e-5de9-a919-a2753e282f80,repository numbers,object identifier,0,AA
tg:lhdc:3330,,2c6e4fe2-1a4b-5e64-905b-ca654edb08fa,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2c6e4fe2-1a4b-5e64-905b-ca654edb08fa,repository numbers,object identifier,0,AA
tg:lhdc:338,,2f494987-7310-568e-b620-d6b4d2bfb7fa,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2f494987-7310-568e-b620-d6b4d2bfb7fa,repository numbers,object identifier,0,AA
tg:lhdc:2171,,2656059e-44b1-53d9-a3ab-d6c3b84fe9a3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2656059e-44b1-53d9-a3ab-d6c3b84fe9a3,repository numbers,object identifier,0,AA
tg:lhdc:2521,,ca9b5c93-8ce4-550f-8c09-22d56abc223e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ca9b5c93-8ce4-550f-8c09-22d56abc223e,repository numbers,object identifier,0,AA
tg:lhdc:2034,,e7d5d05e-c2e7-5788-8d5f-8074496c459f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e7d5d05e-c2e7-5788-8d5f-8074496c459f,repository numbers,object identifier,0,AA
tg:lhdc:2464,,62879df3-5777-52c4-b56a-eefef50480f9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/62879df3-5777-52c4-b56a-eefef50480f9,repository numbers,object identifier,0,AA
tg:lhdc:2937,,2a8c976d-5439-598e-978b-f02bb2d11b54,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2a8c976d-5439-598e-978b-f02bb2d11b54,repository numbers,object identifier,0,AA
tg:lhdc:1618,,dff5c934-9eca-572d-b5d7-b46e29aacc17,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dff5c934-9eca-572d-b5d7-b46e29aacc17,repository numbers,object identifier,0,AA
tg:lhdc:3625,,ca91bb30-6d4b-5ae8-982c-557acc359cfb,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ca91bb30-6d4b-5ae8-982c-557acc359cfb,repository numbers,object identifier,0,AA
tg:lhdc:787,,f0846677-a167-58bd-b536-a82c9375007c,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f0846677-a167-58bd-b536-a82c9375007c,repository numbers,object identifier,0,AA
tg:lhdc:1248,,f85047cf-84c8-58df-9167-0cdac55121f7,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f85047cf-84c8-58df-9167-0cdac55121f7,repository numbers,object identifier,0,AA
tg:lhdc:3275,,27b911d1-ab6c-5e49-a369-4bc4769d6727,Letterenhuis,https://data.letterenhuis.be/ark:/24970/27b911d1-ab6c-5e49-a369-4bc4769d6727,repository numbers,object identifier,0,AA
tg:lhdc:857,,b997435e-62cc-5f78-baaf-1526e68c9478,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b997435e-62cc-5f78-baaf-1526e68c9478,repository numbers,object identifier,0,AA
tg:lhdc:1862,,ba5b3e21-a818-5464-815b-f1874a29b8f0,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ba5b3e21-a818-5464-815b-f1874a29b8f0,repository numbers,object identifier,0,AA
tg:lhdc:4363,,ed710aa8-196f-5215-a035-49468657b8cb,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ed710aa8-196f-5215-a035-49468657b8cb,repository numbers,object identifier,0,AA
tg:lhdc:1161,,9fbff7be-a461-57b3-a0f5-beacf26b76b4,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9fbff7be-a461-57b3-a0f5-beacf26b76b4,repository numbers,object identifier,0,AA
tg:lhdc:4699,,179d85af-50ce-5d48-b676-999ca023f8e9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/179d85af-50ce-5d48-b676-999ca023f8e9,repository numbers,object identifier,0,AA
tg:lhdc:504,,989d3a93-f2be-5fc4-a531-f4428fd6cc07,Letterenhuis,https://data.letterenhuis.be/ark:/24970/989d3a93-f2be-5fc4-a531-f4428fd6cc07,repository numbers,object identifier,0,AA
tg:lhdc:4733,,6049397f-d8a8-5c79-a640-e4590b398017,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6049397f-d8a8-5c79-a640-e4590b398017,repository numbers,object identifier,0,AA
tg:lhdc:1531,,037ffa4d-fe02-5ba0-8aeb-f190b2c31535,Letterenhuis,https://data.letterenhuis.be/ark:/24970/037ffa4d-fe02-5ba0-8aeb-f190b2c31535,repository numbers,object identifier,0,AA
tg:lhdc:3019,,d2684231-76e1-5886-8660-463325a8c653,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d2684231-76e1-5886-8660-463325a8c653,repository numbers,object identifier,0,AA
tg:lhdc:1024,,bfec356d-6f37-5aa6-8c4f-ea5da8386797,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bfec356d-6f37-5aa6-8c4f-ea5da8386797,repository numbers,object identifier,0,AA
tg:lhdc:4226,,a9f4e66d-d990-565f-b604-560131830efb,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a9f4e66d-d990-565f-b604-560131830efb,repository numbers,object identifier,0,AA
tg:lhdc:3449,,1ef01ce3-7ae8-5606-889a-e1dc70d66f34,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1ef01ce3-7ae8-5606-889a-e1dc70d66f34,repository numbers,object identifier,0,AA
tg:lhdc:1474,,f8105ba0-088b-5472-8b11-635e501e74c3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f8105ba0-088b-5472-8b11-635e501e74c3,repository numbers,object identifier,0,AA
tg:lhdc:441,,18b00813-7261-5cd6-8d04-d9cb327411af,Letterenhuis,https://data.letterenhuis.be/ark:/24970/18b00813-7261-5cd6-8d04-d9cb327411af,repository numbers,object identifier,0,AA
tg:lhdc:4676,,a02b6943-8df7-5e97-90c1-7afeac5de211,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a02b6943-8df7-5e97-90c1-7afeac5de211,repository numbers,object identifier,0,AA
tg:lhdc:2608,,b40f15c0-17fb-557f-98ea-dfbe92b7bacb,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b40f15c0-17fb-557f-98ea-dfbe92b7bacb,repository numbers,object identifier,0,AA
tg:lhdc:1927,,75f98b46-4522-59ae-9e2a-be215e5bde01,Letterenhuis,https://data.letterenhuis.be/ark:/24970/75f98b46-4522-59ae-9e2a-be215e5bde01,repository numbers,object identifier,0,AA
tg:lhdc:912,,07d9e5eb-6851-525f-8fa4-9a8254a2fd25,Letterenhuis,https://data.letterenhuis.be/ark:/24970/07d9e5eb-6851-525f-8fa4-9a8254a2fd25,repository numbers,object identifier,0,AA
tg:lhdc:2576,,56e12851-ea38-531f-ae17-08e5758cbddb,Letterenhuis,https://data.letterenhuis.be/ark:/24970/56e12851-ea38-531f-ae17-08e5758cbddb,repository numbers,object identifier,0,AA
tg:lhdc:2126,,de34f87d-daf6-53a7-bb22-5fc26fa2a81e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/de34f87d-daf6-53a7-bb22-5fc26fa2a81e,repository numbers,object identifier,0,AA
tg:lhdc:4158,,aba12009-3a87-5a74-b101-2717a200eadc,Letterenhuis,https://data.letterenhuis.be/ark:/24970/aba12009-3a87-5a74-b101-2717a200eadc,repository numbers,object identifier,0,AA
tg:lhdc:695,,a19a07eb-f891-57f4-b998-3850049f02d2,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a19a07eb-f891-57f4-b998-3850049f02d2,repository numbers,object identifier,0,AA
tg:lhdc:3367,,83054fbe-0321-53f7-b649-35a2e300c796,Letterenhuis,https://data.letterenhuis.be/ark:/24970/83054fbe-0321-53f7-b649-35a2e300c796,repository numbers,object identifier,0,AA
tg:lhdc:4508,,68b1d12e-fad3-5f84-9681-c66421388d30,Letterenhuis,https://data.letterenhuis.be/ark:/24970/68b1d12e-fad3-5f84-9681-c66421388d30,repository numbers,object identifier,0,AA
tg:lhdc:2825,,02172a71-7cdd-5b69-a592-b83854ede9c0,Letterenhuis,https://data.letterenhuis.be/ark:/24970/02172a71-7cdd-5b69-a592-b83854ede9c0,repository numbers,object identifier,0,AA
tg:lhdc:3737,,ecaba128-89bc-5a93-b254-ce1e93ab90d5,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ecaba128-89bc-5a93-b254-ce1e93ab90d5,repository numbers,object identifier,0,AA
tg:lhdc:3222,,747aede5-a641-5025-afcc-e2cc4a57ee2d,Letterenhuis,https://data.letterenhuis.be/ark:/24970/747aede5-a641-5025-afcc-e2cc4a57ee2d,repository numbers,object identifier,0,AA
tg:lhdc:380,,40cadf49-e4e7-5318-844b-e0bb6dabf084,Letterenhuis,https://data.letterenhuis.be/ark:/24970/40cadf49-e4e7-5318-844b-e0bb6dabf084,repository numbers,object identifier,0,AA
tg:lhdc:2960,,8e6b849e-3f30-5a18-8740-8de7506364ba,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8e6b849e-3f30-5a18-8740-8de7506364ba,repository numbers,object identifier,0,AA
tg:lhdc:3672,,e56a3e7b-1ebe-55f6-b47d-abef133b36ab,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e56a3e7b-1ebe-55f6-b47d-abef133b36ab,repository numbers,object identifier,0,AA
tg:lhdc:3388,,9fa4c633-9f5d-5103-8d90-72fb3e15b92d,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9fa4c633-9f5d-5103-8d90-72fb3e15b92d,repository numbers,object identifier,0,AA
tg:lhdc:2433,,32aa85ce-41de-5bb9-9c62-c63266ebe747,Letterenhuis,https://data.letterenhuis.be/ark:/24970/32aa85ce-41de-5bb9-9c62-c63266ebe747,repository numbers,object identifier,0,AA
tg:lhdc:2063,,99e60c17-fc74-5ecc-8403-3926d7ced5e9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/99e60c17-fc74-5ecc-8403-3926d7ced5e9,repository numbers,object identifier,0,AA
tg:lhdc:2599,,a4ecfac4-ebaf-55c0-8ba6-301a80232283,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a4ecfac4-ebaf-55c0-8ba6-301a80232283,repository numbers,object identifier,0,AA
tg:lhdc:1566,,b288a146-7114-5039-9349-05b10c59c9fd,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b288a146-7114-5039-9349-05b10c59c9fd,repository numbers,object identifier,0,AA
tg:lhdc:553,,40f68fd4-940e-5614-91b9-30ab53ca8c50,Letterenhuis,https://data.letterenhuis.be/ark:/24970/40f68fd4-940e-5614-91b9-30ab53ca8c50,repository numbers,object identifier,0,AA
tg:lhdc:1136,,c26dbc00-83e5-537f-be4b-d847d92805a3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c26dbc00-83e5-537f-be4b-d847d92805a3,repository numbers,object identifier,0,AA
tg:lhdc:103,,0a89a144-65f4-5f84-939b-d848fe8b5779,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0a89a144-65f4-5f84-939b-d848fe8b5779,repository numbers,object identifier,0,AA
tg:lhdc:4334,,ea881643-b417-5baf-96a9-b1e0ee45c9fa,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ea881643-b417-5baf-96a9-b1e0ee45c9fa,repository numbers,object identifier,0,AA
tg:lhdc:3808,,5a229a07-ae44-5ec2-ab1e-fdce1185c35f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5a229a07-ae44-5ec2-ab1e-fdce1185c35f,repository numbers,object identifier,0,AA
tg:lhdc:1835,,e19eafae-a7db-5efd-9216-4cb0afe64347,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e19eafae-a7db-5efd-9216-4cb0afe64347,repository numbers,object identifier,0,AA
tg:lhdc:800,,1acf3579-1d42-5dc9-88d0-479de70d640a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1acf3579-1d42-5dc9-88d0-479de70d640a,repository numbers,object identifier,0,AA
tg:lhdc:945,,2101fd6f-7dc2-5609-a592-e221449f3216,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2101fd6f-7dc2-5609-a592-e221449f3216,repository numbers,object identifier,0,AA
tg:lhdc:1970,,0090a3c0-a2ae-5ce4-a6d8-c37d8544f94a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0090a3c0-a2ae-5ce4-a6d8-c37d8544f94a,repository numbers,object identifier,0,AA
