ResourceID,brocade.id,card,order,source_field,source_code,Genre Type
65b74196-745d-5b6a-8f85-12d21736dfef,tg:lhhs:20417,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
335d3034-0a27-5dc2-93b9-6d534fa0584b,tg:lhhs:18491,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
7062e09d-0b08-5db1-adda-e69a21fe4eb2,tg:lhhs:7277,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
df8a726e-5335-52f2-955e-be4f020de40f,tg:lhhs:12566,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
6fb59e4a-111b-5b2e-8e2c-a734b70eaad7,tg:lhhs:8478,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
17295643-ba29-5915-b371-78b6e458297e,tg:lhhs:20047,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
3698a1a3-0d00-5a10-bd3a-812ed629f918,tg:lhhs:17334,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
167b7ca6-fea7-51a1-a1bd-6ca2957f42bc,tg:lhhs:7627,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
578bf28b-78f7-56dd-a6f0-aea26e8fc9c2,tg:lhhs:2425,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
10c89015-1cac-5749-b266-caba0ab8b4a0,tg:lhhs:8028,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
167a9900-7e17-5718-b13d-a050fc44f573,tg:lhhs:12136,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
0569d9f7-7725-51a2-bb87-6133c53a82bd,tg:lhhs:16175,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
2e2217ed-3f95-531d-b0e0-7f6b48d89761,tg:lhhs:14148,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
e3bc4ac1-724c-58cc-a020-dc019d9b583a,tg:lhhs:19280,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
2856a0a0-cfc6-59ec-a579-c00cefafca1c,tg:lhhs:6466,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
a287348e-da44-5d66-a62c-4f4960afc44d,tg:lhhs:3664,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
de1a7545-2d76-5aaf-aa8e-9709eb6b66b6,tg:lhhs:1659,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
d662ec5e-ad9b-5929-8c7b-bcac2202a6b0,tg:lhhs:18868,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
6343342f-f716-5c84-9ef9-219078c8bdd2,tg:lhhs:2976,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
316d24d4-aa32-529b-b858-99bfa2b377fd,tg:lhhs:13377,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
5d5bf1c3-c1b9-5fc6-9494-8250b79bcb9c,tg:lhhs:16525,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
73fd5f13-edf3-5c2c-ab02-64912e8e1abe,tg:lhhs:20944,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
b97aca93-8153-527b-a9fb-dc9de55a875f,tg:lhhs:14518,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
0791cbd8-04ac-5caa-96e5-a1866f4e7454,tg:lhhs:6036,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
a3dd1b7a-ccf0-52b3-8a46-e6d32cb02a80,tg:lhhs:13727,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
7e52a98e-59bd-5f03-8219-9a6c04826523,tg:lhhs:9639,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
f5119d7d-32e2-5c69-aa6a-912210a96cb4,tg:lhhs:10808,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
c7f2e9a5-0e76-50ea-8fde-e922928259a6,tg:lhhs:5533,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
5fabf137-52b3-54f3-8cb9-33f4cd8e10f5,tg:lhhs:816,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
22632f5a-c74b-50b3-a77d-9af0895bb5d0,tg:lhhs:15020,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
dc723326-ec66-57ae-a926-8bddc622ce2d,tg:lhhs:10222,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
0b7f1456-2228-5c84-af8b-6ee3fbb45f76,tg:lhhs:8301,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
ebd6d177-f1bf-5653-8cb2-c8b680f340dd,tg:lhhs:20694,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
0f2b7f0f-eaa3-5d66-acf4-2c5c1e7685e4,tg:lhhs:19900,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
97bb848d-0a3d-5931-bae8-cae714e41b49,tg:lhhs:1823,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
9c9ef39c-68b3-5abe-a895-0bbd0defb57c,tg:lhhs:18612,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
9143a09e-6aef-53bb-a5c6-0df267fd7e05,tg:lhhs:1989,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
63b65fe1-a553-5702-ab94-db75a921a9e1,tg:lhhs:5163,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
a4dbdc50-f57e-5000-9ae7-bab58c7bf18a,tg:lhhs:10388,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
562f0269-92ec-5aee-9ecc-26d0d78f5b92,tg:lhhs:9843,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
813d617e-946d-5552-994a-f86cc9d2c818,tg:lhhs:11960,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
fb607730-08c8-5a16-be10-94bf65b354cf,tg:lhhs:10672,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
5c84d27a-4898-515b-ab92-4f279964a549,tg:lhhs:5499,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
a6afb95b-3287-5889-90a2-066e9cef1db7,tg:lhhs:18242,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
a9657bff-e5e4-5bbd-91c8-f0f5545c029f,tg:lhhs:15923,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
cbc61820-c00b-5de1-a856-b399038c4090,tg:lhhs:115,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
87014621-3546-575c-bcd3-9ed7fbd623f1,tg:lhhs:11433,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
856ed58d-db88-5941-b064-405256763444,tg:lhhs:21085,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
5ee1653e-f1a1-5bd3-9cbd-e0fd7d7db936,tg:lhhs:19003,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
5f149902-0a4b-5660-8703-f59427584064,tg:lhhs:5860,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
9f4cf17b-9cd1-5aa1-86ba-f8d2d63a4d16,tg:lhhs:4772,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
fa14aa44-fb92-54ef-93fd-bd55a48b0409,tg:lhhs:14261,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
23a3977c-16df-517d-b3ae-0125b2e476ec,tg:lhhs:545,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
4fe24531-2367-5017-bfc3-59ea6a5c7441,tg:lhhs:15889,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
2fb42f70-7386-5884-9343-041e9f6cf5e0,tg:lhhs:9140,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
5344d5ed-3e90-5555-82a1-50ddd071c34e,tg:lhhs:11063,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
11a2c2e5-4cd2-5d16-ad1f-4a335e3c800f,tg:lhhs:19453,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
332c02b6-4344-5dab-81e4-20f3150cf129,tg:lhhs:1570,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
15042a39-fd82-5afa-9c6c-f7800e95648f,tg:lhhs:11576,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
ea19602d-05b7-53a9-bc55-50efe2d76cd7,tg:lhhs:1065,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
694513d8-cb6f-5ec8-be28-14530e5b7d41,tg:lhhs:3058,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
d64485b9-cba2-5195-89ed-49d991524464,tg:lhhs:19146,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
1521c0e9-cebd-51fa-bfe1-77266eefdcf7,tg:lhhs:4267,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
a419dee8-f661-5109-95c0-6d6cdd8fc50d,tg:lhhs:14774,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
848d47cf-bff0-50b9-89da-7a6a35f781bb,tg:lhhs:16749,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
6f183175-cf9d-515d-afdc-6ccc4959930a,tg:lhhs:11126,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
46ef0b3e-0ccf-5701-b967-7eccb7813e1e,tg:lhhs:9005,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
374e1cc2-1b91-54d5-bce7-3c1b7aaf1a26,tg:lhhs:1435,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
78bdbcaf-8f6d-5ddc-8535-06ae946e1a43,tg:lhhs:19516,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
8c08f6a9-f546-5a0a-aed9-aba9ca81fa2c,tg:lhhs:3408,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
c7c774f5-f541-5266-aea6-955b93d1159d,tg:lhhs:7918,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
30c8a8db-2d50-5796-b7bf-dc02eaf89490,tg:lhhs:5925,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
2f5d1398-73a9-5a1a-8721-9baac831a75f,tg:lhhs:400,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
dbcfca9d-318f-536a-9d47-01f57e676a35,tg:lhhs:14324,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
1a4d30fa-ff1c-5f69-8143-72b8f846acfa,tg:lhhs:16319,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
31840c5e-0518-567e-9d53-77bc01a455f7,tg:lhhs:8244,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
ca04c4ae-7e6f-58cf-9387-56f1dacb8645,tg:lhhs:10367,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
002b48b1-16b1-58b1-ada4-fcdd1fc7dbc3,tg:lhhs:1966,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
a6c675d2-7df4-5a35-9454-389b63487076,tg:lhhs:19845,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
96d48aaf-92d6-5bee-8226-fc1ea7692338,tg:lhhs:18757,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
51dc6aa2-5c71-5984-a76d-6f85bc95970d,tg:lhhs:2649,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
6079a0b5-f0f5-5768-a726-7b76fd273165,tg:lhhs:5476,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
4f7b157f-95cb-5852-8cb0-4793f75c33e2,tg:lhhs:953,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
144ebd77-a285-55b0-8b82-26e994e8620a,tg:lhhs:17158,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
cd059781-ddc8-56bb-ad1d-b73bbfe3edcf,tg:lhhs:15165,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
d664d293-0fb0-5b75-adf4-ecb53e815f71,tg:lhhs:20381,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
4f0d2ac8-6dd8-5d1c-a3ec-674e0ffea737,tg:lhhs:13818,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
3807ac30-ea21-5ff0-bc11-d59c77ee13f8,tg:lhhs:9906,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
b58d6112-c6bd-5b64-92d4-103b24d27b28,tg:lhhs:8614,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
8a18b25d-0f42-57be-9992-8adf19b6d0b5,tg:lhhs:10737,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
541850de-445c-548f-a8e7-5b43a1c837a5,tg:lhhs:2219,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
4179e2a9-844a-5ddf-9801-5eaf102f7c11,tg:lhhs:18307,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
f9c66fae-fa6d-597b-b2e7-e00fca0e4eb8,tg:lhhs:5026,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
bd4f0fbf-8168-5c8c-93f2-ea8892b48c24,tg:lhhs:17508,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
d32277a6-b212-542d-b25a-6c2957288278,tg:lhhs:15535,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
9e0363c8-fa52-51c2-854c-aa94635fcd87,tg:lhhs:20155,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
c0e297a3-d8c8-52d0-933e-30af5a65a9dd,tg:lhhs:17226,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
2c915436-1fe7-57e3-b28e-69f8a49a163f,tg:lhhs:5708,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
6e09c639-e970-58ae-93de-1d86f075169a,tg:lhhs:7735,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
93065a21-3867-5fe2-a29b-10fb2d74cc06,tg:lhhs:6827,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
48c098e8-94d4-531f-87fc-fa89ca37520d,tg:lhhs:18429,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
0fe025c6-1cff-5e90-832d-1ede609f18cd,tg:lhhs:10019,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
6ed5aef9-8b0b-572f-8875-5e0eba5f24c1,tg:lhhs:12024,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
9e733ccd-bf54-593c-92e0-1a83c6954abf,tg:lhhs:17676,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
caba7bdd-5733-551c-8008-3378221ba2c4,tg:lhhs:8090,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
b4c3556e-592a-5f0b-8ed1-724b608dedb6,tg:lhhs:20505,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
d5c296e9-ac8b-59d9-8036-b07a867e134c,tg:lhhs:14959,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
dd0cf022-443a-59bd-9a4a-1953c6ffc035,tg:lhhs:5358,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
43cf8457-65f6-5c7d-ad19-1b3f17407a40,tg:lhhs:7365,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
1cb767bc-b183-5aa7-94d7-c6b4d92e202a,tg:lhhs:18079,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
b4c7baba-7132-56cd-a635-8ec934db2f86,tg:lhhs:2167,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
7fd4696d-1a3f-5967-b6e1-fefea8bb9419,tg:lhhs:10449,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
b4b94abd-fd6c-509d-a197-f8921a8c7bb2,tg:lhhs:12474,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
a4d3229b-6e58-5d8b-a33a-d82849f9cf7e,tg:lhhs:16437,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
c6b9e830-735d-5dd6-88c8-7aa0eddba50c,tg:lhhs:20856,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
01029917-ea09-5c49-88f8-3107b8203fdb,tg:lhhs:6124,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
c3a3dbaf-a096-5026-88cc-1bfdc3c2b89a,tg:lhhs:4119,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
ced68e3e-dec1-534b-8a13-a572617d036e,tg:lhhs:3326,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
7ce5d241-23ca-513b-b026-4aaeb7f26ea2,tg:lhhs:13635,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
a5468414-f743-5084-a62a-aa14d387f24f,tg:lhhs:11608,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
fd9b7a71-b4f0-51e4-9b85-a41bcc27cee0,tg:lhhs:8839,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
53926b46-8eeb-5995-ac5b-29649f5511ac,tg:lhhs:12927,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
8d8a02db-1e51-514f-84d8-f0795261938e,tg:lhhs:9681,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
4d848e55-e57f-52db-8d9f-0a9e20bde8cc,tg:lhhs:8993,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
ee8f4d41-a290-573e-a913-2f7f64cc31c5,tg:lhhs:19392,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
2edb89ef-a9d5-53a4-af5e-ec072b61a106,tg:lhhs:6574,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
6f8e10cb-df34-5124-b83f-0ea5dfe8c0ab,tg:lhhs:4549,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
96b1c6c2-efee-5f5e-9a64-abf5e910a3b9,tg:lhhs:3776,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
c4438d20-2d1e-51e6-b9a4-460c2bd47e23,tg:lhhs:19668,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
18c40cbc-858f-5f1a-8f5b-f3c4baefc148,tg:lhhs:2864,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
c914262f-58ab-5381-a5c8-ca194e560768,tg:lhhs:13265,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
e31f5c56-f1dc-597b-ac31-a5892e6aba75,tg:lhhs:284,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
ed8262a0-a16f-5aa6-bf35-3b63b4cf9a6a,tg:lhhs:11258,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
34887468-642b-5dff-adda-cc1b509d0cf6,tg:lhhs:3263,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
4724a6ec-a26e-58f7-bacd-390a7f399176,tg:lhhs:791,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
ca154a88-0fa7-51b3-b833-76bfabf1b694,tg:lhhs:13770,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
1c0b2d1a-9674-52f6-947e-72042bf2a224,tg:lhhs:16088,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
39f2ea07-5375-5549-994c-89d4bf09a666,tg:lhhs:20913,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
969212bd-907b-520d-94c6-3639b2dd6475,tg:lhhs:16572,GenreTypes,1,kenmerken.lhgenrehs,dr,drama (literary genre)
2f1ab8d1-1161-57ff-87e3-8820569981ae,tg:lhhs:9394,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
c562ec69-ca48-58fd-a64c-3daf60f1d726,tg:lhhs:3799,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
fa3ab061-3b7a-5dc6-8de0-a1cf3baf1510,tg:lhhs:19687,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
12803fac-306d-5ac9-8260-28fc1f9104b0,tg:lhhs:6061,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
0a2da7f0-fbae-5d80-9f47-6054c9d05cd7,tg:lhhs:18995,GenreTypes,1,kenmerken.lhgenrehs,vp,verhalend proza
ba82cb9f-40ff-5848-b610-67f6d1755b7f,tg:lhhs:3633,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
50b7c7af-aa66-5ce6-ace4-2f2d238a99dd,tg:lhhs:2921,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
06dfa4d0-a59b-531a-adab-32c1e914edc5,tg:lhhs:13320,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
7d6e8a03-49f9-59ac-a0a6-91ac896cc33d,tg:lhhs:16122,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
e0940233-709c-5800-aa2e-758d9a19d521,tg:lhhs:6431,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
70181448-4d00-529f-af3f-b554251d4a67,tg:lhhs:2472,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
a80fe809-d010-56ff-8afa-361bac00898f,tg:lhhs:12161,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
17867b78-365c-518e-a031-5827c85b1740,tg:lhhs:17699,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
dd464801-e67b-585a-96da-938154150c7c,tg:lhhs:20010,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
558f79a9-9a79-50ad-b463-635c365e2a99,tg:lhhs:8585,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
17f10e0c-b5a2-5b59-b18f-ced5a153df9a,tg:lhhs:18096,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
82737d7e-4414-5b9e-a349-fb9a900e2147,tg:lhhs:2188,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
31972da3-b081-5854-ad6f-b8e52005003f,tg:lhhs:7670,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
9fd127bb-e32b-56e6-b5bb-3565efdfe4ac,tg:lhhs:6962,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
e666f358-a4da-5fbb-aefc-9a0b1f32d8c4,tg:lhhs:2022,GenreTypes,1,kenmerken.lhgenrehs,pz,poetry
9a11001c-09d5-52c7-abb2-ff872f7c293e,tg:lhhs:12531,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
78366354-4f52-5143-bd83-8d4db36b2380,tg:lhhs:17733,GenreTypes,1,kenmerken.lhgenrehs,bp,beschouwend proza
