ResourceID,brocade.id,card,order,source_field,source_code,Dimension Source Note
5e18b11d-9552-5be5-bdd5-f066bb83ac2a,tg:lhdc:20,DimensionSourceNotes,1,kenmerken.lhformatdc,"27,5 x 41","27,5 x 41"
7a147273-2429-5e4e-a392-51a4e47e288c,tg:lhdc:206,DimensionSourceNotes,1,kenmerken.lhformatdc,"33,5 x 26,5","33,5 x 26,5"
593fc908-609c-520b-b9d3-4e87b294522e,tg:lhdc:343,DimensionSourceNotes,1,kenmerken.lhformatdc,27 x 21,27 x 21
fb671c44-4a86-578a-b696-7f7f32f7db62,tg:lhdc:77,DimensionSourceNotes,1,kenmerken.lhformatdc,"27 x 37,5","27 x 37,5"
6f99b456-af1c-54f2-a937-398e90af2c11,tg:lhdc:355,DimensionSourceNotes,1,kenmerken.lhformatdc,27 x 21,27 x 21
52d34adf-3a0c-5b54-8a39-7cd399a028d2,tg:lhdc:139,DimensionSourceNotes,1,kenmerken.lhformatdc,"12,3 x 20,4","12,3 x 20,4"
b8b5409c-91ae-59d4-8b50-db012a9ff53a,tg:lhdc:61,DimensionSourceNotes,1,kenmerken.lhformatdc,"21,5 x 30","21,5 x 30"
0231e8fd-5eee-5636-93ff-3f3498c33beb,tg:lhdc:302,DimensionSourceNotes,1,kenmerken.lhformatdc,24 x 19,24 x 19
8cee5a1e-60a2-50ee-9350-6c52ceb23530,tg:lhdc:36,DimensionSourceNotes,1,kenmerken.lhformatdc,"27,5 x 39,5","27,5 x 39,5"
2d3e31a2-3fec-5ace-96f0-0be1f186afb7,tg:lhdc:41,DimensionSourceNotes,1,kenmerken.lhformatdc,29 x 41,29 x 41
042a7d3f-61b8-56cb-b0a9-07d8f76be226,tg:lhdc:375,DimensionSourceNotes,1,kenmerken.lhformatdc,"21,7 X 14,6","21,7 X 14,6"
82e91293-6e94-5a5e-a48a-89cd4b744d3d,tg:lhdc:288,DimensionSourceNotes,1,kenmerken.lhformatdc,"27,5 x 21","27,5 x 21"
487dad95-bb75-5f45-9b40-9d3dd8ee0d14,tg:lhdc:322,DimensionSourceNotes,1,kenmerken.lhformatdc,27 x 21,27 x 21
532e7022-6e3d-524c-96db-2731c7d7b6b4,tg:lhdc:2184,DimensionSourceNotes,1,kenmerken.lhformatdc,"34 x 21,3","34 x 21,3"
2e263c17-2437-5318-b2ff-4b8642191284,tg:lhdc:637,DimensionSourceNotes,1,kenmerken.lhformatdc,"27,5 X 21,5","27,5 X 21,5"
8d2e29b6-9996-533f-9d05-7917c8ddf43f,tg:lhdc:267,DimensionSourceNotes,1,kenmerken.lhformatdc,"32,5 x 20,5","32,5 x 20,5"
ae010ecf-a729-5d6f-9edf-ce7ac9a9552a,tg:lhdc:2254,DimensionSourceNotes,1,kenmerken.lhformatdc,"28,8 x 21","28,8 x 21"
aabcda04-bbdd-59a9-920a-6d10cd8c5c49,tg:lhdc:334,DimensionSourceNotes,1,kenmerken.lhformatdc,27 x 21,27 x 21
4020ba1d-a6c4-5ff6-8c29-42c3c4ab41d4,tg:lhdc:271,DimensionSourceNotes,1,kenmerken.lhformatdc,33 x 21,33 x 21
b209b6e7-9bda-5e68-ade2-e5e7bb1d2397,tg:lhdc:57,DimensionSourceNotes,1,kenmerken.lhformatdc,"20 x 30,5","20 x 30,5"
4cd96a6a-6f1b-5924-8bff-e3421bded130,tg:lhdc:363,DimensionSourceNotes,1,kenmerken.lhformatdc,21 x 17,21 x 17
500e4ad3-1c08-57ff-9874-eac10535e834,tg:lhdc:318,DimensionSourceNotes,1,kenmerken.lhformatdc,29 x 23,29 x 23
f0d7b5e8-08a1-562d-9550-570e6fc04716,tg:lhdc:436,DimensionSourceNotes,1,kenmerken.lhformatdc,22 x 22,22 x 22
7eb45347-0357-5a50-b9f7-1f403d936396,tg:lhdc:420,DimensionSourceNotes,1,kenmerken.lhformatdc,"11,5 x 9,5","11,5 x 9,5"
5afeb490-cc8e-57e9-a983-92e3cbe01821,tg:lhhs:3721,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,7 x 21,9","27,7 x 21,9"
d60b5c1f-8e9c-529a-96e5-e517a2d14757,tg:lhhs:2833,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,6 x 21,5","27,6 x 21,5"
d1346b06-06c9-5cd9-be9c-2e0853cfb994,tg:lhhs:13232,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,1 x 21,1","27,1 x 21,1"
3f9411db-812d-5e1b-bf65-dc2a94d7c248,tg:lhhs:729,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5 cm","27,5 x 21,5 cm"
09ef6e56-46fd-54dd-aa9b-2ac90a298d32,tg:lhhs:16030,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,5 x 21","29,5 x 21"
6590b326-525f-569f-a17a-d21202abc47a,tg:lhhs:6523,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"31,0 x 21,4","31,0 x 21,4"
782d17f9-dfac-5e90-9378-e15be88c2b68,tg:lhhs:6489,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"22,2 x 17,3","22,2 x 17,3"
d54f61aa-638a-5cd6-a511-682a8c70a2c0,tg:lhhs:3371,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21","27,5 x 21"
bde477b9-7c4d-5ebe-81ec-09b31012da0a,tg:lhhs:683,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"20,4 x 31,4","20,4 x 31,4"
44cc7649-6db9-50d1-a4eb-f5673cab8ed1,tg:lhhs:12970,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,22 x 28,22 x 28
e17ad8dc-b129-585d-9150-3ee98656fc63,tg:lhhs:20801,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21X 29,5","21X 29,5"
7c693e1c-a038-5f44-974e-7660045f0589,tg:lhhs:379,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,5 x 27,5","21,5 x 27,5"
d25f5f96-a383-5b98-ac99-4c37f63a4adf,tg:lhhs:16460,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21 x 16,5","21 x 16,5"
158540f7-ee20-557b-9154-eb94a02cb69b,tg:lhhs:13398,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21 x 29,7","21 x 29,7"
dfd8bc5b-a20e-517e-8781-20f6b3c29b32,tg:lhhs:19795,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"10,9 x 8,9","10,9 x 8,9"
1dc34227-2c53-5c35-ae88-c42821ac6483,tg:lhhs:6173,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,4 x 21,5","27,4 x 21,5"
6d97b1f3-e7b4-5d37-8a38-373a3c888c55,tg:lhhs:18887,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,7 x 21","29,7 x 21"
ef8308b5-7f9e-5e62-b04c-8e5dffc291d0,tg:lhhs:2999,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,7 x 21","29,7 x 21"
6e14d3be-a1ee-5320-879b-3ad23373be13,tg:lhhs:2130,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,7 x 21,0","27,7 x 21,0"
d9566016-9591-5149-8dbb-2fdb82c419de,tg:lhhs:12423,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,275x215,275x215
69eebb8e-d5c7-5e01-abc8-619d1a3b139b,tg:lhhs:20552,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21 X 29,5","21 X 29,5"
e12f60d9-42f8-5c6e-a3e5-db71229eeb07,tg:lhhs:16933,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,2 x 13,5 cm","21,2 x 13,5 cm"
cc357418-e907-57dc-bdbf-1df6c8f1ed33,tg:lhhs:7332,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,3 x 21,5","27,3 x 21,5"
a6aa35c8-afd2-5060-837f-8f6d9f2f1aef,tg:lhhs:7298,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"26,7 x 20,4","26,7 x 20,4"
e76152a1-6ed2-5abd-b108-8c7c6f068e86,tg:lhhs:2560,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"33,5 x 21,4","33,5 x 21,4"
6446a276-6138-5707-8ac7-5cad04be4a51,tg:lhhs:12073,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,220x140,220x140
601737a6-271f-518a-a1f4-b74dc13efcf0,tg:lhhs:16899,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,5 x 13,5","21,5 x 13,5"
f726911f-4124-53db-b8cc-c288d1d1b3e8,tg:lhhs:20102,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,6","27,5 x 21,6"
af8a767b-6220-5f7d-85b2-90aff6a9d199,tg:lhhs:17271,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,2 x 13,5","21,2 x 13,5"
aae9a626-8693-5155-ad9b-d590379a7f53,tg:lhhs:12589,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,274x209,274x209
ab70cbd0-9491-58ed-a055-4ba93921b57b,tg:lhhs:8497,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,7 x 21","29,7 x 21"
f37ef15b-f7e5-5972-b71a-1a6229227e87,tg:lhhs:18184,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,7 x 21","29,7 x 21"
b6bf9963-1e2b-5b55-bfd2-e67337fe47f9,tg:lhhs:7762,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"20,9 x 13,6","20,9 x 13,6"
b0528a6f-fa42-5b27-bc0d-24d8b4bf95a8,tg:lhhs:6870,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"18,6 x 14,8","18,6 x 14,8"
9dbe167c-8f5c-5812-9770-ff7762926de0,tg:lhhs:15759,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,27 x 22,27 x 22
7dbce934-61c1-5e86-936c-24c2900f472e,tg:lhhs:17764,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,29 x 20,29 x 20
a70f76cb-fded-5b93-b517-9136434111e1,tg:lhhs:8182,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"26,8 x 20,9","26,8 x 20,9"
65b74196-745d-5b6a-8f85-12d21736dfef,tg:lhhs:20417,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"14,7 x 11,1","14,7 x 11,1"
335d3034-0a27-5dc2-93b9-6d534fa0584b,tg:lhhs:18491,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21 x 16,5","21 x 16,5"
7062e09d-0b08-5db1-adda-e69a21fe4eb2,tg:lhhs:7277,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5","27,5 x 21,5"
45a12239-0dbe-5714-8b9c-78b7b53bb523,tg:lhhs:2075,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,5 cm x 27,5 cm","21,5 cm x 27,5 cm"
df8a726e-5335-52f2-955e-be4f020de40f,tg:lhhs:12566,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21 x 29,5","21 x 29,5"
6fb59e4a-111b-5b2e-8e2c-a734b70eaad7,tg:lhhs:8478,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,7 x 21","29,7 x 21"
17295643-ba29-5915-b371-78b6e458297e,tg:lhhs:20047,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,6 x 21,5","27,6 x 21,5"
3698a1a3-0d00-5a10-bd3a-812ed629f918,tg:lhhs:17334,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,5 x 21","29,5 x 21"
167b7ca6-fea7-51a1-a1bd-6ca2957f42bc,tg:lhhs:7627,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,8 x 20,9","29,8 x 20,9"
4a8f4cce-4235-5545-95cb-bde2baae99d0,tg:lhhs:6935,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"19,9 x 15,9","19,9 x 15,9"
45d0ebc8-d7fc-5f3f-88f5-c4a1bdcb94db,tg:lhhs:4908,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,7 x 21,5","27,7 x 21,5"
578bf28b-78f7-56dd-a6f0-aea26e8fc9c2,tg:lhhs:2425,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,9 x 21,6","29,9 x 21,6"
10c89015-1cac-5749-b266-caba0ab8b4a0,tg:lhhs:8028,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5","27,5 x 21,5"
167a9900-7e17-5718-b13d-a050fc44f573,tg:lhhs:12136,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21 x 33,7","21 x 33,7"
0569d9f7-7725-51a2-bb87-6133c53a82bd,tg:lhhs:16175,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"28,2 x 21,5","28,2 x 21,5"
2e2217ed-3f95-531d-b0e0-7f6b48d89761,tg:lhhs:14148,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,7 x 21","29,7 x 21"
dad11e2f-6c14-591e-bb5e-74b164c56f93,tg:lhhs:8881,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,18 x 14 cm,18 x 14 cm
e3bc4ac1-724c-58cc-a020-dc019d9b583a,tg:lhhs:19280,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"35 x 14,9","35 x 14,9"
2856a0a0-cfc6-59ec-a579-c00cefafca1c,tg:lhhs:6466,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5","27,5 x 21,5"
a287348e-da44-5d66-a62c-4f4960afc44d,tg:lhhs:3664,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,5 x 21,0","29,5 x 21,0"
de1a7545-2d76-5aaf-aa8e-9709eb6b66b6,tg:lhhs:1659,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,27 x 21,27 x 21
d662ec5e-ad9b-5929-8c7b-bcac2202a6b0,tg:lhhs:18868,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,6 x 21,6","27,6 x 21,6"
6343342f-f716-5c84-9ef9-219078c8bdd2,tg:lhhs:2976,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,2 x 16,6","21,2 x 16,6"
316d24d4-aa32-529b-b858-99bfa2b377fd,tg:lhhs:13377,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,6 x 29","21,6 x 29"
cdc69293-1823-59f4-889c-0d99ae633128,tg:lhhs:396,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,5 x 22","29,5 x 22"
5d5bf1c3-c1b9-5fc6-9494-8250b79bcb9c,tg:lhhs:16525,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,30 x 21,30 x 21
73fd5f13-edf3-5c2c-ab02-64912e8e1abe,tg:lhhs:20944,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,4 X 27,5","21,4 X 27,5"
b97aca93-8153-527b-a9fb-dc9de55a875f,tg:lhhs:14518,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5","27,5 x 21,5"
0791cbd8-04ac-5caa-96e5-a1866f4e7454,tg:lhhs:6036,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,4 x 21,4","21,4 x 21,4"
6a586f7b-7a30-5d09-8dfb-f26579b21fbe,tg:lhhs:1209,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"13,7 x 21,6","13,7 x 21,6"
a3dd1b7a-ccf0-52b3-8a46-e6d32cb02a80,tg:lhhs:13727,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21 x 27,4","21 x 27,4"
7e52a98e-59bd-5f03-8219-9a6c04826523,tg:lhhs:9639,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,5 x 21 cm","29,5 x 21 cm"
f5119d7d-32e2-5c69-aa6a-912210a96cb4,tg:lhhs:10808,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"13,8 x 22,4","13,8 x 22,4"
c7f2e9a5-0e76-50ea-8fde-e922928259a6,tg:lhhs:5533,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,7 x 21","29,7 x 21"
5fabf137-52b3-54f3-8cb9-33f4cd8e10f5,tg:lhhs:816,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,5 x 22","29,5 x 22"
22632f5a-c74b-50b3-a77d-9af0895bb5d0,tg:lhhs:15020,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"23,4 x 13,8","23,4 x 13,8"
dc723326-ec66-57ae-a926-8bddc622ce2d,tg:lhhs:10222,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5 cm","27,5 x 21,5 cm"
0b7f1456-2228-5c84-af8b-6ee3fbb45f76,tg:lhhs:8301,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,7 x 21","29,7 x 21"
ebd6d177-f1bf-5653-8cb2-c8b680f340dd,tg:lhhs:20694,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,7 x 21,0","29,7 x 21,0"
0f2b7f0f-eaa3-5d66-acf4-2c5c1e7685e4,tg:lhhs:19900,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"20,9 x 16,8","20,9 x 16,8"
97bb848d-0a3d-5931-bae8-cae714e41b49,tg:lhhs:1823,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"23,9 x 19,9","23,9 x 19,9"
9c9ef39c-68b3-5abe-a895-0bbd0defb57c,tg:lhhs:18612,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5","27,5 x 21,5"
9143a09e-6aef-53bb-a5c6-0df267fd7e05,tg:lhhs:1989,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"25,2 x 20,2","25,2 x 20,2"
63b65fe1-a553-5702-ab94-db75a921a9e1,tg:lhhs:5163,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,4 x 19,6","27,4 x 19,6"
a4dbdc50-f57e-5000-9ae7-bab58c7bf18a,tg:lhhs:10388,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,5 x 21 cm","29,5 x 21 cm"
562f0269-92ec-5aee-9ecc-26d0d78f5b92,tg:lhhs:9843,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,26 x 21 cm,26 x 21 cm
813d617e-946d-5552-994a-f86cc9d2c818,tg:lhhs:11960,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,33 x 22 cm,33 x 22 cm
fb607730-08c8-5a16-be10-94bf65b354cf,tg:lhhs:10672,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"28,5 x 22,5 cm","28,5 x 22,5 cm"
2eee2e3f-331b-54b6-a9c8-bee430ed25e9,tg:lhhs:8751,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"11,5 x 13,3","11,5 x 13,3"
5c84d27a-4898-515b-ab92-4f279964a549,tg:lhhs:5499,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,1 x 13,4","21,1 x 13,4"
a6afb95b-3287-5889-90a2-066e9cef1db7,tg:lhhs:18242,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21 x 16,6","21 x 16,6"
29d7bb15-90cd-5bb0-bb16-e0e352922a93,tg:lhhs:4322,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,1 x 14,8","21,1 x 14,8"
a9657bff-e5e4-5bbd-91c8-f0f5545c029f,tg:lhhs:15923,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"33,5 x 21,5","33,5 x 21,5"
cbc61820-c00b-5de1-a856-b399038c4090,tg:lhhs:115,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5","27,5 x 21,5"
87014621-3546-575c-bcd3-9ed7fbd623f1,tg:lhhs:11433,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21 x 29,5","21 x 29,5"
856ed58d-db88-5941-b064-405256763444,tg:lhhs:21085,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21 X 29,4","21 X 29,4"
5ee1653e-f1a1-5bd3-9cbd-e0fd7d7db936,tg:lhhs:19003,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5","27,5 x 21,5"
ec116209-1a86-5a39-a18e-547579caf39c,tg:lhhs:1120,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"15,7 x 11,6","15,7 x 11,6"
5f149902-0a4b-5660-8703-f59427584064,tg:lhhs:5860,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"14,7 x 21","14,7 x 21"
9f4cf17b-9cd1-5aa1-86ba-f8d2d63a4d16,tg:lhhs:4772,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"15,8 x 14,7","15,8 x 14,7"
c3207ac9-7311-5c4b-9bdc-ccaa7910a560,tg:lhhs:11599,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"30,4 x 15,2","30,4 x 15,2"
fa14aa44-fb92-54ef-93fd-bd55a48b0409,tg:lhhs:14261,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,5 x 17","21,5 x 17"
23a3977c-16df-517d-b3ae-0125b2e476ec,tg:lhhs:545,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"20,3 x 31,4","20,3 x 31,4"
4fe24531-2367-5017-bfc3-59ea6a5c7441,tg:lhhs:15889,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,5 x 21","29,5 x 21"
2fb42f70-7386-5884-9343-041e9f6cf5e0,tg:lhhs:9140,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,28 x 22 cm,28 x 22 cm
5344d5ed-3e90-5555-82a1-50ddd071c34e,tg:lhhs:11063,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"17,6 x 21,2","17,6 x 21,2"
11a2c2e5-4cd2-5d16-ad1f-4a335e3c800f,tg:lhhs:19453,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"22 x 14,7","22 x 14,7"
332c02b6-4344-5dab-81e4-20f3150cf129,tg:lhhs:1570,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"13,8 x 20,9","13,8 x 20,9"
15042a39-fd82-5afa-9c6c-f7800e95648f,tg:lhhs:11576,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"19 x 12,5","19 x 12,5"
ea19602d-05b7-53a9-bc55-50efe2d76cd7,tg:lhhs:1065,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"20,9 x 16,6","20,9 x 16,6"
694513d8-cb6f-5ec8-be28-14530e5b7d41,tg:lhhs:3058,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"29,7 x 21,0","29,7 x 21,0"
d64485b9-cba2-5195-89ed-49d991524464,tg:lhhs:19146,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"21,5 x 11","21,5 x 11"
1521c0e9-cebd-51fa-bfe1-77266eefdcf7,tg:lhhs:4267,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"20 x 26,9","20 x 26,9"
a419dee8-f661-5109-95c0-6d6cdd8fc50d,tg:lhhs:14774,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,25 x 17,25 x 17
848d47cf-bff0-50b9-89da-7a6a35f781bb,tg:lhhs:16749,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"22,2 x 13,9","22,2 x 13,9"
6f183175-cf9d-515d-afdc-6ccc4959930a,tg:lhhs:11126,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"20,9 x 24,9","20,9 x 24,9"
46ef0b3e-0ccf-5701-b967-7eccb7813e1e,tg:lhhs:9005,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27 x 21,5 cm","27 x 21,5 cm"
374e1cc2-1b91-54d5-bce7-3c1b7aaf1a26,tg:lhhs:1435,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5","27,5 x 21,5"
78bdbcaf-8f6d-5ddc-8535-06ae946e1a43,tg:lhhs:19516,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,19 x 11,19 x 11
8c08f6a9-f546-5a0a-aed9-aba9ca81fa2c,tg:lhhs:3408,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5","27,5 x 21,5"
c7c774f5-f541-5266-aea6-955b93d1159d,tg:lhhs:7918,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"26 x 21,2","26 x 21,2"
30c8a8db-2d50-5796-b7bf-dc02eaf89490,tg:lhhs:5925,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5","27,5 x 21,5"
b5a4caa3-08d4-555b-86ae-175781b5d005,tg:lhhs:4637,DimensionSourceNotes,1,kenmerken/lhformaths.lhformathsafm,"25,0 x 15,5","25,0 x 15,5"
