ResourceID,brocade.id,card,order,ire.isaar.uuid,Artistic ISAAR Brocade ID,Artistic Actor Role,Artistic Actor Note,Artistic Actor Widget,Artistic Actor Identifier
93ffcee9-3198-5991-8a1f-f4bd6de1aca1,tg:lhdc:3234,ArtisticContent,1,e6d4d830-b09b-53ec-8b5e-608f3ae62563,au::11837,authors,,"dlod={""name"":""Lia Lucassen"",""ark"":""ark:/83110/x0/e6d4d830-b09b-53ec-8b5e-608f3ae62563"",""uri"":""/agents/people/84489"",""id"":""au::11837"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e6d4d830-b09b-53ec-8b5e-608f3ae62563
fe4bd5d8-bcac-5756-b7f4-5c0b5cc0308a,tg:lhdc:1209,ArtisticContent,1,07d7cf07-d9f8-5952-a80d-87c38b2f4883,au::15717,translators,,"dlod={""name"":""Georgette de Rijcke"",""ark"":""ark:/83110/x0/07d7cf07-d9f8-5952-a80d-87c38b2f4883"",""uri"":""/agents/people/64373"",""id"":""au::15717"",""nameWithContext"":[""Rina van Erck""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/07d7cf07-d9f8-5952-a80d-87c38b2f4883
54b55676-f60f-5f9d-abfd-fc6ab28fa0dd,tg:lhdc:1823,ArtisticContent,1,fb298bc8-c20f-57ae-bc1f-7b17be1bec72,au::198,translators,,"dlod={""name"":""Piet van Aken"",""ark"":""ark:/83110/x0/fb298bc8-c20f-57ae-bc1f-7b17be1bec72"",""uri"":""/agents/people/66595"",""id"":""au::198"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fb298bc8-c20f-57ae-bc1f-7b17be1bec72
1f6e8fbd-93f1-5fd9-9d8e-029293aa8c69,tg:lhdc:4322,ArtisticContent,1,075011c8-cb1a-5544-a547-97646ad35368,au::21242,translators,,"dlod={""name"":""Johan Willem Frederik Werumeus Buning"",""ark"":""ark:/83110/x0/075011c8-cb1a-5544-a547-97646ad35368"",""uri"":""/agents/people/59099"",""id"":""au::21242"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/075011c8-cb1a-5544-a547-97646ad35368
e82a4066-c13b-5c1e-a89a-f242d880158f,tg:lhdc:1570,ArtisticContent,1,07d7cf07-d9f8-5952-a80d-87c38b2f4883,au::15717,translators,,"dlod={""name"":""Georgette de Rijcke"",""ark"":""ark:/83110/x0/07d7cf07-d9f8-5952-a80d-87c38b2f4883"",""uri"":""/agents/people/64373"",""id"":""au::15717"",""nameWithContext"":[""Rina van Erck""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/07d7cf07-d9f8-5952-a80d-87c38b2f4883
a4f839b8-c912-557b-91e8-49e0629b7ca8,tg:lhdc:1435,ArtisticContent,1,f0c6ae77-8bc3-5c83-97a8-eaa0f503f679,au::7083,translators,,"dlod={""name"":""Marc Galle"",""ark"":""ark:/83110/x0/f0c6ae77-8bc3-5c83-97a8-eaa0f503f679"",""uri"":""/agents/people/85129"",""id"":""au::7083"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f0c6ae77-8bc3-5c83-97a8-eaa0f503f679
c73efc8c-499e-5620-9f16-d42150dabc4f,tg:lhdc:3408,ArtisticContent,1,07029690-d662-5793-89be-d559b4abcd04,au::5078,authors,,"dlod={""name"":""Marc Decorte"",""ark"":""ark:/83110/x0/07029690-d662-5793-89be-d559b4abcd04"",""uri"":""/agents/people/70217"",""id"":""au::5078"",""nameWithContext"":[""Marcel Vincent Decorte"",""Jan Marcken""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/07029690-d662-5793-89be-d559b4abcd04
14f597ea-cc38-5294-ac90-c97e8f7570c6,tg:lhdc:4637,ArtisticContent,1,73d567b5-3534-5919-ba3e-f65d64614aa1,au::12360,authors,,"dlod={""name"":""Jan Matterne"",""ark"":""ark:/83110/x0/73d567b5-3534-5919-ba3e-f65d64614aa1"",""uri"":""/agents/people/74618"",""id"":""au::12360"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/73d567b5-3534-5919-ba3e-f65d64614aa1
1c069000-f37d-58f1-9832-62d2d4955dc6,tg:lhdc:1966,ArtisticContent,1,bb288e25-bb3f-5c27-9c52-d4a25f5b9695,au::27861,translators,,"dlod={""name"":""Marc Colpaert"",""ark"":""ark:/83110/x0/bb288e25-bb3f-5c27-9c52-d4a25f5b9695"",""uri"":""/agents/people/62040"",""id"":""au::27861"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bb288e25-bb3f-5c27-9c52-d4a25f5b9695
d9ef42d8-16a5-5f6b-aca1-2c16301c98bc,tg:lhdc:2649,ArtisticContent,1,93c7620b-3f6b-5f95-9a82-8c4dec54a166,au::13218,authors,,"dlod={""name"":""Lou Mourik"",""ark"":""ark:/83110/x0/93c7620b-3f6b-5f95-9a82-8c4dec54a166"",""uri"":""/agents/people/57532"",""id"":""au::13218"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/93c7620b-3f6b-5f95-9a82-8c4dec54a166
863f5eca-b4fe-5ff0-9545-a487d5b19de6,tg:lhdc:953,ArtisticContent,1,07d7cf07-d9f8-5952-a80d-87c38b2f4883,au::15717,authors,,"dlod={""name"":""Georgette de Rijcke"",""ark"":""ark:/83110/x0/07d7cf07-d9f8-5952-a80d-87c38b2f4883"",""uri"":""/agents/people/64373"",""id"":""au::15717"",""nameWithContext"":[""Rina van Erck""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/07d7cf07-d9f8-5952-a80d-87c38b2f4883
2efcd247-0093-5f43-a4c1-a70f6ed1403e,tg:lhdc:2219,ArtisticContent,1,047deafc-b1d5-50d0-9377-0cb178b74873,au::10841,authors,,"dlod={""name"":""Gie Laenen"",""ark"":""ark:/83110/x0/047deafc-b1d5-50d0-9377-0cb178b74873"",""uri"":""/agents/people/73192"",""id"":""au::10841"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/047deafc-b1d5-50d0-9377-0cb178b74873
41d14d41-dfc1-54f9-8a08-852c1805028e,tg:lhdc:4119,ArtisticContent,1,7feb9aa2-95c2-5074-ad3a-e04262d58d15,au::779,authors,,"dlod={""name"":""Eddy Asselbergs"",""ark"":""ark:/83110/x0/7feb9aa2-95c2-5074-ad3a-e04262d58d15"",""uri"":""/agents/people/66409"",""id"":""au::779"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7feb9aa2-95c2-5074-ad3a-e04262d58d15
c57e010f-886e-58a7-b3b0-b053513b9962,tg:lhdc:4549,ArtisticContent,1,db35aaf4-a7ca-55ba-85fa-4358f3f0c548,au::46835,authors,,"dlod={""name"":""Marc de Bie"",""ark"":""ark:/83110/x0/db35aaf4-a7ca-55ba-85fa-4358f3f0c548"",""uri"":""/agents/people/55707"",""id"":""au::46835"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/db35aaf4-a7ca-55ba-85fa-4358f3f0c548
308a4123-ad05-5ab6-93fe-1353f2e949eb,tg:lhdc:3263,ArtisticContent,1,540e9580-80db-5b18-802f-5d1977b08ec5,au::15846,authors,,"dlod={""name"":""Leo Roelants"",""ark"":""ark:/83110/x0/540e9580-80db-5b18-802f-5d1977b08ec5"",""uri"":""/agents/people/87196"",""id"":""au::15846"",""nameWithContext"":[""Leo van Tichelen""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/540e9580-80db-5b18-802f-5d1977b08ec5
f5ee3ee2-4185-5e70-9efb-437c54abf769,tg:lhdc:791,ArtisticContent,1,a4d76cae-8c25-5286-a893-facd47034ffc,au::14237,authors,,"dlod={""name"":""Herman van Overbeke"",""ark"":""ark:/83110/x0/a4d76cae-8c25-5286-a893-facd47034ffc"",""uri"":""/agents/people/90913"",""id"":""au::14237"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a4d76cae-8c25-5286-a893-facd47034ffc
2a28e1e7-f916-57ad-835d-e2681ece6f46,tg:lhdc:3799,ArtisticContent,1,1c681418-ed83-5c3a-ba22-1b2719c15c7f,au::8194,authors,,"dlod={""name"":""Karel Haerens"",""ark"":""ark:/83110/x0/1c681418-ed83-5c3a-ba22-1b2719c15c7f"",""uri"":""/agents/people/89552"",""id"":""au::8194"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1c681418-ed83-5c3a-ba22-1b2719c15c7f
7e3aa133-adc9-5928-96d0-ef4322952dcd,tg:lhdc:2472,ArtisticContent,1,256a48fd-9dc9-550a-9229-14aa6f4ddde3,au::21161,translators,,"dlod={""name"":""Jan van den Weghe"",""ark"":""ark:/83110/x0/256a48fd-9dc9-550a-9229-14aa6f4ddde3"",""uri"":""/agents/people/93268"",""id"":""au::21161"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/256a48fd-9dc9-550a-9229-14aa6f4ddde3
815db3e8-919e-5bd2-a0b0-cb8cf85391b7,tg:lhdc:2022,ArtisticContent,1,bb288e25-bb3f-5c27-9c52-d4a25f5b9695,au::27861,translators,,"dlod={""name"":""Marc Colpaert"",""ark"":""ark:/83110/x0/bb288e25-bb3f-5c27-9c52-d4a25f5b9695"",""uri"":""/agents/people/62040"",""id"":""au::27861"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bb288e25-bb3f-5c27-9c52-d4a25f5b9695
2ae68211-f898-5a98-a0c7-4596b2e5e799,tg:lhdc:4725,ArtisticContent,1,3928ae21-247a-5a15-b483-783fd5798b84,au::8733,authors,,"dlod={""name"":""Hubert van Herreweghen"",""ark"":""ark:/83110/x0/3928ae21-247a-5a15-b483-783fd5798b84"",""uri"":""/agents/people/68886"",""id"":""au::8733"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3928ae21-247a-5a15-b483-783fd5798b84
c97309fe-5445-5e17-8c69-b7c249d559c0,tg:lhdc:512,ArtisticContent,1,496c666b-1299-5485-a8b8-a0dc40c03f99,au::19238,authors,,"dlod={""name"":""René Verbeeck"",""ark"":""ark:/83110/x0/496c666b-1299-5485-a8b8-a0dc40c03f99"",""uri"":""/agents/people/63641"",""id"":""au::19238"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/496c666b-1299-5485-a8b8-a0dc40c03f99
3a9901ea-3fe6-507c-8c41-35a0c4ee2671,tg:lhdc:1177,ArtisticContent,1,5238371a-03a6-5d3f-9044-42e9f503f2b4,au::1678,authors,,"dlod={""name"":""Tristan Bernard"",""ark"":""ark:/83110/x0/5238371a-03a6-5d3f-9044-42e9f503f2b4"",""uri"":""/agents/people/65188"",""id"":""au::1678"",""nameWithContext"":[""Paul Bernard""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5238371a-03a6-5d3f-9044-42e9f503f2b4
fd6a995a-8b02-5ecf-87f3-10974aba08a3,tg:lhdc:4375,ArtisticContent,1,4928ebc0-c5c2-5fbd-8ffd-af38723363f2,au::6820,authors,,"dlod={""name"":""Joos Florquin"",""ark"":""ark:/83110/x0/4928ebc0-c5c2-5fbd-8ffd-af38723363f2"",""uri"":""/agents/people/85263"",""id"":""au::6820"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4928ebc0-c5c2-5fbd-8ffd-af38723363f2
7244620e-2a55-5ce5-9ec0-a0b4064e60c1,tg:lhdc:3849,ArtisticContent,1,c2a6af60-f503-5bf4-84f6-2a4d7e4f6667,au::7410,authors,,"dlod={""name"":""Frans Gevels"",""ark"":""ark:/83110/x0/c2a6af60-f503-5bf4-84f6-2a4d7e4f6667"",""uri"":""/agents/people/52991"",""id"":""au::7410"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c2a6af60-f503-5bf4-84f6-2a4d7e4f6667
ad8d7135-07c0-5a74-ac17-24ccbfc18dfa,tg:lhdc:904,ArtisticContent,1,8e1942e5-e9bc-5a19-9a6e-f47769844675,au::6132,authors,,"dlod={""name"":""Germaine Dyckhoff-Ceunen"",""ark"":""ark:/83110/x0/8e1942e5-e9bc-5a19-9a6e-f47769844675"",""uri"":""/agents/people/87628"",""id"":""au::6132"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8e1942e5-e9bc-5a19-9a6e-f47769844675
2324bbd5-3433-55df-9713-5931879675f6,tg:lhdc:1931,ArtisticContent,1,8d63d3bb-1c4d-5d8b-853d-7a618e980e11,au::18454,translators,,"dlod={""name"":""Carlos Tindemans"",""ark"":""ark:/83110/x0/8d63d3bb-1c4d-5d8b-853d-7a618e980e11"",""uri"":""/agents/people/74790"",""id"":""au::18454"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8d63d3bb-1c4d-5d8b-853d-7a618e980e11
7a236080-d149-5045-bf11-24e87628ea34,tg:lhdc:1198,ArtisticContent,1,8ae7af59-4894-56ef-994a-1b50c2d7b6a2,au::13813,authors,,"dlod={""name"":""Helene Nolthenius"",""ark"":""ark:/83110/x0/8ae7af59-4894-56ef-994a-1b50c2d7b6a2"",""uri"":""/agents/people/60508"",""id"":""au::13813"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8ae7af59-4894-56ef-994a-1b50c2d7b6a2
6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,tg:lhdc:457,ArtisticContent,1,256a48fd-9dc9-550a-9229-14aa6f4ddde3,au::21161,translators,,"dlod={""name"":""Jan van den Weghe"",""ark"":""ark:/83110/x0/256a48fd-9dc9-550a-9229-14aa6f4ddde3"",""uri"":""/agents/people/93268"",""id"":""au::21161"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/256a48fd-9dc9-550a-9229-14aa6f4ddde3
0c7e4f85-7dd2-5b82-aa7b-929e9d43ba1f,tg:lhdc:1462,ArtisticContent,1,b1105014-53ec-5385-a115-ab645ed147c0,au::21312,translators,,"dlod={""name"":""Lowie Weynants"",""ark"":""ark:/83110/x0/b1105014-53ec-5385-a115-ab645ed147c0"",""uri"":""/agents/people/47630"",""id"":""au::21312"",""nameWithContext"":[""Lode Weyk""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b1105014-53ec-5385-a115-ab645ed147c0
d9a3fbc3-524c-51d2-a037-db5ce99c299c,tg:lhdc:4230,ArtisticContent,1,92f35f3d-58f3-5fd1-8545-2e7b3f70aeb1,au::21855,translators,,"dlod={""name"":""Fried Zuidweg"",""ark"":""ark:/83110/x0/92f35f3d-58f3-5fd1-8545-2e7b3f70aeb1"",""uri"":""/agents/people/91305"",""id"":""au::21855"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/92f35f3d-58f3-5fd1-8545-2e7b3f70aeb1
76f339aa-e986-5227-95ea-6a1b1b9afa6f,tg:lhdc:1032,ArtisticContent,1,07d7cf07-d9f8-5952-a80d-87c38b2f4883,au::15717,translators,,"dlod={""name"":""Georgette de Rijcke"",""ark"":""ark:/83110/x0/07d7cf07-d9f8-5952-a80d-87c38b2f4883"",""uri"":""/agents/people/64373"",""id"":""au::15717"",""nameWithContext"":[""Rina van Erck""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/07d7cf07-d9f8-5952-a80d-87c38b2f4883
80d6f87d-e838-5448-b6f1-cc48d28d04f5,tg:lhdc:2872,ArtisticContent,1,33d70205-24fc-5f97-a56e-b6e0b93e4d50,au::12720,authors,,"dlod={""name"":""René Metzemaekers"",""ark"":""ark:/83110/x0/33d70205-24fc-5f97-a56e-b6e0b93e4d50"",""uri"":""/agents/people/50706"",""id"":""au::12720"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/33d70205-24fc-5f97-a56e-b6e0b93e4d50
a275029b-8133-537e-8cf4-eec2b9bff617,tg:lhdc:3760,ArtisticContent,1,4d38bb7b-ddf6-55db-85d8-dcbcc38495ae,au::16227,translators,,"dlod={""name"":""Karel Ruyssinck"",""ark"":""ark:/83110/x0/4d38bb7b-ddf6-55db-85d8-dcbcc38495ae"",""uri"":""/agents/people/65458"",""id"":""au::16227"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4d38bb7b-ddf6-55db-85d8-dcbcc38495ae
404b06af-229e-5de9-a919-a2753e282f80,tg:lhdc:768,ArtisticContent,1,29b9b423-5f79-5fbd-9f97-69bc4e3b2cf7,au::52823,authors,,"dlod={""name"":""John Boynton Priestley"",""ark"":""ark:/83110/x0/29b9b423-5f79-5fbd-9f97-69bc4e3b2cf7"",""uri"":""/agents/people/91699"",""id"":""au::52823"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/29b9b423-5f79-5fbd-9f97-69bc4e3b2cf7
404b06af-229e-5de9-a919-a2753e282f80,tg:lhdc:768,ArtisticContent,2,80229e03-bfc0-59bc-b2fa-633475b065e1,au::54097,translators,,"dlod={""name"":""Jos Verlooy"",""ark"":""ark:/83110/x0/80229e03-bfc0-59bc-b2fa-633475b065e1"",""uri"":""/agents/people/74791"",""id"":""au::54097"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/80229e03-bfc0-59bc-b2fa-633475b065e1
2656059e-44b1-53d9-a3ab-d6c3b84fe9a3,tg:lhdc:2171,ArtisticContent,1,4d38bb7b-ddf6-55db-85d8-dcbcc38495ae,au::16227,translators,,"dlod={""name"":""Karel Ruyssinck"",""ark"":""ark:/83110/x0/4d38bb7b-ddf6-55db-85d8-dcbcc38495ae"",""uri"":""/agents/people/65458"",""id"":""au::16227"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4d38bb7b-ddf6-55db-85d8-dcbcc38495ae
ca9b5c93-8ce4-550f-8c09-22d56abc223e,tg:lhdc:2521,ArtisticContent,1,b0b59fe6-0d82-51f3-8a48-f751115f406f,au::113738,translators,,"dlod={""name"":""Flor Stein"",""ark"":""ark:/83110/x0/b0b59fe6-0d82-51f3-8a48-f751115f406f"",""uri"":""/agents/people/47777"",""id"":""au::113738"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b0b59fe6-0d82-51f3-8a48-f751115f406f
dff5c934-9eca-572d-b5d7-b46e29aacc17,tg:lhdc:1618,ArtisticContent,1,e2249c34-b574-592d-b13c-d7409e4991f7,au::14714,authors,,"dlod={""name"":""Edy Pevernagie"",""ark"":""ark:/83110/x0/e2249c34-b574-592d-b13c-d7409e4991f7"",""uri"":""/agents/people/52379"",""id"":""au::14714"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e2249c34-b574-592d-b13c-d7409e4991f7
ca91bb30-6d4b-5ae8-982c-557acc359cfb,tg:lhdc:3625,ArtisticContent,1,c207098a-85fd-533c-a923-81f3cd692157,au::3963,authors,,"dlod={""name"":""Gerda van Cleemput"",""ark"":""ark:/83110/x0/c207098a-85fd-533c-a923-81f3cd692157"",""uri"":""/agents/people/80539"",""id"":""au::3963"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c207098a-85fd-533c-a923-81f3cd692157
f0846677-a167-58bd-b536-a82c9375007c,tg:lhdc:787,ArtisticContent,1,07d7cf07-d9f8-5952-a80d-87c38b2f4883,au::15717,translators,,"dlod={""name"":""Georgette de Rijcke"",""ark"":""ark:/83110/x0/07d7cf07-d9f8-5952-a80d-87c38b2f4883"",""uri"":""/agents/people/64373"",""id"":""au::15717"",""nameWithContext"":[""Rina van Erck""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/07d7cf07-d9f8-5952-a80d-87c38b2f4883
27b911d1-ab6c-5e49-a369-4bc4769d6727,tg:lhdc:3275,ArtisticContent,1,e6d4d830-b09b-53ec-8b5e-608f3ae62563,au::11837,authors,,"dlod={""name"":""Lia Lucassen"",""ark"":""ark:/83110/x0/e6d4d830-b09b-53ec-8b5e-608f3ae62563"",""uri"":""/agents/people/84489"",""id"":""au::11837"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e6d4d830-b09b-53ec-8b5e-608f3ae62563
b997435e-62cc-5f78-baaf-1526e68c9478,tg:lhdc:857,ArtisticContent,1,6a21ec3d-daad-52ee-bf0f-68ea12d36672,au::15283,authors,,"dlod={""name"":""Willem Putman"",""ark"":""ark:/83110/x0/6a21ec3d-daad-52ee-bf0f-68ea12d36672"",""uri"":""/agents/people/74324"",""id"":""au::15283"",""nameWithContext"":[""Willem Hegeling"",""Jean du Parc""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6a21ec3d-daad-52ee-bf0f-68ea12d36672
ba5b3e21-a818-5464-815b-f1874a29b8f0,tg:lhdc:1862,ArtisticContent,1,fb78bc9f-d5d9-5902-8e3d-bd82663b9aa1,au::7989,authors,,"dlod={""name"":""Rose Gronon"",""ark"":""ark:/83110/x0/fb78bc9f-d5d9-5902-8e3d-bd82663b9aa1"",""uri"":""/agents/people/93687"",""id"":""au::7989"",""nameWithContext"":[""Marthe Bellefroid"",""Bella Wildert""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fb78bc9f-d5d9-5902-8e3d-bd82663b9aa1
