ResourceID,brocade.id,card,order,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Note,Entity Widget,Entity Identifier
697fed17-e5ee-59ed-b9eb-5126ec80b459,tg:lhdc:2537,OriginalBrocade,1,25afb708-25b0-5185-b506-26e8748468ab,au::113736,directors (performing arts),,"dlod={""name"":""Ludo Schats"",""ark"":""ark:/83110/x0/25afb708-25b0-5185-b506-26e8748468ab"",""uri"":""/agents/people/77832"",""id"":""au::113736"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/25afb708-25b0-5185-b506-26e8748468ab
d1575020-0721-5685-a972-e30c2476f8a8,tg:lhdc:2167,OriginalBrocade,1,917eff88-272b-5f61-8688-e719c02effab,au::13683,directors (performing arts),,"dlod={""name"":""Herman Niels"",""ark"":""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""uri"":""/agents/people/86592"",""id"":""au::13683"",""nameWithContext"":[""Herman Cornelis""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab
f15274bf-0e02-5c8a-a85d-74b5b9e4e418,tg:lhdc:2864,OriginalBrocade,1,dcb62a22-267c-5384-b65b-f33e57854228,au::15899,directors (performing arts),,"dlod={""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/84942"",""id"":""au::15899"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
427907aa-7f3e-50f7-9387-3e29bd48c71a,tg:lhdc:284,OriginalBrocade,1,c9344b7a-af60-5204-8829-9258d362d4e0,au::21743,keywords,,"dlod={""name"":""Yver en Broedermin"",""ark"":""ark:/83110/x0/c9344b7a-af60-5204-8829-9258d362d4e0"",""uri"":""/agents/corporate_entities/21059"",""id"":""au::21743"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c9344b7a-af60-5204-8829-9258d362d4e0
427907aa-7f3e-50f7-9387-3e29bd48c71a,tg:lhdc:284,OriginalBrocade,2,cfac846c-e2b3-5074-8a22-403d1ca75ab4,au::1536,keywords,,"dlod={""name"":""Karel Benninck"",""ark"":""ark:/83110/x0/cfac846c-e2b3-5074-8a22-403d1ca75ab4"",""uri"":""/agents/people/55507"",""id"":""au::1536"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cfac846c-e2b3-5074-8a22-403d1ca75ab4
d3d42335-5419-56f6-82d0-fead9c7db9a2,tg:lhdc:2921,OriginalBrocade,1,37f07edc-067d-5149-95ea-8cb0fad7be19,au::2788,directors (performing arts),,"dlod={""name"":""Bert Brauns"",""ark"":""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""uri"":""/agents/people/66552"",""id"":""au::2788"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19
53608659-e49e-5b3e-8a69-c959b86de8bf,tg:lhdc:2188,OriginalBrocade,1,3ece257e-715d-540b-bdef-f3909580bce0,au::113733,directors (performing arts),,"dlod={""name"":""Jos Joos"",""ark"":""ark:/83110/x0/3ece257e-715d-540b-bdef-f3909580bce0"",""uri"":""/agents/people/89474"",""id"":""au::113733"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3ece257e-715d-540b-bdef-f3909580bce0
26d15d9f-8e01-5ff2-a090-290a3e04e7ee,tg:lhdc:1527,OriginalBrocade,1,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,,"dlod={""name"":""Max Rooses"",""ark"":""ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f"",""uri"":""/agents/people/60147"",""id"":""au::16015"",""nameWithContext"":[""P. Comestor""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f
fd6a995a-8b02-5ecf-87f3-10974aba08a3,tg:lhdc:4375,OriginalBrocade,2,c63f18c9-3df8-57fe-b588-b6ae73d5d64d,au::21726,keywords,,"dlod={""name"":""Eugeen Yoors"",""ark"":""ark:/83110/x0/c63f18c9-3df8-57fe-b588-b6ae73d5d64d"",""uri"":""/agents/people/53895"",""id"":""au::21726"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c63f18c9-3df8-57fe-b588-b6ae73d5d64d
15405e4c-0613-5379-af4d-8bcb245b1c8a,tg:lhdc:142,OriginalBrocade,1,ec088980-6865-51bc-953c-71bb468e9977,au::16864,keywords,,"dlod={""name"":""Michel Seuphor"",""ark"":""ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977"",""uri"":""/agents/people/82517"",""id"":""au::16864"",""nameWithContext"":[""Ferdinand Berckelaers""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977
fe418a0e-9ad0-53f0-8b2e-c87f1b876ce3,tg:lhdc:1874,OriginalBrocade,1,917eff88-272b-5f61-8688-e719c02effab,au::13683,directors (performing arts),,"dlod={""name"":""Herman Niels"",""ark"":""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""uri"":""/agents/people/86592"",""id"":""au::13683"",""nameWithContext"":[""Herman Cornelis""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab
fae3c9b9-42f4-56f5-bc67-8c47087e7dfb,tg:lhdc:841,OriginalBrocade,1,da1acd20-ab8b-5346-b6ba-1ed03b3d5b28,au::2671,directors (performing arts),,"dlod={""name"":""Karel de Brabander"",""ark"":""ark:/83110/x0/da1acd20-ab8b-5346-b6ba-1ed03b3d5b28"",""uri"":""/agents/people/61197"",""id"":""au::2671"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/da1acd20-ab8b-5346-b6ba-1ed03b3d5b28
6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,tg:lhdc:457,OriginalBrocade,2,38b66160-d303-5cba-9c0d-7c1d92f999c5,au::12040,directors (performing arts),,"dlod={""name"":""Robert Maes"",""ark"":""ark:/83110/x0/38b66160-d303-5cba-9c0d-7c1d92f999c5"",""uri"":""/agents/people/65721"",""id"":""au::12040"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/38b66160-d303-5cba-9c0d-7c1d92f999c5
2a606f69-d1f0-50b8-8f44-7086fdfb5192,tg:lhdc:292,OriginalBrocade,1,59fb2c83-6145-5453-9dab-dd54a04e12fa,au::2944,keywords,,"dlod={""name"":""Broedermin en Taalyver"",""ark"":""ark:/83110/x0/59fb2c83-6145-5453-9dab-dd54a04e12fa"",""uri"":""/agents/corporate_entities/24694"",""id"":""au::2944"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/59fb2c83-6145-5453-9dab-dd54a04e12fa
2a606f69-d1f0-50b8-8f44-7086fdfb5192,tg:lhdc:292,OriginalBrocade,2,8afa8dd9-0094-5cdc-a2b8-a507e60d1009,au::14495,keywords,,"dlod={""name"":""Hippoliet van Peene"",""ark"":""ark:/83110/x0/8afa8dd9-0094-5cdc-a2b8-a507e60d1009"",""uri"":""/agents/people/73284"",""id"":""au::14495"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8afa8dd9-0094-5cdc-a2b8-a507e60d1009
2f494987-7310-568e-b620-d6b4d2bfb7fa,tg:lhdc:338,OriginalBrocade,1,e6a249db-290c-5173-9555-21215fb0ee8a,au::35253,keywords,,"dlod={""name"":""Lovensche Rederykkamer \""Het Kerssouwken\"""",""ark"":""ark:/83110/x0/e6a249db-290c-5173-9555-21215fb0ee8a"",""uri"":""/agents/corporate_entities/19864"",""id"":""au::35253"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e6a249db-290c-5173-9555-21215fb0ee8a
62879df3-5777-52c4-b56a-eefef50480f9,tg:lhdc:2464,OriginalBrocade,1,25afb708-25b0-5185-b506-26e8748468ab,au::113736,directors (performing arts),,"dlod={""name"":""Ludo Schats"",""ark"":""ark:/83110/x0/25afb708-25b0-5185-b506-26e8748468ab"",""uri"":""/agents/people/77832"",""id"":""au::113736"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/25afb708-25b0-5185-b506-26e8748468ab
2a8c976d-5439-598e-978b-f02bb2d11b54,tg:lhdc:2937,OriginalBrocade,1,dcb62a22-267c-5384-b65b-f33e57854228,au::15899,directors (performing arts),,"dlod={""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/84942"",""id"":""au::15899"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
f0846677-a167-58bd-b536-a82c9375007c,tg:lhdc:787,OriginalBrocade,2,dcb62a22-267c-5384-b65b-f33e57854228,au::15899,directors (performing arts),,"dlod={""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/84942"",""id"":""au::15899"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
f0846677-a167-58bd-b536-a82c9375007c,tg:lhdc:787,OriginalBrocade,3,0ed949f4-06e3-5c67-bd4a-ae0a8d95392a,au::1665,directors (performing arts),,"dlod={""name"":""Robert Bernaerd"",""ark"":""ark:/83110/x0/0ed949f4-06e3-5c67-bd4a-ae0a8d95392a"",""uri"":""/agents/people/50770"",""id"":""au::1665"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0ed949f4-06e3-5c67-bd4a-ae0a8d95392a
ed710aa8-196f-5215-a035-49468657b8cb,tg:lhdc:4363,OriginalBrocade,2,2471c8d4-7469-594d-b7e6-bb1ebfd0419c,au::18808,keywords,,"dlod={""name"":""Jan Vaerten"",""ark"":""ark:/83110/x0/2471c8d4-7469-594d-b7e6-bb1ebfd0419c"",""uri"":""/agents/people/52203"",""id"":""au::18808"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2471c8d4-7469-594d-b7e6-bb1ebfd0419c
989d3a93-f2be-5fc4-a531-f4428fd6cc07,tg:lhdc:504,OriginalBrocade,2,dcb62a22-267c-5384-b65b-f33e57854228,au::15899,directors (performing arts),,"dlod={""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/84942"",""id"":""au::15899"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
037ffa4d-fe02-5ba0-8aeb-f190b2c31535,tg:lhdc:1531,OriginalBrocade,1,917eff88-272b-5f61-8688-e719c02effab,au::13683,directors (performing arts),,"dlod={""name"":""Herman Niels"",""ark"":""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""uri"":""/agents/people/86592"",""id"":""au::13683"",""nameWithContext"":[""Herman Cornelis""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab
de34f87d-daf6-53a7-bb22-5fc26fa2a81e,tg:lhdc:2126,OriginalBrocade,1,dcb62a22-267c-5384-b65b-f33e57854228,au::15899,directors (performing arts),,"dlod={""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/84942"",""id"":""au::15899"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
aba12009-3a87-5a74-b101-2717a200eadc,tg:lhdc:4158,OriginalBrocade,1,f94ec0da-e798-5da0-a117-6d1a9ea2f36a,au::3459,directors (performing arts),,"dlod={""name"":""Paul Cammermans"",""ark"":""ark:/83110/x0/f94ec0da-e798-5da0-a117-6d1a9ea2f36a"",""uri"":""/agents/people/75174"",""id"":""au::3459"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f94ec0da-e798-5da0-a117-6d1a9ea2f36a
02172a71-7cdd-5b69-a592-b83854ede9c0,tg:lhdc:2825,OriginalBrocade,1,31a2f4b8-51ac-51e3-bb47-860bbc17f85a,au::9613,directors (performing arts),,"dlod={""name"":""Bert Janssens"",""ark"":""ark:/83110/x0/31a2f4b8-51ac-51e3-bb47-860bbc17f85a"",""uri"":""/agents/people/75535"",""id"":""au::9613"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/31a2f4b8-51ac-51e3-bb47-860bbc17f85a
747aede5-a641-5025-afcc-e2cc4a57ee2d,tg:lhdc:3222,OriginalBrocade,1,dcb62a22-267c-5384-b65b-f33e57854228,au::15899,directors (performing arts),,"dlod={""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/84942"",""id"":""au::15899"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
40cadf49-e4e7-5318-844b-e0bb6dabf084,tg:lhdc:380,OriginalBrocade,1,9e56b3e3-e7ea-5056-b25c-7b9b6197f9ec,au::733,keywords,,"dlod={""name"":""Arte Caritas"",""ark"":""ark:/83110/x0/9e56b3e3-e7ea-5056-b25c-7b9b6197f9ec"",""uri"":""/agents/corporate_entities/20649"",""id"":""au::733"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9e56b3e3-e7ea-5056-b25c-7b9b6197f9ec
40cadf49-e4e7-5318-844b-e0bb6dabf084,tg:lhdc:380,OriginalBrocade,2,46eeb2a4-5622-5323-b344-5b92ea815ce2,au::28153,keywords,,"dlod={""name"":""De Stad Antwerpen"",""ark"":""ark:/83110/x0/46eeb2a4-5622-5323-b344-5b92ea815ce2"",""uri"":""/agents/corporate_entities/14535"",""id"":""au::28153"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/46eeb2a4-5622-5323-b344-5b92ea815ce2
8e6b849e-3f30-5a18-8740-8de7506364ba,tg:lhdc:2960,OriginalBrocade,1,dcb62a22-267c-5384-b65b-f33e57854228,au::15899,directors (performing arts),,"dlod={""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/84942"",""id"":""au::15899"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
0a89a144-65f4-5f84-939b-d848fe8b5779,tg:lhdc:103,OriginalBrocade,1,fb5ca92f-bfb6-5006-bf70-e0dd99153fb0,au::2356,keywords,,"dlod={""name"":""De Boomgaard"",""ark"":""ark:/83110/x0/fb5ca92f-bfb6-5006-bf70-e0dd99153fb0"",""uri"":""/agents/corporate_entities/13933"",""id"":""au::2356"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fb5ca92f-bfb6-5006-bf70-e0dd99153fb0
2101fd6f-7dc2-5609-a592-e221449f3216,tg:lhdc:945,OriginalBrocade,1,917eff88-272b-5f61-8688-e719c02effab,au::13683,directors (performing arts),,"dlod={""name"":""Herman Niels"",""ark"":""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""uri"":""/agents/people/86592"",""id"":""au::13683"",""nameWithContext"":[""Herman Cornelis""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab
2101fd6f-7dc2-5609-a592-e221449f3216,tg:lhdc:945,OriginalBrocade,2,0ed949f4-06e3-5c67-bd4a-ae0a8d95392a,au::1665,directors (performing arts),,"dlod={""name"":""Robert Bernaerd"",""ark"":""ark:/83110/x0/0ed949f4-06e3-5c67-bd4a-ae0a8d95392a"",""uri"":""/agents/people/50770"",""id"":""au::1665"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0ed949f4-06e3-5c67-bd4a-ae0a8d95392a
0090a3c0-a2ae-5ce4-a6d8-c37d8544f94a,tg:lhdc:1970,OriginalBrocade,1,917eff88-272b-5f61-8688-e719c02effab,au::13683,directors (performing arts),,"dlod={""name"":""Herman Niels"",""ark"":""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""uri"":""/agents/people/86592"",""id"":""au::13683"",""nameWithContext"":[""Herman Cornelis""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab
81d84b57-a4fc-5c60-b2c3-47de56f39ae2,tg:lhdc:416,OriginalBrocade,2,74430b3a-282d-5013-b777-363c2b882eaa,au::6111,subjects (content of works),,"dlod={""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/70425"",""id"":""au::6111"",""nameWithContext"":[""Prudens Simplicitas""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,tg:lhdc:251,OriginalBrocade,1,297536a4-a9d6-590d-b481-7ac90571bc39,au::10510:1:N:SE.8,keywords,,,
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,tg:lhdc:251,OriginalBrocade,2,4be4f934-b715-5b3c-9ffc-d22a76aa1ec6,au::10510:1:N:VZ.4,keywords,,,
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,tg:lhdc:251,OriginalBrocade,3,b52704dc-8931-50f7-ba2c-2e5db8acdcc5,au::3040,keywords,,"dlod={""name"":""Edouard Terbruggen"",""ark"":""ark:/83110/x0/b52704dc-8931-50f7-ba2c-2e5db8acdcc5"",""uri"":""/agents/people/63063"",""id"":""au::3040"",""nameWithContext"":[""Edward ter Bruggen""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b52704dc-8931-50f7-ba2c-2e5db8acdcc5
ad61f12f-d78a-52b1-bb01-eb74c6a76a00,tg:lhdc:1634,OriginalBrocade,1,1bcdb425-a04e-59c9-acdc-9b0d7b1c4387,au::13362,directors (performing arts),,"dlod={""name"":""Gust de Muynck"",""ark"":""ark:/83110/x0/1bcdb425-a04e-59c9-acdc-9b0d7b1c4387"",""uri"":""/agents/people/85686"",""id"":""au::13362"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1bcdb425-a04e-59c9-acdc-9b0d7b1c4387
4ac52b9b-3502-5c16-bb90-2a77c3e1e63a,tg:lhdc:4436,OriginalBrocade,2,12b830f7-0574-5ef3-b8d0-1bfff2d7fc76,au::14849,keywords,,"dlod={""name"":""Antoon Vander Plaetse"",""ark"":""ark:/83110/x0/12b830f7-0574-5ef3-b8d0-1bfff2d7fc76"",""uri"":""/agents/people/80099"",""id"":""au::14849"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/12b830f7-0574-5ef3-b8d0-1bfff2d7fc76
23f8431b-f020-57bb-91ea-ed09ad6889b0,tg:lhdc:314,OriginalBrocade,1,d14daa94-8858-5f23-8dd2-cf98885b7f54,au::112220,keywords,,"dlod={""name"":""Société Royale des Beaux-Arts et de littérature à Gand"",""ark"":""ark:/83110/x0/d14daa94-8858-5f23-8dd2-cf98885b7f54"",""uri"":""/agents/corporate_entities/27017"",""id"":""au::112220"",""nameWithContext"":[""Koninglyke Maetschappy van Schoone-Kunsten en Letterkunde te Gent"",""Koninglyke Maetschappy van Fraeie Kunsten en Letteren te Gent""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d14daa94-8858-5f23-8dd2-cf98885b7f54
23f8431b-f020-57bb-91ea-ed09ad6889b0,tg:lhdc:314,OriginalBrocade,2,9d0cc876-66e8-569c-b6f6-4c022dd1161a,au::3295,keywords,,"dlod={""name"":""Edmond de Busscher"",""ark"":""ark:/83110/x0/9d0cc876-66e8-569c-b6f6-4c022dd1161a"",""uri"":""/agents/people/48197"",""id"":""au::3295"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9d0cc876-66e8-569c-b6f6-4c022dd1161a
4e10bde1-d777-547f-b37d-6129fb6045ae,tg:lhdc:2274,OriginalBrocade,1,25afb708-25b0-5185-b506-26e8748468ab,au::113736,directors (performing arts),,"dlod={""name"":""Ludo Schats"",""ark"":""ark:/83110/x0/25afb708-25b0-5185-b506-26e8748468ab"",""uri"":""/agents/people/77832"",""id"":""au::113736"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/25afb708-25b0-5185-b506-26e8748468ab
7e53e246-046c-5022-bbc7-6336397e2d46,tg:lhdc:178,OriginalBrocade,1,e8db4670-cad9-59d6-a330-5a5e4c88b746,au::6306,subjects (content of works),,"dlod={""name"":""Willem Elsschot"",""ark"":""ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746"",""uri"":""/agents/people/54867"",""id"":""au::6306"",""nameWithContext"":[""Alfons de Ridder""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746
5e18b11d-9552-5be5-bdd5-f066bb83ac2a,tg:lhdc:20,OriginalBrocade,1,fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,au::978,keywords,,"dlod={""name"":""Jules Baetes"",""ark"":""ark:/83110/x0/fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed"",""uri"":""/agents/people/52617"",""id"":""au::978"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed
