ResourceID,brocade.id,card,Start Date,Start Date Type,End Date,End Date Type
23965c2c-f28f-5d24-af22-a7cef5c1caa2,tg:lhpr:3279_#1,ProductionTimeSpans,1979,nan,nan,nan
2a25571e-94bf-5d5b-882c-6add542e505e,tg:lhpr:3279_#2,ProductionTimeSpans,1979,nan,nan,nan
72241463-76c6-5e83-9424-97107c09c365,tg:lhpr:4292_#1,ProductionTimeSpans,1928,reconstructie,nan,nan
e5cbee76-9e8d-562f-ab28-f08b4ab43a95,tg:lhpr:4292_#2,ProductionTimeSpans,1928,reconstructie,nan,nan
468de07b-4720-5b6e-8b1d-a4d2982f4ecf,tg:lhpr:1585_#1,ProductionTimeSpans,1925,nan,nan,nan
4aef9fcc-4ec3-50db-a661-8795c391bbc1,tg:lhpr:1585_#2,ProductionTimeSpans,1925,nan,nan,nan
cc4f22db-177b-514e-8ddf-6d69a1390852,tg:lhpr:5694_#1,ProductionTimeSpans,1920,nan,nan,nan
4d3d2496-cd2f-5721-ae39-f43100a74af9,tg:lhpr:5694_#2,ProductionTimeSpans,1920,nan,nan,nan
8ea4b7c9-23ff-5c67-90a2-d208b958e795,tg:lhpr:2805_#1,ProductionTimeSpans,1977,nan,nan,nan
bc9dce92-bbe7-518f-8152-4a286ea6a7ae,tg:lhpr:2805_#2,ProductionTimeSpans,1977,nan,nan,nan
0fef2305-a0f1-5352-910a-4254bb3e28f0,tg:lhpr:2982_#1,ProductionTimeSpans,1940-11-16,nan,nan,nan
0c4d2680-a523-5345-9c50-c276675fe9e7,tg:lhpr:2982_#2,ProductionTimeSpans,1940-11-16,nan,nan,nan
4526f0e6-46a3-5ddf-9d52-873db14b7070,tg:lhpr:4293_#1,ProductionTimeSpans,1928,reconstructie,nan,nan
5d014347-396b-5384-95fc-7c490c2a35ba,tg:lhpr:4293_#2,ProductionTimeSpans,1928,reconstructie,nan,nan
bdfcb82a-65bb-5566-b1bd-6d802b06a871,tg:lhpr:3782_#1,ProductionTimeSpans,1928,nan,nan,nan
a83c0ef1-86c7-56f5-8288-f5c6119b36f6,tg:lhpr:3782_#2,ProductionTimeSpans,1928,nan,nan,nan
9721e2b9-5c50-5fbb-86e6-26161b9a73c7,tg:lhpr:3281_#1,ProductionTimeSpans,1949,nan,nan,nan
c2f7434f-cea6-57e7-b10f-64df8ef20887,tg:lhpr:3281_#2,ProductionTimeSpans,1949,nan,nan,nan
9b1e8106-659e-5ec5-bfd0-d87231d4949f,tg:lhpr:3281_#3,ProductionTimeSpans,1949,nan,nan,nan
ff8ef8f3-f4a7-5b37-b309-5f4318bc7ed1,tg:lhpr:3281_#4,ProductionTimeSpans,1949,nan,nan,nan
4fd0d00d-0592-52f1-b77b-38a1ef01767b,tg:lhpr:2490_#1,ProductionTimeSpans,1892,nan,nan,nan
d9f32a9f-7f03-59d8-9766-6f3498e83c8b,tg:lhpr:2490_#2,ProductionTimeSpans,1892,nan,nan,nan
9788a985-6bf4-59e5-b382-4c6839b7b444,tg:lhpr:2490_#3,ProductionTimeSpans,1892,nan,nan,nan
0399ac82-a092-51a7-80e0-1f27ec89e4fe,tg:lhpr:4401_#1,ProductionTimeSpans,1922,nan,nan,nan
64e4e16e-9a3a-5973-977e-e1ea5b71d923,tg:lhpr:4401_#2,ProductionTimeSpans,1922,nan,nan,nan
6688c62d-d34f-5e32-921c-f9d4766f1b89,tg:lhpr:10297_#1,ProductionTimeSpans,1918,nan,nan,nan
e7b10824-ce44-58c7-ab0b-a8e1a3a012a5,tg:lhpr:10297_#2,ProductionTimeSpans,1918,nan,nan,nan
b8e6446a-1aa1-507b-927f-5c80b20e93ee,tg:lhpr:10297_#3,ProductionTimeSpans,1918,nan,nan,nan
e6d6501b-5a47-53d1-8eeb-4b60fafff683,tg:lhpr:10297_#4,ProductionTimeSpans,1918,nan,nan,nan
e370ea46-fecf-5f4b-b724-b77755a78c0c,tg:lhpr:10297_#5,ProductionTimeSpans,1918,nan,nan,nan
e69511ae-29ed-572c-a2c1-3ae3d0684219,tg:lhpr:4456_#1,ProductionTimeSpans,1931,nan,nan,nan
8ca564f1-9891-581c-8438-a95a151e3d9a,tg:lhpr:4456_#2,ProductionTimeSpans,1931,nan,nan,nan
67de18a5-e353-555e-b35a-5fc91d3ee608,tg:lhpr:3286_#1,ProductionTimeSpans,1970,nan,nan,nan
4cd41920-f108-5fd6-9be4-3ce701cdd6ae,tg:lhpr:3286_#2,ProductionTimeSpans,1970,nan,nan,nan
4e691bfd-69ed-58fa-943b-c57147ba8a7d,tg:lhpr:3013_#1,ProductionTimeSpans,1889,nan,nan,nan
394e605c-c13a-56fb-a8e6-610e9da7a3ea,tg:lhpr:3013_#2,ProductionTimeSpans,1889,nan,nan,nan
0499f7a2-f472-5a91-93ed-3d963ac342ec,tg:lhpr:4294_#1,ProductionTimeSpans,1928,reconstructie,nan,nan
337a5587-81a3-550e-b052-58c1ff753296,tg:lhpr:4294_#2,ProductionTimeSpans,1928,reconstructie,nan,nan
f315ef23-c2cb-577f-96d4-457158aa498f,tg:lhpr:9259_#1,ProductionTimeSpans,1868,nan,nan,nan
1d9f4746-457b-58b0-928d-4081c7ce1ef6,tg:lhpr:9259_#2,ProductionTimeSpans,1868,nan,nan,nan
edf4ec9a-542d-5f6c-b483-241a30394f2b,tg:lhpr:2566_#1,ProductionTimeSpans,1893,nan,nan,nan
619fbc27-a65f-54eb-b991-1ed9f5c35aa2,tg:lhpr:2566_#2,ProductionTimeSpans,1893,nan,nan,nan
5203142f-793e-535f-9784-1fa1a50f9f99,tg:lhpr:3320_#1,ProductionTimeSpans,1950,nan,nan,nan
52beb4c7-e86a-5857-93cc-1f12fba30d86,tg:lhpr:3320_#2,ProductionTimeSpans,1950,nan,nan,nan
665257ae-fe50-5442-979f-82a2b2ac5bcc,tg:lhpr:6964_#1,ProductionTimeSpans,1922,reconstructie,nan,nan
d9a7e613-673c-586e-876f-c749f6e239fe,tg:lhpr:6964_#2,ProductionTimeSpans,1922,reconstructie,nan,nan
343ff997-55df-5035-a695-e029938cc974,tg:lhpr:6909_#1,ProductionTimeSpans,1881-09-25,datum na,nan,nan
3ed08327-088b-5a03-8b89-a1a7b5e9bedf,tg:lhpr:6909_#2,ProductionTimeSpans,1881-09-25,datum na,nan,nan
a2856a5b-c702-555d-8807-66275beb3ed5,tg:lhpr:2434_#1,ProductionTimeSpans,1928,nan,nan,nan
fba19a9d-3403-5522-8703-e4e95af075f7,tg:lhpr:2434_#2,ProductionTimeSpans,1928,nan,nan,nan
aaf4907a-b6f6-50c5-85ba-a6d5c4accd05,tg:lhpr:10771_#1,ProductionTimeSpans,1912,nan,nan,nan
a3d0d05b-88db-522e-b30a-9a04c76675d9,tg:lhpr:10771_#2,ProductionTimeSpans,1912,nan,nan,nan
97e8b586-4d89-5fed-9123-d66be78003b4,tg:lhpr:10771_#3,ProductionTimeSpans,1912,nan,nan,nan
e6f7d392-a563-5fc0-85f6-56f49225306f,tg:lhpr:10771_#4,ProductionTimeSpans,1912,nan,nan,nan
558d0ce3-bf2e-57b9-af58-e25b5710243d,tg:lhpr:10272_#1,ProductionTimeSpans,1927,nan,nan,nan
6a9a2041-91a1-5323-93f0-9a72b12973ac,tg:lhpr:10272_#2,ProductionTimeSpans,1927,nan,nan,nan
28681411-ed4a-5107-9032-4faa153f1e95,tg:lhpr:2906_#1,ProductionTimeSpans,1930,nan,nan,nan
d74a6745-ee1c-5f81-8cab-a60eb1ff78d2,tg:lhpr:2906_#2,ProductionTimeSpans,1930,nan,nan,nan
b125e54a-1f2e-5d5e-a7a9-ff38ffe10d57,tg:lhpr:2906_#3,ProductionTimeSpans,1930,nan,nan,nan
c032892d-65cf-5341-943b-e8a23c7f83c0,tg:lhpr:4190_#1,ProductionTimeSpans,1945,nan,nan,nan
c1c911af-32c8-57a7-9c89-e132f544495d,tg:lhpr:4190_#2,ProductionTimeSpans,1945,nan,nan,nan
59628a71-d2ea-5cce-9f37-b469b26cbcb4,tg:lhpr:4190_#3,ProductionTimeSpans,1945,nan,nan,nan
3dff42c0-1d46-5087-a286-6c199d783932,tg:lhpr:4344_#1,ProductionTimeSpans,1922,nan,nan,nan
52eb76f6-7c8c-5e3a-ad78-144fd1bd8064,tg:lhpr:4344_#2,ProductionTimeSpans,1922,nan,nan,nan
b6e731ec-b77a-5d75-9e08-a66604c68074,tg:lhpr:4344_#3,ProductionTimeSpans,1922,nan,nan,nan
7e702d72-db78-55ec-aca5-d117252d5be5,tg:lhpr:3481_#1,ProductionTimeSpans,1943,nan,nan,nan
3410febe-1eaa-516f-84ed-55fa7299a552,tg:lhpr:3481_#2,ProductionTimeSpans,1943,nan,nan,nan
0227d9d0-f0f2-5bc0-bcfb-ae1f6391709a,tg:lhpr:1351_#1,ProductionTimeSpans,1892,nan,1896,nan
b9786f85-006b-5714-9c4f-3dee6d1e1c6c,tg:lhpr:1351_#2,ProductionTimeSpans,1892,nan,1896,nan
1d09a407-71b7-5b75-afef-5237ea19dcf3,tg:lhpr:1351_#3,ProductionTimeSpans,1892,nan,1896,nan
4bd96f8b-081e-5528-b6c8-712e7a7dd41e,tg:lhpr:11245_#1,ProductionTimeSpans,nan,zonder datum,nan,nan
6e74f869-378d-503b-a2f2-f73fa6d1ba1e,tg:lhpr:11245_#2,ProductionTimeSpans,nan,zonder datum,nan,nan
30a2a4e1-9238-56bc-b581-d4443236bac5,tg:lhpr:11245_#3,ProductionTimeSpans,nan,zonder datum,nan,nan
f46d3679-9035-58db-ad1c-ff9762f0a45d,tg:lhpr:2496_#1,ProductionTimeSpans,1933,nan,nan,nan
d2e7820a-d525-59d7-a682-a69ccfb14a9b,tg:lhpr:2496_#2,ProductionTimeSpans,1933,nan,nan,nan
e8205940-6a71-52fe-9b0e-017901cd5a81,tg:lhpr:2496_#3,ProductionTimeSpans,1933,nan,nan,nan
147e3521-89f3-5d61-8292-a218f30f00c7,tg:lhpr:2880_#1,ProductionTimeSpans,1912-05-30,nan,nan,nan
bc3776de-a848-5723-b8cc-f76e3ac3dc91,tg:lhpr:2880_#2,ProductionTimeSpans,1912-05-30,nan,nan,nan
5c6864ab-0711-592b-a887-80f54238b2bb,tg:lhpr:4145_#1,ProductionTimeSpans,1919,nan,nan,nan
34ccd491-016a-5e45-b718-22f01ac6aa60,tg:lhpr:4145_#2,ProductionTimeSpans,1919,nan,nan,nan
37741ec2-e80a-5e17-8794-450e3353991b,tg:lhpr:9262_#1,ProductionTimeSpans,1868,nan,nan,nan
f5cd3b70-0ab5-5baf-9501-dc1aca0bbf18,tg:lhpr:9262_#2,ProductionTimeSpans,1868,nan,nan,nan
723ce361-0a03-5d3a-9675-1733c163a5e5,tg:lhpr:6803_#1,ProductionTimeSpans,1930,datum vóór,nan,nan
c84a68dc-285f-5274-8469-6607dde0415a,tg:lhpr:6803_#2,ProductionTimeSpans,1930,datum vóór,nan,nan
f3912089-2bd2-51cc-a20e-25ff6d1e23cb,tg:lhpr:6803_#3,ProductionTimeSpans,1930,datum vóór,nan,nan
61dbcd30-1866-52e9-bcd4-48c18fdcbc86,tg:lhpr:9133_#1,ProductionTimeSpans,1868,nan,nan,nan
5aa12087-4124-57da-8e20-a2de7c5763ef,tg:lhpr:9133_#2,ProductionTimeSpans,1868,nan,nan,nan
68181e5d-2821-5d6a-a171-e72f72e33e03,tg:lhpr:1554_#1,ProductionTimeSpans,1930,datum vóór,nan,nan
a1e94099-5c2b-5823-85d4-ab7ed150dfed,tg:lhpr:1554_#2,ProductionTimeSpans,1930,datum vóór,nan,nan
ae46f27a-f177-535a-b090-ffc79e3f886f,tg:lhpr:1554_#3,ProductionTimeSpans,1930,datum vóór,nan,nan
4d57faca-b7de-5a4d-a86f-2491bdddef70,tg:lhpr:1554_#4,ProductionTimeSpans,1930,datum vóór,nan,nan
7498d873-58ae-531c-8e32-464f9b20976d,tg:lhpr:2417_#1,ProductionTimeSpans,1889,nan,nan,nan
f891b1f2-f7e1-5668-9025-4a8aff6f4146,tg:lhpr:2417_#2,ProductionTimeSpans,1889,nan,nan,nan
305d8b41-35ff-5a8b-a807-cc012bd5b9f5,tg:lhpr:2417_#3,ProductionTimeSpans,1889,nan,nan,nan
23f1302c-1894-5856-8d34-016284974444,tg:lhpr:2417_#4,ProductionTimeSpans,1889,nan,nan,nan
7528aaf3-3ee4-51a1-bdcf-36e9cd2a864b,tg:lhpr:2417_#5,ProductionTimeSpans,1889,nan,nan,nan
f5e89db7-fcdc-5c6d-a127-8cdf9fd018b6,tg:lhpr:2417_#6,ProductionTimeSpans,1889,nan,nan,nan
7af03644-96bc-56d0-a1a7-19675c830dfc,tg:lhpr:3178_#1,ProductionTimeSpans,1963,nan,nan,nan
80116232-6095-5f93-b0e9-e5e83577037e,tg:lhpr:3178_#2,ProductionTimeSpans,1963,nan,nan,nan
c5d2dc94-6f32-54f2-91a3-5a8c625af4e1,tg:lhpr:1903_#1,ProductionTimeSpans,1912-07-11,nan,nan,nan
065433c1-8c2f-5f5f-a52c-8a06d0df8d2a,tg:lhpr:1903_#2,ProductionTimeSpans,1912-07-11,nan,nan,nan
e7aac6ef-00f8-582f-87e5-4f043d4278ad,tg:lhpr:1903_#3,ProductionTimeSpans,1912-07-11,nan,nan,nan
64590f3d-6b6e-5bc0-9000-972f8dbf5fa0,tg:lhpr:3292_#1,ProductionTimeSpans,1949,nan,nan,nan
7dd751b4-4846-5dbe-b9a4-4f6d69f9fa6b,tg:lhpr:3292_#2,ProductionTimeSpans,1949,nan,nan,nan
cd12e341-b547-55f4-9078-a8b665fbd12c,tg:lhpr:2600_#1,ProductionTimeSpans,1911,nan,nan,nan
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,ProductionTimeSpans,1911,nan,nan,nan
b1735fb5-eb24-5b4c-9023-cae863341bd1,tg:lhpr:2600_#3,ProductionTimeSpans,1911,nan,nan,nan
aa18a567-0c6c-5710-9b01-63c09d60bedc,tg:lhpr:8165_#1,ProductionTimeSpans,1890,circa,nan,nan
a0cd7aec-f1bf-56ea-8440-5cf7ceb1a8cc,tg:lhpr:8165_#2,ProductionTimeSpans,1890,circa,nan,nan
99ddf125-0ba4-5989-a3ac-769d7fa73bf5,tg:lhpr:10318_#1,ProductionTimeSpans,1920,nan,nan,nan
d2ff073e-e939-50f1-a6a0-f42dc90a9b50,tg:lhpr:10318_#2,ProductionTimeSpans,1920,nan,nan,nan
e370ea93-c531-5f6b-b9ee-e82449ff10d3,tg:lhpr:10267_#1,ProductionTimeSpans,1926,nan,nan,nan
965ebdbd-8c87-5153-986b-4cdd7f34a240,tg:lhpr:10267_#2,ProductionTimeSpans,1926,nan,nan,nan
dd737960-f804-5a56-be4d-f14bef1b74fd,tg:lhpr:10267_#3,ProductionTimeSpans,1926,nan,nan,nan
a3bef8ba-ec1b-54a3-9520-6727d2c5e288,tg:lhpr:2476_#1,ProductionTimeSpans,1869,nan,nan,nan
ba61d14f-aad9-545a-81bb-34d8af87248d,tg:lhpr:2476_#2,ProductionTimeSpans,1869,nan,nan,nan
81f101c5-94e9-5d01-bc09-b156ceea3a15,tg:lhpr:1718_#1,ProductionTimeSpans,1850,circa,nan,nan
550fe451-db97-5635-806c-91b4da065094,tg:lhpr:1718_#2,ProductionTimeSpans,1850,circa,nan,nan
e6c0993f-f042-5fc2-aa8e-001697032780,tg:lhpr:1467_#1,ProductionTimeSpans,1889,nan,nan,nan
1a57eab8-d086-539d-88f9-83e87848e0c4,tg:lhpr:1467_#2,ProductionTimeSpans,1889,nan,nan,nan
83a2845a-0b21-5387-ad24-c420897d9556,tg:lhpr:1467_#3,ProductionTimeSpans,1889,nan,nan,nan
a18f6460-04c4-5f79-a5ab-10c0a30d96e4,tg:lhpr:2877_#1,ProductionTimeSpans,1988-01-22,nan,nan,nan
09013417-637d-5e40-9a6d-6860b590eaf2,tg:lhpr:2877_#2,ProductionTimeSpans,1988-01-22,nan,nan,nan
deda484f-2711-5ccc-81a0-934856a14451,tg:lhpr:2230_#1,ProductionTimeSpans,1892,nan,nan,nan
207821e3-87cc-5e9e-80b5-24fd868082ec,tg:lhpr:2230_#2,ProductionTimeSpans,1892,nan,nan,nan
9fd0bd45-5c55-525f-ae70-1f3ee2b31b30,tg:lhpr:5582_#1,ProductionTimeSpans,nan,nan,nan,nan
3e04be60-40d4-5f00-b283-fbdae1351e22,tg:lhpr:5582_#2,ProductionTimeSpans,nan,nan,nan,nan
3ccbf3c4-2d3c-5e17-82df-296eed60967a,tg:lhpr:2178_#1,ProductionTimeSpans,1890,circa,nan,nan
b19bdc6f-034a-5965-a226-8d816e8b8568,tg:lhpr:2178_#2,ProductionTimeSpans,1890,circa,nan,nan
4d2a3313-91c7-5242-be43-05313826a3e2,tg:lhpr:2178_#3,ProductionTimeSpans,1890,circa,nan,nan
eaab3108-7991-5905-81ce-8d77beaae726,tg:lhpr:2178_#4,ProductionTimeSpans,1890,circa,nan,nan
7b176821-b74d-5ce5-ac18-8a7f582395df,tg:lhpr:9299_#1,ProductionTimeSpans,1886,datum na,1886-10-10,datum vóór
899a9631-c58e-5ea2-945d-a6a9c1534ee7,tg:lhpr:9299_#2,ProductionTimeSpans,1886,datum na,1886-10-10,datum vóór
bd6dc1fd-ed79-5f48-af9a-294c005bba60,tg:lhpr:9299_#3,ProductionTimeSpans,1886,datum na,1886-10-10,datum vóór
e0af51e4-fb67-5b58-a668-16633f0a67b6,tg:lhpr:9299_#4,ProductionTimeSpans,1886,datum na,1886-10-10,datum vóór
15d8ad41-cb42-5ee7-8916-58d2cecc9b26,tg:lhpr:9299_#5,ProductionTimeSpans,1886,datum na,1886-10-10,datum vóór
18d4696a-9d86-5a99-b15f-cc584f40782e,tg:lhpr:3179_#1,ProductionTimeSpans,1941-10-08,nan,nan,nan
de24bf1f-0f7e-5047-8111-1b1194a213f1,tg:lhpr:3179_#2,ProductionTimeSpans,1941-10-08,nan,nan,nan
11c71b4f-f98a-5758-9e56-5780029d15b7,tg:lhpr:188_#1,ProductionTimeSpans,1926,reconstructie,nan,nan
74669229-4015-50e2-9091-b4adc1cf19cf,tg:lhpr:188_#2,ProductionTimeSpans,1926,reconstructie,nan,nan
5bac8e78-70bc-5e5f-ad66-b21e3ce527de,tg:lhpr:6802_#1,ProductionTimeSpans,1930,datum vóór,nan,nan
33301f85-1a4e-5746-b530-5f9b8df7769f,tg:lhpr:6802_#2,ProductionTimeSpans,1930,datum vóór,nan,nan
fec7598a-4e70-5407-b617-a0f60c3a3fa8,tg:lhpr:6802_#3,ProductionTimeSpans,1930,datum vóór,nan,nan
cfcd9924-9381-5079-9f0c-644d5cc39950,tg:lhpr:6802_#4,ProductionTimeSpans,1930,datum vóór,nan,nan
3cb38917-7369-5df1-acfe-17b71d69f41d,tg:lhpr:5233_#1,ProductionTimeSpans,1923,nan,nan,nan
f3d7a172-3270-59e6-993d-fc247af5093b,tg:lhpr:5233_#2,ProductionTimeSpans,1923,nan,nan,nan
b794d9a1-bfad-5f28-8c58-1145b5467ffc,tg:lhpr:1724_#1,ProductionTimeSpans,1852,nan,nan,nan
0d697cf1-7eda-5ff4-83a0-cc3769030df9,tg:lhpr:1724_#2,ProductionTimeSpans,1852,nan,nan,nan
e06fb52d-7db3-59a0-ab9c-5c72eb96328e,tg:lhpr:1724_#3,ProductionTimeSpans,1852,nan,nan,nan
ae04629d-3c8c-5ade-a0c6-8846c5bc239b,tg:lhpr:1724_#4,ProductionTimeSpans,1852,nan,nan,nan
a0b809bb-f2dc-53cd-8c3c-d559c0d398b9,tg:lhpr:1724_#5,ProductionTimeSpans,1852,nan,nan,nan
0bea0305-0e2a-5500-bba5-91e0263dc3e9,tg:lhpr:1724_#6,ProductionTimeSpans,1852,nan,nan,nan
fa2cc098-d3e3-59b5-93be-a26eb9b1d442,tg:lhpr:1724_#7,ProductionTimeSpans,1852,nan,nan,nan
18468c03-9802-525e-ad15-25c1bae98d41,tg:lhpr:6805_#1,ProductionTimeSpans,1930,datum vóór,nan,nan
3741a6ae-0f7c-54dc-8ab7-d1ca43fbd24a,tg:lhpr:6805_#2,ProductionTimeSpans,1930,datum vóór,nan,nan
ea853297-7098-59a2-829d-857dc067a830,tg:lhpr:6805_#3,ProductionTimeSpans,1930,datum vóór,nan,nan
ca9fdc2a-6878-5403-80bd-cb45d2708e82,tg:lhpr:2515_#1,ProductionTimeSpans,1912,nan,nan,nan
cbeb7f76-324c-55d8-9f61-cde531ebe33f,tg:lhpr:2515_#2,ProductionTimeSpans,1912,nan,nan,nan
a58fd4a0-7b20-54f4-8941-e38f39ad1fb5,tg:lhpr:1552_#1,ProductionTimeSpans,1930,datum vóór,nan,nan
4d2402b3-3fd2-5c38-a2ac-86e951648e87,tg:lhpr:1552_#2,ProductionTimeSpans,1930,datum vóór,nan,nan
da4b8882-b9bd-526f-89c0-0364cd9b8f46,tg:lhpr:1552_#3,ProductionTimeSpans,1930,datum vóór,nan,nan
f81812d7-55a8-51cb-9619-1d1c2a8b0fbe,tg:lhpr:1552_#4,ProductionTimeSpans,1930,datum vóór,nan,nan
481ead55-7f8b-52f3-b832-e39013532ed3,tg:lhpr:10345_#1,ProductionTimeSpans,1917,nan,nan,nan
2da9d22d-e2ff-58f9-b7d1-18cb0095b460,tg:lhpr:10345_#2,ProductionTimeSpans,1917,nan,nan,nan
eeae209b-a009-5a3b-8b03-0bfe267f8fcf,tg:lhpr:1728_#1,ProductionTimeSpans,1944,reconstructie,nan,nan
d6a19780-5996-544b-a048-3593d1df1b8b,tg:lhpr:1728_#2,ProductionTimeSpans,1944,reconstructie,nan,nan
8f4cdcfe-941f-5dc8-893f-b56621577544,tg:lhpr:5696_#1,ProductionTimeSpans,1922-09-30,reconstructie,nan,nan
6199f72a-6a63-5f2b-9962-61dd982c6da0,tg:lhpr:5696_#2,ProductionTimeSpans,1922-09-30,reconstructie,nan,nan
b976bd79-b013-5c05-bf9d-640a8cadce0d,tg:lhpr:4290_#1,ProductionTimeSpans,1928,reconstructie,nan,nan
e196bda5-f765-5098-8fbc-d1b342c5aac2,tg:lhpr:4290_#2,ProductionTimeSpans,1928,reconstructie,nan,nan
2923ef36-af78-563d-955b-41e27556f4eb,tg:lhpr:2190_#1,ProductionTimeSpans,1924-01-06,nan,nan,nan
14f63383-8eba-5e75-b9da-0016236d77d8,tg:lhpr:2190_#2,ProductionTimeSpans,1924-01-06,nan,nan,nan
5ba9b7ad-97ff-5db4-95b5-17b36e1cfc9e,tg:lhpr:1495_#1,ProductionTimeSpans,1894,nan,nan,nan
22506ab0-3504-5422-8efa-9fa9af57f5a1,tg:lhpr:1495_#2,ProductionTimeSpans,1894,nan,nan,nan
53886432-41c9-5379-994d-7aca67919394,tg:lhpr:1495_#3,ProductionTimeSpans,1894,nan,nan,nan
8c5f8f05-105d-51ed-9d7b-391f2aa47b22,tg:lhpr:2493_#1,ProductionTimeSpans,1914-12-21,nan,nan,nan
465152f3-470a-5b57-a56e-f074f17ae471,tg:lhpr:2493_#2,ProductionTimeSpans,1914-12-21,nan,nan,nan
ed6552b4-b35c-5fe4-876b-c0c34c3eb65e,tg:lhpr:2610_#1,ProductionTimeSpans,1946-05-26,nan,nan,nan
6b573b28-d140-5bde-a315-78c4ab0d4767,tg:lhpr:2610_#2,ProductionTimeSpans,1946-05-26,nan,nan,nan
b0d87dd7-0a47-5340-bc84-76ae22f07234,tg:lhpr:2240_#1,ProductionTimeSpans,1888,nan,nan,nan
f2ae580f-4dd3-5b54-b769-315ab073489b,tg:lhpr:2240_#2,ProductionTimeSpans,1888,nan,nan,nan
2f1eb13f-1ae6-58b7-8ede-97280a076192,tg:lhpr:2240_#3,ProductionTimeSpans,1888,nan,nan,nan
a53e5e25-fd13-5de0-83ea-775d403f5acd,tg:lhpr:2240_#4,ProductionTimeSpans,1888,nan,nan,nan
80688dc9-7b51-5ff1-91dc-bfd508836f46,tg:lhpr:2217_#1,ProductionTimeSpans,1875,nan,1876,nan
d17aaf7d-4b4b-5470-b967-99ecee0efa83,tg:lhpr:2217_#2,ProductionTimeSpans,1875,nan,1876,nan
