ResourceID,brocade.id,card,order,source_field,Immaterial Record
926d6315-88a2-5e6d-b26e-4e613a95c902,tg:lhpr:1589_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""08b675a7-f189-57a9-9ae7-e44fdc429f9b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""867acfb9-8053-4d8d-914f-163265722bf2"", ""inverseOntologyProperty"": """"}]"
721be338-50e4-5c57-b80e-52adbff73a9c,tg:lhpr:1589_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""08b675a7-f189-57a9-9ae7-e44fdc429f9b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5343e79b-8843-4cd7-bc38-8db2a8eead85"", ""inverseOntologyProperty"": """"}]"
eb6ab5ec-09b2-59b0-852d-82a1eb573488,tg:lhpr:2761_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""575b6f57-e9a6-565f-95d2-dc91d2315303"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dc040451-5cb3-49df-8eec-8234207433b3"", ""inverseOntologyProperty"": """"}]"
25ca313f-55ee-5a4e-b029-bb3a6f02b4ac,tg:lhpr:2761_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""575b6f57-e9a6-565f-95d2-dc91d2315303"", ""ontologyProperty"": """", ""resourceXresourceId"": ""80124de1-7059-431f-aa00-1f8ba54dc693"", ""inverseOntologyProperty"": """"}]"
59f615f3-b1a3-5be8-886f-f455e26f156e,tg:lhpr:2761_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""575b6f57-e9a6-565f-95d2-dc91d2315303"", ""ontologyProperty"": """", ""resourceXresourceId"": ""08194227-0b71-4422-a08d-4965ce8c4493"", ""inverseOntologyProperty"": """"}]"
c31cf0fb-25b4-5b6e-a326-8e70c930458b,tg:lhpr:9300_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""86df218b-3efb-5217-89bf-57bc1b86a048"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a6b37358-9ec5-4c44-9a36-f8459ff5af5f"", ""inverseOntologyProperty"": """"}]"
07bd27a2-13fd-5ff2-be67-61e6a05502f7,tg:lhpr:9300_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""86df218b-3efb-5217-89bf-57bc1b86a048"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ba7a2fc9-8524-4770-b02e-403d58c413f7"", ""inverseOntologyProperty"": """"}]"
b8816ae6-9c3a-56e4-85ab-d42bd73e51f6,tg:lhpr:9300_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""86df218b-3efb-5217-89bf-57bc1b86a048"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c16acec1-71b5-42fc-86cf-6156f1c29289"", ""inverseOntologyProperty"": """"}]"
0f51fda1-a77d-5260-bec7-5c32a96cb2b4,tg:lhpr:9300_#4,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""86df218b-3efb-5217-89bf-57bc1b86a048"", ""ontologyProperty"": """", ""resourceXresourceId"": ""26f05937-b231-4b91-88e4-dd6ca0d8709c"", ""inverseOntologyProperty"": """"}]"
154abd28-c444-5579-a84d-67704ed595e9,tg:lhpr:9300_#5,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""86df218b-3efb-5217-89bf-57bc1b86a048"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5c044afd-b338-4500-8832-e39fb657726e"", ""inverseOntologyProperty"": """"}]"
3e77f9ae-ddaa-583a-b85b-2a7d587b1df0,tg:lhpr:9642_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""33c08e2f-6e85-5674-a301-0b182c989669"", ""ontologyProperty"": """", ""resourceXresourceId"": ""46158635-2503-437f-af08-03e99bdcf7ff"", ""inverseOntologyProperty"": """"}]"
c372bcdd-116b-5c6d-a4a6-4dc553865b05,tg:lhpr:9642_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""33c08e2f-6e85-5674-a301-0b182c989669"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aef6b963-4a7f-401e-adb4-dd11660a144a"", ""inverseOntologyProperty"": """"}]"
d2fc457d-bdb3-5d1d-868b-77635d7d98a6,tg:lhpr:2262_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""784a6994-54bc-584a-87d4-2cdea914c75b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ed5a57e5-e72a-4ade-8b86-3080272cf9b9"", ""inverseOntologyProperty"": """"}]"
4a7cb1fe-3c00-51e8-9278-33901a279f3e,tg:lhpr:2262_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""784a6994-54bc-584a-87d4-2cdea914c75b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""675825d6-db6d-4276-8d9f-7ea1c44158ed"", ""inverseOntologyProperty"": """"}]"
8918edba-1cfd-5a0a-9d0f-e4fbf7e15308,tg:lhpr:3541_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""87f82c4e-1046-5c9d-9133-da4cf882b94f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""818e6dcb-bd76-4ad6-b90c-cd723862ec82"", ""inverseOntologyProperty"": """"}]"
1a7e55cd-2be3-5005-8650-241517ea14de,tg:lhpr:3541_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""87f82c4e-1046-5c9d-9133-da4cf882b94f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""03166e70-a374-443c-9df1-ab10b4ee05f6"", ""inverseOntologyProperty"": """"}]"
6c82c52c-9543-57ff-aa71-cd758f5c701c,tg:lhpr:10296_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""7b6020e0-ecc5-5198-858b-56b57128ddea"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7114bea1-d09b-4a3d-bf1b-521379a6ece9"", ""inverseOntologyProperty"": """"}]"
dcf1e405-a74d-53b2-87ec-516a5a5c04a1,tg:lhpr:10296_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""7b6020e0-ecc5-5198-858b-56b57128ddea"", ""ontologyProperty"": """", ""resourceXresourceId"": ""75a51589-ad9c-43c1-81dc-5c02180e8289"", ""inverseOntologyProperty"": """"}]"
036ea36b-a741-5327-810d-d6b75d6d7b23,tg:lhpr:8136_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""bcba5933-f293-571c-83b6-291b429a6229"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1b778239-6304-4a62-8ee3-1cab479f2b19"", ""inverseOntologyProperty"": """"}]"
b25ad62e-19f4-572b-8194-6e3b37b0b699,tg:lhpr:8136_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""bcba5933-f293-571c-83b6-291b429a6229"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a7c000b0-31d5-4179-b4ac-8012c02889c0"", ""inverseOntologyProperty"": """"}]"
7d89982d-0ea8-5dab-bd8f-3702e599f028,tg:lhpr:2184_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""02c18db7-2c9c-5a65-9396-82d4bd76e8ff"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c9cc4521-ed46-4e35-851d-0aebd720a3b6"", ""inverseOntologyProperty"": """"}]"
17381590-bcd1-52ec-982a-0e1e174de782,tg:lhpr:2184_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""02c18db7-2c9c-5a65-9396-82d4bd76e8ff"", ""ontologyProperty"": """", ""resourceXresourceId"": ""90b4dc56-40a7-42df-9f9f-d37962e038a7"", ""inverseOntologyProperty"": """"}]"
a1421c55-9a0a-5b74-ab8a-a0b52838414b,tg:lhpr:2741_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""77130146-fd38-5f78-b70c-c9097630c6fa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6dc7338b-eff3-404f-864b-ad29ad6bc8c5"", ""inverseOntologyProperty"": """"}]"
4c65af97-b69f-5c2d-844e-f9091fdca802,tg:lhpr:2741_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""77130146-fd38-5f78-b70c-c9097630c6fa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dcebc62c-4954-4c0f-92a9-c220a9a348e0"", ""inverseOntologyProperty"": """"}]"
a1da1a60-05db-5f56-970c-885098ee7c6c,tg:lhpr:2741_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""77130146-fd38-5f78-b70c-c9097630c6fa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8d743885-8f3f-4914-b2d8-d7382c06c41f"", ""inverseOntologyProperty"": """"}]"
031be3f0-227c-5452-861a-3e6d68367945,tg:lhpr:2741_#4,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""77130146-fd38-5f78-b70c-c9097630c6fa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6ad55433-0f50-436a-8467-b11f32af9513"", ""inverseOntologyProperty"": """"}]"
1d42d45b-d645-50b0-becc-143a7a2e3d33,tg:lhpr:2741_#5,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""77130146-fd38-5f78-b70c-c9097630c6fa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e28dfb0d-83fd-4826-8345-4d0f75e279cd"", ""inverseOntologyProperty"": """"}]"
23965c2c-f28f-5d24-af22-a7cef5c1caa2,tg:lhpr:3279_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""0b47a514-ae89-5881-a647-a2bff1209e0b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c7d8ba81-90c3-4443-8ee7-fe60f2b1e947"", ""inverseOntologyProperty"": """"}]"
2a25571e-94bf-5d5b-882c-6add542e505e,tg:lhpr:3279_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""0b47a514-ae89-5881-a647-a2bff1209e0b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""13e52a66-4d8e-4694-93a7-5d31e99bbfb8"", ""inverseOntologyProperty"": """"}]"
72241463-76c6-5e83-9424-97107c09c365,tg:lhpr:4292_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""3563281f-1a79-55e2-81b8-50b8d9371d13"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2422cf89-eeff-4676-8e48-f2292ab73cac"", ""inverseOntologyProperty"": """"}]"
e5cbee76-9e8d-562f-ab28-f08b4ab43a95,tg:lhpr:4292_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""3563281f-1a79-55e2-81b8-50b8d9371d13"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0baf1c96-a9a8-47b1-899b-3f84e15fcd88"", ""inverseOntologyProperty"": """"}]"
468de07b-4720-5b6e-8b1d-a4d2982f4ecf,tg:lhpr:1585_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""42055d32-7ecb-5acc-a823-84bdbfca04d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""29cee08e-7f0d-43dc-9ee4-5ce302744da4"", ""inverseOntologyProperty"": """"}]"
4aef9fcc-4ec3-50db-a661-8795c391bbc1,tg:lhpr:1585_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""42055d32-7ecb-5acc-a823-84bdbfca04d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2e4d91ef-32a3-4177-a403-3914fae4b7f5"", ""inverseOntologyProperty"": """"}]"
cc4f22db-177b-514e-8ddf-6d69a1390852,tg:lhpr:5694_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""679cda99-6c1b-5e7e-b34b-12458a4dd429"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8a35d19e-6962-4e68-9757-f9cfc3bdab6b"", ""inverseOntologyProperty"": """"}]"
4d3d2496-cd2f-5721-ae39-f43100a74af9,tg:lhpr:5694_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""679cda99-6c1b-5e7e-b34b-12458a4dd429"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b85a416a-5714-438b-9a9d-15d6070ae0b9"", ""inverseOntologyProperty"": """"}]"
8ea4b7c9-23ff-5c67-90a2-d208b958e795,tg:lhpr:2805_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""9a47eea4-d105-5255-a7f8-09e0c9e45808"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2c1ef18e-a1ab-4ff6-ab81-1b575ee47951"", ""inverseOntologyProperty"": """"}]"
bc9dce92-bbe7-518f-8152-4a286ea6a7ae,tg:lhpr:2805_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""9a47eea4-d105-5255-a7f8-09e0c9e45808"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1662e88b-82a6-445a-88cc-b1ea0f70e0d2"", ""inverseOntologyProperty"": """"}]"
9226a92d-838b-53d2-b2ed-c88f893bc274,tg:lhpr:2296_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""80811a36-b06b-58bc-9bc2-b0c081b95b7f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""28bc9144-c8f0-4d75-a5eb-dd21121c3365"", ""inverseOntologyProperty"": """"}]"
aa3bb6c1-6a39-5d81-87f1-080ab597011b,tg:lhpr:2296_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""80811a36-b06b-58bc-9bc2-b0c081b95b7f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5c9f8e70-0859-4008-a785-9eacf8449835"", ""inverseOntologyProperty"": """"}]"
927ba322-e3e9-5920-85be-deed3df91870,tg:lhpr:2828_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""363ff04d-797c-523d-8370-04ba3e08d460"", ""ontologyProperty"": """", ""resourceXresourceId"": ""897503b6-4075-44a7-92b6-17c6210a47ee"", ""inverseOntologyProperty"": """"}]"
47118561-34b2-527a-9c20-0f3e6bb76a82,tg:lhpr:2828_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""363ff04d-797c-523d-8370-04ba3e08d460"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7a478482-bb30-43b5-b76c-e056807c5aff"", ""inverseOntologyProperty"": """"}]"
0fef2305-a0f1-5352-910a-4254bb3e28f0,tg:lhpr:2982_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""bb5cfb9b-d309-53ca-991a-1f6e23a558fe"", ""ontologyProperty"": """", ""resourceXresourceId"": ""64688720-9bbb-407a-92bf-0ebe2288bdc9"", ""inverseOntologyProperty"": """"}]"
0c4d2680-a523-5345-9c50-c276675fe9e7,tg:lhpr:2982_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""bb5cfb9b-d309-53ca-991a-1f6e23a558fe"", ""ontologyProperty"": """", ""resourceXresourceId"": ""db773918-36b6-4bc9-964f-38d7fd589401"", ""inverseOntologyProperty"": """"}]"
4526f0e6-46a3-5ddf-9d52-873db14b7070,tg:lhpr:4293_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""a98b9ea3-f562-527d-9a19-13adaf60b1b8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f7320a7e-7312-49b2-8881-f23d26b91f1a"", ""inverseOntologyProperty"": """"}]"
5d014347-396b-5384-95fc-7c490c2a35ba,tg:lhpr:4293_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""a98b9ea3-f562-527d-9a19-13adaf60b1b8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ecf29ca0-21bd-4cb5-950a-f580f2a5b1fb"", ""inverseOntologyProperty"": """"}]"
bdfcb82a-65bb-5566-b1bd-6d802b06a871,tg:lhpr:3782_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""aea75451-56ff-528a-b29b-45241e69ebdd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2aca4669-cde2-4a11-b9f3-c6e603d38527"", ""inverseOntologyProperty"": """"}]"
a83c0ef1-86c7-56f5-8288-f5c6119b36f6,tg:lhpr:3782_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""aea75451-56ff-528a-b29b-45241e69ebdd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""de68da70-dc79-4cf6-8bc2-71f48bd4e5f6"", ""inverseOntologyProperty"": """"}]"
9721e2b9-5c50-5fbb-86e6-26161b9a73c7,tg:lhpr:3281_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""80de0d1e-0cda-5ffa-9964-ba4096a01468"", ""ontologyProperty"": """", ""resourceXresourceId"": ""95d1515e-fd55-4f38-8959-d6c0d62b5d91"", ""inverseOntologyProperty"": """"}]"
c2f7434f-cea6-57e7-b10f-64df8ef20887,tg:lhpr:3281_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""80de0d1e-0cda-5ffa-9964-ba4096a01468"", ""ontologyProperty"": """", ""resourceXresourceId"": ""878fbc8a-d62f-47cd-b1e9-966e04187323"", ""inverseOntologyProperty"": """"}]"
9b1e8106-659e-5ec5-bfd0-d87231d4949f,tg:lhpr:3281_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""80de0d1e-0cda-5ffa-9964-ba4096a01468"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8feeba1e-ad86-46b9-aa62-6991e61fd141"", ""inverseOntologyProperty"": """"}]"
ff8ef8f3-f4a7-5b37-b309-5f4318bc7ed1,tg:lhpr:3281_#4,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""80de0d1e-0cda-5ffa-9964-ba4096a01468"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6483411c-c696-4800-a77d-6533c8b17cf9"", ""inverseOntologyProperty"": """"}]"
4fd0d00d-0592-52f1-b77b-38a1ef01767b,tg:lhpr:2490_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""65a0cb33-cebc-549c-a007-70faa6553b0d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""19743640-f82e-4757-b79f-222610378a9e"", ""inverseOntologyProperty"": """"}]"
d9f32a9f-7f03-59d8-9766-6f3498e83c8b,tg:lhpr:2490_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""65a0cb33-cebc-549c-a007-70faa6553b0d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""760f146a-d910-4fc8-9015-981b6525f739"", ""inverseOntologyProperty"": """"}]"
9788a985-6bf4-59e5-b382-4c6839b7b444,tg:lhpr:2490_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""65a0cb33-cebc-549c-a007-70faa6553b0d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bf09d416-4bf0-4a12-a6d3-8fe1636d3835"", ""inverseOntologyProperty"": """"}]"
0399ac82-a092-51a7-80e0-1f27ec89e4fe,tg:lhpr:4401_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""4644c385-d623-54be-8447-4fd11e5c1335"", ""ontologyProperty"": """", ""resourceXresourceId"": ""84d943c1-859f-454c-be6b-346c807eab6e"", ""inverseOntologyProperty"": """"}]"
64e4e16e-9a3a-5973-977e-e1ea5b71d923,tg:lhpr:4401_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""4644c385-d623-54be-8447-4fd11e5c1335"", ""ontologyProperty"": """", ""resourceXresourceId"": ""79004cb3-654e-4206-a910-76549d6d9cda"", ""inverseOntologyProperty"": """"}]"
645dce8f-eeee-524f-bd16-72d94c884241,tg:lhpr:2756_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""4e2dcc9d-8d1b-5eae-8a27-d227f1cd18eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""94bf2432-2bae-46bb-96bb-28175a2e7197"", ""inverseOntologyProperty"": """"}]"
a3e07a9f-e17f-517b-9946-84a0951ed487,tg:lhpr:2756_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""4e2dcc9d-8d1b-5eae-8a27-d227f1cd18eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c6489c02-bb34-4109-b8f0-e88d540a59b3"", ""inverseOntologyProperty"": """"}]"
e971f433-0d5a-59fb-80e2-f68a4a0227b1,tg:lhpr:2756_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""4e2dcc9d-8d1b-5eae-8a27-d227f1cd18eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""78c29998-f985-45c2-bb2d-42dd3d85b9f1"", ""inverseOntologyProperty"": """"}]"
6688c62d-d34f-5e32-921c-f9d4766f1b89,tg:lhpr:10297_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""1187a265-8a8c-5566-b13c-dd45755f42e2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""904ef80a-70db-404a-a0e3-e6c1fc508211"", ""inverseOntologyProperty"": """"}]"
e7b10824-ce44-58c7-ab0b-a8e1a3a012a5,tg:lhpr:10297_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""1187a265-8a8c-5566-b13c-dd45755f42e2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""03510afd-9e34-47b6-94e5-92bb28d577a3"", ""inverseOntologyProperty"": """"}]"
b8e6446a-1aa1-507b-927f-5c80b20e93ee,tg:lhpr:10297_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""1187a265-8a8c-5566-b13c-dd45755f42e2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bca05813-1798-4450-92dd-b52663627251"", ""inverseOntologyProperty"": """"}]"
e6d6501b-5a47-53d1-8eeb-4b60fafff683,tg:lhpr:10297_#4,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""1187a265-8a8c-5566-b13c-dd45755f42e2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""07ee6230-0d80-41c3-9142-ea4523fc173c"", ""inverseOntologyProperty"": """"}]"
e370ea46-fecf-5f4b-b724-b77755a78c0c,tg:lhpr:10297_#5,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""1187a265-8a8c-5566-b13c-dd45755f42e2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a9195ab8-8650-4da8-87b6-c59b1cb99fa0"", ""inverseOntologyProperty"": """"}]"
e69511ae-29ed-572c-a2c1-3ae3d0684219,tg:lhpr:4456_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""333d4b43-0a41-5b5c-9079-05a0f1b1d71f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22272d55-69c3-44a9-9250-4d59e1ef148c"", ""inverseOntologyProperty"": """"}]"
8ca564f1-9891-581c-8438-a95a151e3d9a,tg:lhpr:4456_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""333d4b43-0a41-5b5c-9079-05a0f1b1d71f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a4865cc8-15ae-4ad2-a284-091e40c6de75"", ""inverseOntologyProperty"": """"}]"
1797eba2-1a13-59b6-9d95-de094a631253,tg:lhpr:2776_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""422cbda1-5180-5412-9fe9-1c33714809fd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ab02bbe8-aaa6-4488-b6c8-b1042c6ceb0b"", ""inverseOntologyProperty"": """"}]"
