ResourceID,brocade.id,card,order,External Relation Note,External Relation,External Relation URL,External Relation URL Type,External Relation Note Language,External Relation Note Type
d2ea31ef-3568-5310-8aef-30eb6a6f2283,tg:lhpr:9992,ExternalRelations,1,"jg. 3 (1857), naast p. 37",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
811672ca-663e-5490-85bf-4d26f3d50098,tg:lhpr:9838,ExternalRelations,1,naast p. 174,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572014,Publicaties in de Anet catalogus,Nederlands,remarks
c2245b82-533b-5ade-8e0f-8a1bb59d9237,tg:lhpr:9459,ExternalRelations,1,p. 5,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:12274,Publicaties in de Anet catalogus,Nederlands,remarks
db584a68-261e-5e5f-b93f-ddfdeb166e32,tg:lhpr:10042,ExternalRelations,1,Plaat 33,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
4d4a39a0-1802-5d60-9d3e-bc5b5c783254,tg:lhpr:9770,ExternalRelations,1,naast p. 103,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:124833,Publicaties in de Anet catalogus,Nederlands,remarks
ad19a92a-d8ee-5bf1-b3e1-517a71811d9e,tg:lhpr:10107,ExternalRelations,1,Dl. XII,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:609032,Publicaties in de Anet catalogus,Nederlands,remarks
8cc5999b-e71e-527f-9a7f-f9d201e79f77,tg:lhpr:9818,ExternalRelations,1,naast p. 84,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571481,Publicaties in de Anet catalogus,Nederlands,remarks
894fafe1-3987-5ed7-86e4-1375447d798d,tg:lhpr:9727,ExternalRelations,1,naast p. 38 (soms 34),gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571547,Publicaties in de Anet catalogus,Nederlands,remarks
e8af4188-e3d9-5d7b-ae87-b68e7be3be43,tg:lhpr:10015,ExternalRelations,1,Plaat 6,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
c28d86e4-41d8-5119-bee1-f82006a4b0ed,tg:lhpr:10150,ExternalRelations,1,1861 - naast p. 90,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
fd129c90-de60-5ae2-9092-e728d0b6abdd,tg:lhpr:9662,ExternalRelations,1,", tussen p. 114 en 115.",gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571479,Publicaties in de Anet catalogus,Nederlands,remarks
791c7234-5ed2-581d-9bc2-6e5cfde872df,tg:lhpr:10003,ExternalRelations,1,"jg. 4 (1858), p. 89",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
1647351a-d547-5e04-91e0-2fe120f74442,tg:lhpr:9731,ExternalRelations,1,naast p. 71,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571560,Publicaties in de Anet catalogus,Nederlands,remarks
8b607c2a-c497-5b3c-a559-a88d49487a3b,tg:lhpr:9674,ExternalRelations,1," Dl. III, frontispies",gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571491/N,Publicaties in de Anet catalogus,Nederlands,remarks
c5197686-4212-5532-8e02-4cf697cf21ae,tg:lhpr:10146,ExternalRelations,1,1859 - naast p. 74,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
d1bf531a-58cf-51d5-b2cf-61ab017650de,tg:lhpr:9859,ExternalRelations,1,frontispies,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572372,Publicaties in de Anet catalogus,Nederlands,remarks
abec2354-e0aa-5981-bc12-3f7b8be3b35e,tg:lhpr:9766,ExternalRelations,1,naast p. 88,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:124833,Publicaties in de Anet catalogus,Nederlands,remarks
102b767d-b500-566e-86b4-a01f1ff07615,tg:lhpr:10054,ExternalRelations,1,Plaat 45,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
9bc31d8c-6185-553a-8aac-2aca2f5ee6de,tg:lhpr:10111,ExternalRelations,1,Dl. XVI,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:609032,Publicaties in de Anet catalogus,Nederlands,remarks
68fd64cd-4709-5e55-989b-993d1775abf0,tg:lhpr:9789,ExternalRelations,1,"dl. 2, naast p. 188",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571606,Publicaties in de Anet catalogus,Nederlands,remarks
3c909b50-ceaa-5709-93a2-62a4b2357824,tg:lhpr:9967,ExternalRelations,1,"jg. 1 (1855), p. 36",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
1a9ca4b4-98dd-55ca-8624-73096338face,tg:lhpr:9988,ExternalRelations,1,"jg. 2 (1856), p. 153",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
5a9fa400-6c2c-58b2-b9b5-6ca671b44ef3,tg:lhpr:9822,ExternalRelations,1,"dl. 1, frontispies",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:124822,Publicaties in de Anet catalogus,Nederlands,remarks
f6a55c50-43bc-5a1c-9735-469b2b1412d0,tg:lhpr:10185,ExternalRelations,1,1877,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
62aae0a1-11b5-5042-ac06-0a27b529b087,tg:lhpr:9930,ExternalRelations,1,,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:919117,Publicaties in de Anet catalogus,,
