ResourceID,card,order,source_field,Legacy Information Value,Legacy Information Type,Legacy Information Published
09e5b330-eedc-5c41-8ff1-164cae8984ae,LegacyInformation,1,if.rawcontent,"HIRES026/Courtmans/2464i.tif
",commentaar gebruiker,False
09e5b330-eedc-5c41-8ff1-164cae8984ae,LegacyInformation,3,note.lhherkomst,Oningeschreven gevonden.,herkomst,False
09e5b330-eedc-5c41-8ff1-164cae8984ae,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000249,referentienummer,False
09e5b330-eedc-5c41-8ff1-164cae8984ae,LegacyInformation,1,brocade.id,tg:lhpr:2464_#2,brocade id,False
09e5b330-eedc-5c41-8ff1-164cae8984ae,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2464/N,brocade url,False
fe421aa4-166c-5f2d-b788-5a98524567d6,LegacyInformation,1,if.rawcontent,HIRES025/Bruyne-Gde/2433i.tif,commentaar gebruiker,False
fe421aa4-166c-5f2d-b788-5a98524567d6,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000228,referentienummer,False
fe421aa4-166c-5f2d-b788-5a98524567d6,LegacyInformation,1,brocade.id,tg:lhpr:2433_#1,brocade id,False
fe421aa4-166c-5f2d-b788-5a98524567d6,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2433/N,brocade url,False
635c1293-aea8-5191-a41e-0b4a4fab15f4,LegacyInformation,1,if.rawcontent,HIRES025/Bruyne-Gde/2433i.tif,commentaar gebruiker,False
635c1293-aea8-5191-a41e-0b4a4fab15f4,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000228,referentienummer,False
635c1293-aea8-5191-a41e-0b4a4fab15f4,LegacyInformation,1,brocade.id,tg:lhpr:2433_#2,brocade id,False
635c1293-aea8-5191-a41e-0b4a4fab15f4,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2433/N,brocade url,False
b6fba949-6f69-5fd1-9bbc-913c2c6e5fd4,LegacyInformation,3,note.lhherkomst,Geschonken door K. Brulez,herkomst,False
b6fba949-6f69-5fd1-9bbc-913c2c6e5fd4,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000060,referentienummer,False
b6fba949-6f69-5fd1-9bbc-913c2c6e5fd4,LegacyInformation,1,brocade.id,tg:lhpr:1589_#1,brocade id,False
b6fba949-6f69-5fd1-9bbc-913c2c6e5fd4,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:1589/N,brocade url,False
926d6315-88a2-5e6d-b26e-4e613a95c902,LegacyInformation,3,note.lhherkomst,Geschonken door K. Brulez,herkomst,False
926d6315-88a2-5e6d-b26e-4e613a95c902,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000060,referentienummer,False
926d6315-88a2-5e6d-b26e-4e613a95c902,LegacyInformation,1,brocade.id,tg:lhpr:1589_#2,brocade id,False
926d6315-88a2-5e6d-b26e-4e613a95c902,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:1589/N,brocade url,False
721be338-50e4-5c57-b80e-52adbff73a9c,LegacyInformation,3,note.lhherkomst,Geschonken door K. Brulez,herkomst,False
721be338-50e4-5c57-b80e-52adbff73a9c,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000060,referentienummer,False
721be338-50e4-5c57-b80e-52adbff73a9c,LegacyInformation,1,brocade.id,tg:lhpr:1589_#3,brocade id,False
721be338-50e4-5c57-b80e-52adbff73a9c,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:1589/N,brocade url,False
eb6ab5ec-09b2-59b0-852d-82a1eb573488,LegacyInformation,2,note.lhherkomst,"215081: niet ingeschreven gevonden, 20-12-2007",herkomst,False
eb6ab5ec-09b2-59b0-852d-82a1eb573488,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000357,referentienummer,False
eb6ab5ec-09b2-59b0-852d-82a1eb573488,LegacyInformation,1,brocade.id,tg:lhpr:2761_#1,brocade id,False
eb6ab5ec-09b2-59b0-852d-82a1eb573488,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2761/N,brocade url,False
25ca313f-55ee-5a4e-b029-bb3a6f02b4ac,LegacyInformation,2,note.lhherkomst,"215081: niet ingeschreven gevonden, 20-12-2007",herkomst,False
25ca313f-55ee-5a4e-b029-bb3a6f02b4ac,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000357,referentienummer,False
25ca313f-55ee-5a4e-b029-bb3a6f02b4ac,LegacyInformation,1,brocade.id,tg:lhpr:2761_#2,brocade id,False
25ca313f-55ee-5a4e-b029-bb3a6f02b4ac,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2761/N,brocade url,False
59f615f3-b1a3-5be8-886f-f455e26f156e,LegacyInformation,2,note.lhherkomst,"215081: niet ingeschreven gevonden, 20-12-2007",herkomst,False
59f615f3-b1a3-5be8-886f-f455e26f156e,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000357,referentienummer,False
59f615f3-b1a3-5be8-886f-f455e26f156e,LegacyInformation,1,brocade.id,tg:lhpr:2761_#3,brocade id,False
59f615f3-b1a3-5be8-886f-f455e26f156e,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2761/N,brocade url,False
c31cf0fb-25b4-5b6e-a326-8e70c930458b,LegacyInformation,2,note.lhherkomst,Geschenk van de heer en mevrouw O. Van Dongen-Segers.,herkomst,False
c31cf0fb-25b4-5b6e-a326-8e70c930458b,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000001593,referentienummer,False
c31cf0fb-25b4-5b6e-a326-8e70c930458b,LegacyInformation,1,brocade.id,tg:lhpr:9300_#1,brocade id,False
c31cf0fb-25b4-5b6e-a326-8e70c930458b,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:9300/N,brocade url,False
07bd27a2-13fd-5ff2-be67-61e6a05502f7,LegacyInformation,2,note.lhherkomst,Geschenk van de heer en mevrouw O. Van Dongen-Segers.,herkomst,False
07bd27a2-13fd-5ff2-be67-61e6a05502f7,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000001593,referentienummer,False
07bd27a2-13fd-5ff2-be67-61e6a05502f7,LegacyInformation,1,brocade.id,tg:lhpr:9300_#2,brocade id,False
07bd27a2-13fd-5ff2-be67-61e6a05502f7,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:9300/N,brocade url,False
b8816ae6-9c3a-56e4-85ab-d42bd73e51f6,LegacyInformation,2,note.lhherkomst,Geschenk van de heer en mevrouw O. Van Dongen-Segers.,herkomst,False
b8816ae6-9c3a-56e4-85ab-d42bd73e51f6,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000001593,referentienummer,False
b8816ae6-9c3a-56e4-85ab-d42bd73e51f6,LegacyInformation,1,brocade.id,tg:lhpr:9300_#3,brocade id,False
b8816ae6-9c3a-56e4-85ab-d42bd73e51f6,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:9300/N,brocade url,False
0f51fda1-a77d-5260-bec7-5c32a96cb2b4,LegacyInformation,2,note.lhherkomst,Geschenk van de heer en mevrouw O. Van Dongen-Segers.,herkomst,False
0f51fda1-a77d-5260-bec7-5c32a96cb2b4,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000001593,referentienummer,False
0f51fda1-a77d-5260-bec7-5c32a96cb2b4,LegacyInformation,1,brocade.id,tg:lhpr:9300_#4,brocade id,False
0f51fda1-a77d-5260-bec7-5c32a96cb2b4,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:9300/N,brocade url,False
154abd28-c444-5579-a84d-67704ed595e9,LegacyInformation,2,note.lhherkomst,Geschenk van de heer en mevrouw O. Van Dongen-Segers.,herkomst,False
154abd28-c444-5579-a84d-67704ed595e9,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000001593,referentienummer,False
154abd28-c444-5579-a84d-67704ed595e9,LegacyInformation,1,brocade.id,tg:lhpr:9300_#5,brocade id,False
154abd28-c444-5579-a84d-67704ed595e9,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:9300/N,brocade url,False
3e77f9ae-ddaa-583a-b85b-2a7d587b1df0,LegacyInformation,1,if.rawcontent,"Hoofdportret in profiel van Peter Benoit  
Onderaan links portret Edward Keurvels  
Onderaan rechts portret Hendrik Fontaine",commentaar gebruiker,False
3e77f9ae-ddaa-583a-b85b-2a7d587b1df0,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000001828,referentienummer,False
3e77f9ae-ddaa-583a-b85b-2a7d587b1df0,LegacyInformation,1,brocade.id,tg:lhpr:9642_#1,brocade id,False
3e77f9ae-ddaa-583a-b85b-2a7d587b1df0,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:9642/N,brocade url,False
c372bcdd-116b-5c6d-a4a6-4dc553865b05,LegacyInformation,1,if.rawcontent,"Hoofdportret in profiel van Peter Benoit  
Onderaan links portret Edward Keurvels  
Onderaan rechts portret Hendrik Fontaine",commentaar gebruiker,False
c372bcdd-116b-5c6d-a4a6-4dc553865b05,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000001828,referentienummer,False
c372bcdd-116b-5c6d-a4a6-4dc553865b05,LegacyInformation,1,brocade.id,tg:lhpr:9642_#2,brocade id,False
c372bcdd-116b-5c6d-a4a6-4dc553865b05,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:9642/N,brocade url,False
d2fc457d-bdb3-5d1d-868b-77635d7d98a6,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000172,referentienummer,False
d2fc457d-bdb3-5d1d-868b-77635d7d98a6,LegacyInformation,1,brocade.id,tg:lhpr:2262_#1,brocade id,False
d2fc457d-bdb3-5d1d-868b-77635d7d98a6,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2262/N,brocade url,False
4a7cb1fe-3c00-51e8-9278-33901a279f3e,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000172,referentienummer,False
4a7cb1fe-3c00-51e8-9278-33901a279f3e,LegacyInformation,1,brocade.id,tg:lhpr:2262_#2,brocade id,False
4a7cb1fe-3c00-51e8-9278-33901a279f3e,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2262/N,brocade url,False
8918edba-1cfd-5a0a-9d0f-e4fbf7e15308,LegacyInformation,2,note.lhherkomst,De Keyser,herkomst,False
8918edba-1cfd-5a0a-9d0f-e4fbf7e15308,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000560,referentienummer,False
8918edba-1cfd-5a0a-9d0f-e4fbf7e15308,LegacyInformation,1,brocade.id,tg:lhpr:3541_#1,brocade id,False
8918edba-1cfd-5a0a-9d0f-e4fbf7e15308,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:3541/N,brocade url,False
1a7e55cd-2be3-5005-8650-241517ea14de,LegacyInformation,2,note.lhherkomst,De Keyser,herkomst,False
1a7e55cd-2be3-5005-8650-241517ea14de,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000560,referentienummer,False
1a7e55cd-2be3-5005-8650-241517ea14de,LegacyInformation,1,brocade.id,tg:lhpr:3541_#2,brocade id,False
1a7e55cd-2be3-5005-8650-241517ea14de,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:3541/N,brocade url,False
6c82c52c-9543-57ff-aa71-cd758f5c701c,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000002483,referentienummer,False
6c82c52c-9543-57ff-aa71-cd758f5c701c,LegacyInformation,1,brocade.id,tg:lhpr:10296_#1,brocade id,False
6c82c52c-9543-57ff-aa71-cd758f5c701c,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:10296/N,brocade url,False
dcf1e405-a74d-53b2-87ec-516a5a5c04a1,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000002483,referentienummer,False
dcf1e405-a74d-53b2-87ec-516a5a5c04a1,LegacyInformation,1,brocade.id,tg:lhpr:10296_#2,brocade id,False
dcf1e405-a74d-53b2-87ec-516a5a5c04a1,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:10296/N,brocade url,False
036ea36b-a741-5327-810d-d6b75d6d7b23,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000001433,referentienummer,False
036ea36b-a741-5327-810d-d6b75d6d7b23,LegacyInformation,1,brocade.id,tg:lhpr:8136_#1,brocade id,False
036ea36b-a741-5327-810d-d6b75d6d7b23,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:8136/N,brocade url,False
b25ad62e-19f4-572b-8194-6e3b37b0b699,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000001433,referentienummer,False
b25ad62e-19f4-572b-8194-6e3b37b0b699,LegacyInformation,1,brocade.id,tg:lhpr:8136_#2,brocade id,False
b25ad62e-19f4-572b-8194-6e3b37b0b699,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:8136/N,brocade url,False
7d89982d-0ea8-5dab-bd8f-3702e599f028,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000154,referentienummer,False
7d89982d-0ea8-5dab-bd8f-3702e599f028,LegacyInformation,1,brocade.id,tg:lhpr:2184_#1,brocade id,False
7d89982d-0ea8-5dab-bd8f-3702e599f028,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2184/N,brocade url,False
17381590-bcd1-52ec-982a-0e1e174de782,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000154,referentienummer,False
17381590-bcd1-52ec-982a-0e1e174de782,LegacyInformation,1,brocade.id,tg:lhpr:2184_#2,brocade id,False
17381590-bcd1-52ec-982a-0e1e174de782,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2184/N,brocade url,False
a1421c55-9a0a-5b74-ab8a-a0b52838414b,LegacyInformation,4,note.lhherkomst,"(2) Een geschenk van de Drukkerij """"Hooger op!",herkomst,False
a1421c55-9a0a-5b74-ab8a-a0b52838414b,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000347,referentienummer,False
a1421c55-9a0a-5b74-ab8a-a0b52838414b,LegacyInformation,1,brocade.id,tg:lhpr:2741_#1,brocade id,False
a1421c55-9a0a-5b74-ab8a-a0b52838414b,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2741/N,brocade url,False
4c65af97-b69f-5c2d-844e-f9091fdca802,LegacyInformation,4,note.lhherkomst,"(2) Een geschenk van de Drukkerij """"Hooger op!",herkomst,False
4c65af97-b69f-5c2d-844e-f9091fdca802,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000347,referentienummer,False
4c65af97-b69f-5c2d-844e-f9091fdca802,LegacyInformation,1,brocade.id,tg:lhpr:2741_#2,brocade id,False
4c65af97-b69f-5c2d-844e-f9091fdca802,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2741/N,brocade url,False
a1da1a60-05db-5f56-970c-885098ee7c6c,LegacyInformation,4,note.lhherkomst,"(2) Een geschenk van de Drukkerij """"Hooger op!",herkomst,False
a1da1a60-05db-5f56-970c-885098ee7c6c,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000347,referentienummer,False
a1da1a60-05db-5f56-970c-885098ee7c6c,LegacyInformation,1,brocade.id,tg:lhpr:2741_#3,brocade id,False
a1da1a60-05db-5f56-970c-885098ee7c6c,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2741/N,brocade url,False
031be3f0-227c-5452-861a-3e6d68367945,LegacyInformation,4,note.lhherkomst,"(2) Een geschenk van de Drukkerij """"Hooger op!",herkomst,False
031be3f0-227c-5452-861a-3e6d68367945,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000347,referentienummer,False
031be3f0-227c-5452-861a-3e6d68367945,LegacyInformation,1,brocade.id,tg:lhpr:2741_#4,brocade id,False
031be3f0-227c-5452-861a-3e6d68367945,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2741/N,brocade url,False
1d42d45b-d645-50b0-becc-143a7a2e3d33,LegacyInformation,4,note.lhherkomst,"(2) Een geschenk van de Drukkerij """"Hooger op!",herkomst,False
1d42d45b-d645-50b0-becc-143a7a2e3d33,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000347,referentienummer,False
1d42d45b-d645-50b0-becc-143a7a2e3d33,LegacyInformation,1,brocade.id,tg:lhpr:2741_#5,brocade id,False
1d42d45b-d645-50b0-becc-143a7a2e3d33,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2741/N,brocade url,False
23965c2c-f28f-5d24-af22-a7cef5c1caa2,LegacyInformation,3,note.lhherkomst,"(1)167286/1: Hélène Timmermans;
(2)107845: Elsa Courtoit",herkomst,False
23965c2c-f28f-5d24-af22-a7cef5c1caa2,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000494,referentienummer,False
23965c2c-f28f-5d24-af22-a7cef5c1caa2,LegacyInformation,1,brocade.id,tg:lhpr:3279_#1,brocade id,False
23965c2c-f28f-5d24-af22-a7cef5c1caa2,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:3279/N,brocade url,False
2a25571e-94bf-5d5b-882c-6add542e505e,LegacyInformation,3,note.lhherkomst,"(1)167286/1: Hélène Timmermans;
(2)107845: Elsa Courtoit",herkomst,False
2a25571e-94bf-5d5b-882c-6add542e505e,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000494,referentienummer,False
2a25571e-94bf-5d5b-882c-6add542e505e,LegacyInformation,1,brocade.id,tg:lhpr:3279_#2,brocade id,False
2a25571e-94bf-5d5b-882c-6add542e505e,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:3279/N,brocade url,False
72241463-76c6-5e83-9424-97107c09c365,LegacyInformation,1,if.rawcontent,ICONOGRAFIE\HIRES\FVCA\4292i.tif,commentaar gebruiker,False
72241463-76c6-5e83-9424-97107c09c365,LegacyInformation,1,note.lhherkomst,"36408/4: Niet ingeschreven gevonden, 15-06-1948

77778/4: Nalatenschap Joris Vriamont, 13-03-1968",herkomst,False
72241463-76c6-5e83-9424-97107c09c365,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000757,referentienummer,False
72241463-76c6-5e83-9424-97107c09c365,LegacyInformation,1,brocade.id,tg:lhpr:4292_#1,brocade id,False
72241463-76c6-5e83-9424-97107c09c365,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:4292/N,brocade url,False
e5cbee76-9e8d-562f-ab28-f08b4ab43a95,LegacyInformation,1,if.rawcontent,ICONOGRAFIE\HIRES\FVCA\4292i.tif,commentaar gebruiker,False
e5cbee76-9e8d-562f-ab28-f08b4ab43a95,LegacyInformation,1,note.lhherkomst,"36408/4: Niet ingeschreven gevonden, 15-06-1948

77778/4: Nalatenschap Joris Vriamont, 13-03-1968",herkomst,False
e5cbee76-9e8d-562f-ab28-f08b4ab43a95,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000757,referentienummer,False
e5cbee76-9e8d-562f-ab28-f08b4ab43a95,LegacyInformation,1,brocade.id,tg:lhpr:4292_#2,brocade id,False
e5cbee76-9e8d-562f-ab28-f08b4ab43a95,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:4292/N,brocade url,False
468de07b-4720-5b6e-8b1d-a4d2982f4ecf,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000059,referentienummer,False
468de07b-4720-5b6e-8b1d-a4d2982f4ecf,LegacyInformation,1,brocade.id,tg:lhpr:1585_#1,brocade id,False
468de07b-4720-5b6e-8b1d-a4d2982f4ecf,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:1585/N,brocade url,False
4aef9fcc-4ec3-50db-a661-8795c391bbc1,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000059,referentienummer,False
4aef9fcc-4ec3-50db-a661-8795c391bbc1,LegacyInformation,1,brocade.id,tg:lhpr:1585_#2,brocade id,False
4aef9fcc-4ec3-50db-a661-8795c391bbc1,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:1585/N,brocade url,False
cc4f22db-177b-514e-8ddf-6d69a1390852,LegacyInformation,1,if.rawcontent,ICONOGRAFIE\2513i.tif,commentaar gebruiker,False
cc4f22db-177b-514e-8ddf-6d69a1390852,LegacyInformation,2,note.lhherkomst,"K. Resseler, 30-11-1944",herkomst,False
cc4f22db-177b-514e-8ddf-6d69a1390852,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000001000,referentienummer,False
cc4f22db-177b-514e-8ddf-6d69a1390852,LegacyInformation,1,brocade.id,tg:lhpr:5694_#1,brocade id,False
cc4f22db-177b-514e-8ddf-6d69a1390852,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:5694/N,brocade url,False
4d3d2496-cd2f-5721-ae39-f43100a74af9,LegacyInformation,1,if.rawcontent,ICONOGRAFIE\2513i.tif,commentaar gebruiker,False
4d3d2496-cd2f-5721-ae39-f43100a74af9,LegacyInformation,2,note.lhherkomst,"K. Resseler, 30-11-1944",herkomst,False
4d3d2496-cd2f-5721-ae39-f43100a74af9,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000001000,referentienummer,False
4d3d2496-cd2f-5721-ae39-f43100a74af9,LegacyInformation,1,brocade.id,tg:lhpr:5694_#2,brocade id,False
4d3d2496-cd2f-5721-ae39-f43100a74af9,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:5694/N,brocade url,False
8ea4b7c9-23ff-5c67-90a2-d208b958e795,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000381,referentienummer,False
8ea4b7c9-23ff-5c67-90a2-d208b958e795,LegacyInformation,1,brocade.id,tg:lhpr:2805_#1,brocade id,False
8ea4b7c9-23ff-5c67-90a2-d208b958e795,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2805/N,brocade url,False
bc9dce92-bbe7-518f-8152-4a286ea6a7ae,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000381,referentienummer,False
bc9dce92-bbe7-518f-8152-4a286ea6a7ae,LegacyInformation,1,brocade.id,tg:lhpr:2805_#2,brocade id,False
bc9dce92-bbe7-518f-8152-4a286ea6a7ae,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2805/N,brocade url,False
9226a92d-838b-53d2-b2ed-c88f893bc274,LegacyInformation,2,note.lhherkomst,Oningeschreven gevonden,herkomst,False
9226a92d-838b-53d2-b2ed-c88f893bc274,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000186,referentienummer,False
9226a92d-838b-53d2-b2ed-c88f893bc274,LegacyInformation,1,brocade.id,tg:lhpr:2296_#1,brocade id,False
9226a92d-838b-53d2-b2ed-c88f893bc274,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2296/N,brocade url,False
aa3bb6c1-6a39-5d81-87f1-080ab597011b,LegacyInformation,2,note.lhherkomst,Oningeschreven gevonden,herkomst,False
aa3bb6c1-6a39-5d81-87f1-080ab597011b,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000186,referentienummer,False
aa3bb6c1-6a39-5d81-87f1-080ab597011b,LegacyInformation,1,brocade.id,tg:lhpr:2296_#2,brocade id,False
aa3bb6c1-6a39-5d81-87f1-080ab597011b,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhpr:2296/N,brocade url,False
927ba322-e3e9-5920-85be-deed3df91870,LegacyInformation,1,id.objectNumber,BE-ANN07/pr/000000386,referentienummer,False
