ResourceID,brocade.id,card,order,ire.isaar.uuid,Textual ISAAR Brocade ID,Textual Actor Role,Textual Actor Widget,Textual Actor Identifier
926d6315-88a2-5e6d-b26e-4e613a95c902,tg:lhpr:1589_#2,TextualContent,1,18797840-5c11-53e1-b30a-823ba91d8eb0,au::4826,artists (visual artists),"dlod={""name"":""Albert Daenens"",""ark"":""ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0"",""uri"":""/agents/people/49136"",""id"":""au::4826"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0
721be338-50e4-5c57-b80e-52adbff73a9c,tg:lhpr:1589_#3,TextualContent,1,18797840-5c11-53e1-b30a-823ba91d8eb0,au::4826,artists (visual artists),"dlod={""name"":""Albert Daenens"",""ark"":""ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0"",""uri"":""/agents/people/49136"",""id"":""au::4826"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0
eb6ab5ec-09b2-59b0-852d-82a1eb573488,tg:lhpr:2761_#1,TextualContent,1,a1408897-2ee0-5ba4-a1c0-0cd3884b5f19,au::15709,artists (visual artists),"dlod={""name"":""Willy van Riet"",""ark"":""ark:/83110/x0/a1408897-2ee0-5ba4-a1c0-0cd3884b5f19"",""uri"":""/agents/people/63656"",""id"":""au::15709"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a1408897-2ee0-5ba4-a1c0-0cd3884b5f19
25ca313f-55ee-5a4e-b029-bb3a6f02b4ac,tg:lhpr:2761_#2,TextualContent,1,a1408897-2ee0-5ba4-a1c0-0cd3884b5f19,au::15709,artists (visual artists),"dlod={""name"":""Willy van Riet"",""ark"":""ark:/83110/x0/a1408897-2ee0-5ba4-a1c0-0cd3884b5f19"",""uri"":""/agents/people/63656"",""id"":""au::15709"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a1408897-2ee0-5ba4-a1c0-0cd3884b5f19
59f615f3-b1a3-5be8-886f-f455e26f156e,tg:lhpr:2761_#3,TextualContent,1,a1408897-2ee0-5ba4-a1c0-0cd3884b5f19,au::15709,artists (visual artists),"dlod={""name"":""Willy van Riet"",""ark"":""ark:/83110/x0/a1408897-2ee0-5ba4-a1c0-0cd3884b5f19"",""uri"":""/agents/people/63656"",""id"":""au::15709"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a1408897-2ee0-5ba4-a1c0-0cd3884b5f19
c31cf0fb-25b4-5b6e-a326-8e70c930458b,tg:lhpr:9300_#1,TextualContent,1,4760982e-5ce9-5771-b79b-df46fdcb981d,au::19541,artists (visual artists),"dlod={""name"":""Piet Verhaert"",""ark"":""ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d"",""uri"":""/agents/people/49234"",""id"":""au::19541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d
07bd27a2-13fd-5ff2-be67-61e6a05502f7,tg:lhpr:9300_#2,TextualContent,1,4760982e-5ce9-5771-b79b-df46fdcb981d,au::19541,artists (visual artists),"dlod={""name"":""Piet Verhaert"",""ark"":""ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d"",""uri"":""/agents/people/49234"",""id"":""au::19541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d
b8816ae6-9c3a-56e4-85ab-d42bd73e51f6,tg:lhpr:9300_#3,TextualContent,1,4760982e-5ce9-5771-b79b-df46fdcb981d,au::19541,artists (visual artists),"dlod={""name"":""Piet Verhaert"",""ark"":""ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d"",""uri"":""/agents/people/49234"",""id"":""au::19541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d
0f51fda1-a77d-5260-bec7-5c32a96cb2b4,tg:lhpr:9300_#4,TextualContent,1,4760982e-5ce9-5771-b79b-df46fdcb981d,au::19541,artists (visual artists),"dlod={""name"":""Piet Verhaert"",""ark"":""ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d"",""uri"":""/agents/people/49234"",""id"":""au::19541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d
154abd28-c444-5579-a84d-67704ed595e9,tg:lhpr:9300_#5,TextualContent,1,4760982e-5ce9-5771-b79b-df46fdcb981d,au::19541,artists (visual artists),"dlod={""name"":""Piet Verhaert"",""ark"":""ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d"",""uri"":""/agents/people/49234"",""id"":""au::19541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d
3e77f9ae-ddaa-583a-b85b-2a7d587b1df0,tg:lhpr:9642_#1,TextualContent,1,c693a50b-4f1e-531e-9f68-2356f68ca337,au::16286,artists (visual artists),"dlod={""name"":""Maurits Sabbe"",""ark"":""ark:/83110/x0/c693a50b-4f1e-531e-9f68-2356f68ca337"",""uri"":""/agents/people/66004"",""id"":""au::16286"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c693a50b-4f1e-531e-9f68-2356f68ca337
c372bcdd-116b-5c6d-a4a6-4dc553865b05,tg:lhpr:9642_#2,TextualContent,1,c693a50b-4f1e-531e-9f68-2356f68ca337,au::16286,artists (visual artists),"dlod={""name"":""Maurits Sabbe"",""ark"":""ark:/83110/x0/c693a50b-4f1e-531e-9f68-2356f68ca337"",""uri"":""/agents/people/66004"",""id"":""au::16286"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c693a50b-4f1e-531e-9f68-2356f68ca337
d2fc457d-bdb3-5d1d-868b-77635d7d98a6,tg:lhpr:2262_#1,TextualContent,1,0107425f-b841-571b-ad53-090378b16b29,au::5279,artists (visual artists),"dlod={""name"":""Joseph Demannez"",""ark"":""ark:/83110/x0/0107425f-b841-571b-ad53-090378b16b29"",""uri"":""/agents/people/76662"",""id"":""au::5279"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0107425f-b841-571b-ad53-090378b16b29
4a7cb1fe-3c00-51e8-9278-33901a279f3e,tg:lhpr:2262_#2,TextualContent,1,0107425f-b841-571b-ad53-090378b16b29,au::5279,artists (visual artists),"dlod={""name"":""Joseph Demannez"",""ark"":""ark:/83110/x0/0107425f-b841-571b-ad53-090378b16b29"",""uri"":""/agents/people/76662"",""id"":""au::5279"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0107425f-b841-571b-ad53-090378b16b29
8918edba-1cfd-5a0a-9d0f-e4fbf7e15308,tg:lhpr:3541_#1,TextualContent,1,8db20957-fce2-5c9d-93a3-d24c98f9f8f4,au::6409,artists (visual artists),"dlod={""name"":""René Ernest"",""ark"":""ark:/83110/x0/8db20957-fce2-5c9d-93a3-d24c98f9f8f4"",""uri"":""/agents/people/72889"",""id"":""au::6409"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8db20957-fce2-5c9d-93a3-d24c98f9f8f4
1a7e55cd-2be3-5005-8650-241517ea14de,tg:lhpr:3541_#2,TextualContent,1,8db20957-fce2-5c9d-93a3-d24c98f9f8f4,au::6409,artists (visual artists),"dlod={""name"":""René Ernest"",""ark"":""ark:/83110/x0/8db20957-fce2-5c9d-93a3-d24c98f9f8f4"",""uri"":""/agents/people/72889"",""id"":""au::6409"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8db20957-fce2-5c9d-93a3-d24c98f9f8f4
6c82c52c-9543-57ff-aa71-cd758f5c701c,tg:lhpr:10296_#1,TextualContent,1,18797840-5c11-53e1-b30a-823ba91d8eb0,au::4826,artists (visual artists),"dlod={""name"":""Albert Daenens"",""ark"":""ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0"",""uri"":""/agents/people/49136"",""id"":""au::4826"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0
dcf1e405-a74d-53b2-87ec-516a5a5c04a1,tg:lhpr:10296_#2,TextualContent,1,18797840-5c11-53e1-b30a-823ba91d8eb0,au::4826,artists (visual artists),"dlod={""name"":""Albert Daenens"",""ark"":""ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0"",""uri"":""/agents/people/49136"",""id"":""au::4826"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0
7d89982d-0ea8-5dab-bd8f-3702e599f028,tg:lhpr:2184_#1,TextualContent,1,65f2f5c3-1e70-5735-a6b6-8b6bf459d278,au::16881,artists (visual artists),"dlod={""name"":""Juliaan Severin"",""ark"":""ark:/83110/x0/65f2f5c3-1e70-5735-a6b6-8b6bf459d278"",""uri"":""/agents/people/57915"",""id"":""au::16881"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/65f2f5c3-1e70-5735-a6b6-8b6bf459d278
7d89982d-0ea8-5dab-bd8f-3702e599f028,tg:lhpr:2184_#1,TextualContent,3,e4bfa316-24f5-5a24-b099-92de69e3e6c8,au::16589,dedicatees,"dlod={""name"":""Ger Schmook"",""ark"":""ark:/83110/x0/e4bfa316-24f5-5a24-b099-92de69e3e6c8"",""uri"":""/agents/people/85284"",""id"":""au::16589"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e4bfa316-24f5-5a24-b099-92de69e3e6c8
17381590-bcd1-52ec-982a-0e1e174de782,tg:lhpr:2184_#2,TextualContent,1,65f2f5c3-1e70-5735-a6b6-8b6bf459d278,au::16881,artists (visual artists),"dlod={""name"":""Juliaan Severin"",""ark"":""ark:/83110/x0/65f2f5c3-1e70-5735-a6b6-8b6bf459d278"",""uri"":""/agents/people/57915"",""id"":""au::16881"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/65f2f5c3-1e70-5735-a6b6-8b6bf459d278
17381590-bcd1-52ec-982a-0e1e174de782,tg:lhpr:2184_#2,TextualContent,3,e4bfa316-24f5-5a24-b099-92de69e3e6c8,au::16589,dedicatees,"dlod={""name"":""Ger Schmook"",""ark"":""ark:/83110/x0/e4bfa316-24f5-5a24-b099-92de69e3e6c8"",""uri"":""/agents/people/85284"",""id"":""au::16589"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e4bfa316-24f5-5a24-b099-92de69e3e6c8
a1421c55-9a0a-5b74-ab8a-a0b52838414b,tg:lhpr:2741_#1,TextualContent,1,b24cf319-e359-5260-a8cd-8dde07790c9a,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a
4c65af97-b69f-5c2d-844e-f9091fdca802,tg:lhpr:2741_#2,TextualContent,1,b24cf319-e359-5260-a8cd-8dde07790c9a,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a
a1da1a60-05db-5f56-970c-885098ee7c6c,tg:lhpr:2741_#3,TextualContent,1,b24cf319-e359-5260-a8cd-8dde07790c9a,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a
031be3f0-227c-5452-861a-3e6d68367945,tg:lhpr:2741_#4,TextualContent,1,b24cf319-e359-5260-a8cd-8dde07790c9a,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a
1d42d45b-d645-50b0-becc-143a7a2e3d33,tg:lhpr:2741_#5,TextualContent,1,b24cf319-e359-5260-a8cd-8dde07790c9a,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a
23965c2c-f28f-5d24-af22-a7cef5c1caa2,tg:lhpr:3279_#1,TextualContent,1,eaaaa5b4-6973-5a1f-a535-0356ff177160,au::4563,artists (visual artists),"dlod={""name"":""Elsa Courtoit"",""ark"":""ark:/83110/x0/eaaaa5b4-6973-5a1f-a535-0356ff177160"",""uri"":""/agents/people/81693"",""id"":""au::4563"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/eaaaa5b4-6973-5a1f-a535-0356ff177160
2a25571e-94bf-5d5b-882c-6add542e505e,tg:lhpr:3279_#2,TextualContent,1,eaaaa5b4-6973-5a1f-a535-0356ff177160,au::4563,artists (visual artists),"dlod={""name"":""Elsa Courtoit"",""ark"":""ark:/83110/x0/eaaaa5b4-6973-5a1f-a535-0356ff177160"",""uri"":""/agents/people/81693"",""id"":""au::4563"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/eaaaa5b4-6973-5a1f-a535-0356ff177160
72241463-76c6-5e83-9424-97107c09c365,tg:lhpr:4292_#1,TextualContent,1,d8912c06-a678-57ee-a68e-5cf4b6a5c27e,au::15437,artists (visual artists),"dlod={""name"":""Henri Ramah"",""ark"":""ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e"",""uri"":""/agents/people/54989"",""id"":""au::15437"",""nameWithContext"":[""Henri Raemaeker""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e
e5cbee76-9e8d-562f-ab28-f08b4ab43a95,tg:lhpr:4292_#2,TextualContent,1,d8912c06-a678-57ee-a68e-5cf4b6a5c27e,au::15437,artists (visual artists),"dlod={""name"":""Henri Ramah"",""ark"":""ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e"",""uri"":""/agents/people/54989"",""id"":""au::15437"",""nameWithContext"":[""Henri Raemaeker""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e
468de07b-4720-5b6e-8b1d-a4d2982f4ecf,tg:lhpr:1585_#1,TextualContent,1,d077947e-d200-5000-8523-5122c8d76895,au::5214,artists (visual artists),"dlod={""name"":""Victor Delhez"",""ark"":""ark:/83110/x0/d077947e-d200-5000-8523-5122c8d76895"",""uri"":""/agents/people/69999"",""id"":""au::5214"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d077947e-d200-5000-8523-5122c8d76895
4aef9fcc-4ec3-50db-a661-8795c391bbc1,tg:lhpr:1585_#2,TextualContent,1,d077947e-d200-5000-8523-5122c8d76895,au::5214,artists (visual artists),"dlod={""name"":""Victor Delhez"",""ark"":""ark:/83110/x0/d077947e-d200-5000-8523-5122c8d76895"",""uri"":""/agents/people/69999"",""id"":""au::5214"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d077947e-d200-5000-8523-5122c8d76895
cc4f22db-177b-514e-8ddf-6d69a1390852,tg:lhpr:5694_#1,TextualContent,1,1d5f4241-c9ca-5dc2-af40-7f61734e4756,au::12712,artists (visual artists),"dlod={""name"":""Pieter de Mets"",""ark"":""ark:/83110/x0/1d5f4241-c9ca-5dc2-af40-7f61734e4756"",""uri"":""/agents/people/80563"",""id"":""au::12712"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1d5f4241-c9ca-5dc2-af40-7f61734e4756
4d3d2496-cd2f-5721-ae39-f43100a74af9,tg:lhpr:5694_#2,TextualContent,1,1d5f4241-c9ca-5dc2-af40-7f61734e4756,au::12712,artists (visual artists),"dlod={""name"":""Pieter de Mets"",""ark"":""ark:/83110/x0/1d5f4241-c9ca-5dc2-af40-7f61734e4756"",""uri"":""/agents/people/80563"",""id"":""au::12712"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1d5f4241-c9ca-5dc2-af40-7f61734e4756
8ea4b7c9-23ff-5c67-90a2-d208b958e795,tg:lhpr:2805_#1,TextualContent,1,11606f54-7628-5ba7-9ba4-f9ece122f90e,au::10231,artists (visual artists),"dlod={""name"":""Renée W. Keuller"",""ark"":""ark:/83110/x0/11606f54-7628-5ba7-9ba4-f9ece122f90e"",""uri"":""/agents/people/74922"",""id"":""au::10231"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/11606f54-7628-5ba7-9ba4-f9ece122f90e
bc9dce92-bbe7-518f-8152-4a286ea6a7ae,tg:lhpr:2805_#2,TextualContent,1,11606f54-7628-5ba7-9ba4-f9ece122f90e,au::10231,artists (visual artists),"dlod={""name"":""Renée W. Keuller"",""ark"":""ark:/83110/x0/11606f54-7628-5ba7-9ba4-f9ece122f90e"",""uri"":""/agents/people/74922"",""id"":""au::10231"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/11606f54-7628-5ba7-9ba4-f9ece122f90e
9226a92d-838b-53d2-b2ed-c88f893bc274,tg:lhpr:2296_#1,TextualContent,1,afed7e0b-efef-5465-b5a1-8af76cb0e62d,au::13516,artists (visual artists),"dlod={""name"":""Jos Nauwens"",""ark"":""ark:/83110/x0/afed7e0b-efef-5465-b5a1-8af76cb0e62d"",""uri"":""/agents/people/62889"",""id"":""au::13516"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/afed7e0b-efef-5465-b5a1-8af76cb0e62d
aa3bb6c1-6a39-5d81-87f1-080ab597011b,tg:lhpr:2296_#2,TextualContent,1,afed7e0b-efef-5465-b5a1-8af76cb0e62d,au::13516,artists (visual artists),"dlod={""name"":""Jos Nauwens"",""ark"":""ark:/83110/x0/afed7e0b-efef-5465-b5a1-8af76cb0e62d"",""uri"":""/agents/people/62889"",""id"":""au::13516"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/afed7e0b-efef-5465-b5a1-8af76cb0e62d
927ba322-e3e9-5920-85be-deed3df91870,tg:lhpr:2828_#1,TextualContent,1,cff5ae51-d5fb-5f44-874e-bc6e9cdec12f,au::12829,artists (visual artists),"dlod={""name"":""Jan Baptist P. Michiels"",""ark"":""ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f"",""uri"":""/agents/people/93729"",""id"":""au::12829"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f
47118561-34b2-527a-9c20-0f3e6bb76a82,tg:lhpr:2828_#2,TextualContent,1,cff5ae51-d5fb-5f44-874e-bc6e9cdec12f,au::12829,artists (visual artists),"dlod={""name"":""Jan Baptist P. Michiels"",""ark"":""ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f"",""uri"":""/agents/people/93729"",""id"":""au::12829"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f
0fef2305-a0f1-5352-910a-4254bb3e28f0,tg:lhpr:2982_#1,TextualContent,1,b24cf319-e359-5260-a8cd-8dde07790c9a,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a
0c4d2680-a523-5345-9c50-c276675fe9e7,tg:lhpr:2982_#2,TextualContent,1,b24cf319-e359-5260-a8cd-8dde07790c9a,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a
4526f0e6-46a3-5ddf-9d52-873db14b7070,tg:lhpr:4293_#1,TextualContent,1,d8912c06-a678-57ee-a68e-5cf4b6a5c27e,au::15437,artists (visual artists),"dlod={""name"":""Henri Ramah"",""ark"":""ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e"",""uri"":""/agents/people/54989"",""id"":""au::15437"",""nameWithContext"":[""Henri Raemaeker""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e
