ResourceID,brocade.id,card,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type
996ec998-31be-5a9f-9f5c-04b54772b647,tg:lhph:48237,e73_CreationTimeSpans,1975-uu-uu,nan,1976-uu-uu,nan,nan,nan,nan
ba87fa28-7f39-597f-a1b3-62dac584e8c1,tg:lhph:34851,e73_CreationTimeSpans,1912-11-uu,nan,nan,nan,nan,nan,nan
c856483e-97c0-5297-8992-9bf6ca241ca4,tg:lhph:51414,e73_CreationTimeSpans,1923-05-06,nan,nan,nan,nan,nan,nan
fae9f3e6-4799-58c6-b9b0-d3cde0c4743a,tg:lhph:10503,e73_CreationTimeSpans,1969-uu-uu,nan,nan,nan,nan,nan,nan
1516a53b-d7ab-5a19-8213-5609e696b148,tg:lhph:29722,e73_CreationTimeSpans,1923-uu-uu,circa,nan,nan,nan,nan,nan
13a74e1b-ca68-5abe-8fec-242cdf915110,tg:lhph:20278,e73_CreationTimeSpans,1969-08-uu,circa,nan,nan,nan,nan,nan
4a73589b-ef30-5a84-92d3-6a0f3f8b10ef,tg:lhph:47925,e73_CreationTimeSpans,1940-uu-uu,reconstructie,1970-uu-uu,biografische gegevens,creation date note,Nederlands,nan
624ffe81-d6ab-509b-8f93-3afd8955ac1d,tg:lhph:36535,e73_CreationTimeSpans,1964-uu-uu,circa,nan,nan,nan,nan,nan
3c032895-27d7-5819-ab5a-6f2862992911,tg:lhph:24154,e73_CreationTimeSpans,1934-uu-uu,nan,nan,nan,nan,nan,nan
5abf5e24-f32c-590b-8a52-b3d4f99da09d,tg:lhph:15325,e73_CreationTimeSpans,1966-uu-uu,nan,nan,nan,nan,nan,nan
eba7a595-c6ab-5e4f-ab11-7969d931476d,tg:lhph:1048,e73_CreationTimeSpans,1939-uu-uu,circa,nan,nan,nan,nan,nan
fca1ac81-ca7a-5aa6-8aa0-96fb0aa27d76,tg:lhph:11009,e73_CreationTimeSpans,1939-02-26,nan,nan,nan,nan,nan,nan
05951f32-29b0-544c-8507-87d202607579,tg:lhph:28854,e73_CreationTimeSpans,1910-uu-uu,circa,nan,nan,nan,nan,nan
4c029a3b-d61c-50f3-8c09-77aed6e73ec1,tg:lhph:53191,e73_CreationTimeSpans,1913-09-uu,nan,nan,nan,nan,nan,nan
be18c2b2-61f8-50c1-8d95-aaf2c738a236,tg:lhph:5364,e73_CreationTimeSpans,1969-uu-uu,nan,nan,nan,nan,nan,nan
446f75a5-e923-56a9-a418-cca2126fa01f,tg:lhph:6997,e73_CreationTimeSpans,1961-uu-uu,circa,nan,nan,nan,nan,nan
1443144b-433d-5ed5-9130-5f0d75371724,tg:lhph:33313,e73_CreationTimeSpans,1959-uu-uu,nan,nan,nan,nan,nan,nan
e5278d41-eb29-5c02-87ca-71efc35d4276,tg:lhph:43390,e73_CreationTimeSpans,1965-uu-uu,circa,nan,nan,nan,nan,nan
a8dcbac3-ccc9-58e5-a194-c09100f36b85,tg:lhph:40963,e73_CreationTimeSpans,1955-uu-uu,circa,nan,nan,nan,nan,nan
74fd9750-5410-58e2-a48c-afa5f37cc120,tg:lhph:23112,e73_CreationTimeSpans,1932-uu-uu,circa,nan,nan,nan,nan,nan
c22d95cc-d760-5630-8816-5835de6625a8,tg:lhph:31573,e73_CreationTimeSpans,1962-11-uu,nan,nan,nan,nan,nan,nan
c18bf3f6-f694-5561-bc65-6c2f4868645f,tg:lhph:7504,e73_CreationTimeSpans,1955-uu-uu,nan,nan,nan,nan,nan,nan
8917ba23-eca9-5f7b-9430-3581ab67e853,tg:lhph:34355,e73_CreationTimeSpans,1962-07-16,nan,nan,nan,nan,nan,nan
e942b3c5-68ad-54d4-8606-5c892c2bb693,tg:lhph:26734,e73_CreationTimeSpans,1925-uu-uu,circa,nan,nan,nan,nan,nan
31075b5c-19df-56cc-b2e5-abf9154b2654,tg:lhph:2322,e73_CreationTimeSpans,1962-uu-uu,nan,nan,nan,nan,nan,nan
308f9ceb-9f50-5bc3-92d8-71ae4338aa4c,tg:lhph:53808,e73_CreationTimeSpans,1901-uu-uu,nan,nan,nan,nan,nan,nan
4d64c5d5-084e-5484-b37d-5f8cae2f1377,tg:lhph:12363,e73_CreationTimeSpans,1966-uu-uu,nan,nan,nan,nan,nan,nan
148adca8-6209-5849-99fa-fc57663ff09b,tg:lhph:11990,e73_CreationTimeSpans,1875-uu-uu,nan,nan,nan,nan,nan,nan
c4940639-2952-5184-8578-8342077c2a34,tg:lhph:22418,e73_CreationTimeSpans,1950-uu-uu,circa,nan,nan,nan,nan,nan
c3e02d54-9bee-57d2-8163-4f8fbe2f09af,tg:lhph:13701,e73_CreationTimeSpans,1898-uu-uu,nan,nan,nan,nan,nan,nan
75d07852-f986-5616-8b73-366ba82d7f4d,tg:lhph:51699,e73_CreationTimeSpans,nan,nan,nan,nan,nan,nan,nan
8090d4a9-a439-5450-8658-1d00791b112b,tg:lhph:9295,e73_CreationTimeSpans,1893-uu-uu,nan,nan,nan,nan,nan,nan
be36414d-d818-59a8-8ce4-9bfd9644f9e6,tg:lhph:3740,e73_CreationTimeSpans,1907-uu-uu,circa,nan,nan,nan,nan,nan
87d423c5-3e39-530e-82db-f91067a50644,tg:lhph:27356,e73_CreationTimeSpans,1981-uu-uu,nan,nan,nan,nan,nan,nan
598fe30b-e011-5eea-b6e3-292abb873b98,tg:lhph:715,e73_CreationTimeSpans,1959-uu-uu,circa,nan,nan,nan,nan,nan
fc0ee864-143f-5c5c-beb1-06b0d56f13a2,tg:lhph:53960,e73_CreationTimeSpans,1978-uu-uu,nan,nan,nan,nan,nan,nan
9f4242b9-2e4f-5684-ab84-c4cce9f5d8ef,tg:lhph:48227,e73_CreationTimeSpans,1970-uu-uu,nan,1971-uu-uu,nan,nan,nan,nan
85bc4cdb-ce62-5684-b88f-5c8032b4e65b,tg:lhph:30111,e73_CreationTimeSpans,1951-uu-uu,nan,nan,nan,nan,nan,nan
c7380b8f-7f97-5529-bac8-22a949c7bff1,tg:lhph:22570,e73_CreationTimeSpans,1972-10-20,nan,1972-11-14,nan,nan,nan,nan
fb549282-fd80-581f-a3ec-ec6a1bfd28bd,tg:lhph:40192,e73_CreationTimeSpans,1964-03-uu,nan,nan,nan,nan,nan,nan
5ae365dd-c01d-5154-a95b-1fabcc2ee2fd,tg:lhph:32771,e73_CreationTimeSpans,1958-uu-uu,nan,nan,nan,nan,nan,nan
afc41eaf-2b7a-51d6-af7f-7988fc72713e,tg:lhph:20310,e73_CreationTimeSpans,1943-uu-uu,nan,nan,nan,nan,nan,nan
ee81506f-5e3e-5a4b-afed-90e1cd69e77c,tg:lhph:7789,e73_CreationTimeSpans,1905-uu-uu,circa,nan,nan,nan,nan,nan
357915af-a6f3-52c3-a808-a5a2b3e4690d,tg:lhph:4706,e73_CreationTimeSpans,1890-uu-uu,circa,nan,nan,nan,nan,nan
9a17cb7c-11bf-56d8-81b5-aa68106c76b1,tg:lhph:14747,e73_CreationTimeSpans,1903-uu-uu,circa,nan,nan,nan,nan,nan
88e57ca1-77a9-52b1-8ff3-6f64aa66fb62,tg:lhph:25536,e73_CreationTimeSpans,1910-uu-uu,circa,nan,nan,nan,nan,nan
2c34ec76-eaa8-51c6-84bf-db8968ce32b1,tg:lhph:1120,e73_CreationTimeSpans,1929-uu-uu,circa,nan,nan,nan,nan,nan
8fc15571-d4ad-58c3-97e5-11741fc7c9d7,tg:lhph:11161,e73_CreationTimeSpans,1936-uu-uu,nan,1939-uu-uu,nan,nan,nan,nan
48fcce0b-0229-550a-9d33-76b165850d8a,tg:lhph:30888,e73_CreationTimeSpans,1905-uu-uu,circa,nan,nan,nan,nan,nan
8ab69698-e444-580c-86aa-a769685d2219,tg:lhph:33807,e73_CreationTimeSpans,1918-uu-uu,circa,nan,nan,nan,nan,nan
ddbf0ff3-3576-5326-9014-0d34957369f1,tg:lhph:3638,e73_CreationTimeSpans,1934-05-16,nan,nan,nan,nan,nan,nan
0f9f71df-e834-5a28-b120-1255f3d38e19,tg:lhph:43380,e73_CreationTimeSpans,1977-10-uu,nan,nan,nan,nan,nan,nan
93e140e7-9cb0-50bb-87ad-687cf072d30f,tg:lhph:40973,e73_CreationTimeSpans,1966-uu-uu,nan,nan,nan,nan,nan,nan
b9feb849-d73b-5ea9-a9c2-a5d3db0cb430,tg:lhph:49655,e73_CreationTimeSpans,1959-uu-uu,nan,nan,nan,nan,nan,nan
ea4ed6e8-e9ff-57e8-bcc6-0b539657ec4b,tg:lhph:31563,e73_CreationTimeSpans,1924-uu-uu,nan,nan,nan,nan,nan,nan
30785e66-5ed8-51e0-af84-876b5f557db4,tg:lhph:12373,e73_CreationTimeSpans,1906-uu-uu,circa,nan,nan,nan,nan,nan
e453f881-6f89-5299-904e-fc89c359c2bd,tg:lhph:11980,e73_CreationTimeSpans,1933-uu-uu,nan,nan,nan,nan,nan,nan
05384412-9a37-5401-9c88-1ada40a07eff,tg:lhph:21,e73_CreationTimeSpans,1926-11-08,nan,nan,nan,nan,nan,nan
438c1733-fb8b-572f-9515-5442d93f6a12,tg:lhph:22408,e73_CreationTimeSpans,1955-uu-uu,circa,nan,nan,nan,nan,nan
ceb5a318-43e7-50b4-86ca-c077672265da,tg:lhph:30069,e73_CreationTimeSpans,1917-uu-uu,circa,nan,nan,nan,nan,nan
781e3f31-b518-5c39-8036-e7256b5e0d6f,tg:lhph:34345,e73_CreationTimeSpans,1961-03-uu,nan,nan,nan,nan,nan,nan
a45ffb69-c4de-51d8-8043-0ea3122478eb,tg:lhph:47935,e73_CreationTimeSpans,1950-uu-uu,circa,1960-uu-uu,biografische gegevens,creation date note,Nederlands,nan
40c3a2e1-089b-51b1-a6ea-a775bde523ed,tg:lhph:24144,e73_CreationTimeSpans,1934-uu-uu,nan,nan,nan,nan,nan,nan
5fc632f4-f9f1-5506-9b51-150d44c48116,tg:lhph:36525,e73_CreationTimeSpans,1964-uu-uu,nan,nan,nan,nan,nan,nan
759ca095-651b-5992-98b0-df4d6b865f2d,tg:lhph:10513,e73_CreationTimeSpans,1969-uu-uu,nan,nan,nan,nan,nan,nan
dcc69fa6-09eb-5068-8c6f-69de8ed476ac,tg:lhph:20268,e73_CreationTimeSpans,1969-08-uu,circa,nan,nan,nan,nan,nan
7e5afd15-a135-5fac-a28b-cd0ce74ada3a,tg:lhph:32609,e73_CreationTimeSpans,1898-09-20,nan,1898-10-07,nan,nan,nan,nan
3b586c45-817d-57aa-b980-2265125cb83b,tg:lhph:35834,e73_CreationTimeSpans,1922-uu-uu,nan,nan,nan,nan,nan,nan
9d374371-20e4-5f06-9b45-a320d3941e22,tg:lhph:53181,e73_CreationTimeSpans,1933-uu-uu,nan,nan,nan,nan,nan,nan
7b1389c9-ad54-57b4-865a-1453cc2ce4e9,tg:lhph:28844,e73_CreationTimeSpans,1942-uu-uu,circa,nan,nan,nan,nan,nan
8c446047-66ec-5fcb-b10f-19c97125a56c,tg:lhph:11019,e73_CreationTimeSpans,1963-uu-uu,nan,nan,nan,nan,nan,nan
d5132465-aa3d-52d7-94a2-4bfc24b7c0cf,tg:lhph:33303,e73_CreationTimeSpans,1959-uu-uu,nan,nan,nan,nan,nan,nan
4d63e622-433d-5c2e-a263-e1fdb1d0ac99,tg:lhph:5374,e73_CreationTimeSpans,1969-uu-uu,nan,nan,nan,nan,nan,nan
737b476f-1b06-51b1-a6c6-ab58b36d4751,tg:lhph:6987,e73_CreationTimeSpans,1961-uu-uu,circa,nan,nan,nan,nan,nan
6bd74dd5-2730-55ca-98d1-4588224cbe94,tg:lhph:15335,e73_CreationTimeSpans,1971-uu-uu,nan,nan,nan,nan,nan,nan
1585cd8d-7f6f-5df9-9e05-2bcc5e8c7a87,tg:lhph:588,e73_CreationTimeSpans,1966-uu-uu,nan,nan,nan,nan,nan,nan
56109006-43cf-58d6-84ac-60e60ab60398,tg:lhph:1058,e73_CreationTimeSpans,1966-03-uu,nan,nan,nan,nan,nan,nan
8ae16679-a8ae-57e8-80b7-d4f5a6617bfc,tg:lhph:32134,e73_CreationTimeSpans,1949-11-23,nan,nan,nan,nan,nan,nan
64819b66-705e-51e6-8e80-b1a971d8ffec,tg:lhph:20555,e73_CreationTimeSpans,1913-uu-uu,nan,nan,nan,nan,nan,nan
05fa61f6-ab71-5f83-9307-a9ec6d30641b,tg:lhph:36218,e73_CreationTimeSpans,1976-uu-uu,circa,nan,nan,nan,nan,nan
6afb3f17-b999-5d4d-9bbb-87ba69fccd37,tg:lhph:24679,e73_CreationTimeSpans,1966-01-uu,nan,nan,nan,nan,nan,nan
88bac3f7-a08c-5dd9-b578-326ecb836e1f,tg:lhph:25373,e73_CreationTimeSpans,1919-uu-uu,circa,nan,nan,nan,nan,nan
3b2919a6-8095-5c65-9584-beb68a22f58c,tg:lhph:37712,e73_CreationTimeSpans,1948-uu-uu,circa,nan,nan,nan,nan,nan
48fbaf74-2329-5caa-9468-d79be8ea07d2,tg:lhph:1765,e73_CreationTimeSpans,1965-uu-uu,nan,nan,nan,nan,nan,nan
e5f7808d-4d87-53fa-b300-f009d83c9bb1,tg:lhph:8843,e73_CreationTimeSpans,1893-11-02,nan,nan,nan,nan,nan,nan
24d4f836-b202-5d2c-9935-289562620724,tg:lhph:15408,e73_CreationTimeSpans,1970-uu-uu,nan,nan,nan,nan,nan,nan
d721e235-3245-55ab-b067-6b2c1594f1d4,tg:lhph:11724,e73_CreationTimeSpans,1982-uu-uu,circa,nan,nan,nan,nan,nan
78ea077b-98af-5e08-a6c7-8350d53e8fe5,tg:lhph:7229,e73_CreationTimeSpans,1966-uu-uu,nan,nan,nan,nan,nan,nan
ba156381-cbda-5a49-91b9-8d523ee99f55,tg:lhph:3105,e73_CreationTimeSpans,1950-uu-uu,nan,nan,nan,nan,nan,nan
930c39d2-ee5d-5f9a-9287-076284f4a8d8,tg:lhph:27513,e73_CreationTimeSpans,1951-uu-uu,nan,nan,nan,nan,nan,nan
9ce42741-aaff-5edb-884a-f120410f60e3,tg:lhph:35172,e73_CreationTimeSpans,1905-uu-uu,circa,nan,nan,nan,nan,nan
0f8a580c-c9ee-50ca-9357-e4a7f2794aa3,tg:lhph:17268,e73_CreationTimeSpans,1971-uu-uu,nan,nan,nan,nan,nan,nan
77279a4b-44b8-58f7-9d31-eb0fab398597,tg:lhph:47791,e73_CreationTimeSpans,1967-uu-uu,nan,nan,opschrift object,creation date note,Nederlands,nan
ec0829c0-44bd-5592-83fe-11ca84a4397a,tg:lhph:34478,e73_CreationTimeSpans,1959-uu-uu,nan,nan,nan,nan,nan,nan
92588bd9-de66-5031-99b9-76c7af65c089,tg:lhph:26019,e73_CreationTimeSpans,1980-uu-uu,circa,nan,nan,nan,nan,nan
d0c95f60-0a14-553a-a715-f9dc1ebc4715,tg:lhph:1480,e73_CreationTimeSpans,1949-07-uu,nan,nan,nan,nan,nan,nan
7d53df36-8e4d-5e2a-97cc-7500019746bc,tg:lhph:16762,e73_CreationTimeSpans,1920-uu-uu,circa,nan,nan,nan,nan,nan
5e9ce74a-6fa3-5493-9836-50fa2f69f333,tg:lhph:45868,e73_CreationTimeSpans,1955-11-uu,nan,nan,nan,nan,nan,nan
bce42cc7-ec95-5b3b-b7a5-0d5be5fe38d4,tg:lhph:22949,e73_CreationTimeSpans,1922-05-28,nan,nan,nan,nan,nan,nan
60dd0c68-3713-5d07-a131-8e07daa19a96,tg:lhph:30754,e73_CreationTimeSpans,1960-01-uu,nan,nan,nan,nan,nan,nan
228495e8-5e3a-5bf9-829a-f1378f2238e3,tg:lhph:39872,e73_CreationTimeSpans,1922-uu-uu,circa,nan,nan,nan,nan,nan
a379f470-6a0d-57aa-9efa-f24f45ccf870,tg:lhph:35993,e73_CreationTimeSpans,1955-12-uu,nan,nan,nan,nan,nan,nan
1329bcc6-4476-5e99-9ad6-5b6e951c23aa,tg:lhph:3398,e73_CreationTimeSpans,1924-07-02,nan,nan,nan,nan,nan,nan
5453ebcb-1b23-5830-a2ae-01da0ffd39ff,tg:lhph:24701,e73_CreationTimeSpans,1924-uu-uu,nan,nan,nan,nan,nan,nan
54c2fd82-01d9-58b4-aa59-5c8e17f69ce1,tg:lhph:36360,e73_CreationTimeSpans,1954-uu-uu,nan,nan,nan,nan,nan,nan
e1411c53-391d-576e-adeb-95b49900c178,tg:lhph:44583,e73_CreationTimeSpans,1992-06-24,nan,nan,nan,nan,nan,nan
d9986b12-c0b5-571a-8e29-bca01715cf5a,tg:lhph:49989,e73_CreationTimeSpans,1961-09-26,nan,nan,nan,nan,nan,nan
15a091b5-2807-5b8a-8b1f-52fa6de8f455,tg:lhph:33546,e73_CreationTimeSpans,1944-05-06,nan,nan,nan,nan,nan,nan
df32fbff-4721-58eb-932f-1086f7a72cdf,tg:lhph:21127,e73_CreationTimeSpans,1969-10-uu,circa,nan,nan,nan,nan,nan
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,e73_CreationTimeSpans,1938-09-08,nan,nan,nan,nan,nan,nan
a3a384d1-be53-5f72-9f0e-d3fb20f8a5fc,tg:lhph:42956,e73_CreationTimeSpans,1979-10-uu,nan,nan,nan,nan,nan,nan
fb3d9b39-fbf8-5455-b9cf-08eab3e42eb9,tg:lhph:46006,e73_CreationTimeSpans,1947-07-26,nan,1947-07-27,nan,nan,nan,nan
8fc8b6ff-e7bd-55b8-afaa-868faed3d40b,tg:lhph:15570,e73_CreationTimeSpans,1980-uu-uu,nan,nan,nan,nan,nan,nan
47148dd9-8a0e-5f61-b0ed-7b6580087015,tg:lhph:7351,e73_CreationTimeSpans,1917-uu-uu,nan,nan,nan,nan,nan,nan
8bc053c0-9c7a-5860-8769-2558571d1ca3,tg:lhph:49010,e73_CreationTimeSpans,2006-uu-uu,nan,nan,nan,nan,nan,nan
d9b085be-e704-5c59-82b1-8da2d819129c,tg:lhph:31326,e73_CreationTimeSpans,1955-uu-uu,nan,nan,nan,nan,nan,nan
c49cd422-aa54-5306-be5a-d17e4582610e,tg:lhph:23747,e73_CreationTimeSpans,1935-uu-uu,circa,nan,nan,nan,nan,nan
aea63518-5d60-5862-8320-0fb64b61c726,tg:lhph:29292,e73_CreationTimeSpans,1973-02-13,nan,nan,nan,nan,nan,nan
8bb56409-fecc-590c-a7f6-03e0dbd28a6e,tg:lhph:1866,e73_CreationTimeSpans,1968-10-uu,nan,nan,nan,nan,nan,nan
6a7501e6-259a-5b56-a726-16d0d09e5ebb,tg:lhph:12536,e73_CreationTimeSpans,1932-12-uu,nan,nan,nan,nan,nan,nan
ef8952d6-09f1-545b-ab50-a89954a08263,tg:lhph:28798,e73_CreationTimeSpans,1915-uu-uu,circa,nan,nan,nan,nan,nan
3b3a9dab-b759-5ad6-9fb9-3cd126cf2351,tg:lhph:2577,e73_CreationTimeSpans,1965-12-02,nan,nan,nan,nan,nan,nan
f7683e9b-9c8d-5dd9-bab3-b3152c41e9b5,tg:lhph:26161,e73_CreationTimeSpans,1930-uu-uu,circa,nan,nan,nan,nan,nan
202ef0cb-4080-58ac-a9a0-f8d81391f5f6,tg:lhph:34500,e73_CreationTimeSpans,1975-uu-uu,circa,nan,nan,nan,nan,nan
7e324a0a-ae4b-567e-9bdb-007e801bd507,tg:lhph:45910,e73_CreationTimeSpans,1937-08-02,nan,nan,nan,nan,nan,nan
3cbbe90b-92d1-5fae-803f-26d4198cb936,tg:lhph:35162,e73_CreationTimeSpans,1959-uu-uu,nan,nan,nan,nan,nan,nan
1f7afdc6-c656-57e7-be49-e5d3b58eac37,tg:lhph:27503,e73_CreationTimeSpans,1960-uu-uu,circa,nan,nan,nan,nan,nan
357bcbbd-062c-56d7-a027-5f31ffca5930,tg:lhph:3115,e73_CreationTimeSpans,1935-07-uu,nan,nan,nan,nan,nan,nan
3887917a-ed69-5a03-a239-2beeba684e87,tg:lhph:47781,e73_CreationTimeSpans,1957-uu-uu,nan,nan,geschreven op object,creation date note,Nederlands,nan
f9bc2b0a-df08-5649-b669-1e8aaf371191,tg:lhph:17278,e73_CreationTimeSpans,1911-01-31,nan,nan,nan,nan,nan,nan
84b71157-402a-5ffa-9f97-41f95dc50d80,tg:lhph:49178,e73_CreationTimeSpans,1930-uu-uu,nan,nan,nan,nan,nan,nan
566fbbe2-1f9b-57ba-9da8-219bea2d95e9,tg:lhph:30744,e73_CreationTimeSpans,1962-01-uu,nan,nan,nan,nan,nan,nan
d012ca13-03ad-5c94-a3e0-ca27d18d3623,tg:lhph:39862,e73_CreationTimeSpans,1923-uu-uu,circa,nan,nan,nan,nan,nan
6dc2d360-6686-59cb-9afd-fa697586b539,tg:lhph:26009,e73_CreationTimeSpans,1967-uu-uu,circa,nan,nan,nan,nan,nan
8e4bb578-ae2f-556e-9607-8f12cdbce6b3,tg:lhph:45878,e73_CreationTimeSpans,1956-02-uu,nan,1956-03-uu,nan,nan,nan,nan
69f4c26c-ca1d-5b0a-81fd-c7a3676dcaff,tg:lhph:16772,e73_CreationTimeSpans,1967-uu-uu,nan,nan,nan,nan,nan,nan
69e41375-49af-5b3a-83d3-e188dda93268,tg:lhph:24669,e73_CreationTimeSpans,1912-uu-uu,circa,nan,nan,nan,nan,nan
846a52fc-35b2-5688-8c2c-577ffc121c9c,tg:lhph:36208,e73_CreationTimeSpans,1897-05-uu,nan,nan,nan,nan,nan,nan
54d7354d-3266-5027-b39e-346a30bba3b5,tg:lhph:4153,e73_CreationTimeSpans,1941-11-27,nan,nan,nan,nan,nan,nan
b9d1d8cf-8bf2-5ca3-81c7-8d05b70afcb0,tg:lhph:32124,e73_CreationTimeSpans,1954-09-uu,nan,nan,nan,nan,nan,nan
aec4fb66-6daa-5d00-944e-33e6676e09f9,tg:lhph:11734,e73_CreationTimeSpans,1982-uu-uu,circa,nan,nan,nan,nan,nan
6aaf06e0-6762-5132-9f13-e7cd6221fded,tg:lhph:28515,e73_CreationTimeSpans,1935-uu-uu,nan,nan,nan,nan,nan,nan
5cbf12cb-1bc3-5afc-bf52-85b51ef2f44d,tg:lhph:1775,e73_CreationTimeSpans,1965-uu-uu,circa,nan,nan,nan,nan,nan
cd8653b8-638e-5c6b-b1e3-85dbc7a100ba,tg:lhph:26990,e73_CreationTimeSpans,1935-uu-uu,circa,nan,nan,nan,nan,nan
91b98394-d7ca-5588-8c9a-c9d85702a225,tg:lhph:37702,e73_CreationTimeSpans,1935-uu-uu,circa,nan,nan,nan,nan,nan
0cdf2122-25cd-5121-ba2c-46e6a7e66ffa,tg:lhph:15418,e73_CreationTimeSpans,1894-uu-uu,circa,nan,nan,nan,nan,nan
c2e534db-b703-5553-8ad2-71327c037941,tg:lhph:23757,e73_CreationTimeSpans,1968-uu-uu,nan,nan,nan,nan,nan,nan
f8dd3c75-d646-5c85-8aae-bf6b2c05dae1,tg:lhph:31336,e73_CreationTimeSpans,1938-uu-uu,nan,1939-uu-uu,nan,nan,nan,nan
6cdca5c3-d09e-527c-8aaf-d4532f6cd911,tg:lhph:7341,e73_CreationTimeSpans,1931-06-28,nan,nan,nan,nan,nan,nan
2fd89471-efc6-583b-80d0-713e99be643a,tg:lhph:49000,e73_CreationTimeSpans,2002-uu-uu,nan,nan,nan,nan,nan,nan
23841793-2e18-5fed-a944-ce176a13bcbc,tg:lhph:29282,e73_CreationTimeSpans,1999-uu-uu,nan,nan,nan,nan,nan,nan
1e1dd977-b83b-5fc6-a862-7851893cf5b4,tg:lhph:34510,e73_CreationTimeSpans,1908-uu-uu,nan,1945-04-04,nan,nan,nan,nan
8a6e4cce-a8b0-55b0-922b-ca836a8ec338,tg:lhph:45900,e73_CreationTimeSpans,1864-uu-uu,reconstructie,1873-uu-uu,nan,nan,nan,reconstructie
23e01e3d-7204-57e8-9aea-8341fff1fa0b,tg:lhph:12526,e73_CreationTimeSpans,1934-uu-uu,circa,nan,nan,nan,nan,nan
ef7536dd-83be-5c9c-bc63-ab0959293827,tg:lhph:28788,e73_CreationTimeSpans,1895-uu-uu,circa,nan,nan,nan,nan,nan
1fe2b0ef-ab67-5dab-9e06-e69490bc0dc9,tg:lhph:38589,e73_CreationTimeSpans,1961-uu-uu,nan,nan,nan,nan,nan,nan
1f8f288d-f90a-5bc5-a2c6-ec25ce11a061,tg:lhph:37198,e73_CreationTimeSpans,1920-uu-uu,circa,nan,nan,nan,nan,nan
c47ca47c-6667-5792-94a7-d1ed1a907dc4,tg:lhph:35983,e73_CreationTimeSpans,1955-12-uu,nan,nan,nan,nan,nan,nan
677c098c-2723-5ed2-96e3-d8f22c3d3171,tg:lhph:24711,e73_CreationTimeSpans,1950-uu-uu,circa,nan,nan,nan,nan,nan
82ddac77-cb95-52db-8fd1-1780090a0601,tg:lhph:44593,e73_CreationTimeSpans,1967-uu-uu,nan,nan,nan,nan,nan,nan
7e635b54-6006-5c0a-84cf-434ac26568b5,tg:lhph:46016,e73_CreationTimeSpans,1947-07-26,nan,1947-07-27,nan,nan,nan,nan
8be6bcdf-d31e-5ad8-9efd-0d4844a79d76,tg:lhph:39083,e73_CreationTimeSpans,1913-uu-uu,nan,1914-uu-uu,nan,nan,nan,nan
b1a955a6-d209-5428-a21c-a0797c65d0f5,tg:lhph:42946,e73_CreationTimeSpans,1970-uu-uu,nan,nan,nan,nan,nan,nan
488a7198-2268-501f-8a0f-d20d63a822c9,tg:lhph:16404,e73_CreationTimeSpans,1907-02-23,nan,nan,nan,nan,nan,nan
beff0413-47c9-5336-b66b-bff1dfbf7b17,tg:lhph:2769,e73_CreationTimeSpans,1964-uu-uu,circa,nan,nan,nan,nan,nan
0c16b93d-606d-5db5-8311-73bb03ab74b0,tg:lhph:12728,e73_CreationTimeSpans,1966-02-uu,nan,nan,nan,nan,nan,nan
