Object Number,Record Type,ResourceID,Keeper,Object Identifier,Object Number Type,Object Identifier Type,order,card
tg:lhph:22996,,f38c9cdd-2aff-5406-a5fb-831ee705ab9b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f38c9cdd-2aff-5406-a5fb-831ee705ab9b,repository numbers,object identifier,0,AA
tg:lhph:38162,,2a644055-3257-5800-85cb-54a393c05a4f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2a644055-3257-5800-85cb-54a393c05a4f,repository numbers,object identifier,0,AA
tg:lhph:47195,,65e19c5f-74bd-564c-a680-7a88e1099b2d,Letterenhuis,https://data.letterenhuis.be/ark:/24970/65e19c5f-74bd-564c-a680-7a88e1099b2d,repository numbers,object identifier,0,AA
tg:lhph:729,,525cb592-4469-5472-a28b-915d0df4c87b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/525cb592-4469-5472-a28b-915d0df4c87b,repository numbers,object identifier,0,AA
tg:lhph:16030,,2797e9e0-bec9-5b57-a6f8-e2b7a91c5d61,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2797e9e0-bec9-5b57-a6f8-e2b7a91c5d61,repository numbers,object identifier,0,AA
tg:lhph:40650,,4a6baaba-17fa-558f-965c-e7b475dac7c6,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4a6baaba-17fa-558f-965c-e7b475dac7c6,repository numbers,object identifier,0,AA
tg:lhph:38498,,e8d3e385-f479-5b92-bf4a-b97898fa3ff1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e8d3e385-f479-5b92-bf4a-b97898fa3ff1,repository numbers,object identifier,0,AA
tg:lhph:41942,,97d26865-82f1-5053-8403-0e505e73c673,Letterenhuis,https://data.letterenhuis.be/ark:/24970/97d26865-82f1-5053-8403-0e505e73c673,repository numbers,object identifier,0,AA
tg:lhph:26486,,37e8668f-2309-5ed4-806b-b10a19c582e7,Letterenhuis,https://data.letterenhuis.be/ark:/24970/37e8668f-2309-5ed4-806b-b10a19c582e7,repository numbers,object identifier,0,AA
tg:lhph:21343,,8978b3d2-be52-55ac-ac4c-9d80011fefc1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8978b3d2-be52-55ac-ac4c-9d80011fefc1,repository numbers,object identifier,0,AA
tg:lhph:29773,,6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,repository numbers,object identifier,0,AA
tg:lhph:53586,,fb79167a-c5de-5918-9e71-25755e3a8b08,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fb79167a-c5de-5918-9e71-25755e3a8b08,repository numbers,object identifier,0,AA
tg:lhph:34842,,14284bdf-7a32-570d-83ad-818e882df6e8,Letterenhuis,https://data.letterenhuis.be/ark:/24970/14284bdf-7a32-570d-83ad-818e882df6e8,repository numbers,object identifier,0,AA
tg:lhph:35750,,59db60fd-5b91-58fb-8721-f79bcc62f64f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/59db60fd-5b91-58fb-8721-f79bcc62f64f,repository numbers,object identifier,0,AA
tg:lhph:48260,,c2aa9ae8-0c83-52c3-ac9e-23d097803010,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c2aa9ae8-0c83-52c3-ac9e-23d097803010,repository numbers,object identifier,0,AA
tg:lhph:28861,,c42f4b17-eed4-5b74-bd6b-1059a9a41d7a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c42f4b17-eed4-5b74-bd6b-1059a9a41d7a,repository numbers,object identifier,0,AA
tg:lhph:32095,,b692481a-9b2a-5ad9-9060-eea7c0a4fccd,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b692481a-9b2a-5ad9-9060-eea7c0a4fccd,repository numbers,object identifier,0,AA
tg:lhph:6523,,e719f44a-712c-5df1-a3c0-a1d5f5191ffd,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e719f44a-712c-5df1-a3c0-a1d5f5191ffd,repository numbers,object identifier,0,AA
tg:lhph:30102,,6ff9cac8-9b83-5c98-b844-5fa6712e8ff6,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6ff9cac8-9b83-5c98-b844-5fa6712e8ff6,repository numbers,object identifier,0,AA
tg:lhph:6489,,b14cf90b-19a9-5639-a891-8d9f62d7308b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b14cf90b-19a9-5639-a891-8d9f62d7308b,repository numbers,object identifier,0,AA
tg:lhph:3371,,572bd27f-1ce0-5037-9ba3-77b0cebd2b9f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/572bd27f-1ce0-5037-9ba3-77b0cebd2b9f,repository numbers,object identifier,0,AA
tg:lhph:683,,c2a62fab-721e-5a30-89f9-b5c344cf7b9a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c2a62fab-721e-5a30-89f9-b5c344cf7b9a,repository numbers,object identifier,0,AA
tg:lhph:38532,,70bd4cdd-21c7-502d-bca2-13bb2cdf2b5e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/70bd4cdd-21c7-502d-bca2-13bb2cdf2b5e,repository numbers,object identifier,0,AA
tg:lhph:45002,,b7f71443-04d8-5bbd-9c77-4ef829d3128f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b7f71443-04d8-5bbd-9c77-4ef829d3128f,repository numbers,object identifier,0,AA
tg:lhph:13662,,e6c63e10-2388-5053-a7dc-848c16b55172,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e6c63e10-2388-5053-a7dc-848c16b55172,repository numbers,object identifier,0,AA
tg:lhph:12970,,b92a5a30-856c-5117-82f7-a6c8a9f4a76c,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b92a5a30-856c-5117-82f7-a6c8a9f4a76c,repository numbers,object identifier,0,AA
tg:lhph:24511,,8f25fc0d-ef47-52bb-9d31-166d022a83b1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8f25fc0d-ef47-52bb-9d31-166d022a83b1,repository numbers,object identifier,0,AA
tg:lhph:20801,,44c6058d-619c-5778-a18b-9c53e437cd07,Letterenhuis,https://data.letterenhuis.be/ark:/24970/44c6058d-619c-5778-a18b-9c53e437cd07,repository numbers,object identifier,0,AA
tg:lhph:40200,,8e0a6f52-ced8-5493-be2a-9f664a8a7e94,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8e0a6f52-ced8-5493-be2a-9f664a8a7e94,repository numbers,object identifier,0,AA
tg:lhph:16460,,1f59a08b-dda1-5fca-b834-cb8a1694a9a6,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1f59a08b-dda1-5fca-b834-cb8a1694a9a6,repository numbers,object identifier,0,AA
tg:lhph:9286,,3843043e-654e-5213-b654-9551a1c436ea,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3843043e-654e-5213-b654-9551a1c436ea,repository numbers,object identifier,0,AA
tg:lhph:13398,,98ccd930-9117-545b-999e-861da6ef129f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/98ccd930-9117-545b-999e-861da6ef129f,repository numbers,object identifier,0,AA
tg:lhph:35300,,f4602664-7a75-53c0-8bb1-e602566ac8ca,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f4602664-7a75-53c0-8bb1-e602566ac8ca,repository numbers,object identifier,0,AA
tg:lhph:19795,,d993a635-cd92-5b5a-aafb-f1b934d540e4,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d993a635-cd92-5b5a-aafb-f1b934d540e4,repository numbers,object identifier,0,AA
tg:lhph:6173,,d1094849-49c8-5741-ab6e-c43cd84d5b0f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d1094849-49c8-5741-ab6e-c43cd84d5b0f,repository numbers,object identifier,0,AA
tg:lhph:18887,,35175593-a3c4-5c05-b4c0-125ad2500487,Letterenhuis,https://data.letterenhuis.be/ark:/24970/35175593-a3c4-5c05-b4c0-125ad2500487,repository numbers,object identifier,0,AA
tg:lhph:29323,,2d82c565-4453-55c7-9c00-5af06f09de12,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2d82c565-4453-55c7-9c00-5af06f09de12,repository numbers,object identifier,0,AA
tg:lhph:2999,,838a98b8-79ed-56ea-b03c-03d258c32f41,Letterenhuis,https://data.letterenhuis.be/ark:/24970/838a98b8-79ed-56ea-b03c-03d258c32f41,repository numbers,object identifier,0,AA
tg:lhph:49922,,f0d39d46-ca0f-5ef7-a63b-1217fbf2810a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f0d39d46-ca0f-5ef7-a63b-1217fbf2810a,repository numbers,object identifier,0,AA
tg:lhph:36486,,199277b1-fc7f-5ec0-91ee-468088c5bd63,Letterenhuis,https://data.letterenhuis.be/ark:/24970/199277b1-fc7f-5ec0-91ee-468088c5bd63,repository numbers,object identifier,0,AA
tg:lhph:2130,,dd6ae150-d001-5b01-9d46-1eb38ee1feb5,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dd6ae150-d001-5b01-9d46-1eb38ee1feb5,repository numbers,object identifier,0,AA
tg:lhph:31343,,cc3aca53-19d4-5edc-a04d-b0ee39188a24,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cc3aca53-19d4-5edc-a04d-b0ee39188a24,repository numbers,object identifier,0,AA
tg:lhph:28498,,e2f86e48-3d0a-5046-993c-75a7f93d7ca7,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e2f86e48-3d0a-5046-993c-75a7f93d7ca7,repository numbers,object identifier,0,AA
tg:lhph:25750,,ede65729-3df0-5929-8d4d-3db8749cd983,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ede65729-3df0-5929-8d4d-3db8749cd983,repository numbers,object identifier,0,AA
tg:lhph:22095,,c430702c-64ae-5893-9cfc-c51bcf64b8de,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c430702c-64ae-5893-9cfc-c51bcf64b8de,repository numbers,object identifier,0,AA
tg:lhph:38861,,982c5a1d-4245-5bbd-a9a2-42789c4e82b4,Letterenhuis,https://data.letterenhuis.be/ark:/24970/982c5a1d-4245-5bbd-a9a2-42789c4e82b4,repository numbers,object identifier,0,AA
tg:lhph:39773,,e368da7c-3c64-56f2-b777-28c79e0ee3a3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e368da7c-3c64-56f2-b777-28c79e0ee3a3,repository numbers,object identifier,0,AA
tg:lhph:44243,,faa21d16-2c0d-5edf-9bae-98a024d2f6f7,Letterenhuis,https://data.letterenhuis.be/ark:/24970/faa21d16-2c0d-5edf-9bae-98a024d2f6f7,repository numbers,object identifier,0,AA
tg:lhph:12423,,a4c17d5e-5855-563b-b2b0-a36249938212,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a4c17d5e-5855-563b-b2b0-a36249938212,repository numbers,object identifier,0,AA
tg:lhph:43586,,8b88944e-bfa9-5105-aa29-a3888d45a63e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8b88944e-bfa9-5105-aa29-a3888d45a63e,repository numbers,object identifier,0,AA
tg:lhph:24842,,c089ea6c-0779-5a66-9db6-4dd2be3682d3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c089ea6c-0779-5a66-9db6-4dd2be3682d3,repository numbers,object identifier,0,AA
tg:lhph:41041,,9d750fc3-d4c4-5822-b261-0e9b57befd17,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9d750fc3-d4c4-5822-b261-0e9b57befd17,repository numbers,object identifier,0,AA
tg:lhph:17621,,21b4c90c-5ae3-5088-b88f-23bacbe8fa71,Letterenhuis,https://data.letterenhuis.be/ark:/24970/21b4c90c-5ae3-5088-b88f-23bacbe8fa71,repository numbers,object identifier,0,AA
tg:lhph:39289,,8ca2013d-d6b2-5ced-a5bb-cb0256e722b1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8ca2013d-d6b2-5ced-a5bb-cb0256e722b1,repository numbers,object identifier,0,AA
tg:lhph:46784,,5d0bb0ee-f08a-54a1-9261-11aea3ac27f0,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5d0bb0ee-f08a-54a1-9261-11aea3ac27f0,repository numbers,object identifier,0,AA
tg:lhph:47896,,97e1dff9-866f-5746-816d-914cdc0b19da,Letterenhuis,https://data.letterenhuis.be/ark:/24970/97e1dff9-866f-5746-816d-914cdc0b19da,repository numbers,object identifier,0,AA
tg:lhph:27297,,cd181cad-5222-5c13-8190-318f21298963,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cd181cad-5222-5c13-8190-318f21298963,repository numbers,object identifier,0,AA
tg:lhph:16933,,f3d93139-34b5-5052-b813-0d316c55c2aa,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f3d93139-34b5-5052-b813-0d316c55c2aa,repository numbers,object identifier,0,AA
tg:lhph:52397,,09e646b3-13c3-554e-9ee9-3b6575cdb877,Letterenhuis,https://data.letterenhuis.be/ark:/24970/09e646b3-13c3-554e-9ee9-3b6575cdb877,repository numbers,object identifier,0,AA
tg:lhph:28162,,fcfeb626-f3da-5939-b09e-88aa1110811d,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fcfeb626-f3da-5939-b09e-88aa1110811d,repository numbers,object identifier,0,AA
tg:lhph:32996,,8897571d-1c70-5f9e-ba4a-4abe981dbd8a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8897571d-1c70-5f9e-ba4a-4abe981dbd8a,repository numbers,object identifier,0,AA
tg:lhph:33684,,a7c6a91a-1d11-5552-a190-eb17d7d57e55,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a7c6a91a-1d11-5552-a190-eb17d7d57e55,repository numbers,object identifier,0,AA
tg:lhph:7332,,ffe4eee3-3d6e-5685-932e-5813da029e26,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ffe4eee3-3d6e-5685-932e-5813da029e26,repository numbers,object identifier,0,AA
tg:lhph:49471,,90192338-7b0a-5c15-b5bc-8691b296e7f4,Letterenhuis,https://data.letterenhuis.be/ark:/24970/90192338-7b0a-5c15-b5bc-8691b296e7f4,repository numbers,object identifier,0,AA
tg:lhph:34141,,cd663574-8f69-57b9-95ee-1da7ae727d93,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cd663574-8f69-57b9-95ee-1da7ae727d93,repository numbers,object identifier,0,AA
tg:lhph:30801,,58aa95b1-4d5e-527e-ab37-06c3b45e4651,Letterenhuis,https://data.letterenhuis.be/ark:/24970/58aa95b1-4d5e-527e-ab37-06c3b45e4651,repository numbers,object identifier,0,AA
tg:lhph:50200,,8bf06cc4-4b58-5fe9-9a29-608141d9915b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8bf06cc4-4b58-5fe9-9a29-608141d9915b,repository numbers,object identifier,0,AA
tg:lhph:7298,,a89bf226-0b74-5eb8-a244-23a0e80e7ef3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a89bf226-0b74-5eb8-a244-23a0e80e7ef3,repository numbers,object identifier,0,AA
tg:lhph:2560,,92e5e3e3-5425-5684-a19a-d57135de6a1c,Letterenhuis,https://data.letterenhuis.be/ark:/24970/92e5e3e3-5425-5684-a19a-d57135de6a1c,repository numbers,object identifier,0,AA
tg:lhph:31713,,208b35b9-4ab1-59f5-a5ba-70f1d29341dc,Letterenhuis,https://data.letterenhuis.be/ark:/24970/208b35b9-4ab1-59f5-a5ba-70f1d29341dc,repository numbers,object identifier,0,AA
tg:lhph:12073,,cd323fc3-3253-58fc-bfca-36b00b7cd7e0,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cd323fc3-3253-58fc-bfca-36b00b7cd7e0,repository numbers,object identifier,0,AA
tg:lhph:44613,,5e279465-fa41-5564-9fb0-f1809577cedd,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5e279465-fa41-5564-9fb0-f1809577cedd,repository numbers,object identifier,0,AA
tg:lhph:39323,,80b7ec5c-0e63-5314-baf0-d70dcc94a31c,Letterenhuis,https://data.letterenhuis.be/ark:/24970/80b7ec5c-0e63-5314-baf0-d70dcc94a31c,repository numbers,object identifier,0,AA
tg:lhph:25300,,8b2325bb-756c-55e0-8351-2c2815024bb8,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8b2325bb-756c-55e0-8351-2c2815024bb8,repository numbers,object identifier,0,AA
tg:lhph:45901,,1f837051-5067-5b6a-bb0b-e4996e6746c5,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1f837051-5067-5b6a-bb0b-e4996e6746c5,repository numbers,object identifier,0,AA
tg:lhph:16899,,bbc918e2-8051-501a-a5e1-3c1509900a7a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bbc918e2-8051-501a-a5e1-3c1509900a7a,repository numbers,object identifier,0,AA
tg:lhph:17271,,9e769312-3a30-51df-bae0-8d9ef087cfd4,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9e769312-3a30-51df-bae0-8d9ef087cfd4,repository numbers,object identifier,0,AA
tg:lhph:41411,,153bc76d-6eb5-562f-aeea-36c181ff8d2e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/153bc76d-6eb5-562f-aeea-36c181ff8d2e,repository numbers,object identifier,0,AA
tg:lhph:12589,,fc23b4b5-a6f6-521e-b4fa-d5c2799c33d8,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fc23b4b5-a6f6-521e-b4fa-d5c2799c33d8,repository numbers,object identifier,0,AA
tg:lhph:8497,,b4cfb4e3-aa46-59a2-9495-82a2578d688e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b4cfb4e3-aa46-59a2-9495-82a2578d688e,repository numbers,object identifier,0,AA
tg:lhph:18184,,4ddb0376-17f4-555d-8891-9d31096c9128,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4ddb0376-17f4-555d-8891-9d31096c9128,repository numbers,object identifier,0,AA
tg:lhph:34511,,bb558c5e-34ff-5ee4-a974-a90f0a0ff88b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bb558c5e-34ff-5ee4-a974-a90f0a0ff88b,repository numbers,object identifier,0,AA
tg:lhph:28532,,8d42ea0f-eb50-50e0-b5bc-4d57f4f061be,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8d42ea0f-eb50-50e0-b5bc-4d57f4f061be,repository numbers,object identifier,0,AA
tg:lhph:6870,,8ac79404-a9b3-5af2-bf87-94d89d9ec5c1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8ac79404-a9b3-5af2-bf87-94d89d9ec5c1,repository numbers,object identifier,0,AA
tg:lhph:15759,,32d71454-b9a5-502d-9e03-cb851c6bbdb2,Letterenhuis,https://data.letterenhuis.be/ark:/24970/32d71454-b9a5-502d-9e03-cb851c6bbdb2,repository numbers,object identifier,0,AA
tg:lhph:43139,,68985793-4ae6-58ae-8cd8-b826574e43d4,Letterenhuis,https://data.letterenhuis.be/ark:/24970/68985793-4ae6-58ae-8cd8-b826574e43d4,repository numbers,object identifier,0,AA
tg:lhph:17764,,fcf740c5-31f6-5961-8945-f73450c1455f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fcf740c5-31f6-5961-8945-f73450c1455f,repository numbers,object identifier,0,AA
tg:lhph:41104,,0e89a1f7-f5f7-56fa-b317-4acdada712a9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0e89a1f7-f5f7-56fa-b317-4acdada712a9,repository numbers,object identifier,0,AA
tg:lhph:8182,,65800d28-f952-5d44-8c4f-6e3d2f1cbd21,Letterenhuis,https://data.letterenhuis.be/ark:/24970/65800d28-f952-5d44-8c4f-6e3d2f1cbd21,repository numbers,object identifier,0,AA
tg:lhph:16876,,8534c1ca-2888-563d-a353-f0253f0269d6,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8534c1ca-2888-563d-a353-f0253f0269d6,repository numbers,object identifier,0,AA
tg:lhph:20417,,3281753e-11aa-5a5f-8d7c-50667a5859a2,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3281753e-11aa-5a5f-8d7c-50667a5859a2,repository numbers,object identifier,0,AA
tg:lhph:28027,,62ccb6fb-6a9b-5dac-bc49-abb29d259111,Letterenhuis,https://data.letterenhuis.be/ark:/24970/62ccb6fb-6a9b-5dac-bc49-abb29d259111,repository numbers,object identifier,0,AA
tg:lhph:34004,,6ec1da2d-4583-5293-88f1-c76437d1548b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6ec1da2d-4583-5293-88f1-c76437d1548b,repository numbers,object identifier,0,AA
tg:lhph:49534,,cd09d4c3-25af-5561-8762-26e4c371535d,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cd09d4c3-25af-5561-8762-26e4c371535d,repository numbers,object identifier,0,AA
tg:lhph:18491,,470507dc-cda9-5b01-8f80-4e9a2e0a9c83,Letterenhuis,https://data.letterenhuis.be/ark:/24970/470507dc-cda9-5b01-8f80-4e9a2e0a9c83,repository numbers,object identifier,0,AA
tg:lhph:7277,,d8e8fc3b-dc5f-5443-be6d-1fec5885a2ee,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d8e8fc3b-dc5f-5443-be6d-1fec5885a2ee,repository numbers,object identifier,0,AA
tg:lhph:36039,,2de84226-24be-516e-a22d-a55c654500d2,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2de84226-24be-516e-a22d-a55c654500d2,repository numbers,object identifier,0,AA
tg:lhph:31206,,53daec95-261a-531b-b983-828befa03b1f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/53daec95-261a-531b-b983-828befa03b1f,repository numbers,object identifier,0,AA
tg:lhph:51807,,f2822252-6a97-530e-b98d-661eb587310e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f2822252-6a97-530e-b98d-661eb587310e,repository numbers,object identifier,0,AA
tg:lhph:2075,,70e4f6f0-5c0c-538b-b8e7-bd1a3119cdf6,Letterenhuis,https://data.letterenhuis.be/ark:/24970/70e4f6f0-5c0c-538b-b8e7-bd1a3119cdf6,repository numbers,object identifier,0,AA
tg:lhph:50715,,de0ae20c-34a7-53eb-9206-5e74d9aa43e9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/de0ae20c-34a7-53eb-9206-5e74d9aa43e9,repository numbers,object identifier,0,AA
tg:lhph:52728,,3d21a7af-dc4f-54d8-9b12-07bf6f7c20a7,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3d21a7af-dc4f-54d8-9b12-07bf6f7c20a7,repository numbers,object identifier,0,AA
tg:lhph:38924,,c6797a55-58f6-50a3-9b38-c50f86ad99e5,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c6797a55-58f6-50a3-9b38-c50f86ad99e5,repository numbers,object identifier,0,AA
tg:lhph:27628,,24a70e85-4dbb-5f34-8e87-50d04f256552,Letterenhuis,https://data.letterenhuis.be/ark:/24970/24a70e85-4dbb-5f34-8e87-50d04f256552,repository numbers,object identifier,0,AA
tg:lhph:25615,,55500cb0-6305-579f-8ff3-8133f9a2745f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/55500cb0-6305-579f-8ff3-8133f9a2745f,repository numbers,object identifier,0,AA
tg:lhph:24907,,968d517a-7719-574d-9764-0259bcb53ded,Letterenhuis,https://data.letterenhuis.be/ark:/24970/968d517a-7719-574d-9764-0259bcb53ded,repository numbers,object identifier,0,AA
tg:lhph:12566,,09801a22-f927-590e-b9f5-ac094b363e5f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/09801a22-f927-590e-b9f5-ac094b363e5f,repository numbers,object identifier,0,AA
tg:lhph:44306,,4839a2c3-f543-5fc8-99cc-c3c7134d5113,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4839a2c3-f543-5fc8-99cc-c3c7134d5113,repository numbers,object identifier,0,AA
tg:lhph:8478,,37ef833c-a8d5-52e8-b45d-6183de426614,Letterenhuis,https://data.letterenhuis.be/ark:/24970/37ef833c-a8d5-52e8-b45d-6183de426614,repository numbers,object identifier,0,AA
tg:lhph:39636,,0f5e122d-d84f-5d7d-b935-df1547c60f46,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0f5e122d-d84f-5d7d-b935-df1547c60f46,repository numbers,object identifier,0,AA
tg:lhph:27782,,4ef702d9-1456-5261-8850-820808169b73,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4ef702d9-1456-5261-8850-820808169b73,repository numbers,object identifier,0,AA
tg:lhph:46291,,ae4a5f03-ffac-595b-812f-646b465de697,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ae4a5f03-ffac-595b-812f-646b465de697,repository numbers,object identifier,0,AA
tg:lhph:43569,,413f2ca5-a867-5e5c-b3c6-35ce7205f5da,Letterenhuis,https://data.letterenhuis.be/ark:/24970/413f2ca5-a867-5e5c-b3c6-35ce7205f5da,repository numbers,object identifier,0,AA
tg:lhph:15309,,cbff7b50-0d63-52c6-9727-efd7d548820e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cbff7b50-0d63-52c6-9727-efd7d548820e,repository numbers,object identifier,0,AA
tg:lhph:41554,,2eb81bfc-5fc0-53e9-b9e0-128ca1d21220,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2eb81bfc-5fc0-53e9-b9e0-128ca1d21220,repository numbers,object identifier,0,AA
tg:lhph:17334,,b3fa8b41-9478-5391-b97e-63fc9bef3c02,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b3fa8b41-9478-5391-b97e-63fc9bef3c02,repository numbers,object identifier,0,AA
