ResourceID,brocade.id,card,dataset,order,Creation Place Widget,Creation Place Note,Creation Place Note Type,Creation Place Note Language
8fc15571-d4ad-58c3-97e5-11741fc7c9d7,tg:lhph:11161,Places,lhph,tg:lhph:11161,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
48fcce0b-0229-550a-9d33-76b165850d8a,tg:lhph:30888,Places,lhph,tg:lhph:30888,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
8ab69698-e444-580c-86aa-a769685d2219,tg:lhph:33807,Places,lhph,tg:lhph:33807,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
2b8672c3-e3c1-581e-ba42-96bbe88b98e8,tg:lhph:17555,Places,lhph,tg:lhph:17555,"dlod={""name"":""Deurle (Sint-Martens-Latem)"",""ark"":""ark:/83110/x0/32ba78cf-d6c8-51ec-be56-fdceace3bd01"",""uri"":""/subjects/13448"",""id"":""au::100698"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
ddbf0ff3-3576-5326-9014-0d34957369f1,tg:lhph:3638,Places,lhph,tg:lhph:3638,"dlod={""name"":""Kapellen (Antwerpen)"",""ark"":""ark:/83110/x0/6968732e-9f0a-57fa-9ea0-6f4465c8be67"",""uri"":""/subjects/10777"",""id"":""au::100172"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
0f9f71df-e834-5a28-b120-1255f3d38e19,tg:lhph:43380,Places,lhph,tg:lhph:43380,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
93e140e7-9cb0-50bb-87ad-687cf072d30f,tg:lhph:40973,Places,lhph,tg:lhph:40973,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
096bb6ed-4ea1-5313-bffa-61697a6b38c9,tg:lhph:7514,Places,lhph,tg:lhph:7514,"dlod={""name"":""Sint-Niklaas (Arrondissement Sint-Niklaas)"",""ark"":""ark:/83110/x0/139e1351-e475-509e-8277-21a2d3857966"",""uri"":""/subjects/8972"",""id"":""au::100774"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
ea4ed6e8-e9ff-57e8-bcc6-0b539657ec4b,tg:lhph:31563,Places,lhph,tg:lhph:31563,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
438c1733-fb8b-572f-9515-5442d93f6a12,tg:lhph:22408,Places,lhph,tg:lhph:22408,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
ceb5a318-43e7-50b4-86ca-c077672265da,tg:lhph:30069,Places,lhph,tg:lhph:30069,"dlod={""name"":""Göttingen (Landkreis Göttingen)"",""ark"":""ark:/83110/x0/2abe7c19-5a96-52ae-a037-1bc9e35f5d18"",""uri"":""/subjects/11457"",""id"":""au::102159"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
759ca095-651b-5992-98b0-df4d6b865f2d,tg:lhph:10513,Places,lhph,tg:lhph:10513,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
dcc69fa6-09eb-5068-8c6f-69de8ed476ac,tg:lhph:20268,Places,lhph,tg:lhph:20268,"dlod={""name"":""Gooik (Halle-Vilvoorde)"",""ark"":""ark:/83110/x0/40bf6f48-d9ad-55b4-bedd-a677caf80db2"",""uri"":""/subjects/12855"",""id"":""au::100813"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
7e5afd15-a135-5fac-a28b-cd0ce74ada3a,tg:lhph:32609,Places,lhph,tg:lhph:32609,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
3b586c45-817d-57aa-b980-2265125cb83b,tg:lhph:35834,Places,lhph,tg:lhph:35834,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
737b476f-1b06-51b1-a6c6-ab58b36d4751,tg:lhph:6987,Places,lhph,tg:lhph:6987,"dlod={""name"":""Ingooigem (Anzegem)"",""ark"":""ark:/83110/x0/49e4a3e1-33c5-5f90-945a-5b309fbf5074"",""uri"":""/subjects/14305"",""id"":""au::101132"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
8ae16679-a8ae-57e8-80b7-d4f5a6617bfc,tg:lhph:32134,Places,lhph,tg:lhph:32134,"dlod={""name"":""Kortrijk (Kortrijk)"",""ark"":""ark:/83110/x0/939c6b0a-0ca6-5d2a-b0d5-74502883d5da"",""uri"":""/subjects/14496"",""id"":""au::101140"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
64819b66-705e-51e6-8e80-b1a971d8ffec,tg:lhph:20555,Places,lhph,tg:lhph:20555,"dlod={""name"":""Ingooigem (Anzegem)"",""ark"":""ark:/83110/x0/49e4a3e1-33c5-5f90-945a-5b309fbf5074"",""uri"":""/subjects/14305"",""id"":""au::101132"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
05fa61f6-ab71-5f83-9307-a9ec6d30641b,tg:lhph:36218,Places,lhph,tg:lhph:36218,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
88bac3f7-a08c-5dd9-b578-326ecb836e1f,tg:lhph:25373,Places,lhph,tg:lhph:25373,"dlod={""name"":""Venlo (Limburg)"",""ark"":""ark:/83110/x0/9d1c6222-680b-5b4a-9695-de5f42a6b93b"",""uri"":""/subjects/9259"",""id"":""au::104649"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
3b2919a6-8095-5c65-9584-beb68a22f58c,tg:lhph:37712,Places,lhph,tg:lhph:37712,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
e5f7808d-4d87-53fa-b300-f009d83c9bb1,tg:lhph:8843,Places,lhph,tg:lhph:8843,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
d721e235-3245-55ab-b067-6b2c1594f1d4,tg:lhph:11724,Places,lhph,tg:lhph:11724,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
8da11bb0-1c9d-585e-a963-e02b02d26502,tg:lhph:49168,Places,lhph,tg:lhph:49168,"dlod={""name"":""Lier (Mechelen)"",""ark"":""ark:/83110/x0/f97bb3c8-a795-5e52-817b-dbb8c3310c33"",""uri"":""/subjects/9108"",""id"":""au::100229"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
ec0829c0-44bd-5592-83fe-11ca84a4397a,tg:lhph:34478,Places,lhph,tg:lhph:34478,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
5e9ce74a-6fa3-5493-9836-50fa2f69f333,tg:lhph:45868,Places,lhph,tg:lhph:45868,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
a379f470-6a0d-57aa-9efa-f24f45ccf870,tg:lhph:35993,Places,lhph,tg:lhph:35993,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
1329bcc6-4476-5e99-9ad6-5b6e951c23aa,tg:lhph:3398,Places,lhph,tg:lhph:3398,"dlod={""name"":""Testelt (Scherpenheuvel-Zichem)"",""ark"":""ark:/83110/x0/0f39add2-8d2a-5d9e-9066-9475134b4c6b"",""uri"":""/subjects/13985"",""id"":""au::100992"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
5453ebcb-1b23-5830-a2ae-01da0ffd39ff,tg:lhph:24701,Places,lhph,tg:lhph:24701,"dlod={""name"":""Arnhem (Gelderland)"",""ark"":""ark:/83110/x0/c42ba4f4-421a-56c6-88b1-1f9d3083e670"",""uri"":""/subjects/14303"",""id"":""au::104401"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
54c2fd82-01d9-58b4-aa59-5c8e17f69ce1,tg:lhph:36360,Places,lhph,tg:lhph:36360,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
15a091b5-2807-5b8a-8b1f-52fa6de8f455,tg:lhph:33546,Places,lhph,tg:lhph:33546,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
df32fbff-4721-58eb-932f-1086f7a72cdf,tg:lhph:21127,Places,lhph,tg:lhph:21127,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,Places,lhph,tg:lhph:5531,"dlod={""name"":""La Louvière (La Louviere)"",""ark"":""ark:/83110/x0/91ef960d-3956-51e7-b7fb-1d060c285637"",""uri"":""/subjects/12307"",""id"":""au::101380"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
8624ae8e-4e60-577a-8306-99218f0e833d,tg:lhph:45089,Places,lhph,tg:lhph:45089,"dlod={""name"":""Oldenburg (Kreisfreie Stadt Oldenburg)"",""ark"":""ark:/83110/x0/a2076616-7a65-54f5-96e1-819d132fec85"",""uri"":""/subjects/10348"",""id"":""au::102172"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
fb3d9b39-fbf8-5455-b9cf-08eab3e42eb9,tg:lhph:46006,Places,lhph,tg:lhph:46006,"dlod={""name"":""Merendree (Deinze)"",""ark"":""ark:/83110/x0/004d1f0c-6590-51a1-b578-611381914c26"",""uri"":""/subjects/10664"",""id"":""au::100688"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
aea63518-5d60-5862-8320-0fb64b61c726,tg:lhph:29292,Places,lhph,tg:lhph:29292,"dlod={""name"":""Machelen (Halle-Vilvoorde)"",""ark"":""ark:/83110/x0/e2edd9cd-30fb-594f-88ae-ad0db1913ec1"",""uri"":""/subjects/15533"",""id"":""au::100847"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
8bb56409-fecc-590c-a7f6-03e0dbd28a6e,tg:lhph:1866,Places,lhph,tg:lhph:1866,"dlod={""name"":""Amsterdam (Noord-Holland)"",""ark"":""ark:/83110/x0/636962b7-6ad0-5b44-83b4-9eb0958ecb76"",""uri"":""/subjects/13849"",""id"":""au::104810"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
6a7501e6-259a-5b56-a726-16d0d09e5ebb,tg:lhph:12536,Places,lhph,tg:lhph:12536,"dlod={""name"":""Kapellen (Antwerpen)"",""ark"":""ark:/83110/x0/6968732e-9f0a-57fa-9ea0-6f4465c8be67"",""uri"":""/subjects/10777"",""id"":""au::100172"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
