brocade.id,ResourceID,card,order,Comment,if.user,Legacy Comment Type
tg:lhph:4119,fa6cf3c6-7e80-5c89-8745-fbb7bcf5de84,Users,1,HIRES011\BeurdenJr-Avan\beurdenjr01.tif,usystem,commentaar gebruiker
tg:lhph:8839,b2b29c96-8970-5174-a375-23b5b96d7f25,Users,1,HIRES\Wattez-O\wattez08.tif,usystem,commentaar gebruiker
tg:lhph:6574,ee9e52a1-80b3-5b9f-9993-280f9be4ed7d,Users,1,FTBJ\ft0171.tif,usystem,commentaar gebruiker
tg:lhph:3776,454f54d0-ec7d-5419-a513-4da6ee2c1621,Users,1,"PVO001\pvo031.tif
",usystem,commentaar gebruiker
tg:lhph:24403,08346503-5cb5-565d-bc10-48f87e9cea34,Users,1,"Yvette Bosteels, Statiestraat 109, Eke-Nazareth",usystem,commentaar gebruiker
tg:lhph:3799,f8c53691-e618-526f-8c43-8d8ca337643f,Users,1,PVO001\pvo047.tif,usystem,commentaar gebruiker
tg:lhph:45813,2733f47e-aecb-5038-b37b-af1055affa9b,Users,1,"Verwantchap met een """"van Winckel"""" die ook in de computer zit?",usystem,commentaar gebruiker
tg:lhph:28420,d9996246-1a2c-5e5d-be39-b1fd8f3caef2,Users,1,HIRES\Prayon-vZuylen-A\prayon01.tif,usystem,commentaar gebruiker
tg:lhph:31251,ca281a6f-6202-5e20-9f99-c9b22a6ff0b8,Users,1,HIRES\Janssen-E\janssen02.tif,usystem,commentaar gebruiker
tg:lhph:44351,b16782d2-5c90-5830-b3ce-70e8f0a62182,Users,1,Geen bronvermelding.,usystem,commentaar gebruiker
tg:lhph:4725,69292b8d-5cfc-507f-b27e-bdcc5e8dced3,Users,1,HIRES013\Hens-F\hens01.tif,usystem,commentaar gebruiker
tg:lhph:512,8def9d55-e58a-5d81-ae9b-59fd85e78696,Users,1,HIRES\Claus-H\claus38.tif,usystem,commentaar gebruiker
tg:lhph:44428,d98069f7-2926-548d-b4e5-8f639753681b,Users,1,HIRES\Renier-JP\renier01.tif,usystem,commentaar gebruiker
tg:lhph:8356,ff192fdd-7147-54b4-b51c-6ae6cdafd9da,Users,1,Origineel in stadsarchief te Gent.,usystem,commentaar gebruiker
tg:lhph:3849,c6b138ce-72dd-595d-b45b-4198499ac8c7,Users,1,PVO001\pvo076.tif,usystem,commentaar gebruiker
tg:lhph:19957,3dd32547-ba93-5b93-a36f-a8772c3711cc,Users,1,HIRES\Walschap-G\walschap13.tif,usystem,commentaar gebruiker
tg:lhph:42905,48cc00f1-5db5-574d-b702-b52b0db9a176,Users,1,HIRES018\Bruggen-Nvan\Bruggen05.tif,usystem,commentaar gebruiker
tg:lhph:43617,f744e97d-ceb1-5cf9-a19b-2178480f401f,Users,1,HIRES\Minne-R\minne11.tif,usystem,commentaar gebruiker
tg:lhph:43302,94ec5bcc-92b2-5822-a575-936d2f3a838a,Users,1,Barbaix-E\Sabbe-M\sabbe02.tif,usystem,commentaar gebruiker
tg:lhph:19812,10ba7e00-4f54-596e-a852-db847f11b457,Users,1,HIRES\Walschap-G\walschap09.tif,usystem,commentaar gebruiker
tg:lhph:19541,bbc07d51-d403-5967-aa3c-d285b00152ef,Users,1,HIRES\Vinck-J\vinck04.tif,usystem,commentaar gebruiker
tg:lhph:1462,3ec4ad09-242a-5297-ac71-07c44c5f52d9,Users,1,HIRES\Schmook-G\schmook01.tif,usystem,commentaar gebruiker
tg:lhph:28820,8093aa66-5eba-542b-ba0b-1c86a2c8ddb5,Users,1,HIRES\Puymbrouck-Hvan\puym01.tif,jvhecke,commentaar gebruiker
tg:lhph:8985,23688820-940a-528c-8a28-fa32c33919bc,Users,1,HIRES\Roelants-M\roel01.tif,usystem,commentaar gebruiker
tg:lhph:9697,89a31d08-02e4-55e8-87f6-f8bbd70aaa46,Users,1,Barbaix-E\buyle02.tif,usystem,commentaar gebruiker
tg:lhph:8086,79be050c-b7dc-5baa-bded-39e6ac3a3d45,Users,1,HIRES\Woestijne-Kvd\kvdw94.tif,usystem,commentaar gebruiker
tg:lhph:17725,18fb9f64-d05a-50c8-8730-0ea9944f39ab,Users,1,Nalatenschap Mitje Dillen.,usystem,commentaar gebruiker
tg:lhph:43178,8f2c424d-7973-57b6-8c14-60bf40ce400a,Users,1,HIRES\Dijck-Lvan\lvd01.tif,jvhecke,commentaar gebruiker
tg:lhph:44347,6cf10834-785c-5b89-9c78-e40930e3f889,Users,1,HIRES\Creado-E\creado01.tif,usystem,commentaar gebruiker
tg:lhph:6974,87efef45-23fc-546c-b6f4-3305d0e83fbf,Users,1,HIRES009\Streuvels-S\streuv23.tif,jcornilly,commentaar gebruiker
tg:lhph:8593,4b8d844e-9ece-5553-a1e4-6b909f06e7c5,Users,1,vindplaats: arch.Vl.Studentenleven. Universiteitsbibliotheek. Leuven.,usystem,commentaar gebruiker
tg:lhph:45556,aef9344f-ee45-5459-b73b-26aee66d03ee,Users,1,"Foto gevonden in de map D 3522/P (Greta Deses). 
Een aantal negatieven van schilderijen, eventueel van 
Paul Joostens, zitten ook in de map van Greta Deses, 
maar aangezien ze niet duidelijk geïdentificeerd 
konden worden, bleven ze [voorlopig] in de map van 
Greta Deses zitten.
<br>2010",usystem,commentaar gebruiker
tg:lhph:1618,ab7590e9-443e-5cd2-b1aa-9117020b197a,Users,1,HIRES\Claus-E\claus27.tif,usystem,commentaar gebruiker
tg:lhph:10849,cbf6912f-c457-59b0-aaf7-0eba3a799fba,Users,1,Barbaix-E\kvdw12.tif,usystem,commentaar gebruiker
tg:lhph:33503,0d966cd0-59c2-5e55-84b2-a52e886222c6,Users,1,Deze film van Pliet van Lishout geraakte niet voltooid. ,usystem,commentaar gebruiker
tg:lhph:44594,8c44f91a-e160-5a6b-86ce-f0669de39f12,Users,1,Aankoop bij Antiquariaat Demian.,usystem,commentaar gebruiker
tg:lhph:43251,3d1f5b33-c922-574b-bd66-a1b1c2243427,Users,1,Geschenk Mevr. Vleugels-Bronckaers,usystem,commentaar gebruiker
tg:lhph:5122,0072c61f-a47e-57c1-a645-c540f9cd570e,Users,1,FTBJ\ft-0012.tif,ivanongeval,commentaar gebruiker
tg:lhph:15962,210cca08-1bae-5734-a660-bc33dafeedf9,Users,1,HIRES\Gaudaen-G\Gaudaen01.tif,usystem,commentaar gebruiker
tg:lhph:19557,01b771ed-80f3-54c8-bf8f-13428f99d02b,Users,1,"Aankoop Julianus de Clercq, Leuven.",usystem,commentaar gebruiker
tg:lhph:11167,7c8f5b2d-f573-5b4b-81e7-675d4bd13329,Users,1,HIRES023\Timmermans-L\ltim02.tif,usystem,commentaar gebruiker
tg:lhph:4676,0d4a60f8-55ab-5f10-9a2c-a552683a9aff,Users,1,"HIRES012\Sauwen-A\sauwen01.tif
",usystem,commentaar gebruiker
tg:lhph:42856,bd0c4a78-c1e5-5289-946a-a53cefc6a852,Users,1,HIRES018\Bruggen-Nvan\Bruggen03.tif,usystem,commentaar gebruiker
tg:lhph:25592,e127f834-d4f7-5323-8d9a-2ce319517e06,Users,1,HIRES\Wachter-Lde\wachter01.tif,usystem,commentaar gebruiker
tg:lhph:5437,6e32466b-7cbd-5d0c-888a-7bc6835e1a34,Users,1,FTBJ\ft0126.tif,usystem,commentaar gebruiker
tg:lhph:29948,81d4d426-0044-5fee-aa39-e17005baa52c,Users,1,HIRES\Claus-H\claus36.tif,usystem,commentaar gebruiker
tg:lhph:25438,40e4bf22-172e-5491-9652-572ae316bcb9,Users,1,HIRES\Tolkowsky-D\tolkow06.tif,usystem,commentaar gebruiker
tg:lhph:43314,abdcbc30-693f-5265-9560-55e9509f117f,Users,1,"HIRES\Minne-R\minne09.tif
",usystem,commentaar gebruiker
tg:lhph:6866,2b4c2136-8047-522b-94aa-32a4c4ca200a,Users,1,HIRES019\Gijsen-R\rgijsen47.tif,usystem,commentaar gebruiker
tg:lhph:7774,0d27afc1-a93d-5b59-bf2f-998441c37256,Users,1,HIRES\Streuvels-S\streuvels82.tif,jcornilly,commentaar gebruiker
tg:lhph:12065,b5a9cd91-d46a-5932-930a-c717e76ee364,Users,1,HIRES\Beuckeleers-E\beuckeleers01.tif,usystem,commentaar gebruiker
tg:lhph:33738,d1d140cc-fe2f-5583-9479-0136644080f7,Users,1,Deze film van Pliet van Lishout geraakte niet voltooid. ,usystem,commentaar gebruiker
tg:lhph:2126,e8077d88-b2f1-5c75-830d-e9b793eaab27,Users,1,"Foto zit in kaft """"foto's oudere Peter Benoit"""".<br>HIRES\Liszt-F\liszt01.tif",jvhecke,commentaar gebruiker
tg:lhph:8878,8b377c50-1a20-55be-bcdb-e6a7ce4399f7,Users,1,HIRES023\Scheltjens-L\schel02.tif,usystem,commentaar gebruiker
tg:lhph:695,03c2107e-1013-5d71-aa75-7f8824de9ac7,Users,1,Reeks van 6 foto's 102131/1-6 van een officieel evenement dat niet kon geïdentificeerd worden,lwilmots,commentaar gebruiker
tg:lhph:47029,91e84619-af77-5b4b-9582-f067f5a857ad,Users,1,"186000 = """"oningeschreven gevonden"""" <br>
Het oorspronkelijke inschrijvingsnummer is waarschijnlijk 70670.",usystem,commentaar gebruiker
tg:lhph:6535,bde4f18a-6388-58c2-8444-0600be5f0e93,Users,1,FTBJ\ft0160.tif,usystem,commentaar gebruiker
tg:lhph:3737,ad335a6e-c9d5-513e-b259-a14fec90d8de,Users,1,PVO001\pvo012.tif,usystem,commentaar gebruiker
tg:lhph:6470,6962b0be-a6e3-56d0-b2fd-ae0d59e71673,Users,1,Copyright.Het Nieuwsblad.,usystem,commentaar gebruiker
tg:lhph:17288,b83eb6bc-5887-5efb-b038-4398aeb8985a,Users,1,HIRES\Serroen-B\serroen01.tif,usystem,commentaar gebruiker
tg:lhph:8194,b1ddd803-2ebf-55d5-93a9-2a3a2bce073c,Users,1,HIRES\Woestijne-Kvd\kvdw82.tif,usystem,commentaar gebruiker
tg:lhph:11075,480c1b42-3f75-5ea9-8a6b-a9b472e9e4ae,Users,1,Barbaix-E\mart01.tif,usystem,commentaar gebruiker
tg:lhph:553,403f8d90-49de-5925-ae6e-0b7912eb4007,Users,1,Walter de Mulder Prins Albertstraat 116 Sint-Amandsberg<br>HIRES001\Claus-H\claus02.tif,usystem,commentaar gebruiker
tg:lhph:6759,4aea3784-22d5-5709-8173-0b1aaf7cfc00,Users,1,FTBJ\ft0210.tif,usystem,commentaar gebruiker
tg:lhph:4764,9646c2b6-4fa7-53a9-bb08-7e725f1cbdc3,Users,1,HIRES013\Meunier-C\meunier01.tif,usystem,commentaar gebruiker
tg:lhph:14627,61f7592f-101a-5476-b416-f9a8aea278a9,Users,1,HIRES\Reeck-Hvanden\reeck05.tif,usystem,commentaar gebruiker
tg:lhph:31139,5f825ada-2142-51d9-b3de-2c71af287414,Users,1,HIRES\Martens-G\martens01.tif,usystem,commentaar gebruiker
tg:lhph:12659,24b85d7d-4341-5a6a-89d5-d081e26c1f6c,Users,1,HIRES\Bruyn-Fde\bruyn01.tif,usystem,commentaar gebruiker
tg:lhph:43206,10a123fa-facf-5407-a063-d1caf2289618,Users,1,HIRES\Velde-Hvande\velde02.tif,usystem,commentaar gebruiker
tg:lhph:5175,e085f7cc-2ac6-53ea-a01f-4b2e9ac740d6,Users,1,HIRES\Augusteyns-L\5175p.tif,jvhecke,commentaar gebruiker
tg:lhph:33554,eb3af362-19b3-5649-a467-7de75e34f35a,Users,1,Deze film van Pliet van Lishout geraakte niet voltooid. ,usystem,commentaar gebruiker
tg:lhph:3808,c21f956b-1292-5a8f-95d5-3119871a93fa,Users,1,PVO001\pvo053.tif,usystem,commentaar gebruiker
tg:lhph:8317,00982bec-216d-571a-8225-1021b7f7f5dd,Users,1,HIRES012\Elskamp-M\elskamp05.tif,usystem,commentaar gebruiker
tg:lhph:15036,c12cf0da-73e4-586b-a683-aef310b52cc5,Users,1,HIRES\Rodenbach-G\rodenb-g02.tif,usystem,commentaar gebruiker
tg:lhph:35879,e3e2efb3-845a-5a52-a6a1-a9427fd73cd2,Users,1,HIRES\Lenaerts-H\lenaets01.tif,usystem,commentaar gebruiker
tg:lhph:43343,69fd1d0b-e505-5981-9f8c-7ac8e0e6c58c,Users,1,Barbaix-E\Timmermans-F\timmermans01.tif,usystem,commentaar gebruiker
tg:lhph:9910,13367cf7-200e-51e7-b128-0f6fe141b97d,Users,1,HIRES\Raes-H\raes03.tif,usystem,commentaar gebruiker
tg:lhph:8252,09b1733d-0c22-551c-b625-e38de40171cf,Users,1,Origineel bij Adr. Van de Woestijne/door haar gefotografeerd.<br>HIRES\Woestijne-Kvd\kvdw84.tif,usystem,commentaar gebruiker
tg:lhph:5933,c66c677b-2e15-595a-ab00-11411c61517d,Users,1,HIRES018\Bruggen-Nvan\Bruggen03.tif,usystem,commentaar gebruiker
tg:lhph:19500,88a41dc0-0bdc-5810-b587-c39a6664c77d,Users,1,HIRES\Hooft-J\hooft05.tif,ivanongeval,commentaar gebruiker
tg:lhph:9013,7e603411-cc77-5815-9dcb-90a3c76f17ba,Users,1,HIRES007\Roelants-M\roel03.tif,usystem,commentaar gebruiker
tg:lhph:1589,b30bac37-51d1-5c07-ad4d-a4d08fe3188e,Users,1,negatief Verwimp,jcornilly,commentaar gebruiker
tg:lhph:9443,30969899-95a0-56cc-b5c2-621a3d6142ad,Users,1,HIRES\Michiels-I\michiels04.tif,usystem,commentaar gebruiker
tg:lhph:8946,2141d5d4-ae50-5633-a3de-8a2a72c8f5d6,Users,1,HIRES\Schepens-J\schepens01.tif,usystem,commentaar gebruiker
tg:lhph:4066,e94d9ae9-3e2a-547e-891b-4670a1d32f5d,Users,1,HIRES003\Grignard-F\fg07.tif,usystem,commentaar gebruiker
tg:lhph:1634,bc54415e-c6f6-5b59-ad67-9ae04f8bcf7b,Users,1,HIRES\Claus-E\claus25.tif,usystem,commentaar gebruiker
tg:lhph:11327,24d4a492-4bb2-53b0-b017-04348d332acf,Users,1,Barbaix-E\moens02.tif,jvhecke,commentaar gebruiker
tg:lhph:33606,c6248886-bdca-5579-8a9b-c67b7b7e4dd4,Users,1,Deze film van Pliet van Lishout geraakte niet voltooid. ,usystem,commentaar gebruiker
tg:lhph:8415,1d43883e-73d0-599a-8903-a341ec9f0427,Users,1,HIRES\Wattez-O\Wattez02.tif,usystem,commentaar gebruiker
tg:lhph:25678,abfb8f91-1c42-5801-81b2-43dacafeea93,Users,1,HIRES\Bom-Ede\debom17.tif,usystem,commentaar gebruiker
tg:lhph:17709,6e729dfc-e511-5841-9012-0ea17b79705a,Users,1,HIRES\Smits-F\smits01.tif,usystem,commentaar gebruiker
tg:lhph:5227,fd0327a8-f402-547b-b100-98d47f9afd84,Users,1,FTBJ\ft-0076.tif ,usystem,commentaar gebruiker
tg:lhph:43441,79acca63-7a9f-5a2d-a112-9214cb2bd679,Users,1,HIRES\Christiaens-AG\chr-AG02.tif,usystem,commentaar gebruiker
tg:lhph:33743,6f98424c-0a7e-514f-b1e4-4f5ddcb7d670,Users,1,Deze film van Pliet van Lishout geraakte niet voltooid. ,usystem,commentaar gebruiker
tg:lhph:45595,87a9cc81-d0ae-5a0f-9aa2-61ac2ef62458,Users,1,De naam Jenny van Santvoort is geschrapt en vervangen door een onleesbare naam. Misschien Louise/Louisa.,usystem,commentaar gebruiker
tg:lhph:4123,c343fee7-b1b5-527f-af5e-4289294efa27,Users,1,\HIRES011\Vanderheyden-J\Vanderheyden01.tif,usystem,commentaar gebruiker
tg:lhph:9711,30334ae0-55b7-55df-98f0-351b5008eb5e,Users,1,"R. Seys, """"De Rumbers"""" - Ringlaan - Koekelare.",usystem,commentaar gebruiker
tg:lhph:42600,5bf9f2be-3e4a-59dd-a08f-529dd0630797,Users,1,HIRES\Briffaux-B\briffaux01.tif,usystem,commentaar gebruiker
tg:lhph:4089,13d394e0-00f6-5421-a7d2-9d7cf83b6abc,Users,1,HIRES\Gressshof-J\greshoff03.tif,usystem,commentaar gebruiker
tg:lhph:9341,2a5091a7-938b-5b37-96ba-8267d67085b0,Users,1,HIRES030/Callewaert-J/callewaert01.tif,bweis,commentaar gebruiker
tg:lhph:43338,071b30fb-cbe3-55e6-b01b-15bceb5eb266,Users,1,Gescand exemplaar: Origineel afgevoerd omdat het te zeer beschadigd was. (22/08/2007)<BR>HIRES\Schrijver-Kde\schrijver01.tif,usystem,commentaar gebruiker
tg:lhph:2274,a61fed8d-7d7b-5fd4-a439-844f237a5e7c,Users,1,Foto's te vinden in map 'foto's KVDW + vrienden'<br>HIRES\Ensor-J\ensor15.tif,usystem,commentaar gebruiker
tg:lhph:43768,c300a10a-8195-5f0d-9083-aa7d956730cf,Users,1,"V.l.n.r.: Marc Janssen, Jeanne De Bruyn",usystem,commentaar gebruiker
tg:lhph:43292,5bad6fa3-3750-5713-bc14-f949e1863d81,Users,1,Barbaix-E\lovelv03.tif,usystem,commentaar gebruiker
tg:lhph:44557,bfd48305-3e48-5277-ab27-3448d739ce37,Users,1,HIRES\Delhez-V\delhez14.tif,usystem,commentaar gebruiker
tg:lhph:3936,b67b1a8e-f11e-50d8-ac06-c3edb0ba49b0,Users,1,HIRES007\Roosbroeck-Gvan\roosb54.tif,usystem,commentaar gebruiker
tg:lhph:3465,afdac145-1a7f-5c5e-9d61-8852f6a2333b,Users,1,HIRES\Gijsen-M\mg19.tif,usystem,commentaar gebruiker
tg:lhph:6237,601c115d-edc5-5b2e-b1bb-edc0cd1c141d,Users,1,HIRES\Wouters-R\wouters05.tif,usystem,commentaar gebruiker
tg:lhph:23190,f8fdcdce-fed0-5a3a-a666-897c4be96598,Users,1,HIRES\Nahon-A\nahon24.tif,usystem,commentaar gebruiker
tg:lhph:9438,69ea6f34-3423-5a91-9920-6339e58300b9,Users,1,E:\HIRES\michiels-I\i-michiels.tif,ivanongeval,commentaar gebruiker
tg:lhph:528,8c4ccb32-e4b1-56f5-a79a-bb04dd33bbc6,Users,1,"Jan Coppens 14, rue des Tongres Bruxelles 4",usystem,commentaar gebruiker
tg:lhph:16231,d650fb56-e50d-527c-b83e-c91cf1b5a211,Users,1,HIRES\Geyl-P\geyl02.tif,usystem,commentaar gebruiker
tg:lhph:38699,eba9a28f-c497-5add-95cd-17e8dcc93031,Users,1,Aankoop veilingshuis Bernaerts.,usystem,commentaar gebruiker
tg:lhph:13463,e9103084-f1e9-526f-8028-f80473abf22f,Users,1,HIRES\Boeck-Ade\boeck03.tif,usystem,commentaar gebruiker
