ResourceID,brocade.id,card,order,note,Annotation,Annotation Type,Annotation Language
0a58669d-1ba2-52ac-9f85-7ad38b554934,tg:lhsc:5749,Annotations,3,note.lhherkomst,"Geschonken door het districtshuis Berchem, via Ann Jansen (CS/MBE/EGC erfgoedcel)
Afkomstig uit het patrimonium van de vroegere gemeente Berchem.",Herkomst,Nederlands
0132a4ce-d78f-5f35-b607-75a7bd6d5179,tg:lhsc:945,Annotations,2,note.lhherkomst,"Schenking Ol. Guillierme, 9.4.1943",Herkomst,Nederlands
a6e2381c-7847-51ec-af1b-da3f0c6ce595,tg:lhsc:416,Annotations,4,note.lhherkomst,Langdurig bruikleen Koninklijk Vlaams Muziekconservatorium.,Herkomst,Nederlands
a302d86b-aa95-5f6c-a6b8-813d7ce13758,tg:lhsc:9316,Annotations,2,note.lhherkomst,"Geschenk Paul Thiers, Kortrijk.",Herkomst,Nederlands
bb80b3ad-5cad-57c7-8d5b-36c316548c15,tg:lhsc:1049,Annotations,3,note.lhherkomst,Geschonken door de familie Ruyten in december 1947.,Herkomst,Nederlands
b60312ae-da6e-5831-8667-510ba90aeeac,tg:lhsc:4284,Annotations,3,note.lhherkomst,Geschenk Mevrouw Lina de Ridder (Deurne).,Herkomst,Nederlands
ee85f6ac-1898-573e-b141-582d291718b0,tg:lhsc:1086,Annotations,3,note.lhherkomst,Geschonken door Pol van Esbroeck,Herkomst,Nederlands
9d79a9d4-411d-5b27-aac4-0302636d8963,tg:lhsc:1069,Annotations,3,note.lhherkomst,Geschonken door de Federatie van Vlaamse Kunstenaars en in hun opdracht gemaakt.,Herkomst,Nederlands
10743b6f-f549-53e1-a3c7-4a4986730133,tg:lhsc:725,Annotations,3,note.lhherkomst,Langdurig bruikleen Koninklijk Vlaams Muziekconservatorium.,Herkomst,Nederlands
a208fd6f-bd31-55c8-baf9-a9734508cc38,tg:lhsc:908,Annotations,3,note.lhherkomst,Geschonken door Emiel Hullebroeck op 14.4.1942,Herkomst,Nederlands
9ac729ab-ac98-534f-9e11-6cc050c2a6d4,tg:lhsc:9361,Annotations,2,note.lhherkomst,"Geschenk André en Sylva De Poorter-Deblanc, Gent.",Herkomst,Nederlands
eaaa48a6-6a26-59a1-916d-772c2b80f496,tg:lhsc:57,Annotations,4,note.lhherkomst,Er staan vijf afgietsels van ditzelfde beeld ingeschreven onder nummer 31961. Alleen het eerste en het vijfde zijn echt speciaal.,Herkomst,Nederlands
316fc5d3-8a6d-5fd3-bf20-ba48dac12a8a,tg:lhsc:949,Annotations,2,note.lhherkomst,"Schenking Alain Germoz, 30.6.2003.",Herkomst,Nederlands
26cf34e8-e591-5d63-8a04-7cfa081a0df7,tg:lhsc:1706,Annotations,3,note.lhherkomst,"Eén origineel """"Menacing Cupid"""", witte marmer bevindt zich in het Hermitage museum te Sint - Petersburg. Een tweede origineel """"L'amour menaçant"""" in marmer bevindt zich in het Rijksmuseum in Amsterdam.",Herkomst,Nederlands
2b8d449c-a17f-51ca-9ed4-deb36568653e,tg:lhsc:699,Annotations,3,note.lhherkomst,Aangekocht op 15.9.1954 voor 1000 BEF,Herkomst,Nederlands
da6a8a09-1549-53d6-aa43-1129a453d599,tg:lhsc:5745,Annotations,3,note.lhherkomst,"Geschonken door het districtshuis Berchem, via Ann Jansen (CS/MBE/EGC erfgoedcel)
Afkomstig uit het patrimonium van de vroegere gemeente Berchem.",Herkomst,Nederlands
eb97cc67-7be6-5473-ab54-9e969a5e5c94,tg:lhsc:436,Annotations,3,note.lhherkomst,"Aankoop Kunsthandel De Roos, Antwerpen, 1999, voor 10.000 BEF",Herkomst,Nederlands
9df2a1ce-dc6b-5a33-a80d-3719474159ab,tg:lhsc:1053,Annotations,4,note.lhherkomst,"Schenking L. dela Montagne, 10.11.1942",Herkomst,Nederlands
20301903-0f38-521a-8cb9-6c171fe4fa1c,tg:lhsc:7168,Annotations,3,note.lhherkomst,"Geschonken door """"De Librije"""".",Herkomst,Nederlands
78e3e9ec-dae0-5c67-87cb-726da4cfe4e8,tg:lhsc:1680,Annotations,2,note.lhherkomst,"Geschonken door Anna Sleeckx, (neef van Domien Sleeckx), [1978]",Herkomst,Nederlands
8fdf8474-2373-58d8-9bbd-d6c5c69c2609,tg:lhsc:836,Annotations,2,note.lhherkomst,"Geschenk Lydia De Pauw-De Veen, 21 augustus 1997.",Herkomst,Nederlands
d809757c-6092-562b-867c-de71d9c64d48,tg:lhsc:1012,Annotations,3,note.lhherkomst,Geschonken door Joris de Maegt op 4 april 1946.,Herkomst,Nederlands
cbd2481d-117d-546c-bb2d-0893c6221e90,tg:lhsc:7201,Annotations,3,note.lhherkomst,"Geschenk Gerda van Looij, Deurne.",Herkomst,Nederlands
93b1ea5d-ae08-5399-91da-d5bcbdc38854,tg:lhsc:1156,Annotations,2,note.lhherkomst,In 1949 geschonken door Simone de Wildeman-De Cort,Herkomst,Nederlands
59e3e934-84c3-5a9a-8bd8-9a6d8930a0f4,tg:lhsc:708,Annotations,3,note.lhherkomst,Geschonken door Piet Vermeylen op 24.6.1969,Herkomst,Nederlands
654a386e-8f5a-57aa-98ef-e84baeb4a6f0,tg:lhsc:1697,Annotations,3,note.lhherkomst,"Geschonken door Ronald Boon, AMVB, 1990.",Herkomst,Nederlands
79d41cc8-8f3f-5faf-8f91-2ad5e8519529,tg:lhsc:1044,Annotations,2,note.lhherkomst,Aangekocht bij A. Simonart op 13.10.1978 voor 20.000 BEF,Herkomst,Nederlands
c685a484-4d31-5466-bf26-9fdc174b6c39,tg:lhsc:837,Annotations,3,note.lhherkomst,"Aangekocht bij Kunsthandel De Roos, mei 1997, voor 25.000 BEF",Herkomst,Nederlands
6ed0ae9c-393d-53c3-9656-eec673708808,tg:lhsc:1101,Annotations,4,note.lhherkomst,Aangekocht bij Line de Belder-Lambert in oktober 1992 voor 30.000 BEF,Herkomst,Nederlands
e367e8fe-0c41-5f66-b94e-3a7445d2f8b0,tg:lhsc:437,Annotations,4,note.lhherkomst,"Geschenk F. de Bruycker, 1943",Herkomst,Nederlands
13d321d2-0025-5dd3-8bc9-61db88a89da5,tg:lhsc:1005,Annotations,2,note.lhherkomst,Geschonken door Leo Elaut in oktober 1972,Herkomst,Nederlands
32e10916-5afe-57fa-b684-a2b1700f13f9,tg:lhsc:876,Annotations,3,note.lhherkomst,Geschonken door Ary Delen op 18.4.1947.,Herkomst,Nederlands
d068c2ab-8765-5d10-a12f-3770d2db0889,tg:lhsc:732,Annotations,4,note.lhherkomst,"Geschonken door de vader van Herman van den Reeck, op 3.5.1944",Herkomst,Nederlands
964913f8-1a8a-54a7-ac9e-b49cc785dd65,tg:lhsc:3385,Annotations,3,note.lhherkomst,Geschenk De Vocht- Fuyen: 05/07/2004.,Herkomst,Nederlands
02b53486-1853-5ebe-858e-30f4a0910ae2,tg:lhsc:56,Annotations,4,note.lhherkomst,Er staan vijf afgietsels van ditzelfde beeld ingeschreven onder nummer 31961. Alleen het eerste is echt speciaal.,Herkomst,Nederlands
e4917e05-f18e-55a3-b5e8-232938a7cbf5,tg:lhsc:765,Annotations,3,note.lhherkomst,Geschonken op 25.8.1977 via de Koninklijke Maatschappij voor Dierkunde van Antwerpen uit de nalatenschap van Karel Verlat.,Herkomst,Nederlands
f193f02f-d995-5323-92e8-3e4cd1bcb69e,tg:lhsc:9360,Annotations,2,note.lhherkomst,"Geschenk André en Sylva De Poorter-Deblanc, Gent.",Herkomst,Nederlands
6e5b1505-2682-5e5a-aa5d-6832b57705b9,tg:lhsc:9419,Annotations,2,note.lhalg,Losse rode marmeren voet,Algemeen,Nederlands
e73c018e-6e80-55b1-9549-12c7c7137260,tg:lhsc:773,Annotations,4,note.lhherkomst,"Aangekocht op 24.11.1935 op de openbare veiling Conscience/Antheunis, voor 10600 BEF",Herkomst,Nederlands
0518e5d1-0053-5d3f-b972-9c7226d62bca,tg:lhsc:5705,Annotations,3,note.lhherkomst,Aankoop veilingshuis: The Romantic Agony.,Herkomst,Nederlands
72ae0f80-343f-51e4-bc8b-1127b9e5293a,tg:lhsc:909,Annotations,3,note.lhherkomst,Geschonken door Mevr. de Gottal-Rooses op 4.11.1943,Herkomst,Nederlands
61033c36-2896-51c8-bdc3-5ef47c5b77e9,tg:lhsc:6938,Annotations,3,note.lhherkomst,Geschenk kunsthandel De Roos.,Herkomst,Nederlands
21a5f190-43a8-5766-bfa5-9bd0708d114f,tg:lhsc:1087,Annotations,4,note.lhherkomst,"Geschenk Ward Blankers, oktober 1997",Herkomst,Nederlands
b1660be2-fee1-58a4-9d08-a350791feba7,tg:lhsc:1984,Annotations,2,note.lhherkomst,Schenking,Herkomst,Nederlands
29ed7968-5a51-5914-9dfd-87c1a64f5449,tg:lhsc:1623,Annotations,2,note.lhherkomst,Schenking van museum Sterckshof 9/09/2003.,Herkomst,Nederlands
eefdbee7-127a-536c-81db-44c2ddadeebf,tg:lhsc:753,Annotations,4,note.lhherkomst,Langdurig bruikleen Koninklijk Vlaams Muziekconservatorium.,Herkomst,Nederlands
7b78fe22-10e4-57c6-84a7-60245f65b10a,tg:lhsc:1137,Annotations,4,note.lhherkomst,Schenking Mevr. Theo Blickx door bemiddeling van Remi de Cnodder.,Herkomst,Nederlands
2e692866-8eae-59e2-8d34-f25a3522c65f,tg:lhsc:417,Annotations,3,note.lhherkomst,Permanent Bruikleen Muziekconservatorium,Herkomst,Nederlands
a4c09d85-9233-5484-afc0-799cae720c5c,tg:lhsc:5748,Annotations,3,note.lhherkomst,"202326: Geschonken door het districtshuis Berchem, via Ann Jansen (CS/MBE/EGC erfgoedcel)
Afkomstig uit het patrimonium van de vroegere gemeente Berchem.",Herkomst,Nederlands
896349a8-6f7c-5d19-81c1-8ecadcfdf0ba,tg:lhsc:440,Annotations,4,note.lhherkomst,Geschenk gemeentebestuur 1952,Herkomst,Nederlands
015d1f00-d835-52fb-9d6f-ff0fee809287,tg:lhsc:913,Annotations,3,note.lhherkomst,Geschonken door Frits de Mont op 2 juli 1940.,Herkomst,Nederlands
d579f86f-e668-507f-8915-cac341ad6fa4,tg:lhsc:7372,Annotations,1,note.lhherkomst,Geschenk Rik van Biesen.,Herkomst,Nederlands
f0f7a63f-fe85-51f1-86fa-cbeae42f89b4,tg:lhsc:1619,Annotations,3,note.lhherkomst,Schenking van museum Sterckshof 9/09/2003.,Herkomst,Nederlands
b290693c-3062-5044-91aa-01182b7f2085,tg:lhsc:1176,Annotations,3,note.lhherkomst,"Dit stuk werd al in 1926 door de Nederlandsche Boekhandel aan Baekelmans geschonken voor het """"in wording"""" zijnde Museum van de Vlaamsche Letterkunde. (Brief van Lode Baekelmans, dd. 2.3.1926)",Herkomst,Nederlands
b6233953-26fe-510a-8d57-c27675e661c3,tg:lhsc:9403,Annotations,4,note.lhherkomst,Oningeschreven gevonden,Herkomst,
2870ce52-8cc6-56d3-8fb1-6d1031d2614c,tg:lhsc:1983,Annotations,2,note.lhherkomst,Schenking,Herkomst,Nederlands
0800ebe2-f42c-57bb-be39-f647de31f641,tg:lhsc:1595,Annotations,3,note.lhherkomst,Schenking van Lutgart Dosfel 4/09/2003.,Herkomst,Nederlands
33f21f6f-43a2-5d34-b895-0b4ba2523207,tg:lhsc:9408,Annotations,2,note.lhalg,"Portretbuste van Stijn Streuvels, toegeschreven aan Karel Lateur",Algemeen,Nederlands
13690101-48c2-5062-8159-246270ea8e8f,tg:lhsc:5981,Annotations,3,note.lhherkomst,Aankoop.,Herkomst,Nederlands
0dc110a0-79c8-54fc-ba35-9e70b8ade350,tg:lhsc:1184,Annotations,4,note.lhherkomst,In 1938 door Arthur Dupon aan het Museum voor de Vlaamsche Letterkunde geschonken.,Herkomst,Nederlands
7a0d53ab-95c1-5165-b047-4e45114b2690,tg:lhsc:9367,Annotations,3,note.lhherkomst,219064: Uit het archief van Lode Ontrop.,Herkomst,Nederlands
29e87838-6c07-59c1-bd21-fb9e404f7575,tg:lhsc:1096,Annotations,4,note.lhherkomst,Aangekocht bij Julien Ruymen voor 15.000 BEF in 1977.,Herkomst,Nederlands
a02bcb22-c6d3-5f61-a606-3c6472a4638b,tg:lhsc:2205,Annotations,3,note.lhherkomst,Aankoop Joris de Sutter. (16/12/2003),Herkomst,Nederlands
05276f4d-c5b1-5e3b-8dfd-f5ed12aa7fa7,tg:lhsc:5743,Annotations,3,note.lhherkomst,"202324: Geschonken door het districtshuis Berchem, via Ann Jansen (CS/MBE/EGC erfgoedcel)
Afkomstig uit het patrimonium van de vroegere gemeente Berchem.",Herkomst,Nederlands
92cba8db-c62e-5551-bd7a-acfb24bfd6fe,tg:lhsc:735,Annotations,4,note.lhherkomst,"Geschonken op 28.11.1956 door M. Schroyens, schepen van onderwijs",Herkomst,Nederlands
c80b3db8-7062-5124-bf01-ce7864af3fca,tg:lhsc:1147,Annotations,3,note.lhherkomst,Geschjonken door de gemeente Merksem in 1941.,Herkomst,Nederlands
351ee8f4-87ab-5151-86ac-408e340c4426,tg:lhsc:5738,Annotations,2,note.lhherkomst,"Geschonken door het districtshuis Berchem, via Ann Jansen (CS/MBE/EGC erfgoedcel). 
Afkomstig uit het patrimonium van de vroegere gemeente Berchem.",Herkomst,Nederlands
0f4205a7-af3c-5c82-9806-55228875ddf1,tg:lhsc:430,Annotations,4,note.lhherkomst,"Gift door Alfred Bogaerd, 20.2.1935",Herkomst,Nederlands
96ae7ede-941d-5291-8c91-7575c76c490f,tg:lhsc:1055,Annotations,2,note.lhherkomst,"Geschonken door Mevr. L. de Laet, de schoondochter van J.A. de Laet in 1936.",Herkomst,Nederlands
b2642e64-cf40-534d-a085-d54d22e784c9,tg:lhsc:1043,Annotations,4,note.lhherkomst,Geschonken door Lode Baekelmans op 4.9.1968.,Herkomst,Nederlands
96889312-9663-58ed-b9ab-42b9b933c8e9,tg:lhsc:426,Annotations,4,note.lhherkomst,Oningeschreven gevonden op 6.5.1968,Herkomst,Nederlands
e2ea8c56-b809-5924-9db2-cb8827748717,tg:lhsc:888,Annotations,4,note.lhherkomst,Dit beeld komt uit de collectie van Frits Sano.,Herkomst,Nederlands
75406f57-ce0e-5f7b-bf25-711a711c69e2,tg:lhsc:5057,Annotations,3,note.lhherkomst,Geschenk Mevrouw A. Verboven.,Herkomst,Nederlands
7208ac2f-b04e-5096-b134-0d4ff2736efb,tg:lhsc:6417,Annotations,4,note.lhherkomst,Schenking Mevrouw Verschraegen-Verbaere.,Herkomst,Nederlands
79c38a16-ce0a-5cbf-93f8-9fb4be5921df,tg:lhsc:9404,Annotations,3,note.lhherkomst,Oningeschreven gevonden,Herkomst,
20de7983-25a8-5336-97d5-4f809a279898,tg:lhsc:781,Annotations,3,note.lhherkomst,"Geschenk M. Duguet, 9.5.1957",Herkomst,Nederlands
74151a4b-8454-5561-b737-3ab1b1bafb7b,tg:lhsc:851,Annotations,3,note.lhherkomst,"Geschonken door George Hasse, in opdracht van Alice Ronsse (20.8.1964)",Herkomst,Nederlands
6ce7d351-6e3a-57dc-873f-2c95224c5624,tg:lhsc:447,Annotations,3,note.lhherkomst,"Geschonken door Herman de Cuyper in 1935, samen met de koppen van Anton van de Velde en Ernest van der Hallen.",Herkomst,Nederlands
4e4e7b45-a6bc-5609-aab4-c75e742c034a,tg:lhsc:410,Annotations,4,note.lhherkomst,"Schenking Marcel Lambin, 23.9.1977",Herkomst,Nederlands
5bc31604-0b9b-53b9-970a-20bda3bc1bb7,tg:lhsc:1075,Annotations,3,note.lhherkomst,Geschonken door Th. Berchmans in januari 1946.,Herkomst,Nederlands
4f64fa2e-1349-5460-bdfc-37db32b3c724,tg:lhsc:742,Annotations,4,note.lhherkomst,"Gift van J. Tiberius, 8.12.1936",Herkomst,Nederlands
0b460bd8-9b8e-580d-bed5-38a05bd079fd,tg:lhsc:979,Annotations,2,note.lhherkomst,"Geschonken door zijn dochter, mevr. August van Cauwelaert, 16.9.1960",Herkomst,Nederlands
13e37524-f03c-591b-8dbf-7814a6fc95e2,tg:lhsc:31,Annotations,4,note.lhherkomst,"Gift van de _Federatie van de Vlaamse Kunstenaars_, 19 augustus 1942",Herkomst,Nederlands
a7c16f34-4bcd-52a0-ba5a-87e865efb62d,tg:lhsc:4923,Annotations,3,note.lhherkomst,"Geschenk mevrouw A. Verboven, Deurne.",Herkomst,Nederlands
379e9880-69a2-5f6f-a7a0-0f09c8773834,tg:lhsc:714,Annotations,3,note.lhherkomst,Aangekocht bij Albert Poels op 6.2.1950 voor 250 BEF,Herkomst,Nederlands
3a8db150-e483-582a-b619-65d30596b007,tg:lhsc:1648,Annotations,3,note.lhherkomst,Schenking van museum Sterckshof 9/09/2003.,Herkomst,Nederlands
3c1850cd-b5d2-5b36-92f7-4d93cac672a2,tg:lhsc:446,Annotations,3,note.lhherkomst,"Geschenk Dries Weyts, 15.11.1999",Herkomst,Nederlands
768c357c-5e80-57b4-806a-d12062ff20ad,tg:lhsc:9405,Annotations,3,note.lhherkomst,Oningeschreven gevonden.,Herkomst,Nederlands
6a01793e-dcc5-50d8-8086-332ecf5619d4,tg:lhsc:1062,Annotations,2,note.lhherkomst,Schenking Weduwe Louis Morrisson,Herkomst,Nederlands
310d02bc-b3f9-54a4-ba0f-f8b0dbf98efc,tg:lhsc:407,Annotations,4,note.lhherkomst,"Schenking Hendrik Galliaert, echtgenote Elisa Jonckers, 22.10.1936",Herkomst,Nederlands
2006b3d1-91a1-57c0-9a01-e100ab2edcf1,tg:lhsc:4149,Annotations,2,note.lhherkomst,Schenking. Raoul Verhoeven.,Herkomst,Nederlands
049e5824-e57f-5c45-8f22-69f0b1524d65,tg:lhsc:6416,Annotations,4,note.lhherkomst,Schenking Mevrouw Verschraegen - Verbaere.,Herkomst,Nederlands
f9b73f84-d020-5318-a7de-cc6afbbebcbe,tg:lhsc:889,Annotations,4,note.lhherkomst,Gift van het Karel Candael-comité op 16.11.1949,Herkomst,Nederlands
f4ee596d-f2e6-58a3-9507-f813e4cb5f63,tg:lhsc:9188,Annotations,2,note.lhherkomst,Aankoop Luc Daems.,Herkomst,Nederlands
e769403f-7189-56fc-af95-c11e84c94bff,tg:lhsc:427,Annotations,2,note.lhherkomst,"Via Jozef Muls in het Letterenhuis terechtgekomen (langdurig bruikleen), 2.4.1936",Herkomst,Nederlands
62ad11fc-797e-502f-9370-585ca1c50c13,tg:lhsc:1687,Annotations,1,note.lhherkomst,"Legaat Mej. Malfeyt, mei 1974",Herkomst,Nederlands
56453bf7-3f37-584d-a3fd-52b7586f9498,tg:lhsc:431,Annotations,4,note.lhherkomst,"Gift door Hélène en Célestine Pauwels, 21.10.1963",Herkomst,Nederlands
29839ebe-7317-53b4-bd17-8cade0222af5,tg:lhsc:1054,Annotations,3,note.lhherkomst,Geschonken door mevr. Flor Heuvelmans in 1958.,Herkomst,Nederlands
5e114be4-606d-5013-a9a9-156222c4ee0f,tg:lhsc:827,Annotations,3,note.lhherkomst,"Aankoop Hildebert Derre, 1954, 750 BEF",Herkomst,Nederlands
e583a8bd-f9b3-5a25-93ff-bb1096f2d896,tg:lhsc:1111,Annotations,3,note.lhherkomst,"Aankoop Elza Buschmann, samen met Jan van Beers door Frans Joris voor 25.000 BEF (1.8.1955)",Herkomst,Nederlands
8bc127bc-0eb5-5d82-bdcb-d96e714ec52f,tg:lhsc:935,Annotations,2,note.lhherkomst,Langdurig bruikleen Koninklijk Vlaams Muziekconservatorium.,Herkomst,Nederlands
6e9fd2bc-a8a9-55e0-92e8-b08d7d9cf5fb,tg:lhsc:671,Annotations,2,note.lhherkomst,Via bemiddeling van Willem Gijssels werd dit afgietsel door Laura Hiel aan het Museum afgestaan in 1933.,Herkomst,Nederlands
9ee6d884-cea2-5cad-b661-3bbdbb5c5603,tg:lhsc:1097,Annotations,4,note.lhherkomst,Aangekocht bij Julien Ruymen in 1977 voor 10.000 BEF,Herkomst,Nederlands
67f732bf-8f5b-5da0-bdaa-80a3f7ee094d,tg:lhsc:919,Annotations,3,note.lhherkomst,"Uit de nalatenschap Monteyne-Loosveldt, 16 februari 1961.",Herkomst,Nederlands
472ede0f-28bc-51b7-9cfb-66c25d3a604a,tg:lhsc:9059,Annotations,3,note.lhalg,http://mededelingen.over-blog.com/article-vecu-een-historiek-vii-michel-bartosik-trapprijs-1976-124819562.html,Algemeen,
8868fbb7-c1c9-5632-8b92-e44faa8f5a78,tg:lhsc:688,Annotations,4,note.lhherkomst,"Dit is een van de elf beelden van Cesar Schroevens, die in 1935 aangekocht werden bij L. Severeyns.",Herkomst,Nederlands
e690fe1c-60cb-59c9-b326-8e4632801198,tg:lhsc:7339,Annotations,4,note.lhherkomst,Geschenk familie Elaut.,Herkomst,Nederlands
7d7f8f98-9156-532e-9a7a-802cc375d7e6,tg:lhsc:1982,Annotations,2,note.lhherkomst,Schenking,Herkomst,Nederlands
0abe9ebc-241f-5490-8928-c1c3088223cb,tg:lhsc:1016,Annotations,3,note.lhherkomst,Geschonken door Martha Van de Walle in juni 1964.,Herkomst,Nederlands
ec7ef1a4-2d16-58a2-ada6-25d12352cdbb,tg:lhsc:1692,Annotations,1,note.lhherkomst,"Geschonken aan Lode Craeybeckx, makt deel uit zijn kabinet in het AMVC.",Herkomst,Nederlands
08cf37aa-6c38-500d-bcec-34a284e4bb3f,tg:lhsc:1684,Annotations,3,note.lhherkomst,Schenking 1/07/2002,Herkomst,Nederlands
9ef760ec-09ad-5721-9269-5c964154d8c9,tg:lhsc:432,Annotations,4,note.lhherkomst,"Aankoop bij J. Ruymen voor 10.000 BEF, ingeschreven op 23.9.1977",Herkomst,Nederlands
4310edf1-c502-5a7f-b4a8-650ae079495d,tg:lhsc:873,Annotations,4,note.lhherkomst,219364: Uit het archief van Oscar Bronckaers.,Herkomst,Nederlands
68aef67f-e793-59ea-8520-36f55bf00ad9,tg:lhsc:9060,Annotations,4,note.lhherkomst,Geschenk mevrouw Elisabeth Deroo.,Herkomst,Nederlands
78b7f5ba-1c32-5884-bf54-92e40e4b0ac1,tg:lhsc:5741,Annotations,2,note.lhherkomst,"Geschonken door het districtshuis Berchem, via Ann Jansen (CS/MBE/EGC erfgoedcel). 
Afkomstig uit het patrimonium van de vroegere gemeente Berchem.",Herkomst,Nederlands
74bc179a-23ff-5896-8640-9b0ff0ce1ef4,tg:lhsc:1978,Annotations,2,note.lhherkomst,Schenking,Herkomst,Nederlands
e87525b7-4ec0-5dcf-ab6e-3b8f27cff77c,tg:lhsc:2207,Annotations,2,note.lhherkomst,Aankoop Joris de Sutter 16/12/2003.,Herkomst,Nederlands
324ed6e8-c0e4-5dc3-aa16-d18ceec2d2d6,tg:lhsc:53,Annotations,4,note.lhherkomst,"Geschenk Stadsbibliotheek, 6.3.1953",Herkomst,Nederlands
b4831efa-9318-5be7-9fa9-5a4ab1cff942,tg:lhsc:1094,Annotations,4,note.lhherkomst,Aangekocht bij Julien Ruymen in 1977.,Herkomst,Nederlands
