ResourceID,card,order,Signature Note,Signature Note Type,Signature Note  Language
cf431aeb-e507-5698-a484-13bf523fa092,Inscriptions,2,MAUQUOY.,Signatuur,Nederlands
d7bb3ac7-a800-5e75-966b-4303219d8fca,Inscriptions,2,JOSUË DUPON & J. FONSON.,Signatuur,Nederlands
04771dcb-2029-567a-a786-c76208457897,Inscriptions,2,POETOU,Signatuur,Nederlands
f9d08c90-afaf-5b15-8b6c-a1c568640b6e,Inscriptions,2,POETOU & FONSON,Signatuur,Nederlands
1eae5d10-a032-5efb-a639-ab64e06fbb97,Inscriptions,2,E.TRAMAUX.,Signatuur,Nederlands
8385be39-85a8-5fba-9c5f-f5e84fa863dd,Inscriptions,1,"Sinjaalprijs / 1965 / VOOR ROMAN
  
",Signatuur,Nederlands
0f9ab033-daa7-5a85-9e4f-5810c8c3756c,Inscriptions,1,Initialen F.D.,Signatuur,Nederlands
5bdf1b3e-a9b3-56fa-b27e-ba4b8e0ae604,Inscriptions,2,Cravanzola,Signatuur,Nederlands
ed83c965-ea6c-58b1-9d5e-1d959f8fd3e9,Inscriptions,1,Fisch J.,Signatuur,Nederlands
50993c04-09db-5aab-91fe-138756c6a126,Inscriptions,2,F. JOCHEMS.,Signatuur,Nederlands
b5e5a4a3-05db-5384-a64f-0865630d2f32,Inscriptions,2,Wolfers G.,Signatuur,Nederlands
6bebcd9a-a2ef-5ba1-b466-c0d1a046a5c1,Inscriptions,2,E. DE BREMAECKER,Signatuur,Nederlands
fb9d9f79-ed4c-5519-884d-64df2978ea25,Inscriptions,2,Baetes,Signatuur,Nederlands
d1a3ea5b-98c7-5670-8d8b-e0e98ca3acba,Inscriptions,1,"Inscriptie zilverbeslag: Het Komiteit / Place Verte Attractions / aan Edward Keurvels / ter herinnering / aan de uitvoering / der Rubens Cantate / van Peter Benoit en / Julius De Geyter / Antwerpen  22 Juli 1901.  

Binnen in foedraal: P.Stockaer, Bijoutier Orfevre, 10 Vieux Marche au Ble Anvers
  
",Signatuur,Nederlands
cd6e0acc-6d84-58a5-a7df-fe3e9d205d1c,Inscriptions,2,LEOP. WIENER & HART FECIT.,Signatuur,Nederlands
ddb182f1-30d5-5754-af58-82d22e99820f,Inscriptions,2,BAETES.,Signatuur,Nederlands
f2b0a9b7-511d-52a9-bade-292ffd26a505,Inscriptions,2,ARTHUR DUPON 1968 & FISCH,Signatuur,Nederlands
bf68a033-e5df-59c4-aa8d-88749ac456be,Inscriptions,2,F. BAETES. FEC.,Signatuur,Nederlands
e25c8ed0-cf2e-5817-a9e2-d6f01a3bd362,Inscriptions,2,POELS ALB. & J. FONSON.,Signatuur,Nederlands
92f6aefd-182e-5d98-8419-7bea3af8093d,Inscriptions,2,JOSUË DUPON,Signatuur,Nederlands
093d97c0-73c8-5166-88f3-4a31f6ac5637,Inscriptions,2,ARTHUR DUPON 1968 / FISCH.,Signatuur,Nederlands
b35f86ff-e86c-5683-b130-68bbeec0678a,Inscriptions,2,Henry Dropsy,Signatuur,Nederlands
c5fa3cc7-4330-5dd3-bc63-175c27d3679d,Inscriptions,2,VINÇOTTE SC. & WOLFERS FT.,Signatuur,Nederlands
9fe0854f-f686-5bb9-955e-7bbd13058140,Inscriptions,2,ASTHOEWER.,Signatuur,Nederlands
ea71acc6-9a8f-5e0e-8359-931a5dc7e765,Inscriptions,2,ALF. MAUQUOY,Signatuur,Nederlands
f6d6d8a3-cb7f-52d7-87e9-0922be22bdbf,Inscriptions,2,BAETES.,Signatuur,Nederlands
77b60886-4d2d-55a9-abe7-a86fd1f24f72,Inscriptions,2,J.C. CHAPLAIN.,Signatuur,Nederlands
a94e80f2-7f96-543b-aaa5-838c441028a2,Inscriptions,1,"Links onderaan tekst in het glasraam :  
_De Commissie van Openbare Onderstand van Antwerpen aan haar Secretaris Roger Avermaete. 16 maart 1960_  
",Signatuur,Nederlands
0c459f16-b40b-5759-b2b3-fd609254b37d,Inscriptions,2,C.F. CARLMAN,Signatuur,Nederlands
7e55f663-7c61-552f-b884-d2eed74de44d,Inscriptions,2,ALF. MAUQUOY,Signatuur,Nederlands
43afe695-5501-574d-a174-bb552e3e116b,Inscriptions,2,ALFONS MAUQUOY.,Signatuur,Nederlands
9cbaa13b-e9db-58a6-b8e5-47ddb6b420f6,Inscriptions,2,Huguenin Frères& C°,Signatuur,Nederlands
45406206-0771-5e33-9fe7-37e0f7e592c3,Inscriptions,2,ED. GRIELENS.,Signatuur,Nederlands
cd54c091-7319-5f1b-be7b-7f125c03b86b,Inscriptions,2,AP,Signatuur,Nederlands
84cddee6-b304-598a-83ce-ad5cb9b92c12,Inscriptions,2,LOVIS BOTÉE.,Signatuur,Nederlands
fa1c69db-2ee0-5b8f-b6b8-cb3bc069ffbd,Inscriptions,2,J. WITTERWULGHE.,Signatuur,Nederlands
a4eaf841-6cd4-58a4-91cf-cea23a2fdc39,Inscriptions,2,SOLÁ Y CAMATS G.& CASTELLS.,Signatuur,Nederlands
0d05e880-ea32-51ea-934b-ed5b401fcbfe,Inscriptions,2,Op blikken doosje: F. Baetes / Graveur / Anvers,Signatuur,Nederlands
61ae216a-8a16-5645-b90c-7a1d1d554dd2,Inscriptions,2,F. BAETES. FEC.,Signatuur,Nederlands
04894238-622e-5ed4-b8ff-25eccd38ec61,Inscriptions,2,BOSCHMANS & FIBRU,Signatuur,Nederlands
957c67ac-675a-5bc8-9d10-e8e6a8fda771,Inscriptions,2,C. MEUNIER & ‘WOLFERS FRÈRES’,Signatuur,Nederlands
cd521e4b-47fa-5193-a275-9e1c1108c939,Inscriptions,2,"Fisch, A.",Signatuur,Nederlands
0eacb309-0eea-575a-9882-69edee6dcb91,Inscriptions,2,LEOP. WIENER.,Signatuur,Nederlands
a0f21350-691e-542a-9522-1c1d462895f2,Inscriptions,2,Wolfers G.,Signatuur,Nederlands
99971970-cd59-5bea-9018-9da7addd5df3,Inscriptions,2,"Heremans, J. & F.",Signatuur,Nederlands
5bdf03ee-6079-52b7-929e-406219366c62,Inscriptions,2,H. DROPSY,Signatuur,Nederlands
9150ed52-52fe-57b2-ae8d-fc7ced1a57c1,Inscriptions,2,ED. GRIELENS.,Signatuur,Nederlands
e0a684be-4e70-5d03-9269-74d27cda3588,Inscriptions,2,E. DE LA CARCOVA.,Signatuur,Nederlands
9e5b3831-26c7-51a3-8540-ef2de9857671,Inscriptions,2,ARTHUR DUPONT,Signatuur,Nederlands
2394b8f9-5649-5c7b-aca1-338472ca21aa,Inscriptions,2,A. RIVET.,Signatuur,Nederlands
0d0b68e6-bf4c-51bd-9c68-49c8d28ca7f8,Inscriptions,2,"EM. POETOU. Op de rand: FONSON.
",Signatuur,Nederlands
11a66dca-0449-543d-99fb-2c818ca194f6,Inscriptions,2,JP,Signatuur,Nederlands
7b87b34f-b0d7-5862-a8c0-0ea01a21c757,Inscriptions,2,BAETES.,Signatuur,Nederlands
53f7b235-2807-54e2-bd29-7a64e2c668d7,Inscriptions,2,BAETES FEC.,Signatuur,Nederlands
f8aa0bd6-8ce0-551d-a9f2-424088bfa502,Inscriptions,2,G. DEVREESE.,Signatuur,Nederlands
a142c670-1448-5f31-8506-1b5e5bf7e04f,Inscriptions,2,L. Eyckermans. & het monogram LT.,Signatuur,Nederlands
85978d7b-a992-52ce-a165-7bd6e6b09f83,Inscriptions,2,BAETES.,Signatuur,Nederlands
dddc3af3-c0e3-5d6a-8a6a-4596c5b22c04,Inscriptions,2,J.P EMONDS-ALT.,Signatuur,Nederlands
2d091452-13b0-5e58-90f3-c31f3c4689d3,Inscriptions,2,PANHUYZEN.,Signatuur,Nederlands
9826ab91-70c2-5fde-85cc-eba92d573c33,Inscriptions,1,"Tekst op de plaat :  
_wit is het iksein van zwaan  
en het uitgaand der dingen  
wil hij zijn vleugels zengen  
schoon is amper raken aan_  
",Signatuur,Nederlands
9826ab91-70c2-5fde-85cc-eba92d573c33,Inscriptions,2,Links onderaan handtekening kunstenaar (onleesbaar),Signatuur,Nederlands
0468d01e-d8d4-5685-a9dd-d46c02c4cd7c,Inscriptions,2,VERLEE LUC 84,Signatuur,Nederlands
e9d37355-8a66-5db9-8713-60f291784aca,Inscriptions,2,VERLEE LUC / 75,Signatuur,Nederlands
48203733-f5a9-5ce1-9bd8-c81a3257697f,Inscriptions,2,BAETES,Signatuur,Nederlands
40166baf-2332-59fe-90b0-1bfe0f7f7a24,Inscriptions,2,AB,Signatuur,Nederlands
cd2cecf7-1d21-5a4b-abaf-509763524502,Inscriptions,2,Degreef P.,Signatuur,Nederlands
b930c16b-6ae2-589e-9758-ea4f65f962cf,Inscriptions,2,G. JONNAERT.,Signatuur,Nederlands
8b1a0c93-bdba-53a3-b4ae-adc49bafdae1,Inscriptions,2,MAUQUOY.,Signatuur,Nederlands
8eba721f-4eeb-5456-a7eb-c3d52bd85ffa,Inscriptions,2,Degreef P.,Signatuur,Nederlands
377ff061-cd54-5d9a-b0f8-07ea161601ea,Inscriptions,2,GALTIÉ,Signatuur,Nederlands
1dd15763-2ce8-5cc5-bd48-802e88ffafc8,Inscriptions,2,J. STIENON.,Signatuur,Nederlands
c66c86ef-afc6-56fb-a7ce-bf6c8c756735,Inscriptions,2,LE / PLAE INC.,Signatuur,Nederlands
988e58f0-2a23-557a-b93b-8232a458f1fb,Inscriptions,2,M. DELANNOY – MCMXXXIV.,Signatuur,Nederlands
345b8ffb-6c11-5792-9217-b8442f0ded75,Inscriptions,2,BAETES,Signatuur,Nederlands
307f6465-e953-5eaf-9fa3-ba9ee9e2d5c6,Inscriptions,2,Op de ex libris: *Vogelina Lobe*.,Signatuur,Nederlands
cf8d332e-0a5d-549f-b5b1-0cc78da2487d,Inscriptions,2,"Signatuur van Frans Dille en de initialen VDL (tweemaal).
",Signatuur,Nederlands
5d4c3a0a-40b6-508e-8b59-fddec3e44740,Inscriptions,2,ED. GRIELENS.,Signatuur,Nederlands
9d5f15c3-4fdc-5863-b366-b2d3fecd9b73,Inscriptions,2,E. ARNAU & RODRIGUEZ.,Signatuur,Nederlands
c51130d7-eff4-5fc8-80d5-926020c83fe7,Inscriptions,1,"Linksonder: _L Du Bar_

Rechts: _MAURITS SABBE _",Signatuur,Nederlands
4581f726-f3be-55e0-9df3-a7421168cf88,Inscriptions,1,"Vooraan:_1853 Edward Keurvels 1916_

Achteraan:_ Hildebert Derre

Antwerpen

1925_",Signatuur,Nederlands
964cc9f8-c6fb-5e05-be6f-a69ec8f45f88,Inscriptions,1,"Onder de linkerschouderafsnede: _J.Anthone. Antw._

Vooraan op sokkel: _HENDRIK CONSCIENCE _",Signatuur,Nederlands
41b4a25e-fb9e-5f1c-898b-5cf330d4ad97,Inscriptions,2,Achteraan : _M.van Reeth_,Signatuur,Nederlands
c57d3dff-ca95-5c7a-a70c-0715b04bad2c,Inscriptions,2,Rechterzijde nek: _LODE VLEESHOUWERS_,Signatuur,Nederlands
edc8c733-dcfd-5003-b0f8-e0983ef6b059,Inscriptions,1,"Op een zijvlak: _Moulé / filialement / le 30-V-1927 par / Dolf Ledel / Toute
reproduction interdite_",Signatuur,Nederlands
544acddc-3fe4-5e0d-b9d3-5229b7329e99,Inscriptions,1,Linkerzijde hals: _JOZEF CANTRE_,Signatuur,Nederlands
c109e1c8-3c8c-5d08-ab95-85b87e1decba,Inscriptions,2,Achterkant: _Frans Claessens_,Signatuur,Nederlands
9a3697a7-0eb4-5fc8-8218-9cadb7d1fd11,Inscriptions,1,Middenlinks: _Emiel Jespers / 1896_,Signatuur,Nederlands
45f7e0df-8b29-5eb8-9067-5079ce728265,Inscriptions,1,Rechts onder: _L.DUPUIS F._,Signatuur,Nederlands
67c5f24b-ffab-5b5d-82d4-1c9e129a3fa8,Inscriptions,1,"Rechterboven sokkel: _Jef Van Hamme_

Voorkant sokkel: _DE SCHELDE_",Signatuur,Nederlands
1609b2cf-5d7d-50bc-ab15-5385e12df4b2,Inscriptions,2,"Op het rechterzijvlak van het voetstuk: _Jul.Lagae_

Op de voorzijde van het voetstuk: _Albrecht Rodenbach_",Signatuur,Nederlands
0e60bd6c-c9d5-570a-a65a-f17bbf834784,Inscriptions,1,Vooraan: _DR JUUL GRIETENS / 1884-1936 _,Signatuur,Nederlands
ae836d71-5e59-5462-9c05-31c088dd28c5,Inscriptions,1,"L-onder: _J Hullebroeck_

Links: _LAMBRECHT _

Rechts:_LAMBRECHTS_",Signatuur,Nederlands
30d5beb5-d97e-5113-9ef4-c93ee48fe2a4,Inscriptions,1,Voorzijde rechts: _G. Van den Meersche 49_,Signatuur,Nederlands
8952ee98-4a3b-5e5a-b709-53a2465da5a3,Inscriptions,1,Rechts onderaan zijkant: H. De Cuyper 1934,Signatuur,Nederlands
9ec48475-dc2c-5560-91cd-a805973fb943,Inscriptions,1,Achterkant: _CeSAR SCHROEVENS _,Signatuur,Nederlands
9cd28d8b-e349-53a4-888a-51527624ee2c,Inscriptions,1,rechterzijkant: _LOUIS DUPUIS Sculp._,Signatuur,Nederlands
5e98834f-3e94-5421-8842-854d1dc7cd02,Inscriptions,1,"Achteraan: _30 1 1916 / Hoogboom_

Vooraan: _EDWARD KEURVELS_",Signatuur,Nederlands
b7f2caf3-61ca-5ff6-aeb6-ba624f2d1f9a,Inscriptions,2,"achteraan onder de hals: _HILDEBERT / DERRE / 1948_

vooraan op de sokkel: _5.7.86 24.1.47 / FELIX / TIMMERMANS_",Signatuur,Nederlands
0a58669d-1ba2-52ac-9f85-7ad38b554934,Inscriptions,1,Vooraan: _Karel van de Woestijne,Signatuur,Nederlands
6106ae53-85b6-574d-b2c2-fcdb66051e39,Inscriptions,2,Linkerschouder: _F. Van Havermaet 1878_,Signatuur,Nederlands
f638ca16-0b48-5df0-a70f-55b77f5ac68f,Inscriptions,1,Rechts _'50 BOSCHMANS R_,Signatuur,Nederlands
70c446d3-7c58-5155-943f-1f5109682d87,Inscriptions,1,"Linkerzijde : _JORIS_

Vooraan op sokkel: _HENDRIK / CONSCIENCE / 1812-1912 _",Signatuur,Nederlands
a6e2381c-7847-51ec-af1b-da3f0c6ce595,Inscriptions,2,"op het rechterzijvlak van het voetstuk: _Antoine VDK Nelson_

Op het rechterzijvlak gietersmerk: _Cie des Broinzes, Bruxelles (Cire-perdue)_

Op de rug van het beeld: _Aan de Hertog / Au Duc / de Campocelice / De
bewonderaars / Les admirateurs / van / de / Peter Benoit_ op de rug: _AAN DEN
HERTOG / AU DUC // DE CAMPOSELICE // DE BEWONDERAARS / VAN / LES ADMIRATEURS /
DE // PETER BENOIT",Signatuur,Nederlands
c712da57-0cfc-564d-838e-72529d031b00,Inscriptions,1,vooraan: _Jos de Decker _,Signatuur,Nederlands
808f6a8e-e8b3-5272-a4d3-07ea073480fc,Inscriptions,1,"Linksonder: _L Du Bar_

Links: _STIJN STREUVELS _",Signatuur,Nederlands
dca9d500-6d0e-5ff3-8769-474c40de7f88,Inscriptions,1,Rechts onder: _Josuë Dupon_,Signatuur,Nederlands
2b75ada6-e734-5be7-9f1d-ec90bed3d2ce,Inscriptions,1,Onderaan: _Jan Anteunis _,Signatuur,Nederlands
0d0abb06-6f3e-5ed8-addd-8e4396c56dd4,Inscriptions,1,"Op achterzijde links: _ Jef LAMBEAUX / 1881_

Achter rechts: Cie des Bronzes / (Cire perdue) / Bruxelles_

Voor op sokkel: AAN/HENDRIK CONSCIENCE/1881",Signatuur,Nederlands
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,Inscriptions,1,Op linkerzijvlak: _ César Scrouvens_,Signatuur,Nederlands
f05d6c41-784e-5cf0-9039-09c87f3248fd,Inscriptions,1,"Rechtsonder: _ALB. POELS_, nauwelijks leesbaar",Signatuur,Nederlands
24236459-de9f-5836-9965-002498b3f1da,Inscriptions,2,Op hals-opzij: _A.Poels_,Signatuur,Nederlands
93e4684e-c057-59bc-bb5f-0fb0fdbd14dc,Inscriptions,1,Onder rechts: _1888-1948_,Signatuur,Nederlands
bb80b3ad-5cad-57c7-8d5b-36c316548c15,Inscriptions,1,Op de rechterzijde: _J. De Braeckeleer 1851_,Signatuur,Nederlands
e15c628e-1951-5349-883b-97281b4f0f0d,Inscriptions,1,Op rug: _Willy Kreitz_,Signatuur,Nederlands
2960ca11-a297-5f0b-89d8-3fd2a096d7bb,Inscriptions,1,"Schouderafsnede: _LDu Bar_

Links: _CYRIEL BUYSSE _",Signatuur,Nederlands
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,Inscriptions,1,Links onder: _May Néama _,Signatuur,Nederlands
7542ff82-f437-53b0-acef-cf6d725c7c3a,Inscriptions,1,Rechts onder: _JOHAN COOMANS _,Signatuur,Nederlands
b60312ae-da6e-5831-8667-510ba90aeeac,Inscriptions,1,"Rechterzijkant: _L.F. De Ridder

1935",Signatuur,Nederlands
9d79a9d4-411d-5b27-aac4-0302636d8963,Inscriptions,1,Achteraan: _Rik Sauter / 1917_,Signatuur,Nederlands
10743b6f-f549-53e1-a3c7-4a4986730133,Inscriptions,1,"Rechtsonder: _O.Van Dongen _

Linksboven: _1853_

Rechtsboven: _ 1916_

Onderaan: _EDWARD KEURVELS / 1853 8 MAART 1953_",Signatuur,Nederlands
c13afe10-7532-593f-95c4-cfc653be71ae,Inscriptions,2,"Tekst en signatuur achteraan: _Uit diepe Vriendschap / aan Stan de Kinder /
Emiel Jespers / 1899_",Signatuur,Nederlands
e37d4762-892d-513a-a790-92f2788323b5,Inscriptions,1,Achterkant: _Th.Soudeyns 35_,Signatuur,Nederlands
a208fd6f-bd31-55c8-baf9-a9734508cc38,Inscriptions,1,"Rechts onder: _J Hullebroeck_

Rechts: _LAMBRECHTS _

Links: _LAMBRECHT_",Signatuur,Nederlands
0fc4f0fc-34ad-573a-bc01-95e09fc66aeb,Inscriptions,2,Rechtsonder in spiegelbeeld,Signatuur,Nederlands
bca5796d-c9e2-5288-9c72-d44a8ae69b22,Inscriptions,2,in potlood langs de halssnijlijn,Signatuur,Nederlands
08bc524a-d0ec-53c9-9f32-34aaa7ba634c,Inscriptions,1,"links op het voetstuk: _Hildebert / DERRE 1938 / BORGERHOUT / ANTWERPEN_

vooraan: _HENDRIK CONSCIENCE_",Signatuur,Nederlands
6700bfba-adf7-5e59-95a5-da0bcf944967,Inscriptions,2,Links onderaan: _Oscar Jespers _,Signatuur,Nederlands
759d19fb-e417-57c3-a2fa-0ab28366902f,Inscriptions,1,"Op de grondplaat: _30-1-16 - H - BOOM  EDWARD KEURVELS_

",Signatuur,Nederlands
ca69df12-afa2-5c16-8e04-67a42b232734,Inscriptions,1,"In de holte aan de binnezijde: _14/3/72_ en het nummer _3_

Binnenin kleeft een sticker _Atelier Jos Loyens_",Signatuur,Nederlands
e32b45f4-e6e7-5e22-9a50-c6c72236772d,Inscriptions,1,achteraan langs de halssnijlijn,Signatuur,Nederlands
c0d57123-76e8-5bdf-8ba2-6316df8c6dde,Inscriptions,1,"Linksonder: _L Du Bar_

Rechts: _STIJN STREUVELS _",Signatuur,Nederlands
eaaa48a6-6a26-59a1-916d-772c2b80f496,Inscriptions,2,Op het rechterzijvlak van het voetstuk: _Fr. Joris. Sc._,Signatuur,Nederlands
00e7c800-363d-5867-af7e-9bdc361c7afc,Inscriptions,2,"Rechterzijde: _L Meeus_

Vooraan: _ANDRIES DE WEERT_",Signatuur,Nederlands
b11b5a15-2ae3-5b23-8cfd-d1f7f618d007,Inscriptions,2,"Linksonder figuur: _ED. HOPPE_

Onder: _EMANUEL HIEL_",Signatuur,Nederlands
2b8d449c-a17f-51ca-9ed4-deb36568653e,Inscriptions,1,Rechtsonder: _Jan van Rijswijck_,Signatuur,Nederlands
da6a8a09-1549-53d6-aa43-1129a453d599,Inscriptions,1,"onderaan: _Guido

Gezelle

1830-1899",Signatuur,Nederlands
709ec64a-d132-511e-bd37-e375573e8cab,Inscriptions,2,"voorvoet: _ MARNIX / VAN /ST ALDEGONDE / MDXCVIII_

Op de voet van het standbeeld staat een scheld met de tekst: _RUST /
ELDERS<i/>",Signatuur,Nederlands
8fc8dce5-273f-5de5-9cd3-c3e9397fa794,Inscriptions,1,"Rechts onderaan: _Fr.Jochems_

Links boven: _1812 _

Rechts boven: _1912_

Onder: _HENDRIK CONSCIENCE_",Signatuur,Nederlands
c83d38ee-cf88-52ce-853f-f3daaa70a95f,Inscriptions,1,Achteraan: _A WANSART _,Signatuur,Nederlands
f6021462-e54f-541e-b448-19aff4d52e82,Inscriptions,1,"Schouderafsnede: _LDu Bar_

Links: _MAC LEOD_",Signatuur,Nederlands
eb97cc67-7be6-5473-ab54-9e969a5e5c94,Inscriptions,1,"achteraan onder: _1938 / Hildebert; HD / AB_

vooraan onder: _Dr A Borms_",Signatuur,Nederlands
9df2a1ce-dc6b-5a33-a80d-3719474159ab,Inscriptions,2,Rechtsachter: _ALPH VAN BEURDEN / 84_,Signatuur,Nederlands
0696742d-5e1c-545a-bd45-738d6e6cf49f,Inscriptions,2,Achteraan: _De Martelaere / Aimé 60_,Signatuur,Nederlands
20301903-0f38-521a-8cb9-6c171fe4fa1c,Inscriptions,1,Zijkant rechts: _J. G._ of: _J. S._,Signatuur,Nederlands
56aba1da-5446-57bd-9cb5-ea2a168b96f1,Inscriptions,1,"L-zijde : _Alph.Van Beurden [datum onleesbaar]_

Vooran: _HENDRIK CONSCIENCE_",Signatuur,Nederlands
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,Inscriptions,1,Links: _Alf Stryman / 1930_,Signatuur,Nederlands
f274465b-973d-5922-94d1-6a60a08d7223,Inscriptions,2,op het zijvlak van het voetstuk: _Jozef Cantré_,Signatuur,Nederlands
3da08481-996d-5afc-9c2b-b1ea76778381,Inscriptions,2,"Gedateerd in de holte van de binnenzijde, onderaan _9 July 1854_",Signatuur,Nederlands
af090183-c4af-5662-980e-db628df336e1,Inscriptions,2,Achteraan boven de halsafsnede: _MARK MACKEN '49_,Signatuur,Nederlands
4ff424d2-788b-5235-be14-72a3b15aed5a,Inscriptions,1,Rechtsonder: _G.Verlinden _( moeilijk leesbaar),Signatuur,Nederlands
d809757c-6092-562b-867c-de71d9c64d48,Inscriptions,1,Onderaan kin: _JDe Maegt 1938_,Signatuur,Nederlands
dad377e1-623d-5d35-974c-06612b728db9,Inscriptions,1,Links onder: _A.Jef.Strymans.1938_,Signatuur,Nederlands
cbd2481d-117d-546c-bb2d-0893c6221e90,Inscriptions,1,"Linksonder op kop gesigneerd: _L. V. Esbroeck_

Binnenin sokkel gedateerd: _1965",Signatuur,Nederlands
140332d8-540d-5f5a-82d9-0a9dd88a28b5,Inscriptions,1,Rechtsonder: _G.Verlinden _( moeilijk leesbaar),Signatuur,Nederlands
931c359c-9822-5bd7-9388-b585bbd7b325,Inscriptions,1,"L-onder: _L.Sebregts_

Onder: _Dr.J.O.DE GRUYTER_",Signatuur,Nederlands
6482f096-93b7-5fb5-ae7c-5f5e55f3cf6f,Inscriptions,2,"Ahcteraan, sokkel: _W.Kreitz_",Signatuur,Nederlands
59e3e934-84c3-5a9a-8bd8-9a6d8930a0f4,Inscriptions,1,Rechtsonder op figuur: _J.Geleyn_,Signatuur,Nederlands
654a386e-8f5a-57aa-98ef-e84baeb4a6f0,Inscriptions,1,"Voorzijde midden: _""""Hoop op den oogst o Vlaander Land""""_

Acterzijde: _G.V.Meersche_",Signatuur,Nederlands
8cea0bfb-6eda-5775-8706-87a03b90e258,Inscriptions,2,rechts op de baardafsnede: _Jozef Cantré_,Signatuur,Nederlands
c685a484-4d31-5466-bf26-9fdc174b6c39,Inscriptions,1,L-voor: _Jules Lagae / 1908_ of _1909_,Signatuur,Nederlands
6ed0ae9c-393d-53c3-9656-eec673708808,Inscriptions,2,Rechts achter: _A van dijk_,Signatuur,Nederlands
b280bb93-05b9-5efb-a0a9-87ce67dbbaa6,Inscriptions,2,Achterzijde pols: _Peter Benoit_,Signatuur,Nederlands
e367e8fe-0c41-5f66-b94e-3a7445d2f8b0,Inscriptions,2,"rechts zijkant: _Hildebert DERRE / 22-3-1924_

vooraan onder: _8-8-1978 PROF. DE BRUYKER 22-3-1924_",Signatuur,Nederlands
f9a3c51d-4905-5af5-bd48-0bed3ab7def8,Inscriptions,2,"Rechterzijde: _FLORIS de Cuyper_

Op een koperen plaatje, bevestigd op het voetstuk: _Kunstenaars gilde van
Mortsel en omliggende / aan hun medelid / Stan Hodister / bij gelegenheid van
diens 65 ste verjaardag / 23 december 1876 - 1941_",Signatuur,Nederlands
43d6d2d8-eb22-54d0-9059-bb0e6e9c0b44,Inscriptions,1,Rechterschouderafsnede: _ JEF LAMBEAUX / 1878 XX_,Signatuur,Nederlands
b4c89bf5-3336-51b8-a397-1391534d0b00,Inscriptions,2,"L-zijde : _FR.JORIS_

Gedat.(stempel):_[NAAR HE]T / LEVEN / DOOR / FR.JORIS / JUNI 1883_",Signatuur,Nederlands
30a135b2-595b-541c-a22d-b36bdd57b0b4,Inscriptions,2,"Rechtsonder: _MACKEN M_

Onder: _HUIB.SERNEELS_",Signatuur,Nederlands
fffe774d-8f3d-5ebf-8655-c0aaf8e8d62b,Inscriptions,1,"Rechts onderaan: _Fr.Jochems_

Links boven: _1812 _

Rechts boven: _1912_

Onder: _HENDRIK CONSCIENCE_",Signatuur,Nederlands
55f5ae27-4cbf-553f-9d31-3578043305a8,Inscriptions,2,"Links: _1846 WILLEM_

Rechts: _DE MOL 18(74)_",Signatuur,Nederlands
32e10916-5afe-57fa-b684-a2b1700f13f9,Inscriptions,1,"Rechts onder: _ALF.MAUQUAY_

Links: _PETER_

Rechts: _ BENOIT_",Signatuur,Nederlands
