brocade.id,ResourceID,card,order,Comment,UserID,Legacy Comment Type
tg:lhsc:1048,bd3587c0-26e2-5d1a-aa01-f9665e3d2654,Users,1,"Er bestaat al een heel dossier over de identiteit van de afgebeeelde persoon, omdat het niet zeker is of het Max dan wel Pieter-Jan Suremont is.",usystem,Commentaar gebruiker
tg:lhsc:5748,a4c09d85-9233-5484-afc0-799cae720c5c,Users,1,Een bijkomende voorwaarde van de schenker is dat bij het tentoonstellen volgende tekst vermeld wordt: Afkomstig uit het patrimonium van de vroegere gemeente Berchem.,mhansenne,Commentaar gebruiker
tg:lhsc:694,e5f09b64-28f7-5124-93c8-923ec07e1bdc,Users,1,ICONGRAFIE\694i.tif,usystem,Commentaar gebruiker
tg:lhsc:1619,f0f7a63f-fe85-51f1-86fa-cbeae42f89b4,Users,1,HIRES023\Plaketten\plak04.tif,usystem,Commentaar gebruiker
tg:lhsc:456,d694572b-e73d-5b61-b39a-68b168715d45,Users,1,Gefotografeerd voor beeldbank musea.,jcornilly,Commentaar gebruiker
tg:lhsc:952,a3308b8e-07c9-5b1e-9a91-a139702deccd,Users,1,"In bruikleen naar aanleiding van de tentoonstelling: """"Van Rubens tot Germinal. Ekeren, tussen polder en stad."""" Ingericht door de Erfgoedcel te Kunstcentrum Hof De Bist, Veltwijcklaan 252 te Ekeren-Donck. Van 20/08/2005 tem 26/09/2005. Afgehaald op 12/08/2005. Terug op 30/09/2005.",jvhecke,Commentaar gebruiker
tg:lhsc:1983,2870ce52-8cc6-56d3-8fb1-6d1031d2614c,Users,1,"In Bruikleen tentoonstelling """"Een podium voor Verhaeren"""" Van 28/03/2003 t.e.m. 26/10/2003 (terug op 3/11/2003). Verzekeringswaarde: 3000 <br>HIRES023\Straten-Hvan\pop3.tif",usystem,Commentaar gebruiker
tg:lhsc:1595,0800ebe2-f42c-57bb-be39-f647de31f641,Users,1,HIRES023\plaketten\199592.tif,usystem,Commentaar gebruiker
tg:lhsc:1242,92dd7082-2376-519d-b43f-8a1dc1aa8060,Users,1,ICONOGRAFIE\Jespers-O\pvomaq01.tif-pvomaq15.tif,usystem,Commentaar gebruiker
tg:lhsc:2205,a02bcb22-c6d3-5f61-a606-3c6472a4638b,Users,1,De betekenis van de initialen V G is niet achterhaald.,usystem,Commentaar gebruiker
tg:lhsc:5743,05276f4d-c5b1-5e3b-8dfd-f5ed12aa7fa7,Users,1,Een bijkomende voorwaarde van de schenker is dat bij het tentoonstellen volgende tekst vermeld wordt: Afkomstig uit het patrimonium van de vroegere gemeente Berchem.,kdewaal,Commentaar gebruiker
tg:lhsc:670,4ea288d5-8987-5034-8adf-637608b76357,Users,1,Verhuisd naar 7 B na wateroverlast affichekelder 2. (8/12/2006) ,usystem,Commentaar gebruiker
tg:lhsc:5738,351ee8f4-87ab-5151-86ac-408e340c4426,Users,1,Een bijkomende voorwaarde van de schenker is dat bij het tentoonstellen volgende tekst vermeld wordt: Afkomstig uit het patrimonium van de vroegere gemeente Berchem.,mhansenne,Commentaar gebruiker
tg:lhsc:830,f2af4128-948e-55cb-942b-0f2d9e052910,Users,1,"Op dit beeld heb ik geen inschrijvingsnummer aangetroffen en het nr. 34221 dat het wel eens wordt toegewezen, is van een klein beeldje van Van Ryswyck door een onbekend kunstenaar. Ria Beckers vond in het inkomboek onder 42256 nog een Van Ryswyckbeeld dat op 8.2.1951 als oningeschreven gevonden werd geregistreerd. Wellicht gaat het om dit beeld.",usystem,Commentaar gebruiker
tg:lhsc:1126,6f242fa3-9c42-5ee5-8990-4c9dbda195a5,Users,1,Gefotografeerd voor beeldbank musea.,usystem,Commentaar gebruiker
tg:lhsc:1167,92e16535-75bc-5b5d-92bf-a2a5a9c9ccf3,Users,1,Verhuisd naar 4B na wateroverlast affichekelder 2. (8/12/2006) ,usystem,Commentaar gebruiker
tg:lhsc:806,c0c83a98-314a-59c9-9aa5-13ca5a0f50c9,Users,1,"In bruikleen voor de tentoonstelling """"Hendrik Conscience"""" in het Museum Albert Van Dyck van 1 juli tot 17 juli 2005.Afgehaald op 28/06/2005. ",usystem,Commentaar gebruiker
tg:lhsc:1059,251a4c15-a4a5-52d9-99d1-ecd68f0039d9,Users,1,"De gegevens dat het om Hermine Piqueur zou gaan trof men aan op een stukje bruin inpakpapier in het D1z dossier van De TRière. Daarop staan ook de datums """"mei 1877 - juni 1888"""". Als dit de levensdata van het kind zijn, kan het afgebeelde jonge meisje moeilijk dat kind zijn.",usystem,Commentaar gebruiker
tg:lhsc:4922,48781e86-bfd4-580d-b3d2-61bb71bfb330,Users,1,HIRES\icono\4922i.tif,usystem,Commentaar gebruiker
tg:lhsc:31,13e37524-f03c-591b-8dbf-7814a6fc95e2,Users,1,Het tweede inschrijvingsnummer dateert van 18.4.1944 toen het beeld verkeerdelijk werd ingeschreven als 'oningeschreven gevonden',usystem,Commentaar gebruiker
tg:lhsc:4923,a7c16f34-4bcd-52a0-ba5a-87e865efb62d,Users,1,"HIRES\icono\4923i.tif
",usystem,Commentaar gebruiker
tg:lhsc:1648,3a8db150-e483-582a-b619-65d30596b007,Users,1,HIRES023\plaketten\199607.tif,usystem,Commentaar gebruiker
tg:lhsc:1166,e625cf08-bf97-5160-bd2b-9865469d4c3e,Users,1,Verhuisd naar 22 C na wateroverlast affichekelder 2. (8/12/2006) ,usystem,Commentaar gebruiker
tg:lhsc:1189,fe58283f-d95f-536b-b453-f0e65d0c382d,Users,1,In bruikleen vanaf 23/03/2004 n.a.v. de tentoonstelling: 500 jaar Vleeshuis in het Vleeshuis van 2 april tot 24 oktober 2004. Teruggebracht op 26/10/2004: Bij het op de sokkel plaatsen in het Vleeshuis is er een stukje van de rechterkraag afgebroken. Sarah Huycke (restauratieatelier BB) heeft het afgebroken deel weer aan de kraag bevestigd met lijm. ,usystem,Commentaar gebruiker
tg:lhsc:1170,eef710d9-efd5-5bec-95ac-fc7b8799e862,Users,1,ICONOGRAFIE\1170i.tif,usystem,Commentaar gebruiker
tg:lhsc:4149,2006b3d1-91a1-57c0-9a01-e100ab2edcf1,Users,1,ICONOGRAFIE\4149i.tif,usystem,Commentaar gebruiker
tg:lhsc:889,f9b73f84-d020-5318-a7de-cc6afbbebcbe,Users,1,"Het beeld zou nog een tweede nummer hebben, nl. 66316 (cf. fiches Marc van Pottelberghe)",usystem,Commentaar gebruiker
tg:lhsc:431,56453bf7-3f37-584d-a3fd-52b7586f9498,Users,1,"Dit beeldje werd einde 1960 aan het AMVC geschonken, samen met boeken en documenten van Felix Bogaerts. De schenking hoorde bij de aankoop van het schilderij van Bogaerts door Nicaise de Keyser",usystem,Commentaar gebruiker
tg:lhsc:775,6059be3c-28c4-5a6c-a1d8-2b0c2d1c3376,Users,1,HIRES028/ico/775i.tif ,usystem,Commentaar gebruiker
tg:lhsc:1193,c9c88d88-ce72-59bd-bd72-249ea73a4447,Users,1,Gefotografeerd voor beeldbank musea.,usystem,Commentaar gebruiker
tg:lhsc:9059,472ede0f-28bc-51b7-9cfb-66c25d3a604a,Users,1,"ICONOGRAFIE\Bartosik\barto01.tif<br>
",jstuyck,Commentaar gebruiker
tg:lhsc:667,7ec13f4e-4965-5693-bd9e-78db3bc594ca,Users,1,Gefotografeerd voor beeldbank musea.,usystem,Commentaar gebruiker
tg:lhsc:1982,7d7f8f98-9156-532e-9a7a-802cc375d7e6,Users,1,"<br>HIRES023\Straten-Hvan\pop5.tif<br>*In Bruikleen tentoonstelling """"Een podium voor Verhaeren"""" Van 28/03/2003 t.e.m. 26/10/2003 (terug op 3/11/2003). Verzekeringswaarde: 1500 <br>*In bruikleen voor de tentoonstelling: """"Made in Belgium"""" in het Dexia Center of Art, Schildknaapstraat 50 te 1000 Brussel. Van 7 maart tot 15 september 2005. Afgehaald op 09/02/2005. Het bruikleen werd verlengd tot maart 2006. Terug op 15/03/2006.",usystem,Commentaar gebruiker
tg:lhsc:7341,944f30dc-217b-51b4-ba88-43ed19904fe5,Users,1,Aankoop Antiquariaat Demian.,usystem,Commentaar gebruiker
tg:lhsc:1503,ade66d13-6db4-57ea-9221-c641691de559,Users,1,Kunstenaar: A. MICHIELS,usystem,Commentaar gebruiker
tg:lhsc:1153,1a4bbd06-e389-52f7-b275-d571ef04bd5d,Users,1,De identificatie als August Michiels gebeurde door Ger Schmook.,usystem,Commentaar gebruiker
tg:lhsc:1104,78552b1f-3594-50cd-a091-266796249e4b,Users,1,"In bruikleen bij v.z.w. Albert van Dijck n.a.v. de tentoonstelling """"Mane de Bom"""" in het gemeentehuis te Schilde, van 18/03/2004 t.e.m. 11 /04/2004. Terug op: 26/04/2004. ",usystem,Commentaar gebruiker
tg:lhsc:1684,08cf37aa-6c38-500d-bcec-34a284e4bb3f,Users,1,"beeldhouwer, F.Van De Ven",usystem,Commentaar gebruiker
tg:lhsc:1112,c3ebd8fd-93ae-5f08-8d3a-d6f66f4ab8a7,Users,1,Aangekocht door het AMVC op de Van Astenveiling in 1936.<br>In bruikleen n.a.v. de tentoonstelling 150 jaar Omer Wattez in het administratief centrum van de gemeente Maarkedal van 28 september tot 27 oktober 2007. Afgehaald op 19/9/2007. Teruggebracht op 31/10/2007. ,usystem,Commentaar gebruiker
tg:lhsc:1145,bfdad5bd-c72b-55cb-bed9-ad1ea0de1f7e,Users,1,03/11/2004: Voetstuk gevonden in de sokkelkelder en bij de buste gevoegd.,dpalmans,Commentaar gebruiker
tg:lhsc:5741,78b7f5ba-1c32-5884-bf54-92e40e4b0ac1,Users,1,Een bijkomende voorwaarde van de schenker is dat bij het tentoonstellen volgende tekst vermeld wordt: Afkomstig uit het patrimonium van de vroegere gemeente Berchem.,kdewaal,Commentaar gebruiker
tg:lhsc:1978,74bc179a-23ff-5896-8640-9b0ff0ce1ef4,Users,1,"In Bruikleen tentoonstelling """"Een podium voor Verhaeren"""" Van 28/03/2003 t.e.m. 26/10/2003 (terug op 3/11/2003). Verzekeringswaarde: 3000 <br>HIRES023\Straten-Hvan\pop1.tif",usystem,Commentaar gebruiker
tg:lhsc:2207,e87525b7-4ec0-5dcf-ab6e-3b8f27cff77c,Users,1,Vermoedelijk van L. De Bruyne.,usystem,Commentaar gebruiker
tg:lhsc:1169,e941a9b5-2f15-5450-8983-1a63fd54a75b,Users,1,Verhuisd naar 6 B na wateroverlast affichekelder 2. (8/12/2006) ,usystem,Commentaar gebruiker
tg:lhsc:776,c8250952-5817-5d45-a504-a747384087d3,Users,1,In bruikleen vanaf 23/03/2004 n.a.v. de tentoonstelling: 500 jaar Vleeshuis in het Vleeshuis van 2 april tot 24 oktober 2004. Teruggebracht op 19/11/2004.,usystem,Commentaar gebruiker
tg:lhsc:1201,11c2cecc-5f5d-5ca6-a678-0f2eecef98ed,Users,1,"HIRES\Willems-JF\willems.tif
<br>Gefotografeerd voor beeldbank musea.",jvhecke,Commentaar gebruiker
tg:lhsc:664,6ace3ad5-b377-5558-ac8b-0051b75bde1f,Users,1,zwarte verf verwijderen (!?),usystem,Commentaar gebruiker
tg:lhsc:1597,5b32d714-bc29-5e05-bfe6-6eed18ed7b1f,Users,1,HIRES023\plaketten\199595.tif,usystem,Commentaar gebruiker
tg:lhsc:1128,2ad77777-2e0a-5c8c-a523-450ea5def420,Users,1,Gefotografeerd voor beeldbank musea.,usystem,Commentaar gebruiker
tg:lhsc:1981,294e2fc2-47ce-514b-ba6a-4c5f9d3dc9b3,Users,1,"In Bruikleen tentoonstelling """"Een podium voor Verhaeren"""" Van 28/03/2003 t.e.m. 26/10/2003 (terug op 3/11/2003). Verzekeringswaarde: 3000 <br>HIRES023\Straten-Hvan\pop2.tif",usystem,Commentaar gebruiker
tg:lhsc:7199,1356af1c-872f-54ca-921c-adc5e6a7fe5e,Users,1,Aankoop Antiquariaat Demian.,usystem,Commentaar gebruiker
tg:lhsc:4920,6b0cd9ab-ffbc-5385-998a-c4fd68ad7d48,Users,1,HIRES\icono\4920i.tif,usystem,Commentaar gebruiker
tg:lhsc:1237,376cd848-ee90-57f5-b243-a0ee3a387e3d,Users,1,Dit beeld kwam samen met twee houten beelden van Leopold van Esbroeck van het Stadhuis. Het is Van Esbroeck die ons telefonisch de informatie over dit beeld verstrekte.,usystem,Commentaar gebruiker
tg:lhsc:5736,588ed434-8cdc-5aa9-94d4-b9db39f8e369,Users,1,Een bijkomende voorwaarde van de schenker is dat bij het tentoonstellen volgende tekst vermeld wordt: Afkomstig uit het patrimonium van de vroegere gemeente Berchem.,usystem,Commentaar gebruiker
tg:lhsc:453,11738061-c52f-5501-be24-b549099f3c8f,Users,1,Gefotografeerd voor beeldbank musea.,jcornilly,Commentaar gebruiker
tg:lhsc:669,913dd508-74cc-5926-ad25-cde9f6cd86e7,Users,1,"Geschonken in 1971 door Jan Gijssels, de klein-neef van Willem, die de nalatenschap erfde.",usystem,Commentaar gebruiker
tg:lhsc:794,032f1518-6a11-5a14-9900-3809e086adbd,Users,1,Gefotografeerd voor beeldbank musea.,usystem,Commentaar gebruiker
tg:lhsc:1689,973d4981-ed11-51ae-803d-b4d4189d40d5,Users,1,Gegoten in 1960,usystem,Commentaar gebruiker
tg:lhsc:1365,d6e59309-3ec3-58ca-8584-834f7e0e04fa,Users,1,Gefotografeerd voor beeldbank musea.,usystem,Commentaar gebruiker
tg:lhsc:4921,4c6766be-1454-50f1-acd2-6d9de7282e87,Users,1,HIRES\icono\4921i.tif,usystem,Commentaar gebruiker
tg:lhsc:409,1dd34fd5-86a6-5104-8f19-b46960f7025b,Users,1,Fiche Ph.L. ontbreekt,usystem,Commentaar gebruiker
tg:lhsc:1596,0af52f4e-e38e-5f00-9c01-5d4cf6b2861b,Users,1,HIRES023\plaketten\199593.tif,usystem,Commentaar gebruiker
tg:lhsc:1191,8bab2d05-7b5f-52d2-9af1-606eb599ac1c,Users,1,Alternatief inschrijvingsnummer: 234801,usystem,Commentaar gebruiker
tg:lhsc:1607,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,Users,1,HIRES023\plakketten\199591.tif,usystem,Commentaar gebruiker
tg:lhsc:1611,5b938c98-6d35-5cb8-9ff5-1968dedf8706,Users,1,HIRES023\plaketten\199594.tif,usystem,Commentaar gebruiker
tg:lhsc:2206,667e47e6-3f59-51de-8928-2c7c3e92f215,Users,1,Niet achterhaald wie L. De Bruyne is.,usystem,Commentaar gebruiker
tg:lhsc:809,11507332-e461-583b-9d82-2932578876fa,Users,1,Verf dient gefixeerd te worden.,usystem,Commentaar gebruiker
tg:lhsc:1620,240e1a01-f930-5a33-9e66-b8672191a8b7,Users,1,HIRES023\Plaketten\plak03.tif,usystem,Commentaar gebruiker
tg:lhsc:7189,0cfbdffe-3206-5910-8f33-84750c83fe8f,Users,1,Aankoop veilingshuis Bernaerts.,mhansenne,Commentaar gebruiker
tg:lhsc:654,364ef84b-738b-52a0-ace2-bf5a64f1be64,Users,1,"Geschonken samen met het beeldje 'Pallieter' van J. van den Brande door H. Maes van maatschappij """"Vondel"""" te Mortsel, in juli 1957.",usystem,Commentaar gebruiker
tg:lhsc:910,08e65147-2901-5a48-9f1e-279842ed8614,Users,1,"*In bruikleen voor de tentoonstelling: """"Made in Belgium"""" in het Dexia Center of Art, Schildknaapstraat 50 te 1000 Brussel. Van 7 maart tot 15 september 2005. Afgehaald op 09/02/2005. Het bruikleen werd verlengd tot maart 2006. Terug op 15/03/2006.",usystem,Commentaar gebruiker
tg:lhsc:814,c0f66727-3e77-5c28-a041-f18fc93a4d08,Users,1,In bruikleen n.a.v. een educatief project in verband met de maatschappijontwikkeling in de 19 de eeuw in het Miat (Museum voor industriële archeologie en textiel) van 23/11/2005 tot 23/11/2010. Afgehaald op 19/12/2005. Teruggebracht op 16/06/2009. ,usystem,Commentaar gebruiker
tg:lhsc:1505,2d3b1b85-eca0-54dd-9c39-d92a02e5752e,Users,1,gift van H. Lampo,usystem,Commentaar gebruiker
tg:lhsc:834,a29b6cb8-ec94-5ddf-ab2c-1ae61f17d21c,Users,1,"Het inschrijvingsnummer is echt wel 34221, zonder extensie 1, maar de pc wil dit nummer niet meer aanvaarden omdat het al eens aan een ander beeld (onterecht) is toegekend.",usystem,Commentaar gebruiker
tg:lhsc:674,ff7211c2-1047-5fc7-8798-08f247c29d23,Users,1,Geschonken in 1941 door de Federatie van Vlaamse Kunstenaars,usystem,Commentaar gebruiker
tg:lhsc:3017,5479cb3e-925c-54f4-9098-a319159c5b53,Users,1,HIRES028/ico/3017i.jpg,usystem,Commentaar gebruiker
tg:lhsc:818,ca9ea5c1-11d4-5368-9ae2-eff758578042,Users,1,"In bruikleen ADVN va. 28/05/2003,terug op 12/07/2003.",usystem,Commentaar gebruiker
tg:lhsc:1206,33ba87ca-e3e2-5f0b-a0da-54800254fed4,Users,1,Ook foto in beeldbank musea.,ivanongeval,Commentaar gebruiker
tg:lhsc:1713,b51ea203-5cca-59d1-b80f-f4e8d27d89db,Users,1,Gefotografeerd voor beeldbank musea.,usystem,Commentaar gebruiker
tg:lhsc:458,9f875d4f-ad0e-5eb4-ab94-01d977a19f3d,Users,1,Gefotografeerd voor beeldbank musea.,usystem,Commentaar gebruiker
tg:lhsc:675,487290e6-3ccc-5c9a-b92d-9dc2f9a9c9a3,Users,1,"In bruikleen naar aanleiding van de tentoonstelling: """"Van Rubens tot Germinal. Ekeren, tussen polder en stad."""" Ingericht door de Erfgoedcel te Kunstcentrum Hof De Bist, Veltwijcklaan 252 te Ekeren-Donck. Van 20/08/2005 tem 26/09/2005. Afgehaald op 12/08/2005. Terug op 30/09/2005.",usystem,Commentaar gebruiker
tg:lhsc:1123,66b87bad-5e42-5cee-8df5-18b9e81d06fe,Users,1,Gefotografeerd voor beeldbank musea.,usystem,Commentaar gebruiker
tg:lhsc:792,0dd01bd3-ca78-5089-bc25-ba3f683414e8,Users,1,Gefotografeerd voor beeldbank musea.,usystem,Commentaar gebruiker
tg:lhsc:854,22fde1c5-d07d-51fb-ad0c-25f7208e2279,Users,1,"Een aantal foto's hiervan: <br><b>Inschrijvingsnummers:</b> 88489/19; 87068/3; 116365/7; 2114831.<br><b>Foto grootte:</b> De eerstgenoemde: 172 x 172, de andere foto's: 114 x 114.<br><b>Fotograaf:</b> Anton Hardy, Groenenborgerlaan 224, Wilrijk.",usystem,Commentaar gebruiker
tg:lhsc:1359,1f02a358-4e1f-5f24-8ee7-ca5994511f01,Users,1,Gefotografeerd voor beeldbank musea.,usystem,Commentaar gebruiker
tg:lhsc:803,681c09fb-3dc9-5711-ad95-118778ec78c8,Users,1,Dit beeld is wellicht gesneuveld bij het fotograferen.,jvhecke,Commentaar gebruiker
tg:lhsc:655,6bce3e71-4b30-5a88-b74b-ed7eb251210f,Users,1,Gefotografeerd voor beeldbank musea.,usystem,Commentaar gebruiker
tg:lhsc:1621,7fdf919f-f95d-5c22-ad86-52708efce7fe,Users,1,HIRES023\Plaketten\plak02.tif,usystem,Commentaar gebruiker
