ResourceID,brocade.id,card,order,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Production Actor Capacity
f8aa0bd6-8ce0-551d-a9f2-424088bfa502,tg:lhob:615,ProductionActors,2,{'url':'data.antwerpen.be/ark:/83110/566b2747-2dc3-5e37-9d7e-254643fce4eb'},au::5521,Godfried Devreese,Ontwerper,
a142c670-1448-5f31-8506-1b5e5bf7e04f,tg:lhob:584,ProductionActors,3,{'url':'data.antwerpen.be/ark:/83110/afc60891-9741-5889-a8a7-898e7171c4c5'},au::6528,Lode Eyckermans,Ontwerper,
6f28533f-42ab-5f5e-b5cb-0cfffc2deb2e,tg:lhob:438,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc'},au::6036,Josuë Dupon,Ontwerper,
7f864c3b-be14-5d83-b402-32c5910c4c66,tg:lhob:22,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc'},au::6036,Josuë Dupon,Kunstenaar,
1c70cb59-17bd-520b-ab0e-5aee93e5e48a,tg:lhob:603,ProductionActors,2,{'url':'data.antwerpen.be/ark:/83110/d790c752-47e5-5765-94f7-c3c0db710333'},au::4092,Carl de Cock,Ontwerper,
ea63b2e1-eec9-5c63-b945-ca5a10a2d68c,tg:lhob:443,ProductionActors,3,{'url':'data.antwerpen.be/ark:/83110/d9879aa5-4d1a-5686-878d-4fb77a7a9426'},au::4552,Alfred Courtens,Ontwerper,
0468d01e-d8d4-5685-a9dd-d46c02c4cd7c,tg:lhob:530,ProductionActors,3,{'url':'data.antwerpen.be/ark:/83110/53b5a3d5-8f64-544f-8e25-630b5a4fbdd7'},au::19640,Luc Verlee,Ontwerper,
e9d37355-8a66-5db9-8713-60f291784aca,tg:lhob:588,ProductionActors,3,{'url':'data.antwerpen.be/ark:/83110/53b5a3d5-8f64-544f-8e25-630b5a4fbdd7'},au::19640,Luc Verlee,Ontwerper,
5a0951f9-d0fe-5180-9a00-3250678a39fd,tg:lhob:422,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/c407f65b-4bfd-57cb-95bb-4c25a663a5d4'},au::38208,Onbekend(en),Ontwerper,
e04b2a06-7970-5563-8e6d-6db8ddda1b9b,tg:lhob:434,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/6b5a2e0c-e3a3-5402-899a-7aa712619ab4'},au::10879,Jules Lagae,Ontwerper,
40166baf-2332-59fe-90b0-1bfe0f7f7a24,tg:lhob:526,ProductionActors,4,{'url':'data.antwerpen.be/ark:/83110/864776bf-f7a4-5d63-a300-b8c7a7bcc24a'},au::2330,Armand Bonnetain,Ontwerper,
901c2aaf-2deb-5003-a479-6eddfd432db1,tg:lhob:418,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/c407f65b-4bfd-57cb-95bb-4c25a663a5d4'},au::38208,Onbekend(en),Ontwerper,
eb71e65b-6bec-5bd3-9d66-4cea4f014c6e,tg:lhob:419,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/c407f65b-4bfd-57cb-95bb-4c25a663a5d4'},au::38208,Onbekend(en),Ontwerper,
dd888ee3-82ac-5881-81a8-1a65702e08fb,tg:lhob:435,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed'},au::978,Jules Baetes,Ontwerper,
c66c86ef-afc6-56fb-a7ce-bf6c8c756735,tg:lhob:589,ProductionActors,2,{'url':'data.antwerpen.be/ark:/83110/3c5cbc44-f02c-5980-b2bc-ad173abea112'},au::11379,Charles Leplae,Ontwerper,
bb607fe9-f2be-5b22-bb2c-dfcf76062157,tg:lhob:423,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/c407f65b-4bfd-57cb-95bb-4c25a663a5d4'},au::38208,Onbekend(en),Ontwerper,
307f6465-e953-5eaf-9fa3-ba9ee9e2d5c6,tg:lhob:511,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/9df7caac-2ec5-579b-bac0-ab9d9061402c'},au::5708,Frans Dille,Kunstenaar,
dbef691b-c842-5b29-b256-7f30cda0cb4b,tg:lhob:442,ProductionActors,4,{'url':'data.antwerpen.be/ark:/83110/d9879aa5-4d1a-5686-878d-4fb77a7a9426'},au::4552,Alfred Courtens,Ontwerper,
cf8d332e-0a5d-549f-b5b1-0cc78da2487d,tg:lhob:507,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/9df7caac-2ec5-579b-bac0-ab9d9061402c'},au::5708,Frans Dille,Kunstenaar,
8ceaee61-d717-5c91-9388-d1fd5d407456,tg:lhob:23,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc'},au::6036,Josuë Dupon,Kunstenaar,
c51130d7-eff4-5fc8-80d5-926020c83fe7,tg:lhsc:729,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/48b3663c-4afa-5bd1-9fb1-32ef6c3e5a28'},au::1083,Louis du Bar,Kunstenaar,
76d1d594-7daa-5788-b714-b5e906c49376,tg:lhsc:683,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/9abda3cd-f868-5153-977d-22a2bb884b87'},au::9314,Idel Ianchelevici,Kunstenaar,
4581f726-f3be-55e0-9df3-a7421168cf88,tg:lhsc:6935,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/3ad1befa-f53e-5f3e-8c83-515e86cd3c2f'},au::5403,Hildebert Derre,Kunstenaar,
964cc9f8-c6fb-5e05-be6f-a69ec8f45f88,tg:lhsc:816,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/deca4064-4015-5719-94c6-c6cac931c145'},au::494,Juul Anthone,Kunstenaar,
84c924d8-6955-52ca-b091-4cf48979272b,tg:lhsc:1989,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/1fe9425c-a89a-5419-8373-959fabfe3348'},au::14483,Jules Pecher,Kunstenaar,
41b4a25e-fb9e-5f1c-898b-5cf330d4ad97,tg:lhsc:1120,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/de980ebf-026b-5dd7-9f55-92543dedeb24'},au::15517,Maurice van Reeth,Kunstenaar,
c57d3dff-ca95-5c7a-a70c-0715b04bad2c,tg:lhsc:1065,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/c3fe5282-8abe-5eb3-b5bc-645d6345a9d8'},au::20473,Lode Vleeshouwers,Kunstenaar,
edc8c733-dcfd-5003-b0f8-e0983ef6b059,tg:lhsc:953,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/20737696-8250-514f-ab3e-63769c0ab40c'},au::11174,Dolf Ledel,Kunstenaar,
544acddc-3fe4-5e0d-b9d3-5229b7329e99,tg:lhsc:791,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/b41d0c7b-702e-5080-81b9-081ebc7da2be'},au::3523,Jozef Cantré,Kunstenaar,
c109e1c8-3c8c-5d08-ab95-85b87e1decba,tg:lhsc:1177,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/31858276-e893-5955-ba54-79e54b55c565'},au::3907,Frans Claessens,Kunstenaar,
9a3697a7-0eb4-5fc8-8218-9cadb7d1fd11,tg:lhsc:841,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/ae008fb9-c716-5668-a43f-c79e3938b1a8'},au::9683,Emiel Jespers,Kunstenaar,
45f7e0df-8b29-5eb8-9067-5079ce728265,tg:lhsc:904,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/8610f097-b37f-586f-9dd5-c9190c9ebfbc'},au::6052,Louis Dupuis,Kunstenaar,
67c5f24b-ffab-5b5d-82d4-1c9e129a3fa8,tg:lhsc:1198,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/b01348e2-ba0f-5bf2-a07a-1e36321b0033'},au::54757,Jozef van Hamme,Kunstenaar,
1609b2cf-5d7d-50bc-ab15-5385e12df4b2,tg:lhsc:457,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/6b5a2e0c-e3a3-5402-899a-7aa712619ab4'},au::10879,Jules Lagae,Kunstenaar,
ae836d71-5e59-5462-9c05-31c088dd28c5,tg:lhsc:768,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/72c47770-0cbc-59e5-a26c-d160db93d2e6'},au::9216,Jozef Hullebroeck,Kunstenaar,
30d5beb5-d97e-5113-9ef4-c93ee48fe2a4,tg:lhsc:1618,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/b0ee6e01-7ff0-57f9-9254-185728df5826'},au::12445,Gustaaf van den Meersche,Kunstenaar,
8952ee98-4a3b-5e5a-b709-53a2465da5a3,tg:lhsc:9382,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/579b61a5-1946-560b-ba61-15d4d3e71479'},au::4759,Herman de Cuyper,Kunstenaar,
9ec48475-dc2c-5560-91cd-a805973fb943,tg:lhsc:787,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/d241efe4-a73b-56cb-9ef4-d9057cbb0a90'},au::16696,Cesar Schroevens,Kunstenaar,
182ca4c1-d8d4-5c27-b488-5a278e6359b5,tg:lhsc:1248,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/73c233b4-df4f-5eca-9989-52028f31a637'},au::10614,Willy Kreitz,Kunstenaar,
fe310f26-b418-5763-b976-fc04b8d38ea9,tg:lhsc:857,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/5b9c857e-8d68-5c9b-8f1c-14fc1fa6658f'},au::9854,Frans Joris,Kunstenaar,
9cd28d8b-e349-53a4-888a-51527624ee2c,tg:lhsc:1161,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/8610f097-b37f-586f-9dd5-c9190c9ebfbc'},au::6052,Louis Dupuis,Kunstenaar,
b7f2caf3-61ca-5ff6-aeb6-ba624f2d1f9a,tg:lhsc:441,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/3ad1befa-f53e-5f3e-8c83-515e86cd3c2f'},au::5403,Hildebert Derre,Kunstenaar,
3d901fed-7929-52c6-946f-3713c156d696,tg:lhsc:912,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/4ca52fb1-8adc-5526-b0fc-b6b474cf35bb'},au::54714,Eugène Joseph de Plyn,Kunstenaar,
0a58669d-1ba2-52ac-9f85-7ad38b554934,tg:lhsc:5749,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/3ad1befa-f53e-5f3e-8c83-515e86cd3c2f'},au::5403,Hildebert Derre,Kunstenaar,
6106ae53-85b6-574d-b2c2-fcdb66051e39,tg:lhsc:695,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/790b6aee-75b7-58c7-bae7-322fefed26ca'},au::8447,Frans van Havermaet,Kunstenaar,
f638ca16-0b48-5df0-a70f-55b77f5ac68f,tg:lhsc:1136,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/ca1edb48-3ab9-525a-9d20-7158fad83837'},au::2482,René Boschmans,Kunstenaar,
70c446d3-7c58-5155-943f-1f5109682d87,tg:lhsc:800,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/5b9c857e-8d68-5c9b-8f1c-14fc1fa6658f'},au::9854,Frans Joris,Kunstenaar,
a6e2381c-7847-51ec-af1b-da3f0c6ce595,tg:lhsc:416,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/fedc55b0-3379-5fc2-a17b-3cb62f379f44'},au::10159,Antoine van den Kerckhove,Kunstenaar,
c712da57-0cfc-564d-838e-72529d031b00,tg:lhsc:1073,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/5a0af5fe-f83e-5e78-8c01-9b80946a2629'},au::5038,Jos de Decker,Kunstenaar,
808f6a8e-e8b3-5272-a4d3-07ea073480fc,tg:lhsc:744,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/48b3663c-4afa-5bd1-9fb1-32ef6c3e5a28'},au::1083,Louis du Bar,Kunstenaar,
dca9d500-6d0e-5ff3-8769-474c40de7f88,tg:lhsc:894,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc'},au::6036,Josuë Dupon,Kunstenaar,
2b75ada6-e734-5be7-9f1d-ec90bed3d2ce,tg:lhsc:1008,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/fef4468e-a364-5ffe-a03c-98712f09c92b'},au::485,Jan Anteunis,Kunstenaar,
0d0abb06-6f3e-5ed8-addd-8e4396c56dd4,tg:lhsc:656,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/eb9ccf7c-736c-552a-9fd5-667a2313210b'},au::10899,Jef Lambeaux,Kunstenaar,
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,tg:lhsc:1663,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/d241efe4-a73b-56cb-9ef4-d9057cbb0a90'},au::16696,Cesar Schroevens,Kunstenaar,
a9999e80-86bb-5659-b8e9-cf1a0a3ef478,tg:lhsc:1233,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/73c233b4-df4f-5eca-9989-52028f31a637'},au::10614,Willy Kreitz,Kunstenaar,
f05d6c41-784e-5cf0-9039-09c87f3248fd,tg:lhsc:713,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/b14227ae-7f37-5207-b978-9c45d419a8e0'},au::14914,Albert Poels,Kunstenaar,
6f3d524b-9878-5c0f-b962-981f9149835f,tg:lhsc:969,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/5b9c857e-8d68-5c9b-8f1c-14fc1fa6658f'},au::9854,Frans Joris,Kunstenaar,
622b9854-6c6e-5282-b19d-0eb5b713714a,tg:lhsc:1225,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/73c233b4-df4f-5eca-9989-52028f31a637'},au::10614,Willy Kreitz,Kunstenaar,
24236459-de9f-5836-9965-002498b3f1da,tg:lhsc:1360,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/b14227ae-7f37-5207-b978-9c45d419a8e0'},au::14914,Albert Poels,Kunstenaar,
93e4684e-c057-59bc-bb5f-0fb0fdbd14dc,tg:lhsc:705,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/b14227ae-7f37-5207-b978-9c45d419a8e0'},au::14914,Albert Poels,Kunstenaar,
bb80b3ad-5cad-57c7-8d5b-36c316548c15,tg:lhsc:1049,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/426ef8ea-ea35-579f-8daa-99aa29481672'},au::2711,Jaak de Braekeleer,Kunstenaar,
55ca14d0-1dd4-5cc7-9593-b7985f630204,tg:lhsc:990,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/5a9cb364-45fe-5996-8cc5-1c6d25c3d992'},au::54768,Jules Delbrouck,Kunstenaar,
e15c628e-1951-5349-883b-97281b4f0f0d,tg:lhsc:1272,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/73c233b4-df4f-5eca-9989-52028f31a637'},au::10614,Willy Kreitz,Kunstenaar,
2960ca11-a297-5f0b-89d8-3fd2a096d7bb,tg:lhsc:752,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/48b3663c-4afa-5bd1-9fb1-32ef6c3e5a28'},au::1083,Louis du Bar,Kunstenaar,
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,tg:lhsc:928,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/12ac6a87-1263-5a37-98c6-bfc8655a7c80'},au::13527,May Néama,Kunstenaar,
7542ff82-f437-53b0-acef-cf6d725c7c3a,tg:lhsc:882,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/a1e4fc05-d7fd-53af-9c76-c118efb1637d'},au::4378,Joan Baptist Coomans,Kunstenaar,
b60312ae-da6e-5831-8667-510ba90aeeac,tg:lhsc:4284,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/9da0cc55-6a93-5f1f-89c4-8f9b38d16eb2'},au::55891,L.F. de Ridder,Kunstenaar,
ee85f6ac-1898-573e-b141-582d291718b0,tg:lhsc:1086,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/63532736-0040-5816-a57b-6c72b1913d67'},au::6423,Leopold van Esbroeck,Kunstenaar,
9d79a9d4-411d-5b27-aac4-0302636d8963,tg:lhsc:1069,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/130b3805-518d-52e8-94cd-bce8cc6d3416'},au::16388,Rik Sauter,Kunstenaar,
10743b6f-f549-53e1-a3c7-4a4986730133,tg:lhsc:725,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/8087289c-4389-5533-a7da-5f53409cd928'},au::54694,Olivier van Dongen,Kunstenaar,
c9388868-c4ea-5856-b123-781750c66400,tg:lhsc:1205,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/6b5a2e0c-e3a3-5402-899a-7aa712619ab4'},au::10879,Jules Lagae,Kunstenaar,
c13afe10-7532-593f-95c4-cfc653be71ae,tg:lhsc:660,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/ae008fb9-c716-5668-a43f-c79e3938b1a8'},au::9683,Emiel Jespers,Kunstenaar,
e37d4762-892d-513a-a790-92f2788323b5,tg:lhsc:1194,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/2e4ac15e-38e4-50ae-8659-d797bb2b81c9'},au::17326,Theo Soudeyns,Kunstenaar,
a208fd6f-bd31-55c8-baf9-a9734508cc38,tg:lhsc:908,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/72c47770-0cbc-59e5-a26c-d160db93d2e6'},au::9216,Jozef Hullebroeck,Kunstenaar,
