Brocade ID,ResourceID,card,order,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type
tg:lhob:705,ec713338-1901-5c95-a827-fe2fdffe9b37,ISAAR_Relations,1,au::18240,{'url': 'https://anet.be/record/isaarlh/au::18240'},kw,Organisatie,Theater van den Berghe,Trefwoord
tg:lhob:586,675fe7d4-2f9c-544a-8e6a-0b763f40e77b,ISAAR_Relations,1,au::16589,{'url': 'https://anet.be/record/isaarlh/au::16589'},vb,Persoon,Ger Schmook,In Verband Met
tg:lhob:569,978c5a2b-bb23-5f2c-b10f-d690ec1d52ce,ISAAR_Relations,1,au::16765,{'url': 'https://anet.be/record/isaarlh/au::16765'},vb,Persoon,Lode Sebregts,In Verband Met
tg:lhob:139,ea53cb96-164a-5f60-9d88-a1fab88260d0,ISAAR_Relations,1,au::4603,{'url': 'https://anet.be/record/isaarlh/au::4603'},kw,Persoon,Basiel de Craene,Trefwoord
tg:lhob:617,c2b8a3e8-a46f-5bf6-96e7-c8d288dabfe0,ISAAR_Relations,1,au::12646,{'url': 'https://anet.be/record/isaarlh/au::12646'},vb,Persoon,Charles Mertens,In Verband Met
tg:lhob:302,56f69663-9f7c-52d9-9357-879ddc002097,ISAAR_Relations,1,au::16286,{'url': 'https://anet.be/record/isaarlh/au::16286'},kw,Persoon,Maurits Sabbe,Trefwoord
tg:lhob:181,036efff3-bcb1-5176-9ca3-d2a37c44220c,ISAAR_Relations,1,au::850,{'url': 'https://anet.be/record/isaarlh/au::850'},kw,Persoon,Roger Avermaete,Trefwoord
tg:lhob:549,38df51fb-9845-55ec-8d64-a9bae16384eb,ISAAR_Relations,1,au::16765,{'url': 'https://anet.be/record/isaarlh/au::16765'},vb,Persoon,Lode Sebregts,In Verband Met
tg:lhob:375,f86a177c-40a0-5a3d-98e8-ee8114ddef11,ISAAR_Relations,1,au::6255,{'url': 'https://anet.be/record/isaarlh/au::6255'},kw,Persoon,Leon Elaut,Trefwoord
tg:lhob:725,bdf60c03-0152-5b5a-ab82-b62df1f7898b,ISAAR_Relations,1,au::6197,{'url': 'https://anet.be/record/isaarlh/au::6197'},kw,Persoon,Georges Eekhoud,Trefwoord
tg:lhob:230,aa7620ed-b248-5012-801d-44af139e0277,ISAAR_Relations,1,au::12318,{'url': 'https://anet.be/record/isaarlh/au::12318'},kw,Persoon,Frans Masereel,Trefwoord
tg:lhob:660,6568f72d-9329-5ca8-affd-da8775f9b2ca,ISAAR_Relations,1,au::21743,{'url': 'https://anet.be/record/isaarlh/au::21743'},vb,Organisatie,Yver en Broedermin,In Verband Met
tg:lhob:288,1e154e2a-486a-5acd-810e-4c7155cbbfa4,ISAAR_Relations,1,au::9614,{'url': 'https://anet.be/record/isaarlh/au::9614'},kw,Persoon,Charel Janssens,Trefwoord
tg:lhob:288,1e154e2a-486a-5acd-810e-4c7155cbbfa4,ISAAR_Relations,2,au::9643,{'url': 'https://anet.be/record/isaarlh/au::9643'},kw,Persoon,Piet Janssens,Trefwoord
tg:lhob:322,40b73b50-6a75-5243-a771-c34a962e6579,ISAAR_Relations,1,au::9614,{'url': 'https://anet.be/record/isaarlh/au::9614'},kw,Persoon,Charel Janssens,Trefwoord
tg:lhob:322,40b73b50-6a75-5243-a771-c34a962e6579,ISAAR_Relations,2,au::9643,{'url': 'https://anet.be/record/isaarlh/au::9643'},kw,Persoon,Piet Janssens,Trefwoord
tg:lhob:637,7d7fefa8-3307-51de-a7ac-da11e4248928,ISAAR_Relations,1,au::15746,{'url': 'https://anet.be/record/isaarlh/au::15746'},kw,Persoon,Jan van Rijswijck,Trefwoord
tg:lhob:267,8e45a706-94d5-5419-8a44-336e5610b60e,ISAAR_Relations,1,au::4826,{'url': 'https://anet.be/record/isaarlh/au::4826'},kw,Persoon,Albert Daenens,Trefwoord
tg:lhob:508,049e8351-8b2c-5cca-903f-ea20425ad2aa,ISAAR_Relations,1,au::5708,{'url': 'https://anet.be/record/isaarlh/au::5708'},ar,Persoon,Frans Dille,Kunstenaar
tg:lhob:508,049e8351-8b2c-5cca-903f-ea20425ad2aa,ISAAR_Relations,2,au::5711,{'url': 'https://anet.be/record/isaarlh/au::5711'},kw,Persoon,Vogelina Dille-Lobe,Trefwoord
tg:lhob:158,42f6290b-a696-5dc3-a692-36b9e0e67b51,ISAAR_Relations,1,au::4603,{'url': 'https://anet.be/record/isaarlh/au::4603'},kw,Persoon,Basiel de Craene,Trefwoord
tg:lhob:334,5369b966-631a-5143-9518-ea27c85249e3,ISAAR_Relations,1,au::4613,{'url': 'https://anet.be/record/isaarlh/au::4613'},kw,Persoon,Lode Craeybeckx,Trefwoord
tg:lhob:271,1bbe3e40-dd56-598f-a25d-262e4e247b86,ISAAR_Relations,1,au::13075,{'url': 'https://anet.be/record/isaarlh/au::13075'},kw,Persoon,Pol de Mont,Trefwoord
tg:lhob:621,312da8d8-7042-5b8d-bd81-fb3b0bb92fca,ISAAR_Relations,1,au::12646,{'url': 'https://anet.be/record/isaarlh/au::12646'},kw,Persoon,Charles Mertens,Trefwoord
tg:lhob:699,a59ae65d-b818-5d0e-9f9c-b7ec0aac2bd4,ISAAR_Relations,1,au::10236,{'url': 'https://anet.be/record/isaarlh/au::10236'},vb,Persoon,Edward Keurvels,In Verband Met
tg:lhob:363,06921aaa-1516-5f27-a96a-bf985f5e3171,ISAAR_Relations,1,au::9614,{'url': 'https://anet.be/record/isaarlh/au::9614'},kw,Persoon,Charel Janssens,Trefwoord
tg:lhob:676,2eae7de6-e530-56a3-acf9-d6e9b56384d3,ISAAR_Relations,1,au::11190,{'url': 'https://anet.be/record/isaarlh/au::11190'},vb,Persoon,Cor Ria Leeman,In Verband Met
tg:lhob:226,1e5a2451-acba-564b-95bc-c7b12f049888,ISAAR_Relations,1,au::12318,{'url': 'https://anet.be/record/isaarlh/au::12318'},kw,Persoon,Frans Masereel,Trefwoord
tg:lhob:174,38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,ISAAR_Relations,1,au::7555,{'url': 'https://anet.be/record/isaarlh/au::7555'},kw,Persoon,Maurice Gilliams,Trefwoord
tg:lhob:524,f23cbd96-2b7d-5902-8a8e-1491530ffb68,ISAAR_Relations,1,au::10539,{'url': 'https://anet.be/record/isaarlh/au::10539'},kw,Organisatie,Koninklijke Vlaamse Academie voor Taal- en Letterkunde,Trefwoord
tg:lhob:524,f23cbd96-2b7d-5902-8a8e-1491530ffb68,ISAAR_Relations,2,au::7555,{'url': 'https://anet.be/record/isaarlh/au::7555'},vb,Persoon,Maurice Gilliams,In Verband Met
tg:lhob:318,3e19ea84-4ecb-5977-9421-9ffa7cf127b1,ISAAR_Relations,1,au::7526,{'url': 'https://anet.be/record/isaarlh/au::7526'},kw,Persoon,Marnix Gijsen,Trefwoord
tg:lhob:94,1f5bc828-1571-526d-8f90-d50114b812c8,ISAAR_Relations,1,au::850,{'url': 'https://anet.be/record/isaarlh/au::850'},kw,Persoon,Roger Avermaete,Trefwoord
tg:lhob:94,1f5bc828-1571-526d-8f90-d50114b812c8,ISAAR_Relations,2,au::848,{'url': 'https://anet.be/record/isaarlh/au::848'},vb,Persoon,Alain Avermaete,In Verband Met
tg:lhob:436,a008a896-b7c3-5d2f-ad98-597ad3ab33b1,ISAAR_Relations,1,au::38208,{'url': 'https://anet.be/record/isaarlh/au::38208'},ds,Persoon,Onbekend(en),Ontwerper
tg:lhob:573,686aaaeb-90ba-5ddb-88fe-f13ac964755c,ISAAR_Relations,1,au::15746,{'url': 'https://anet.be/record/isaarlh/au::15746'},kw,Persoon,Jan van Rijswijck,Trefwoord
tg:lhob:123,93cb61b6-7711-5dfe-a061-569ac06464be,ISAAR_Relations,1,au::4749,{'url': 'https://anet.be/record/isaarlh/au::4749'},kw,Persoon,Frans van Cuyck,Trefwoord
tg:lhob:420,777e9212-d7a9-5501-8978-fd54e7f26c95,ISAAR_Relations,1,au::38208,{'url': 'https://anet.be/record/isaarlh/au::38208'},ds,Persoon,Onbekend(en),Ontwerper
tg:lhob:135,f7fdd293-2b63-5659-9617-b18d7a1be459,ISAAR_Relations,1,au::4603,{'url': 'https://anet.be/record/isaarlh/au::4603'},kw,Persoon,Basiel de Craene,Trefwoord
tg:lhob:565,68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,ISAAR_Relations,1,au::16765,{'url': 'https://anet.be/record/isaarlh/au::16765'},vb,Persoon,Lode Sebregts,In Verband Met
tg:lhob:709,52ee1d6d-2804-50d3-bfd3-61042162ed3c,ISAAR_Relations,1,au::18437,{'url': 'https://anet.be/record/isaarlh/au::18437'},kw,Persoon,Felix Timmermans,Trefwoord
tg:lhob:359,bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,ISAAR_Relations,1,au::12828,{'url': 'https://anet.be/record/isaarlh/au::12828'},kw,Persoon,Ivo Michiels,Trefwoord
tg:lhob:532,c7135e38-584c-5a54-8836-5433378b28ad,ISAAR_Relations,1,au::4333,{'url': 'https://anet.be/record/isaarlh/au::4333'},kw,Persoon,Hendrik Conscience,Trefwoord
tg:lhob:532,c7135e38-584c-5a54-8836-5433378b28ad,ISAAR_Relations,2,au::7555,{'url': 'https://anet.be/record/isaarlh/au::7555'},vb,Persoon,Maurice Gilliams,In Verband Met
tg:lhob:532,c7135e38-584c-5a54-8836-5433378b28ad,ISAAR_Relations,3,au::112021:1,{'url': 'https://anet.be/record/isaarlh/au::112021:1'},ds,,,Ontwerper
tg:lhob:498,44b9fca4-68bc-5fd6-b341-40e28a6224fd,ISAAR_Relations,1,au::10236,{'url': 'https://anet.be/record/isaarlh/au::10236'},vb,Persoon,Edward Keurvels,In Verband Met
tg:lhob:162,952bcc33-f731-577a-a040-d6d6e8c30fc0,ISAAR_Relations,1,au::4749,{'url': 'https://anet.be/record/isaarlh/au::4749'},kw,Persoon,Frans van Cuyck,Trefwoord
tg:lhob:533,6b25ae3c-1a1a-59a4-a776-a24cd0f9e1e6,ISAAR_Relations,1,au::7555,{'url': 'https://anet.be/record/isaarlh/au::7555'},vb,Persoon,Maurice Gilliams,In Verband Met
tg:lhob:499,bc71e5a7-816b-5036-bf89-bdcdad003524,ISAAR_Relations,1,au::9760,{'url': 'https://anet.be/record/isaarlh/au::9760'},vb,Persoon,Marinus de Jong,In Verband Met
tg:lhob:163,4eec1b20-1ac5-57c6-a991-8484d9324186,ISAAR_Relations,1,au::850,{'url': 'https://anet.be/record/isaarlh/au::850'},kw,Persoon,Roger Avermaete,Trefwoord
tg:lhob:708,1d05b1b9-0618-5c54-8751-6479fbf3475f,ISAAR_Relations,1,au::10236,{'url': 'https://anet.be/record/isaarlh/au::10236'},vb,Persoon,Edward Keurvels,In Verband Met
tg:lhob:358,4f887d02-75a6-5ce8-b12c-e5b38da7ee6c,ISAAR_Relations,1,au::9614,{'url': 'https://anet.be/record/isaarlh/au::9614'},kw,Persoon,Charel Janssens,Trefwoord
tg:lhob:358,4f887d02-75a6-5ce8-b12c-e5b38da7ee6c,ISAAR_Relations,2,au::9643,{'url': 'https://anet.be/record/isaarlh/au::9643'},kw,Persoon,Piet Janssens,Trefwoord
tg:lhob:421,a65025e9-9d49-5cc7-8251-2302516bbdaa,ISAAR_Relations,1,au::38208,{'url': 'https://anet.be/record/isaarlh/au::38208'},ds,Persoon,Onbekend(en),Ontwerper
tg:lhob:134,168af78c-5e5c-5350-9eed-b281c25f187f,ISAAR_Relations,1,au::16589,{'url': 'https://anet.be/record/isaarlh/au::16589'},kw,Persoon,Ger Schmook,Trefwoord
tg:lhob:564,5b7bbf90-249a-50cd-b832-34789cc9fe4f,ISAAR_Relations,1,au::16765,{'url': 'https://anet.be/record/isaarlh/au::16765'},vb,Persoon,Lode Sebregts,In Verband Met
tg:lhob:95,ee505759-223f-5451-aee7-5fc99aa8e4c5,ISAAR_Relations,1,au::10134,{'url': 'https://anet.be/record/isaarlh/au::10134'},kw,Persoon,Paul Kenis,Trefwoord
tg:lhob:437,039e2f17-f200-5204-b703-688251042d88,ISAAR_Relations,1,au::2330,{'url': 'https://anet.be/record/isaarlh/au::2330'},ds,Persoon,Armand Bonnetain,Ontwerper
tg:lhob:437,039e2f17-f200-5204-b703-688251042d88,ISAAR_Relations,2,au::112020,{'url': 'https://anet.be/record/isaarlh/au::112020'},ma,Persoon,J. Fonson,Maker
tg:lhob:572,d6ddc6e0-bdbd-5df8-92e4-9f59bd1f9bb1,ISAAR_Relations,1,au::11768,{'url': 'https://anet.be/record/isaarlh/au::11768'},kw,Persoon,Jean François Loos,Trefwoord
tg:lhob:122,689c4ad9-8332-5e66-b346-1bd7633425c9,ISAAR_Relations,1,au::9614,{'url': 'https://anet.be/record/isaarlh/au::9614'},kw,Persoon,Charel Janssens,Trefwoord
tg:lhob:122,689c4ad9-8332-5e66-b346-1bd7633425c9,ISAAR_Relations,2,au::9643,{'url': 'https://anet.be/record/isaarlh/au::9643'},kw,Persoon,Piet Janssens,Trefwoord
tg:lhob:319,d04d6f12-b361-5dc9-9072-33c4896dc250,ISAAR_Relations,1,au::6922,{'url': 'https://anet.be/record/isaarlh/au::6922'},kw,Persoon,Fritz Francken,Trefwoord
tg:lhob:175,807d1fa4-a90f-5284-81a1-aa30acf7bba9,ISAAR_Relations,1,au::17313,{'url': 'https://anet.be/record/isaarlh/au::17313'},kw,Persoon,Johan Sonneville,Trefwoord
tg:lhob:175,807d1fa4-a90f-5284-81a1-aa30acf7bba9,ISAAR_Relations,2,au::7078,{'url': 'https://anet.be/record/isaarlh/au::7078'},vb,Organisatie,De Galge,In Verband Met
tg:lhob:525,6168c962-3e49-5cc3-bc28-25b3366a6315,ISAAR_Relations,1,au::10539,{'url': 'https://anet.be/record/isaarlh/au::10539'},kw,Organisatie,Koninklijke Vlaamse Academie voor Taal- en Letterkunde,Trefwoord
tg:lhob:525,6168c962-3e49-5cc3-bc28-25b3366a6315,ISAAR_Relations,2,au::7555,{'url': 'https://anet.be/record/isaarlh/au::7555'},vb,Persoon,Maurice Gilliams,In Verband Met
tg:lhob:698,eacb0b64-a631-5317-81ab-b07e5c5a0da5,ISAAR_Relations,1,au::10236,{'url': 'https://anet.be/record/isaarlh/au::10236'},vb,Persoon,Edward Keurvels,In Verband Met
tg:lhob:362,38bab78f-ccfe-5cc7-ba4a-274a5667314d,ISAAR_Relations,1,au::9614,{'url': 'https://anet.be/record/isaarlh/au::9614'},kw,Persoon,Charel Janssens,Trefwoord
tg:lhob:677,ae4ddc15-90b6-5216-9c39-47a4d69fee0d,ISAAR_Relations,1,au::11190,{'url': 'https://anet.be/record/isaarlh/au::11190'},vb,Persoon,Cor Ria Leeman,In Verband Met
tg:lhob:227,68063590-95c5-5ec6-9f10-fd69b8b51b68,ISAAR_Relations,1,au::12318,{'url': 'https://anet.be/record/isaarlh/au::12318'},kw,Persoon,Frans Masereel,Trefwoord
tg:lhob:335,d30cff16-d872-5c7e-a09f-b05ede5c5258,ISAAR_Relations,1,au::15490,{'url': 'https://anet.be/record/isaarlh/au::15490'},kw,Persoon,Irène Raymakers,Trefwoord
tg:lhob:270,f71795ce-64f8-5d14-bec0-e7aaea80989f,ISAAR_Relations,1,au::13075,{'url': 'https://anet.be/record/isaarlh/au::13075'},kw,Persoon,Pol de Mont,Trefwoord
tg:lhob:620,0a65641d-3a81-502e-9c8b-d93c471274ed,ISAAR_Relations,1,au::12646,{'url': 'https://anet.be/record/isaarlh/au::12646'},kw,Persoon,Charles Mertens,Trefwoord
tg:lhob:159,a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,ISAAR_Relations,1,au::120,{'url': 'https://anet.be/record/isaarlh/au::120'},kw,Persoon,Jan Baptist Corneel Adriaensen,Trefwoord
tg:lhob:289,c63e171d-b02a-5052-a9f0-769d01eaab54,ISAAR_Relations,1,au::4603,{'url': 'https://anet.be/record/isaarlh/au::4603'},kw,Persoon,Basiel de Craene,Trefwoord
tg:lhob:323,7a04ce32-968d-5c8a-b662-9c05ef366c53,ISAAR_Relations,1,au::4603,{'url': 'https://anet.be/record/isaarlh/au::4603'},kw,Persoon,Basiel de Craene,Trefwoord
tg:lhob:636,9f84eaea-8f76-5c81-89c1-c29bb01ac105,ISAAR_Relations,1,au::104810,{'url': 'https://anet.be/record/isaarlh/au::104810'},vb,Plaatsen,Amsterdam,In Verband Met
tg:lhob:266,50db8fa5-2250-5d0f-bb8f-8f63d18a4fd5,ISAAR_Relations,1,au::4826,{'url': 'https://anet.be/record/isaarlh/au::4826'},kw,Persoon,Albert Daenens,Trefwoord
tg:lhob:374,e183894d-04ce-5c3f-8300-1f4b0e083f34,ISAAR_Relations,1,au::14981,{'url': 'https://anet.be/record/isaarlh/au::14981'},kw,Persoon,Frans Pont,Trefwoord
tg:lhob:724,67ada668-af59-5fa5-b6b1-825fbac71ed9,ISAAR_Relations,1,au::18122,{'url': 'https://anet.be/record/isaarlh/au::18122'},kw,Persoon,Herman Teirlinck,Trefwoord
tg:lhob:231,b06ff932-a1e4-562b-944e-cd87ab59530c,ISAAR_Relations,1,au::12318,{'url': 'https://anet.be/record/isaarlh/au::12318'},kw,Persoon,Frans Masereel,Trefwoord
tg:lhob:661,3beb2575-8065-551e-8612-06b0c5e9c57f,ISAAR_Relations,1,au::21743,{'url': 'https://anet.be/record/isaarlh/au::21743'},vb,Organisatie,Yver en Broedermin,In Verband Met
tg:lhob:548,58793a7e-9836-522b-8b8a-1017729be7dc,ISAAR_Relations,1,au::16765,{'url': 'https://anet.be/record/isaarlh/au::16765'},vb,Persoon,Lode Sebregts,In Verband Met
tg:lhob:118,4733eafd-05ba-5af5-a904-4e28c8aada36,ISAAR_Relations,1,au::850,{'url': 'https://anet.be/record/isaarlh/au::850'},kw,Persoon,Roger Avermaete,Trefwoord
tg:lhob:40,0198ad6d-839b-5d92-b4d0-0297d2c31de4,ISAAR_Relations,1,au::14638,{'url': 'https://anet.be/record/isaarlh/au::14638'},kw,Persoon,Hugues C. Pernath,Trefwoord
tg:lhob:180,bcf2345c-5724-52f5-a3f5-5ea521ba4778,ISAAR_Relations,1,au::11170,{'url': 'https://anet.be/record/isaarlh/au::11170'},kw,Persoon,Karel Lodewijk Ledeganck,Trefwoord
tg:lhob:180,bcf2345c-5724-52f5-a3f5-5ea521ba4778,ISAAR_Relations,2,au::21142,{'url': 'https://anet.be/record/isaarlh/au::21142'},vb,Persoon,Anna de Weert,In Verband Met
tg:lhob:495,10c034bb-4ac3-57d3-9e4a-93e2a408b890,ISAAR_Relations,1,au::16681,{'url': 'https://anet.be/record/isaarlh/au::16681'},vb,Persoon,Julius J.B. Schrey,In Verband Met
tg:lhob:616,6ff7a84d-0bc7-58a3-bd6c-db8914a0b969,ISAAR_Relations,1,au::12646,{'url': 'https://anet.be/record/isaarlh/au::12646'},vb,Persoon,Charles Mertens,In Verband Met
tg:lhob:246,ad6695ec-5571-566c-9f72-acd025570b4b,ISAAR_Relations,1,au::16765,{'url': 'https://anet.be/record/isaarlh/au::16765'},kw,Persoon,Lode Sebregts,Trefwoord
tg:lhob:246,ad6695ec-5571-566c-9f72-acd025570b4b,ISAAR_Relations,2,au::13945,{'url': 'https://anet.be/record/isaarlh/au::13945'},vb,Persoon,Karel van den Oever,In Verband Met
