ResourceID,brocade.id,card,order,note,Condition State Note,Condition State Notes Type,Condition State Notes Language
776e4d65-235d-576e-bcc6-0ca8f3645e5d,tg:lhob:43,Conditions,2,note.lhconditie,"26/08/2013: Slechte staat: Pootje afgebroken, schimmel en actieve houtworm geconstateerd.
Oktober 2013: Het pootje werd hersteld, de vissersmand werd behandeld voor schimmel en houtworm door het restauratieatelier hout dienst  Collectiebeleid musea.",Materiële toestand,Nederlands
b5ce8c66-d44e-51aa-884d-973ac92f34f8,tg:lhob:726,Conditions,2,note.lhconditie,"Gebruikssporen, kleefresten en ontbrekende stukken.",Materiële toestand,Nederlands
f0d3a911-94a6-5266-8ee7-8a0879f551d2,tg:lhob:340,Conditions,1,note.lhconditie,"Ernstig beschadigd, in meerdere delen gebroken.",Materiële toestand,Nederlands
faea45fc-e078-50ba-9b57-06daa28e97be,tg:lhob:356,Conditions,1,note.lhconditie,"In meerdere delen gebroken  
Ernstige corrosie",Materiële toestand,Nederlands
c0bdfe98-aca7-5c98-8490-dcf6db968f5e,tg:lhob:244,Conditions,1,note.lhconditie,gebroken aan de steel,Materiële toestand,Nederlands
c51130d7-eff4-5fc8-80d5-926020c83fe7,tg:lhsc:729,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: grijze schimmelvlekjes

* lacunes: rechterzijkant, kleine lacune

* schimmel:

(23/08/2001)",Materiële toestand,Nederlands
76d1d594-7daa-5788-b714-b5e906c49376,tg:lhsc:683,Conditions,1,note.lhconditie,"* opp.vuil

* lacunes: kleine lacunes verspreid over het beeld

(03/09/2001)",Materiële toestand,Nederlands
4581f726-f3be-55e0-9df3-a7421168cf88,tg:lhsc:6935,Conditions,2,note.lhconditie,"19/09/2006: Matig, afschilfering van de verflaag linkerwenkbrauw, neus, rechterslaap, baard, linker en rechterhoek. Druipspoor van haarlijn linksboven tot onderaan kraag.",Materiële toestand,Nederlands
964cc9f8-c6fb-5e05-be6f-a69ec8f45f88,tg:lhsc:816,Conditions,2,note.lhconditie,"* opp.vuil

(31/08/2001)",Materiële toestand,Nederlands
84c924d8-6955-52ca-b091-4cf48979272b,tg:lhsc:1989,Conditions,2,note.lhconditie,goed 4/11/2003. Vuil,Materiële toestand,Nederlands
41b4a25e-fb9e-5f1c-898b-5cf330d4ad97,tg:lhsc:1120,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes: kleine, in het haar

Conditie van de sokkel

* opp.vuil

* lacunes: linkerhoek, links achter

(04/09/2001)",Materiële toestand,Nederlands
c57d3dff-ca95-5c7a-a70c-0715b04bad2c,tg:lhsc:1065,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes: linker oor

* krassen

* lacunes in de afwerkingslaag: kleintjes

(05/09/2001)",Materiële toestand,Nederlands
edc8c733-dcfd-5003-b0f8-e0983ef6b059,tg:lhsc:953,Conditions,2,note.lhconditie,"* opp.vuil

(10/09/2001)",Materiële toestand,Nederlands
544acddc-3fe4-5e0d-b9d3-5229b7329e99,tg:lhsc:791,Conditions,2,note.lhconditie,"* opp.vuil

* krassen: linkerzijde hals

(05/09/2001)

09/02/2005: Krassen op de rechterwang. Afschilfering van een hoekje uit de
linkerbovenzijde van de sokkel.",Materiële toestand,Nederlands
c109e1c8-3c8c-5d08-ab95-85b87e1decba,tg:lhsc:1177,Conditions,3,note.lhconditie,"* opp.vuil

Conditie van de sokkel

* opp.vuil

(29/08/2001)",Materiële toestand,Nederlands
9a3697a7-0eb4-5fc8-8218-9cadb7d1fd11,tg:lhsc:841,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: onder en langs rechterrand resten van witte verf

(24/08/2001)",Materiële toestand,Nederlands
45f7e0df-8b29-5eb8-9067-5079ce728265,tg:lhsc:904,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: zwarte schimmel

* schimmel

(22/08/2001)",Materiële toestand,Nederlands
67c5f24b-ffab-5b5d-82d4-1c9e129a3fa8,tg:lhsc:1198,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: wandelstok, voorkant lichaam

(10/09/2001)",Materiële toestand,Nederlands
1609b2cf-5d7d-50bc-ab15-5385e12df4b2,tg:lhsc:457,Conditions,3,note.lhconditie,"* opp.vuil

* barsten: linkervleugel stormvogel

* lacunes: in de vleugel

* lacunes in de afwerkingslaag: linkerbovenbeen

(11/09/2001)

1/09/2004: Goed, gerestaureerd door privérestauratrice Kim Raymakers.",Materiële toestand,Nederlands
1906ee6d-eb81-5292-bc07-6bc13cd7780d,tg:lhsc:9402,Conditions,1,note.lhconditie,"* opp.vuil
* lacunes in de afwerkingslaag: schilfers

(30/08/2001)",Materiële toestand,Nederlands
0e60bd6c-c9d5-570a-a65a-f17bbf834784,tg:lhsc:1032,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: voorhoofd, schimmel, blauwe verfvlek rechts op het voorhoofd

* barsten: boven het rechter oor

* lacunes: topje van de neus

* schimmel

* lacunes in de afwerkingslaag: op de kin en op de ploien in de hals

(06/09/2001)",Materiële toestand,Nederlands
ae836d71-5e59-5462-9c05-31c088dd28c5,tg:lhsc:768,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: een aantal zeer kleine lacunes

(24/08/2001)",Materiële toestand,Nederlands
30d5beb5-d97e-5113-9ef4-c93ee48fe2a4,tg:lhsc:1618,Conditions,2,note.lhconditie,goed 9/09/2003,Materiële toestand,Nederlands
8952ee98-4a3b-5e5a-b709-53a2465da5a3,tg:lhsc:9382,Conditions,2,note.lhconditie,28/05/2014: goed,Materiële toestand,Nederlands
9ec48475-dc2c-5560-91cd-a805973fb943,tg:lhsc:787,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: achterkant

* lacunes in de afwerkingslaag: achteraan

(30/08/2001)",Materiële toestand,Nederlands
fe310f26-b418-5763-b976-fc04b8d38ea9,tg:lhsc:857,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: licht-grijze en witte, schimmel

* barsten: onder, links, boven en aan de neus, kunnen nier bewogen worden

* lacunes: kleine, aan de rand, en rond de neus

* afschilfering van de afwerkingslaag: rond de neus

* lacunes in de afwerkingslag: zeer kleine

(23/08/2001)",Materiële toestand,Nederlands
9cd28d8b-e349-53a4-888a-51527624ee2c,tg:lhsc:1161,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: zwart vlekkerig uitzicht (schimmel?), groene vlek, bruine en gele
vlekken

* lacunes

* krassen

* onderaan de sokkel plakt en gips of mortel

(31/08/2001)",Materiële toestand,Nederlands
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,tg:lhsc:1024,Conditions,2,note.lhconditie,"* lacunes in de afwerkingslaag: rond de mond, op de neus, boven de oog

(07/09/2001)",Materiële toestand,Nederlands
5e98834f-3e94-5421-8842-854d1dc7cd02,tg:lhsc:9414,Conditions,2,note.lhconditie,Goed.,Materiële toestand,Nederlands
b7f2caf3-61ca-5ff6-aeb6-ba624f2d1f9a,tg:lhsc:441,Conditions,3,note.lhconditie,"* opp.vuil

* kleine lacunes in de afwerkingslaag

(05/09/2001)",Materiële toestand,Nederlands
3d901fed-7929-52c6-946f-3713c156d696,tg:lhsc:912,Conditions,1,note.lhconditie,"* opp.vuil

* barst: barst van links naar rechts, loopt niet door tot achter

(22/08/2001)",Materiële toestand,Nederlands
0a58669d-1ba2-52ac-9f85-7ad38b554934,tg:lhsc:5749,Conditions,2,note.lhconditie,26/07/2005: Goed,Materiële toestand,Nederlands
6106ae53-85b6-574d-b2c2-fcdb66051e39,tg:lhsc:695,Conditions,3,note.lhconditie,"* opp.vuil

* verf op de neus

(03/08/2001)",Materiële toestand,Nederlands
f638ca16-0b48-5df0-a70f-55b77f5ac68f,tg:lhsc:1136,Conditions,2,note.lhconditie,"* opp.vuil

(10/09/2001)",Materiële toestand,Nederlands
70c446d3-7c58-5155-943f-1f5109682d87,tg:lhsc:800,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: linkerbenedenhoek

(30/08/2001)",Materiële toestand,Nederlands
0132a4ce-d78f-5f35-b607-75a7bd6d5179,tg:lhsc:945,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: gele / zwarte vlekken

* schimmel

(11/09/2001)",Materiële toestand,Nederlands
a6e2381c-7847-51ec-af1b-da3f0c6ce595,tg:lhsc:416,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: blauwe, rode, witte verfvlekken

(10/09/2001)",Materiële toestand,Nederlands
c712da57-0cfc-564d-838e-72529d031b00,tg:lhsc:1073,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: witte vlekken, schimmel, bordeaux vlekken op de voet

* schimmel

(31/08/2001)",Materiële toestand,Nederlands
808f6a8e-e8b3-5272-a4d3-07ea073480fc,tg:lhsc:744,Conditions,2,note.lhconditie,"* opp.vuil

(24/08/2001)",Materiële toestand,Nederlands
dca9d500-6d0e-5ff3-8769-474c40de7f88,tg:lhsc:894,Conditions,2,note.lhconditie,"* opp.vuil

(27/08/2001)",Materiële toestand,Nederlands
2b75ada6-e734-5be7-9f1d-ec90bed3d2ce,tg:lhsc:1008,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: zwarte en grijze vlekken, schimmel

* schimmel

(07/09/2001)",Materiële toestand,Nederlands
0d0abb06-6f3e-5ed8-addd-8e4396c56dd4,tg:lhsc:656,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: linkervoorhoek, schram op sokkel, rechtervoorhoek, schrametjes op
baard

* lacunes in de afwerkingslaag: neus, rechterwenkbrauw, achterkant

(30/08/2001)",Materiële toestand,Nederlands
a302d86b-aa95-5f6c-a6b8-813d7ce13758,tg:lhsc:9316,Conditions,1,note.lhconditie,"16/03/2010: bekrast, dieper ingedrongen vuil, de lijst staat licht uit mekaar aan de bevestiging van de hoeken (1,5 mm), maar is niet ontstabiel.",Materiële toestand,Nederlands
f05d6c41-784e-5cf0-9039-09c87f3248fd,tg:lhsc:713,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: zwarte vegen, vlekjes

* degradatie van de materie aan de achterkant

(28/08/2001)",Materiële toestand,Nederlands
6f3d524b-9878-5c0f-b962-981f9149835f,tg:lhsc:969,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: bruine schimmel

* lacunes: kleine lacunes aan de bovenrand, rechterzijde

* schimmel

(11/09/2001)",Materiële toestand,Nederlands
f10ae43d-3c9f-57d0-972f-43c70008852a,tg:lhsc:986,Conditions,2,note.lhconditie,"* opp.vuil

* scimmel

(11/09/2001)",Materiële toestand,Nederlands
622b9854-6c6e-5282-b19d-0eb5b713714a,tg:lhsc:1225,Conditions,2,note.lhconditie,* bruine verfsporen,Materiële toestand,Nederlands
24236459-de9f-5836-9965-002498b3f1da,tg:lhsc:1360,Conditions,3,note.lhconditie,Goed,Materiële toestand,Nederlands
93e4684e-c057-59bc-bb5f-0fb0fdbd14dc,tg:lhsc:705,Conditions,2,note.lhconditie,"* opp.vuil

* schimmel

(11/09/2001)",Materiële toestand,Nederlands
bb80b3ad-5cad-57c7-8d5b-36c316548c15,tg:lhsc:1049,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: vooraan rechts

* afschilfering van de afwerkingslaag: neus

(06/09/2001)",Materiële toestand,Nederlands
55ca14d0-1dd4-5cc7-9593-b7985f630204,tg:lhsc:990,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: grijze verfvlek linker wang, schimmel

* krassen

* schimmel

(07/09/2001)",Materiële toestand,Nederlands
2960ca11-a297-5f0b-89d8-3fd2a096d7bb,tg:lhsc:752,Conditions,2,note.lhconditie,"* opp.vuil

* barsten: verscheidene barsten , aan de bevestiging, midden. Barsten lopen
door tot de achterkent

* afschilfering van de afwerkingslaag: naast onderste barst

(11/09/2001)",Materiële toestand,Nederlands
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,tg:lhsc:928,Conditions,2,note.lhconditie,"* met stift op geschreven

(11/09/2001)",Materiële toestand,Nederlands
7542ff82-f437-53b0-acef-cf6d725c7c3a,tg:lhsc:882,Conditions,2,note.lhconditie,"* opp.vuil

Uit een test met gedemineraliseerd water op de bovenste rand, blijkt dat het
stuk vlot gereinigd wordt. (24/08/2001)",Materiële toestand,Nederlands
b60312ae-da6e-5831-8667-510ba90aeeac,tg:lhsc:4284,Conditions,2,note.lhconditie,"22/11/2004: Matig, vele lacunes, voornamelijk vanaf de nekpartij tot beneden.",Materiële toestand,Nederlands
ee85f6ac-1898-573e-b141-582d291718b0,tg:lhsc:1086,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: kleine overbeeld verspreid

(05/09/2001)",Materiële toestand,Nederlands
9d79a9d4-411d-5b27-aac4-0302636d8963,tg:lhsc:1069,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: klein, over beeld verspreid

(05/09/2001)",Materiële toestand,Nederlands
10743b6f-f549-53e1-a3c7-4a4986730133,tg:lhsc:725,Conditions,2,note.lhconditie,"* opp.vuil

(21/08/2001)",Materiële toestand,Nederlands
c9388868-c4ea-5856-b123-781750c66400,tg:lhsc:1205,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: linkerhand, sporen lijm (ondbrekend deel?)

* lacunes: sokkel

(10/09/2001)",Materiële toestand,Nederlands
c13afe10-7532-593f-95c4-cfc653be71ae,tg:lhsc:660,Conditions,3,note.lhconditie,"* opp.vuil

* afschilfering van de afwerkingslaag: cracquelures in de verf

(04/09/2001)",Materiële toestand,Nederlands
e37d4762-892d-513a-a790-92f2788323b5,tg:lhsc:1194,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: rechterzijkant

* lacunes in de afwerkingslaag

(10/09/2001)",Materiële toestand,Nederlands
a208fd6f-bd31-55c8-baf9-a9734508cc38,tg:lhsc:908,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: twee kleine bovenaan de rand

* lacunes in de afwerkingslaag: kleine, onder

(23/08/2001)",Materiële toestand,Nederlands
0fc4f0fc-34ad-573a-bc01-95e09fc66aeb,tg:lhsc:772,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: roestvlekken langs de boord, ijzeren steunen in de plaaster

(24/08/2001)",Materiële toestand,Nederlands
08bc524a-d0ec-53c9-9f32-34aaa7ba634c,tg:lhsc:9398,Conditions,2,note.lhconditie,"Goed, enkele afgeschaafde stukjes.",Materiële toestand,Nederlands
6700bfba-adf7-5e59-95a5-da0bcf944967,tg:lhsc:1182,Conditions,3,note.lhconditie,"* opp.vuil

Conditie van de sokkel

* opp.vuil

* losliggende delen: stof zit los vann hout

* roestende spijkers op achterkant

(28/08/2001)",Materiële toestand,Nederlands
759d19fb-e417-57c3-a2fa-0ab28366902f,tg:lhsc:9418,Conditions,2,note.lhconditie,Oppervlaktevuil.,Materiële toestand,Nederlands
ca69df12-afa2-5c16-8e04-67a42b232734,tg:lhsc:1028,Conditions,2,note.lhconditie,"* opp.vuil

* afschilfering van de afwerkingslaag: oogholtes

(07/09/2001)",Materiële toestand,Nederlands
bd2eb92e-66dc-580d-bdee-8f5840fd56b1,tg:lhsc:5712,Conditions,1,note.lhconditie,19/07/2005: Goed.,Materiële toestand,Nederlands
c0d57123-76e8-5bdf-8ba2-6316df8c6dde,tg:lhsc:764,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: een aantal grijze vlekken, schimmel

* barsten: fijne barst van rechts boven tot rechts onder, loopt door tot de
achterkant, kan bewogen worden

* schimmel (naast het oog en in het haar)

* lacunes in de afwerkingslaag: aan de rand onder en rechts

(24/08/2001)",Materiële toestand,Nederlands
9ac729ab-ac98-534f-9e11-6cc050c2a6d4,tg:lhsc:9361,Conditions,1,note.lhconditie,"23-09-2010: Matig, afschilfering van de patina op verschillende plaatsen. Bevestiging van bril is gelost aan linkerzijde, oudere lijmsporen van eerdere herstelling. De bril werd door het Letterenhuis terug verlijmd.",Materiële toestand,Nederlands
eaaa48a6-6a26-59a1-916d-772c2b80f496,tg:lhsc:57,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: rechterschouder

* lacunes: schram op het voorhoofd

(30/09/2001)",Materiële toestand,Nederlands
00e7c800-363d-5867-af7e-9bdc361c7afc,tg:lhsc:1090,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: verfvlek op achterzijde, zwarte vlek langs voorzijde

* lacunes in de afwerkingslaag: kleine, op linkerschouder, rechts achter,
achterzijde

(29/08/2001)",Materiële toestand,Nederlands
316fc5d3-8a6d-5fd3-bf20-ba48dac12a8a,tg:lhsc:949,Conditions,1,note.lhconditie,"Goed 14/07/2003. Los van sokkel bewaren wegens onstabiliteit.
(de pin in de sokkel is te kort om het gewicht van de kop te kunnen houden).",Materiële toestand,Nederlands
26cf34e8-e591-5d63-8a04-7cfa081a0df7,tg:lhsc:1706,Conditions,2,note.lhconditie,Licht beschadigd. Gereinigd juni 2008 door het Letterenhuis.,Materiële toestand,Nederlands
b11b5a15-2ae3-5b23-8cfd-d1f7f618d007,tg:lhsc:733,Conditions,3,note.lhconditie,"* opp,vuil

Conditie van de sokkel

* opp.vuil

* lacunes: zeer kleine, in de houten kader

(22/08/2001)",Materiële toestand,Nederlands
2b8d449c-a17f-51ca-9ed4-deb36568653e,tg:lhsc:699,Conditions,2,note.lhconditie,"* opp.vuil

* kleine licht-bruine vlekkenschimmel

* lacunes in de afwerkingslaag: een op rechterwang, een op linkerzijde vest
(21/08/2001)",Materiële toestand,Nederlands
da6a8a09-1549-53d6-aa43-1129a453d599,tg:lhsc:5745,Conditions,2,note.lhconditie,26/07/2005: Goed.,Materiële toestand,Nederlands
709ec64a-d132-511e-bd37-e375573e8cab,tg:lhsc:676,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes: onderste hoek (rechterzijkant van de sokkel)

* lacunes in de afwerkingslaag: (30/08/2001)",Materiële toestand,Nederlands
8fc8dce5-273f-5de5-9cd3-c3e9397fa794,tg:lhsc:932,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: een aantal witte vlekken

* lacunes: linker en rechterzijde onderaan

* rechts onderaan staat iets mat potlood geschreven

(22/08/2001)",Materiële toestand,Nederlands
d25950a4-c384-5da6-8f90-d0ede88f318d,tg:lhsc:898,Conditions,1,note.lhconditie,"* opp.vuil

* grijs-bruine schimmelvlekken

* schimmel

(23/08/2001)",Materiële toestand,Nederlands
c83d38ee-cf88-52ce-853f-f3daaa70a95f,tg:lhsc:1141,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: brune vlekken

(10/09/2001)",Materiële toestand,Nederlands
f6021462-e54f-541e-b448-19aff4d52e82,tg:lhsc:748,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: linkerzijde groene vlekjes, schimmel

* schimmel

(11/09/2001)",Materiële toestand,Nederlands
eb97cc67-7be6-5473-ab54-9e969a5e5c94,tg:lhsc:436,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: rechter schouder

(05/09/2001)",Materiële toestand,Nederlands
9df2a1ce-dc6b-5a33-a80d-3719474159ab,tg:lhsc:1053,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: achter op de rug

Conditie van de sokkel

* barsten: op de sokkel vooraan en achteraan

(06/09/2001)",Materiële toestand,Nederlands
0696742d-5e1c-545a-bd45-738d6e6cf49f,tg:lhsc:1116,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: aantal kleine

Conditie van sokkel

* opp.vuil

(04/09/2001)",Materiële toestand,Nederlands
20301903-0f38-521a-8cb9-6c171fe4fa1c,tg:lhsc:7168,Conditions,2,note.lhconditie,18/01/2007: Goed,Materiële toestand,Nederlands
56aba1da-5446-57bd-9cb5-ea2a168b96f1,tg:lhsc:820,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: enkele kleine (vooral op de sokkel)

(31/08/2001)",Materiële toestand,Nederlands
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,tg:lhsc:1045,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: op verschillende plaatsen op het beeld",Materiële toestand,Nederlands
3da08481-996d-5afc-9c2b-b1ea76778381,tg:lhsc:973,Conditions,3,note.lhconditie,"* opp.vuil

* afschilfering van de afwerkingslaag: rond de ogen

(07/09/2001)",Materiële toestand,Nederlands
8fdf8474-2373-58d8-9bbd-d6c5c69c2609,tg:lhsc:836,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: verfspatten (bruin-rood)

* barsten: rondom de nek, hoofd kan bewogen worden

* lacunes: aan de nek, lint van de muts, rechterhoek kussen, onderste rand

* vochtshade: afloop op het gehele beeld

* roest in de linten van de muts

* lacunes in de afwerkingslaag: redelijk veel

De nek moet verlijmd worden!

(03/08/2001)",Materiële toestand,Nederlands
af090183-c4af-5662-980e-db628df336e1,tg:lhsc:1100,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: neus, aantal kleintjes

Conditie van de sokkel

* opp.vuil

* sokkel kan beetje gedraaid worden t.o.v.beeld

(05/09/2001)",Materiële toestand,Nederlands
a47ebf97-6553-526f-8696-a9ebe963d8ce,tg:lhsc:1229,Conditions,2,note.lhconditie,* het kopie van vrouw is afgebroken en hersteld,Materiële toestand,Nederlands
4ff424d2-788b-5235-be14-72a3b15aed5a,tg:lhsc:924,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: kleine donker-oranje en grijze, schimmel

* haak voor ophanging: roestend ijzer. Heeft nog geen schade aan het beeld
verricht.

(21/08/2001)",Materiële toestand,Nederlands
d809757c-6092-562b-867c-de71d9c64d48,tg:lhsc:1012,Conditions,2,note.lhconditie,"* opp.vuil

(07/09/2001)",Materiële toestand,Nederlands
50de1b1c-fd0b-5939-b233-8501d31b1892,tg:lhsc:1157,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag

(03/08/2001)",Materiële toestand,Nederlands
dad377e1-623d-5d35-974c-06612b728db9,tg:lhsc:861,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: kleine witte vlekjes, rechterwang, neus, onder het wapenschild

(23/08/2001)",Materiële toestand,Nederlands
cbd2481d-117d-546c-bb2d-0893c6221e90,tg:lhsc:7201,Conditions,2,note.lhconditie,22/01/2007: Afschilfering van verflaag: 2 lacunes links op snor en 1 lacune links op kin.,Materiële toestand,Nederlands
140332d8-540d-5f5a-82d9-0a9dd88a28b5,tg:lhsc:925,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: zeer veel lichte vlekken

* ijzerdraad voor ophanging is roestend, heeft nog geen schade aan het beeld
verricht.

(21/08/2001)",Materiële toestand,Nederlands
9bca796d-d097-5cbc-90ae-fad5dbac754f,tg:lhsc:1013,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: zwarte vlekken op het voorhoofd

(07/09/2001)",Materiële toestand,Nederlands
93b1ea5d-ae08-5399-91da-d5bcbdc38854,tg:lhsc:1156,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: druipers, voorkant

* lacunes: in opp. van rechterschouder

* lacunes in de afwerkingslaag

(30/08/2001)",Materiële toestand,Nederlands
931c359c-9822-5bd7-9388-b585bbd7b325,tg:lhsc:860,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: rechts onderaan (1), linkerzijkant

(23/08/2001)",Materiële toestand,Nederlands
