ResourceID,brocade.id,card,order,Genre Type
6700bfba-adf7-5e59-95a5-da0bcf944967,tg:lhsc:1182,GenreTypes,1,Oud-Grieks
759d19fb-e417-57c3-a2fa-0ab28366902f,tg:lhsc:9418,GenreTypes,1,Hand
ca69df12-afa2-5c16-8e04-67a42b232734,tg:lhsc:1028,GenreTypes,1,Masker
bd2eb92e-66dc-580d-bdee-8f5840fd56b1,tg:lhsc:5712,GenreTypes,1,Medaillon
e32b45f4-e6e7-5e22-9a50-c6c72236772d,tg:lhsc:1301,GenreTypes,1,Kop
c0d57123-76e8-5bdf-8ba2-6316df8c6dde,tg:lhsc:764,GenreTypes,1,Medaillon
9ac729ab-ac98-534f-9e11-6cc050c2a6d4,tg:lhsc:9361,GenreTypes,1,Medaillon
32ddf113-070c-5531-9648-aead630b3ee3,tg:lhsc:1244,GenreTypes,1,Staande Figuur
eaaa48a6-6a26-59a1-916d-772c2b80f496,tg:lhsc:57,GenreTypes,1,Buste
00e7c800-363d-5867-af7e-9bdc361c7afc,tg:lhsc:1090,GenreTypes,1,Buste
316fc5d3-8a6d-5fd3-bf20-ba48dac12a8a,tg:lhsc:949,GenreTypes,1,Kop
26cf34e8-e591-5d63-8a04-7cfa081a0df7,tg:lhsc:1706,GenreTypes,1,Zitbeeld; Zittende Figuur
b11b5a15-2ae3-5b23-8cfd-d1f7f618d007,tg:lhsc:733,GenreTypes,1,Medaillon
2b8d449c-a17f-51ca-9ed4-deb36568653e,tg:lhsc:699,GenreTypes,1,Plaquette
da6a8a09-1549-53d6-aa43-1129a453d599,tg:lhsc:5745,GenreTypes,1,Kop
709ec64a-d132-511e-bd37-e375573e8cab,tg:lhsc:676,GenreTypes,1,Staande Figuur
566b6dae-d6dc-50ac-9f6b-4a0b276833af,tg:lhsc:1004,GenreTypes,1,Dodenmasker
8fc8dce5-273f-5de5-9cd3-c3e9397fa794,tg:lhsc:932,GenreTypes,1,Plaquette
d25950a4-c384-5da6-8f90-d0ede88f318d,tg:lhsc:898,GenreTypes,1,Medaillon
c83d38ee-cf88-52ce-853f-f3daaa70a95f,tg:lhsc:1141,GenreTypes,1,Buste
49519ffb-b53b-5b89-aacf-f0bc73d08d5f,tg:lhsc:1268,GenreTypes,1,Staande Figuur
f6021462-e54f-541e-b448-19aff4d52e82,tg:lhsc:748,GenreTypes,1,Medaillon
eb97cc67-7be6-5473-ab54-9e969a5e5c94,tg:lhsc:436,GenreTypes,1,Buste
9df2a1ce-dc6b-5a33-a80d-3719474159ab,tg:lhsc:1053,GenreTypes,1,Buste
0696742d-5e1c-545a-bd45-738d6e6cf49f,tg:lhsc:1116,GenreTypes,1,Buste
20301903-0f38-521a-8cb9-6c171fe4fa1c,tg:lhsc:7168,GenreTypes,1,Buste
56aba1da-5446-57bd-9cb5-ea2a168b96f1,tg:lhsc:820,GenreTypes,1,Buste
78e3e9ec-dae0-5c67-87cb-726da4cfe4e8,tg:lhsc:1680,GenreTypes,1,Zitbeeld; Zittende Figuur
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,tg:lhsc:1045,GenreTypes,1,Kop
f274465b-973d-5922-94d1-6a60a08d7223,tg:lhsc:420,GenreTypes,1,Zitbeeld; Zittende Figuur
3da08481-996d-5afc-9c2b-b1ea76778381,tg:lhsc:973,GenreTypes,1,Dodenmasker
8fdf8474-2373-58d8-9bbd-d6c5c69c2609,tg:lhsc:836,GenreTypes,1,Zitbeeld; Zittende Figuur
af090183-c4af-5662-980e-db628df336e1,tg:lhsc:1100,GenreTypes,1,Kop
a47ebf97-6553-526f-8696-a9ebe963d8ce,tg:lhsc:1229,GenreTypes,1,Maquette
4ff424d2-788b-5235-be14-72a3b15aed5a,tg:lhsc:924,GenreTypes,1,Plaquette
d809757c-6092-562b-867c-de71d9c64d48,tg:lhsc:1012,GenreTypes,1,Dodenmasker
50de1b1c-fd0b-5939-b233-8501d31b1892,tg:lhsc:1157,GenreTypes,1,Kop
dad377e1-623d-5d35-974c-06612b728db9,tg:lhsc:861,GenreTypes,1,Plaquette
21fae275-d800-510f-bb39-ee074108a265,tg:lhsc:1291,GenreTypes,1,Kop
cbd2481d-117d-546c-bb2d-0893c6221e90,tg:lhsc:7201,GenreTypes,1,Kop
eb746648-ecfc-5d03-83e0-3efb3825c737,tg:lhsc:1290,GenreTypes,1,Kop
140332d8-540d-5f5a-82d9-0a9dd88a28b5,tg:lhsc:925,GenreTypes,1,Plaquette
9bca796d-d097-5cbc-90ae-fad5dbac754f,tg:lhsc:1013,GenreTypes,1,Dodenmasker
93b1ea5d-ae08-5399-91da-d5bcbdc38854,tg:lhsc:1156,GenreTypes,1,Buste
931c359c-9822-5bd7-9388-b585bbd7b325,tg:lhsc:860,GenreTypes,1,Plaquette
6482f096-93b7-5fb5-ae7c-5f5e55f3cf6f,tg:lhsc:1228,GenreTypes,1,Buste
59e3e934-84c3-5a9a-8bd8-9a6d8930a0f4,tg:lhsc:708,GenreTypes,1,Plaquette
654a386e-8f5a-57aa-98ef-e84baeb4a6f0,tg:lhsc:1697,GenreTypes,1,Staande Figuur
79d41cc8-8f3f-5faf-8f91-2ad5e8519529,tg:lhsc:1044,GenreTypes,1,Kop
8cea0bfb-6eda-5775-8706-87a03b90e258,tg:lhsc:421,GenreTypes,1,Kop
97266e1b-adb6-5c69-8066-a61deb75a2ed,tg:lhsc:972,GenreTypes,1,Dodenmasker
c685a484-4d31-5466-bf26-9fdc174b6c39,tg:lhsc:837,GenreTypes,1,Buste
6ed0ae9c-393d-53c3-9656-eec673708808,tg:lhsc:1101,GenreTypes,1,Kop
b280bb93-05b9-5efb-a0a9-87ce67dbbaa6,tg:lhsc:964,GenreTypes,1,Hand
e367e8fe-0c41-5f66-b94e-3a7445d2f8b0,tg:lhsc:437,GenreTypes,1,Dodenmasker
f9a3c51d-4905-5af5-bd48-0bed3ab7def8,tg:lhsc:1052,GenreTypes,1,Buste
43d6d2d8-eb22-54d0-9059-bb0e6e9c0b44,tg:lhsc:1117,GenreTypes,1,Buste
b4c89bf5-3336-51b8-a397-1391534d0b00,tg:lhsc:821,GenreTypes,1,Buste
5ee6317a-e6d4-5b70-ba5b-7e6886cdf61c,tg:lhsc:1269,GenreTypes,1,Buste
30a135b2-595b-541c-a22d-b36bdd57b0b4,tg:lhsc:749,GenreTypes,1,Plaquette
13d321d2-0025-5dd3-8bc9-61db88a89da5,tg:lhsc:1005,GenreTypes,1,Dodenmasker
fffe774d-8f3d-5ebf-8655-c0aaf8e8d62b,tg:lhsc:933,GenreTypes,1,Plaquette
55f5ae27-4cbf-553f-9d31-3578043305a8,tg:lhsc:899,GenreTypes,1,Medaillon
37411c60-1107-53c9-9b18-e7e2c80d3753,tg:lhsc:5046,GenreTypes,1,Oud-Grieks
32e10916-5afe-57fa-b684-a2b1700f13f9,tg:lhsc:876,GenreTypes,1,Medaillon
56384416-34f9-5bf3-a1a2-5095ec2f8671,tg:lhsc:1140,GenreTypes,1,Buste
d068c2ab-8765-5d10-a12f-3770d2db0889,tg:lhsc:732,GenreTypes,1,Medaillon
d527e737-4350-5e0c-99d7-b694473708fc,tg:lhsc:698,GenreTypes,1,Medaillon
c91561a6-01b8-5882-b449-e2db188037e0,tg:lhsc:1357,GenreTypes,1,Kop
964913f8-1a8a-54a7-ac9e-b49cc785dd65,tg:lhsc:3385,GenreTypes,1,Buste
b9540762-a028-5a52-a2fd-6b457bdbd7a6,tg:lhsc:677,GenreTypes,1,Staande Figuur
02b53486-1853-5ebe-858e-30f4a0910ae2,tg:lhsc:56,GenreTypes,1,Buste
b9a62228-bb95-5c1e-8fde-b7695cace939,tg:lhsc:1091,GenreTypes,1,Kop
685f3dff-a392-5fff-ac80-81fa0c8de548,tg:lhsc:948,GenreTypes,1,Hand
032c6ab7-2785-591b-bbd0-2aa40d07c595,tg:lhsc:1300,GenreTypes,1,Buste
e4917e05-f18e-55a3-b5e8-232938a7cbf5,tg:lhsc:765,GenreTypes,1,Plaquette
f193f02f-d995-5323-92e8-3e4cd1bcb69e,tg:lhsc:9360,GenreTypes,1,Medaillon
6b9f1fb4-8b0e-57f4-a979-225b03c223c8,tg:lhsc:1245,GenreTypes,1,Staande Figuur
bf67d273-b15c-51b6-972a-81b21ebe2abb,tg:lhsc:1183,GenreTypes,1,Assemblage
43cf283e-4fb6-5c63-aa3f-2da82de7754c,tg:lhsc:1029,GenreTypes,1,Masker
6e5b1505-2682-5e5a-aa5d-6832b57705b9,tg:lhsc:9419,GenreTypes,1,Kop
e73c018e-6e80-55b1-9549-12c7c7137260,tg:lhsc:773,GenreTypes,1,Plaquette
f9fe8b08-78b8-5bd6-acde-2a5ac3259f7f,tg:lhsc:1316,GenreTypes,1,Kop
0518e5d1-0053-5d3f-b972-9c7226d62bca,tg:lhsc:5705,GenreTypes,1,Kop
b1fa3c75-9109-5ba4-bfd4-652078764d41,tg:lhsc:9399,GenreTypes,1,Kop
72ae0f80-343f-51e4-bc8b-1127b9e5293a,tg:lhsc:909,GenreTypes,1,Medaillon
19520f56-a900-539f-97cc-b50de6f6ae88,tg:lhsc:724,GenreTypes,1,Medaillon
79d07b57-4d21-571b-9d86-9721756d96ce,tg:lhsc:1204,GenreTypes,1,Buste
c6d167fe-acbf-5e85-acab-e94935ca0551,tg:lhsc:661,GenreTypes,1,Figuur Ten Halven Lijve
61033c36-2896-51c8-bdc3-5ef47c5b77e9,tg:lhsc:6938,GenreTypes,1,Plaquette
21a5f190-43a8-5766-bfa5-9bd0708d114f,tg:lhsc:1087,GenreTypes,1,Kop
b1660be2-fee1-58a4-9d08-a350791feba7,tg:lhsc:1984,GenreTypes,1,Staande Figuur
a756b6bb-5d8e-5ed6-8070-fc27d0d49e1a,tg:lhsc:1068,GenreTypes,1,Buste
8253975a-01eb-5d18-8907-bc5ec6a0b394,tg:lhsc:929,GenreTypes,1,Medaillon
c07a0a00-0e4f-51e3-a599-819502d1eaaa,tg:lhsc:883,GenreTypes,1,Plaquette
29ed7968-5a51-5914-9dfd-87c1a64f5449,tg:lhsc:1623,GenreTypes,1,Medaillon
01ebd8c7-d384-52e3-aacc-f5bb635a8a6a,tg:lhsc:1273,GenreTypes,1,Zitbeeld; Zittende Figuur
eefdbee7-127a-536c-81db-44c2ddadeebf,tg:lhsc:753,GenreTypes,1,Medaillon
bd3587c0-26e2-5d1a-aa01-f9665e3d2654,tg:lhsc:1048,GenreTypes,1,Buste
3f5a7fdd-bf5a-5eb5-9019-8467a9daf42a,tg:lhsc:991,GenreTypes,1,Dodenmasker
8fecb54e-b545-5998-8a4b-34f4ffefa447,tg:lhsc:1224,GenreTypes,1,Maquette
fcfa8b32-3476-5c73-b29d-7a4cb37ce9b3,tg:lhsc:1361,GenreTypes,1,Dodenmasker
57e31c35-875e-58d1-88e4-1b707ae3c503,tg:lhsc:704,GenreTypes,1,Medaillon
4d0226a0-c754-5de7-9259-eecb394db074,tg:lhsc:1731,GenreTypes,1,Maquette
9d92b307-4b8b-5f6b-ad8f-03a3bcb00f7d,tg:lhsc:968,GenreTypes,1,Dodenmasker
37efcb8b-7cde-5a47-bcfc-64e336fd7253,tg:lhsc:987,GenreTypes,1,Dodenmasker
afa918e4-2af9-5440-a31e-0be0be4f8a86,tg:lhsc:657,GenreTypes,1,Buste
5b6644a3-84c9-5264-9388-c429ffc53089,tg:lhsc:1232,GenreTypes,1,Staande Figuur
9ab07436-a3de-5e79-9438-2148ce23c71b,tg:lhsc:895,GenreTypes,1,Medaillon
9d1729cb-5841-54d9-9e70-f75e95353c41,tg:lhsc:1009,GenreTypes,1,Dodenmasker
93b15fcb-5978-54bd-a89b-5ebdcb0f8848,tg:lhsc:1265,GenreTypes,1,Staande Figuur
a5d49d3d-cd1a-5783-97ae-adc38f774cef,tg:lhsc:1320,GenreTypes,1,Basreliëf
355922be-0052-57bf-b265-6214fde543fd,tg:lhsc:745,GenreTypes,1,Plaquette
7b78fe22-10e4-57c6-84a7-60245f65b10a,tg:lhsc:1137,GenreTypes,1,Figuur Ten Halven Lijve
605c3f7c-3c6f-5cc1-81bc-9a0575d21582,tg:lhsc:801,GenreTypes,1,Buste
a24c94b2-790d-5a36-a95d-a5b5e73d9914,tg:lhsc:944,GenreTypes,1,Hand
2e692866-8eae-59e2-8d34-f25a3522c65f,tg:lhsc:417,GenreTypes,1,Buste
4f95b2b3-432b-53de-b9d0-39c2f954cef0,tg:lhsc:1072,GenreTypes,1,Kop
a4c09d85-9233-5484-afc0-799cae720c5c,tg:lhsc:5748,GenreTypes,1,Buste
e5f09b64-28f7-5124-93c8-923ec07e1bdc,tg:lhsc:694,GenreTypes,1,Buste
6e87572a-425e-5163-8d54-5a1a2a4fa6c0,tg:lhsc:856,GenreTypes,1,Medaillon
e9aa9eb6-97d5-5097-aa81-23d114e25222,tg:lhsc:1160,GenreTypes,1,Plaquette
de57cfd3-e945-5af9-b38e-ff0b464e5873,tg:lhsc:9415,GenreTypes,1,Hand
378b30b9-cbc1-5e63-8346-86dad0d2173b,tg:lhsc:1025,GenreTypes,1,Dodenmasker
896349a8-6f7c-5d19-81c1-8ecadcfdf0ba,tg:lhsc:440,GenreTypes,1,Buste
015d1f00-d835-52fb-9d6f-ff0fee809287,tg:lhsc:913,GenreTypes,1,Plaquette
300f3401-b2c4-50ce-8d03-1724f6c03be3,tg:lhsc:769,GenreTypes,1,Plaquette
d579f86f-e668-507f-8915-cac341ad6fa4,tg:lhsc:7372,GenreTypes,1,Staande Figuur
f0f7a63f-fe85-51f1-86fa-cbeae42f89b4,tg:lhsc:1619,GenreTypes,1,Plaquette
ad12781f-22b9-5373-bbab-d777cc367024,tg:lhsc:786,GenreTypes,1,Buste
b290693c-3062-5044-91aa-01182b7f2085,tg:lhsc:1176,GenreTypes,1,Basreliëf
7c3be082-b9f1-561b-a7a4-f6a9c57e02ea,tg:lhsc:840,GenreTypes,1,Kop
08122391-6158-569a-9389-0eadb287d50f,tg:lhsc:905,GenreTypes,1,Medaillon
d694572b-e73d-5b61-b39a-68b168715d45,tg:lhsc:456,GenreTypes,1,Staande Figuur
f4253902-1936-59be-bfbc-67a331090428,tg:lhsc:1199,GenreTypes,1,Buste
3be79938-57a4-524c-b3c5-e1eedc341622,tg:lhsc:1033,GenreTypes,1,Dodenmasker
b6233953-26fe-510a-8d57-c27675e661c3,tg:lhsc:9403,GenreTypes,1,Plaquette
e0bd7713-5466-5d35-bbe5-da45055ff35d,tg:lhsc:790,GenreTypes,1,Buste
0edc3aef-c007-579b-a384-dc7774a01dd4,tg:lhsc:817,GenreTypes,1,Zitbeeld; Zittende Figuur
623b9511-d65b-5976-bab7-8f7052d7ef55,tg:lhsc:1121,GenreTypes,1,Kop
3da4f867-34d2-50f1-bd68-d324939624dc,tg:lhsc:1064,GenreTypes,1,Kop
a3308b8e-07c9-5b1e-9a91-a139702deccd,tg:lhsc:952,GenreTypes,1,Hand
e5b7faab-d9f7-57a8-be8b-90bff42517c3,tg:lhsc:728,GenreTypes,1,Medaillon
77fa5181-a950-5f12-9948-87dc3d51d124,tg:lhsc:682,GenreTypes,1,Buste
2870ce52-8cc6-56d3-8fb1-6d1031d2614c,tg:lhsc:1983,GenreTypes,1,Staande Figuur
25981c4e-eac9-5cdc-b146-c7dac3fc0c04,tg:lhsc:1080,GenreTypes,1,Buste
0800ebe2-f42c-57bb-be39-f647de31f641,tg:lhsc:1595,GenreTypes,1,Plaquette
8a915278-3cd2-55d8-a69c-f8e704594675,tg:lhsc:959,GenreTypes,1,Hand
ae403d85-d186-5134-b8a3-4e53f32addfe,tg:lhsc:689,GenreTypes,1,Buste
74c27c88-00c4-5397-aed6-e9a1620e266e,tg:lhsc:723,GenreTypes,1,Medaillon
a8f4b7ba-4693-5c10-a493-abd794fd21f9,tg:lhsc:1203,GenreTypes,1,Medaillon
d8cc85c6-408b-5238-8082-35a56f09c63b,tg:lhsc:666,GenreTypes,1,Buste
a4fce78e-14bf-5ea2-9bfc-8d9df6a49c11,tg:lhsc:1038,GenreTypes,1,Masker
33f21f6f-43a2-5d34-b895-0b4ba2523207,tg:lhsc:9408,GenreTypes,1,Kop
08d9d0ea-ae54-5b77-8f90-f72993197e59,tg:lhsc:1192,GenreTypes,1,Staande Figuur
a887330c-ca45-5965-98ae-1ed0c233667d,tg:lhsc:774,GenreTypes,1,Plaquette
fec131bb-1eec-5320-a0f6-db44a5ca538f,tg:lhsc:9371,GenreTypes,1,Buste
18b260bb-7e3c-5810-bbe5-68bcd2804e55,tg:lhsc:1311,GenreTypes,1,Buste
13690101-48c2-5062-8159-246270ea8e8f,tg:lhsc:5981,GenreTypes,1,Buste
0dc110a0-79c8-54fc-ba35-9e70b8ade350,tg:lhsc:1184,GenreTypes,1,Buste
b907c575-10f0-55b4-b36c-2763310adddd,tg:lhsc:918,GenreTypes,1,Plaquette
7a0d53ab-95c1-5165-b047-4e45114b2690,tg:lhsc:9367,GenreTypes,1,Hand
766ee431-b978-585e-b13f-0abadf2ba218,tg:lhsc:762,GenreTypes,1,Medaillon
92dd7082-2376-519d-b43f-8a1dc1aa8060,tg:lhsc:1242,GenreTypes,1,Maquette
29e87838-6c07-59c1-bd21-fb9e404f7575,tg:lhsc:1096,GenreTypes,1,Kop
a02bcb22-c6d3-5f61-a606-3c6472a4638b,tg:lhsc:2205,GenreTypes,1,Plaquette
962f1d55-c125-584d-9a81-9e77d4c6c5a4,tg:lhsc:1079,GenreTypes,1,Buste
05276f4d-c5b1-5e3b-8dfd-f5ed12aa7fa7,tg:lhsc:5743,GenreTypes,1,Buste
92cba8db-c62e-5551-bd7a-acfb24bfd6fe,tg:lhsc:735,GenreTypes,1,Oud-Grieks
4ea288d5-8987-5034-8adf-637608b76357,tg:lhsc:670,GenreTypes,1,Staande Figuur
02f86d6a-054b-58b7-8bf3-52f9259a9226,tg:lhsc:934,GenreTypes,1,Dodenmasker
220de74f-739c-5cbd-b8a5-b8839cff759a,tg:lhsc:1002,GenreTypes,1,Dodenmasker
c80b3db8-7062-5124-bf01-ce7864af3fca,tg:lhsc:1147,GenreTypes,1,Kop
329f78bd-377a-5af0-a7dc-09b6196d86e3,tg:lhsc:871,GenreTypes,1,Medaillon
351ee8f4-87ab-5151-86ac-408e340c4426,tg:lhsc:5738,GenreTypes,1,Kop
982aecde-9f94-5ea9-85c3-42bd04d0605a,tg:lhsc:1281,GenreTypes,1,Buste
0f4205a7-af3c-5c82-9806-55228875ddf1,tg:lhsc:430,GenreTypes,1,Buste
96ae7ede-941d-5291-8c91-7575c76c490f,tg:lhsc:1055,GenreTypes,1,Buste
ad42c05a-6a77-55bb-aa7b-ae204fa375c1,tg:lhsc:963,GenreTypes,1,Hand
cf893d3b-6118-5783-9f27-fa5e4ec9ffa2,tg:lhsc:826,GenreTypes,1,Buste
dd8c1201-96cb-5dc9-b50f-0ec47b8ec90e,tg:lhsc:1110,GenreTypes,1,Kop
b73ede10-2db2-58ee-aabf-45ab440343e7,tg:lhsc:1669,GenreTypes,1,Plaquette
8e9b5ca9-3d1d-56f7-919a-e2247de2d72e,tg:lhsc:1686,GenreTypes,1,Buste
69fba700-e4ff-578a-82b1-8e036f6d851d,tg:lhsc:719,GenreTypes,1,Plaquette
993d0d9f-90fb-5011-967a-7d8c0d70fc9b,tg:lhsc:975,GenreTypes,1,Dodenmasker
b2642e64-cf40-534d-a085-d54d22e784c9,tg:lhsc:1043,GenreTypes,1,Medaillon
96889312-9663-58ed-b9ab-42b9b933c8e9,tg:lhsc:426,GenreTypes,1,Buste
0888ef8d-6e54-5d05-8a1c-4eba5482b1fa,tg:lhsc:1106,GenreTypes,1,Kop
f2af4128-948e-55cb-942b-0f2d9e052910,tg:lhsc:830,GenreTypes,1,Buste
3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,tg:lhsc:1690,GenreTypes,1,Buste
f3851180-1925-5a42-b8c2-7cb3fef20b5f,tg:lhsc:1014,GenreTypes,1,Dodenmasker
e2ea8c56-b809-5924-9db2-cb8827748717,tg:lhsc:888,GenreTypes,1,Medaillon
75406f57-ce0e-5f7b-bf25-711a711c69e2,tg:lhsc:5057,GenreTypes,1,Plaquette
52f35a6b-134e-5313-b4f1-cd3d68ec6b05,tg:lhsc:922,GenreTypes,1,Medaillon
b9167c06-2c95-544e-a177-13224fdae55c,tg:lhsc:867,GenreTypes,1,Medaillon
3a0b92f9-b086-5b3f-b984-86c719f399b4,tg:lhsc:1151,GenreTypes,1,Staande Figuur
b491ba1b-af46-514d-9a14-1949d47ad5cc,tg:lhsc:1278,GenreTypes,1,Buste
7208ac2f-b04e-5096-b134-0d4ff2736efb,tg:lhsc:6417,GenreTypes,1,Plaquette
79ad8444-ac08-5f31-97f4-c0eab7b07850,tg:lhsc:758,GenreTypes,1,Medaillon
7fa91ab3-4ce6-5e59-a5a3-ce9da90547c6,tg:lhsc:1297,GenreTypes,1,Kop
b690029a-e07f-538f-bdc7-940b3ed93852,tg:lhsc:685,GenreTypes,1,Staande Figuur
6f242fa3-9c42-5ee5-8990-4c9dbda195a5,tg:lhsc:1126,GenreTypes,1,Kop
