ResourceID,Record ID,Administrative Area ID,URL,Maintainer,Name Language,Public,Name,Name Type,Administrative Area Name,Administrative Area Type,Administrative Area,Object Identifier,Geospatial Coordinates
f75fa7f3-7586-546a-b47c-8374475e978a,au::105619,au::105579,https://anet.be/record/isaarlh/au::105619/N,LH,Nederlands,True,Riazan,Deelstaat,Rusland,Land,"[{""resourceId"": ""01afcec2-c00e-5f4c-8306-c4172de8b004"", ""ontologyProperty"": """", ""resourceXresourceId"": ""50f2354d-59f5-4430-998c-c46dba88f4e5"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/f75fa7f3-7586-546a-b47c-8374475e978a,GEOMETRYCOLLECTION (POINT (54.6095418 39.7125857))
a6f55437-32f2-578b-935f-55b06df12f6f,au::106936,au::103426,https://anet.be/record/isaarlh/au::106936/N,LH,Nederlands,False,Tárnok,Gemeente,Hongarije,Land,"[{""resourceId"": ""97434c88-5aa7-54b4-9dcc-707b001c03c6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b2fc4cb0-3f77-4f57-91fc-11363d2dd6ea"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/a6f55437-32f2-578b-935f-55b06df12f6f,GEOMETRYCOLLECTION (POINT (47.3684498 18.860627))
a9661aef-a849-5317-ba54-665461d6032b,au::102076,au::102074,https://anet.be/record/isaarlh/au::102076/N,LH,Nederlands,True,Hamburg,Gemeente,Hamburg,Deelstaat,"[{""resourceId"": ""f6aca1b9-732b-5766-b286-a41942339390"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b4487d4f-bf44-4f42-a482-93bd6f57cfee"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/a9661aef-a849-5317-ba54-665461d6032b,GEOMETRYCOLLECTION (POINT (53.5510846 9.9936819))
76c901b7-5bc7-5004-b9d0-6e7a751c8515,au::105249,,https://anet.be/record/isaarlh/au::105249/N,LH,Nederlands,False,Nieuw-Zeeland,Land,,,,data.digipolis.be/ark:/NAAN/76c901b7-5bc7-5004-b9d0-6e7a751c8515,
002eede4-b757-549d-9573-c3a4438a7f1e,au::102099,au::102078,https://anet.be/record/isaarlh/au::102099/N,LH,Nederlands,False,Königstein im Taunus,Gemeente,Hessen,Deelstaat,"[{""resourceId"": ""30cdd1aa-cae2-5227-90f9-f8d4c0485564"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0dd9d59b-5e30-462f-8c7a-f86de34060ec"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/002eede4-b757-549d-9573-c3a4438a7f1e,GEOMETRYCOLLECTION (POINT (50.17874 8.47191))
134d98a4-6c2c-5896-960c-d50fbd1911c9,au::106873,au::103299,https://anet.be/record/isaarlh/au::106873/N,LH,Nederlands,False,Barsac,Gemeente,Drôme,Departement,"[{""resourceId"": ""b7b31f31-f14d-5b3c-81b1-1e90ab438cb3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""53e95a79-581f-40c6-8afe-12a9e31fdf36"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/134d98a4-6c2c-5896-960c-d50fbd1911c9,GEOMETRYCOLLECTION (POINT (44.730572 5.290551))
82a9918d-41ff-57b1-b8a9-d2b3eee83d28,au::102563,au::102552,https://anet.be/record/isaarlh/au::102563/N,LH,Nederlands,False,Manche,Departement,Basse-Normandie,Regio,"[{""resourceId"": ""e41c9451-6278-5bab-907f-f923143efa7d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9918ed4b-c758-4912-b1ab-645954ab8806"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/82a9918d-41ff-57b1-b8a9-d2b3eee83d28,GEOMETRYCOLLECTION (POINT (49.114712 -1.3115949))
e14c674b-6376-5313-adaa-7b1d533a6939,au::102133,au::102122,https://anet.be/record/isaarlh/au::102133/N,LH,Nederlands,True,Wolgast,Gemeente,Mecklenburg-Voorpommeren,Deelstaat,"[{""resourceId"": ""4699d21b-1b1b-5b01-9c4f-30ec64f021dc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b99bdbb1-dbce-4e35-8895-ca4581814639"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/e14c674b-6376-5313-adaa-7b1d533a6939,GEOMETRYCOLLECTION (POINT (54.0496018 13.7665591))
38dcd72f-408d-5329-9cd1-e81bc49bd7f9,au::106170,au::106166,https://anet.be/record/isaarlh/au::106170/N,LH,Nederlands,True,West Hoathly,Gemeente,West Sussex,County,"[{""resourceId"": ""a392c39f-2dba-57f4-9c5f-1d178dddc6ed"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dbd56b89-f236-4d30-9ec6-7b4f70e72a70"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/38dcd72f-408d-5329-9cd1-e81bc49bd7f9,GEOMETRYCOLLECTION (POINT (51.0697159 -0.0519797))
c21381dd-e7a3-5d50-9710-a3bc34de90fc,au::103688,au::103684,https://anet.be/record/isaarlh/au::103688/N,LH,Nederlands,True,Cassino,Gemeente,Latium,Regio,"[{""resourceId"": ""73d3046d-f861-580f-b7e8-d41cd918b1a5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""909f7690-bd95-4bce-8ac9-fb94eb7c8dc2"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/c21381dd-e7a3-5d50-9710-a3bc34de90fc,GEOMETRYCOLLECTION (POINT (41.4866953 13.8332193))
b551834d-ab6b-52dc-ba34-87f96b009145,au::103372,au::103350,https://anet.be/record/isaarlh/au::103372/N,LH,Nederlands,True,Koilada,Gemeente,Griekenland,Land,"[{""resourceId"": ""070453cc-7a3a-534e-b277-bd086d70eb4d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""69360cd3-1bce-4e51-9f94-e826b9e073da"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/b551834d-ab6b-52dc-ba34-87f96b009145,GEOMETRYCOLLECTION (POINT (37.4132997 23.125332))
ca11bcfc-c4cd-5570-96ae-596095ec710d,au::106520,au::106517,https://anet.be/record/isaarlh/au::106520/N,LH,Nederlands,True,Serenje,Gemeente,Zambia,Land,"[{""resourceId"": ""f204b6bb-5ae2-593d-bf3e-08018eede22f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9f206510-7cc7-44bc-82c0-af0db009d307"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/ca11bcfc-c4cd-5570-96ae-596095ec710d,GEOMETRYCOLLECTION (POINT (-13.2325565 30.2339635))
383a228b-7dd4-5839-b9ac-3e2a007ab37f,au::103722,au::103713,https://anet.be/record/isaarlh/au::103722/N,LH,Nederlands,True,Desio,Gemeente,Lombardije,Regio,"[{""resourceId"": ""79446bfa-0600-5529-b4f4-540d100aa44d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3b7bbfa9-40e6-4142-b9e8-c064ff3d4aed"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/383a228b-7dd4-5839-b9ac-3e2a007ab37f,GEOMETRYCOLLECTION (POINT (45.6186654 9.2076935))
3ff1576d-ec48-52b2-8ef9-47ccccfb2edd,au::102830,au::102825,https://anet.be/record/isaarlh/au::102830/N,LH,Nederlands,True,Châtenay-Malabry,Gemeente,Hauts-de-Seine,Departement,"[{""resourceId"": ""73a11e59-c9b8-5938-a44c-bdc6e72031f3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2dc2abf5-bb32-4b1c-9835-b2f863f3cee7"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/3ff1576d-ec48-52b2-8ef9-47ccccfb2edd,GEOMETRYCOLLECTION (POINT (48.771896 2.270748))
adaf6f1f-1122-584c-ac25-e2dceecbb379,au::105025,au::104280,https://anet.be/record/isaarlh/au::105025/N,LH,Nederlands,False,Zeeland,Provincie,Nederland,Land,"[{""resourceId"": ""d142294d-2707-5d08-a204-e9f364dfe600"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9275d5a0-c6c6-4629-a823-439a920fdbde"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/adaf6f1f-1122-584c-ac25-e2dceecbb379,GEOMETRYCOLLECTION (POINT (51.4940309 3.8496815))
c5433099-f3a4-5bff-b601-0133fecd0ef6,au::100227,au::100222,https://anet.be/record/isaarlh/au::100227/N,LH,Nederlands,True,Wiekevorst,Deelgemeente,Heist-op-den-Berg,Gemeente,"[{""resourceId"": ""c6a34a0c-9935-5137-acaa-a61602b25eb6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""462984b3-8e06-4c30-b1f9-b61d05798d6f"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/c5433099-f3a4-5bff-b601-0133fecd0ef6,GEOMETRYCOLLECTION (POINT (51.10914 4.794491499999999))
0d5c9db8-4582-5db2-afb8-071f2960402d,au::105475,au::105474,https://anet.be/record/isaarlh/au::105475/N,LH,Nederlands,True,Jezior Mikołajki,Gemeente,Meer,Provincie,"[{""resourceId"": ""0ebc5c22-59cc-5bb2-a8a2-54154fa94e04"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8ad99a17-a919-4d7b-89db-90c9cee38518"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/0d5c9db8-4582-5db2-afb8-071f2960402d,GEOMETRYCOLLECTION (POINT (53.7566681 21.7301095))
da3815cc-9a0f-5a29-b75b-82b235ed170c,au::101965,au::101915,https://anet.be/record/isaarlh/au::101965/N,LH,Nederlands,True,Sankt Blasien,Gemeente,Baden-Württemberg,Deelstaat,"[{""resourceId"": ""9575ee30-91fb-5aff-bf11-3cfd785b5827"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0f325b14-5b7f-4496-8bce-53fbd6751a01"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/da3815cc-9a0f-5a29-b75b-82b235ed170c,GEOMETRYCOLLECTION (POINT (47.76011399999999 8.128072099999999))
18a68f07-86ee-54a6-ae82-36853d3b8905,au::103958,au::103956,https://anet.be/record/isaarlh/au::103958/N,LH,Nederlands,True,Bukama,Gemeente,Katanga,Provincie,"[{""resourceId"": ""4e5f5f95-b020-5525-8453-2a23da1d0221"", ""ontologyProperty"": """", ""resourceXresourceId"": ""54333f7a-082c-4525-9ca7-cfa6156911ee"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/18a68f07-86ee-54a6-ae82-36853d3b8905,GEOMETRYCOLLECTION (POINT (-9.1522423 25.8285153))
bf0fd5e2-7d7b-5b27-92d9-4740165cd8d5,au::100677,au::100626,https://anet.be/record/isaarlh/au::100677/N,LH,Nederlands,True,Merelbeke,Gemeente,Gent,Arrondissement,"[{""resourceId"": ""d9c28b0b-a361-56d9-befd-dcfa507bb122"", ""ontologyProperty"": """", ""resourceXresourceId"": ""64ab934a-2def-472b-bacf-6ffdcca27401"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/bf0fd5e2-7d7b-5b27-92d9-4740165cd8d5,GEOMETRYCOLLECTION (POINT (50.9945496 3.7456402))
e56c7ef3-d258-59eb-9d7e-af90644b0df8,au::105926,,https://anet.be/record/isaarlh/au::105926/N,LH,Nederlands,False,Tunesië,Land,,,,data.digipolis.be/ark:/NAAN/e56c7ef3-d258-59eb-9d7e-af90644b0df8,
ebd38e53-900f-5587-a773-3587d61e5a63,au::104634,au::104633,https://anet.be/record/isaarlh/au::104634/N,LH,Nederlands,True,Amstenrade,Deelgemeente,Schinnen,Gemeente,"[{""resourceId"": ""c01d1641-4c8e-5cbe-b576-1e35c65dde61"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1e978564-f918-4a62-86ed-f168960f31c4"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/ebd38e53-900f-5587-a773-3587d61e5a63,GEOMETRYCOLLECTION (POINT (50.93948049999999 5.9247853))
ee5fa855-7fe3-5719-b2ee-31861363b231,au::106609,au::106605,https://anet.be/record/isaarlh/au::106609/N,LH,Nederlands,True,Grindelwald,Gemeente,Bern,Kanton,"[{""resourceId"": ""4280d844-a264-553d-9d6e-c5d7760c4983"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a00eea25-9c6b-465d-9119-c11f8c997076"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/ee5fa855-7fe3-5719-b2ee-31861363b231,GEOMETRYCOLLECTION (POINT (46.624164 8.0413962))
9e268f43-8f93-55b9-b314-bd625b61e1c2,au::101436,au::101435,https://anet.be/record/isaarlh/au::101436/N,LH,Nederlands,True,Roclenge-sur-Geer,Deelgemeente,Bassenge,Gemeente,"[{""resourceId"": ""698af30e-737f-50c7-953e-27d252aa6c22"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4d5e8be3-9b20-452e-96d5-95d69ee515a1"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/9e268f43-8f93-55b9-b314-bd625b61e1c2,GEOMETRYCOLLECTION (POINT (50.7569143 5.595397999999999))
9b168a69-6b7f-5063-bee0-ac7cddbd6fe2,au::104264,au::104261,https://anet.be/record/isaarlh/au::104264/N,LH,Nederlands,True,Leova,Gemeente,Moldavië,Land,"[{""resourceId"": ""459604d3-52da-55a5-960f-e5b3c36cabb2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""09b4ce21-980e-461a-a6f2-21d02ae7c3a8"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/9b168a69-6b7f-5063-bee0-ac7cddbd6fe2,GEOMETRYCOLLECTION (POINT (46.47990890000001 28.2549345))
160c7549-6eee-50ab-88df-3c986b063089,au::106259,au::106254,https://anet.be/record/isaarlh/au::106259/N,LH,Nederlands,True,Llandinam,Gemeente,Wales,Deelstaat,"[{""resourceId"": ""7f92cd99-6f83-5c22-a08d-47831f0df8a0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""30303712-7c47-469e-993a-0ead667892bd"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/160c7549-6eee-50ab-88df-3c986b063089,GEOMETRYCOLLECTION (POINT (52.4850266 -3.4368855))
794b5afb-41d2-5a08-a088-e3d80d2854a2,au::101066,au::101062,https://anet.be/record/isaarlh/au::101066/N,LH,Nederlands,True,Leke,Deelgemeente,Diksmuide,Gemeente,"[{""resourceId"": ""830a9e57-7277-5247-b3e3-c98f68e337f6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c1bcd119-ecab-40a0-9f1f-57574787e287"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/794b5afb-41d2-5a08-a088-e3d80d2854a2,GEOMETRYCOLLECTION (POINT (51.1004367 2.8904342))
e3b34f62-3d80-52b6-bcd3-68ba138d52d4,au::101573,au::101259,https://anet.be/record/isaarlh/au::101573/N,LH,Nederlands,False,Namen,Provincie,Wallonië,Gewest,"[{""resourceId"": ""ca817d4d-f5a2-5ec6-bbd5-c7b23c2e03b8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8f9f001d-5f43-4b01-991b-e53c83135c74"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/e3b34f62-3d80-52b6-bcd3-68ba138d52d4,GEOMETRYCOLLECTION (POINT (50.4673883 4.8719854))
a2fcf2ec-0bd9-53e6-96b2-dc2cce2b514c,au::105863,,https://anet.be/record/isaarlh/au::105863/N,LH,Nederlands,False,Tanzania,Land,,,,data.digipolis.be/ark:/NAAN/a2fcf2ec-0bd9-53e6-96b2-dc2cce2b514c,
abc7290e-8d4a-553c-b9db-62503a0ec462,au::101089,au::101015,https://anet.be/record/isaarlh/au::101089/N,LH,Nederlands,False,Ieper,Arrondissement,West-Vlaanderen,Provincie,"[{""resourceId"": ""8bac7a71-e1f7-5ee7-a054-cfe9182a7b7b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0e933747-c360-4609-aa23-c50292725885"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/abc7290e-8d4a-553c-b9db-62503a0ec462,GEOMETRYCOLLECTION (POINT (50.8492265 2.8779388))
3bad7e23-517d-5824-a994-9002576cc100,au::104771,au::104770,https://anet.be/record/isaarlh/au::104771/N,LH,Nederlands,True,Hintham,Deelgemeente,'s-Hertogenbosch,Gemeente,"[{""resourceId"": ""65ee80e2-b36f-5fe4-8f94-c2e6fe63bc88"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5427a748-224d-48db-9414-d685a0881098"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/3bad7e23-517d-5824-a994-9002576cc100,GEOMETRYCOLLECTION (POINT (51.7013951 5.341406099999999))
e4f9bbef-ce43-5bc2-a96e-d528f891488f,au::101123,au::101120,https://anet.be/record/isaarlh/au::101123/N,LH,Nederlands,True,Woesten,Deelgemeente,Vleteren,Gemeente,"[{""resourceId"": ""d645e343-cf7d-5900-8758-e2ec51f92bbf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bac79baa-d11d-447a-a88c-08a15eecea4e"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/e4f9bbef-ce43-5bc2-a96e-d528f891488f,GEOMETRYCOLLECTION (POINT (50.9006632 2.7891271))
c067339c-4152-543e-9fa9-f17365311658,au::111820,au::103601,https://anet.be/record/isaarlh/au::111820/N,LH,Nederlands,False,Arad,Gemeente,Israël,Land,"[{""resourceId"": ""d507ed4c-b221-5aa1-97e5-81b1bd07eaf6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b4fd723d-3057-44ab-999b-caf1d3cc21aa"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/c067339c-4152-543e-9fa9-f17365311658,GEOMETRYCOLLECTION (POINT (31.261447 35.214862))
4e6b8683-bc82-5b6d-8e45-6fdd9bcf32e3,au::104321,au::104319,https://anet.be/record/isaarlh/au::104321/N,LH,Nederlands,True,Dronten,Gemeente,Flevoland,Provincie,"[{""resourceId"": ""16bdc47c-00a3-5332-bf89-5a1087e2dd3c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9de093b7-cb30-4172-8090-633ca4075e40"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/4e6b8683-bc82-5b6d-8e45-6fdd9bcf32e3,GEOMETRYCOLLECTION (POINT (52.5346819 5.7218086))
8f53ceee-1eac-5116-a6ee-0c747669cfc8,au::100362,au::100361,https://anet.be/record/isaarlh/au::100362/N,LH,Nederlands,True,Wilderen,Gehucht,Duras,Deelgemeente,"[{""resourceId"": ""077f460b-ba43-5720-8816-c1ebe30b7a39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d9bb4449-b9d7-4f25-9438-cd8a48c134b6"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/8f53ceee-1eac-5116-a6ee-0c747669cfc8,GEOMETRYCOLLECTION (POINT (50.81587 5.14136))
32ba78cf-d6c8-51ec-be56-fdceace3bd01,au::100698,au::100697,https://anet.be/record/isaarlh/au::100698/N,LH,Nederlands,True,Deurle,Deelgemeente,Sint-Martens-Latem,Gemeente,"[{""resourceId"": ""40775afe-108c-5267-bf1a-62559d5c85c2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4156717f-585c-4063-bf5c-d9f336be5598"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/32ba78cf-d6c8-51ec-be56-fdceace3bd01,GEOMETRYCOLLECTION (POINT (51.0092272 3.6043494))
7055e08b-e347-5899-a896-72dc243ca9fa,au::105160,au::105084,https://anet.be/record/isaarlh/au::105160/N,LH,Nederlands,True,Naaldwijk,Gemeente,Zuid-Holland,Provincie,"[{""resourceId"": ""d76af971-5654-5cb5-8efb-29d5be0ffd0f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6068ec33-d852-424c-becf-19fc3c6c7838"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/7055e08b-e347-5899-a896-72dc243ca9fa,GEOMETRYCOLLECTION (POINT (51.99237340000001 4.2080344))
a228fe36-0dd6-572e-9a76-b700261743a3,au::101820,au::101815,https://anet.be/record/isaarlh/au::101820/N,LH,Nederlands,True,Guangdong,Gemeente,China,Land,"[{""resourceId"": ""c79d1462-90bc-54e6-b16e-9c3c402537d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c8441f31-2dac-4360-8585-fd2c4baaf973"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/a228fe36-0dd6-572e-9a76-b700261743a3,GEOMETRYCOLLECTION (POINT (23.3790333 113.7632828))
9a7965da-b9c9-532e-a4c5-b42350043fb0,au::100732,au::100728,https://anet.be/record/isaarlh/au::100732/N,LH,Nederlands,True,Schorisse,Deelgemeente,Maarkedal,Gemeente,"[{""resourceId"": ""7bd98de4-227a-50c8-b06f-d28e52219e1c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""25fdd196-0f07-4b8e-ada8-8a35337bcb2c"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/9a7965da-b9c9-532e-a4c5-b42350043fb0,GEOMETRYCOLLECTION (POINT (50.8044682 3.6769838))
e15814e7-7f99-559a-b81f-812b4a52a844,au::105530,au::105513,https://anet.be/record/isaarlh/au::105530/N,LH,Nederlands,True,Lissabon,Gemeente,Portugal,Land,"[{""resourceId"": ""0d65db3b-f3fe-5af2-9903-98ee8543a9a3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""76979daa-7d68-4e54-85b5-3c7554de39a8"", ""inverseOntologyProperty"": """"}]",data.digipolis.be/ark:/NAAN/e15814e7-7f99-559a-b81f-812b4a52a844,GEOMETRYCOLLECTION (POINT (38.7222524 -9.1393366))
