ResourceID,brocade.id,card,order,title,note,volgnummer
a90f4eb0-8e73-5800-a1e2-58398c65fa15,tg:lhob:306_#1,e22_OtherIdentifiers,1,,Doos 13 / 6,
a90f4eb0-8e73-5800-a1e2-58398c65fa15,tg:lhob:306_#1,e22_OtherIdentifiers,1,Bril van Albert Daenens,,
32083ac4-86da-5e71-a5ee-6316b89f92c1,tg:lhob:543_#1,e22_OtherIdentifiers,1,"Gelegenheidsmunt 50 frank, Expo 58",,
6948f197-4018-52b9-9cee-c5f24218850c,tg:lhob:553_#1,e22_OtherIdentifiers,1,"Gelegenheidspenning Openingsschieting De Edele Schuttersgilde 'Den Gulden Rinck', 1968",,
acfc415c-1256-54e1-8c28-ea76b012813a,tg:lhob:625_#1,e22_OtherIdentifiers,1,"Gelegenheidspenning 'Cortège des Drapeaux', Luik, 1930",,
07326bfe-67a7-54d2-8fa9-0c1f23fce01a,tg:lhob:635_#1,e22_OtherIdentifiers,1,Knoopsgatinsigne 'Koninklijke Kring der Westvlamingen',,
4a7d587c-ae47-5efa-8395-f08f4463d2c5,tg:lhob:108_#1,e22_OtherIdentifiers,1,,,Doos 2 / 27-32
4a7d587c-ae47-5efa-8395-f08f4463d2c5,tg:lhob:108_#1,e22_OtherIdentifiers,1,Pennen van Basiel De Craene,,
c1379e1f-fd96-5eba-a427-aee483976c29,tg:lhob:118_#1,e22_OtherIdentifiers,1,,,Doos 3 / 9
c1379e1f-fd96-5eba-a427-aee483976c29,tg:lhob:118_#1,e22_OtherIdentifiers,1,Papiergewicht van Roger Avermaete,,
e87bebca-7a22-5965-92c4-7bea40fd0644,tg:lhob:482_#1,e22_OtherIdentifiers,1,Dirigeerstok van Marinus de Jong,,
4998b553-198d-5db8-818e-a9d1004fedcc,tg:lhob:53_#1,e22_OtherIdentifiers,1,,,G 395 / 1
4998b553-198d-5db8-818e-a9d1004fedcc,tg:lhob:53_#1,e22_OtherIdentifiers,1,Pillendoos,,
7e9cc223-80ea-570d-96dd-5fc6eca9ad57,tg:lhob:492_#1,e22_OtherIdentifiers,1,Castagnetten van Irene Raymakers,,
a71a6d48-5ba4-5c04-9c6c-0cf9a70b9dc4,tg:lhob:43_#1,e22_OtherIdentifiers,1,Vissersmand en visgerief van Willem Elsschot.,,
5762285e-18a0-58ff-ae67-0ea2e8f8eaa7,tg:lhob:233_#1,e22_OtherIdentifiers,1,,Doos 11 / 11,
5762285e-18a0-58ff-ae67-0ea2e8f8eaa7,tg:lhob:233_#1,e22_OtherIdentifiers,1,Pijp van Frans Masereel,,
6f3efa92-99f2-5960-9fe7-d472466e8ebc,tg:lhob:223_#1,e22_OtherIdentifiers,1,,Doos 11 / 2,
6f3efa92-99f2-5960-9fe7-d472466e8ebc,tg:lhob:223_#1,e22_OtherIdentifiers,1,Pijp van Frans Masereel,,
0ef5f528-2fb1-57a9-a345-86ea406ed4f9,tg:lhob:155_#1,e22_OtherIdentifiers,1,,Doos 4 / 22,
0ef5f528-2fb1-57a9-a345-86ea406ed4f9,tg:lhob:155_#1,e22_OtherIdentifiers,1,Stempel van het Koninklijk Kunstverbond Antwerpen,,
806f657f-60ed-5ede-9e8e-72152dc600a0,tg:lhob:145_#1,e22_OtherIdentifiers,1,,Doos 4 / 12,
806f657f-60ed-5ede-9e8e-72152dc600a0,tg:lhob:145_#1,e22_OtherIdentifiers,1,Nietmachine van Maurice Gilliams,,
2c18ab0b-af59-5830-b795-044c444e7160,tg:lhob:700_#1,e22_OtherIdentifiers,1,Kleipijp met hiel,,
d63cd17b-a17d-5259-aa0e-22562e4380ea,tg:lhob:678_#1,e22_OtherIdentifiers,1,Penning Provincie Antwerpen aan Cor Ria Leeman,,
38c2f7ef-eeb5-50dc-968e-083486a58e25,tg:lhob:668_#1,e22_OtherIdentifiers,1,Ereteken Ridder in de Leopoldsorde,,
59c32ade-d63b-582c-b6b4-ce33b6d21a46,tg:lhob:390_#1,e22_OtherIdentifiers,1,,Doos 15 / 32,
59c32ade-d63b-582c-b6b4-ce33b6d21a46,tg:lhob:390_#1,e22_OtherIdentifiers,1,Porselein foto van de grootvader van Lode Sebregts,,
1a09a548-becc-58d0-9c41-b566a1614f01,tg:lhob:380_#1,e22_OtherIdentifiers,1,,Doos 15 / 19,
1a09a548-becc-58d0-9c41-b566a1614f01,tg:lhob:380_#1,e22_OtherIdentifiers,1,Bril van Charel Janssens,,
1cf41fea-c0e7-5dc0-9b63-7f546eefeef7,tg:lhob:137_#1,e22_OtherIdentifiers,1,,Doos 4 / 3,
1cf41fea-c0e7-5dc0-9b63-7f546eefeef7,tg:lhob:137_#1,e22_OtherIdentifiers,1,Pennen van Marinus de Jong,,
b92860b4-b40a-52d9-bb13-fcaed48d76c8,tg:lhob:127_#1,e22_OtherIdentifiers,1,,,Doos 3 / 17
b92860b4-b40a-52d9-bb13-fcaed48d76c8,tg:lhob:127_#1,e22_OtherIdentifiers,1,Stempel van Lode Baekelmans,,
eb021d02-8453-5af7-a378-e1ec3a1a1576,tg:lhob:329_#1,e22_OtherIdentifiers,1,,Doos 14 / 10,
eb021d02-8453-5af7-a378-e1ec3a1a1576,tg:lhob:329_#1,e22_OtherIdentifiers,1,Bril,,
272080cc-4c23-5b18-9074-5f1633242e06,tg:lhob:339_#1,e22_OtherIdentifiers,1,,,Doos 14 / 20
272080cc-4c23-5b18-9074-5f1633242e06,tg:lhob:339_#1,e22_OtherIdentifiers,1,Bril van Maurice Gilliams,,
2dc764b6-2353-5cf3-95b9-5259dad5dcd9,tg:lhob:404_#1,e22_OtherIdentifiers,1,,,Doos 15 / 48
2dc764b6-2353-5cf3-95b9-5259dad5dcd9,tg:lhob:404_#1,e22_OtherIdentifiers,1,Ketting van Charel Janssens,,
df8720f1-fac3-555b-9b71-c4bdcac9411c,tg:lhob:414_#1,e22_OtherIdentifiers,1,Hanger Vereeniging van Stadswerklieden ter Herinnering aan de Leden Soldatenstrijders van den Grote Oorlog,,
67f2dec1-3e1a-5075-9f54-128ad7739187,tg:lhob:277_#1,e22_OtherIdentifiers,1,,Doos 12 / 8,
67f2dec1-3e1a-5075-9f54-128ad7739187,tg:lhob:277_#1,e22_OtherIdentifiers,1,Pijp van Maurice Gilliams,,
a83b68df-0238-5832-9d35-7312d2a02870,tg:lhob:267_#1,e22_OtherIdentifiers,1,,Doos 11 / 47,
a83b68df-0238-5832-9d35-7312d2a02870,tg:lhob:267_#1,e22_OtherIdentifiers,1,Luciferkoker van Albert Daenens,,
1b1c9e00-f6b9-598a-b46c-d412476201e0,tg:lhob:422_#1,e22_OtherIdentifiers,1,Plaquette Bond der belanghebbenden van dokken en kaaien en eilanders.,,
be835438-b530-5bea-9aad-54a9c41f1727,tg:lhob:432_#1,e22_OtherIdentifiers,1,"Gedenkpenning Vlaggenfeest stad Antwerpen, 1895",,
558f7631-fb10-51e0-882a-174622395666,tg:lhob:111_#1,e22_OtherIdentifiers,1,,,Doos 3 / 1
558f7631-fb10-51e0-882a-174622395666,tg:lhob:111_#1,e22_OtherIdentifiers,1,Pennendoos van Marie-Elisabeth Belpaire,,
bdf0e504-1f74-5bb3-85e3-7617e1302f65,tg:lhob:101_#1,e22_OtherIdentifiers,1,,,Doos 2 / 16
bdf0e504-1f74-5bb3-85e3-7617e1302f65,tg:lhob:101_#1,e22_OtherIdentifiers,1,Pen van Paul R. Goris,,
1d690748-53bb-5670-be53-e32a28a133e2,tg:lhob:685_#1,e22_OtherIdentifiers,1,"Hanger Gemeenteraadslid Antwerpen, Jan van Rijswijck burgemeester",,
52564d5e-f3bc-5df1-8199-3c47cc2fde58,tg:lhob:695_#1,e22_OtherIdentifiers,1,Stempel Lyrisch Tooneel Zangcomiteit Antwerpen,,
fc678fdb-8d4c-50f5-80a5-b244353b0eb2,tg:lhob:28_#1,e22_OtherIdentifiers,1,Draagpenning ter herinnering aan de Volkshulde aan Hendrik Conscience in 1881,,
aaed007a-0306-519e-ba68-c71c931156a0,tg:lhob:581_#1,e22_OtherIdentifiers,1,Penning Ronse,,
e5d82a7f-30d6-5b8f-83f0-874821bbfe7c,tg:lhob:591_#1,e22_OtherIdentifiers,1,Prijspenning Ministerie van Openbaar Onderwijs - Prijs van de Regeering,,
96658b5c-87be-5c46-8945-f3ec7f429b7f,tg:lhob:173_#1,e22_OtherIdentifiers,1,,Doos 5 / 13-14,
96658b5c-87be-5c46-8945-f3ec7f429b7f,tg:lhob:173_#1,e22_OtherIdentifiers,1,Borstels van Basiel De Craene,,
bec07c58-4c61-5373-8739-f9d4f98e5a93,tg:lhob:163_#1,e22_OtherIdentifiers,1,,Doos 5 / 3,
bec07c58-4c61-5373-8739-f9d4f98e5a93,tg:lhob:163_#1,e22_OtherIdentifiers,1,Papierklem van Roger Avermaete,,
366dc523-2d20-5b81-92a0-84628800e68e,tg:lhob:440_#1,e22_OtherIdentifiers,1,Prijspenning G. Antheunis,,
4e8dc0f9-cc29-5fb7-9afd-2f923ab13bcf,tg:lhob:538_#1,e22_OtherIdentifiers,1,"Penning Koninklijke Maatschappij voor Dierkunde Antwerpen, 1968",,
197f646c-cdf5-5c8d-96e2-8c5e3e7f17e8,tg:lhob:91_#1,e22_OtherIdentifiers,1,,Doos 1 / 20,
197f646c-cdf5-5c8d-96e2-8c5e3e7f17e8,tg:lhob:91_#1,e22_OtherIdentifiers,1,Papiermes van Jan Broeckaert,,
bfdca477-656b-57f9-b369-f88b9b94a55d,tg:lhob:528_#1,e22_OtherIdentifiers,1,Portretpenning Léon Bloy,,
32ad1e73-b90a-50c3-831a-d28b5bfd6a97,tg:lhob:215_#1,e22_OtherIdentifiers,1,Schrijfmachine van Willem Elsschot,,
a80d12c5-347a-58b1-977b-d4170c204456,tg:lhob:205_#1,e22_OtherIdentifiers,1,,,Doos 9 / 8
a80d12c5-347a-58b1-977b-d4170c204456,tg:lhob:205_#1,e22_OtherIdentifiers,1,Stempel van Frits Sano (zonder houder),,
615a7855-ea34-5cbc-a0c6-120e9428b793,tg:lhob:389_#1,e22_OtherIdentifiers,1,,Doos 15 / 31,
615a7855-ea34-5cbc-a0c6-120e9428b793,tg:lhob:389_#1,e22_OtherIdentifiers,1,Speelgoed van Emanuel Hiel,,
0bef8f01-9167-5705-a5e2-e7c9fd2dccc3,tg:lhob:399_#1,e22_OtherIdentifiers,1,,,Doos 15 / 43
0bef8f01-9167-5705-a5e2-e7c9fd2dccc3,tg:lhob:399_#1,e22_OtherIdentifiers,1,Buste van Emanuel Hiel,,
05bb14ec-9cbb-54d3-a1c3-8a740e409ef1,tg:lhob:75_#1,e22_OtherIdentifiers,1,,Doos 1 / 7,
05bb14ec-9cbb-54d3-a1c3-8a740e409ef1,tg:lhob:75_#1,e22_OtherIdentifiers,1,Papiermes van Frans de Potter,,
f12dfba4-ee8d-58c7-8253-6fbcc7616f74,tg:lhob:197_#1,e22_OtherIdentifiers,1,,Doos 8 / 4,
f12dfba4-ee8d-58c7-8253-6fbcc7616f74,tg:lhob:197_#1,e22_OtherIdentifiers,1,Postweegschaal van Piet en Charel Janssens,,
b09623b4-96e1-5820-a944-e994359c0f31,tg:lhob:603_#1,e22_OtherIdentifiers,1,"Prijspenning Reisbeurzenwedstrijd Gent, 1957",,
0de9e7e6-d7e0-5a69-a74f-79d69c04a675,tg:lhob:613_#1,e22_OtherIdentifiers,1,"Gelegenheidspenning 'Cuarta Exposición de Bellas Artes è Industrias Artísticas' Barcelona, 1898",,
5cdbec1b-c480-59fb-8ee2-8c4326ba341c,tg:lhob:248_#1,e22_OtherIdentifiers,1,,Doos 11 / 16,
5cdbec1b-c480-59fb-8ee2-8c4326ba341c,tg:lhob:248_#1,e22_OtherIdentifiers,1,Pijp van Hubert Lampo,,
f880b806-edf6-5304-9bf1-5580b495d8f0,tg:lhob:330_#1,e22_OtherIdentifiers,1,,Doos 14 / 11,
f880b806-edf6-5304-9bf1-5580b495d8f0,tg:lhob:330_#1,e22_OtherIdentifiers,1,Bril van Angela Dosfel-Tysmans,,
04b6b000-8241-5f1e-87a9-4b5f97da87e4,tg:lhob:258_#1,e22_OtherIdentifiers,1,,Doos 11 / 38,
04b6b000-8241-5f1e-87a9-4b5f97da87e4,tg:lhob:258_#1,e22_OtherIdentifiers,1,Pijp van Anton van de Velde,,
a647bd3c-55db-5d4c-9d1e-cafc3f255d7f,tg:lhob:320_#1,e22_OtherIdentifiers,1,,Doos 14 / 1,
a647bd3c-55db-5d4c-9d1e-cafc3f255d7f,tg:lhob:320_#1,e22_OtherIdentifiers,1,Bril van Pol de Mont,,
e89a5893-b6f7-5d34-a485-5d4f30a104da,tg:lhob:565_#1,e22_OtherIdentifiers,1,Medaille 'EX UNITATE VIRES',,
2ffc4b0a-cb21-5ea7-90aa-6946eb48bcf5,tg:lhob:575_#1,e22_OtherIdentifiers,1,Ereteken Officier in de Leopoldsorde,,
674a061b-d073-5520-a84d-f42298841e47,tg:lhob:507_#1,e22_OtherIdentifiers,1,,,D 4813 / 190
f111bb68-ed38-51e8-b2a0-a01c799d3e8b,tg:lhob:517_#1,e22_OtherIdentifiers,1,Prijspenning Provincie Antwerpen aan Patrick van Hoeydonck,,
d72d9142-de09-5ee0-a278-da88a93a9120,tg:lhob:352_#1,e22_OtherIdentifiers,1,,Doos 14 / 32,
d72d9142-de09-5ee0-a278-da88a93a9120,tg:lhob:352_#1,e22_OtherIdentifiers,1,Bril van Angela Dosfel-Tysmans,,
aea68e61-5a26-5693-b6d3-c4356259b6ed,tg:lhob:342_#1,e22_OtherIdentifiers,1,,,Doos 14 / 23
aea68e61-5a26-5693-b6d3-c4356259b6ed,tg:lhob:342_#1,e22_OtherIdentifiers,1,Brilglazen van Basiel de Craene,,
6ef4b6ff-dc83-59b3-aa84-f25773bfa7a0,tg:lhob:661_#1,e22_OtherIdentifiers,1,"Hanger Liberale Ziekenbeurs Hulp in Nood, Vaandelinhuldiging, Kapellen 1913",,
ceaa86e0-803a-5992-a6e1-f89d9ae970d5,tg:lhob:709_#1,e22_OtherIdentifiers,1,Menu in porselein met originele tekening door Felix Timmermans,,
996aa794-a592-5650-88e9-e1920d867528,tg:lhob:671_#1,e22_OtherIdentifiers,1,Erepenning SABAM,,
6f2643d8-971e-5fa3-a599-e16f53d2d3ef,tg:lhob:293_#1,e22_OtherIdentifiers,1,,,Doos 12 / 22
6f2643d8-971e-5fa3-a599-e16f53d2d3ef,tg:lhob:293_#1,e22_OtherIdentifiers,1,Pijp,,
33845049-e1c6-5a56-8b17-4139f70d6dfa,tg:lhob:283_#1,e22_OtherIdentifiers,1,,Doos 12 / 14,
33845049-e1c6-5a56-8b17-4139f70d6dfa,tg:lhob:283_#1,e22_OtherIdentifiers,1,Pijp van Victor Driessens,,
6828cb82-76ce-574a-8600-22e3c8cf6d7d,tg:lhob:694_#1,e22_OtherIdentifiers,1,Signaalprijs 1965 voor Roman,,
64a186b2-fae0-5cdd-8c4f-ef55ce8c6f09,tg:lhob:684_#1,e22_OtherIdentifiers,1,Gedenkpenning Jan van Rijswijck als gemeenteraadslid,,
d74169b9-6ffd-554c-802e-9659016f2254,tg:lhob:433_#1,e22_OtherIdentifiers,1,Gedenkpenning bezoek Sjah van Perzië aan de stad Antwerpen,,
2001e501-ec57-5275-9221-55644c71db25,tg:lhob:423_#1,e22_OtherIdentifiers,1,Plaquette Bond der belanghebbenden van dokken en kaaien en eilanders,,
64586675-7a78-5bb1-acbb-f8ef7db9cd57,tg:lhob:266_#1,e22_OtherIdentifiers,1,,Doos 11 / 46,
64586675-7a78-5bb1-acbb-f8ef7db9cd57,tg:lhob:266_#1,e22_OtherIdentifiers,1,Luciferkoker van Albert Daenens,,
126e3d3d-3cf1-5ef3-8512-ac246e338dd6,tg:lhob:276_#1,e22_OtherIdentifiers,1,,Doos 12 / 7,
126e3d3d-3cf1-5ef3-8512-ac246e338dd6,tg:lhob:276_#1,e22_OtherIdentifiers,1,Pijp van Maurice Gilliams,,
d901d9fc-8b5b-5647-a6bb-da0dd8989a27,tg:lhob:100_#1,e22_OtherIdentifiers,1,,,Doos 2 / 13-15
d901d9fc-8b5b-5647-a6bb-da0dd8989a27,tg:lhob:100_#1,e22_OtherIdentifiers,1,Pennen van Emanuel Hiel,,
97bae174-c76f-5163-b655-b4ac84791262,tg:lhob:110_#1,e22_OtherIdentifiers,1,,,Doos 2 / 34
97bae174-c76f-5163-b655-b4ac84791262,tg:lhob:110_#1,e22_OtherIdentifiers,1,Pen van Pol de Mont,,
f48d13f7-508c-5968-9d62-3fabc6d48ae8,tg:lhob:162_#1,e22_OtherIdentifiers,1,,Doos 5 / 2,
f48d13f7-508c-5968-9d62-3fabc6d48ae8,tg:lhob:162_#1,e22_OtherIdentifiers,1,Pennenschaal van Frans van Cuyck,,
22c4f3f2-32fd-5618-ab6d-9a8153327489,tg:lhob:172_#1,e22_OtherIdentifiers,1,,Doos 5 / 12,
22c4f3f2-32fd-5618-ab6d-9a8153327489,tg:lhob:172_#1,e22_OtherIdentifiers,1,Liniaal van Emanuel Hiel,,
f3d9eaaa-a1d4-5258-a905-c5fee65bed01,tg:lhob:204_#1,e22_OtherIdentifiers,1,,Doos 9 / 7,
f3d9eaaa-a1d4-5258-a905-c5fee65bed01,tg:lhob:204_#1,e22_OtherIdentifiers,1,Twee naamkaartjes van Roger Avermaete,,
ce8030f7-36c1-5058-b83f-bfd64968cbfa,tg:lhob:214_#1,e22_OtherIdentifiers,1,Kaft van Maurice Gilliams,,
36a33070-f47c-5c8e-a1b6-0a050b119c95,tg:lhob:80_#1,e22_OtherIdentifiers,1,,Doos 1 / 12,
36a33070-f47c-5c8e-a1b6-0a050b119c95,tg:lhob:80_#1,e22_OtherIdentifiers,1,Zakmes van Basiel de Craene,,
26740512-27df-5d0a-8425-c03e58b41103,tg:lhob:529_#1,e22_OtherIdentifiers,1,Portretpenning Filip de Pillecyn,,
f622dfe2-d40f-567a-a1a3-9d5fb4337309,tg:lhob:451_#1,e22_OtherIdentifiers,1,,In langdurige bruikleen (Museum Vleeshuis),
f622dfe2-d40f-567a-a1a3-9d5fb4337309,tg:lhob:451_#1,e22_OtherIdentifiers,1,Dirigeerstok van Lodewijk Mortelmans,,
e06e9abc-68be-5664-b230-01cd193c5878,tg:lhob:539_#1,e22_OtherIdentifiers,1,Penning met stier en leeuw door Henry Dropsy,,
90cff1e9-a34a-5b74-a05c-7de1fb7f3146,tg:lhob:90_#1,e22_OtherIdentifiers,1,,Doos 1 / 119,
90cff1e9-a34a-5b74-a05c-7de1fb7f3146,tg:lhob:90_#1,e22_OtherIdentifiers,1,Cliché naamkaartje van Ellen Corr,,
35013fa3-185e-5725-8d02-fa3e08820813,tg:lhob:441_#1,e22_OtherIdentifiers,1,"Gelegenheidspenning Groote Zangwedstrijd Amsterdam, 1876",,
8dd0f6ff-3db4-5d0d-88b0-02608d96025f,tg:lhob:590_#1,e22_OtherIdentifiers,1,Herinneringsmedaille aan de Regeerperiode van Leopold II 1865–1909,,
b6884ad7-e0b8-59a8-87fe-91ebb9a42b05,tg:lhob:29_#1,e22_OtherIdentifiers,1,Medaille ter herinnering aan de Consciencefeesten van 1912,,
a4e271c7-4d78-56ce-948c-6bb47e1cfa14,tg:lhob:580_#1,e22_OtherIdentifiers,1,Penning geslagen ter gelegenheid van de wettelijke invoering van de 40 uren week in de diamantnijverheid (1937).,,
3cf6c720-3c24-5f9d-ba25-87fe9fb47a45,tg:lhob:612_#1,e22_OtherIdentifiers,1,Plaquette Exposicion Internacional de Arte Buenos Aires,,
efffc42e-6b87-565a-81cb-6b7b0bf3525f,tg:lhob:602_#1,e22_OtherIdentifiers,1,"Gelegenheidspenning Scaldistentoonstelling, 1956",,
e26aafb7-29af-5960-a8d6-d11fd75d8f9c,tg:lhob:574_#1,e22_OtherIdentifiers,1,Onderscheiding Ridder in de Orde van de Poolster,,
a589ce68-5c41-5bd3-9112-3778892a0016,tg:lhob:564_#1,e22_OtherIdentifiers,1,Verdienstelijkheidsmedaille 'International Parliament U.S.A.',,
44c60c2b-ced5-526d-8624-9d922da3044d,tg:lhob:321_#1,e22_OtherIdentifiers,1,,Doos 14 / 2,
44c60c2b-ced5-526d-8624-9d922da3044d,tg:lhob:321_#1,e22_OtherIdentifiers,1,Bril van Jef van Hoof,,
5674cc70-2c30-50bb-8cdc-3969358b02c7,tg:lhob:259_#1,e22_OtherIdentifiers,1,,Doos 11 / 38,
5674cc70-2c30-50bb-8cdc-3969358b02c7,tg:lhob:259_#1,e22_OtherIdentifiers,1,Pijp van Anton van de Velde,,
8792d88e-0b8e-54da-9a34-4f27e1e50ad4,tg:lhob:331_#1,e22_OtherIdentifiers,1,,Doos 14 / 12,
8792d88e-0b8e-54da-9a34-4f27e1e50ad4,tg:lhob:331_#1,e22_OtherIdentifiers,1,Bril van Basiel de Craene,,
5bceb810-ae43-5c6c-a528-45a59d48ce27,tg:lhob:249_#1,e22_OtherIdentifiers,1,,Doos 11 / 28,
5bceb810-ae43-5c6c-a528-45a59d48ce27,tg:lhob:249_#1,e22_OtherIdentifiers,1,Pijp van Herman Broeckaert,,
12963f9f-72de-57cc-ba2c-bdd281eb2947,tg:lhob:74_#1,e22_OtherIdentifiers,1,,Doos 1 / 6,
12963f9f-72de-57cc-ba2c-bdd281eb2947,tg:lhob:74_#1,e22_OtherIdentifiers,1,Papiermes van Paul Kenis,,
af0e4434-4e0d-5a00-b7d6-cc560cf298cb,tg:lhob:398_#1,e22_OtherIdentifiers,1,,,Doos 15 / 42
af0e4434-4e0d-5a00-b7d6-cc560cf298cb,tg:lhob:398_#1,e22_OtherIdentifiers,1,Ring van Charel Janssens,,
0d48758a-46c9-596f-8f05-ec00d45d903b,tg:lhob:388_#1,e22_OtherIdentifiers,1,,Doos 15 / 30,
0d48758a-46c9-596f-8f05-ec00d45d903b,tg:lhob:388_#1,e22_OtherIdentifiers,1,Portretmedaillon van Hendrika van Beers-Mertens,,
1aaae078-f36a-5e0e-80f5-2a5966823568,tg:lhob:186_#1,e22_OtherIdentifiers,1,,Doos 7 / 6,
1aaae078-f36a-5e0e-80f5-2a5966823568,tg:lhob:186_#1,e22_OtherIdentifiers,1,Pennenschaaltje van Reimond Stijns,,
29d8c758-335c-52a7-b81a-d02958a9810a,tg:lhob:282_#1,e22_OtherIdentifiers,1,,Doos 12 / 13,
29d8c758-335c-52a7-b81a-d02958a9810a,tg:lhob:282_#1,e22_OtherIdentifiers,1,Pijp van Piet en Charel Janssens,,
bdf33472-7135-5203-b12b-a7d963b7a8d1,tg:lhob:292_#1,e22_OtherIdentifiers,1,,,Doos 12 / 21
bdf33472-7135-5203-b12b-a7d963b7a8d1,tg:lhob:292_#1,e22_OtherIdentifiers,1,Pijp,,
22ef78fa-bd97-5bbf-85b6-0f1f4f85491e,tg:lhob:343_#1,e22_OtherIdentifiers,1,,,Doos 14 / 24
22ef78fa-bd97-5bbf-85b6-0f1f4f85491e,tg:lhob:343_#1,e22_OtherIdentifiers,1,Bril van Hugo Verriest,,
6ba0fc35-8584-565a-9850-d75c9ee826f2,tg:lhob:353_#1,e22_OtherIdentifiers,1,,Doos 14 / 33,
6ba0fc35-8584-565a-9850-d75c9ee826f2,tg:lhob:353_#1,e22_OtherIdentifiers,1,Bril van Charel Janssens,,
e117ed27-df1f-5383-9196-647dfcbbd70d,tg:lhob:516_#1,e22_OtherIdentifiers,1,Zilveren beker Koninklijk Landjuweel 1926,,
f2271283-93d4-535e-877b-ca446b3f28a9,tg:lhob:506_#1,e22_OtherIdentifiers,1,""" Wit is het iksein van zwaan...""",,
bc68dc75-0525-5ef5-9fb7-bc87d52337cb,tg:lhob:670_#1,e22_OtherIdentifiers,1,Ereteken Gouden medaille in de Kroonorde,,
cf064bed-a008-5232-a0e8-e1adb15cb8bb,tg:lhob:708_#1,e22_OtherIdentifiers,1,Bril van Edward Keurvels,,
6616a583-a61f-5ab6-9307-c49649fcb9d9,tg:lhob:660_#1,e22_OtherIdentifiers,1,Gelegenheidspenning Festival Oostende 1903,,
3d584057-257d-5329-86a0-2c63aebde65a,tg:lhob:656_#1,e22_OtherIdentifiers,1,"Gelegenheidspenning inhuldiging vaandel van de zangafdeling Liberale Werklieden Maaatschappij Help U Zelve Borgerhout, 1895",,
119bb626-ce52-524c-b1fe-9c66d8f77d17,tg:lhob:646_#1,e22_OtherIdentifiers,1,"Gelegenheidspenning Vaandelfeest Liberale Maatschappij van Onderlinge Bijstand De Voorzorg, Antwerpen, 1895",,
ae92bbba-2125-5b74-bba1-fb16312889b3,tg:lhob:365_#1,e22_OtherIdentifiers,1,,Doos 15 / 7,
ae92bbba-2125-5b74-bba1-fb16312889b3,tg:lhob:365_#1,e22_OtherIdentifiers,1,Bril van Jef Alpaerts,,
8e97e135-b6f1-5f89-a007-5f649c59f1b3,tg:lhob:375_#1,e22_OtherIdentifiers,1,,,Doos 15 / 17
