ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,source role,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier
c1ec09b3-4403-5951-8a75-9ea33de742ae,tg:lhob:405,e73_CreationActors,1,c9100840-f802-5909-b051-7ccef02d4533,au::9614,ar,artists (visual artists),,,
ea63b2e1-eec9-5c63-b945-ca5a10a2d68c,tg:lhob:443,e73_CreationActors,3,d9879aa5-4d1a-5686-878d-4fb77a7a9426,au::4552,ds,designers,,,
ca513b40-9410-5598-9890-922187921ccd,tg:lhob:216,e73_CreationActors,1,31472cf5-3b9f-5525-9c19-25e9f49e9f80,au::10964,ar,artists (visual artists),,,
4fd104bd-fdfd-5eac-8bc5-535766f77bbd,tg:lhob:559,e73_CreationActors,1,e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,au::6036,ar,artists (visual artists),,,
6d425f5c-8a61-528b-9729-49eadb09a0ee,tg:lhob:431,e73_CreationActors,1,fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,au::978,ma,makers,,,
261373ab-9582-5215-8c8f-5ddc774996bc,tg:lhob:514,e73_CreationActors,1,9df7caac-2ec5-579b-bac0-ab9d9061402c,au::5708,ar,artists (visual artists),,,
0d0b68e6-bf4c-51bd-9c68-49c8d28ca7f8,tg:lhob:576,e73_CreationActors,3,ddff899d-74a9-5317-b2b3-21c260366d86,au::14923,ds,designers,,,
46c3f75a-7f61-56e3-94e6-0af4c2b69a67,tg:lhob:778,e73_CreationActors,1,459b0ae0-9ec3-5f83-babb-abd8d34ce3e5,au::14455,ar,artists (visual artists),,,
c5fa3cc7-4330-5dd3-bc63-175c27d3679d,tg:lhob:610,e73_CreationActors,2,6e05055f-a58d-5a38-a8c6-660e2a44aff6,au::19998,ds,designers,,,
cbf7fab6-97ba-52e0-909a-af036420291c,tg:lhob:768,e73_CreationActors,2,57b39b6b-0720-5c1d-9d3a-57330a119cf2,au::8472,ds,designers,,,
7e55f663-7c61-552f-b884-d2eed74de44d,tg:lhob:626,e73_CreationActors,3,e0e098ec-06aa-51d6-8a19-e3f34841e528,au::12385,ma,makers,,,
6f28533f-42ab-5f5e-b5cb-0cfffc2deb2e,tg:lhob:438,e73_CreationActors,1,e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,au::6036,ds,designers,,,
6f28533f-42ab-5f5e-b5cb-0cfffc2deb2e,tg:lhob:438,e73_CreationActors,2,bd3097bc-cdf7-5cc7-b064-9f53bf6139ab,au::112020,ma,makers,,,
f9b0453d-2afb-5fa0-b6ef-d8b66b52476c,tg:lhob:428,e73_CreationActors,1,d0a75f26-672e-57f5-ad13-5be655d34a02,au::21346,ma,makers,,,
c7135e38-584c-5a54-8836-5433378b28ad,tg:lhob:532,e73_CreationActors,3,f99c977c-df97-5fa8-aaf9-47756abb9390,au::112021,ds,designers,,,
7f864c3b-be14-5d83-b402-32c5910c4c66,tg:lhob:22,e73_CreationActors,1,e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,au::6036,ar,artists (visual artists),,,
f2412884-b93e-5e66-a227-77403c84ef68,tg:lhob:771,e73_CreationActors,2,57b39b6b-0720-5c1d-9d3a-57330a119cf2,au::8472,ds,designers,,,
2e1e71bb-9c3b-51d5-97ba-d96e3817933b,tg:lhob:429,e73_CreationActors,1,7aebbcf4-9e91-5bdd-82da-9e52487c92dd,au::112019,ma,makers,,,
2e1e71bb-9c3b-51d5-97ba-d96e3817933b,tg:lhob:429,e73_CreationActors,2,8610f097-b37f-586f-9dd5-c9190c9ebfbc,au::6052,ma,makers,,,
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,e73_CreationActors,3,d0a75f26-672e-57f5-ad13-5be655d34a02,au::21346,ds,designers,,,
8ceaee61-d717-5c91-9388-d1fd5d407456,tg:lhob:23,e73_CreationActors,1,e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,au::6036,ar,artists (visual artists),,,
67dda1a6-bd99-55f8-8fc1-f162041f546a,tg:lhob:523,e73_CreationActors,3,baecc7d9-6355-530f-8abd-ce1539329632,au::9691,ds,designers,,,
5cf6fb19-8a38-5706-90ee-85f1a946e015,tg:lhob:416,e73_CreationActors,1,77f06544-2bcb-5f05-b567-b13f47b08d2c,au::15700,ds,designers,,,
5cf6fb19-8a38-5706-90ee-85f1a946e015,tg:lhob:416,e73_CreationActors,2,bd3097bc-cdf7-5cc7-b064-9f53bf6139ab,au::112020,ma,makers,,,
294bb584-f246-5911-9d88-a8179f7c69ee,tg:lhob:770,e73_CreationActors,2,57b39b6b-0720-5c1d-9d3a-57330a119cf2,au::8472,ds,designers,,,
1dbbe321-c649-56e3-8084-a3a9d901b255,tg:lhob:217,e73_CreationActors,1,31472cf5-3b9f-5525-9c19-25e9f49e9f80,au::10964,ar,artists (visual artists),,,
dbef691b-c842-5b29-b256-7f30cda0cb4b,tg:lhob:442,e73_CreationActors,4,d9879aa5-4d1a-5686-878d-4fb77a7a9426,au::4552,ds,designers,,,
7a584d1a-15de-58ba-b538-3c56522415a6,tg:lhob:430,e73_CreationActors,1,a395bdea-7fc9-5add-b0b6-a41323769664,au::112021,ma,makers,,,
4a09f746-ad73-5c9b-bace-e9d1b5c978cd,tg:lhob:515,e73_CreationActors,1,9df7caac-2ec5-579b-bac0-ab9d9061402c,au::5708,ar,artists (visual artists),,,
e66d30e9-8451-5d21-af22-4e1dd59e7784,tg:lhob:769,e73_CreationActors,2,57b39b6b-0720-5c1d-9d3a-57330a119cf2,au::8472,ds,designers,,,
92f6aefd-182e-5d98-8419-7bea3af8093d,tg:lhob:611,e73_CreationActors,3,e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,au::6036,ds,designers,,,
ab69a3bf-86ff-5650-895c-5337902b75cd,tg:lhob:601,e73_CreationActors,3,54f5ea24-3581-5ca8-8b46-ef06cfab4c4c,au::12400,ds,designers,,,
5b74bf46-a5bd-570c-b293-ea25f2f17da1,tg:lhob:447,e73_CreationActors,2,b14227ae-7f37-5207-b978-9c45d419a8e0,au::14914,ds,designers,,,
2dfa96ce-cdd0-540e-9414-9630bb04ca23,tg:lhob:425,e73_CreationActors,1,e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,au::6036,ma,makers,,,
dd888ee3-82ac-5881-81a8-1a65702e08fb,tg:lhob:435,e73_CreationActors,1,fa1d89bb-f4e3-5861-b0a3-0ccd36d7c6ed,au::978,ds,designers,,,
dd888ee3-82ac-5881-81a8-1a65702e08fb,tg:lhob:435,e73_CreationActors,2,7aebbcf4-9e91-5bdd-82da-9e52487c92dd,au::112019,ma,makers,,,
dd888ee3-82ac-5881-81a8-1a65702e08fb,tg:lhob:435,e73_CreationActors,3,a395bdea-7fc9-5add-b0b6-a41323769664,au::112021,ma,makers,,,
85c020c6-314c-5e9f-ad3e-e7aed7f791e6,tg:lhob:519,e73_CreationActors,2,d0a75f26-672e-57f5-ad13-5be655d34a02,au::21346,ma,makers,,,
9e5b3831-26c7-51a3-8540-ef2de9857671,tg:lhob:632,e73_CreationActors,4,4d68059c-879e-5987-98c2-4125bc777516,au::6034,ds,designers,,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,e73_CreationActors,1,d0a75f26-672e-57f5-ad13-5be655d34a02,au::21346,ar,artists (visual artists),,,
40166baf-2332-59fe-90b0-1bfe0f7f7a24,tg:lhob:526,e73_CreationActors,4,864776bf-f7a4-5d63-a300-b8c7a7bcc24a,au::2330,ds,designers,,,
ae2dccd0-d2e1-5b1e-bd5b-6a6835288255,tg:lhob:774,e73_CreationActors,2,57b39b6b-0720-5c1d-9d3a-57330a119cf2,au::8472,ds,designers,,,
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,e73_CreationActors,1,9df7caac-2ec5-579b-bac0-ab9d9061402c,au::5708,ar,artists (visual artists),,,
53f7b235-2807-54e2-bd29-7a64e2c668d7,tg:lhob:537,e73_CreationActors,3,7aebbcf4-9e91-5bdd-82da-9e52487c92dd,au::112019,ma,makers,,,
193b1a71-7bb1-5c4e-a662-76bd2f6a10e3,tg:lhob:27,e73_CreationActors,1,57b51362-1ba4-53e0-ab5b-b6d206cecba9,au::33932,ar,artists (visual artists),,,
307f6465-e953-5eaf-9fa3-ba9ee9e2d5c6,tg:lhob:511,e73_CreationActors,1,9df7caac-2ec5-579b-bac0-ab9d9061402c,au::5708,ar,artists (visual artists),,,
f8aa0bd6-8ce0-551d-a9f2-424088bfa502,tg:lhob:615,e73_CreationActors,2,566b2747-2dc3-5e37-9d7e-254643fce4eb,au::5521,ds,designers,,,
957c67ac-675a-5bc8-9d10-e8e6a8fda771,tg:lhob:605,e73_CreationActors,2,20f7fa5c-2822-578d-9bdb-eb5f68483dbf,au::12750,ds,designers,,,
662c5c57-f47c-5d4f-8129-bd13e718db6b,tg:lhob:446,e73_CreationActors,2,b14227ae-7f37-5207-b978-9c45d419a8e0,au::14914,ds,designers,,,
e04b2a06-7970-5563-8e6d-6db8ddda1b9b,tg:lhob:434,e73_CreationActors,1,6b5a2e0c-e3a3-5402-899a-7aa712619ab4,au::10879,ds,designers,,,
e04b2a06-7970-5563-8e6d-6db8ddda1b9b,tg:lhob:434,e73_CreationActors,2,bd3097bc-cdf7-5cc7-b064-9f53bf6139ab,au::112020,ma,makers,,,
ea71acc6-9a8f-5e0e-8359-931a5dc7e765,tg:lhob:578,e73_CreationActors,3,e0e098ec-06aa-51d6-8a19-e3f34841e528,au::12385,ma,makers,,,
11685648-8e1e-5273-90da-80fce8a310e2,tg:lhob:370,e73_CreationActors,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,ar,artists (visual artists),,,
1858843e-7b34-59ec-a956-73ed6c8b0d31,tg:lhob:218,e73_CreationActors,1,31472cf5-3b9f-5525-9c19-25e9f49e9f80,au::10964,ar,artists (visual artists),,,
50993c04-09db-5aab-91fe-138756c6a126,tg:lhob:631,e73_CreationActors,3,a58239a2-b9fb-5b4f-aeb7-0677af892a92,au::9735,ds,designers,,,
0f9ab033-daa7-5a85-9e4f-5810c8c3756c,tg:lhob:513,e73_CreationActors,1,9df7caac-2ec5-579b-bac0-ab9d9061402c,au::5708,ar,artists (visual artists),,,
5a00dc31-4cfc-50a5-aee3-1881eb72138d,tg:lhob:426,e73_CreationActors,1,7aebbcf4-9e91-5bdd-82da-9e52487c92dd,au::112019,ma,makers,,,
058d404b-513c-59e9-88e8-7e7ce672f665,tg:lhob:211,e73_CreationActors,2,f3419da1-6942-5402-b608-a671d28e4123,au::27775,ds,designers,,,
058d404b-513c-59e9-88e8-7e7ce672f665,tg:lhob:211,e73_CreationActors,3,6bbb51ad-a4f6-5148-a0e7-04e6ecdf28f3,au::37812,ds,designers,,,
039e2f17-f200-5204-b703-688251042d88,tg:lhob:437,e73_CreationActors,1,864776bf-f7a4-5d63-a300-b8c7a7bcc24a,au::2330,ds,designers,,,
039e2f17-f200-5204-b703-688251042d88,tg:lhob:437,e73_CreationActors,2,bd3097bc-cdf7-5cc7-b064-9f53bf6139ab,au::112020,ma,makers,,,
f9387c4e-f416-5df1-b28c-41b12f01c527,tg:lhob:427,e73_CreationActors,1,d0a75f26-672e-57f5-ad13-5be655d34a02,au::21346,ma,makers,,,
04894238-622e-5ed4-b8ff-25eccd38ec61,tg:lhob:594,e73_CreationActors,4,ca1edb48-3ab9-525a-9d20-7158fad83837,au::2482,ds,designers,,,
a142c670-1448-5f31-8506-1b5e5bf7e04f,tg:lhob:584,e73_CreationActors,3,afc60891-9741-5889-a8a7-898e7171c4c5,au::6528,ds,designers,,,
f2b0a9b7-511d-52a9-bade-292ffd26a505,tg:lhob:579,e73_CreationActors,3,4d68059c-879e-5987-98c2-4125bc777516,au::6034,ds,designers,,,
f4c829c8-d54e-511b-a9d6-9f8073b5073c,tg:lhob:24,e73_CreationActors,1,e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,au::6036,ar,artists (visual artists),,,
6bebcd9a-a2ef-5ba1-b466-c0d1a046a5c1,tg:lhob:534,e73_CreationActors,2,892ea460-2931-586b-b3fb-76436ea5d49a,au::49754,ds,designers,,,
43afe695-5501-574d-a174-bb552e3e116b,tg:lhob:630,e73_CreationActors,3,e0e098ec-06aa-51d6-8a19-e3f34841e528,au::12385,ma,makers,,,
3d67e26f-4655-5fce-b4e5-6b04882dbe74,tg:lhsc:1130,e73_CreationActors,1,1dcb8a38-188f-5ee4-b9e2-9745814784d9,au::54787,ar,artists (visual artists),,,
13e37524-f03c-591b-8dbf-7814a6fc95e2,tg:lhsc:31,e73_CreationActors,1,0b4a565d-b199-5ceb-8b34-e41eea1d79ba,au::12288,ar,artists (visual artists),,,
41b4a25e-fb9e-5f1c-898b-5cf330d4ad97,tg:lhsc:1120,e73_CreationActors,1,de980ebf-026b-5dd7-9f55-92543dedeb24,au::15517,ar,artists (visual artists),,,
944f30dc-217b-51b4-ba88-43ed19904fe5,tg:lhsc:7341,e73_CreationActors,1,34f4b3e3-5436-5e7f-9fd9-5999b5611383,au::11985,ar,artists (visual artists),,,
8fc8dce5-273f-5de5-9cd3-c3e9397fa794,tg:lhsc:932,e73_CreationActors,1,a58239a2-b9fb-5b4f-aeb7-0677af892a92,au::9735,ar,artists (visual artists),,,
52f35a6b-134e-5313-b4f1-cd3d68ec6b05,tg:lhsc:922,e73_CreationActors,1,12ac6a87-1263-5a37-98c6-bfc8655a7c80,au::13527,ar,artists (visual artists),,,
ad12781f-22b9-5373-bbab-d777cc367024,tg:lhsc:786,e73_CreationActors,1,d241efe4-a73b-56cb-9ef4-d9057cbb0a90,au::16696,ar,artists (visual artists),,,
9515c8fd-3cc2-5ca5-bdab-09e5b07cf607,tg:lhsc:1256,e73_CreationActors,1,73c233b4-df4f-5eca-9989-52028f31a637,au::10614,ar,artists (visual artists),,,
b6a9e149-8ffb-558d-ad92-c2a949f5b4ba,tg:lhsc:796,e73_CreationActors,1,b41d0c7b-702e-5080-81b9-081ebc7da2be,au::3523,ar,artists (visual artists),,,
2ae1f4b2-6010-5f95-a2d5-b60e3c5cb9d8,tg:lhsc:1246,e73_CreationActors,1,73c233b4-df4f-5eca-9989-52028f31a637,au::10614,ar,artists (visual artists),,,
afa918e4-2af9-5440-a31e-0be0be4f8a86,tg:lhsc:657,e73_CreationActors,1,ae008fb9-c716-5668-a43f-c79e3938b1a8,au::9683,ar,artists (visual artists),,,
79b01f37-1ec8-5a37-8bc7-b2a072d69267,tg:lhsc:459,e73_CreationActors,1,8d511621-de70-5a5d-bf36-1176201877bc,au::12295,ar,artists (visual artists),,,
fe58283f-d95f-536b-b453-f0e65d0c382d,tg:lhsc:1189,e73_CreationActors,1,4c0ce4ac-db62-5af0-82ee-14919f3cb838,au::3581,ar,artists (visual artists),,,
73c65e6f-a057-509a-8a6c-d223bdd4fdec,tg:lhsc:449,e73_CreationActors,1,32db989c-d48e-58a9-ae91-7872ccf00ae2,au::9287,ar,artists (visual artists),,,
f4253902-1936-59be-bfbc-67a331090428,tg:lhsc:1199,e73_CreationActors,1,6bb375f8-b5eb-5e7b-beb0-9fc41599fc81,au::5045,ar,artists (visual artists),,,
74bc179a-23ff-5896-8640-9b0ff0ce1ef4,tg:lhsc:1978,e73_CreationActors,1,66016cae-1991-5e46-9fbd-7a12d4c18c22,au::17782,ar,artists (visual artists),,,
156363b4-e6bc-576e-aa4e-6b592655c021,tg:lhsc:1093,e73_CreationActors,1,35bd2011-0d78-5e17-9317-54e62cda24eb,au::13656,ar,artists (visual artists),,,
18ce845c-6504-5aef-a969-85dedfe8886e,tg:lhsc:1083,e73_CreationActors,1,5a5f3541-f723-58f7-b969-664da58ea71e,au::4707,ar,artists (visual artists),,,
08a2e2fe-05ae-55be-b8cc-df795bcf63bb,tg:lhsc:891,e73_CreationActors,1,465ed3ef-a247-5081-8048-7b725f3b88d4,au::5721,ar,artists (visual artists),,,
67a0b963-eefd-5594-ba91-168071d6fe20,tg:lhsc:1234,e73_CreationActors,1,73c233b4-df4f-5eca-9989-52028f31a637,au::10614,ar,artists (visual artists),,,
8fecb54e-b545-5998-8a4b-34f4ffefa447,tg:lhsc:1224,e73_CreationActors,1,73c233b4-df4f-5eca-9989-52028f31a637,au::10614,ar,artists (visual artists),,,
eb077197-c50b-5ca0-b291-c9e56ec5de62,tg:lhsc:828,e73_CreationActors,1,ab799cf7-ee13-5db6-b7d3-12f4627490f1,au::13625,ar,artists (visual artists),,,
97fa0e1d-83e8-562a-837e-2f9911935313,tg:lhsc:950,e73_CreationActors,1,b41d0c7b-702e-5080-81b9-081ebc7da2be,au::3523,ar,artists (visual artists),,,
f3396b13-b343-5b6e-af9f-854a89a017e1,tg:lhsc:838,e73_CreationActors,1,d746b4c8-49a7-5d9e-8de1-ee0b31fb0912,au::790,ar,artists (visual artists),,,
5d608eeb-238a-5da3-a62a-39936f16790a,tg:lhsc:1152,e73_CreationActors,1,dd05efa4-2ae3-548c-8fbc-e2740c122b09,au::2706,ar,artists (visual artists),,,
324ed6e8-c0e4-5dc3-aa16-d18ceec2d2d6,tg:lhsc:53,e73_CreationActors,1,5b9c857e-8d68-5c9b-8f1c-14fc1fa6658f,au::9854,ar,artists (visual artists),,,
be21c910-3883-52f6-b718-c0e5a54fb85e,tg:lhsc:1142,e73_CreationActors,1,3763152d-78a9-594d-8665-9707bf24bdef,au::54789,ar,artists (visual artists),,,
16cd52ba-18f9-5427-b9ff-559d91e29a8f,tg:lhsc:700,e73_CreationActors,1,0daf2698-b009-5bb0-bf45-2e306c22cbd1,au::16268,ar,artists (visual artists),,,
f7f0442f-19aa-5111-a920-f7466bd4b922,tg:lhsc:678,e73_CreationActors,1,d241efe4-a73b-56cb-9ef4-d9057cbb0a90,au::16696,ar,artists (visual artists),,,
ddf96abe-518e-5e7a-86d4-2f1721f815b1,tg:lhsc:668,e73_CreationActors,1,d241efe4-a73b-56cb-9ef4-d9057cbb0a90,au::16696,ar,artists (visual artists),,,
494cd8c9-8e86-564e-83f5-6ada0f7dd08b,tg:lhsc:875,e73_CreationActors,1,84172642-cb26-551e-8e4d-0134ddd6daf0,au::6051,ar,artists (visual artists),,,
a298062f-86f9-5efe-a646-e110eaa94325,tg:lhsc:865,e73_CreationActors,1,48b3663c-4afa-5bd1-9fb1-32ef6c3e5a28,au::1083,ar,artists (visual artists),,,
5ee6317a-e6d4-5b70-ba5b-7e6886cdf61c,tg:lhsc:1269,e73_CreationActors,1,73c233b4-df4f-5eca-9989-52028f31a637,au::10614,ar,artists (visual artists),,,
18b260bb-7e3c-5810-bbe5-68bcd2804e55,tg:lhsc:1311,e73_CreationActors,1,73c233b4-df4f-5eca-9989-52028f31a637,au::10614,ar,artists (visual artists),,,
b4731182-f254-591a-a7df-4f4b6263ad31,tg:lhsc:1279,e73_CreationActors,1,73c233b4-df4f-5eca-9989-52028f31a637,au::10614,ar,artists (visual artists),,,
e32b45f4-e6e7-5e22-9a50-c6c72236772d,tg:lhsc:1301,e73_CreationActors,1,73c233b4-df4f-5eca-9989-52028f31a637,au::10614,ar,artists (visual artists),,,
42d6866a-0d15-5fbd-9692-c896e202b02e,tg:lhsc:1077,e73_CreationActors,1,c3fe5282-8abe-5eb3-b5bc-645d6345a9d8,au::20473,ar,artists (visual artists),,,
ca7e59d9-8750-59a9-8dfe-74aafe30e832,tg:lhsc:1067,e73_CreationActors,1,009023ed-5f16-571e-863a-927771dec67f,au::3986,ar,artists (visual artists),,,
e87525b7-4ec0-5dcf-ab6e-3b8f27cff77c,tg:lhsc:2207,e73_CreationActors,1,70d33d51-9827-5d1b-9e1c-a4ccb40b8648,au::55028,ar,artists (visual artists),,,
0edc3aef-c007-579b-a384-dc7774a01dd4,tg:lhsc:817,e73_CreationActors,1,5b9c857e-8d68-5c9b-8f1c-14fc1fa6658f,au::9854,ar,artists (visual artists),,,
17d6cc59-4608-5f8b-a17f-df5e96c36d0e,tg:lhsc:807,e73_CreationActors,1,40f7d108-d7d1-5d37-8651-a0fe1db98e4b,au::20756,ar,artists (visual artists),,,
766ee431-b978-585e-b13f-0abadf2ba218,tg:lhsc:762,e73_CreationActors,1,48b3663c-4afa-5bd1-9fb1-32ef6c3e5a28,au::1083,ar,artists (visual artists),,,
0fc4f0fc-34ad-573a-bc01-95e09fc66aeb,tg:lhsc:772,e73_CreationActors,1,5eeb1586-f007-522a-bfa4-742a400fd3e6,au::18272,ar,artists (visual artists),,,
34b2c347-1c0b-5e1c-bae2-10618082c3fd,tg:lhsc:414,e73_CreationActors,1,5b9c857e-8d68-5c9b-8f1c-14fc1fa6658f,au::9854,ar,artists (visual artists),,,
9ef760ec-09ad-5721-9269-5c964154d8c9,tg:lhsc:432,e73_CreationActors,1,21af64c8-ec7a-54ca-a77b-2ae55660c3c2,au::16206,ar,artists (visual artists),,,
df8f5f2b-454c-5245-8212-bd02c7fe458f,tg:lhsc:9257,e73_CreationActors,1,02d6530d-c66b-5f8a-8c73-397aea8806fe,au::10331,ar,artists (visual artists),,,
df8f5f2b-454c-5245-8212-bd02c7fe458f,tg:lhsc:9257,e73_CreationActors,2,4828f795-fa4e-5412-b7eb-99aa31f4f3e4,au::19586,ar,artists (visual artists),,,
808f6a8e-e8b3-5272-a4d3-07ea073480fc,tg:lhsc:744,e73_CreationActors,1,48b3663c-4afa-5bd1-9fb1-32ef6c3e5a28,au::1083,ar,artists (visual artists),,,
472ede0f-28bc-51b7-9cfb-66c25d3a604a,tg:lhsc:9059,e73_CreationActors,1,5fe9c86e-9886-5857-80e6-0000d06daf9d,au::15440,ar,artists (visual artists),,,
e2ea8c56-b809-5924-9db2-cb8827748717,tg:lhsc:888,e73_CreationActors,1,0953f629-385c-53dd-90c5-34195af0d575,au::11642,ar,artists (visual artists),,,
b690029a-e07f-538f-bdc7-940b3ed93852,tg:lhsc:685,e73_CreationActors,1,5b9c857e-8d68-5c9b-8f1c-14fc1fa6658f,au::9854,ar,artists (visual artists),,,
6106ae53-85b6-574d-b2c2-fcdb66051e39,tg:lhsc:695,e73_CreationActors,1,790b6aee-75b7-58c7-bae7-322fefed26ca,au::8447,ar,artists (visual artists),,,
316fc5d3-8a6d-5fd3-bf20-ba48dac12a8a,tg:lhsc:949,e73_CreationActors,1,60eec697-eada-53f4-9a8a-0654a0b99bec,au::15304,ar,artists (visual artists),,,
b4c89bf5-3336-51b8-a397-1391534d0b00,tg:lhsc:821,e73_CreationActors,1,5b9c857e-8d68-5c9b-8f1c-14fc1fa6658f,au::9854,ar,artists (visual artists),,,
8a915278-3cd2-55d8-a69c-f8e704594675,tg:lhsc:959,e73_CreationActors,1,a7fbc001-2d72-5b0b-a722-33d1d041adb1,au::6003,ar,artists (visual artists),,,
f3c99371-f1a2-5ff4-aacc-c61bac76c7e0,tg:lhsc:1666,e73_CreationActors,1,ce36cf54-1b37-536d-9ae6-3a7469b1d2e2,au::910,ar,artists (visual artists),,,
584542a4-dbf9-581f-8a60-3239aef09603,tg:lhsc:1676,e73_CreationActors,1,6ae0a6a2-7a28-5337-89ab-7a4c3a6d9c1e,au::54943,ar,artists (visual artists),,,
71df2750-156f-5396-8a28-c27f724b1ea4,tg:lhsc:9386,e73_CreationActors,1,7eb119d2-78b2-5a78-83cd-7020d1db1fbd,au::2366,ar,artists (visual artists),,,
0d8253f6-eb52-5b57-9192-981e3dce9354,tg:lhsc:1129,e73_CreationActors,1,0b4a565d-b199-5ceb-8b34-e41eea1d79ba,au::12288,ar,artists (visual artists),,,
48e50e0a-b417-5fa5-9ade-89e5952a3bde,tg:lhsc:1051,e73_CreationActors,1,2a0e307a-b16d-5796-974e-e7e805075f7a,au::20796,ar,artists (visual artists),,,
19ec3288-d8d7-5790-9077-4d295ef130e5,tg:lhsc:1139,e73_CreationActors,1,426ef8ea-ea35-579f-8daa-99aa29481672,au::2711,ar,artists (visual artists),,,
