ResourceID,brocade.id,card,dataset,colour_source,material_source,Colour,Material
b534cfa3-c5f7-59db-aa40-13f13818383d,tg:lhob:702_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,wood (plant material)
5a6d5e19-3a61-5846-ae97-c2cd9c62d0b1,tg:lhob:147_#1,e22_MaterialColour,lhob,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,yellow (color),copper (metal)
27932fa3-110c-5323-a1c6-5009f581f87b,tg:lhob:157_#1,e22_MaterialColour,lhob,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,yellow (color),copper (metal)
cb1be663-13a3-5e3d-bdeb-dde5a25ffbdd,tg:lhob:359_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,glass (material)
8d0a6733-5f41-5c54-80cf-3ae3f726cbd5,tg:lhob:231_#1,e22_MaterialColour,lhob,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,black (color),plastic (material)
206cf941-96ae-5518-80fa-cef706f6312d,tg:lhob:724_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,leather
f8d90d60-fd1c-59de-9395-65177b2fa2cc,tg:lhob:103_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,metal
58566948-f82a-56d5-8d1a-cb81557a2e54,tg:lhob:113_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,glass (material)
3078f458-1559-5603-8340-0e03261e0375,tg:lhob:548_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,textile materials
92d549f4-0aed-5a0d-a9d9-037d4f296767,tg:lhob:558_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,textile materials
c6c975ee-3598-5961-958a-800433e62b13,tg:lhob:687_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,textile materials
4e4315bf-a6d1-56d5-84ae-35acee99e4d6,tg:lhob:673_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,textile materials
754a00cd-eb87-58a2-9666-4950590c5a1f,tg:lhob:663_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,enamel (fused coating)
e23452ea-bb21-5670-8779-26f52bf5db4e,tg:lhob:238_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,plastic (material)
90e2b264-18ca-5514-9fa4-d6506a5b7917,tg:lhob:340_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,glass (material)
d6494a76-475e-56a8-ba22-85c632299052,tg:lhob:228_#1,e22_MaterialColour,lhob,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,,black (color),
d8677469-e8fb-57b1-8d06-09ed92bf66d3,tg:lhob:350_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,glass (material)
0ca0b4b0-d72a-548d-a98d-192e50b4e042,tg:lhob:505_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,plastic (material)
3df67f4e-4d3f-5652-aa1b-a45c4b9e8caa,tg:lhob:291_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,plastic (material)
ab33fc38-19f4-55e4-b37c-151fc908c8bc,tg:lhob:195_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,metal
270a8745-4f42-5ff1-8530-443080503286,tg:lhob:577_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,textile materials
d4093521-ca94-52ed-9a96-460608c56cd0,tg:lhob:567_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,textile materials
13568ef6-b211-597e-a3f1-efad1ec4655c,tg:lhob:332_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,glass (material)
52df57d8-2283-5afa-a729-27630e01aafa,tg:lhob:355_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,glass (material)
f714924c-a9a7-5d79-b27f-08f485cce451,tg:lhob:345_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,glass (material)
2330c4a9-a5ab-517f-91b7-fee951f5b432,tg:lhob:500_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,metal
bf3d860a-b5d9-5db8-b0d9-b02e9ec3db3f,tg:lhob:666_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,textile materials
0b650c92-d45a-5d33-a9ee-755e9b50360e,tg:lhob:129_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,metal
3ae5f281-65a9-50a2-b31e-74bce1f87a4f,tg:lhob:139_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,metal
8555777c-b5ad-5b65-b233-a760b234ebe6,tg:lhob:604_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,plastic (material)
75d481e7-ae0a-5803-9fcc-5774c2aaef8e,tg:lhob:562_#1,e22_MaterialColour,lhob,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,,blue (color),
1c821e32-6971-5547-9586-6924e105d95f,tg:lhob:327_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,glass (material)
0a7cafef-a631-546b-aefd-c367518a4293,tg:lhob:586_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,textile materials
5f074395-9d57-533b-aa46-8c18f6633e62,tg:lhob:721_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,wood (plant material)
574f26aa-4bde-575b-adc2-a5db8dd99508,tg:lhob:164_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,metal
534853b3-3715-59e1-bb23-b1e270ed42ee,tg:lhob:96_#1,e22_MaterialColour,lhob,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,gold (color),metal
a18f9927-20f6-5343-907b-e9475c13ad32,tg:lhob:308_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,glass (material)
0cb0eddc-a24d-5832-8d79-f3f2c2b1f840,tg:lhob:260_#1,e22_MaterialColour,lhob,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,brown (color),plastic (material)
01bca883-0aac-58ea-977a-7dd8639bf0df,tg:lhob:318_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,glass (material)
9e006788-397e-5e2c-bc9b-d689735b2f5e,tg:lhob:116_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,metal
1c10f6eb-f7bd-59de-af31-f9036fa0c742,tg:lhob:106_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,metal
6109ef17-475c-538f-9c09-7415b981e1af,tg:lhob:682_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,textile materials
5f41d392-b93c-524d-a2b0-83e3c23ffe2f,tg:lhob:692_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,enamel (fused coating)
3cc44197-de9e-5163-9226-4a384b2b1094,tg:lhob:130_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,metal
e79f5428-45b0-548d-a437-50cb4b2a02d4,tg:lhob:120_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,metal
f1cef472-efe8-56dd-9bf4-511f0a87b18c,tg:lhob:413_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,plastic (material)
e51ff94c-1aac-5c86-bce8-65e799fe59d9,tg:lhob:256_#1,e22_MaterialColour,lhob,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,black (color),plastic (material)
b1fa1755-5c73-5c87-8169-09cec07d0879,tg:lhob:707_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,leather
0dd16c95-171b-5e1f-9fd6-90216fa243be,tg:lhob:152_#1,e22_MaterialColour,lhob,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,yellow (color),copper (metal)
a5decdd3-42d9-51ae-90b3-105698f477b5,tg:lhob:311_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,glass (material)
4bc9951a-ae7c-5a72-93ac-b898f23af164,tg:lhob:301_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,wood (plant material)
79c992f3-b0df-5262-93fa-848b115112c8,tg:lhob:622_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,textile materials
645ae487-05a7-5728-ab37-6beb4b6418fe,tg:lhob:121_#1,e22_MaterialColour,lhob,,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,,metal
