ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Depicted Item Role,Depicted Item Widget,Depicted Item Identifier
79b01f37-1ec8-5a37-8bc7-b2a072d69267,tg:lhsc:459,e73_DepictedItems,2,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,keywords,"dlod={""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/50222"",""id"":""au::17799"",""nameWithContext"":[""Frank Lateur""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
fe58283f-d95f-536b-b453-f0e65d0c382d,tg:lhsc:1189,e73_DepictedItems,2,e61a2d55-db99-560f-8b2b-031683e998ff,au::11460,keywords,"dlod={""name"":""Henri Leys"",""ark"":""ark:/83110/x0/e61a2d55-db99-560f-8b2b-031683e998ff"",""uri"":""/agents/people/77810"",""id"":""au::11460"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e61a2d55-db99-560f-8b2b-031683e998ff
73c65e6f-a057-509a-8a6c-d223bdd4fdec,tg:lhsc:449,e73_DepictedItems,2,e3b72658-628f-538d-8e46-4c63fed79676,au::15129,keywords,"dlod={""name"":""Armand Preud'homme"",""ark"":""ark:/83110/x0/e3b72658-628f-538d-8e46-4c63fed79676"",""uri"":""/agents/people/85329"",""id"":""au::15129"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e3b72658-628f-538d-8e46-4c63fed79676
f4253902-1936-59be-bfbc-67a331090428,tg:lhsc:1199,e73_DepictedItems,2,d32a3a2d-bb7e-5540-99f4-0bf7de2bc57a,au::16271,keywords,"dlod={""name"":""Lambert van Ryswyck"",""ark"":""ark:/83110/x0/d32a3a2d-bb7e-5540-99f4-0bf7de2bc57a"",""uri"":""/agents/people/86516"",""id"":""au::16271"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d32a3a2d-bb7e-5540-99f4-0bf7de2bc57a
f4253902-1936-59be-bfbc-67a331090428,tg:lhsc:1199,e73_DepictedItems,3,b6120695-5971-5e14-8d65-8bb5f2b5f2d5,au::6576,keywords,"dlod={""name"":""Robert Fabri"",""ark"":""ark:/83110/x0/b6120695-5971-5e14-8d65-8bb5f2b5f2d5"",""uri"":""/agents/people/64759"",""id"":""au::6576"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b6120695-5971-5e14-8d65-8bb5f2b5f2d5
74bc179a-23ff-5896-8640-9b0ff0ce1ef4,tg:lhsc:1978,e73_DepictedItems,2,8a6318fb-5d4e-5d59-993e-bf4ae7adcdec,au::11849,keywords,"dlod={""name"":""Lumière"",""ark"":""ark:/83110/x0/8a6318fb-5d4e-5d59-993e-bf4ae7adcdec"",""uri"":""/agents/corporate_entities/23877"",""id"":""au::11849"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8a6318fb-5d4e-5d59-993e-bf4ae7adcdec
74bc179a-23ff-5896-8640-9b0ff0ce1ef4,tg:lhsc:1978,e73_DepictedItems,3,bac72682-49c5-50ba-bc60-9b578632bf4d,au::19537,keywords,"dlod={""name"":""Emile Verhaeren"",""ark"":""ark:/83110/x0/bac72682-49c5-50ba-bc60-9b578632bf4d"",""uri"":""/agents/people/52289"",""id"":""au::19537"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bac72682-49c5-50ba-bc60-9b578632bf4d
156363b4-e6bc-576e-aa4e-6b592655c021,tg:lhsc:1093,e73_DepictedItems,2,71ca2581-51b6-55b5-b224-c40e31c5d6dd,au::21603,keywords,"dlod={""name"":""Frans Wittemans"",""ark"":""ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd"",""uri"":""/agents/people/66304"",""id"":""au::21603"",""nameWithContext"":[""Hermes""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd
18ce845c-6504-5aef-a969-85dedfe8886e,tg:lhsc:1083,e73_DepictedItems,2,0a0a5675-fa62-5bbb-aea1-1e315afaa39e,au::3703,keywords,"dlod={""name"":""Vital Celen"",""ark"":""ark:/83110/x0/0a0a5675-fa62-5bbb-aea1-1e315afaa39e"",""uri"":""/agents/people/66209"",""id"":""au::3703"",""nameWithContext"":[""V. van Hulst""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0a0a5675-fa62-5bbb-aea1-1e315afaa39e
08a2e2fe-05ae-55be-b8cc-df795bcf63bb,tg:lhsc:891,e73_DepictedItems,3,bf24b6e5-5f52-5beb-a4c9-84935b97ada7,au::11297,keywords,"dlod={""name"":""Eloy Lemaire"",""ark"":""ark:/83110/x0/bf24b6e5-5f52-5beb-a4c9-84935b97ada7"",""uri"":""/agents/people/93537"",""id"":""au::11297"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bf24b6e5-5f52-5beb-a4c9-84935b97ada7
4bed8590-dc03-5353-b46d-f0707baabc44,tg:lhsc:881,e73_DepictedItems,1,219cf59a-4b41-5357-8f90-60d50aa95065,au::15746,keywords,"dlod={""name"":""Jan van Rijswijck"",""ark"":""ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065"",""uri"":""/agents/people/85397"",""id"":""au::15746"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065
eb077197-c50b-5ca0-b291-c9e56ec5de62,tg:lhsc:828,e73_DepictedItems,2,8439dfe3-863b-51ff-bbfb-20e5c78b016e,au::19734,keywords,"dlod={""name"":""August Vermeylen"",""ark"":""ark:/83110/x0/8439dfe3-863b-51ff-bbfb-20e5c78b016e"",""uri"":""/agents/people/51320"",""id"":""au::19734"",""nameWithContext"":[""Frits Darène"",""Halieus"",""Frans Heuvels"",""Karl-Christian-Friedrich Krause"",""Victor Lieber"",""A. van der Meere"",""Karel de Visscher""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8439dfe3-863b-51ff-bbfb-20e5c78b016e
97fa0e1d-83e8-562a-837e-2f9911935313,tg:lhsc:950,e73_DepictedItems,2,e61ca404-75cd-5a72-8fba-f0196619183c,au::21615,keywords,"dlod={""name"":""Walter Keersmans"",""ark"":""ark:/83110/x0/e61ca404-75cd-5a72-8fba-f0196619183c"",""uri"":""/agents/people/75754"",""id"":""au::21615"",""nameWithContext"":[""Karel van de Woestijne"",""Peter van Becelaere"",""Erik Monck"",""Beaat Utenhove""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e61ca404-75cd-5a72-8fba-f0196619183c
5d608eeb-238a-5da3-a62a-39936f16790a,tg:lhsc:1152,e73_DepictedItems,3,3185c0db-4cf8-5396-b750-95bb422a7c9e,au::18388,keywords,"dlod={""name"":""Nestor de Tière"",""ark"":""ark:/83110/x0/3185c0db-4cf8-5396-b750-95bb422a7c9e"",""uri"":""/agents/people/72031"",""id"":""au::18388"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3185c0db-4cf8-5396-b750-95bb422a7c9e
324ed6e8-c0e4-5dc3-aa16-d18ceec2d2d6,tg:lhsc:53,e73_DepictedItems,2,5256f348-6733-5940-baf6-33c6cee2adcc,au::1276,keywords,"dlod={""name"":""Jan van Beers"",""ark"":""ark:/83110/x0/5256f348-6733-5940-baf6-33c6cee2adcc"",""uri"":""/agents/people/70239"",""id"":""au::1276"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5256f348-6733-5940-baf6-33c6cee2adcc
be21c910-3883-52f6-b718-c0e5a54fb85e,tg:lhsc:1142,e73_DepictedItems,2,8f3465da-1203-5191-aae0-2cfe9521aef1,au::9012,keywords,"dlod={""name"":""Jef van Hoof"",""ark"":""ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1"",""uri"":""/agents/people/52274"",""id"":""au::9012"",""nameWithContext"":[""Berten Bontenakel""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1
16cd52ba-18f9-5427-b9ff-559d91e29a8f,tg:lhsc:700,e73_DepictedItems,2,3667cc9b-4a63-54a8-b308-ec4c19bbdd0c,au::14643,keywords,"dlod={""name"":""Alfons van de Perre"",""ark"":""ark:/83110/x0/3667cc9b-4a63-54a8-b308-ec4c19bbdd0c"",""uri"":""/agents/people/74974"",""id"":""au::14643"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3667cc9b-4a63-54a8-b308-ec4c19bbdd0c
f7f0442f-19aa-5111-a920-f7466bd4b922,tg:lhsc:678,e73_DepictedItems,2,076149ad-5041-5bbb-ba22-4381712cef68,au::21463,keywords,"dlod={""name"":""Jan Frans Willems"",""ark"":""ark:/83110/x0/076149ad-5041-5bbb-ba22-4381712cef68"",""uri"":""/agents/people/83046"",""id"":""au::21463"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/076149ad-5041-5bbb-ba22-4381712cef68
ddf96abe-518e-5e7a-86d4-2f1721f815b1,tg:lhsc:668,e73_DepictedItems,2,219cf59a-4b41-5357-8f90-60d50aa95065,au::15746,keywords,"dlod={""name"":""Jan van Rijswijck"",""ark"":""ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065"",""uri"":""/agents/people/85397"",""id"":""au::15746"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065
494cd8c9-8e86-564e-83f5-6ada0f7dd08b,tg:lhsc:875,e73_DepictedItems,2,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,"dlod={""name"":""Max Rooses"",""ark"":""ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f"",""uri"":""/agents/people/60147"",""id"":""au::16015"",""nameWithContext"":[""P. Comestor""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f
a298062f-86f9-5efe-a646-e110eaa94325,tg:lhsc:865,e73_DepictedItems,2,59638b74-5696-54aa-9aff-281455e26bf0,au::19775,keywords,"dlod={""name"":""Hugo Verriest"",""ark"":""ark:/83110/x0/59638b74-5696-54aa-9aff-281455e26bf0"",""uri"":""/agents/people/54495"",""id"":""au::19775"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/59638b74-5696-54aa-9aff-281455e26bf0
5ee6317a-e6d4-5b70-ba5b-7e6886cdf61c,tg:lhsc:1269,e73_DepictedItems,2,24ede4d1-99dd-5909-ba55-0135cd4b40a1,au::9140,keywords,"dlod={""name"":""Jean M. van Houtte"",""ark"":""ark:/83110/x0/24ede4d1-99dd-5909-ba55-0135cd4b40a1"",""uri"":""/agents/people/68488"",""id"":""au::9140"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/24ede4d1-99dd-5909-ba55-0135cd4b40a1
b4731182-f254-591a-a7df-4f4b6263ad31,tg:lhsc:1279,e73_DepictedItems,2,55e9e7e8-563e-5c29-b10b-34dddb7e3ea5,au::12331,keywords,"dlod={""name"":""André Mast"",""ark"":""ark:/83110/x0/55e9e7e8-563e-5c29-b10b-34dddb7e3ea5"",""uri"":""/agents/people/76241"",""id"":""au::12331"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/55e9e7e8-563e-5c29-b10b-34dddb7e3ea5
e32b45f4-e6e7-5e22-9a50-c6c72236772d,tg:lhsc:1301,e73_DepictedItems,2,866f62ad-69d9-5c3b-8e7e-ab6cb682a5d4,au::18589,keywords,"dlod={""name"":""Eugène Traey"",""ark"":""ark:/83110/x0/866f62ad-69d9-5c3b-8e7e-ab6cb682a5d4"",""uri"":""/agents/people/77659"",""id"":""au::18589"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/866f62ad-69d9-5c3b-8e7e-ab6cb682a5d4
42d6866a-0d15-5fbd-9692-c896e202b02e,tg:lhsc:1077,e73_DepictedItems,2,75ec04b0-f341-59bf-9952-55d76d195b63,au::1514,keywords,"dlod={""name"":""Marie-Elisabeth Belpaire"",""ark"":""ark:/83110/x0/75ec04b0-f341-59bf-9952-55d76d195b63"",""uri"":""/agents/people/68036"",""id"":""au::1514"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/75ec04b0-f341-59bf-9952-55d76d195b63
ca7e59d9-8750-59a9-8dfe-74aafe30e832,tg:lhsc:1067,e73_DepictedItems,2,8439dfe3-863b-51ff-bbfb-20e5c78b016e,au::19734,keywords,"dlod={""name"":""August Vermeylen"",""ark"":""ark:/83110/x0/8439dfe3-863b-51ff-bbfb-20e5c78b016e"",""uri"":""/agents/people/51320"",""id"":""au::19734"",""nameWithContext"":[""Frits Darène"",""Halieus"",""Frans Heuvels"",""Karl-Christian-Friedrich Krause"",""Victor Lieber"",""A. van der Meere"",""Karel de Visscher""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8439dfe3-863b-51ff-bbfb-20e5c78b016e
e87525b7-4ec0-5dcf-ab6e-3b8f27cff77c,tg:lhsc:2207,e73_DepictedItems,2,59638b74-5696-54aa-9aff-281455e26bf0,au::19775,keywords,"dlod={""name"":""Hugo Verriest"",""ark"":""ark:/83110/x0/59638b74-5696-54aa-9aff-281455e26bf0"",""uri"":""/agents/people/54495"",""id"":""au::19775"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/59638b74-5696-54aa-9aff-281455e26bf0
13d321d2-0025-5dd3-8bc9-61db88a89da5,tg:lhsc:1005,e73_DepictedItems,1,e9604c5f-f176-5e2b-a09f-292ada414e1f,au::3039,keywords,"dlod={""name"":""Staf Bruggen"",""ark"":""ark:/83110/x0/e9604c5f-f176-5e2b-a09f-292ada414e1f"",""uri"":""/agents/people/86593"",""id"":""au::3039"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e9604c5f-f176-5e2b-a09f-292ada414e1f
0edc3aef-c007-579b-a384-dc7774a01dd4,tg:lhsc:817,e73_DepictedItems,2,ebd00cc4-2119-5474-b6ef-42b56014bfd9,au::4333,keywords,"dlod={""name"":""Hendrik Conscience"",""ark"":""ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9"",""uri"":""/agents/people/68347"",""id"":""au::4333"",""nameWithContext"":[""H. Geweéten""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9
17d6cc59-4608-5f8b-a17f-df5e96c36d0e,tg:lhsc:807,e73_DepictedItems,2,ebd00cc4-2119-5474-b6ef-42b56014bfd9,au::4333,keywords,"dlod={""name"":""Hendrik Conscience"",""ark"":""ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9"",""uri"":""/agents/people/68347"",""id"":""au::4333"",""nameWithContext"":[""H. Geweéten""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9
766ee431-b978-585e-b13f-0abadf2ba218,tg:lhsc:762,e73_DepictedItems,2,1f47955c-2a10-593c-9076-85734674c9be,au::13267,keywords,"dlod={""name"":""Jozef Muls"",""ark"":""ark:/83110/x0/1f47955c-2a10-593c-9076-85734674c9be"",""uri"":""/agents/people/62970"",""id"":""au::13267"",""nameWithContext"":[""Ignotus"",""Marcus"",""Titurel"",""P. Verley""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1f47955c-2a10-593c-9076-85734674c9be
0fc4f0fc-34ad-573a-bc01-95e09fc66aeb,tg:lhsc:772,e73_DepictedItems,2,e9b2f920-aa5a-5bd1-abfa-8f35a1a8d17f,au::8849,keywords,"dlod={""name"":""Emanuel Hiel"",""ark"":""ark:/83110/x0/e9b2f920-aa5a-5bd1-abfa-8f35a1a8d17f"",""uri"":""/agents/people/70227"",""id"":""au::8849"",""nameWithContext"":[""G. Hendrikssone""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e9b2f920-aa5a-5bd1-abfa-8f35a1a8d17f
34b2c347-1c0b-5e1c-bae2-10618082c3fd,tg:lhsc:414,e73_DepictedItems,2,5fe44f3e-b12f-56a8-b6cc-976a8c988e10,au::1539,keywords,"dlod={""name"":""Peter Benoit"",""ark"":""ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10"",""uri"":""/agents/people/57779"",""id"":""au::1539"",""nameWithContext"":[""Pol Arelbeca"",""Bratski"",""Palfi""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10
9b6ef5ba-0bf4-5106-807a-f5aaecc1ed63,tg:lhsc:9412,e73_DepictedItems,1,7529f632-86ab-5394-bc53-eeb52721664d,au::7447,keywords,"dlod={""name"":""Guido Gezelle"",""ark"":""ark:/83110/x0/7529f632-86ab-5394-bc53-eeb52721664d"",""uri"":""/agents/people/66453"",""id"":""au::7447"",""nameWithContext"":[""Spoker""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7529f632-86ab-5394-bc53-eeb52721664d
af620ccf-378e-54b7-80e8-75946ec2b76a,tg:lhsc:8060,e73_DepictedItems,1,5fe44f3e-b12f-56a8-b6cc-976a8c988e10,au::1539,keywords,"dlod={""name"":""Peter Benoit"",""ark"":""ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10"",""uri"":""/agents/people/57779"",""id"":""au::1539"",""nameWithContext"":[""Pol Arelbeca"",""Bratski"",""Palfi""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10
1906ee6d-eb81-5292-bc07-6bc13cd7780d,tg:lhsc:9402,e73_DepictedItems,1,ebd00cc4-2119-5474-b6ef-42b56014bfd9,au::4333,keywords,"dlod={""name"":""Hendrik Conscience"",""ark"":""ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9"",""uri"":""/agents/people/68347"",""id"":""au::4333"",""nameWithContext"":[""H. Geweéten""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9
1ee11a6a-4b9d-5d94-a690-1450444c1921,tg:lhsc:422,e73_DepictedItems,1,5fe44f3e-b12f-56a8-b6cc-976a8c988e10,au::1539,keywords,"dlod={""name"":""Peter Benoit"",""ark"":""ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10"",""uri"":""/agents/people/57779"",""id"":""au::1539"",""nameWithContext"":[""Pol Arelbeca"",""Bratski"",""Palfi""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10
9ef760ec-09ad-5721-9269-5c964154d8c9,tg:lhsc:432,e73_DepictedItems,2,27e25189-8ccb-5f56-8fc3-a8d055b2321c,au::2221,keywords,"dlod={""name"":""Theo Bogaerts"",""ark"":""ark:/83110/x0/27e25189-8ccb-5f56-8fc3-a8d055b2321c"",""uri"":""/agents/people/59003"",""id"":""au::2221"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/27e25189-8ccb-5f56-8fc3-a8d055b2321c
808f6a8e-e8b3-5272-a4d3-07ea073480fc,tg:lhsc:744,e73_DepictedItems,2,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,keywords,"dlod={""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/50222"",""id"":""au::17799"",""nameWithContext"":[""Frank Lateur""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
472ede0f-28bc-51b7-9cfb-66c25d3a604a,tg:lhsc:9059,e73_DepictedItems,2,7ee139ec-0e5f-583c-b17e-88f70a966ffb,au::1113,keywords,"dlod={""name"":""Michel Bartosik"",""ark"":""ark:/83110/x0/7ee139ec-0e5f-583c-b17e-88f70a966ffb"",""uri"":""/agents/people/86525"",""id"":""au::1113"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7ee139ec-0e5f-583c-b17e-88f70a966ffb
e2ea8c56-b809-5924-9db2-cb8827748717,tg:lhsc:888,e73_DepictedItems,2,3bd6259a-d35b-575a-a436-bbe495f46c75,au::16272,keywords,"dlod={""name"":""Theodoor van Ryswyck"",""ark"":""ark:/83110/x0/3bd6259a-d35b-575a-a436-bbe495f46c75"",""uri"":""/agents/people/61594"",""id"":""au::16272"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3bd6259a-d35b-575a-a436-bbe495f46c75
d25950a4-c384-5da6-8f90-d0ede88f318d,tg:lhsc:898,e73_DepictedItems,1,3bd6259a-d35b-575a-a436-bbe495f46c75,au::16272,keywords,"dlod={""name"":""Theodoor van Ryswyck"",""ark"":""ark:/83110/x0/3bd6259a-d35b-575a-a436-bbe495f46c75"",""uri"":""/agents/people/61594"",""id"":""au::16272"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3bd6259a-d35b-575a-a436-bbe495f46c75
