ResourceID,brocade.id,card,order,Mark Note,Mark Type,Mark Language
d7bb3ac7-a800-5e75-966b-4303219d8fca,tg:lhob:591,Marks,2,JOSUË DUPON & J. FONSON.,inscriptions,Nederlands
04771dcb-2029-567a-a786-c76208457897,tg:lhob:529,Marks,2,POETOU,inscriptions,Nederlands
f9d08c90-afaf-5b15-8b6c-a1c568640b6e,tg:lhob:600,Marks,2,POETOU & FONSON,inscriptions,Nederlands
1eae5d10-a032-5efb-a639-ab64e06fbb97,tg:lhob:552,Marks,2,E.TRAMAUX.,inscriptions,Nederlands
8385be39-85a8-5fba-9c5f-f5e84fa863dd,tg:lhob:694,Marks,1,"Sinjaalprijs / 1965 / VOOR ROMAN
  
",inscriptions,Nederlands
0f9ab033-daa7-5a85-9e4f-5810c8c3756c,tg:lhob:513,Marks,1,Initialen F.D.,inscriptions,Nederlands
5bdf1b3e-a9b3-56fa-b27e-ba4b8e0ae604,tg:lhob:682,Marks,2,Cravanzola,inscriptions,Nederlands
ed83c965-ea6c-58b1-9d5e-1d959f8fd3e9,tg:lhob:518,Marks,1,Fisch J.,inscriptions,Nederlands
50993c04-09db-5aab-91fe-138756c6a126,tg:lhob:631,Marks,2,F. JOCHEMS.,inscriptions,Nederlands
4fd104bd-fdfd-5eac-8bc5-535766f77bbd,tg:lhob:559,Marks,2,JOSUË DUPON,inscriptions,Nederlands
b5e5a4a3-05db-5384-a64f-0865630d2f32,tg:lhob:575,Marks,2,Wolfers G.,inscriptions,Nederlands
6bebcd9a-a2ef-5ba1-b466-c0d1a046a5c1,tg:lhob:534,Marks,2,E. DE BREMAECKER,inscriptions,Nederlands
fb9d9f79-ed4c-5519-884d-64df2978ea25,tg:lhob:685,Marks,2,Baetes,inscriptions,Nederlands
cc7f678f-83c3-5387-a060-74aa9df5278f,tg:lhob:543,Marks,2,C. VAN DIONANT,inscriptions,Nederlands
d1a3ea5b-98c7-5670-8d8b-e0e98ca3acba,tg:lhob:693,Marks,1,"Inscriptie zilverbeslag: Het Komiteit / Place Verte Attractions / aan Edward Keurvels / ter herinnering / aan de uitvoering / der Rubens Cantate / van Peter Benoit en / Julius De Geyter / Antwerpen  22 Juli 1901.  

Binnen in foedraal: P.Stockaer, Bijoutier Orfevre, 10 Vieux Marche au Ble Anvers
  
",inscriptions,Nederlands
cd6e0acc-6d84-58a5-a7df-fe3e9d205d1c,tg:lhob:607,Marks,2,LEOP. WIENER & HART FECIT.,inscriptions,Nederlands
ddb182f1-30d5-5754-af58-82d22e99820f,tg:lhob:650,Marks,2,BAETES.,inscriptions,Nederlands
f2b0a9b7-511d-52a9-bade-292ffd26a505,tg:lhob:579,Marks,2,ARTHUR DUPON 1968 & FISCH,inscriptions,Nederlands
bf68a033-e5df-59c4-aa8d-88749ac456be,tg:lhob:646,Marks,2,F. BAETES. FEC.,inscriptions,Nederlands
e25c8ed0-cf2e-5817-a9e2-d6f01a3bd362,tg:lhob:580,Marks,2,POELS ALB. & J. FONSON.,inscriptions,Nederlands
92f6aefd-182e-5d98-8419-7bea3af8093d,tg:lhob:611,Marks,2,JOSUË DUPON,inscriptions,Nederlands
093d97c0-73c8-5166-88f3-4a31f6ac5637,tg:lhob:538,Marks,2,ARTHUR DUPON 1968 / FISCH.,inscriptions,Nederlands
b35f86ff-e86c-5683-b130-68bbeec0678a,tg:lhob:539,Marks,2,Henry Dropsy,inscriptions,Nederlands
c5fa3cc7-4330-5dd3-bc63-175c27d3679d,tg:lhob:610,Marks,2,VINÇOTTE SC. & WOLFERS FT.,inscriptions,Nederlands
9fe0854f-f686-5bb9-955e-7bbd13058140,tg:lhob:647,Marks,2,ASTHOEWER.,inscriptions,Nederlands
ea71acc6-9a8f-5e0e-8359-931a5dc7e765,tg:lhob:578,Marks,2,ALF. MAUQUOY,inscriptions,Nederlands
f6d6d8a3-cb7f-52d7-87e9-0922be22bdbf,tg:lhob:651,Marks,2,BAETES.,inscriptions,Nederlands
77b60886-4d2d-55a9-abe7-a86fd1f24f72,tg:lhob:606,Marks,2,J.C. CHAPLAIN.,inscriptions,Nederlands
a94e80f2-7f96-543b-aaa5-838c441028a2,tg:lhob:503,Marks,1,"Links onderaan tekst in het glasraam :  
_De Commissie van Openbare Onderstand van Antwerpen aan haar Secretaris Roger Avermaete. 16 maart 1960_  
",inscriptions,Nederlands
0c459f16-b40b-5759-b2b3-fd609254b37d,tg:lhob:574,Marks,2,C.F. CARLMAN,inscriptions,Nederlands
7e55f663-7c61-552f-b884-d2eed74de44d,tg:lhob:626,Marks,2,ALF. MAUQUOY,inscriptions,Nederlands
43afe695-5501-574d-a174-bb552e3e116b,tg:lhob:630,Marks,2,ALFONS MAUQUOY.,inscriptions,Nederlands
9cbaa13b-e9db-58a6-b8e5-47ddb6b420f6,tg:lhob:667,Marks,2,Huguenin Frères& C°,inscriptions,Nederlands
45406206-0771-5e33-9fe7-37e0f7e592c3,tg:lhob:648,Marks,2,ED. GRIELENS.,inscriptions,Nederlands
cd54c091-7319-5f1b-be7b-7f125c03b86b,tg:lhob:598,Marks,2,AP,inscriptions,Nederlands
84cddee6-b304-598a-83ce-ad5cb9b92c12,tg:lhob:609,Marks,2,LOVIS BOTÉE.,inscriptions,Nederlands
fa1c69db-2ee0-5b8f-b6b8-cb3bc069ffbd,tg:lhob:625,Marks,2,J. WITTERWULGHE.,inscriptions,Nederlands
a4eaf841-6cd4-58a4-91cf-cea23a2fdc39,tg:lhob:613,Marks,2,SOLÁ Y CAMATS G.& CASTELLS.,inscriptions,Nederlands
0d05e880-ea32-51ea-934b-ed5b401fcbfe,tg:lhob:701,Marks,2,Op blikken doosje: F. Baetes / Graveur / Anvers,inscriptions,Nederlands
61ae216a-8a16-5645-b90c-7a1d1d554dd2,tg:lhob:644,Marks,2,F. BAETES. FEC.,inscriptions,Nederlands
04894238-622e-5ed4-b8ff-25eccd38ec61,tg:lhob:594,Marks,2,BOSCHMANS & FIBRU,inscriptions,Nederlands
957c67ac-675a-5bc8-9d10-e8e6a8fda771,tg:lhob:605,Marks,2,C. MEUNIER & ‘WOLFERS FRÈRES’,inscriptions,Nederlands
cd521e4b-47fa-5193-a275-9e1c1108c939,tg:lhob:691,Marks,2,"Fisch, A.",inscriptions,Nederlands
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,Marks,2,LEOP. WIENER.,inscriptions,Nederlands
a0f21350-691e-542a-9522-1c1d462895f2,tg:lhob:668,Marks,2,Wolfers G.,inscriptions,Nederlands
99971970-cd59-5bea-9018-9da7addd5df3,tg:lhob:669,Marks,2,"Heremans, J. & F.",inscriptions,Nederlands
5bdf03ee-6079-52b7-929e-406219366c62,tg:lhob:540,Marks,2,H. DROPSY,inscriptions,Nederlands
9150ed52-52fe-57b2-ae8d-fc7ced1a57c1,tg:lhob:645,Marks,2,ED. GRIELENS.,inscriptions,Nederlands
e0a684be-4e70-5d03-9269-74d27cda3588,tg:lhob:612,Marks,2,E. DE LA CARCOVA.,inscriptions,Nederlands
9e5b3831-26c7-51a3-8540-ef2de9857671,tg:lhob:632,Marks,2,ARTHUR DUPONT,inscriptions,Nederlands
2394b8f9-5649-5c7b-aca1-338472ca21aa,tg:lhob:608,Marks,2,A. RIVET.,inscriptions,Nederlands
0d0b68e6-bf4c-51bd-9c68-49c8d28ca7f8,tg:lhob:576,Marks,2,"EM. POETOU. Op de rand: FONSON.
",inscriptions,Nederlands
11a66dca-0449-543d-99fb-2c818ca194f6,tg:lhob:560,Marks,2,JP,inscriptions,Nederlands
7b87b34f-b0d7-5862-a8c0-0ea01a21c757,tg:lhob:649,Marks,2,BAETES.,inscriptions,Nederlands
53f7b235-2807-54e2-bd29-7a64e2c668d7,tg:lhob:537,Marks,2,BAETES FEC.,inscriptions,Nederlands
f8aa0bd6-8ce0-551d-a9f2-424088bfa502,tg:lhob:615,Marks,2,G. DEVREESE.,inscriptions,Nederlands
a142c670-1448-5f31-8506-1b5e5bf7e04f,tg:lhob:584,Marks,2,L. Eyckermans. & het monogram LT.,inscriptions,Nederlands
85978d7b-a992-52ce-a165-7bd6e6b09f83,tg:lhob:642,Marks,2,BAETES.,inscriptions,Nederlands
dddc3af3-c0e3-5d6a-8a6a-4596c5b22c04,tg:lhob:551,Marks,2,J.P EMONDS-ALT.,inscriptions,Nederlands
2d091452-13b0-5e58-90f3-c31f3c4689d3,tg:lhob:678,Marks,2,PANHUYZEN.,inscriptions,Nederlands
9826ab91-70c2-5fde-85cc-eba92d573c33,tg:lhob:506,Marks,1,"Tekst op de plaat :  
_wit is het iksein van zwaan  
en het uitgaand der dingen  
wil hij zijn vleugels zengen  
schoon is amper raken aan_  
",inscriptions,Nederlands
9826ab91-70c2-5fde-85cc-eba92d573c33,tg:lhob:506,Marks,2,Links onderaan handtekening kunstenaar (onleesbaar),inscriptions,Nederlands
0468d01e-d8d4-5685-a9dd-d46c02c4cd7c,tg:lhob:530,Marks,2,VERLEE LUC 84,inscriptions,Nederlands
e9d37355-8a66-5db9-8713-60f291784aca,tg:lhob:588,Marks,2,VERLEE LUC / 75,inscriptions,Nederlands
48203733-f5a9-5ce1-9bd8-c81a3257697f,tg:lhob:571,Marks,2,BAETES,inscriptions,Nederlands
40166baf-2332-59fe-90b0-1bfe0f7f7a24,tg:lhob:526,Marks,2,AB,inscriptions,Nederlands
cd2cecf7-1d21-5a4b-abaf-509763524502,tg:lhob:674,Marks,2,Degreef P.,inscriptions,Nederlands
b930c16b-6ae2-589e-9758-ea4f65f962cf,tg:lhob:635,Marks,2,G. JONNAERT.,inscriptions,Nederlands
8b1a0c93-bdba-53a3-b4ae-adc49bafdae1,tg:lhob:634,Marks,2,MAUQUOY.,inscriptions,Nederlands
8eba721f-4eeb-5456-a7eb-c3d52bd85ffa,tg:lhob:675,Marks,2,Degreef P.,inscriptions,Nederlands
377ff061-cd54-5d9a-b0f8-07ea161601ea,tg:lhob:527,Marks,2,GALTIÉ,inscriptions,Nederlands
1dd15763-2ce8-5cc5-bd48-802e88ffafc8,tg:lhob:659,Marks,2,J. STIENON.,inscriptions,Nederlands
c66c86ef-afc6-56fb-a7ce-bf6c8c756735,tg:lhob:589,Marks,2,LE / PLAE INC.,inscriptions,Nederlands
988e58f0-2a23-557a-b93b-8232a458f1fb,tg:lhob:531,Marks,2,M. DELANNOY – MCMXXXIV.,inscriptions,Nederlands
345b8ffb-6c11-5792-9217-b8442f0ded75,tg:lhob:638,Marks,2,BAETES,inscriptions,Nederlands
307f6465-e953-5eaf-9fa3-ba9ee9e2d5c6,tg:lhob:511,Marks,2,Op de ex libris: *Vogelina Lobe*.,inscriptions,Nederlands
cf8d332e-0a5d-549f-b5b1-0cc78da2487d,tg:lhob:507,Marks,2,"Signatuur van Frans Dille en de initialen VDL (tweemaal).
",inscriptions,Nederlands
5d4c3a0a-40b6-508e-8b59-fddec3e44740,tg:lhob:643,Marks,2,ED. GRIELENS.,inscriptions,Nederlands
9d5f15c3-4fdc-5863-b366-b2d3fecd9b73,tg:lhob:614,Marks,2,E. ARNAU & RODRIGUEZ.,inscriptions,Nederlands
c51130d7-eff4-5fc8-80d5-926020c83fe7,tg:lhsc:729,Marks,1,"Linksonder: _L Du Bar_

Rechts: _MAURITS SABBE _",inscriptions,Nederlands
4581f726-f3be-55e0-9df3-a7421168cf88,tg:lhsc:6935,Marks,1,"Vooraan:_1853 Edward Keurvels 1916_

Achteraan:_ Hildebert Derre

Antwerpen

1925_",inscriptions,Nederlands
964cc9f8-c6fb-5e05-be6f-a69ec8f45f88,tg:lhsc:816,Marks,1,"Onder de linkerschouderafsnede: _J.Anthone. Antw._

Vooraan op sokkel: _HENDRIK CONSCIENCE _",inscriptions,Nederlands
41b4a25e-fb9e-5f1c-898b-5cf330d4ad97,tg:lhsc:1120,Marks,2,Achteraan : _M.van Reeth_,inscriptions,Nederlands
c57d3dff-ca95-5c7a-a70c-0715b04bad2c,tg:lhsc:1065,Marks,2,Rechterzijde nek: _LODE VLEESHOUWERS_,inscriptions,Nederlands
edc8c733-dcfd-5003-b0f8-e0983ef6b059,tg:lhsc:953,Marks,1,"Op een zijvlak: _Moulé / filialement / le 30-V-1927 par / Dolf Ledel / Toute
reproduction interdite_",inscriptions,Nederlands
544acddc-3fe4-5e0d-b9d3-5229b7329e99,tg:lhsc:791,Marks,1,Linkerzijde hals: _JOZEF CANTRE_,inscriptions,Nederlands
c109e1c8-3c8c-5d08-ab95-85b87e1decba,tg:lhsc:1177,Marks,2,Achterkant: _Frans Claessens_,inscriptions,Nederlands
9a3697a7-0eb4-5fc8-8218-9cadb7d1fd11,tg:lhsc:841,Marks,1,Middenlinks: _Emiel Jespers / 1896_,inscriptions,Nederlands
45f7e0df-8b29-5eb8-9067-5079ce728265,tg:lhsc:904,Marks,1,Rechts onder: _L.DUPUIS F._,inscriptions,Nederlands
67c5f24b-ffab-5b5d-82d4-1c9e129a3fa8,tg:lhsc:1198,Marks,1,"Rechterboven sokkel: _Jef Van Hamme_

Voorkant sokkel: _DE SCHELDE_",inscriptions,Nederlands
1609b2cf-5d7d-50bc-ab15-5385e12df4b2,tg:lhsc:457,Marks,2,"Op het rechterzijvlak van het voetstuk: _Jul.Lagae_

Op de voorzijde van het voetstuk: _Albrecht Rodenbach_",inscriptions,Nederlands
0e60bd6c-c9d5-570a-a65a-f17bbf834784,tg:lhsc:1032,Marks,1,Vooraan: _DR JUUL GRIETENS / 1884-1936 _,inscriptions,Nederlands
ae836d71-5e59-5462-9c05-31c088dd28c5,tg:lhsc:768,Marks,1,"L-onder: _J Hullebroeck_

Links: _LAMBRECHT _

Rechts:_LAMBRECHTS_",inscriptions,Nederlands
30d5beb5-d97e-5113-9ef4-c93ee48fe2a4,tg:lhsc:1618,Marks,1,Voorzijde rechts: _G. Van den Meersche 49_,inscriptions,Nederlands
8952ee98-4a3b-5e5a-b709-53a2465da5a3,tg:lhsc:9382,Marks,1,Rechts onderaan zijkant: H. De Cuyper 1934,inscriptions,Nederlands
9ec48475-dc2c-5560-91cd-a805973fb943,tg:lhsc:787,Marks,1,Achterkant: _CeSAR SCHROEVENS _,inscriptions,Nederlands
9cd28d8b-e349-53a4-888a-51527624ee2c,tg:lhsc:1161,Marks,1,rechterzijkant: _LOUIS DUPUIS Sculp._,inscriptions,Nederlands
5e98834f-3e94-5421-8842-854d1dc7cd02,tg:lhsc:9414,Marks,1,"Achteraan: _30 1 1916 / Hoogboom_

Vooraan: _EDWARD KEURVELS_",inscriptions,Nederlands
b7f2caf3-61ca-5ff6-aeb6-ba624f2d1f9a,tg:lhsc:441,Marks,2,"achteraan onder de hals: _HILDEBERT / DERRE / 1948_

vooraan op de sokkel: _5.7.86 24.1.47 / FELIX / TIMMERMANS_",inscriptions,Nederlands
0a58669d-1ba2-52ac-9f85-7ad38b554934,tg:lhsc:5749,Marks,1,Vooraan: _Karel van de Woestijne,inscriptions,Nederlands
6106ae53-85b6-574d-b2c2-fcdb66051e39,tg:lhsc:695,Marks,2,Linkerschouder: _F. Van Havermaet 1878_,inscriptions,Nederlands
f638ca16-0b48-5df0-a70f-55b77f5ac68f,tg:lhsc:1136,Marks,1,Rechts _'50 BOSCHMANS R_,inscriptions,Nederlands
70c446d3-7c58-5155-943f-1f5109682d87,tg:lhsc:800,Marks,1,"Linkerzijde : _JORIS_

Vooraan op sokkel: _HENDRIK / CONSCIENCE / 1812-1912 _",inscriptions,Nederlands
a6e2381c-7847-51ec-af1b-da3f0c6ce595,tg:lhsc:416,Marks,2,"op het rechterzijvlak van het voetstuk: _Antoine VDK Nelson_

Op het rechterzijvlak gietersmerk: _Cie des Broinzes, Bruxelles (Cire-perdue)_

Op de rug van het beeld: _Aan de Hertog / Au Duc / de Campocelice / De
bewonderaars / Les admirateurs / van / de / Peter Benoit_ op de rug: _AAN DEN
HERTOG / AU DUC // DE CAMPOSELICE // DE BEWONDERAARS / VAN / LES ADMIRATEURS /
DE // PETER BENOIT",inscriptions,Nederlands
c712da57-0cfc-564d-838e-72529d031b00,tg:lhsc:1073,Marks,1,vooraan: _Jos de Decker _,inscriptions,Nederlands
808f6a8e-e8b3-5272-a4d3-07ea073480fc,tg:lhsc:744,Marks,1,"Linksonder: _L Du Bar_

Links: _STIJN STREUVELS _",inscriptions,Nederlands
dca9d500-6d0e-5ff3-8769-474c40de7f88,tg:lhsc:894,Marks,1,Rechts onder: _Josuë Dupon_,inscriptions,Nederlands
2b75ada6-e734-5be7-9f1d-ec90bed3d2ce,tg:lhsc:1008,Marks,1,Onderaan: _Jan Anteunis _,inscriptions,Nederlands
0d0abb06-6f3e-5ed8-addd-8e4396c56dd4,tg:lhsc:656,Marks,1,"Op achterzijde links: _ Jef LAMBEAUX / 1881_

Achter rechts: Cie des Bronzes / (Cire perdue) / Bruxelles_

Voor op sokkel: AAN/HENDRIK CONSCIENCE/1881",inscriptions,Nederlands
14d909f9-f9e2-52ad-93a6-20afa4c66ccc,tg:lhsc:1663,Marks,1,Op linkerzijvlak: _ César Scrouvens_,inscriptions,Nederlands
f05d6c41-784e-5cf0-9039-09c87f3248fd,tg:lhsc:713,Marks,1,"Rechtsonder: _ALB. POELS_, nauwelijks leesbaar",inscriptions,Nederlands
24236459-de9f-5836-9965-002498b3f1da,tg:lhsc:1360,Marks,2,Op hals-opzij: _A.Poels_,inscriptions,Nederlands
93e4684e-c057-59bc-bb5f-0fb0fdbd14dc,tg:lhsc:705,Marks,1,Onder rechts: _1888-1948_,inscriptions,Nederlands
bb80b3ad-5cad-57c7-8d5b-36c316548c15,tg:lhsc:1049,Marks,1,Op de rechterzijde: _J. De Braeckeleer 1851_,inscriptions,Nederlands
e15c628e-1951-5349-883b-97281b4f0f0d,tg:lhsc:1272,Marks,1,Op rug: _Willy Kreitz_,inscriptions,Nederlands
2960ca11-a297-5f0b-89d8-3fd2a096d7bb,tg:lhsc:752,Marks,1,"Schouderafsnede: _LDu Bar_

Links: _CYRIEL BUYSSE _",inscriptions,Nederlands
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,tg:lhsc:928,Marks,1,Links onder: _May Néama _,inscriptions,Nederlands
7542ff82-f437-53b0-acef-cf6d725c7c3a,tg:lhsc:882,Marks,1,Rechts onder: _JOHAN COOMANS _,inscriptions,Nederlands
b60312ae-da6e-5831-8667-510ba90aeeac,tg:lhsc:4284,Marks,1,"Rechterzijkant: _L.F. De Ridder

1935",inscriptions,Nederlands
9d79a9d4-411d-5b27-aac4-0302636d8963,tg:lhsc:1069,Marks,1,Achteraan: _Rik Sauter / 1917_,inscriptions,Nederlands
10743b6f-f549-53e1-a3c7-4a4986730133,tg:lhsc:725,Marks,1,"Rechtsonder: _O.Van Dongen _

Linksboven: _1853_

Rechtsboven: _ 1916_

Onderaan: _EDWARD KEURVELS / 1853 8 MAART 1953_",inscriptions,Nederlands
c13afe10-7532-593f-95c4-cfc653be71ae,tg:lhsc:660,Marks,2,"Tekst en signatuur achteraan: _Uit diepe Vriendschap / aan Stan de Kinder /
Emiel Jespers / 1899_",inscriptions,Nederlands
e37d4762-892d-513a-a790-92f2788323b5,tg:lhsc:1194,Marks,1,Achterkant: _Th.Soudeyns 35_,inscriptions,Nederlands
a208fd6f-bd31-55c8-baf9-a9734508cc38,tg:lhsc:908,Marks,1,"Rechts onder: _J Hullebroeck_

Rechts: _LAMBRECHTS _

Links: _LAMBRECHT_",inscriptions,Nederlands
0fc4f0fc-34ad-573a-bc01-95e09fc66aeb,tg:lhsc:772,Marks,2,Rechtsonder in spiegelbeeld,inscriptions,Nederlands
bca5796d-c9e2-5288-9c72-d44a8ae69b22,tg:lhsc:1317,Marks,2,in potlood langs de halssnijlijn,inscriptions,Nederlands
08bc524a-d0ec-53c9-9f32-34aaa7ba634c,tg:lhsc:9398,Marks,1,"links op het voetstuk: _Hildebert / DERRE 1938 / BORGERHOUT / ANTWERPEN_

vooraan: _HENDRIK CONSCIENCE_",inscriptions,Nederlands
6700bfba-adf7-5e59-95a5-da0bcf944967,tg:lhsc:1182,Marks,2,Links onderaan: _Oscar Jespers _,inscriptions,Nederlands
759d19fb-e417-57c3-a2fa-0ab28366902f,tg:lhsc:9418,Marks,1,"Op de grondplaat: _30-1-16 - H - BOOM  EDWARD KEURVELS_

",inscriptions,Nederlands
ca69df12-afa2-5c16-8e04-67a42b232734,tg:lhsc:1028,Marks,1,"In de holte aan de binnezijde: _14/3/72_ en het nummer _3_

Binnenin kleeft een sticker _Atelier Jos Loyens_",inscriptions,Nederlands
e32b45f4-e6e7-5e22-9a50-c6c72236772d,tg:lhsc:1301,Marks,1,achteraan langs de halssnijlijn,inscriptions,Nederlands
c0d57123-76e8-5bdf-8ba2-6316df8c6dde,tg:lhsc:764,Marks,1,"Linksonder: _L Du Bar_

Rechts: _STIJN STREUVELS _",inscriptions,Nederlands
eaaa48a6-6a26-59a1-916d-772c2b80f496,tg:lhsc:57,Marks,2,Op het rechterzijvlak van het voetstuk: _Fr. Joris. Sc._,inscriptions,Nederlands
00e7c800-363d-5867-af7e-9bdc361c7afc,tg:lhsc:1090,Marks,2,"Rechterzijde: _L Meeus_

Vooraan: _ANDRIES DE WEERT_",inscriptions,Nederlands
b11b5a15-2ae3-5b23-8cfd-d1f7f618d007,tg:lhsc:733,Marks,2,"Linksonder figuur: _ED. HOPPE_

Onder: _EMANUEL HIEL_",inscriptions,Nederlands
2b8d449c-a17f-51ca-9ed4-deb36568653e,tg:lhsc:699,Marks,1,Rechtsonder: _Jan van Rijswijck_,inscriptions,Nederlands
da6a8a09-1549-53d6-aa43-1129a453d599,tg:lhsc:5745,Marks,1,"onderaan: _Guido

Gezelle

1830-1899",inscriptions,Nederlands
709ec64a-d132-511e-bd37-e375573e8cab,tg:lhsc:676,Marks,2,"voorvoet: _ MARNIX / VAN /ST ALDEGONDE / MDXCVIII_

Op de voet van het standbeeld staat een scheld met de tekst: _RUST /
ELDERS<i/>",inscriptions,Nederlands
8fc8dce5-273f-5de5-9cd3-c3e9397fa794,tg:lhsc:932,Marks,1,"Rechts onderaan: _Fr.Jochems_

Links boven: _1812 _

Rechts boven: _1912_

Onder: _HENDRIK CONSCIENCE_",inscriptions,Nederlands
c83d38ee-cf88-52ce-853f-f3daaa70a95f,tg:lhsc:1141,Marks,1,Achteraan: _A WANSART _,inscriptions,Nederlands
f6021462-e54f-541e-b448-19aff4d52e82,tg:lhsc:748,Marks,1,"Schouderafsnede: _LDu Bar_

Links: _MAC LEOD_",inscriptions,Nederlands
eb97cc67-7be6-5473-ab54-9e969a5e5c94,tg:lhsc:436,Marks,1,"achteraan onder: _1938 / Hildebert; HD / AB_

vooraan onder: _Dr A Borms_",inscriptions,Nederlands
9df2a1ce-dc6b-5a33-a80d-3719474159ab,tg:lhsc:1053,Marks,2,Rechtsachter: _ALPH VAN BEURDEN / 84_,inscriptions,Nederlands
0696742d-5e1c-545a-bd45-738d6e6cf49f,tg:lhsc:1116,Marks,2,Achteraan: _De Martelaere / Aimé 60_,inscriptions,Nederlands
20301903-0f38-521a-8cb9-6c171fe4fa1c,tg:lhsc:7168,Marks,1,Zijkant rechts: _J. G._ of: _J. S._,inscriptions,Nederlands
56aba1da-5446-57bd-9cb5-ea2a168b96f1,tg:lhsc:820,Marks,1,"L-zijde : _Alph.Van Beurden [datum onleesbaar]_

Vooran: _HENDRIK CONSCIENCE_",inscriptions,Nederlands
7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,tg:lhsc:1045,Marks,1,Links: _Alf Stryman / 1930_,inscriptions,Nederlands
f274465b-973d-5922-94d1-6a60a08d7223,tg:lhsc:420,Marks,2,op het zijvlak van het voetstuk: _Jozef Cantré_,inscriptions,Nederlands
3da08481-996d-5afc-9c2b-b1ea76778381,tg:lhsc:973,Marks,2,"Gedateerd in de holte van de binnenzijde, onderaan _9 July 1854_",inscriptions,Nederlands
af090183-c4af-5662-980e-db628df336e1,tg:lhsc:1100,Marks,2,Achteraan boven de halsafsnede: _MARK MACKEN '49_,inscriptions,Nederlands
4ff424d2-788b-5235-be14-72a3b15aed5a,tg:lhsc:924,Marks,1,Rechtsonder: _G.Verlinden _( moeilijk leesbaar),inscriptions,Nederlands
d809757c-6092-562b-867c-de71d9c64d48,tg:lhsc:1012,Marks,1,Onderaan kin: _JDe Maegt 1938_,inscriptions,Nederlands
dad377e1-623d-5d35-974c-06612b728db9,tg:lhsc:861,Marks,1,Links onder: _A.Jef.Strymans.1938_,inscriptions,Nederlands
cbd2481d-117d-546c-bb2d-0893c6221e90,tg:lhsc:7201,Marks,1,"Linksonder op kop gesigneerd: _L. V. Esbroeck_

Binnenin sokkel gedateerd: _1965",inscriptions,Nederlands
140332d8-540d-5f5a-82d9-0a9dd88a28b5,tg:lhsc:925,Marks,1,Rechtsonder: _G.Verlinden _( moeilijk leesbaar),inscriptions,Nederlands
931c359c-9822-5bd7-9388-b585bbd7b325,tg:lhsc:860,Marks,1,"L-onder: _L.Sebregts_

Onder: _Dr.J.O.DE GRUYTER_",inscriptions,Nederlands
6482f096-93b7-5fb5-ae7c-5f5e55f3cf6f,tg:lhsc:1228,Marks,2,"Ahcteraan, sokkel: _W.Kreitz_",inscriptions,Nederlands
