ResourceID,mmb_id_mat,card,order,Acquisition Brocade ID,Acquisition Widget,Archive Brocade ID,Archive Widget,source_value,Dimension Value,Dimension Type,Dimension Measurement Unit,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget,Start Date,End Date,Image URL,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Object Type,Other Identifier Type,Other Identifier,Annotation Type,Annotation Language,Annotation
0aa0fe80-a3de-590d-a912-829862db9c38,tg:mmbdc:46_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,
0aa0fe80-a3de-590d-a912-829862db9c38,,e22_Dimensions,,,,,,210 x 165 mm,210,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
0aa0fe80-a3de-590d-a912-829862db9c38,,e22_Dimensions,,,,,,210 x 165 mm,165,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
0aa0fe80-a3de-590d-a912-829862db9c38,tg:mmbdc:46_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/u1c7NF9dTVRSVSqcutxHXISV,,,,,,,,,,,,
0aa0fe80-a3de-590d-a912-829862db9c38,tg:mmbdc:46_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1905-03-09,,,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:15_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0b709b78-cc59-59d6-a0ea-0e08541230fa,Doos A.IX,,obituaries,record identifiers,tg:mmbdc:15_#1,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,tg:mmbdc:15_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,,e22_Dimensions,,,,,,108 x 70 mm,108,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,,e22_Dimensions,,,,,,108 x 70 mm,70,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,tg:mmbdc:15_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/N186SqTDYcRinPBrYixEh1vk,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,tg:mmbdc:15_#1,e22_ProductionActors,1,,,,,,,,,au::115209:1,"Mayer van den Bergh, Oscar",subjects (content of works),"No match for au::115209, subjects (content of works), Mayer van den Bergh, Oscar",,,,,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,tg:mmbdc:15_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1913-08-08,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:79_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0ced21dc-67bf-5d73-8344-d7c3172d51d8,Doos A.XI,,financial records,record identifiers,tg:mmbdc:79_#1,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_Archives,1,,,MMB.A.I.D.2.b,,,,,,,,,,,,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,,e22_Dimensions,,,,,,181 x 218 mm,181,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,,e22_Dimensions,,,,,,181 x 218 mm,218,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/m1JMaXQRNdbPGiNESZ0nAyHZ,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_ProductionActors,1,,,,,,,,,au::45571:1,"Waals, J. van der",authors,,"dlod={""suggest"":[""/agents/corporate_entities/4876097"",""au::45571"",""au::45571:1"",""ark:/83110/x0/4078a104-33c3-5ece-b3a1-29c11307264b"",""J. van der Waals""],""name"":""J. van der Waals"",""ark"":""ark:/83110/x0/4078a104-33c3-5ece-b3a1-29c11307264b"",""uri"":""/agents/corporate_entities/4876097"",""id"":""au::45571:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1914-12-31,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:131_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0e868a89-1da8-534a-bcbd-be9849ce6df6,Doos A.XII,,files (document groupings),record identifiers,tg:mmbdc:131_#1,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,e22_Archives,1,,,MMB.A.I.A.4.c,,,,,,,,,,,,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,,e22_Dimensions,,,,,,133 x 123 mm,133,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,,e22_Dimensions,,,,,,133 x 123 mm,123,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/LWYLXIWhImUhYUPNOm7uFL81,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,e22_ProductionActors,1,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",authors,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,e22_ProductionActors,2,,,,,,,,,au::115315:1,"Helbing, Hugo",subjects (content of works),"No match for au::115315, subjects (content of works), Helbing, Hugo",,,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1897-06-19,,,,,,,,,,,,,,
0f9cccc8-1993-557c-b3cf-3ef70636c964,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:160_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0f9cccc8-1993-557c-b3cf-3ef70636c964,"groot depot, kast 14",,files (document groupings),record identifiers,tg:mmbdc:160_#1,remarks,Nederlands,Overgeschreven door Henriëtte Mayer van den Bergh
0f9cccc8-1993-557c-b3cf-3ef70636c964,tg:mmbdc:160_#1,e22_Archives,1,,,MMB.A.I.A.4.a,,,,,,,,,,,,,,,,,,,,,,,,,
0f9cccc8-1993-557c-b3cf-3ef70636c964,,e22_Dimensions,,,,,,133 x 87 mm,133,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
0f9cccc8-1993-557c-b3cf-3ef70636c964,,e22_Dimensions,,,,,,133 x 87 mm,87,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
0f9cccc8-1993-557c-b3cf-3ef70636c964,tg:mmbdc:160_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/E2cxDWFTYUQoGEbV4OYBhnTM,,,,,,,,,,,,
0f9cccc8-1993-557c-b3cf-3ef70636c964,tg:mmbdc:160_#1,e22_ProductionActors,1,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",authors,"No match for au::115207, authors, Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:147_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/1225d2c6-ae14-534c-b23f-9bb9d81bf370,Doos A.XVIII,,files (document groupings),record identifiers,tg:mmbdc:147_#1,remarks,Nederlands,MMB.0024
1225d2c6-ae14-534c-b23f-9bb9d81bf370,tg:mmbdc:147_#1,e22_Archives,1,,,MMB.A.I.B.4.a,,,,,,,,,,,,,,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,,e22_Dimensions,,,,,,214 x 343 mm,214,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,,e22_Dimensions,,,,,,214 x 343 mm,343,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,tg:mmbdc:147_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/s2jeMUWKmyFlNWHUbWvK8Xuk,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,tg:mmbdc:147_#1,e22_ProductionActors,1,,,,,,,,,au::5179:1,"Delbeke, August",authors,,"dlod={""suggest"":[""/agents/people/554153"",""au::5179"",""au::5179:1"",""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""August Delbeke""],""name"":""August Delbeke"",""ark"":""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""uri"":""/agents/people/554153"",""id"":""au::5179:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,tg:mmbdc:147_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1904-uu-uu,,,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:149_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,Doos A.XVIII,,files (document groupings),record identifiers,tg:mmbdc:149_#1,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,e22_Archives,1,,,MMB.A.I.B.4.a,,,,,,,,,,,,,,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,,e22_Dimensions,,,,,,214 x 343 mm,214,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,,e22_Dimensions,,,,,,214 x 343 mm,343,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/OrhGsOWTLHLCbXrLqJCbyLJ9,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,e22_ProductionActors,1,,,,,,,,,au::5179:1,"Delbeke, August",authors,,"dlod={""suggest"":[""/agents/people/554153"",""au::5179"",""au::5179:1"",""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""August Delbeke""],""name"":""August Delbeke"",""ark"":""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""uri"":""/agents/people/554153"",""id"":""au::5179:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1904-uu-uu,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:102_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/16ea225c-79b9-5577-b04b-7c7734dcef32,Doos A.XI,,files (document groupings),record identifiers,tg:mmbdc:102_#1,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_Archives,1,,,MMB.A.I.D.2.a,,,,,,,,,,,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,,e22_Dimensions,,,,,,278 x 218 mm,278,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,,e22_Dimensions,,,,,,278 x 218 mm,218,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/U2SjcF8dZiYQDpQsWZd7S6y5,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_ProductionActors,1,,,,,,,,,au::115285:1,"Hertoghe, Eugène",authors,"No match for au::115285, authors, Hertoghe, Eugène",,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_ProductionActors,2,,,,,,,,,au::115284:1,"Verelst, Willem",signers,"No match for au::115284, signers, Verelst, Willem",,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1917-07-23,1917-02-24,,,,,,,,,,,,,
16fdf550-a558-5c59-b552-9e20923211a7,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:98_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/16fdf550-a558-5c59-b552-9e20923211a7,Doos A.XI,,files (document groupings),record identifiers,tg:mmbdc:98_#1,,,
16fdf550-a558-5c59-b552-9e20923211a7,tg:mmbdc:98_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,
16fdf550-a558-5c59-b552-9e20923211a7,tg:mmbdc:98_#1,e22_Archives,1,,,MMB.A.I.D.2.a,,,,,,,,,,,,,,,,,,,,,,,,,
16fdf550-a558-5c59-b552-9e20923211a7,,e22_Dimensions,,,,,,277 x 219 mm,277,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
16fdf550-a558-5c59-b552-9e20923211a7,,e22_Dimensions,,,,,,277 x 219 mm,219,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
16fdf550-a558-5c59-b552-9e20923211a7,tg:mmbdc:98_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/O1q6qORiXhFBECcSNdAZdTlI,,,,,,,,,,,,
16fdf550-a558-5c59-b552-9e20923211a7,tg:mmbdc:98_#1,e22_ProductionActors,1,,,,,,,,,au::115285:1,"Hertoghe, Eugène",authors,"No match for au::115285, authors, Hertoghe, Eugène",,,,,,,,,,,,,,,,
16fdf550-a558-5c59-b552-9e20923211a7,tg:mmbdc:98_#1,e22_ProductionActors,2,,,,,,,,,au::115284:1,"Verelst, Willem",signers,"No match for au::115284, signers, Verelst, Willem",,,,,,,,,,,,,,,,
16fdf550-a558-5c59-b552-9e20923211a7,tg:mmbdc:98_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1916-09-04,1916-10-20,,,,,,,,,,,,,
17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:101_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,Doos A.XI,,files (document groupings),record identifiers,tg:mmbdc:101_#1,,,
17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,tg:mmbdc:101_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,
17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,tg:mmbdc:101_#1,e22_Archives,1,,,MMB.A.I.D.2.a,,,,,,,,,,,,,,,,,,,,,,,,,
17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,,e22_Dimensions,,,,,,278 x 219 mm,278,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,,e22_Dimensions,,,,,,278 x 219 mm,219,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,tg:mmbdc:101_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/LkWH6UQ5gMSMWljbU4gNXNxi,,,,,,,,,,,,
17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,tg:mmbdc:101_#1,e22_ProductionActors,1,,,,,,,,,au::115285:1,"Hertoghe, Eugène",authors,"No match for au::115285, authors, Hertoghe, Eugène",,,,,,,,,,,,,,,,
17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,tg:mmbdc:101_#1,e22_ProductionActors,2,,,,,,,,,au::115284:1,"Verelst, Willem",signers,"No match for au::115284, signers, Verelst, Willem",,,,,,,,,,,,,,,,
17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,tg:mmbdc:101_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1917-10-29,1917-12-01,,,,,,,,,,,,,
19a928ce-384c-5950-9f66-aff236631d53,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:128_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/19a928ce-384c-5950-9f66-aff236631d53,Doos A.XII,,files (document groupings),record identifiers,tg:mmbdc:128_#1,,,
19a928ce-384c-5950-9f66-aff236631d53,tg:mmbdc:128_#1,e22_Archives,1,,,MMB.A.I.A.4.c,,,,,,,,,,,,,,,,,,,,,,,,,
19a928ce-384c-5950-9f66-aff236631d53,,e22_Dimensions,,,,,,"137 x 211,2 mm",137,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
19a928ce-384c-5950-9f66-aff236631d53,,e22_Dimensions,,,,,,"137 x 211,2 mm","211,2",breedte,millimeters,,,,,,,,,,,,,,,,,,,,
19a928ce-384c-5950-9f66-aff236631d53,tg:mmbdc:128_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/T1cWhdKIOJeec6dlRvRnbB0R,,,,,,,,,,,,
19a928ce-384c-5950-9f66-aff236631d53,tg:mmbdc:128_#1,e22_ProductionActors,1,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",authors,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
19a928ce-384c-5950-9f66-aff236631d53,tg:mmbdc:128_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1896-04-uu,,,,,,,,,,,,,,
1aacb29f-bc49-56ee-afd3-9ae413d1ef68,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:45_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/1aacb29f-bc49-56ee-afd3-9ae413d1ef68,Doos A.IX,,offprints,record identifiers,tg:mmbdc:45_#1,,,
1aacb29f-bc49-56ee-afd3-9ae413d1ef68,tg:mmbdc:45_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,
1aacb29f-bc49-56ee-afd3-9ae413d1ef68,,e22_Dimensions,,,,,,243 x 160 mm,243,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
1aacb29f-bc49-56ee-afd3-9ae413d1ef68,,e22_Dimensions,,,,,,243 x 160 mm,160,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
1aacb29f-bc49-56ee-afd3-9ae413d1ef68,tg:mmbdc:45_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/wG2A7ZSIgeWGMsSdQPFKR66o,,,,,,,,,,,,
1aacb29f-bc49-56ee-afd3-9ae413d1ef68,tg:mmbdc:45_#1,e22_ProductionActors,1,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
1aacb29f-bc49-56ee-afd3-9ae413d1ef68,tg:mmbdc:45_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1905-03-08,,,,,,,,,,,,,,
