ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,adm.acquiredVia,adm.id_mat,adm.inv,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Material,Object Type,volgnummer,note,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier
002c3ce6-2ca2-5875-8d74-0bb515ffad74,tg:lhbr:145073_#1,e22_AcquisitionNumbers,1,,,,67699/635,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
002c3ce6-2ca2-5875-8d74-0bb515ffad74,tg:lhbr:145073_#1,e22_Acquisitions,1,tr:lh:3436,"dlod={""name"":""Archiefstukken van Remi Sterkens"",""ark"":""ark:/24970/x0/a8b579b5-6060-5dd0-ba6d-5d1aac523743"",""uri"":""/repositories/11/accessions/17037"",""id"":""tr:lh:3436"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/a8b579b5-6060-5dd0-ba6d-5d1aac523743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002c3ce6-2ca2-5875-8d74-0bb515ffad74,tg:lhbr:145073_#1,e22_Archives,1,,,,,,,,,,,isad:lh:459,"dlod={""name"":""1947-56, Verhandelingen"",""ark"":""ark:/24970/x0/7910475f-7602-54fe-95d3-789d5e67288d"",""uri"":""/repositories/11/archival_objects/169191"",""id"":""isad:lh:459"",""nameWithContext"":[""Briefwisseling"",""Thematisch""],""resourceName"":""Archief van Katholieke Vlaamse Hogeschooluitbreiding"",""resourceArk"":""ark:/24970/x0/0d166732-8313-55c4-8e43-6913a91d1dce"",""resourceURI"":""/repositories/11/resources/2126"",""resourceID"":""isad:lh:453"",""capacity"":""1947-56, Verhandelingen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/7910475f-7602-54fe-95d3-789d5e67288d,,,,,,,,,,,,,,,,,,,
002c3ce6-2ca2-5875-8d74-0bb515ffad74,tg:lhbr:145073_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:3436,tg:lhbr:145073_#1,67699/635,isad:lh:459,"H 722 / B (1947-56, Verhandelingen)",002c3ce6-2ca2-5875-8d74-0bb515ffad74,,,,,,,,,,,,
0032f939-4410-5f92-9c9e-d5194f773509,tg:lhbr:128404_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:128404_#1,https://data.letterenhuis.be/ark:/24970/0032f939-4410-5f92-9c9e-d5194f773509
0032f939-4410-5f92-9c9e-d5194f773509,tg:lhbr:128404_#1,e22_AcquisitionNumbers,1,,,,71071/303,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
0032f939-4410-5f92-9c9e-d5194f773509,tg:lhbr:128404_#1,e22_Acquisitions,1,tr:lh:3672,"dlod={""name"":""Archief van Daan Boens"",""ark"":""ark:/24970/x0/cf3b952f-0fdc-5679-8506-da55ee86beb3"",""uri"":""/repositories/11/accessions/19395"",""id"":""tr:lh:3672"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/cf3b952f-0fdc-5679-8506-da55ee86beb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0032f939-4410-5f92-9c9e-d5194f773509,tg:lhbr:128404_#1,e22_Archives,1,,,,,,,,,,,isad:lh:53851,"dlod={""name"":""Brieven van Maurits Sabbe"",""ark"":""ark:/24970/x0/09d77ca7-1719-5c62-a1e0-ae7017ae23bc"",""uri"":""/repositories/11/archival_objects/257910"",""id"":""isad:lh:53851"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Daan Boens per correspondent""],""resourceName"":""Archief van Daan Boens"",""resourceArk"":""ark:/24970/x0/b88709c9-7ee9-5775-9b4c-a27c3f262d17"",""resourceURI"":""/repositories/11/resources/3332"",""resourceID"":""isad:lh:300"",""capacity"":""Brieven van Maurits Sabbe"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/09d77ca7-1719-5c62-a1e0-ae7017ae23bc,,,,,,,,,,,,,,,,,,,
0032f939-4410-5f92-9c9e-d5194f773509,tg:lhbr:128404_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:3672,tg:lhbr:128404_#1,71071/303,isad:lh:53851,S 1055 / B,0032f939-4410-5f92-9c9e-d5194f773509,,,,,,,,,,,,
003e6ac6-b3e6-512b-b12d-7a25069e3476,tg:lhbr:76498_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:76498_#1,https://data.letterenhuis.be/ark:/24970/003e6ac6-b3e6-512b-b12d-7a25069e3476
003e6ac6-b3e6-512b-b12d-7a25069e3476,tg:lhbr:76498_#1,e22_AcquisitionNumbers,1,,,,146122/16,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
003e6ac6-b3e6-512b-b12d-7a25069e3476,tg:lhbr:76498_#1,e22_Acquisitions,1,tr:lh:6298,"dlod={""name"":""Archief van Alfons Verheyen"",""ark"":""ark:/24970/x0/8425458c-a3dc-5c23-be65-5f6b416e7263"",""uri"":""/repositories/11/accessions/11972"",""id"":""tr:lh:6298"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8425458c-a3dc-5c23-be65-5f6b416e7263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003e6ac6-b3e6-512b-b12d-7a25069e3476,tg:lhbr:76498_#1,e22_Archives,1,,,,,,,,,,,isad:lh:34243,"dlod={""name"":""Brieven van Camille Huysmans"",""ark"":""ark:/24970/x0/7c20775d-6cd7-5be8-ac0b-f66ba7974d7d"",""uri"":""/repositories/11/archival_objects/236799"",""id"":""isad:lh:34243"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Alfons Verheyen per correspondent""],""resourceName"":""Archief van Alfons Verheyen"",""resourceArk"":""ark:/24970/x0/c2b44177-b760-5c1e-9acd-fa5f6756dbcc"",""resourceURI"":""/repositories/11/resources/3076"",""resourceID"":""isad:lh:15181"",""capacity"":""Brieven van Camille Huysmans"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/7c20775d-6cd7-5be8-ac0b-f66ba7974d7d,,,,,,,,,,,,,,,,,,,
003e6ac6-b3e6-512b-b12d-7a25069e3476,tg:lhbr:76498_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:6298,tg:lhbr:76498_#1,146122/16,isad:lh:34243,V 395 / B2,003e6ac6-b3e6-512b-b12d-7a25069e3476,,,,,,,,,,,,
0052daf7-7a12-5873-bbee-417c2031b2d2,tg:lhbr:93048_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:93048_#1,https://data.letterenhuis.be/ark:/24970/0052daf7-7a12-5873-bbee-417c2031b2d2
0052daf7-7a12-5873-bbee-417c2031b2d2,tg:lhbr:93048_#1,e22_AcquisitionNumbers,1,,,,158835/261,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
0052daf7-7a12-5873-bbee-417c2031b2d2,tg:lhbr:93048_#1,e22_Acquisitions,1,tr:lh:6479,"dlod={""name"":""Archief van Mark Liebrecht"",""ark"":""ark:/24970/x0/2c1d385a-2212-555c-8756-d2de38d7d0ed"",""uri"":""/repositories/11/accessions/12806"",""id"":""tr:lh:6479"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/2c1d385a-2212-555c-8756-d2de38d7d0ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0052daf7-7a12-5873-bbee-417c2031b2d2,tg:lhbr:93048_#1,e22_Archives,1,,,,,,,,,,,isad:lh:39716,"dlod={""name"":""Brieven van Emmanuel Looten"",""ark"":""ark:/24970/x0/b04e7071-a023-59be-a1f3-8236d9726dfb"",""uri"":""/repositories/11/archival_objects/218861"",""id"":""isad:lh:39716"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Mark Liebrecht per correspondent""],""resourceName"":""Archief van Mark Liebrecht"",""resourceArk"":""ark:/24970/x0/f7df4e1a-c575-53fc-be3a-2ade074a4995"",""resourceURI"":""/repositories/11/resources/2836"",""resourceID"":""isad:lh:683"",""capacity"":""Brieven van Emmanuel Looten"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/b04e7071-a023-59be-a1f3-8236d9726dfb,,,,,,,,,,,,,,,,,,,
0052daf7-7a12-5873-bbee-417c2031b2d2,tg:lhbr:93048_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:6479,tg:lhbr:93048_#1,158835/261,isad:lh:39716,L 5335 / B2,0052daf7-7a12-5873-bbee-417c2031b2d2,,,,,,,,,,,,
00b3cf3e-f78d-5467-bfaf-74ae3d0fcfb3,tg:lhbr:251615_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:251615_#1,https://data.letterenhuis.be/ark:/24970/00b3cf3e-f78d-5467-bfaf-74ae3d0fcfb3
00b3cf3e-f78d-5467-bfaf-74ae3d0fcfb3,tg:lhbr:251615_#1,e22_Acquisitions,1,tr:lh:139769,"dlod={""name"":""Archief van Adolf Herckenrath"",""ark"":""ark:/24970/x0/6eba29b6-6a88-507e-986e-3f659f6d8ba4"",""uri"":""/repositories/11/accessions/14151"",""id"":""tr:lh:139769"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/6eba29b6-6a88-507e-986e-3f659f6d8ba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00b3cf3e-f78d-5467-bfaf-74ae3d0fcfb3,tg:lhbr:251615_#1,e22_Archives,1,,,,,,,,,,,isad:lh:142493,"dlod={""name"":""Briefwisseling met   Hélène Swarth"",""ark"":""ark:/24970/x0/89bed8fb-6d6d-58e9-afd6-935d3a0881f2"",""uri"":""/repositories/11/archival_objects/170721"",""id"":""isad:lh:142493"",""nameWithContext"":[""Briefwisseling"",""Briefwisseling met Adolf Herckenrath per correspondent"",""S""],""resourceName"":""Archief van Adolf Herckenrath"",""resourceArk"":""ark:/24970/x0/d59d7951-5368-5c37-a08c-cf5514b783ec"",""resourceURI"":""/repositories/11/resources/2173"",""resourceID"":""isad:lh:85903"",""capacity"":""Briefwisseling met   Hélène Swarth"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/89bed8fb-6d6d-58e9-afd6-935d3a0881f2,,,,,,,,,,,,,,,,,,,
00b3cf3e-f78d-5467-bfaf-74ae3d0fcfb3,tg:lhbr:251615_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,ink,,,,,,,,
00b3cf3e-f78d-5467-bfaf-74ae3d0fcfb3,tg:lhbr:251615_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbk,,,,,,,,,,,,,,,,,,postcards,,,,,,,
00b3cf3e-f78d-5467-bfaf-74ae3d0fcfb3,tg:lhbr:251615_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,handwriting,,,
00d0f041-a15d-59cb-95e2-69867b51a8bc,tg:lhbr:292195_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:292195_#1,https://data.letterenhuis.be/ark:/24970/00d0f041-a15d-59cb-95e2-69867b51a8bc
00d0f041-a15d-59cb-95e2-69867b51a8bc,tg:lhbr:292195_#1,e22_Acquisitions,1,tr:lh:97999,"dlod={""name"":""Archief van Clem Bittremieux"",""ark"":""ark:/24970/x0/e0e1e031-cab3-5476-a102-73da2077b2f6"",""uri"":""/repositories/11/accessions/13826"",""id"":""tr:lh:97999"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/e0e1e031-cab3-5476-a102-73da2077b2f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00d0f041-a15d-59cb-95e2-69867b51a8bc,tg:lhbr:292195_#1,e22_Archives,1,,,,,,,,,,,isad:lh:176021,"dlod={""name"":""Brieven van Rob Nieuwenhuys"",""ark"":""ark:/24970/x0/ebbbde82-90c6-5bcd-8865-a29b23272e6e"",""uri"":""/repositories/11/archival_objects/202926"",""id"":""isad:lh:176021"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Clement Bittremieux per correspondent"",""Correspondenten A-N""],""resourceName"":""Archief van Clement Bittremieux"",""resourceArk"":""ark:/24970/x0/f99d3b5a-6b10-5aaa-8ee2-c4dc817c25c6"",""resourceURI"":""/repositories/11/resources/2617"",""resourceID"":""isad:lh:174945"",""capacity"":""Brieven van Rob Nieuwenhuys"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/ebbbde82-90c6-5bcd-8865-a29b23272e6e,,,,,,,,,,,,,,,,,,,
00d0f041-a15d-59cb-95e2-69867b51a8bc,tg:lhbr:292195_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,
00d0f041-a15d-59cb-95e2-69867b51a8bc,tg:lhbr:292195_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,ts,,,,,,,,,,,,,,,,,,,,,,typewriting,,,
00d2ffda-1f47-5703-95c5-d55a1660eb11,tg:lhbr:188314_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:188314_#1,https://data.letterenhuis.be/ark:/24970/00d2ffda-1f47-5703-95c5-d55a1660eb11
00d2ffda-1f47-5703-95c5-d55a1660eb11,tg:lhbr:188314_#1,e22_AcquisitionNumbers,1,,,,179267,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
00d2ffda-1f47-5703-95c5-d55a1660eb11,tg:lhbr:188314_#1,e22_Acquisitions,1,tr:lh:7198,"dlod={""name"":""Archief van Rob van Roosbroeck"",""ark"":""ark:/24970/x0/59b83f75-aa33-5615-80b9-a7983be86710"",""uri"":""/repositories/11/accessions/12019"",""id"":""tr:lh:7198"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/59b83f75-aa33-5615-80b9-a7983be86710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00d2ffda-1f47-5703-95c5-d55a1660eb11,tg:lhbr:188314_#1,e22_Archives,1,,,,,,,,,,,isad:lh:73836,"dlod={""name"":""Brieven aan Reen Duysan"",""ark"":""ark:/24970/x0/793fcb85-3e0e-5a78-98ec-4b12ac29aec1"",""uri"":""/repositories/11/archival_objects/268681"",""id"":""isad:lh:73836"",""nameWithContext"":[""Briefwisseling"",""Brieven van Rob van Roosbroeck per correspondent""],""resourceName"":""Archief van Rob van Roosbroeck"",""resourceArk"":""ark:/24970/x0/2afc5cba-4538-5f52-9da2-a5cc0a9a9262"",""resourceURI"":""/repositories/11/resources/3416"",""resourceID"":""isad:lh:5267"",""capacity"":""Brieven aan Reen Duysan"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/793fcb85-3e0e-5a78-98ec-4b12ac29aec1,,,,,,,,,,,,,,,,,,,
00d2ffda-1f47-5703-95c5-d55a1660eb11,tg:lhbr:188314_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:7198,tg:lhbr:188314_#1,179267,isad:lh:73836,R 702 / B1,00d2ffda-1f47-5703-95c5-d55a1660eb11,,,,,,,,,,,,
00d2ffda-1f47-5703-95c5-d55a1660eb11,tg:lhbr:188314_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,ink,,,,,,,,
00d2ffda-1f47-5703-95c5-d55a1660eb11,tg:lhbr:188314_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,
00d2ffda-1f47-5703-95c5-d55a1660eb11,tg:lhbr:188314_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,handwriting,,,
00db39d4-ba78-5771-9e38-4c91aacb316c,tg:lhbr:7504_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:7504_#1,https://data.letterenhuis.be/ark:/24970/00db39d4-ba78-5771-9e38-4c91aacb316c
00db39d4-ba78-5771-9e38-4c91aacb316c,tg:lhbr:7504_#1,e22_AcquisitionNumbers,1,,,,105841/1a-b,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
00db39d4-ba78-5771-9e38-4c91aacb316c,tg:lhbr:7504_#1,e22_Acquisitions,1,tr:lh:5400,"dlod={""name"":""Archief van Alfred Hegenscheidt"",""ark"":""ark:/24970/x0/20e3cbb9-5fa0-530c-9d35-4e207d833759"",""uri"":""/repositories/11/accessions/17343"",""id"":""tr:lh:5400"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/20e3cbb9-5fa0-530c-9d35-4e207d833759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00db39d4-ba78-5771-9e38-4c91aacb316c,tg:lhbr:7504_#1,e22_Archives,1,,,,,,,,,,,isad:lh:4765,"dlod={""name"":""Brieven van Richard Baseleer"",""ark"":""ark:/24970/x0/123b5a3c-f54b-52fe-9b50-558a66be6b32"",""uri"":""/repositories/11/archival_objects/204351"",""id"":""isad:lh:4765"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Alfred Hegenscheidt per correspondent""],""resourceName"":""Archief van Alfred Hegenscheidt"",""resourceArk"":""ark:/24970/x0/61fd720b-9fb1-5dbe-ab87-4ec92b66525e"",""resourceURI"":""/repositories/11/resources/2630"",""resourceID"":""isad:lh:1468"",""capacity"":""Brieven van Richard Baseleer"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/123b5a3c-f54b-52fe-9b50-558a66be6b32,,,,,,,,,,,,,,,,,,,
00db39d4-ba78-5771-9e38-4c91aacb316c,tg:lhbr:7504_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:5400,tg:lhbr:7504_#1,105841/1a-b,isad:lh:4765,B 271 / B,00db39d4-ba78-5771-9e38-4c91aacb316c,,,,,,,,,,,,
0149ea04-727c-50d3-bd7a-16a3401aa41a,tg:lhbr:252242_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:252242_#1,https://data.letterenhuis.be/ark:/24970/0149ea04-727c-50d3-bd7a-16a3401aa41a
0149ea04-727c-50d3-bd7a-16a3401aa41a,tg:lhbr:252242_#1,e22_AnnotationsMaterial,1,,,,,,note.lhalg,"<p>Afrekeningen</p>
","<p>Afrekeningen</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,
0149ea04-727c-50d3-bd7a-16a3401aa41a,tg:lhbr:252242_#1,e22_Archives,1,,,,,,,,,,,isad:lh:5474,"dlod={""name"":""Brieven van De Nederlandsche Boekhandel "",""ark"":""ark:/24970/x0/e6be6e70-dc84-5d29-9276-9baa7f276ccc"",""uri"":""/repositories/11/archival_objects/182667"",""id"":""isad:lh:5474"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Emmanuel de Bom per correspondent"",""Correspondenten N-O""],""resourceName"":""Archief van Emmanuel de Bom"",""resourceArk"":""ark:/24970/x0/8de9b771-9a6d-5a9b-9aae-84e8cb0ef443"",""resourceURI"":""/repositories/11/resources/2352"",""resourceID"":""isad:lh:620"",""capacity"":""Brieven van De Nederlandsche Boekhandel "",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/e6be6e70-dc84-5d29-9276-9baa7f276ccc,,,,,,,,,,,,,,,,,,,
0149ea04-727c-50d3-bd7a-16a3401aa41a,tg:lhbr:252242_#1,e22_Items,1,,,,,,,,,,,,,,,,tg:lhbr:252242_#1,,isad:lh:5474,,0149ea04-727c-50d3-bd7a-16a3401aa41a,B 708 / 1543,,,,,,,,,,,
0149ea04-727c-50d3-bd7a-16a3401aa41a,tg:lhbr:252242_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,ink,,,,,,,,
0149ea04-727c-50d3-bd7a-16a3401aa41a,tg:lhbr:252242_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,
0149ea04-727c-50d3-bd7a-16a3401aa41a,tg:lhbr:252242_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,,,,,,,,,,,,,,B 708 / 1543,,,,,,
0149ea04-727c-50d3-bd7a-16a3401aa41a,tg:lhbr:252242_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,ts,,,,,,,,,,,,,,,,,,,,,,typewriting,,,
0177bf03-1fb6-5b2a-aa5d-1b35771c320f,tg:lhbr:228141_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:228141_#1,https://data.letterenhuis.be/ark:/24970/0177bf03-1fb6-5b2a-aa5d-1b35771c320f
0177bf03-1fb6-5b2a-aa5d-1b35771c320f,tg:lhbr:228141_#1,e22_AcquisitionNumbers,1,,,,211767,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
0177bf03-1fb6-5b2a-aa5d-1b35771c320f,tg:lhbr:228141_#1,e22_Acquisitions,1,tr:lh:7870,"dlod={""name"":""Archief van Michel Seuphor"",""ark"":""ark:/24970/x0/ef698f21-cc87-572c-ad29-bc80ab660e87"",""uri"":""/repositories/11/accessions/19362"",""id"":""tr:lh:7870"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ef698f21-cc87-572c-ad29-bc80ab660e87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0177bf03-1fb6-5b2a-aa5d-1b35771c320f,tg:lhbr:228141_#1,e22_AnnotationsMaterial,1,,,,,,note.lhalg,"<p>Documentatie bijgevoegd.</p>
","<p>Documentatie bijgevoegd.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,
0177bf03-1fb6-5b2a-aa5d-1b35771c320f,tg:lhbr:228141_#1,e22_Archives,1,,,,,,,,,,,isad:lh:82197,"dlod={""name"":""Jean Piaubert"",""ark"":""ark:/24970/x0/ecccdce6-28f3-5c2d-bc96-850aa5bcabb3"",""uri"":""/repositories/11/archival_objects/308556"",""id"":""isad:lh:82197"",""nameWithContext"":[""Briefwisseling/Lettres"",""Reeks P""],""resourceName"":""Archief van Michel Seuphor"",""resourceArk"":""ark:/24970/x0/ae31e955-ddae-563a-bf03-21ce2aa191b8"",""resourceURI"":""/repositories/11/resources/3874"",""resourceID"":""isad:lh:3778"",""capacity"":""Jean Piaubert"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/ecccdce6-28f3-5c2d-bc96-850aa5bcabb3,,,,,,,,,,,,,,,,,,,
0177bf03-1fb6-5b2a-aa5d-1b35771c320f,tg:lhbr:228141_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:7870,tg:lhbr:228141_#1,211767,isad:lh:82197,S 59 / Archief P,0177bf03-1fb6-5b2a-aa5d-1b35771c320f,,,,,,,,,,,,
0177bf03-1fb6-5b2a-aa5d-1b35771c320f,tg:lhbr:228141_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,
