ResourceID,brocade.id,Archive Brocade ID,card,order,Archive Name,Archive Identifier
019f10b3-20fc-518c-979f-c9790a63f996,tg:lhbr:170349,isad:lh:69228,Archives,1,Brieven van J. Brock:::BBV.1,{'url':'https://id.letterenhuis.be/ark:/24970/019f10b3-20fc-518c-979f-c9790a63f996'}
01ad13f5-dfd2-5a59-894c-b4275a34caa5,tg:lhbr:205359,isad:lh:75694,Archives,1,1962 - Prijs der Nederlandse Letteren,{'url':'https://id.letterenhuis.be/ark:/24970/01ad13f5-dfd2-5a59-894c-b4275a34caa5'}
01ff1fac-4851-5da4-b737-bf5e299bb528,tg:lhdc:2444,isad:lh:178532,Archives,1,1982,{'url':'https://id.letterenhuis.be/ark:/24970/01ff1fac-4851-5da4-b737-bf5e299bb528'}
020ae529-3754-5786-8d19-a01f11525539,tg:lhbr:102975,isad:lh:43616,Archives,1,Brieven van Lodewijk Mortelmans,{'url':'https://id.letterenhuis.be/ark:/24970/020ae529-3754-5786-8d19-a01f11525539'}
02172a71-7cdd-5b69-a592-b83854ede9c0,tg:lhdc:2825,isad:lh:179103,Archives,1,1949,{'url':'https://id.letterenhuis.be/ark:/24970/02172a71-7cdd-5b69-a592-b83854ede9c0'}
0231e8fd-5eee-5636-93ff-3f3498c33beb,tg:lhdc:302,isad:lh:130207,Archives,1,Aankondigingen van dicht- en declamatiewedstrijden bestemd voor Prudens van Duyse en Florimond van Duyse,{'url':'https://id.letterenhuis.be/ark:/24970/0231e8fd-5eee-5636-93ff-3f3498c33beb'}
02454729-d3d6-501d-8ee7-a4831387df5f,tg:lhbr:38924,isad:lh:18349,Archives,1,Brieven van Thieu Croonenberghs:::RDV.1,{'url':'https://id.letterenhuis.be/ark:/24970/02454729-d3d6-501d-8ee7-a4831387df5f'}
02605c00-af7d-5577-98cb-1a85682b5318,tg:lhdc:2429,isad:lh:178530,Archives,1,1980,{'url':'https://id.letterenhuis.be/ark:/24970/02605c00-af7d-5577-98cb-1a85682b5318'}
0262873a-ea2e-52a1-8e70-927cf5cb4851,tg:lhbr:51411,isad:lh:23375,Archives,1,Brieven van Fernand van Es,{'url':'https://id.letterenhuis.be/ark:/24970/0262873a-ea2e-52a1-8e70-927cf5cb4851'}
02770941-2413-5f4b-bcdb-47b9a121b2b1,tg:lhbr:283621,isad:lh:163087,Archives,1,Jos Verhelle,{'url':'https://id.letterenhuis.be/ark:/24970/02770941-2413-5f4b-bcdb-47b9a121b2b1'}
0287ca4c-165d-513b-93dd-e8e94f0d9bfb,tg:lhdc:4621,isad:lh:179323,Archives,1,1972,{'url':'https://id.letterenhuis.be/ark:/24970/0287ca4c-165d-513b-93dd-e8e94f0d9bfb'}
02917625-d597-55ee-a36f-2b17c557e5d8,tg:lhbr:214548,isad:lh:78046,Archives,1,1962,{'url':'https://id.letterenhuis.be/ark:/24970/02917625-d597-55ee-a36f-2b17c557e5d8'}
02987efd-f3fe-537f-bb04-fc796552f50c,tg:lhbr:226593,isad:lh:81749,Archives,1,Marcel Peeters Centrum,{'url':'https://id.letterenhuis.be/ark:/24970/02987efd-f3fe-537f-bb04-fc796552f50c'}
02c88ee3-c416-5ee6-a414-456326811f58,tg:lhdc:1291,isad:lh:174444,Archives,1,1953,{'url':'https://id.letterenhuis.be/ark:/24970/02c88ee3-c416-5ee6-a414-456326811f58'}
02e1886a-0070-504c-ad2b-8598b72be8b0,tg:lhdc:2716,isad:lh:179101,Archives,1,1947,{'url':'https://id.letterenhuis.be/ark:/24970/02e1886a-0070-504c-ad2b-8598b72be8b0'}
02eaf485-caae-5b03-a02c-82e34b0be6e8,tg:lhdc:1182,isad:lh:174442,Archives,1,1951,{'url':'https://id.letterenhuis.be/ark:/24970/02eaf485-caae-5b03-a02c-82e34b0be6e8'}
02ee8d41-856e-5f1a-b4d6-1ebb943aa500,tg:lhdc:4656,isad:lh:181951,Archives,1,,{'url':'https://id.letterenhuis.be/ark:/24970/02ee8d41-856e-5f1a-b4d6-1ebb943aa500'}
030ff782-427f-50a7-8b82-c747486f4e4b,tg:lhdc:3845,isad:lh:179324,Archives,1,1973,{'url':'https://id.letterenhuis.be/ark:/24970/030ff782-427f-50a7-8b82-c747486f4e4b'}
03121ee9-cc5a-5ae2-a79f-d11a9547c51a,tg:lhdc:266,isad:lh:130207,Archives,1,Aankondigingen van dicht- en declamatiewedstrijden bestemd voor Prudens van Duyse en Florimond van Duyse,{'url':'https://id.letterenhuis.be/ark:/24970/03121ee9-cc5a-5ae2-a79f-d11a9547c51a'}
03195429-c200-57f6-97ff-6247e9bf028e,tg:lhhs:12823,isad:lh:91162,Archives,1,2_1943-1955,{'url':'https://id.letterenhuis.be/ark:/24970/03195429-c200-57f6-97ff-6247e9bf028e'}
031b3d9b-2202-5a05-8236-e60a460a606c,tg:lhhs:17363,isad:lh:145184,Archives,1,Borgstelling door E. de Bom voor Antoinette de Bom,{'url':'https://id.letterenhuis.be/ark:/24970/031b3d9b-2202-5a05-8236-e60a460a606c'}
03236c82-4e04-57e7-96a5-690d0bd90161,tg:lhhs:11537,isad:lh:90678,Archives,1,29,{'url':'https://id.letterenhuis.be/ark:/24970/03236c82-4e04-57e7-96a5-690d0bd90161'}
032fb63f-baa0-5b3a-a7fd-990b2dc9bdd2,tg:lhbr:48630,isad:lh:22270,Archives,1,Brieven van Aalbrecht van Durme:::BBV.1,{'url':'https://id.letterenhuis.be/ark:/24970/032fb63f-baa0-5b3a-a7fd-990b2dc9bdd2'}
033ed3bd-5355-544a-acd6-d7e789f8857e,tg:lhdc:3717,isad:lh:179321,Archives,1,1970,{'url':'https://id.letterenhuis.be/ark:/24970/033ed3bd-5355-544a-acd6-d7e789f8857e'}
034a0533-24ad-5cc0-a887-57ad27817d48,tg:lhhs:20,isad:lh:85975,Archives,1,Handschriften van Hugo Claus,{'url':'https://id.letterenhuis.be/ark:/24970/034a0533-24ad-5cc0-a887-57ad27817d48'}
03650a19-eee4-5a61-9593-1c41888955de,tg:lhbr:142687,isad:lh:59306,Archives,1,Brieven van Felix Timmermans,{'url':'https://id.letterenhuis.be/ark:/24970/03650a19-eee4-5a61-9593-1c41888955de'}
03774ee7-73ed-5396-893c-c384171f6768,tg:lhdc:3147,isad:lh:179109,Archives,1,1955,{'url':'https://id.letterenhuis.be/ark:/24970/03774ee7-73ed-5396-893c-c384171f6768'}
037ffa4d-fe02-5ba0-8aeb-f190b2c31535,tg:lhdc:1531,isad:lh:178527,Archives,1,1976,{'url':'https://id.letterenhuis.be/ark:/24970/037ffa4d-fe02-5ba0-8aeb-f190b2c31535'}
0388dd89-0702-5bf6-bbd1-b1c0c4639250,tg:lhhs:1462,isad:lh:86639,Archives,1,Handschriften van Johan C.P. Alberts,{'url':'https://id.letterenhuis.be/ark:/24970/0388dd89-0702-5bf6-bbd1-b1c0c4639250'}
0389cb37-ffd0-5bf6-8b38-2bc041e19b90,tg:lhhs:19150,isad:lh:130323,Archives,1,Diverse handschriftelijke teksten verzameld door Van Duyse,{'url':'https://id.letterenhuis.be/ark:/24970/0389cb37-ffd0-5bf6-8b38-2bc041e19b90'}
039dfb54-f9d1-50d5-aa04-801d1ed4af99,tg:lhdc:1205,isad:lh:174437,Archives,1,1946,{'url':'https://id.letterenhuis.be/ark:/24970/039dfb54-f9d1-50d5-aa04-801d1ed4af99'}
03a62185-a25f-5bb7-b581-3a93568149db,tg:lhhs:19054,isad:lh:157909,Archives,1,Heeft een gedicht andere ogen?,{'url':'https://id.letterenhuis.be/ark:/24970/03a62185-a25f-5bb7-b581-3a93568149db'}
03db34fe-6f5c-5b42-be22-93e5d9cb6152,tg:lhbr:212166,isad:lh:77751,Archives,1,1973-1974-1975,{'url':'https://id.letterenhuis.be/ark:/24970/03db34fe-6f5c-5b42-be22-93e5d9cb6152'}
03dcf923-f5d4-586b-8add-b78fe727fa10,tg:lhbr:102099,isad:lh:915,Archives,1,Fin. Comiteit Deel I Verslagen,{'url':'https://id.letterenhuis.be/ark:/24970/03dcf923-f5d4-586b-8add-b78fe727fa10'}
03dde3b2-f303-513b-8b09-3191c3dea768,tg:lhdc:1045,isad:lh:174441,Archives,1,1950,{'url':'https://id.letterenhuis.be/ark:/24970/03dde3b2-f303-513b-8b09-3191c3dea768'}
042a7d3f-61b8-56cb-b0a9-07d8f76be226,tg:lhdc:375,isad:lh:152066,Archives,1,Herinnering door Willem de Bom,{'url':'https://id.letterenhuis.be/ark:/24970/042a7d3f-61b8-56cb-b0a9-07d8f76be226'}
042b0fc3-b650-5a9b-becb-2e25024a9c5a,tg:lhbr:32996,isad:lh:15861,Archives,1,Brieven van Georges Cleymaet,{'url':'https://id.letterenhuis.be/ark:/24970/042b0fc3-b650-5a9b-becb-2e25024a9c5a'}
04532de2-cefc-51b3-88e5-4ca0b7f35fab,tg:lhdc:3022,isad:lh:179107,Archives,1,1953,{'url':'https://id.letterenhuis.be/ark:/24970/04532de2-cefc-51b3-88e5-4ca0b7f35fab'}
0468ece6-2199-5325-8741-779497675c16,tg:lhbr:276362,isad:lh:157353,Archives,1,Catalogus Gust de Smet in Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/0468ece6-2199-5325-8741-779497675c16'}
04958c3b-0f18-548d-a46f-646c116196e8,tg:lhhs:16270,isad:lh:119207,Archives,1,Erfenisjagers - Der reuliche Erben,{'url':'https://id.letterenhuis.be/ark:/24970/04958c3b-0f18-548d-a46f-646c116196e8'}
04973354-d254-5fa5-b522-175f74489e62,tg:lhbr:113722,isad:lh:48235,Archives,1,Brieven aan René Bodson,{'url':'https://id.letterenhuis.be/ark:/24970/04973354-d254-5fa5-b522-175f74489e62'}
04b8ec4a-44a8-514c-85eb-616357fccd4b,tg:lhbr:189279,isad:lh:73948,Archives,1,Brieven van Irène Bogaert,{'url':'https://id.letterenhuis.be/ark:/24970/04b8ec4a-44a8-514c-85eb-616357fccd4b'}
04ba9a68-7831-5b28-8f0c-0d3fda2a8f2c,tg:lhhs:9438,isad:lh:103517,Archives,1,Poëzie,{'url':'https://id.letterenhuis.be/ark:/24970/04ba9a68-7831-5b28-8f0c-0d3fda2a8f2c'}
04c13222-befd-5c99-80c5-e16692daf1b9,tg:lhdc:933,isad:lh:174443,Archives,1,1952,{'url':'https://id.letterenhuis.be/ark:/24970/04c13222-befd-5c99-80c5-e16692daf1b9'}
04cf1d7e-8fea-5186-917e-9ea4d0e538b0,tg:lhbr:272264,isad:lh:155881,Archives,1,Brieven aan  André Dequae,{'url':'https://id.letterenhuis.be/ark:/24970/04cf1d7e-8fea-5186-917e-9ea4d0e538b0'}
05090b43-9508-5ea8-bdcf-989aab871d0a,tg:lhbr:114008,isad:lh:48367,Archives,1,Brieven van Lodewijk Peeters,{'url':'https://id.letterenhuis.be/ark:/24970/05090b43-9508-5ea8-bdcf-989aab871d0a'}
051b60f9-eae0-561f-ad03-59d9d103a238,tg:lhdc:4181,isad:lh:179657,Archives,1,1978,{'url':'https://id.letterenhuis.be/ark:/24970/051b60f9-eae0-561f-ad03-59d9d103a238'}
0539228f-6f00-563f-a719-08adf49413ea,tg:lhbr:15309,isad:lh:8341,Archives,1,Brieven aan August Vermeylen,{'url':'https://id.letterenhuis.be/ark:/24970/0539228f-6f00-563f-a719-08adf49413ea'}
05404d41-e056-5430-a419-7b6cfd54c917,tg:lhbr:162661,isad:lh:66396,Archives,1,Brieven van Paul de Wispelaere,{'url':'https://id.letterenhuis.be/ark:/24970/05404d41-e056-5430-a419-7b6cfd54c917'}
056971ac-6ec0-55f3-b552-55d817d06529,tg:lhbr:245117,isad:lh:130188,Archives,1,Ingekomen briefwisseling - A-C,{'url':'https://id.letterenhuis.be/ark:/24970/056971ac-6ec0-55f3-b552-55d817d06529'}
0569d9f7-7725-51a2-bb87-6133c53a82bd,tg:lhhs:16175,isad:lh:122161,Archives,1,1928 - Het bergmeer,{'url':'https://id.letterenhuis.be/ark:/24970/0569d9f7-7725-51a2-bb87-6133c53a82bd'}
056c026b-325a-5916-90bd-3898ffb0b50c,tg:lhbr:49922,isad:lh:22779,Archives,1,Brieven van Georges Eekhoud,{'url':'https://id.letterenhuis.be/ark:/24970/056c026b-325a-5916-90bd-3898ffb0b50c'}
05774ed9-cf0e-5fb6-9ad9-171e16049dd2,tg:lhhs:3609,isad:lh:87344,Archives,1,Handschriften van Maurice Roelants,{'url':'https://id.letterenhuis.be/ark:/24970/05774ed9-cf0e-5fb6-9ad9-171e16049dd2'}
05994a15-b56d-57a8-ba99-10e0d65142e4,tg:lhhs:6722,isad:lh:88688,Archives,1,Handschriften van Pieter Geert Buckinx,{'url':'https://id.letterenhuis.be/ark:/24970/05994a15-b56d-57a8-ba99-10e0d65142e4'}
059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,tg:lhdc:400,isad:lh:130216,Archives,1,"Deelname aan feesten, banketten, congressen e.d.",{'url':'https://id.letterenhuis.be/ark:/24970/059e46d3-66dc-5b3b-895f-1f4f6b77c3e0'}
05b79e95-f94c-5025-976c-c029bf1414d3,tg:lhhs:9896,isad:lh:90033,Archives,1,2,{'url':'https://id.letterenhuis.be/ark:/24970/05b79e95-f94c-5025-976c-c029bf1414d3'}
05d868bf-7f81-56b7-8665-da6ee8a219ba,tg:lhhs:10760,isad:lh:174746,Archives,1,1945 - Grafschriften voor volksverbonden poëten,{'url':'https://id.letterenhuis.be/ark:/24970/05d868bf-7f81-56b7-8665-da6ee8a219ba'}
05e6451a-7fec-536d-95f0-53908402b809,tg:lhdc:1337,isad:lh:174430,Archives,1,1938,{'url':'https://id.letterenhuis.be/ark:/24970/05e6451a-7fec-536d-95f0-53908402b809'}
05f191ea-97b2-5d96-b972-140a34cd09d3,tg:lhhs:1198,isad:lh:86448,Archives,1,Handschriften van Bertus Aafjes,{'url':'https://id.letterenhuis.be/ark:/24970/05f191ea-97b2-5d96-b972-140a34cd09d3'}
06064a12-74d0-5931-818f-262b8166a289,tg:lhdc:908,isad:lh:174438,Archives,1,1947,{'url':'https://id.letterenhuis.be/ark:/24970/06064a12-74d0-5931-818f-262b8166a289'}
06120f48-eb7e-5523-92aa-5ff3948e0049,tg:lhhs:8602,isad:lh:89529,Archives,1,Poëzie,{'url':'https://id.letterenhuis.be/ark:/24970/06120f48-eb7e-5523-92aa-5ff3948e0049'}
062a00f1-ff8b-52a7-8748-0a5131784c1f,tg:lhhs:8157,isad:lh:89348,Archives,1,3,{'url':'https://id.letterenhuis.be/ark:/24970/062a00f1-ff8b-52a7-8748-0a5131784c1f'}
062cb1ed-999d-50fb-acd9-9dbe95490720,tg:lhbr:192065,isad:lh:74239,Archives,1,Brieven van Martien J.G. de Jong,{'url':'https://id.letterenhuis.be/ark:/24970/062cb1ed-999d-50fb-acd9-9dbe95490720'}
06378480-050a-5a27-befc-826134a9472a,tg:lhhs:20587,isad:lh:175041,Archives,1,Radio- en televisieprogramma's,{'url':'https://id.letterenhuis.be/ark:/24970/06378480-050a-5a27-befc-826134a9472a'}
063ee1a0-b6a2-5607-9f32-8a03c92c0fff,tg:lhhs:16134,isad:lh:121895,Archives,1,2000 - Portret van een man,{'url':'https://id.letterenhuis.be/ark:/24970/063ee1a0-b6a2-5607-9f32-8a03c92c0fff'}
064e7bb9-7238-56f4-bf53-5205f046e872,tg:lhbr:131653,isad:lh:55159,Archives,1,Brieven aan Jan Filip Boon:::RDV.1,{'url':'https://id.letterenhuis.be/ark:/24970/064e7bb9-7238-56f4-bf53-5205f046e872'}
06610899-3c91-5305-8650-fb95602527f8,tg:lhdc:1213,isad:lh:174437,Archives,1,1946,{'url':'https://id.letterenhuis.be/ark:/24970/06610899-3c91-5305-8650-fb95602527f8'}
067df979-b1d0-510f-a307-952082aa9df2,tg:lhhs:6427,isad:lh:88524,Archives,1,13,{'url':'https://id.letterenhuis.be/ark:/24970/067df979-b1d0-510f-a307-952082aa9df2'}
0683252a-d894-510f-a18d-e067db88f4e9,tg:lhhs:10920,isad:lh:90137,Archives,1,5,{'url':'https://id.letterenhuis.be/ark:/24970/0683252a-d894-510f-a18d-e067db88f4e9'}
0694ae4f-5758-5279-80d3-76233fdd83f4,tg:lhhs:18297,isad:lh:153160,Archives,1,Notities,{'url':'https://id.letterenhuis.be/ark:/24970/0694ae4f-5758-5279-80d3-76233fdd83f4'}
06bdc7b2-8cfb-5a0e-8e63-bc517d7574b9,tg:lhdc:2976,isad:lh:179106,Archives,1,1952,{'url':'https://id.letterenhuis.be/ark:/24970/06bdc7b2-8cfb-5a0e-8e63-bc517d7574b9'}
06dfa4d0-a59b-531a-adab-32c1e914edc5,tg:lhhs:13320,isad:lh:91336,Archives,1,Handschriften van Raf Verhulst,{'url':'https://id.letterenhuis.be/ark:/24970/06dfa4d0-a59b-531a-adab-32c1e914edc5'}
06f11090-9dd5-5b79-8123-b666383514bf,tg:lhdc:3865,isad:lh:179325,Archives,1,1974,{'url':'https://id.letterenhuis.be/ark:/24970/06f11090-9dd5-5b79-8123-b666383514bf'}
07163c80-b060-52a9-9c23-1e2ddc4eccd6,tg:lhbr:21206,isad:lh:10832,Archives,1,Brieven aan Lucifer,{'url':'https://id.letterenhuis.be/ark:/24970/07163c80-b060-52a9-9c23-1e2ddc4eccd6'}
07583167-add6-5dbf-81f4-843a7d994acf,tg:lhbr:229236,isad:lh:82550,Archives,1,Galerie Zabriski,{'url':'https://id.letterenhuis.be/ark:/24970/07583167-add6-5dbf-81f4-843a7d994acf'}
075ecdd3-cc34-54ea-9a1d-78b9141d3857,tg:lhhs:14689,isad:lh:92010,Archives,1,Handschriften van Hilda Debeuf,{'url':'https://id.letterenhuis.be/ark:/24970/075ecdd3-cc34-54ea-9a1d-78b9141d3857'}
0788885d-8767-5d06-b4c0-62e3b0451349,tg:lhdc:4358,isad:lh:181055,Archives,1,Ten huize van,{'url':'https://id.letterenhuis.be/ark:/24970/0788885d-8767-5d06-b4c0-62e3b0451349'}
0791cbd8-04ac-5caa-96e5-a1866f4e7454,tg:lhhs:6036,isad:lh:88432,Archives,1,9,{'url':'https://id.letterenhuis.be/ark:/24970/0791cbd8-04ac-5caa-96e5-a1866f4e7454'}
07bbabc4-ab33-5481-8bdd-9a0011e08317,tg:lhbr:87798,isad:lh:37662,Archives,1,Brieven van August Laporta,{'url':'https://id.letterenhuis.be/ark:/24970/07bbabc4-ab33-5481-8bdd-9a0011e08317'}
07be44ee-051b-560d-9bcf-43a04ed6b213,tg:lhhs:1835,isad:lh:86338,Archives,1,Beschouwend proza / Non-fictie,{'url':'https://id.letterenhuis.be/ark:/24970/07be44ee-051b-560d-9bcf-43a04ed6b213'}
07bf7408-d1ba-5550-9487-93f28fcb8b3b,tg:lhbr:173565,isad:lh:70219,Archives,1,Brieven van Andries Kinsbergen:::GVV.1,{'url':'https://id.letterenhuis.be/ark:/24970/07bf7408-d1ba-5550-9487-93f28fcb8b3b'}
07ccc37f-2be9-5612-b5dc-9f1da6ae6b14,tg:lhbr:172724,isad:lh:70020,Archives,1,Brieven van Paula Swind,{'url':'https://id.letterenhuis.be/ark:/24970/07ccc37f-2be9-5612-b5dc-9f1da6ae6b14'}
07d9e5eb-6851-525f-8fa4-9a8254a2fd25,tg:lhdc:912,isad:lh:174441,Archives,1,1950,{'url':'https://id.letterenhuis.be/ark:/24970/07d9e5eb-6851-525f-8fa4-9a8254a2fd25'}
080fa645-83db-59e6-9202-486458c43c46,tg:lhdc:1984,isad:lh:174017,Archives,1,1963,{'url':'https://id.letterenhuis.be/ark:/24970/080fa645-83db-59e6-9202-486458c43c46'}
081414fb-4a7d-5c5d-81bc-f69101fadfbf,tg:lhhs:787,isad:lh:86246,Archives,1,Handschriften van Marnix Gijsen,{'url':'https://id.letterenhuis.be/ark:/24970/081414fb-4a7d-5c5d-81bc-f69101fadfbf'}
0826314a-849d-5602-b60e-60b58948c98f,tg:lhdc:3998,isad:lh:179646,Archives,1,1968,{'url':'https://id.letterenhuis.be/ark:/24970/0826314a-849d-5602-b60e-60b58948c98f'}
0838d877-fc51-5a98-a3cb-9f506f7c4456,tg:lhbr:41942,isad:lh:19640,Archives,1,Brieven van Honoré Debusschere,{'url':'https://id.letterenhuis.be/ark:/24970/0838d877-fc51-5a98-a3cb-9f506f7c4456'}
08509e3e-56ae-5358-914b-012a4ebc26aa,tg:lhbr:226069,isad:lh:81587,Archives,1,Brieven van Nederlandsche Uitgeversbond,{'url':'https://id.letterenhuis.be/ark:/24970/08509e3e-56ae-5358-914b-012a4ebc26aa'}
087304ea-3886-59a2-b7aa-ee0b0dad6f45,tg:lhbr:257983,isad:lh:147583,Archives,1,Brieven van Hubert Lampo,{'url':'https://id.letterenhuis.be/ark:/24970/087304ea-3886-59a2-b7aa-ee0b0dad6f45'}
089d60d9-d4f9-52e5-8c7e-912394db8896,tg:lhhs:1663,isad:lh:86709,Archives,1,Handschriften van Jozef Deleu,{'url':'https://id.letterenhuis.be/ark:/24970/089d60d9-d4f9-52e5-8c7e-912394db8896'}
08a66c3d-edf6-50c4-87e0-ea1fdb0c35e6,tg:lhdc:753,isad:lh:174426,Archives,1,1934,{'url':'https://id.letterenhuis.be/ark:/24970/08a66c3d-edf6-50c4-87e0-ea1fdb0c35e6'}
08b5b18b-fa88-5b47-b703-dd3f90bbdbde,tg:lhbr:262771,isad:lh:150441,Archives,1,Brieven van Daniël Robberechts,{'url':'https://id.letterenhuis.be/ark:/24970/08b5b18b-fa88-5b47-b703-dd3f90bbdbde'}
08e606a8-e39f-51ff-9c70-9ec7943eba58,tg:lhbr:31343,isad:lh:2304,Archives,1,3,{'url':'https://id.letterenhuis.be/ark:/24970/08e606a8-e39f-51ff-9c70-9ec7943eba58'}
09082faf-dc92-52c0-9777-b28c462d0da3,tg:lhhs:15098,isad:lh:88107,Archives,1,Losse gedichten,{'url':'https://id.letterenhuis.be/ark:/24970/09082faf-dc92-52c0-9777-b28c462d0da3'}
094e2a0c-caba-507f-b810-947b832bf43d,tg:lhbr:186860,isad:lh:73654,Archives,1,1951,{'url':'https://id.letterenhuis.be/ark:/24970/094e2a0c-caba-507f-b810-947b832bf43d'}
0959d3f2-97fb-5225-8e1d-80bc51e37c40,tg:lhdc:925,isad:lh:174441,Archives,1,1950,{'url':'https://id.letterenhuis.be/ark:/24970/0959d3f2-97fb-5225-8e1d-80bc51e37c40'}
095c2c96-4e97-54ef-b999-58875b6db7ab,tg:lhbr:87262,isad:lh:37470,Archives,1,"Brieven van Joseph de Lange:::SEV.3, Georges Serigiers:::VZV.1",{'url':'https://id.letterenhuis.be/ark:/24970/095c2c96-4e97-54ef-b999-58875b6db7ab'}
097a4b3c-2863-5e09-bb15-dc24839fee9f,tg:lhhs:13766,isad:lh:165778,Archives,1,Eretitels,{'url':'https://id.letterenhuis.be/ark:/24970/097a4b3c-2863-5e09-bb15-dc24839fee9f'}
0982a3e2-64e2-5e5d-900d-ad61cdb8df7a,tg:lhbr:120412,isad:lh:51085,Archives,1,Brieven van Petrus Renaux:::DIV.1,{'url':'https://id.letterenhuis.be/ark:/24970/0982a3e2-64e2-5e5d-900d-ad61cdb8df7a'}
0994cba4-f7bf-54c1-ba07-ccd6b80c769d,tg:lhhs:17027,isad:lh:135469,Archives,1,Plant de Mei,{'url':'https://id.letterenhuis.be/ark:/24970/0994cba4-f7bf-54c1-ba07-ccd6b80c769d'}
09e0af8c-c85d-5aa9-9185-1deab60b00e0,tg:lhhs:13072,isad:lh:91272,Archives,1,1,{'url':'https://id.letterenhuis.be/ark:/24970/09e0af8c-c85d-5aa9-9185-1deab60b00e0'}
09e86062-05e4-55c3-a0e4-f87ccf04499b,tg:lhbr:121203,isad:lh:51438,Archives,1,Brieven van André de Ridder,{'url':'https://id.letterenhuis.be/ark:/24970/09e86062-05e4-55c3-a0e4-f87ccf04499b'}
