ResourceID,brocade.id,card,order,Writing material
0f2b7f0f-eaa3-5d66-acf4-2c5c1e7685e4,tg:lhhs:19900,WritingMaterials,1,Inkt
9c9ef39c-68b3-5abe-a895-0bbd0defb57c,tg:lhhs:18612,WritingMaterials,1,Inkt
fb607730-08c8-5a16-be10-94bf65b354cf,tg:lhhs:10672,WritingMaterials,1,Inkt
2eee2e3f-331b-54b6-a9c8-bee430ed25e9,tg:lhhs:8751,WritingMaterials,1,Inkt
5c84d27a-4898-515b-ab92-4f279964a549,tg:lhhs:5499,WritingMaterials,1,Inkt
a6afb95b-3287-5889-90a2-066e9cef1db7,tg:lhhs:18242,WritingMaterials,1,Inkt
29d7bb15-90cd-5bb0-bb16-e0e352922a93,tg:lhhs:4322,WritingMaterials,1,Potlood
a9657bff-e5e4-5bbd-91c8-f0f5545c029f,tg:lhhs:15923,WritingMaterials,1,Inkt
9f4cf17b-9cd1-5aa1-86ba-f8d2d63a4d16,tg:lhhs:4772,WritingMaterials,1,Inkt
c3207ac9-7311-5c4b-9bdc-ccaa7910a560,tg:lhhs:11599,WritingMaterials,1,Potlood
4fe24531-2367-5017-bfc3-59ea6a5c7441,tg:lhhs:15889,WritingMaterials,1,Inkt
5344d5ed-3e90-5555-82a1-50ddd071c34e,tg:lhhs:11063,WritingMaterials,1,Inkt
11a2c2e5-4cd2-5d16-ad1f-4a335e3c800f,tg:lhhs:19453,WritingMaterials,1,Inkt
15042a39-fd82-5afa-9c6c-f7800e95648f,tg:lhhs:11576,WritingMaterials,1,Balpen
694513d8-cb6f-5ec8-be28-14530e5b7d41,tg:lhhs:3058,WritingMaterials,1,Inkt
d64485b9-cba2-5195-89ed-49d991524464,tg:lhhs:19146,WritingMaterials,1,Inkt
1521c0e9-cebd-51fa-bfe1-77266eefdcf7,tg:lhhs:4267,WritingMaterials,1,Inkt
848d47cf-bff0-50b9-89da-7a6a35f781bb,tg:lhhs:16749,WritingMaterials,1,Inkt
6f183175-cf9d-515d-afdc-6ccc4959930a,tg:lhhs:11126,WritingMaterials,1,Inkt
46ef0b3e-0ccf-5701-b967-7eccb7813e1e,tg:lhhs:9005,WritingMaterials,1,Balpen
78bdbcaf-8f6d-5ddc-8535-06ae946e1a43,tg:lhhs:19516,WritingMaterials,1,Inkt
c7c774f5-f541-5266-aea6-955b93d1159d,tg:lhhs:7918,WritingMaterials,1,Inkt
b5a4caa3-08d4-555b-86ae-175781b5d005,tg:lhhs:4637,WritingMaterials,1,Balpen
1a4d30fa-ff1c-5f69-8143-72b8f846acfa,tg:lhhs:16319,WritingMaterials,1,Balpen
31840c5e-0518-567e-9d53-77bc01a455f7,tg:lhhs:8244,WritingMaterials,1,Inkt
a6c675d2-7df4-5a35-9454-389b63487076,tg:lhhs:19845,WritingMaterials,1,Inkt
96d48aaf-92d6-5bee-8226-fc1ea7692338,tg:lhhs:18757,WritingMaterials,1,Inkt
51dc6aa2-5c71-5984-a76d-6f85bc95970d,tg:lhhs:2649,WritingMaterials,1,Inkt
144ebd77-a285-55b0-8b82-26e994e8620a,tg:lhhs:17158,WritingMaterials,1,Inkt
d664d293-0fb0-5b75-adf4-ecb53e815f71,tg:lhhs:20381,WritingMaterials,1,Inkt
3807ac30-ea21-5ff0-bc11-d59c77ee13f8,tg:lhhs:9906,WritingMaterials,1,Balpen
b58d6112-c6bd-5b64-92d4-103b24d27b28,tg:lhhs:8614,WritingMaterials,1,Inkt
4179e2a9-844a-5ddf-9801-5eaf102f7c11,tg:lhhs:18307,WritingMaterials,1,Gemengd
f9c66fae-fa6d-597b-b2e7-e00fca0e4eb8,tg:lhhs:5026,WritingMaterials,1,Inkt
bd4f0fbf-8168-5c8c-93f2-ea8892b48c24,tg:lhhs:17508,WritingMaterials,1,Inkt
d32277a6-b212-542d-b25a-6c2957288278,tg:lhhs:15535,WritingMaterials,1,Inkt
9e0363c8-fa52-51c2-854c-aa94635fcd87,tg:lhhs:20155,WritingMaterials,1,Inkt
c0e297a3-d8c8-52d0-933e-30af5a65a9dd,tg:lhhs:17226,WritingMaterials,1,Inkt
6e09c639-e970-58ae-93de-1d86f075169a,tg:lhhs:7735,WritingMaterials,1,Inkt
93065a21-3867-5fe2-a29b-10fb2d74cc06,tg:lhhs:6827,WritingMaterials,1,Inkt
48c098e8-94d4-531f-87fc-fa89ca37520d,tg:lhhs:18429,WritingMaterials,1,Inkt
9e733ccd-bf54-593c-92e0-1a83c6954abf,tg:lhhs:17676,WritingMaterials,1,Inkt
7fd4696d-1a3f-5967-b6e1-fefea8bb9419,tg:lhhs:10449,WritingMaterials,1,Viltstift
c3a3dbaf-a096-5026-88cc-1bfdc3c2b89a,tg:lhhs:4119,WritingMaterials,1,Inkt
8f8faff7-5df6-59e3-98da-38af81ce5a12,tg:lhhs:19238,WritingMaterials,1,Inkt
8d8a02db-1e51-514f-84d8-f0795261938e,tg:lhhs:9681,WritingMaterials,1,Balpen
4d848e55-e57f-52db-8d9f-0a9e20bde8cc,tg:lhhs:8993,WritingMaterials,1,Balpen
ee8f4d41-a290-573e-a913-2f7f64cc31c5,tg:lhhs:19392,WritingMaterials,1,Inkt
6f8e10cb-df34-5124-b83f-0ea5dfe8c0ab,tg:lhhs:4549,WritingMaterials,1,Inkt
96b1c6c2-efee-5f5e-9a64-abf5e910a3b9,tg:lhhs:3776,WritingMaterials,1,Inkt
c4438d20-2d1e-51e6-b9a4-460c2bd47e23,tg:lhhs:19668,WritingMaterials,1,Inkt
18c40cbc-858f-5f1a-8f5b-f3c4baefc148,tg:lhhs:2864,WritingMaterials,1,Inkt
ed8262a0-a16f-5aa6-bf35-3b63b4cf9a6a,tg:lhhs:11258,WritingMaterials,1,Inkt
dead368e-7569-5dd7-9c03-4e98e3b33a7a,tg:lhhs:12862,WritingMaterials,1,Inkt
39f2ea07-5375-5549-994c-89d4bf09a666,tg:lhhs:20913,WritingMaterials,1,Viltstift
c562ec69-ca48-58fd-a64c-3daf60f1d726,tg:lhhs:3799,WritingMaterials,1,Inkt
fa3ab061-3b7a-5dc6-8de0-a1cf3baf1510,tg:lhhs:19687,WritingMaterials,1,Inkt
0a2da7f0-fbae-5d80-9f47-6054c9d05cd7,tg:lhhs:18995,WritingMaterials,1,Balpen
7d6e8a03-49f9-59ac-a0a6-91ac896cc33d,tg:lhhs:16122,WritingMaterials,1,Inkt
17867b78-365c-518e-a031-5827c85b1740,tg:lhhs:17699,WritingMaterials,1,Inkt
dd464801-e67b-585a-96da-938154150c7c,tg:lhhs:20010,WritingMaterials,1,Potlood
031b3d9b-2202-5a05-8236-e60a460a606c,tg:lhhs:17363,WritingMaterials,1,Inkt
558f79a9-9a79-50ad-b463-635c365e2a99,tg:lhhs:8585,WritingMaterials,1,Inkt
31972da3-b081-5854-ad6f-b8e52005003f,tg:lhhs:7670,WritingMaterials,1,Inkt
9fd127bb-e32b-56e6-b5bb-3565efdfe4ac,tg:lhhs:6962,WritingMaterials,1,Balpen
78366354-4f52-5143-bd83-8d4db36b2380,tg:lhhs:17733,WritingMaterials,1,Inkt
5b98b356-4037-50e2-a9b4-e723a6f18c59,tg:lhhs:20440,WritingMaterials,1,Gemengd
1795a929-a06f-5657-899c-179c899c13d2,tg:lhhs:11034,WritingMaterials,1,Inkt
3367dcc7-ec73-55d5-8571-a5f1ffc79973,tg:lhhs:9117,WritingMaterials,1,Balpen
f07cace3-2c17-58f7-8414-072e68c5da19,tg:lhhs:5837,WritingMaterials,1,Inkt
c749f86e-430b-5538-bce8-a098da3485b9,tg:lhhs:13459,WritingMaterials,1,Inkt
03a62185-a25f-5bb7-b581-3a93568149db,tg:lhhs:19054,WritingMaterials,1,Gemengd
d00992a5-f803-50ee-8346-ade3eec281f6,tg:lhhs:4375,WritingMaterials,1,Inkt
45abb935-8cd5-5b29-9c50-be932dad9151,tg:lhhs:6348,WritingMaterials,1,Inkt
c4e719a6-841e-5ede-b253-196549270d8d,tg:lhhs:17949,WritingMaterials,1,Inkt
ce5849ed-717a-5f65-818a-2265baa3029e,tg:lhhs:15974,WritingMaterials,1,Inkt
d56e76f7-a759-5686-a135-e0610ac2f15f,tg:lhhs:20293,WritingMaterials,1,Inkt
45f00718-1486-5ea1-ae01-54cca6d33768,tg:lhhs:10625,WritingMaterials,1,Inkt
dc05a924-d52f-5de4-be60-9040975db260,tg:lhhs:7109,WritingMaterials,1,Potlood
b149fabb-9e1a-5173-9d44-8de37899b670,tg:lhhs:5134,WritingMaterials,1,Inkt
49701d70-1b2d-5c19-baf9-e34ae479fb3e,tg:lhhs:20769,WritingMaterials,1,Inkt
66e1b636-92c1-58c7-9abd-51b032f7ac73,tg:lhhs:10275,WritingMaterials,1,Inkt
8be18338-aaec-5ee0-9abc-602082cd2b12,tg:lhhs:3849,WritingMaterials,1,Inkt
a4e77d01-03d6-5b9d-8833-339a48c6da1e,tg:lhhs:19957,WritingMaterials,1,Inkt
372e1c19-606a-5e56-a9a3-f369162a34f7,tg:lhhs:18645,WritingMaterials,1,Potlood
c3604d9d-5b48-534c-8456-e6a081969451,tg:lhhs:7559,WritingMaterials,1,Inkt
1ee843d8-c91f-556f-8097-bacb954beed5,tg:lhhs:15077,WritingMaterials,1,Inkt
91408ad7-aff8-5999-9bc9-75de75248dd2,tg:lhhs:5071,WritingMaterials,1,Inkt
8445de16-3c88-56c0-afd5-b2b51429e33c,tg:lhhs:15562,WritingMaterials,1,Inkt
64ee5dc4-5407-5c61-aaea-21857299de74,tg:lhhs:9951,WritingMaterials,1,Viltstift
09082faf-dc92-52c0-9777-b28c462d0da3,tg:lhhs:15098,WritingMaterials,1,Inkt
a8ff524a-28ab-52f1-8081-b6eb14cd40d1,tg:lhhs:8643,WritingMaterials,1,Inkt
f648dddd-79f4-5f08-ac44-e125cdf9ce24,tg:lhhs:18350,WritingMaterials,1,Balpen
8ab0f055-6198-5626-871a-fe637a56c699,tg:lhhs:15132,WritingMaterials,1,Inkt
ff34bc2f-a8a1-5209-9ccf-3d5fa2cac26b,tg:lhhs:8213,WritingMaterials,1,Inkt
c057d191-bc12-56fa-94a5-c3d5ccd22792,tg:lhhs:19812,WritingMaterials,1,Inkt
c8dcaf80-6aa6-5b87-90e9-ee0e1be86ab1,tg:lhhs:9052,WritingMaterials,1,Balpen
075ecdd3-cc34-54ea-9a1d-78b9141d3857,tg:lhhs:14689,WritingMaterials,1,Balpen
b41ef192-f050-52ce-a030-2644e76aa391,tg:lhhs:11171,WritingMaterials,1,Inkt
3b8de5a3-cd13-59ad-8738-994f7977fb20,tg:lhhs:19541,WritingMaterials,1,Inkt
321c78fc-e8b8-5b62-b46a-6e8083302f52,tg:lhhs:4230,WritingMaterials,1,Potlood
f131bb32-fb89-5edf-beb7-1d191d0dece3,tg:lhhs:15831,WritingMaterials,1,Inkt
1f83935c-d07c-556f-af0b-32d399bd7e7b,tg:lhhs:14723,WritingMaterials,1,Viltstift
703e63b4-f901-5f9e-b441-6a28868abcc4,tg:lhhs:9402,WritingMaterials,1,Balpen
27b75c3b-eac3-5b4f-8d92-62f86ef2a23e,tg:lhhs:11521,WritingMaterials,1,Potlood
aa0ebb91-3f86-51ac-ac78-17fae0793bf8,tg:lhhs:19111,WritingMaterials,1,Inkt
5108c78e-1bbd-588f-a166-9f2e8bd8617b,tg:lhhs:2872,WritingMaterials,1,Inkt
3f9bb067-2681-5bb3-be24-a464328d13e3,tg:lhhs:3760,WritingMaterials,1,Inkt
861ae456-79e1-5dd6-8685-f53439b20410,tg:lhhs:19384,WritingMaterials,1,Inkt
7d3446b4-2301-54e2-b511-ba8ee9b49cee,tg:lhhs:768,WritingMaterials,1,Inkt
ccc99abc-af88-571c-acd4-a451621b5f05,tg:lhhs:7689,WritingMaterials,1,Inkt
4ad34706-1e94-5bf3-8a7e-1f2aaba83b96,tg:lhhs:18595,WritingMaterials,1,Gemengd
d5dfa169-5541-5b0b-b2c3-e8490f4b39cb,tg:lhhs:16972,WritingMaterials,1,Inkt
2108629f-cc11-5f48-8bba-b9559dfcf1e7,tg:lhhs:6831,WritingMaterials,1,Inkt
1e7b23c9-4279-5c60-900a-0bf80c3e3e40,tg:lhhs:7723,WritingMaterials,1,Inkt
579618fc-1435-510d-9b6a-051cb17abaeb,tg:lhhs:17230,WritingMaterials,1,Inkt
a0b4b6ef-2148-5e29-b895-1516bd2ee523,tg:lhhs:20456,WritingMaterials,1,Inkt
2c99ca8f-1e22-5195-bcc5-e9c7e565d17b,tg:lhhs:16837,WritingMaterials,1,Gemengd
f4f1e6bf-bf5a-59e3-abf4-7b4bde330fcd,tg:lhhs:17725,WritingMaterials,1,Inkt
8493fde0-3829-57c9-8deb-26bfa65fdae0,tg:lhhs:15718,WritingMaterials,1,Inkt
590acf97-ea04-5e37-a16d-5671fa1709cb,tg:lhhs:8439,WritingMaterials,1,Inkt
387e58c7-af2c-5202-89f8-37fa0c417f9c,tg:lhhs:4949,WritingMaterials,1,Inkt
8417364b-b529-5a26-aff7-07e4a7143465,tg:lhhs:18080,WritingMaterials,1,Balpen
26e0ec13-3ede-5245-b4ec-23783fe9a2f9,tg:lhhs:7666,WritingMaterials,1,Inkt
28f56069-573a-55f2-a24e-a4b67dbc81c0,tg:lhhs:17375,WritingMaterials,1,Inkt
e60fd4d4-2707-542e-9b4b-817e3c64c28e,tg:lhhs:20006,WritingMaterials,1,Inkt
c2f580cf-b372-5c92-9592-18be0331cb06,tg:lhhs:8069,WritingMaterials,1,Inkt
063ee1a0-b6a2-5607-9f32-8a03c92c0fff,tg:lhhs:16134,WritingMaterials,1,Inkt
dec5155e-c9ba-5052-a229-796416a1afbf,tg:lhhs:2937,WritingMaterials,1,Inkt
c0693e73-d6a2-5314-acd6-f99204872cb8,tg:lhhs:18829,WritingMaterials,1,Balpen
b813f297-e18f-5e03-ab08-b24f76900096,tg:lhhs:14559,WritingMaterials,1,Inkt
dfc44e20-3000-5c64-9cfe-4c2e341bb5bb,tg:lhhs:16564,WritingMaterials,1,Balpen
eb2cc128-5d69-5e0f-ae60-68b3d959ee40,tg:lhhs:9382,WritingMaterials,1,Balpen
29099256-c831-5ee0-8e74-f766d05440c7,tg:lhhs:12874,WritingMaterials,1,Inkt
6332662e-557b-5f10-9a40-dcd805f4a9be,tg:lhhs:10849,WritingMaterials,1,Inkt
eb6b6db5-a14d-59c2-a0c4-e1e5cde338f1,tg:lhhs:15061,WritingMaterials,1,Potlood
999504e5-87a0-5909-8d8a-7ac046ad75e1,tg:lhhs:5572,WritingMaterials,1,Balpen
d5dfa4c6-e801-507d-874e-19d1fd981a75,tg:lhhs:18653,WritingMaterials,1,Inkt
4bd1591c-ee66-56e9-82a2-c35aaec5be67,tg:lhhs:5088,WritingMaterials,1,Inkt
4f366cc8-3cd6-51f6-a741-9d911e044f27,tg:lhhs:8340,WritingMaterials,1,Inkt
3540045f-7057-5fe3-a083-0861fdc945af,tg:lhhs:10263,WritingMaterials,1,Inkt
66c5d02e-1935-574a-8d99-25be080dc413,tg:lhhs:15431,WritingMaterials,1,Gemengd
513aaa14-2555-53dc-8329-b32037729c26,tg:lhhs:18203,WritingMaterials,1,Gemengd
bb8b5538-bcd1-5b08-8cf4-9893b8e7ac42,tg:lhhs:10633,WritingMaterials,1,Inkt
1379038c-6492-560d-a6e0-c74563b70e77,tg:lhhs:20285,WritingMaterials,1,Inkt
68c7aae6-ea88-5988-b44a-1be943c4fb9b,tg:lhhs:9802,WritingMaterials,1,Potlood
9f918179-9acd-5efe-b83a-5b478b0a183e,tg:lhhs:11188,WritingMaterials,1,Inkt
aa6bbac7-c2f0-51db-9320-b96740836cbf,tg:lhhs:14670,WritingMaterials,1,Balpen
a7f5e1ed-2ea0-501b-8ad0-1cb070be2642,tg:lhhs:15962,WritingMaterials,1,Gemengd
370b8579-3f7f-55e7-941a-f4b9dffe484d,tg:lhhs:19042,WritingMaterials,1,Balpen
13d4ee45-1359-5891-8770-3ef2e1f84673,tg:lhhs:19412,WritingMaterials,1,Inkt
9c17e13c-b601-5b38-921a-68a07de49044,tg:lhhs:11022,WritingMaterials,1,Inkt
481f1169-03e5-5599-84a3-26de6405c5d2,tg:lhhs:9101,WritingMaterials,1,Balpen
c51f4427-8801-5407-b323-1ec0769c6e18,tg:lhhs:19107,WritingMaterials,1,Inkt
b306152f-7577-5d33-9d7f-1fd5bb2ab09f,tg:lhhs:3019,WritingMaterials,1,Balpen
0f3ad576-fe86-5aa7-bec9-2200f0cb2b9b,tg:lhhs:9414,WritingMaterials,1,Inkt
f8ce87ce-a20f-5513-b5da-dcab8152ac49,tg:lhhs:14735,WritingMaterials,1,Balpen
74585701-9c35-589e-9e06-7cb33ec009c2,tg:lhhs:15827,WritingMaterials,1,Inkt
76ab0649-6698-58e6-bd34-be61798242bd,tg:lhhs:4226,WritingMaterials,1,Inkt
bacec724-490a-5f51-bc20-64e6e328902b,tg:lhhs:3449,WritingMaterials,1,Inkt
1705df4b-c191-5add-ab6a-1da48a8859b0,tg:lhhs:19557,WritingMaterials,1,Gemengd
66b177d4-aff5-5e8f-8f17-5f05dc4eae7f,tg:lhhs:9044,WritingMaterials,1,Balpen
e404cf7d-89b7-530d-93ea-2a6345ea6c91,tg:lhhs:11167,WritingMaterials,1,Inkt
80fe0ee0-cc1d-59fd-996e-03aab64b4459,tg:lhhs:16358,WritingMaterials,1,Inkt
1ecd91aa-abd3-5fcd-b494-22798a7d898a,tg:lhhs:18716,WritingMaterials,1,Balpen
1d60c8e3-a7bc-5133-a47c-051e063ba5c1,tg:lhhs:19804,WritingMaterials,1,Inkt
d0b857d3-f965-5698-b5ec-12ae3d35ab3b,tg:lhhs:20790,WritingMaterials,1,Inkt
117106a2-a6f6-5b92-8c62-dfd6f00d22e3,tg:lhhs:8205,WritingMaterials,1,Inkt
9ba88f44-34ad-531e-8405-61182bd0a08f,tg:lhhs:15124,WritingMaterials,1,Inkt
f7fdbac9-b696-5b0c-8338-5ddef895dd4e,tg:lhhs:17119,WritingMaterials,1,Potlood
e72bf25a-b68f-5a0a-8a68-b670b1472171,tg:lhhs:18346,WritingMaterials,1,Balpen
6133b0a3-4993-5d5f-b744-2edad74b10f3,tg:lhhs:8655,WritingMaterials,1,Inkt
88ef5568-6d34-5deb-bb96-36c6e15c33ef,tg:lhhs:9947,WritingMaterials,1,Balpen
fd4c5721-bac0-5652-98a6-df2a3fa1affa,tg:lhhs:15574,WritingMaterials,1,Inkt
913fd09d-12de-5b2c-9d64-aad601b7fd20,tg:lhhs:5067,WritingMaterials,1,Inkt
89df5f47-7c10-5d86-a08b-406bd55a312d,tg:lhhs:6866,WritingMaterials,1,Inkt
f86ab9f6-2eed-5f38-bea9-891c792a5ba3,tg:lhhs:18192,WritingMaterials,1,Gemengd
67168f55-7424-5a8c-865e-45203fb0158a,tg:lhhs:7774,WritingMaterials,1,Inkt
3eafa787-cd6b-5e5e-b592-cb8469f10e07,tg:lhhs:17267,WritingMaterials,1,Potlood
8e653ad4-4333-52b2-a573-51baf038163c,tg:lhhs:18468,WritingMaterials,1,Balpen
3a412454-c197-521d-a49b-9ea334d51db9,tg:lhhs:7324,WritingMaterials,1,Inkt
e659c288-3935-5eb4-97eb-a28a04ba98a0,tg:lhhs:5319,WritingMaterials,1,Inkt
9f1ffc16-e95e-5de4-b96b-5306f920eeb3,tg:lhhs:20544,WritingMaterials,1,Balpen
c347ff23-45fd-5ffd-aeca-52174e55de94,tg:lhhs:16925,WritingMaterials,1,Inkt
88a0941b-49b7-54a7-b07c-3ec4ddd1ca46,tg:lhhs:17637,WritingMaterials,1,Inkt
7e74fc20-ff93-53ef-ba88-78faa1c01207,tg:lhhs:18038,WritingMaterials,1,Gemengd
8bdff66f-4c20-527a-8d64-7fda47291fa0,tg:lhhs:18891,WritingMaterials,1,Balpen
3a6f2edd-79ac-55e0-af79-8458e2d852ab,tg:lhhs:4158,WritingMaterials,1,Inkt
c7fc339a-ac52-5977-bc44-00c5ee7a28aa,tg:lhhs:19783,WritingMaterials,1,Viltstift
d31d55fd-af49-5e67-9e26-4ebf8b195a2d,tg:lhhs:8878,WritingMaterials,1,Potlood
6e62c5f9-626a-516c-9fbb-c5730f10499c,tg:lhhs:4508,WritingMaterials,1,Inkt
27baa694-960f-50bf-8251-d3c4b5cc9d07,tg:lhhs:16026,WritingMaterials,1,Inkt
74327130-bfae-5595-93cd-3159ac442a95,tg:lhhs:11219,WritingMaterials,1,Inkt
16a37e2b-5aa6-5011-b4ef-5a119f4d1d2c,tg:lhhs:13224,WritingMaterials,1,Inkt
45d2f8d5-5cfd-50d2-867a-d9ff9ec26040,tg:lhhs:19629,WritingMaterials,1,Inkt
e360b1a0-0bf3-50d8-9687-135e3d36deb0,tg:lhhs:3737,WritingMaterials,1,Balpen
03195429-c200-57f6-97ff-6247e9bf028e,tg:lhhs:12823,WritingMaterials,1,Inkt
dcf9eb46-4760-50aa-8dd1-8934accaa065,tg:lhhs:16533,WritingMaterials,1,Inkt
df463c3f-8531-548a-8a57-2e1ed07b5511,tg:lhhs:2960,WritingMaterials,1,Inkt
cc7ac48b-f4aa-56c1-9372-d34f2fa8bc3c,tg:lhhs:3388,WritingMaterials,1,Inkt
0d61f417-1a67-53f8-999e-1afef425d19e,tg:lhhs:12989,WritingMaterials,1,Balpen
1e67d21a-daa2-58c7-bd7e-f4ff3296a223,tg:lhhs:8897,WritingMaterials,1,Balpen
3cfef440-96e3-556f-8e6a-77bd7af57dc9,tg:lhhs:16163,WritingMaterials,1,Inkt
72484174-0a37-573f-9f72-f07dfcbeb03d,tg:lhhs:6923,WritingMaterials,1,Inkt
c4367889-08c9-57a3-93dd-40638e554717,tg:lhhs:7631,WritingMaterials,1,Inkt
381eee4f-365c-56ac-9a16-5d4de7c9c131,tg:lhhs:20051,WritingMaterials,1,Inkt
992ce359-e851-5560-87d2-c093df2d10d1,tg:lhhs:17288,WritingMaterials,1,Inkt
4454be31-ca49-59b7-9431-514a29028a3a,tg:lhhs:6889,WritingMaterials,1,Inkt
107c320e-140a-5a25-9275-c4e0ce5a1928,tg:lhhs:18487,WritingMaterials,1,Balpen
d3d525cd-e704-5c00-9a71-af43b8cc7e6f,tg:lhhs:7261,WritingMaterials,1,Inkt
794c9bbb-2daf-5bb6-bead-00429476f229,tg:lhhs:16860,WritingMaterials,1,Gemengd
e1447e40-1e1a-53f8-add9-a4d02ef2713a,tg:lhhs:20401,WritingMaterials,1,Inkt
2d8436df-e4b0-5a61-97eb-e28b9376eb31,tg:lhhs:8194,WritingMaterials,1,Inkt
be4d8a9d-4195-5540-8eba-17de2ccfb7ce,tg:lhhs:19445,WritingMaterials,1,Balpen
d19f5112-5ed7-534c-841e-d2049400da27,tg:lhhs:9156,WritingMaterials,1,Balpen
0f72258c-9074-5776-9230-4d74d5c24042,tg:lhhs:11075,WritingMaterials,1,Inkt
3a1dd281-53e4-5049-88f8-ee08298b6452,tg:lhhs:6759,WritingMaterials,1,Inkt
22221a53-e892-5db5-af5f-34e2da93785d,tg:lhhs:4764,WritingMaterials,1,Inkt
8d1f20bd-1e82-55cf-afe0-b425c4438f9d,tg:lhhs:15935,WritingMaterials,1,Gemengd
49e2b42a-a1f4-5dab-b2c1-7fa24d30c6f3,tg:lhhs:17908,WritingMaterials,1,Inkt
f6ce3d34-c23b-5952-8835-0289b5d93b7d,tg:lhhs:10664,WritingMaterials,1,Inkt
56b577de-3f2e-53fa-8f1d-15eaec329a77,tg:lhhs:8747,WritingMaterials,1,Inkt
7d23b11b-0137-53eb-86f6-eb4298bf36ac,tg:lhhs:18604,WritingMaterials,1,Inkt
9aa407a4-7959-55ad-b9ba-e5617ca0bdfb,tg:lhhs:19916,WritingMaterials,1,Inkt
d12973ce-1ad6-5838-94f4-340fc5db1430,tg:lhhs:3808,WritingMaterials,1,Inkt
c830679f-facc-51e9-9930-e1cb6ee07c22,tg:lhhs:10234,WritingMaterials,1,Inkt
f4d4ca7f-9273-598c-b28a-f429b9df33a6,tg:lhhs:8317,WritingMaterials,1,Inkt
92270524-ac41-5d77-91fe-27e759bea213,tg:lhhs:15036,WritingMaterials,1,Inkt
92368c61-8191-5c65-a49c-3d9bef272ae4,tg:lhhs:20378,WritingMaterials,1,Potlood
56b797c0-cbfb-5120-aa33-0151cff13880,tg:lhhs:7518,WritingMaterials,1,Inkt
