ResourceID,brocade.id,card,order,Language
e82a4066-c13b-5c1e-a89a-f242d880158f,tg:lhdc:1570,Languages,1,Nederlands
69b18b18-bbe4-5c3f-8fce-82f5a18111df,tg:lhdc:4288,Languages,1,Nederlands
9260ac3a-493b-5c96-8e8b-2c088046afcd,tg:lhdc:3058,Languages,1,Nederlands
918e407c-5088-545f-9600-7455a2ad5ade,tg:lhdc:4267,Languages,1,Nederlands
a4f839b8-c912-557b-91e8-49e0629b7ca8,tg:lhdc:1435,Languages,1,Nederlands
c73efc8c-499e-5620-9f16-d42150dabc4f,tg:lhdc:3408,Languages,1,Nederlands
14f597ea-cc38-5294-ac90-c97e8f7570c6,tg:lhdc:4637,Languages,1,Nederlands
059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,tg:lhdc:400,Languages,1,Frans
1c069000-f37d-58f1-9832-62d2d4955dc6,tg:lhdc:1966,Languages,1,Nederlands
d9ef42d8-16a5-5f6b-aca1-2c16301c98bc,tg:lhdc:2649,Languages,1,Nederlands
863f5eca-b4fe-5ff0-9545-a487d5b19de6,tg:lhdc:953,Languages,1,Nederlands
2efcd247-0093-5f43-a4c1-a70f6ed1403e,tg:lhdc:2219,Languages,1,Nederlands
697fed17-e5ee-59ed-b9eb-5126ec80b459,tg:lhdc:2537,Languages,1,Nederlands
d1575020-0721-5685-a972-e30c2476f8a8,tg:lhdc:2167,Languages,1,Nederlands
41d14d41-dfc1-54f9-8a08-852c1805028e,tg:lhdc:4119,Languages,1,Nederlands
e9a999da-a1c8-5133-a100-77b0a816dae8,tg:lhdc:3326,Languages,1,Nederlands
c57e010f-886e-58a7-b3b0-b053513b9962,tg:lhdc:4549,Languages,1,Nederlands
62c249f2-b9a7-597a-ac55-22637354dd16,tg:lhdc:3776,Languages,1,Nederlands
f15274bf-0e02-5c8a-a85d-74b5b9e4e418,tg:lhdc:2864,Languages,1,Nederlands
427907aa-7f3e-50f7-9387-3e29bd48c71a,tg:lhdc:284,Languages,1,Nederlands
308a4123-ad05-5ab6-93fe-1353f2e949eb,tg:lhdc:3263,Languages,1,Nederlands
f5ee3ee2-4185-5e70-9efb-437c54abf769,tg:lhdc:791,Languages,1,Nederlands
2a28e1e7-f916-57ad-835d-e2681ece6f46,tg:lhdc:3799,Languages,1,Nederlands
5af84b01-84cf-512e-8360-b9f5c161be29,tg:lhdc:3633,Languages,1,Nederlands
d3d42335-5419-56f6-82d0-fead9c7db9a2,tg:lhdc:2921,Languages,1,Nederlands
7e3aa133-adc9-5928-96d0-ef4322952dcd,tg:lhdc:2472,Languages,1,Nederlands
53608659-e49e-5b3e-8a69-c959b86de8bf,tg:lhdc:2188,Languages,1,Nederlands
815db3e8-919e-5bd2-a0b0-cb8cf85391b7,tg:lhdc:2022,Languages,1,Nederlands
26d15d9f-8e01-5ff2-a090-290a3e04e7ee,tg:lhdc:1527,Languages,1,Frans
c97309fe-5445-5e17-8c69-b7c249d559c0,tg:lhdc:512,Languages,1,Nederlands
3a9901ea-3fe6-507c-8c41-35a0c4ee2671,tg:lhdc:1177,Languages,1,Nederlands
fd6a995a-8b02-5ecf-87f3-10974aba08a3,tg:lhdc:4375,Languages,1,Nederlands
15405e4c-0613-5379-af4d-8bcb245b1c8a,tg:lhdc:142,Languages,1,Nederlands
fe418a0e-9ad0-53f0-8b2e-c87f1b876ce3,tg:lhdc:1874,Languages,1,Nederlands
7244620e-2a55-5ce5-9ec0-a0b4064e60c1,tg:lhdc:3849,Languages,1,Nederlands
fae3c9b9-42f4-56f5-bc67-8c47087e7dfb,tg:lhdc:841,Languages,1,Nederlands
ad8d7135-07c0-5a74-ac17-24ccbfc18dfa,tg:lhdc:904,Languages,1,Nederlands
2324bbd5-3433-55df-9713-5931879675f6,tg:lhdc:1931,Languages,1,Nederlands
7a236080-d149-5045-bf11-24e87628ea34,tg:lhdc:1198,Languages,1,Nederlands
6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,tg:lhdc:457,Languages,1,Nederlands
0c7e4f85-7dd2-5b82-aa7b-929e9d43ba1f,tg:lhdc:1462,Languages,1,Nederlands
d9a3fbc3-524c-51d2-a037-db5ce99c299c,tg:lhdc:4230,Languages,1,Nederlands
76f339aa-e986-5227-95ea-6a1b1b9afa6f,tg:lhdc:1032,Languages,1,Nederlands
2a606f69-d1f0-50b8-8f44-7086fdfb5192,tg:lhdc:292,Languages,1,Nederlands
80d6f87d-e838-5448-b6f1-cc48d28d04f5,tg:lhdc:2872,Languages,1,Nederlands
a275029b-8133-537e-8cf4-eec2b9bff617,tg:lhdc:3760,Languages,1,Nederlands
404b06af-229e-5de9-a919-a2753e282f80,tg:lhdc:768,Languages,1,Nederlands
2c6e4fe2-1a4b-5e64-905b-ca654edb08fa,tg:lhdc:3330,Languages,1,Nederlands
2f494987-7310-568e-b620-d6b4d2bfb7fa,tg:lhdc:338,Languages,1,Nederlands
2656059e-44b1-53d9-a3ab-d6c3b84fe9a3,tg:lhdc:2171,Languages,1,Nederlands
ca9b5c93-8ce4-550f-8c09-22d56abc223e,tg:lhdc:2521,Languages,1,Nederlands
e7d5d05e-c2e7-5788-8d5f-8074496c459f,tg:lhdc:2034,Languages,1,Nederlands
62879df3-5777-52c4-b56a-eefef50480f9,tg:lhdc:2464,Languages,1,Nederlands
2a8c976d-5439-598e-978b-f02bb2d11b54,tg:lhdc:2937,Languages,1,Nederlands
dff5c934-9eca-572d-b5d7-b46e29aacc17,tg:lhdc:1618,Languages,1,Nederlands
ca91bb30-6d4b-5ae8-982c-557acc359cfb,tg:lhdc:3625,Languages,1,Nederlands
f0846677-a167-58bd-b536-a82c9375007c,tg:lhdc:787,Languages,1,Nederlands
f85047cf-84c8-58df-9167-0cdac55121f7,tg:lhdc:1248,Languages,1,Nederlands
27b911d1-ab6c-5e49-a369-4bc4769d6727,tg:lhdc:3275,Languages,1,Nederlands
b997435e-62cc-5f78-baaf-1526e68c9478,tg:lhdc:857,Languages,1,Nederlands
ba5b3e21-a818-5464-815b-f1874a29b8f0,tg:lhdc:1862,Languages,1,Nederlands
ed710aa8-196f-5215-a035-49468657b8cb,tg:lhdc:4363,Languages,1,Nederlands
9fbff7be-a461-57b3-a0f5-beacf26b76b4,tg:lhdc:1161,Languages,1,Nederlands
179d85af-50ce-5d48-b676-999ca023f8e9,tg:lhdc:4699,Languages,1,Nederlands
989d3a93-f2be-5fc4-a531-f4428fd6cc07,tg:lhdc:504,Languages,1,Nederlands
037ffa4d-fe02-5ba0-8aeb-f190b2c31535,tg:lhdc:1531,Languages,1,Nederlands
d2684231-76e1-5886-8660-463325a8c653,tg:lhdc:3019,Languages,1,Nederlands
bfec356d-6f37-5aa6-8c4f-ea5da8386797,tg:lhdc:1024,Languages,1,Nederlands
a9f4e66d-d990-565f-b604-560131830efb,tg:lhdc:4226,Languages,1,Nederlands
1ef01ce3-7ae8-5606-889a-e1dc70d66f34,tg:lhdc:3449,Languages,1,Nederlands
f8105ba0-088b-5472-8b11-635e501e74c3,tg:lhdc:1474,Languages,1,Nederlands
18b00813-7261-5cd6-8d04-d9cb327411af,tg:lhdc:441,Languages,1,Nederlands
a02b6943-8df7-5e97-90c1-7afeac5de211,tg:lhdc:4676,Languages,1,Nederlands
b40f15c0-17fb-557f-98ea-dfbe92b7bacb,tg:lhdc:2608,Languages,1,Nederlands
75f98b46-4522-59ae-9e2a-be215e5bde01,tg:lhdc:1927,Languages,1,Nederlands
07d9e5eb-6851-525f-8fa4-9a8254a2fd25,tg:lhdc:912,Languages,1,Nederlands
56e12851-ea38-531f-ae17-08e5758cbddb,tg:lhdc:2576,Languages,1,Nederlands
de34f87d-daf6-53a7-bb22-5fc26fa2a81e,tg:lhdc:2126,Languages,1,Nederlands
aba12009-3a87-5a74-b101-2717a200eadc,tg:lhdc:4158,Languages,1,Nederlands
a19a07eb-f891-57f4-b998-3850049f02d2,tg:lhdc:695,Languages,1,Nederlands
83054fbe-0321-53f7-b649-35a2e300c796,tg:lhdc:3367,Languages,1,Nederlands
68b1d12e-fad3-5f84-9681-c66421388d30,tg:lhdc:4508,Languages,1,Nederlands
02172a71-7cdd-5b69-a592-b83854ede9c0,tg:lhdc:2825,Languages,1,Nederlands
ecaba128-89bc-5a93-b254-ce1e93ab90d5,tg:lhdc:3737,Languages,1,Nederlands
747aede5-a641-5025-afcc-e2cc4a57ee2d,tg:lhdc:3222,Languages,1,Nederlands
40cadf49-e4e7-5318-844b-e0bb6dabf084,tg:lhdc:380,Languages,1,Nederlands
8e6b849e-3f30-5a18-8740-8de7506364ba,tg:lhdc:2960,Languages,1,Nederlands
e56a3e7b-1ebe-55f6-b47d-abef133b36ab,tg:lhdc:3672,Languages,1,Nederlands
9fa4c633-9f5d-5103-8d90-72fb3e15b92d,tg:lhdc:3388,Languages,1,Nederlands
32aa85ce-41de-5bb9-9c62-c63266ebe747,tg:lhdc:2433,Languages,1,Nederlands
99e60c17-fc74-5ecc-8403-3926d7ced5e9,tg:lhdc:2063,Languages,1,Nederlands
a4ecfac4-ebaf-55c0-8ba6-301a80232283,tg:lhdc:2599,Languages,1,Nederlands
b288a146-7114-5039-9349-05b10c59c9fd,tg:lhdc:1566,Languages,1,Nederlands
40f68fd4-940e-5614-91b9-30ab53ca8c50,tg:lhdc:553,Languages,1,Nederlands
c26dbc00-83e5-537f-be4b-d847d92805a3,tg:lhdc:1136,Languages,1,Nederlands
0a89a144-65f4-5f84-939b-d848fe8b5779,tg:lhdc:103,Languages,1,Nederlands
ea881643-b417-5baf-96a9-b1e0ee45c9fa,tg:lhdc:4334,Languages,1,Nederlands
5a229a07-ae44-5ec2-ab1e-fdce1185c35f,tg:lhdc:3808,Languages,1,Nederlands
e19eafae-a7db-5efd-9216-4cb0afe64347,tg:lhdc:1835,Languages,1,Nederlands
1acf3579-1d42-5dc9-88d0-479de70d640a,tg:lhdc:800,Languages,1,Nederlands
2101fd6f-7dc2-5609-a592-e221449f3216,tg:lhdc:945,Languages,1,Nederlands
0090a3c0-a2ae-5ce4-a6d8-c37d8544f94a,tg:lhdc:1970,Languages,1,Nederlands
81d84b57-a4fc-5c60-b2c3-47de56f39ae2,tg:lhdc:416,Languages,1,Frans
0287ca4c-165d-513b-93dd-e8e94f0d9bfb,tg:lhdc:4621,Languages,1,Nederlands
4e1f0d18-9b7c-58d4-9e71-4cd3707d6666,tg:lhdc:1423,Languages,1,Nederlands
f7f34ab2-41ef-5edb-9498-e70a37731b6f,tg:lhdc:4271,Languages,1,Nederlands
60094b58-4635-5e9c-8211-502c4ea05999,tg:lhdc:1589,Languages,1,Nederlands
2335df0b-18a8-5231-8800-02139f23b44a,tg:lhdc:1264,Languages,1,Nederlands
4052a49e-23b3-57b8-a80c-be404bcabb3e,tg:lhdc:3259,Languages,1,Nederlands
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,tg:lhdc:251,Languages,1,Nederlands
892c731a-8d9e-5b29-9155-e1684d6be074,tg:lhdc:4066,Languages,1,Nederlands
ad61f12f-d78a-52b1-bb01-eb74c6a76a00,tg:lhdc:1634,Languages,1,Nederlands
acef27ed-0448-52e4-9296-7c23f3401b98,tg:lhdc:3609,Languages,1,Nederlands
a996d9d8-ef1c-51d3-9f46-af933ca8bee2,tg:lhdc:601,Languages,1,Nederlands
4ac52b9b-3502-5c16-bb90-2a77c3e1e63a,tg:lhdc:4436,Languages,1,Nederlands
3b54169d-f91e-5063-901d-a70f648d0ff0,tg:lhdc:2448,Languages,1,Nederlands
75a7e3dd-587b-5700-8403-48df2d99f861,tg:lhdc:2018,Languages,1,Nederlands
23f8431b-f020-57bb-91ea-ed09ad6889b0,tg:lhdc:314,Languages,1,Nederlands
ae6b9af9-5165-53b8-9e2b-918d42c00eaf,tg:lhdc:4123,Languages,1,Nederlands
292ad596-55ba-5ecb-a127-9eec5753bf3f,tg:lhdc:1321,Languages,1,Nederlands
83a8b11c-59c0-5560-a3f8-261ad2e553dd,tg:lhdc:744,Languages,1,Nederlands
5bc0dea0-c648-5d1b-8eb7-6339a4303baf,tg:lhdc:4573,Languages,1,Nederlands
61b8809a-0ef7-5d9e-a9f3-33eede722df3,tg:lhdc:1771,Languages,1,Nederlands
c97c2850-9b2f-5ebf-9113-9639ebdea1d3,tg:lhdc:4089,Languages,1,Nederlands
4957c00c-e9bc-50a2-aa53-6ac5abca8340,tg:lhdc:894,Languages,1,Nederlands
4e10bde1-d777-547f-b37d-6129fb6045ae,tg:lhdc:2274,Languages,1,Nederlands
3889f78c-ab95-5ba5-bda0-64f314728273,tg:lhdc:2624,Languages,1,Nederlands
10d2fc52-bf5b-5440-8d78-4cacb7c9d9cb,tg:lhdc:3936,Languages,1,Nederlands
9fde91a0-bd97-5136-b144-95d4db1efbda,tg:lhdc:197,Languages,1,Nederlands
0f76570f-1574-5ae3-b246-e754fc5cf2e1,tg:lhdc:3465,Languages,1,Nederlands
cc9d0118-20f5-5b08-bf7b-83cd61577f50,tg:lhdc:1458,Languages,1,Nederlands
d4aa43e9-f737-574c-aa6d-008233664b8a,tg:lhdc:3035,Languages,1,Nederlands
a4685117-5769-5f37-b26e-d31a2edbb296,tg:lhdc:1008,Languages,1,Nederlands
5a0b3d3d-3938-5a31-a38a-8716131c05ac,tg:lhdc:3520,Languages,1,Nederlands
a6d3c410-19c3-5418-a237-fb4ceae0256a,tg:lhdc:528,Languages,1,Nederlands
c1f8d8cd-5adb-5662-8829-ce4be54ec27c,tg:lhdc:482,Languages,1,Nederlands
4f4731d4-6a82-5911-ac27-0b415475d38b,tg:lhdc:3170,Languages,1,Nederlands
7e53e246-046c-5022-bbc7-6336397e2d46,tg:lhdc:178,Languages,1,Nederlands
5e18b11d-9552-5be5-bdd5-f066bb83ac2a,tg:lhdc:20,Languages,1,Engels
3ab9c3ed-1f58-5f30-be97-d98020619611,tg:lhdc:2331,Languages,1,Nederlands
b4cf1021-28b2-58f0-91d3-af2c705fe44e,tg:lhdc:2761,Languages,1,Nederlands
eb46f73e-a692-5ad7-bc1b-9c6b4a90a7cb,tg:lhdc:3873,Languages,1,Nederlands
53cb6922-b862-5e6f-9b35-62b70d0c3272,tg:lhdc:656,Languages,1,Nederlands
74d63a69-bf27-527c-b7a8-c6f820b54101,tg:lhdc:4461,Languages,1,Nederlands
5b2f1151-0c33-5c4f-b3ca-fc7d25497961,tg:lhdc:1399,Languages,1,Nederlands
6148e74d-c939-53cb-b0d0-e2e65bfc4586,tg:lhdc:1663,Languages,1,Nederlands
7a147273-2429-5e4e-a392-51a4e47e288c,tg:lhdc:206,Languages,1,Nederlands
dbe1e872-7990-53ee-a5fd-18fd6debbcf7,tg:lhdc:4031,Languages,1,Nederlands
e0e79946-59b4-510b-87a6-a3f445bd8d61,tg:lhdc:1233,Languages,1,Nederlands
cbfad750-acff-5333-ac0f-ad6970c366d3,tg:lhdc:2809,Languages,1,Nederlands
fd257085-3bb7-5d46-ba55-4f31c70d27ff,tg:lhdc:713,Languages,1,Nederlands
0d0490a2-c1af-5fb6-8422-d6347cf39b4c,tg:lhdc:4524,Languages,1,Nederlands
f96a115c-0241-53a5-8fe0-f81dd26e6113,tg:lhdc:1376,Languages,1,Nederlands
593fc908-609c-520b-b9d3-4e87b294522e,tg:lhdc:343,Languages,1,Nederlands
819f708a-ee10-53ef-896c-f8ee91c3ddb8,tg:lhdc:4174,Languages,1,Nederlands
9373ed4b-9d1a-5f48-922b-09922f2429fc,tg:lhdc:590,Languages,1,Nederlands
fc0762e1-0361-5414-b0c2-6acabfdf47a4,tg:lhdc:3062,Languages,1,Nederlands
19c26f0f-9cb0-574d-a2ad-cdf91218cc73,tg:lhdc:3598,Languages,1,Nederlands
bcdd22ac-14ce-594f-875c-3e0eb6a8759a,tg:lhdc:3432,Languages,1,Nederlands
ed797857-9910-58b4-9bd4-784631cf9268,tg:lhdc:2673,Languages,1,Nederlands
6d9fb1de-66ff-567e-a06b-0d0118317ba2,tg:lhdc:3961,Languages,1,Nederlands
1539e7d9-8562-5f21-98be-807833043791,tg:lhdc:2389,Languages,1,Nederlands
4cfd97da-f44e-5c14-a55b-039bbe180687,tg:lhdc:2223,Languages,1,Nederlands
37975be4-1b28-508c-994b-3aa1bb98609d,tg:lhdc:2736,Languages,1,Nederlands
6f6cbc13-8446-5099-b589-64fc42d0bc58,tg:lhdc:3824,Languages,1,Nederlands
7bf65c96-9712-55b3-9c9a-e632076c0353,tg:lhdc:1819,Languages,1,Nederlands
13def0dc-afd6-5dd6-8d5b-6fb84d2c50dc,tg:lhdc:986,Languages,1,Nederlands
fb671c44-4a86-578a-b696-7f7f32f7db62,tg:lhdc:77,Languages,1,Frans
53a1cc59-5a1e-5c9f-bc52-37bfa357b307,tg:lhdc:2366,Languages,1,Nederlands
3a1c357c-14dd-5218-bc78-341e62e5b02b,tg:lhdc:4318,Languages,1,Nederlands
344344d4-5c91-5861-91ac-82184128240b,tg:lhdc:3127,Languages,1,Nederlands
4ba4fb37-a226-58b8-a28b-9d51e72f5779,tg:lhdc:3577,Languages,1,Nederlands
eb967905-8ac1-5126-9042-5e6e5fff29ee,tg:lhdc:3218,Languages,1,Nederlands
52e14cfa-95dd-5093-b821-67f510613aa5,tg:lhdc:4027,Languages,1,Nederlands
2e6bf019-f717-5e47-959b-e94cd8c778e9,tg:lhdc:3648,Languages,1,Nederlands
0ec98c55-f294-5a4e-8ff6-59b394c38df9,tg:lhdc:1675,Languages,1,Nederlands
8d462def-02cf-5636-b191-acffddcccb57,tg:lhdc:4477,Languages,1,Nederlands
0a733b70-da43-571a-ba1c-0e6d4b662060,tg:lhdc:640,Languages,1,Nederlands
39c914a3-48d2-5bd9-af43-a2b06e4ec139,tg:lhdc:2409,Languages,1,Nederlands
695c47ab-9f4a-55fc-b14a-7d69134036ef,tg:lhdc:2059,Languages,1,Nederlands
0c579867-ec4b-54ed-baac-0f5531513462,tg:lhdc:4162,Languages,1,Nederlands
6f99b456-af1c-54f2-a937-398e90af2c11,tg:lhdc:355,Languages,1,Nederlands
1e5593a2-2461-5bfa-91bf-16e4a58f3536,tg:lhdc:1360,Languages,1,Nederlands
15e022f0-1c2a-57e6-a0f1-36d0a5ba137f,tg:lhdc:4498,Languages,1,Nederlands
cf691e1e-fdda-5b34-8968-b98e6e045cb1,tg:lhdc:4532,Languages,1,Nederlands
41f4b922-7c9f-59c3-be03-9e770766688c,tg:lhdc:705,Languages,1,Nederlands
e28030d3-3a73-57d4-b276-fba501aa1da5,tg:lhdc:1730,Languages,1,Nederlands
d329e12d-429c-5804-ba3b-14baafceb6b4,tg:lhdc:2235,Languages,1,Nederlands
63e9e230-6e25-5e88-829f-5ad7d220ebc1,tg:lhdc:3977,Languages,1,Nederlands
fdf4801e-d05e-57a6-b527-cada237c0f66,tg:lhdc:2665,Languages,1,Nederlands
3bf97998-ed58-5e49-8518-73a68241cfaf,tg:lhdc:1419,Languages,1,Nederlands
25909a97-43e9-51bd-90c9-db9c2fd76542,tg:lhdc:3424,Languages,1,Nederlands
916d6e19-fa43-59b2-bad5-886a8d60b694,tg:lhdc:1049,Languages,1,Nederlands
cc6f22d3-5a39-5d06-bd9b-3c7b74a47452,tg:lhdc:3074,Languages,1,Nederlands
88b7da6d-85a5-5f24-b602-8f3b635538f0,tg:lhdc:586,Languages,1,Nederlands
9217783e-ee43-5912-adf4-f328807c83cc,tg:lhdc:3561,Languages,1,Nederlands
61be53e5-f7cb-5c3a-9501-55b8f361171a,tg:lhdc:569,Languages,1,Nederlands
65d826d4-8ded-590a-9a47-58b87953ab65,tg:lhdc:3131,Languages,1,Nederlands
52d34adf-3a0c-5b54-8a39-7cd399a028d2,tg:lhdc:139,Languages,1,Nederlands
221adf65-936c-5bea-bb8b-26d86f3ab1f1,tg:lhdc:2370,Languages,1,Nederlands
b8b5409c-91ae-59d4-8b50-db012a9ff53a,tg:lhdc:61,Languages,1,Frans
7fd80fdc-50d5-5231-a07e-de8064fdf0fe,tg:lhdc:990,Languages,1,Nederlands
0826314a-849d-5602-b60e-60b58948c98f,tg:lhdc:3998,Languages,1,Nederlands
76406dc6-7580-5de0-b5c0-814152cdb277,tg:lhdc:3832,Languages,1,Nederlands
9bfe6693-2041-559a-9a8e-d6b600339ac6,tg:lhdc:2720,Languages,1,Nederlands
f93f5df6-e2ad-539d-ae0a-69af22d4e973,tg:lhdc:4420,Languages,1,Nederlands
84261505-fb98-52d4-bb05-50a9372df381,tg:lhdc:617,Languages,1,Nederlands
d135666a-bdb2-521e-b1a7-93ae1953da4b,tg:lhdc:1622,Languages,1,Nederlands
66e4ca80-b521-5e90-8662-831d28729694,tg:lhdc:4070,Languages,1,Nederlands
0c5ed36c-a28f-5801-887b-36fabad1a6e8,tg:lhdc:1788,Languages,1,Nederlands
7c777b56-e115-5645-8df4-7d3a0a10c2cc,tg:lhdc:1272,Languages,1,Nederlands
b97a36e2-cb4d-5d7e-ade8-cd3cddf02362,tg:lhdc:1767,Languages,1,Nederlands
c78827f5-1ce3-52e5-a8b0-48215662f1e1,tg:lhdc:2848,Languages,1,Nederlands
974a8408-449f-503a-b28b-212d53267b2d,tg:lhdc:4565,Languages,1,Nederlands
b1803d8b-5046-5517-a69f-5d741c2f73a9,tg:lhdc:752,Languages,1,Nederlands
05e6451a-7fec-536d-95f0-53908402b809,tg:lhdc:1337,Languages,1,Nederlands
3a84d51b-a929-5e6e-bfba-2b6708e90231,tg:lhdc:4135,Languages,1,Nederlands
0231e8fd-5eee-5636-93ff-3f3498c33beb,tg:lhdc:302,Languages,1,Nederlands
83acefd8-40ab-5976-9620-48452c74db0f,tg:lhdc:3023,Languages,1,Nederlands
5b1ce86f-78c1-5c7b-81b0-604732401554,tg:lhdc:3473,Languages,1,Nederlands
df719c49-8f4b-5957-9fff-e6fb3ffeda37,tg:lhdc:181,Languages,1,Nederlands
1d701e34-e5d2-5cbc-9b9d-015d0381cbad,tg:lhdc:3189,Languages,1,Nederlands
1b0f34bc-c92d-5083-874e-53a93e20a90a,tg:lhdc:3920,Languages,1,Nederlands
804a9264-69ab-5cfb-8e17-dfe34ced3e9b,tg:lhdc:2632,Languages,1,Nederlands
8d55f709-62e5-5542-a207-f29a41379308,tg:lhdc:928,Languages,1,Nederlands
38b9768c-0642-5614-87e6-c7fe7d4c9ddf,tg:lhdc:2262,Languages,1,Nederlands
8688a39b-5763-5a6c-8985-51c80f2e3bbd,tg:lhdc:882,Languages,1,Nederlands
dc907964-1af2-556b-b23d-ee022e7f3b89,tg:lhdc:2798,Languages,1,Nederlands
9ccadf99-1c93-5698-abc1-699b1e450313,tg:lhdc:1858,Languages,1,Nederlands
06f11090-9dd5-5b79-8123-b666383514bf,tg:lhdc:3865,Languages,1,Nederlands
33127601-a384-586e-80b2-95fb25d970c9,tg:lhdc:2777,Languages,1,Nederlands
2afc635f-94dd-5b13-93fe-b23983148383,tg:lhdc:2327,Languages,1,Nederlands
8cee5a1e-60a2-50ee-9350-6c52ceb23530,tg:lhdc:36,Languages,1,Frans
aa425f71-c0ca-5722-8e01-d2e8eadb30c7,tg:lhdc:4359,Languages,1,Nederlands
60bac7a9-fb4a-50de-9640-738155fc8ae2,tg:lhdc:3166,Languages,1,Nederlands
e51281df-2e26-59b5-851d-2ca5b7dfa179,tg:lhdc:494,Languages,1,Nederlands
6a227b1c-02af-5ade-bbc9-a3f86486e73b,tg:lhdc:4709,Languages,1,Nederlands
f04f8cb8-0f4d-56ca-9326-f4f5f0274d20,tg:lhdc:3536,Languages,1,Nederlands
64561ea8-d0dd-52e6-b6a5-77c666daed11,tg:lhdc:4284,Languages,1,Nederlands
f8a01a8a-dff7-5041-aaec-4c903b343006,tg:lhdc:3541,Languages,1,Nederlands
e7fd0343-9b29-5e57-b2b8-682e8eb6962b,tg:lhdc:549,Languages,1,Nederlands
74910617-e29d-53b7-9576-67fe21aed815,tg:lhdc:1086,Languages,1,Nederlands
b7b7eda1-b969-51cf-90e5-0357d4c4f953,tg:lhdc:3111,Languages,1,Nederlands
92b1b8d9-a474-50e3-afec-b766a8b529b2,tg:lhdc:2350,Languages,1,Nederlands
2d3e31a2-3fec-5ace-96f0-0be1f186afb7,tg:lhdc:41,Languages,1,Engels
cf8653f7-b03f-51a9-8a5b-a9be6c8d59ce,tg:lhdc:1985,Languages,1,Nederlands
35c6b991-6f75-5785-ba89-58b407e91f4f,tg:lhdc:3812,Languages,1,Nederlands
16aa917f-d288-594a-8290-d60745ca7049,tg:lhdc:2700,Languages,1,Nederlands
385fc22f-9cd5-5323-9b7e-4b74c5b8ff71,tg:lhdc:2215,Languages,1,Nederlands
6bfe0014-7452-5539-b14f-5adae4425023,tg:lhdc:3957,Languages,1,Nederlands
35f6d5f2-4f61-5eec-8929-68095cc172d2,tg:lhdc:3404,Languages,1,Nederlands
1d2ef4aa-066b-5380-a3a0-a825d82cc046,tg:lhdc:1439,Languages,1,Nederlands
6e23f5b4-2063-5a1d-b11e-1121092e6925,tg:lhdc:1593,Languages,1,Nederlands
be49439b-7471-5241-84c3-1fc75a069895,tg:lhdc:3054,Languages,1,Nederlands
ca28d3c6-9715-598e-8237-c993f78687fe,tg:lhdc:1069,Languages,1,Nederlands
4fa43658-1d32-5eb2-aeca-3616aa36fc18,tg:lhdc:2096,Languages,1,Nederlands
85d55802-7c61-533c-9b9e-a23a5561c03f,tg:lhdc:3687,Languages,1,Nederlands
62c5c292-7593-51ff-8313-fe6753ca2f77,tg:lhdc:4142,Languages,1,Nederlands
