ResourceID,mmb_id_mat,card,order,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget
81b650c6-a859-5ab8-8dc1-0e1e0c3bd6c6,tg:mmbbr:9_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
9e281934-a52e-50af-96b2-373b1d9d1db6,tg:mmbbr:10_#1,e22_ProductionActors,1,au::115676:1,"Magherini-Graziani, Giovanni",briefschrijver,"No match for au::115676, briefschrijver, Magherini-Graziani, Giovanni",
9e281934-a52e-50af-96b2-373b1d9d1db6,tg:mmbbr:10_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
adb67cde-0a6f-5e53-ab70-01394694a09e,tg:mmbbr:11_#1,e22_ProductionActors,1,au::16839:1,"Serrure, Constant Antoon",briefschrijver,,"dlod={""suggest"":[""/agents/people/1801773"",""au::16839"",""au::16839:1"",""ark:/83110/x0/36be58f7-7dc7-5d9c-8e1a-3a37923e197e"",""Constant Antoon Serrure""],""name"":""Constant Antoon Serrure"",""ark"":""ark:/83110/x0/36be58f7-7dc7-5d9c-8e1a-3a37923e197e"",""uri"":""/agents/people/1801773"",""id"":""au::16839:1"",""isCapacity"":false}"
adb67cde-0a6f-5e53-ab70-01394694a09e,tg:mmbbr:11_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
3257aeb2-76f0-5e41-89ae-2f50b7ad69cf,tg:mmbbr:12_#1,e22_ProductionActors,1,au::115603:1,"Kock, Alphonse de",briefschrijver,"No match for au::115603, briefschrijver, Kock, Alphonse de",
3257aeb2-76f0-5e41-89ae-2f50b7ad69cf,tg:mmbbr:12_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
3a3746a4-32ad-5272-bb25-e83476253ae8,tg:mmbbr:13_#1,e22_ProductionActors,1,au::115609:1,"Herck, Marie van",briefschrijver,"No match for au::115609, briefschrijver, Herck, Marie van",
3a3746a4-32ad-5272-bb25-e83476253ae8,tg:mmbbr:13_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
916f3930-cb9a-5347-a5e9-7822ea6fdf5c,tg:mmbbr:14_#1,e22_ProductionActors,1,au::115604:1,"Vervloet, Constant",briefschrijver,"No match for au::115604, briefschrijver, Vervloet, Constant",
916f3930-cb9a-5347-a5e9-7822ea6fdf5c,tg:mmbbr:14_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
168b5add-69fd-5ccd-97e4-dd608c2c0f5b,tg:mmbbr:15_#1,e22_ProductionActors,1,,"Gillard, D.",briefschrijver,"No au_code for briefschrijver, Gillard, D.",
168b5add-69fd-5ccd-97e4-dd608c2c0f5b,tg:mmbbr:15_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
feb39f9a-b76b-535b-ac12-dc2734b87e26,tg:mmbbr:16_#1,e22_ProductionActors,1,au::115605:1,"Nicolié, Paul Emile",briefschrijver,"No match for au::115605, briefschrijver, Nicolié, Paul Emile",
feb39f9a-b76b-535b-ac12-dc2734b87e26,tg:mmbbr:16_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
86d0269c-1ea8-59c8-9660-53f8e172a6c5,tg:mmbbr:17_#1,e22_ProductionActors,1,au::115605:1,"Nicolié, Paul Emile",briefschrijver,"No match for au::115605, briefschrijver, Nicolié, Paul Emile",
86d0269c-1ea8-59c8-9660-53f8e172a6c5,tg:mmbbr:17_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
6a141da9-8a81-5e8f-bc66-e7e99f8d9754,tg:mmbbr:18_#1,e22_ProductionActors,1,au::115605:1,"Nicolié, Paul Emile",briefschrijver,"No match for au::115605, briefschrijver, Nicolié, Paul Emile",
6a141da9-8a81-5e8f-bc66-e7e99f8d9754,tg:mmbbr:18_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
87dca3b3-cce8-595a-bcc3-20906348b35c,tg:mmbbr:19_#1,e22_ProductionActors,1,,"Degero, Emil",briefschrijver,"No au_code for briefschrijver, Degero, Emil",
87dca3b3-cce8-595a-bcc3-20906348b35c,tg:mmbbr:19_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
2315115c-20e9-5c8e-92bf-ad44504da815,tg:mmbbr:20_#1,e22_ProductionActors,1,au::115606:1,"Speybrouck, Edouard van",briefschrijver,"No match for au::115606, briefschrijver, Speybrouck, Edouard van",
2315115c-20e9-5c8e-92bf-ad44504da815,tg:mmbbr:20_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
83e65859-caae-5ca4-ae04-d70155c5909c,tg:mmbbr:21_#1,e22_ProductionActors,1,au::115607:1,"Jonghe-Masselis, César de",briefschrijver,"No match for au::115607, briefschrijver, Jonghe-Masselis, César de",
83e65859-caae-5ca4-ae04-d70155c5909c,tg:mmbbr:21_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
eca8218d-61a3-5b75-85f5-980cd57a9008,tg:mmbbr:22_#1,e22_ProductionActors,1,au::24375:1,"Herck, Eugeen van",briefschrijver,,"dlod={""suggest"":[""/agents/people/2608125"",""au::24375"",""au::24375:1"",""ark:/83110/x0/ab403380-fddd-5ba5-9567-de7c9bd4a96c"",""E. van Herck""],""name"":""E. van Herck"",""ark"":""ark:/83110/x0/ab403380-fddd-5ba5-9567-de7c9bd4a96c"",""uri"":""/agents/people/2608125"",""id"":""au::24375:1"",""isCapacity"":false}"
eca8218d-61a3-5b75-85f5-980cd57a9008,tg:mmbbr:22_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
125efec3-acd2-526f-861a-a425b69f9cce,tg:mmbbr:23_#1,e22_ProductionActors,1,au::115607:1,"Jonghe-Masselis, César de",briefschrijver,"No match for au::115607, briefschrijver, Jonghe-Masselis, César de",
125efec3-acd2-526f-861a-a425b69f9cce,tg:mmbbr:23_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
d86c6060-f502-5cad-b232-19530a72b984,tg:mmbbr:24_#1,e22_ProductionActors,1,au::115610:1,"Bogaert, H. P. M. van den",briefschrijver,"No match for au::115610, briefschrijver, Bogaert, H. P. M. van den",
d86c6060-f502-5cad-b232-19530a72b984,tg:mmbbr:24_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
d86c6060-f502-5cad-b232-19530a72b984,tg:mmbbr:24_#1,e22_ProductionActors,3,au::10257:1,"Keyser, Nicaise de",onderwerp,,"dlod={""suggest"":[""/agents/people/1097499"",""au::10257"",""au::10257:1"",""ark:/83110/x0/7db867a5-21f7-5b1b-8938-1f2c9cd071d0"",""Nicaise de Keyser""],""name"":""Nicaise de Keyser"",""ark"":""ark:/83110/x0/7db867a5-21f7-5b1b-8938-1f2c9cd071d0"",""uri"":""/agents/people/1097499"",""id"":""au::10257:1"",""isCapacity"":false}"
aecd91d8-1230-541d-8014-0c191dfdcab5,tg:mmbbr:25_#1,e22_ProductionActors,1,au::115611:1,"Pape, Charles de",briefschrijver,"No match for au::115611, briefschrijver, Pape, Charles de",
aecd91d8-1230-541d-8014-0c191dfdcab5,tg:mmbbr:25_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
6023d98e-6ab3-5142-87ff-54e92ae0f803,tg:mmbbr:26_#1,e22_ProductionActors,1,au::115612:1,"Guggenheim, Josef Moritz",briefschrijver,"No match for au::115612, briefschrijver, Guggenheim, Josef Moritz",
6023d98e-6ab3-5142-87ff-54e92ae0f803,tg:mmbbr:26_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
45622a69-296c-5b7c-8729-e94e7deb313c,tg:mmbbr:27_#1,e22_ProductionActors,1,au::115610:1,"Bogaert, H. P. M. van den",briefschrijver,"No match for au::115610, briefschrijver, Bogaert, H. P. M. van den",
45622a69-296c-5b7c-8729-e94e7deb313c,tg:mmbbr:27_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
c73e0a1b-e7eb-5d6f-892c-a6638053a3ff,tg:mmbbr:28_#1,e22_ProductionActors,1,au::25647:1,"Caster, Guillaume van",briefschrijver,,"dlod={""suggest"":[""/agents/people/2744229"",""au::25647"",""au::25647:1"",""ark:/83110/x0/f895abc8-7eed-55ff-bd09-932f4ccc822f"",""G. van Caster""],""name"":""G. van Caster"",""ark"":""ark:/83110/x0/f895abc8-7eed-55ff-bd09-932f4ccc822f"",""uri"":""/agents/people/2744229"",""id"":""au::25647:1"",""isCapacity"":false}"
c73e0a1b-e7eb-5d6f-892c-a6638053a3ff,tg:mmbbr:28_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
d773cd6c-97f8-51e4-bc2e-5c811ee5cb41,tg:mmbbr:29_#1,e22_ProductionActors,1,au::25647:1,"Caster, Guillaume van",briefschrijver,,"dlod={""suggest"":[""/agents/people/2744229"",""au::25647"",""au::25647:1"",""ark:/83110/x0/f895abc8-7eed-55ff-bd09-932f4ccc822f"",""G. van Caster""],""name"":""G. van Caster"",""ark"":""ark:/83110/x0/f895abc8-7eed-55ff-bd09-932f4ccc822f"",""uri"":""/agents/people/2744229"",""id"":""au::25647:1"",""isCapacity"":false}"
d773cd6c-97f8-51e4-bc2e-5c811ee5cb41,tg:mmbbr:29_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
8267d67d-bd87-5db1-b4a8-9d79f54d0816,tg:mmbbr:30_#1,e22_ProductionActors,1,,"Muttoni, Lorenzo ",briefschrijver,"No au_code for briefschrijver, Muttoni, Lorenzo ",
8267d67d-bd87-5db1-b4a8-9d79f54d0816,tg:mmbbr:30_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
16ac096f-eeb8-5af7-86d4-b4e0b133fe9a,tg:mmbbr:31_#1,e22_ProductionActors,1,au::115614:1,"Storz, Jakob",briefschrijver,"No match for au::115614, briefschrijver, Storz, Jakob",
16ac096f-eeb8-5af7-86d4-b4e0b133fe9a,tg:mmbbr:31_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
f93329d7-01a6-582c-bf76-c4c5ebe82749,tg:mmbbr:32_#1,e22_ProductionActors,1,au::115615:1,"Grüger, Joseph",briefschrijver,"No match for au::115615, briefschrijver, Grüger, Joseph",
